tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,pitch,program,note,velocity
1440,note_on,0,0,1,,,,,,,,,1,,,53,80
1440,control_change,480,0,1,,,,,,,64,127,1,,,,
1440,control_change,480,0,4,,,,,,,64,127,4,,,,
1440,set_tempo,1440,1,0,,,,,,447761,,,,,,,
1440,marker,0,1,0,,,,,,,,,,,,,
1680,set_tempo,240,1,0,,,,,,441176,,,,,,,
1680,note_off,0,0,5,,,,,,,,,5,,,29,0
1680,note_off,240,0,5,,,,,,,,,5,,,41,0
1680,note_off,240,0,1,,,,,,,,,1,,,53,0
1920,note_on,0,0,1,,,,,,,,,1,,,68,83
1920,note_on,480,0,4,,,,,,,,,4,,,60,83
1920,note_on,0,0,4,,,,,,,,,4,,,65,83
1920,note_on,240,0,5,,,,,,,,,5,,,53,83
1920,note_on,240,0,1,,,,,,,,,1,,,80,83
1920,note_on,480,0,2,,,,,,,,,2,,,72,83
2280,note_on,0,0,1,,,,,,,,,1,,,79,85
2280,note_off,0,0,2,,,,,,,,,2,,,72,0
2280,control_change,360,0,4,,,,,,,64,0,4,,,,
2280,control_change,360,0,1,,,,,,,64,0,1,,,,
2280,note_off,0,0,1,,,,,,,,,1,,,80,0
2280,note_off,0,0,1,,,,,,,,,1,,,68,0
2280,note_on,0,0,5,,,,,,,,,5,,,55,85
2280,control_change,360,0,2,,,,,,,64,0,2,,,,
2280,note_off,0,0,5,,,,,,,,,5,,,53,0
2280,control_change,840,0,3,,,,,,,64,0,3,,,,
2280,control_change,360,0,5,,,,,,,64,0,5,,,,
2340,note_on,0,0,5,,,,,,,,,5,,,56,85
2340,note_off,60,0,5,,,,,,,,,5,,,55,0
2340,note_on,0,0,1,,,,,,,,,1,,,77,85
2340,note_off,60,0,1,,,,,,,,,1,,,79,0
2400,note_on,0,0,1,,,,,,,,,1,,,73,85
2400,note_on,0,0,1,,,,,,,,,1,,,85,85
2400,note_on,0,0,4,,,,,,,,,4,,,61,85
2400,note_on,0,0,4,,,,,,,,,4,,,67,85
2400,note_off,0,0,4,,,,,,,,,4,,,60,0
2400,note_off,120,0,4,,,,,,,,,4,,,65,0
2400,note_on,120,0,2,,,,,,,,,2,,,79,85
2400,note_off,60,0,5,,,,,,,,,5,,,56,0
2400,note_on,0,0,5,,,,,,,,,5,,,58,85
2400,note_off,60,0,1,,,,,,,,,1,,,77,0
2640,set_tempo,960,1,0,,,,,,447761,,,,,,,
2880,control_change,480,0,1,,,,,,,64,127,1,,,,
2880,note_off,0,0,1,,,,,,,,,1,,,85,0
2880,note_on,0,0,1,,,,,,,,,1,,,52,88
2880,note_off,0,0,1,,,,,,,,,1,,,73,0
2880,control_change,480,0,2,,,,,,,64,127,2,,,,
2880,note_off,0,0,4,,,,,,,,,4,,,61,0
2880,note_off,0,0,4,,,,,,,,,4,,,67,0
2880,note_off,0,0,2,,,,,,,,,2,,,79,0
2880,control_change,600,0,3,,,,,,,64,127,3,,,,
2880,control_change,480,0,5,,,,,,,64,127,5,,,,
2880,note_off,0,0,5,,,,,,,,,5,,,58,0
2880,note_on,0,0,5,,,,,,,,,5,,,28,88
2880,note_on,0,0,5,,,,,,,,,5,,,40,88
2880,control_change,480,0,4,,,,,,,64,127,4,,,,
2880,marker,240,1,0,,,,,,,,,,,,,
3120,note_off,240,0,5,,,,,,,,,5,,,40,0
3120,note_off,240,0,1,,,,,,,,,1,,,52,0
3120,note_off,0,0,5,,,,,,,,,5,,,28,0
3130,set_tempo,250,1,0,,,,,,441176,,,,,,,
3360,note_on,240,0,5,,,,,,,,,5,,,58,91
3360,note_on,0,0,1,,,,,,,,,1,,,85,91
3360,note_on,240,0,1,,,,,,,,,1,,,73,91
3360,note_on,480,0,4,,,,,,,,,4,,,67,91
3360,note_on,0,0,4,,,,,,,,,4,,,63,91
3360,note_on,480,0,2,,,,,,,,,2,,,79,91
3720,note_off,0,0,1,,,,,,,,,1,,,73,0
3720,control_change,360,0,5,,,,,,,64,0,5,,,,
3720,note_off,0,0,5,,,,,,,,,5,,,58,0
3720,control_change,360,0,4,,,,,,,64,0,4,,,,
3720,note_off,0,0,2,,,,,,,,,2,,,79,0
3720,note_off,0,0,1,,,,,,,,,1,,,85,0
3720,control_change,360,0,1,,,,,,,64,0,1,,,,
3720,note_on,0,0,1,,,,,,,,,1,,,84,92
3720,control_change,360,0,2,,,,,,,64,0,2,,,,
3720,control_change,840,0,3,,,,,,,64,0,3,,,,
3720,note_on,0,0,5,,,,,,,,,5,,,60,92
3780,note_off,60,0,5,,,,,,,,,5,,,60,0
3780,note_on,0,0,5,,,,,,,,,5,,,61,93
3780,note_off,60,0,1,,,,,,,,,1,,,84,0
3780,note_on,0,0,1,,,,,,,,,1,,,82,93
3840,note_off,60,0,5,,,,,,,,,5,,,61,0
3840,note_on,0,0,5,,,,,,,,,5,,,60,93
3840,note_off,60,0,1,,,,,,,,,1,,,82,0
3840,note_on,0,0,1,,,,,,,,,1,,,78,93
3840,note_on,0,0,1,,,,,,,,,1,,,91,93
3840,note_off,120,0,4,,,,,,,,,4,,,63,0
3840,note_off,0,0,4,,,,,,,,,4,,,67,0
3840,note_on,0,0,4,,,,,,,,,4,,,69,93
3840,note_on,0,0,4,,,,,,,,,4,,,66,93
3840,note_on,120,0,2,,,,,,,,,2,,,84,93
4090,set_tempo,960,1,0,,,,,,447761,,,,,,,
4320,control_change,480,0,2,,,,,,,64,127,2,,,,
4320,note_off,0,0,1,,,,,,,,,1,,,91,0
4320,note_off,0,0,1,,,,,,,,,1,,,78,0
4320,note_on,0,0,1,,,,,,,,,1,,,51,96
4320,control_change,480,0,1,,,,,,,64,127,1,,,,
4320,note_off,0,0,4,,,,,,,,,4,,,69,0
4320,note_off,0,0,2,,,,,,,,,2,,,84,0
4320,control_change,480,0,5,,,,,,,64,127,5,,,,
4320,note_off,0,0,5,,,,,,,,,5,,,60,0
4320,note_on,0,0,5,,,,,,,,,5,,,27,96
4320,note_on,0,0,5,,,,,,,,,5,,,39,96
4320,control_change,480,0,4,,,,,,,64,127,4,,,,
4320,note_off,0,0,4,,,,,,,,,4,,,66,0
4320,control_change,600,0,3,,,,,,,64,127,3,,,,
4550,set_tempo,460,1,0,,,,,,441176,,,,,,,
4560,note_off,240,0,5,,,,,,,,,5,,,39,0
4560,note_off,0,0,5,,,,,,,,,5,,,27,0
4560,note_off,240,0,1,,,,,,,,,1,,,51,0
4800,note_on,240,0,5,,,,,,,,,5,,,63,98
4800,note_on,240,0,1,,,,,,,,,1,,,90,98
4800,note_on,480,0,4,,,,,,,,,4,,,72,98
4800,note_on,0,0,1,,,,,,,,,1,,,78,98
4800,note_on,0,0,4,,,,,,,,,4,,,69,98
4800,note_on,480,0,2,,,,,,,,,2,,,84,98
5160,control_change,360,0,4,,,,,,,64,0,4,,,,
5160,control_change,360,0,5,,,,,,,64,0,5,,,,
5160,note_off,0,0,2,,,,,,,,,2,,,84,0
5160,control_change,360,0,2,,,,,,,64,0,2,,,,
5160,note_off,0,0,5,,,,,,,,,5,,,63,0
5160,note_on,0,0,5,,,,,,,,,5,,,65,100
5160,control_change,360,0,1,,,,,,,64,0,1,,,,
5160,note_off,0,0,1,,,,,,,,,1,,,78,0
5160,note_on,0,0,1,,,,,,,,,1,,,89,100
5160,note_off,0,0,1,,,,,,,,,1,,,90,0
5160,control_change,840,0,3,,,,,,,64,0,3,,,,
5167,note_off,7,0,4,,,,,,,,,4,,,72,0
5220,note_on,0,0,1,,,,,,,,,1,,,87,100
5220,note_off,60,0,1,,,,,,,,,1,,,89,0
5220,note_off,60,0,5,,,,,,,,,5,,,65,0
5220,note_on,0,0,5,,,,,,,,,5,,,66,100
5280,note_on,0,0,4,,,,,,,,,4,,,70,101
5280,note_off,113,0,4,,,,,,,,,4,,,69,0
5280,note_on,120,0,2,,,,,,,,,2,,,89,101
5280,note_on,0,0,1,,,,,,,,,1,,,94,101
5280,note_off,60,0,1,,,,,,,,,1,,,87,0
5280,note_on,0,0,5,,,,,,,,,5,,,77,101
5280,note_on,0,0,5,,,,,,,,,5,,,65,101
5280,note_off,60,0,5,,,,,,,,,5,,,66,0
5280,note_on,0,0,1,,,,,,,,,1,,,82,101
5530,set_tempo,980,1,0,,,,,,454545,,,,,,,
5760,note_off,0,0,5,,,,,,,,,5,,,65,0
5760,note_on,0,0,5,,,,,,,,,5,,,26,103
5760,note_on,0,0,5,,,,,,,,,5,,,38,103
5760,control_change,480,0,4,,,,,,,64,127,4,,,,
5760,note_off,0,0,4,,,,,,,,,4,,,70,0
5760,control_change,480,0,5,,,,,,,64,127,5,,,,
5760,note_off,0,0,5,,,,,,,,,5,,,77,0
5760,control_change,600,0,3,,,,,,,64,127,3,,,,
5760,note_on,0,0,1,,,,,,,,,1,,,50,103
5760,marker,230,1,0,,,,,,,,,,,,,
5760,note_off,0,0,1,,,,,,,,,1,,,94,0
5760,note_off,0,0,1,,,,,,,,,1,,,82,0
5760,control_change,480,0,1,,,,,,,64,127,1,,,,
5760,control_change,480,0,2,,,,,,,64,127,2,,,,
5760,note_off,0,0,2,,,,,,,,,2,,,89,0
6000,note_off,240,0,1,,,,,,,,,1,,,50,0
6000,note_off,0,0,5,,,,,,,,,5,,,26,0
6000,note_off,240,0,5,,,,,,,,,5,,,38,0
6240,note_on,0,0,5,,,,,,,,,5,,,77,106
6240,note_on,240,0,5,,,,,,,,,5,,,65,106
6240,note_on,480,0,4,,,,,,,,,4,,,70,106
6240,note_on,240,0,1,,,,,,,,,1,,,101,106
6240,note_on,0,0,1,,,,,,,,,1,,,89,106
6240,note_on,480,0,2,,,,,,,,,2,,,94,106
6590,set_tempo,830,1,0,,,,,,461538,,,,,,,
6600,control_change,360,0,2,,,,,,,64,0,2,,,,
6600,control_change,360,0,1,,,,,,,64,0,1,,,,
6600,control_change,840,0,3,,,,,,,64,0,3,,,,
6600,control_change,360,0,4,,,,,,,64,0,4,,,,
6600,control_change,360,0,5,,,,,,,64,0,5,,,,
6720,note_off,120,0,5,,,,,,,,,5,,,77,0
6720,note_off,0,0,5,,,,,,,,,5,,,65,0
6720,note_on,0,0,5,,,,,,,,,5,,,37,108
6720,note_on,0,0,5,,,,,,,,,5,,,25,108
6720,note_on,0,0,1,,,,,,,,,1,,,49,108
6720,note_off,120,0,1,,,,,,,,,1,,,89,0
6720,note_off,120,0,2,,,,,,,,,2,,,94,0
6720,note_off,120,0,4,,,,,,,,,4,,,70,0
6720,note_off,0,0,1,,,,,,,,,1,,,101,0
6735,set_tempo,145,1,0,,,,,,465116,,,,,,,
7120,note_on,400,0,5,,,,,,,,,5,,,24,111
7125,note_off,5,0,5,,,,,,,,,5,,,37,0
7132,note_off,412,0,1,,,,,,,,,1,,,49,0
7132,note_off,7,0,5,,,,,,,,,5,,,25,0
7140,control_change,8,0,5,,,,,,,64,127,5,,,,
7140,control_change,8,0,1,,,,,,,64,127,1,,,,
7140,control_change,420,0,2,,,,,,,64,127,2,,,,
7140,control_change,540,0,3,,,,,,,64,127,3,,,,
7140,control_change,420,0,4,,,,,,,64,127,4,,,,
7160,note_on,20,0,5,,,,,,,,,5,,,36,111
7200,note_on,0,0,1,,,,,,,,,1,,,92,111
7200,note_on,40,0,5,,,,,,,,,5,,,77,111
7200,note_on,60,0,4,,,,,,,,,4,,,68,111
7200,note_on,0,0,4,,,,,,,,,4,,,72,111
7200,note_on,60,0,2,,,,,,,,,2,,,96,111
7200,note_on,60,0,1,,,,,,,,,1,,,101,111
7200,note_on,0,0,1,,,,,,,,,1,,,89,111
7200,note_on,0,0,5,,,,,,,,,5,,,65,111
7980,control_change,840,0,3,,,,,,,64,0,3,,,,
7980,control_change,780,0,4,,,,,,,64,0,4,,,,
7980,control_change,780,0,2,,,,,,,64,0,2,,,,
7980,control_change,780,0,1,,,,,,,64,0,1,,,,
7980,control_change,780,0,5,,,,,,,64,0,5,,,,
8160,note_off,180,0,4,,,,,,,,,4,,,72,0
8160,note_off,0,0,4,,,,,,,,,4,,,68,0
8160,note_on,0,0,4,,,,,,,,,4,,,72,105
8160,note_on,0,0,4,,,,,,,,,4,,,67,105
8160,note_off,180,0,2,,,,,,,,,2,,,96,0
8160,note_off,0,0,5,,,,,,,,,5,,,77,0
8160,note_on,0,0,2,,,,,,,,,2,,,91,105
8160,note_on,0,0,5,,,,,,,,,5,,,64,105
8160,note_on,0,0,5,,,,,,,,,5,,,76,105
8160,set_tempo,1425,1,0,,,,,,472440,,,,,,,
8160,note_off,180,0,1,,,,,,,,,1,,,89,0
8160,note_off,0,0,1,,,,,,,,,1,,,92,0
8160,note_off,0,0,1,,,,,,,,,1,,,101,0
8160,note_on,0,0,1,,,,,,,,,1,,,100,105
8160,note_on,0,0,1,,,,,,,,,1,,,88,105
8160,note_off,180,0,5,,,,,,,,,5,,,65,0
8160,note_on,0,0,2,,,,,,,,,2,,,96,105
8352,note_off,0,0,2,,,,,,,,,2,,,91,0
8352,note_off,192,0,2,,,,,,,,,2,,,96,0
8352,note_off,192,0,1,,,,,,,,,1,,,88,0
8352,note_off,0,0,1,,,,,,,,,1,,,100,0
8352,note_off,0,0,5,,,,,,,,,5,,,64,0
8352,note_off,192,0,5,,,,,,,,,5,,,76,0
8352,note_off,192,0,4,,,,,,,,,4,,,67,0
8352,note_off,0,0,4,,,,,,,,,4,,,72,0
8400,note_on,48,0,4,,,,,,,,,4,,,72,100
8400,note_on,0,0,5,,,,,,,,,5,,,74,100
8400,note_on,48,0,5,,,,,,,,,5,,,62,100
8400,note_on,0,0,1,,,,,,,,,1,,,86,100
8400,note_on,48,0,1,,,,,,,,,1,,,98,100
8400,set_tempo,240,1,0,,,,,,487804,,,,,,,
8400,note_on,0,0,4,,,,,,,,,4,,,65,100
8400,note_on,48,0,2,,,,,,,,,2,,,89,100
8400,note_on,0,0,2,,,,,,,,,2,,,96,100
8592,note_off,0,0,5,,,,,,,,,5,,,62,0
8592,note_off,192,0,5,,,,,,,,,5,,,74,0
8592,note_off,0,0,4,,,,,,,,,4,,,72,0
8592,note_off,0,0,2,,,,,,,,,2,,,89,0
8592,note_off,0,0,1,,,,,,,,,1,,,98,0
8592,note_off,192,0,2,,,,,,,,,2,,,96,0
8592,note_off,192,0,4,,,,,,,,,4,,,65,0
8592,note_off,192,0,1,,,,,,,,,1,,,86,0
8600,note_on,8,0,5,,,,,,,,,5,,,60,97
8620,note_on,20,0,5,,,,,,,,,5,,,64,96
8640,note_on,0,0,2,,,,,,,,,2,,,96,96
8640,set_tempo,240,1,0,,,,,,472440,,,,,,,
8640,control_change,660,0,3,,,,,,,64,127,3,,,,
8640,note_on,0,0,2,,,,,,,,,2,,,91,96
8640,control_change,48,0,2,,,,,,,64,127,2,,,,
8640,control_change,48,0,4,,,,,,,64,127,4,,,,
8640,control_change,48,0,1,,,,,,,64,127,1,,,,
8640,note_on,0,0,4,,,,,,,,,4,,,72,96
8640,control_change,20,0,5,,,,,,,64,127,5,,,,
8640,note_on,0,0,5,,,,,,,,,5,,,76,96
8640,note_on,0,0,1,,,,,,,,,1,,,88,96
8640,note_on,0,0,1,,,,,,,,,1,,,100,96
8640,note_on,0,0,4,,,,,,,,,4,,,67,96
8825,note_off,0,0,5,,,,,,,,,5,,,60,0
8825,note_off,185,0,5,,,,,,,,,5,,,64,0
8832,note_off,0,0,2,,,,,,,,,2,,,91,0
8832,note_off,0,0,4,,,,,,,,,4,,,67,0
8832,note_off,192,0,4,,,,,,,,,4,,,72,0
8832,note_off,7,0,5,,,,,,,,,5,,,76,0
8832,note_off,0,0,1,,,,,,,,,1,,,100,0
8832,note_off,192,0,1,,,,,,,,,1,,,88,0
8832,note_off,192,0,2,,,,,,,,,2,,,96,0
9080,note_on,248,0,5,,,,,,,,,5,,,48,84
9100,note_on,268,0,4,,,,,,,,,4,,,55,84
9120,note_on,20,0,4,,,,,,,,,4,,,60,84
9120,note_on,0,0,2,,,,,,,,,2,,,79,84
9120,note_on,288,0,2,,,,,,,,,2,,,76,84
9120,set_tempo,480,1,0,,,,,,465116,,,,,,,
9120,note_on,40,0,5,,,,,,,,,5,,,64,84
9120,note_on,288,0,1,,,,,,,,,1,,,84,84
9120,note_on,0,0,1,,,,,,,,,1,,,72,84
9295,note_off,175,0,5,,,,,,,,,5,,,48,0
9300,note_off,5,0,5,,,,,,,,,5,,,36,0
9305,note_off,185,0,4,,,,,,,,,4,,,55,0
9312,note_off,7,0,4,,,,,,,,,4,,,60,0
9312,note_off,12,0,5,,,,,,,,,5,,,64,0
9312,note_off,192,0,1,,,,,,,,,1,,,72,0
9312,note_off,0,0,1,,,,,,,,,1,,,84,0
9312,note_off,192,0,2,,,,,,,,,2,,,79,0
9312,note_off,0,0,2,,,,,,,,,2,,,76,0
9327,note_off,15,0,5,,,,,,,,,5,,,24,0
9360,set_tempo,240,1,0,,,,,,500000,,,,,,,
9600,control_change,273,0,5,,,,,,,64,0,5,,,,
9600,control_change,288,0,1,,,,,,,64,0,1,,,,
9600,control_change,288,0,4,,,,,,,64,0,4,,,,
9600,control_change,288,0,2,,,,,,,64,0,2,,,,
9600,set_tempo,240,1,0,,,,,,600000,,,,,,,
9600,control_change,960,0,3,,,,,,,64,0,3,,,,
10080,note_on,0,0,5,,,,,,,,,5,,,36,26
10080,note_on,480,0,1,,,,,,,,,1,,,63,32
10080,note_on,480,0,5,,,,,,,,,5,,,43,26
10080,note_on,480,0,2,,,,,,,,,2,,,60,32
10080,note_on,0,0,2,,,,,,,,,2,,,55,32
10090,set_tempo,490,1,0,,,,,,441176,,,,,,,
10208,note_off,0,0,5,,,,,,,,,5,,,43,0
10208,note_off,128,0,5,,,,,,,,,5,,,36,0
10240,note_on,32,0,5,,,,,,,,,5,,,36,26
10240,note_on,0,0,5,,,,,,,,,5,,,43,26
10368,note_off,128,0,5,,,,,,,,,5,,,43,0
10368,note_off,0,0,5,,,,,,,,,5,,,36,0
10400,note_on,0,0,5,,,,,,,,,5,,,43,27
10400,note_on,32,0,5,,,,,,,,,5,,,36,27
10440,note_off,360,0,2,,,,,,,,,2,,,55,0
10440,note_off,360,0,1,,,,,,,,,1,,,63,0
10440,note_off,0,0,2,,,,,,,,,2,,,60,0
10528,note_off,0,0,5,,,,,,,,,5,,,36,0
10528,note_off,128,0,5,,,,,,,,,5,,,43,0
10560,note_on,32,0,5,,,,,,,,,5,,,36,27
10560,note_on,0,0,2,,,,,,,,,2,,,53,28
10560,note_on,120,0,2,,,,,,,,,2,,,60,28
10560,note_on,120,0,1,,,,,,,,,1,,,62,28
10560,note_on,0,0,5,,,,,,,,,5,,,43,27
10752,note_off,192,0,2,,,,,,,,,2,,,53,0
10752,note_off,192,0,1,,,,,,,,,1,,,62,0
10752,note_off,0,0,2,,,,,,,,,2,,,60,0
10800,note_on,48,0,2,,,,,,,,,2,,,51,28
10800,note_on,48,0,1,,,,,,,,,1,,,60,28
10920,note_off,360,0,5,,,,,,,,,5,,,43,0
10920,note_off,0,0,5,,,,,,,,,5,,,36,0
10992,note_off,192,0,2,,,,,,,,,2,,,51,0
10992,note_off,192,0,1,,,,,,,,,1,,,60,0
11040,note_on,48,0,1,,,,,,,,,1,,,62,29
11040,note_on,0,0,5,,,,,,,,,5,,,43,29
11040,note_on,120,0,5,,,,,,,,,5,,,36,29
11040,note_on,48,0,2,,,,,,,,,2,,,60,29
11040,note_on,0,0,2,,,,,,,,,2,,,53,29
11168,note_off,0,0,5,,,,,,,,,5,,,36,0
11168,note_off,128,0,5,,,,,,,,,5,,,43,0
11200,note_on,0,0,5,,,,,,,,,5,,,36,29
11200,note_on,32,0,5,,,,,,,,,5,,,43,29
11328,note_off,0,0,5,,,,,,,,,5,,,43,0
11328,note_off,128,0,5,,,,,,,,,5,,,36,0
11360,note_on,0,0,5,,,,,,,,,5,,,36,30
11360,note_on,32,0,5,,,,,,,,,5,,,43,30
11400,set_tempo,1310,1,0,,,,,,447761,,,,,,,
11400,note_off,360,0,2,,,,,,,,,2,,,53,0
11400,note_off,360,0,1,,,,,,,,,1,,,62,0
11400,note_off,0,0,2,,,,,,,,,2,,,60,0
11488,note_off,128,0,5,,,,,,,,,5,,,36,0
11488,note_off,0,0,5,,,,,,,,,5,,,43,0
11520,note_on,120,0,2,,,,,,,,,2,,,60,37
11520,note_on,0,0,2,,,,,,,,,2,,,56,37
11520,note_on,0,0,5,,,,,,,,,5,,,36,30
11520,note_on,32,0,5,,,,,,,,,5,,,43,30
11520,set_tempo,120,1,0,,,,,,441176,,,,,,,
11520,note_on,120,0,1,,,,,,,,,1,,,65,37
11880,note_off,360,0,2,,,,,,,,,2,,,56,0
11880,note_off,0,0,2,,,,,,,,,2,,,60,0
11880,note_off,0,0,5,,,,,,,,,5,,,43,0
11880,note_off,360,0,5,,,,,,,,,5,,,36,0
11880,note_off,360,0,1,,,,,,,,,1,,,65,0
12000,note_on,0,0,5,,,,,,,,,5,,,43,32
12000,note_on,120,0,5,,,,,,,,,5,,,36,32
12000,note_on,120,0,1,,,,,,,,,1,,,63,32
12000,note_on,0,0,2,,,,,,,,,2,,,55,32
12000,note_on,120,0,2,,,,,,,,,2,,,60,32
12128,note_off,128,0,5,,,,,,,,,5,,,43,0
12128,note_off,0,0,5,,,,,,,,,5,,,36,0
12160,note_on,0,0,5,,,,,,,,,5,,,36,32
12160,note_on,32,0,5,,,,,,,,,5,,,43,32
12192,note_off,0,0,2,,,,,,,,,2,,,60,0
12192,note_off,192,0,2,,,,,,,,,2,,,55,0
12192,note_off,192,0,1,,,,,,,,,1,,,63,0
12240,note_on,48,0,1,,,,,,,,,1,,,62,33
12240,note_on,0,0,2,,,,,,,,,2,,,53,33
12240,note_on,48,0,2,,,,,,,,,2,,,60,33
12288,note_off,0,0,5,,,,,,,,,5,,,43,0
12288,note_off,128,0,5,,,,,,,,,5,,,36,0
12320,note_on,0,0,5,,,,,,,,,5,,,36,33
12320,note_on,32,0,5,,,,,,,,,5,,,43,33
12432,note_off,0,0,2,,,,,,,,,2,,,60,0
12432,note_off,192,0,2,,,,,,,,,2,,,53,0
12432,note_off,192,0,1,,,,,,,,,1,,,62,0
12448,note_off,0,0,5,,,,,,,,,5,,,43,0
12448,note_off,128,0,5,,,,,,,,,5,,,36,0
12480,note_on,32,0,5,,,,,,,,,5,,,43,33
12480,note_on,48,0,1,,,,,,,,,1,,,63,33
12480,note_on,0,0,5,,,,,,,,,5,,,36,33
12480,note_on,48,0,2,,,,,,,,,2,,,60,33
12480,note_on,0,0,2,,,,,,,,,2,,,55,33
12720,set_tempo,1200,1,0,,,,,,454545,,,,,,,
12840,note_off,360,0,2,,,,,,,,,2,,,55,0
12840,note_off,0,0,5,,,,,,,,,5,,,43,0
