tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,note,velocity
299,note_on,59,0,3,,,,,,,,,2,38,0
300,note_on,1,0,3,,,,,,,,,2,39,97
319,note_on,0,0,2,,,,,,,,,1,58,0
319,note_on,0,0,2,,,,,,,,,1,66,0
319,note_on,39,0,2,,,,,,,,,1,63,0
320,note_on,0,0,2,,,,,,,,,1,63,66
320,note_on,0,0,2,,,,,,,,,1,58,66
320,note_on,1,0,2,,,,,,,,,1,66,67
359,note_on,59,0,3,,,,,,,,,2,39,0
359,note_on,39,0,2,,,,,,,,,1,63,0
359,note_on,0,0,2,,,,,,,,,1,66,0
359,note_on,0,0,2,,,,,,,,,1,58,0
360,note_on,1,0,2,,,,,,,,,1,66,65
360,note_on,0,0,2,,,,,,,,,1,58,66
360,note_on,0,0,2,,,,,,,,,1,63,63
360,note_on,360,0,1,,,,,,,,,0,65,90
360,note_on,1,0,3,,,,,,,,,2,42,90
399,note_on,0,0,2,,,,,,,,,1,66,0
399,note_on,39,0,2,,,,,,,,,1,63,0
399,note_on,0,0,2,,,,,,,,,1,58,0
400,note_on,0,0,2,,,,,,,,,1,58,68
400,note_on,0,0,2,,,,,,,,,1,63,68
400,note_on,1,0,2,,,,,,,,,1,66,61
419,note_on,59,0,1,,,,,,,,,0,65,0
420,note_on,1,0,1,,,,,,,,,0,66,78
439,note_on,0,0,2,,,,,,,,,1,63,0
439,note_on,0,0,2,,,,,,,,,1,66,0
439,note_on,39,0,2,,,,,,,,,1,58,0
440,note_on,1,0,2,,,,,,,,,1,66,65
440,note_on,0,0,2,,,,,,,,,1,63,60
440,note_on,0,0,2,,,,,,,,,1,58,63
479,note_on,0,0,2,,,,,,,,,1,63,0
479,note_on,0,0,2,,,,,,,,,1,66,0
479,note_on,39,0,2,,,,,,,,,1,58,0
479,note_on,59,0,1,,,,,,,,,0,66,0
479,note_on,119,0,3,,,,,,,,,2,42,0
480,note_on,1,0,1,,,,,,,,,0,70,85
480,note_on,1,0,2,,,,,,,,,1,66,60
480,note_on,0,0,2,,,,,,,,,1,63,65
480,note_on,0,0,2,,,,,,,,,1,58,61
480,note_on,1,0,3,,,,,,,,,2,38,97
519,note_on,39,0,2,,,,,,,,,1,58,0
519,note_on,0,0,2,,,,,,,,,1,63,0
519,note_on,0,0,2,,,,,,,,,1,66,0
520,note_on,0,0,2,,,,,,,,,1,58,71
520,note_on,1,0,2,,,,,,,,,1,66,53
520,note_on,0,0,2,,,,,,,,,1,63,61
539,note_on,59,0,3,,,,,,,,,2,38,0
540,note_on,1,0,3,,,,,,,,,2,39,102
559,note_on,39,0,2,,,,,,,,,1,63,0
559,note_on,0,0,2,,,,,,,,,1,66,0
559,note_on,0,0,2,,,,,,,,,1,58,0
560,note_on,0,0,2,,,,,,,,,1,63,60
560,note_on,0,0,2,,,,,,,,,1,58,68
560,note_on,1,0,2,,,,,,,,,1,66,56
599,note_on,59,0,3,,,,,,,,,2,39,0
599,note_on,119,0,1,,,,,,,,,0,70,0
599,note_on,39,0,2,,,,,,,,,1,58,0
599,note_on,0,0,2,,,,,,,,,1,63,0
599,note_on,0,0,2,,,,,,,,,1,66,0
600,note_on,1,0,1,,,,,,,,,0,65,87
600,note_on,1,0,3,,,,,,,,,2,42,92
600,note_on,1,0,2,,,,,,,,,1,58,66
600,note_on,0,0,2,,,,,,,,,1,66,55
600,note_on,0,0,2,,,,,,,,,1,63,61
639,note_on,39,0,2,,,,,,,,,1,63,0
639,note_on,0,0,2,,,,,,,,,1,66,0
639,note_on,0,0,2,,,,,,,,,1,58,0
640,note_on,0,0,2,,,,,,,,,1,63,62
640,note_on,0,0,2,,,,,,,,,1,58,63
640,note_on,1,0,2,,,,,,,,,1,66,57
659,note_on,59,0,1,,,,,,,,,0,65,0
660,note_on,1,0,1,,,,,,,,,0,66,76
679,note_on,0,0,2,,,,,,,,,1,63,0
679,note_on,39,0,2,,,,,,,,,1,58,0
679,note_on,0,0,2,,,,,,,,,1,66,0
680,note_on,1,0,2,,,,,,,,,1,63,61
680,note_on,0,0,2,,,,,,,,,1,66,57
680,note_on,0,0,2,,,,,,,,,1,58,67
719,note_on,0,0,2,,,,,,,,,1,63,0
719,note_on,0,0,2,,,,,,,,,1,66,0
719,note_on,39,0,2,,,,,,,,,1,58,0
719,note_on,59,0,1,,,,,,,,,0,66,0
719,note_on,119,0,3,,,,,,,,,2,42,0
720,note_on,0,0,2,,,,,,,,,1,63,60
720,note_on,0,0,2,,,,,,,,,1,58,66
720,note_on,1,0,2,,,,,,,,,1,66,65
720,note_on,1,0,3,,,,,,,,,2,38,106
720,note_on,1,0,1,,,,,,,,,0,70,85
759,note_on,0,0,2,,,,,,,,,1,63,0
759,note_on,0,0,2,,,,,,,,,1,66,0
759,note_on,39,0,2,,,,,,,,,1,58,0
760,note_on,0,0,2,,,,,,,,,1,58,60
760,note_on,1,0,2,,,,,,,,,1,66,53
760,note_on,0,0,2,,,,,,,,,1,63,53
779,note_on,59,0,3,,,,,,,,,2,38,0
780,note_on,1,0,3,,,,,,,,,2,39,95
799,note_on,39,0,2,,,,,,,,,1,58,0
799,note_on,0,0,2,,,,,,,,,1,63,0
799,note_on,0,0,2,,,,,,,,,1,66,0
800,note_on,1,0,2,,,,,,,,,1,66,56
800,note_on,0,0,2,,,,,,,,,1,63,52
800,note_on,0,0,2,,,,,,,,,1,58,61
839,note_on,39,0,2,,,,,,,,,1,58,0
839,note_on,59,0,3,,,,,,,,,2,39,0
839,note_on,119,0,1,,,,,,,,,0,70,0
839,note_on,0,0,2,,,,,,,,,1,66,0
839,note_on,0,0,2,,,,,,,,,1,63,0
840,note_on,1,0,1,,,,,,,,,0,69,85
840,note_on,1,0,3,,,,,,,,,2,42,80
840,note_on,1,0,2,,,,,,,,,1,63,48
840,note_on,0,0,2,,,,,,,,,1,66,58
840,note_on,0,0,2,,,,,,,,,1,58,66
879,note_on,39,0,2,,,,,,,,,1,58,0
879,note_on,0,0,2,,,,,,,,,1,66,0
879,note_on,0,0,2,,,,,,,,,1,63,0
880,note_on,0,0,2,,,,,,,,,1,58,65
880,note_on,0,0,2,,,,,,,,,1,63,52
880,note_on,1,0,2,,,,,,,,,1,66,57
899,note_on,59,0,1,,,,,,,,,0,69,0
900,note_on,1,0,1,,,,,,,,,0,70,102
919,note_on,0,0,2,,,,,,,,,1,66,0
919,note_on,0,0,2,,,,,,,,,1,58,0
919,note_on,39,0,2,,,,,,,,,1,63,0
920,note_on,0,0,2,,,,,,,,,1,63,60
920,note_on,0,0,2,,,,,,,,,1,58,72
920,note_on,1,0,2,,,,,,,,,1,66,62
959,note_on,119,0,3,,,,,,,,,2,42,0
959,note_on,59,0,1,,,,,,,,,0,70,0
959,note_on,39,0,2,,,,,,,,,1,58,0
959,note_on,0,0,2,,,,,,,,,1,66,0
959,note_on,0,0,2,,,,,,,,,1,63,0
960,note_on,1,0,3,,,,,,,,,2,33,102
960,note_on,1,0,2,,,,,,,,,1,66,71
960,note_on,0,0,2,,,,,,,,,1,58,90
960,note_on,1,0,1,,,,,,,,,0,78,97
960,note_on,0,0,2,,,,,,,,,1,63,72
999,note_on,39,0,2,,,,,,,,,1,58,0
999,note_on,0,0,2,,,,,,,,,1,66,0
999,note_on,0,0,2,,,,,,,,,1,63,0
1000,note_on,1,0,2,,,,,,,,,1,58,75
1000,note_on,0,0,2,,,,,,,,,1,66,78
1000,note_on,0,0,2,,,,,,,,,1,63,78
1019,note_on,59,0,3,,,,,,,,,2,33,0
1020,note_on,1,0,3,,,,,,,,,2,34,100
1039,note_on,39,0,2,,,,,,,,,1,63,0
1039,note_on,0,0,2,,,,,,,,,1,66,0
1039,note_on,0,0,2,,,,,,,,,1,58,0
1040,note_on,0,0,2,,,,,,,,,1,66,71
1040,note_on,1,0,2,,,,,,,,,1,58,73
1040,note_on,0,0,2,,,,,,,,,1,63,76
1079,note_on,59,0,3,,,,,,,,,2,34,0
1079,note_on,119,0,1,,,,,,,,,0,78,0
1079,note_on,39,0,2,,,,,,,,,1,63,0
1079,note_on,0,0,2,,,,,,,,,1,66,0
1079,note_on,0,0,2,,,,,,,,,1,58,0
1080,note_on,1,0,1,,,,,,,,,0,77,102
1080,note_on,0,0,2,,,,,,,,,1,58,71
1080,note_on,0,0,2,,,,,,,,,1,66,61
1080,note_on,1,0,2,,,,,,,,,1,63,71
1080,note_on,1,0,3,,,,,,,,,2,42,102
1119,note_on,0,0,2,,,,,,,,,1,63,0
1119,note_on,0,0,2,,,,,,,,,1,66,0
1119,note_on,39,0,2,,,,,,,,,1,58,0
1120,note_on,0,0,2,,,,,,,,,1,63,72
1120,note_on,0,0,2,,,,,,,,,1,58,72
1120,note_on,1,0,2,,,,,,,,,1,66,68
1139,note_on,59,0,1,,,,,,,,,0,77,0
1140,note_on,1,0,1,,,,,,,,,0,75,87
1159,note_on,39,0,2,,,,,,,,,1,63,0
1159,note_on,0,0,2,,,,,,,,,1,66,0
1159,note_on,0,0,2,,,,,,,,,1,58,0
1160,note_on,1,0,2,,,,,,,,,1,66,66
1160,note_on,0,0,2,,,,,,,,,1,63,72
1160,note_on,0,0,2,,,,,,,,,1,58,75
1199,note_on,39,0,2,,,,,,,,,1,58,0
1199,note_on,0,0,2,,,,,,,,,1,63,0
1199,note_on,0,0,2,,,,,,,,,1,66,0
1199,note_on,119,0,3,,,,,,,,,2,42,0
1199,note_on,59,0,1,,,,,,,,,0,75,0
1200,note_on,1,0,1,,,,,,,,,0,71,100
1200,note_on,1,0,3,,,,,,,,,2,31,102
1200,note_on,1,0,2,,,,,,,,,1,63,72
1200,note_on,0,0,2,,,,,,,,,1,65,85
1200,note_on,0,0,2,,,,,,,,,1,59,100
1239,note_on,39,0,2,,,,,,,,,1,59,0
1239,note_on,0,0,2,,,,,,,,,1,65,0
1239,note_on,0,0,2,,,,,,,,,1,63,0
1240,note_on,1,0,2,,,,,,,,,1,59,85
1240,note_on,0,0,2,,,,,,,,,1,65,75
1240,note_on,0,0,2,,,,,,,,,1,63,75
1259,note_on,59,0,3,,,,,,,,,2,31,0
1260,note_on,1,0,3,,,,,,,,,2,32,100
1279,note_on,0,0,2,,,,,,,,,1,59,0
1279,note_on,0,0,2,,,,,,,,,1,65,0
1279,note_on,39,0,2,,,,,,,,,1,63,0
1280,note_on,1,0,2,,,,,,,,,1,59,75
1280,note_on,0,0,2,,,,,,,,,1,65,76
1280,note_on,0,0,2,,,,,,,,,1,63,73
1319,note_on,39,0,2,,,,,,,,,1,63,0
1319,note_on,0,0,2,,,,,,,,,1,65,0
1319,note_on,0,0,2,,,,,,,,,1,59,0
1319,note_on,59,0,3,,,,,,,,,2,32,0
1319,note_on,119,0,1,,,,,,,,,0,71,0
1320,note_on,1,0,3,,,,,,,,,2,44,102
1320,note_on,1,0,1,,,,,,,,,0,70,90
1320,note_on,1,0,2,,,,,,,,,1,65,87
1320,note_on,0,0,2,,,,,,,,,1,63,75
1320,note_on,0,0,2,,,,,,,,,1,59,67
1359,note_on,0,0,2,,,,,,,,,1,63,0
1359,note_on,39,0,2,,,,,,,,,1,59,0
1359,note_on,0,0,2,,,,,,,,,1,65,0
1360,note_on,1,0,2,,,,,,,,,1,59,75
1360,note_on,0,0,2,,,,,,,,,1,65,75
1360,note_on,0,0,2,,,,,,,,,1,63,68
1379,note_on,59,0,1,,,,,,,,,0,70,0
1380,note_on,1,0,1,,,,,,,,,0,71,95
1399,note_on,0,0,2,,,,,,,,,1,59,0
1399,note_on,0,0,2,,,,,,,,,1,63,0
1399,note_on,39,0,2,,,,,,,,,1,65,0
1400,note_on,0,0,2,,,,,,,,,1,63,75
1400,note_on,0,0,2,,,,,,,,,1,59,71
1400,note_on,1,0,2,,,,,,,,,1,65,80
1439,note_on,39,0,2,,,,,,,,,1,59,0
1439,note_on,0,0,2,,,,,,,,,1,65,0
1439,note_on,119,0,3,,,,,,,,,2,44,0
1439,note_on,59,0,1,,,,,,,,,0,71,0
1439,note_on,0,0,2,,,,,,,,,1,63,0
1440,note_on,0,0,2,,,,,,,,,1,63,68
1440,note_on,0,0,2,,,,,,,,,1,65,80
1440,note_on,1,0,2,,,,,,,,,1,59,76
1440,note_on,1,0,1,,,,,,,,,0,75,92
1440,note_on,1,0,3,,,,,,,,,2,31,100
1479,note_on,39,0,2,,,,,,,,,1,65,0
1479,note_on,0,0,2,,,,,,,,,1,59,0
1479,note_on,0,0,2,,,,,,,,,1,63,0
1480,note_on,1,0,2,,,,,,,,,1,59,71
1480,note_on,0,0,2,,,,,,,,,1,63,72
1480,note_on,0,0,2,,,,,,,,,1,65,72
1499,note_on,59,0,3,,,,,,,,,2,31,0
1500,note_on,1,0,3,,,,,,,,,2,32,85
1519,note_on,39,0,2,,,,,,,,,1,63,0
1519,note_on,0,0,2,,,,,,,,,1,59,0
1519,note_on,0,0,2,,,,,,,,,1,65,0
1520,note_on,0,0,2,,,,,,,,,1,65,76
1520,note_on,0,0,2,,,,,,,,,1,63,71
1520,note_on,1,0,2,,,,,,,,,1,59,85
1559,note_on,0,0,2,,,,,,,,,1,63,0
1559,note_on,59,0,3,,,,,,,,,2,32,0
1559,note_on,119,0,1,,,,,,,,,0,75,0
1559,note_on,39,0,2,,,,,,,,,1,65,0
1559,note_on,0,0,2,,,,,,,,,1,59,0
1560,note_on,1,0,2,,,,,,,,,1,59,82
1560,note_on,0,0,2,,,,,,,,,1,65,78
1560,note_on,0,0,2,,,,,,,,,1,63,68
1560,note_on,1,0,3,,,,,,,,,2,44,95
1560,note_on,1,0,1,,,,,,,,,0,73,87
1599,note_on,39,0,2,,,,,,,,,1,63,0
1599,note_on,0,0,2,,,,,,,,,1,65,0
1599,note_on,0,0,2,,,,,,,,,1,59,0
1600,note_on,0,0,2,,,,,,,,,1,59,82
1600,note_on,0,0,2,,,,,,,,,1,63,71
1600,note_on,1,0,2,,,,,,,,,1,65,78
1619,note_on,59,0,1,,,,,,,,,0,73,0
1620,note_on,1,0,1,,,,,,,,,0,71,87
1639,note_on,39,0,2,,,,,,,,,1,63,0
1639,note_on,0,0,2,,,,,,,,,1,59,0
1639,note_on,0,0,2,,,,,,,,,1,65,0
1640,note_on,0,0,2,,,,,,,,,1,63,67
1640,note_on,1,0,2,,,,,,,,,1,59,73
1640,note_on,0,0,2,,,,,,,,,1,65,71
1679,note_on,0,0,2,,,,,,,,,1,59,0
1679,note_on,59,0,1,,,,,,,,,0,71,0
1679,note_on,119,0,3,,,,,,,,,2,44,0
1679,note_on,39,0,2,,,,,,,,,1,63,0
1679,note_on,0,0,2,,,,,,,,,1,65,0
1680,note_on,1,0,1,,,,,,,,,0,68,90
1680,note_on,1,0,3,,,,,,,,,2,32,97
1680,note_on,1,0,2,,,,,,,,,1,60,95
1680,note_on,0,0,2,,,,,,,,,1,63,70
1719,note_on,0,0,2,,,,,,,,,1,60,0
1719,note_on,39,0,2,,,,,,,,,1,63,0
1720,note_on,1,0,2,,,,,,,,,1,60,90
1720,note_on,0,0,2,,,,,,,,,1,63,67
1739,note_on,59,0,3,,,,,,,,,2,32,0
1740,note_on,1,0,3,,,,,,,,,2,33,97
1759,note_on,39,0,2,,,,,,,,,1,63,0
1759,note_on,0,0,2,,,,,,,,,1,60,0
1760,note_on,1,0,2,,,,,,,,,1,60,85
1760,note_on,0,0,2,,,,,,,,,1,63,68
1799,note_on,119,0,1,,,,,,,,,0,68,0
1799,note_on,59,0,3,,,,,,,,,2,33,0
1799,note_on,0,0,2,,,,,,,,,1,60,0
1799,note_on,39,0,2,,,,,,,,,1,63,0
1800,note_on,1,0,1,,,,,,,,,0,66,80
1800,note_on,0,0,2,,,,,,,,,1,63,71
1800,note_on,1,0,2,,,,,,,,,1,60,68
1800,note_on,1,0,3,,,,,,,,,2,45,102
1839,note_on,0,0,2,,,,,,,,,1,60,0
1839,note_on,39,0,2,,,,,,,,,1,63,0
1840,note_on,0,0,2,,,,,,,,,1,60,65
1840,note_on,1,0,2,,,,,,,,,1,63,73
1879,note_on,0,0,2,,,,,,,,,1,63,0
1879,note_on,39,0,2,,,,,,,,,1,60,0
1880,note_on,0,0,2,,,,,,,,,1,63,70
1880,note_on,1,0,2,,,,,,,,,1,60,75
1919,note_on,39,0,2,,,,,,,,,1,63,0
1919,note_on,119,0,3,,,,,,,,,2,45,0
1919,note_on,0,0,2,,,,,,,,,1,60,0
1919,note_on,119,0,1,,,,,,,,,0,66,0
1920,note_on,1,0,3,,,,,,,,,2,33,102
1920,note_on,1,0,2,,,,,,,,,1,62,87
1920,note_on,0,0,2,,,,,,,,,1,65,80
1920,note_on,1,0,1,,,,,,,,,0,65,100
1959,note_on,0,0,2,,,,,,,,,1,62,0
1959,note_on,39,0,2,,,,,,,,,1,65,0
1960,note_on,0,0,2,,,,,,,,,1,65,75
1960,note_on,1,0,2,,,,,,,,,1,62,72
1979,note_on,59,0,3,,,,,,,,,2,33,0
1980,note_on,1,0,3,,,,,,,,,2,34,90
1999,note_on,39,0,2,,,,,,,,,1,65,0
1999,note_on,0,0,2,,,,,,,,,1,62,0
2000,note_on,1,0,2,,,,,,,,,1,65,85
2000,note_on,0,0,2,,,,,,,,,1,62,65
2039,note_on,59,0,3,,,,,,,,,2,34,0
2039,note_on,39,0,2,,,,,,,,,1,62,0
2039,note_on,0,0,2,,,,,,,,,1,65,0
2040,note_on,0,0,2,,,,,,,,,1,65,80
2040,note_on,1,0,2,,,,,,,,,1,70,82
2040,note_on,0,0,2,,,,,,,,,1,62,80
2040,note_on,1,0,3,,,,,,,,,2,46,76
2079,note_on,39,0,2,,,,,,,,,1,65,0
2079,note_on,0,0,2,,,,,,,,,1,70,0
2079,note_on,0,0,2,,,,,,,,,1,62,0
2080,note_on,0,0,2,,,,,,,,,1,62,82
2080,note_on,1,0,2,,,,,,,,,1,70,85
2080,note_on,0,0,2,,,,,,,,,1,65,77
2119,note_on,39,0,2,,,,,,,,,1,65,0
2119,note_on,0,0,2,,,,,,,,,1,70,0
2119,note_on,0,0,2,,,,,,,,,1,62,0
2120,note_on,0,0,2,,,,,,,,,1,70,82
2120,note_on,1,0,2,,,,,,,,,1,62,75
2120,note_on,0,0,2,,,,,,,,,1,65,73
2159,note_on,239,0,1,,,,,,,,,0,65,0
2159,note_on,119,0,3,,,,,,,,,2,46,0
2159,note_on,39,0,2,,,,,,,,,1,65,0
2159,note_on,0,0,2,,,,,,,,,1,62,0
2159,note_on,0,0,2,,,,,,,,,1,70,0
2160,note_on,0,0,2,,,,,,,,,1,65,87
2160,note_on,1,0,2,,,,,,,,,1,74,80
2160,note_on,0,0,2,,,,,,,,,1,70,73
2199,note_on,0,0,2,,,,,,,,,1,74,0
2199,note_on,0,0,2,,,,,,,,,1,65,0
2199,note_on,39,0,2,,,,,,,,,1,70,0
2200,note_on,0,0,2,,,,,,,,,1,65,65
2200,note_on,1,0,2,,,,,,,,,1,74,87
2200,note_on,0,0,2,,,,,,,,,1,70,66
2239,note_on,0,0,2,,,,,,,,,1,65,0
2239,note_on,0,0,2,,,,,,,,,1,74,0
2239,note_on,39,0,2,,,,,,,,,1,70,0
2240,note_on,1,0,2,,,,,,,,,1,74,85
2240,note_on,0,0,2,,,,,,,,,1,65,60
2240,note_on,0,0,2,,,,,,,,,1,70,75
2279,note_on,0,0,2,,,,,,,,,1,74,0
2279,note_on,0,0,2,,,,,,,,,1,70,0
2279,note_on,39,0,2,,,,,,,,,1,65,0
2280,note_on,0,0,2,,,,,,,,,1,74,92
2280,note_on,0,0,2,,,,,,,,,1,70,66
2280,note_on,1,0,2,,,,,,,,,1,77,87
2319,note_on,0,0,2,,,,,,,,,1,77,0
2319,note_on,0,0,2,,,,,,,,,1,70,0
2319,note_on,39,0,2,,,,,,,,,1,74,0
2320,note_on,0,0,2,,,,,,,,,1,74,85
2320,note_on,1,0,2,,,,,,,,,1,70,66
2320,note_on,0,0,2,,,,,,,,,1,77,87
2340,note_on,181,0,1,,,,,,,,,0,70,85
2359,note_on,39,0,2,,,,,,,,,1,74,0
2359,note_on,0,0,2,,,,,,,,,1,70,0
2359,note_on,0,0,2,,,,,,,,,1,77,0
2360,note_on,0,0,2,,,,,,,,,1,74,85
2360,note_on,0,0,2,,,,,,,,,1,77,75
2360,note_on,1,0,2,,,,,,,,,1,70,61
2399,note_on,59,0,1,,,,,,,,,0,70,0
2399,note_on,0,0,2,,,,,,,,,1,77,0
2399,note_on,39,0,2,,,,,,,,,1,74,0
2399,note_on,0,0,2,,,,,,,,,1,70,0
2400,note_on,1,0,1,,,,,,,,,0,71,87
2400,note_on,1,0,2,,,,,,,,,1,80,75
2400,note_on,0,0,2,,,,,,,,,1,75,82
2400,note_on,241,0,3,,,,,,,,,2,71,102
2439,note_on,39,0,2,,,,,,,,,1,75,0
2439,note_on,0,0,2,,,,,,,,,1,80,0
2440,note_on,1,0,2,,,,,,,,,1,80,77
2440,note_on,0,0,2,,,,,,,,,1,75,73
2479,note_on,0,0,2,,,,,,,,,1,80,0
2479,note_on,39,0,2,,,,,,,,,1,75,0
2480,note_on,0,0,2,,,,,,,,,1,75,71
2480,note_on,1,0,2,,,,,,,,,1,80,80
2519,note_on,0,0,2,,,,,,,,,1,80,0
2519,note_on,39,0,2,,,,,,,,,1,75,0
2519,note_on,119,0,1,,,,,,,,,0,71,0
2520,note_on,0,0,2,,,,,,,,,1,78,80
2520,note_on,1,0,2,,,,,,,,,1,75,76
2520,note_on,1,0,1,,,,,,,,,0,71,87
2559,note_on,39,0,2,,,,,,,,,1,78,0
2559,note_on,0,0,2,,,,,,,,,1,75,0
2560,note_on,0,0,2,,,,,,,,,1,78,66
2560,note_on,1,0,2,,,,,,,,,1,75,68
2579,note_on,179,0,3,,,,,,,,,2,71,0
2579,note_on,59,0,1,,,,,,,,,0,71,0
2580,note_on,1,0,3,,,,,,,,,2,70,87
2580,note_on,1,0,1,,,,,,,,,0,70,95
2599,note_on,39,0,2,,,,,,,,,1,78,0
2599,note_on,0,0,2,,,,,,,,,1,75,0
2600,note_on,0,0,2,,,,,,,,,1,75,75
2600,note_on,1,0,2,,,,,,,,,1,78,72
2639,note_on,0,0,2,,,,,,,,,1,78,0
2639,note_on,59,0,3,,,,,,,,,2,70,0
2639,note_on,59,0,1,,,,,,,,,0,70,0
2639,note_on,39,0,2,,,,,,,,,1,75,0
2640,note_on,1,0,2,,,,,,,,,1,75,65
2640,note_on,0,0,2,,,,,,,,,1,77,82
2640,note_on,1,0,3,,,,,,,,,2,68,92
2640,note_on,1,0,1,,,,,,,,,0,68,87
2679,note_on,39,0,2,,,,,,,,,1,77,0
2679,note_on,0,0,2,,,,,,,,,1,75,0
2680,note_on,0,0,2,,,,,,,,,1,75,71
2680,note_on,1,0,2,,,,,,,,,1,77,82
2719,note_on,39,0,2,,,,,,,,,1,75,0
2719,note_on,0,0,2,,,,,,,,,1,77,0
2720,note_on,1,0,2,,,,,,,,,1,77,85
2720,note_on,0,0,2,,,,,,,,,1,75,72
2759,note_on,39,0,2,,,,,,,,,1,75,0
2759,note_on,0,0,2,,,,,,,,,1,77,0
2759,note_on,119,0,1,,,,,,,,,0,68,0
2759,note_on,119,0,3,,,,,,,,,2,68,0
2760,note_on,1,0,3,,,,,,,,,2,71,87
2760,note_on,1,0,2,,,,,,,,,1,80,78
2760,note_on,0,0,2,,,,,,,,,1,77,100
2760,note_on,1,0,1,,,,,,,,,0,71,87
2799,note_on,39,0,2,,,,,,,,,1,77,0
2799,note_on,0,0,2,,,,,,,,,1,80,0
2800,note_on,0,0,2,,,,,,,,,1,80,73
2800,note_on,1,0,2,,,,,,,,,1,77,90
2819,note_on,59,0,1,,,,,,,,,0,71,0
2819,note_on,59,0,3,,,,,,,,,2,71,0
2820,note_on,1,0,3,,,,,,,,,2,75,100
2820,note_on,1,0,1,,,,,,,,,0,75,87
2839,note_on,39,0,2,,,,,,,,,1,80,0
2839,note_on,0,0,2,,,,,,,,,1,77,0
2840,note_on,1,0,2,,,,,,,,,1,77,90
2840,note_on,0,0,2,,,,,,,,,1,80,71
2879,note_on,59,0,1,,,,,,,,,0,75,0
2879,note_on,39,0,2,,,,,,,,,1,80,0
2879,note_on,59,0,3,,,,,,,,,2,75,0
2879,note_on,0,0,2,,,,,,,,,1,77,0
2880,note_on,1,0,2,,,,,,,,,1,77,85
2880,note_on,0,0,2,,,,,,,,,1,80,76
2880,note_on,1,0,3,,,,,,,,,2,73,92
2880,note_on,1,0,1,,,,,,,,,0,73,80
