tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
1050,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,84,64
1077,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,84,0
1080,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,81,72
1107,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,81,0
1110,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,79,57
1125,note_on,15,0,1,,,,,,,,,,,,,,,,,0,,48,0
1137,note_on,12,0,1,,,,,,,,,,,,,,,,,0,,79,0
1140,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,77,59
1167,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,77,0
1170,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,72,60
1190,control_change,20,0,1,,,,,,,,,,,,,,,64,0,0,,,
1197,note_on,7,0,1,,,,,,,,,,,,,,,,,0,,72,0
1199,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,47,72
1200,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,69,68
1209,note_on,9,0,1,,,,,,,,,,,,,,,,,0,,48,100
1224,note_on,15,0,1,,,,,,,,,,,,,,,,,0,,47,0
1227,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,69,0
1230,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,67,61
1236,note_on,6,0,1,,,,,,,,,,,,,,,,,0,,48,0
1257,note_on,21,0,1,,,,,,,,,,,,,,,,,0,,67,0
1260,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,65,55
1287,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,65,0
1290,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,60,52
1317,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,60,0
1318,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,48,87
1320,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,57,69
1335,note_on,15,0,1,,,,,,,,,,,,,,,,,0,,48,0
1347,note_on,12,0,1,,,,,,,,,,,,,,,,,0,,57,0
1350,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,55,60
1377,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,55,0
1380,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,53,62
1401,note_on,21,0,1,,,,,,,,,,,,,,,,,0,,41,0
1407,note_on,6,0,1,,,,,,,,,,,,,,,,,0,,53,0
1410,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,48,58
1437,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,48,0
1437,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,41,92
1439,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,29,94
1440,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,53,72
1467,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,53,0
1470,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,55,64
1497,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,55,0
1500,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,57,63
1501,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,29,0
1502,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,41,0
1527,note_on,25,0,1,,,,,,,,,,,,,,,,,0,,57,0
1530,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,60,62
1556,note_on,26,0,1,,,,,,,,,,,,,,,,,0,,50,91
1557,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,60,0
1560,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,65,71
1587,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,65,0
1590,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,67,62
1617,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,67,0
1620,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,69,63
1644,note_on,24,0,1,,,,,,,,,,,,,,,,,0,,48,80
1647,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,69,0
1648,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,50,0
1650,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,72,60
1672,control_change,22,0,1,,,,,,,,,,,,,,,64,127,0,,,
1673,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,48,0
1677,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,72,0
1679,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,57,84
1680,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,77,69
1707,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,77,0
1710,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,79,51
1737,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,79,0
1740,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,81,60
1767,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,81,0
1770,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,84,59
1794,control_change,24,0,1,,,,,,,,,,,,,,,64,0,0,,,
1795,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,53,80
1797,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,84,0
1800,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,89,72
1804,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,57,0
1827,note_on,23,0,1,,,,,,,,,,,,,,,,,0,,89,0
1830,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,91,61
1857,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,91,0
1860,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,93,63
1882,note_on,22,0,1,,,,,,,,,,,,,,,,,0,,45,79
1884,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,53,0
1887,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,93,0
1890,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,91,61
1912,control_change,22,0,1,,,,,,,,,,,,,,,64,127,0,,,
1917,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,41,71
1917,note_on,5,0,1,,,,,,,,,,,,,,,,,0,,91,0
1918,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,48,86
1920,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,89,71
1924,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,45,0
1947,note_on,23,0,1,,,,,,,,,,,,,,,,,0,,89,0
1950,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,84,55
1977,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,84,0
1980,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,81,58
2007,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,81,0
2010,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,79,62
2037,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,79,0
2040,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,77,70
2067,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,77,0
2070,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,72,56
2097,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,72,0
2100,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,69,57
2115,note_on,15,0,1,,,,,,,,,,,,,,,,,0,,48,0
2127,note_on,12,0,1,,,,,,,,,,,,,,,,,0,,69,0
2130,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,67,62
2140,control_change,10,0,1,,,,,,,,,,,,,,,64,0,0,,,
2154,note_on,14,0,1,,,,,,,,,,,,,,,,,0,,47,76
2157,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,67,0
2160,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,65,71
2165,note_on,5,0,1,,,,,,,,,,,,,,,,,0,,48,77
2180,note_on,15,0,1,,,,,,,,,,,,,,,,,0,,47,0
2187,note_on,7,0,1,,,,,,,,,,,,,,,,,0,,65,0
2190,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,60,62
2191,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,48,0
2217,note_on,26,0,1,,,,,,,,,,,,,,,,,0,,60,0
2220,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,57,60
2247,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,57,0
2250,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,55,60
2276,note_on,26,0,1,,,,,,,,,,,,,,,,,0,,48,76
2277,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,55,0
2280,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,53,71
2295,note_on,15,0,1,,,,,,,,,,,,,,,,,0,,48,0
2307,note_on,12,0,1,,,,,,,,,,,,,,,,,0,,53,0
2310,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,48,56
2337,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,48,0
2340,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,53,65
2352,note_on,12,0,1,,,,,,,,,,,,,,,,,0,,41,0
2367,note_on,15,0,1,,,,,,,,,,,,,,,,,0,,53,0
2370,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,57,63
2386,control_change,16,0,1,,,,,,,,,,,,,,,64,127,0,,,
2397,note_on,11,0,1,,,,,,,,,,,,,,,,,0,,57,0
2400,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,55,70
2403,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,28,70
2404,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,40,71
2427,note_on,23,0,1,,,,,,,,,,,,,,,,,0,,55,0
2430,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,48,51
2457,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,48,0
2460,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,55,60
2472,note_on,12,0,1,,,,,,,,,,,,,,,,,0,,28,0
2476,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,40,0
2487,note_on,11,0,1,,,,,,,,,,,,,,,,,0,,55,0
2490,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,57,58
2512,control_change,22,0,1,,,,,,,,,,,,,,,64,0,0,,,
2515,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,50,79
2517,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,57,0
2520,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,58,72
2547,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,58,0
2550,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,60,60
2577,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,60,0
2580,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,67,67
2607,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,67,0
2610,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,69,60
2610,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,48,76
2611,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,50,0
2634,control_change,23,0,1,,,,,,,,,,,,,,,64,127,0,,,
2637,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,69,0
2640,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,70,70
2641,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,55,92
2650,note_on,9,0,1,,,,,,,,,,,,,,,,,0,,48,0
2667,note_on,17,0,1,,,,,,,,,,,,,,,,,0,,70,0
2670,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,72,54
2697,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,72,0
2700,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,79,57
2727,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,79,0
2730,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,81,60
2757,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,81,0
2760,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,82,70
2760,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,92
2764,control_change,4,0,1,,,,,,,,,,,,,,,64,0,0,,,
2779,note_on,15,0,1,,,,,,,,,,,,,,,,,0,,62,0
2787,note_on,8,0,1,,,,,,,,,,,,,,,,,0,,82,0
2788,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,55,0
2790,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,84,56
2817,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,84,0
2820,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,91,60
2840,note_on,20,0,1,,,,,,,,,,,,,,,,,0,,40,70
2847,note_on,7,0,1,,,,,,,,,,,,,,,,,0,,91,0
2849,control_change,2,0,1,,,,,,,,,,,,,,,64,127,0,,,
2850,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,93,62
2865,note_on,15,0,1,,,,,,,,,,,,,,,,,0,,40,0
2868,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,48,84
2877,note_on,9,0,1,,,,,,,,,,,,,,,,,0,,93,0
2880,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,94,74
2907,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,94,0
2907,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,60,86
2910,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,93,60
2937,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,93,0
2940,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,91,57
2967,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,91,0
2970,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,84,58
2981,note_on,11,0,1,,,,,,,,,,,,,,,,,0,,48,0
2997,note_on,16,0,1,,,,,,,,,,,,,,,,,0,,84,0
3000,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,82,72
3006,note_on,6,0,1,,,,,,,,,,,,,,,,,0,,60,0
3027,note_on,21,0,1,,,,,,,,,,,,,,,,,0,,82,0
3030,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,81,64
3057,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,81,0
3060,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,79,60
3076,control_change,16,0,1,,,,,,,,,,,,,,,64,0,0,,,
3087,note_on,11,0,1,,,,,,,,,,,,,,,,,0,,79,0
3090,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,72,60
3117,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,72,0
3120,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,70,72
3126,note_on,6,0,1,,,,,,,,,,,,,,,,,0,,47,68
3133,note_on,7,0,1,,,,,,,,,,,,,,,,,0,,48,86
3142,note_on,9,0,1,,,,,,,,,,,,,,,,,0,,47,0
3147,note_on,5,0,1,,,,,,,,,,,,,,,,,0,,70,0
3150,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,69,59
3154,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,48,0
3177,note_on,23,0,1,,,,,,,,,,,,,,,,,0,,69,0
3180,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,67,62
3207,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,67,0
3210,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,60,59
3237,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,60,0
3240,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,58,71
3240,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,48,82
3257,note_on,17,0,1,,,,,,,,,,,,,,,,,0,,48,0
3267,note_on,10,0,1,,,,,,,,,,,,,,,,,0,,58,0
3270,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,57,61
3297,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,57,0
3300,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,55,66
3327,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,55,0
3330,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,48,58
3352,control_change,22,0,1,,,,,,,,,,,,,,,64,127,0,,,
3357,note_on,5,0,1,,,,,,,,,,,,,,,,,0,,48,0
3357,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,28,79
3358,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,40,79
3360,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,55,69
3387,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,55,0
3390,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,57,60
3416,note_on,26,0,1,,,,,,,,,,,,,,,,,0,,28,0
3417,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,57,0
3417,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,40,0
3420,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,58,57
3447,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,58,0
3450,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,60,61
3466,control_change,16,0,1,,,,,,,,,,,,,,,64,0,0,,,
3475,note_on,9,0,1,,,,,,,,,,,,,,,,,0,,50,86
3477,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,60,0
3480,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,67,72
3507,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,67,0
3510,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,69,56
3537,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,69,0
3540,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,70,60
3563,note_on,23,0,1,,,,,,,,,,,,,,,,,0,,50,0
3567,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,48,81
3567,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,70,0
3570,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,72,59
3595,control_change,25,0,1,,,,,,,,,,,,,,,64,127,0,,,
3597,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,72,0
3599,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,48,0
3599,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,58,93
3600,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,79,70
3627,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,79,0
3630,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,81,60
3657,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,81,0
3660,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,82,60
3679,note_on,19,0,1,,,,,,,,,,,,,,,,,0,,58,0
3687,note_on,8,0,1,,,,,,,,,,,,,,,,,0,,82,0
3690,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,84,58
3714,control_change,24,0,1,,,,,,,,,,,,,,,64,0,0,,,
3717,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,84,0
3718,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,55,78
3720,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,91,70
3747,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,91,0
3750,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,93,62
3775,note_on,25,0,1,,,,,,,,,,,,,,,,,0,,55,0
3777,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,93,0
3780,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,94,64
3803,note_on,23,0,1,,,,,,,,,,,,,,,,,0,,43,80
3807,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,94,0
3810,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,93,58
3835,note_on,25,0,1,,,,,,,,,,,,,,,,,0,,43,0
3836,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,48,83
3837,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,93,0
3837,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,40,71
3838,control_change,1,0,1,,,,,,,,,,,,,,,64,127,0,,,
3840,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,91,72
3867,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,91,0
3870,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,84,65
3897,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,84,0
3900,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,82,54
3927,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,82,0
3930,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,81,58
3957,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,81,0
3960,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,79,70
3987,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,79,0
3990,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,72,62
4017,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,72,0
4020,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,70,61
4037,note_on,17,0,1,,,,,,,,,,,,,,,,,0,,48,0
4047,note_on,10,0,1,,,,,,,,,,,,,,,,,0,,70,0
4050,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,69,61
4061,control_change,11,0,1,,,,,,,,,,,,,,,64,0,0,,,
4077,note_on,16,0,1,,,,,,,,,,,,,,,,,0,,69,0
4080,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,67,68
4084,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,47,75
4095,note_on,11,0,1,,,,,,,,,,,,,,,,,0,,48,82
4106,note_on,11,0,1,,,,,,,,,,,,,,,,,0,,47,0
4107,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,67,0
4110,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,60,57
4116,note_on,6,0,1,,,,,,,,,,,,,,,,,0,,48,0
4137,note_on,21,0,1,,,,,,,,,,,,,,,,,0,,60,0
4140,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,58,55
4167,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,58,0
4170,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,57,59
4197,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,57,0
4200,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,55,69
4201,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,48,80
4217,note_on,16,0,1,,,,,,,,,,,,,,,,,0,,48,0
4227,note_on,10,0,1,,,,,,,,,,,,,,,,,0,,55,0
4230,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,48,57
4257,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,48,0
4260,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,55,56
4261,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,40,0
4287,note_on,26,0,1,,,,,,,,,,,,,,,,,0,,55,0
4290,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,58,62
4317,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,58,0
4320,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,57,66
4322,control_change,2,0,1,,,,,,,,,,,,,,,64,127,0,,,
4326,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,41,83
4327,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,29,83
4347,note_on,20,0,1,,,,,,,,,,,,,,,,,0,,57,0
4350,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,48,59
4368,note_on,18,0,1,,,,,,,,,,,,,,,,,0,,41,0
4376,note_on,8,0,1,,,,,,,,,,,,,,,,,0,,29,0
4377,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,48,0
4380,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,53,54
4407,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,53,0
4410,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,55,55
4437,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,55,0
4440,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,57,70
4441,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,50,91
4443,control_change,2,0,1,,,,,,,,,,,,,,,64,0,0,,,
