tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,control,value,channel,program,pitch,note,velocity
0,control_change,0,0,4,,,,,,,,,,,,,93,20,3,,,,
0,control_change,0,0,4,,,,,,,,,,,,,10,55,3,,,,
0,instrument_name,0,1,3,,,,,,,,,,,,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,0,0,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,625000,,,,,,,,,,,,
0,time_signature,0,1,0,,,,,,,,4,4,24,8,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,,C,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,,,,,,,91,80,3,,,,
0,instrument_name,0,1,4,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,,,,,64,0,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,64,0,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,64,0,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,32,0,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,64,0,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,10,73,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,0,0,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,64,0,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,64,0,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,64,0,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,7,122,2,,,,
0,pitchwheel,0,0,3,,,,,,,,,,,,,,,2,,0,,
0,control_change,0,0,3,,,,,,,,,,,,,1,0,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,93,20,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,91,80,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,64,0,2,,,,
0,program_change,0,0,3,,,,,,,,,,,,,,,2,0,,,
1920,set_tempo,1920,1,0,,,,,,,625000,,,,,,,,,,,,
1920,control_change,1920,0,2,,,,,,,,,,,,,64,0,1,,,,
1920,control_change,1920,0,4,,,,,,,,,,,,,64,0,3,,,,
1920,marker,0,1,0,,,,,,,,,,,,,,,,,,,
1980,control_change,60,0,4,,,,,,,,,,,,,64,127,3,,,,
1980,control_change,60,0,2,,,,,,,,,,,,,64,127,1,,,,
2240,note_on,260,0,2,,,,,,,,,,,,,,,1,,,59,44
2560,note_off,320,0,2,,,,,,,,,,,,,,,1,,,59,0
2560,note_on,0,0,2,,,,,,,,,,,,,,,1,,,60,45
2880,note_off,320,0,2,,,,,,,,,,,,,,,1,,,60,0
2880,note_on,0,0,2,,,,,,,,,,,,,,,1,,,61,46
3200,note_off,320,0,2,,,,,,,,,,,,,,,1,,,61,0
3200,note_on,0,0,2,,,,,,,,,,,,,,,1,,,58,50
3520,note_off,320,0,2,,,,,,,,,,,,,,,1,,,58,0
3520,note_on,0,0,2,,,,,,,,,,,,,,,1,,,65,48
3610,set_tempo,1690,1,0,,,,,,,638297,,,,,,,,,,,,
3840,control_change,320,0,2,,,,,,,,,,,,,64,0,1,,,,
3840,note_off,0,0,2,,,,,,,,,,,,,,,1,,,65,0
3840,set_tempo,230,1,0,,,,,,,652173,,,,,,,,,,,,
3840,control_change,1860,0,4,,,,,,,,,,,,,64,0,3,,,,
3840,marker,0,1,0,,,,,,,,,,,,,,,,,,,
3840,note_on,0,0,2,,,,,,,,,,,,,,,1,,,64,44
3900,control_change,60,0,4,,,,,,,,,,,,,64,127,3,,,,
3900,control_change,60,0,2,,,,,,,,,,,,,64,127,1,,,,
4080,set_tempo,240,1,0,,,,,,,631578,,,,,,,,,,,,
4160,note_off,260,0,2,,,,,,,,,,,,,,,1,,,64,0
4160,note_on,0,0,2,,,,,,,,,,,,,,,1,,,59,45
4480,note_off,320,0,2,,,,,,,,,,,,,,,1,,,59,0
4480,note_on,0,0,2,,,,,,,,,,,,,,,1,,,60,46
4800,note_off,320,0,2,,,,,,,,,,,,,,,1,,,60,0
4800,note_on,0,0,2,,,,,,,,,,,,,,,1,,,61,48
5120,note_off,320,0,2,,,,,,,,,,,,,,,1,,,61,0
5120,note_on,0,0,2,,,,,,,,,,,,,,,1,,,58,51
5440,note_off,320,0,2,,,,,,,,,,,,,,,1,,,58,0
5440,note_on,0,0,2,,,,,,,,,,,,,,,1,,,65,49
5520,set_tempo,1440,1,0,,,,,,,645161,,,,,,,,,,,,
5760,note_off,0,0,2,,,,,,,,,,,,,,,1,,,65,0
5760,note_on,0,0,2,,,,,,,,,,,,,,,1,,,64,47
5760,marker,0,1,0,,,,,,,,,,,,,,,,,,,
5760,control_change,320,0,2,,,,,,,,,,,,,64,0,1,,,,
5760,control_change,1860,0,4,,,,,,,,,,,,,64,0,3,,,,
5760,set_tempo,240,1,0,,,,,,,659340,,,,,,,,,,,,
5820,control_change,60,0,2,,,,,,,,,,,,,64,127,1,,,,
5820,control_change,60,0,4,,,,,,,,,,,,,64,127,3,,,,
6060,set_tempo,300,1,0,,,,,,,625000,,,,,,,,,,,,
6080,note_off,260,0,2,,,,,,,,,,,,,,,1,,,64,0
6080,note_on,0,0,2,,,,,,,,,,,,,,,1,,,59,45
6400,note_off,320,0,2,,,,,,,,,,,,,,,1,,,59,0
6400,note_on,0,0,2,,,,,,,,,,,,,,,1,,,60,47
6720,note_off,320,0,2,,,,,,,,,,,,,,,1,,,60,0
6720,note_on,0,0,2,,,,,,,,,,,,,,,1,,,61,49
7040,note_on,0,0,2,,,,,,,,,,,,,,,1,,,60,51
7040,note_off,320,0,2,,,,,,,,,,,,,,,1,,,61,0
7360,note_off,320,0,2,,,,,,,,,,,,,,,1,,,60,0
7360,note_on,0,0,2,,,,,,,,,,,,,,,1,,,62,53
7620,set_tempo,1560,1,0,,,,,,,638297,,,,,,,,,,,,
7680,control_change,320,0,2,,,,,,,,,,,,,64,0,1,,,,
7680,note_off,0,0,2,,,,,,,,,,,,,,,1,,,62,0
7680,note_on,0,0,2,,,,,,,,,,,,,,,1,,,65,55
7680,set_tempo,60,1,0,,,,,,,618556,,,,,,,,,,,,
7680,control_change,1860,0,4,,,,,,,,,,,,,64,0,3,,,,
7740,control_change,60,0,2,,,,,,,,,,,,,64,127,1,,,,
7740,control_change,60,0,4,,,,,,,,,,,,,64,127,3,,,,
8000,note_on,0,0,2,,,,,,,,,,,,,,,1,,,64,57
8000,note_off,260,0,2,,,,,,,,,,,,,,,1,,,65,0
8320,note_on,0,0,2,,,,,,,,,,,,,,,1,,,65,59
8320,note_off,320,0,2,,,,,,,,,,,,,,,1,,,64,0
8520,set_tempo,840,1,0,,,,,,,625000,,,,,,,,,,,,
8640,note_on,0,0,2,,,,,,,,,,,,,,,1,,,68,61
8640,note_off,320,0,2,,,,,,,,,,,,,,,1,,,65,0
8960,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,56
8960,note_off,320,0,2,,,,,,,,,,,,,,,1,,,68,0
9000,set_tempo,480,1,0,,,,,,,638297,,,,,,,,,,,,
9280,note_off,320,0,2,,,,,,,,,,,,,,,1,,,67,0
9280,note_on,0,0,2,,,,,,,,,,,,,,,1,,,68,55
9285,set_tempo,285,1,0,,,,,,,845070,,,,,,,,,,,,
9600,note_off,0,0,2,,,,,,,,,,,,,,,1,,,68,0
9600,control_change,320,0,2,,,,,,,,,,,,,64,0,1,,,,
9600,control_change,1860,0,4,,,,,,,,,,,,,64,0,3,,,,
9600,note_on,9600,0,6,,,,,,,,,,,,,,,5,,,41,55
9600,note_on,0,0,2,,,,,,,,,,,,,,,1,,,65,55
9600,set_tempo,315,1,0,,,,,,,638297,,,,,,,,,,,,
9660,control_change,60,0,4,,,,,,,,,,,,,64,127,3,,,,
9660,control_change,60,0,2,,,,,,,,,,,,,64,127,1,,,,
9720,set_tempo,120,1,0,,,,,,,606060,,,,,,,,,,,,
9840,note_on,180,0,4,,,,,,,,,,,,,,,3,,,48,54
10080,note_off,420,0,2,,,,,,,,,,,,,,,1,,,65,0
10080,note_off,240,0,4,,,,,,,,,,,,,,,3,,,48,0
10080,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,53
10320,note_off,240,0,4,,,,,,,,,,,,,,,3,,,53,0
10320,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,52
10560,note_on,0,0,4,,,,,,,,,,,,,,,3,,,60,52
10560,note_off,240,0,4,,,,,,,,,,,,,,,3,,,56,0
10800,note_off,240,0,4,,,,,,,,,,,,,,,3,,,60,0
10800,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,51
11040,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,50
11040,note_off,240,0,4,,,,,,,,,,,,,,,3,,,56,0
11280,note_on,0,0,4,,,,,,,,,,,,,,,3,,,48,49
11280,note_off,240,0,4,,,,,,,,,,,,,,,3,,,53,0
11400,set_tempo,1680,1,0,,,,,,,612244,,,,,,,,,,,,
11520,note_on,0,0,6,,,,,,,,,,,,,,,5,,,41,48
11520,note_off,240,0,4,,,,,,,,,,,,,,,3,,,48,0
11520,note_off,1920,0,6,,,,,,,,,,,,,,,5,,,41,0
11760,note_on,240,0,4,,,,,,,,,,,,,,,3,,,48,48
12000,note_off,240,0,4,,,,,,,,,,,,,,,3,,,48,0
12000,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,47
12240,note_off,240,0,4,,,,,,,,,,,,,,,3,,,53,0
12240,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,46
12480,note_off,240,0,4,,,,,,,,,,,,,,,3,,,56,0
12480,note_on,0,0,4,,,,,,,,,,,,,,,3,,,60,45
12720,note_off,240,0,4,,,,,,,,,,,,,,,3,,,60,0
12720,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,44
12960,note_off,240,0,4,,,,,,,,,,,,,,,3,,,56,0
12960,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,44
13200,note_off,240,0,4,,,,,,,,,,,,,,,3,,,53,0
13200,note_on,0,0,4,,,,,,,,,,,,,,,3,,,48,43
13305,set_tempo,1905,1,0,,,,,,,618556,,,,,,,,,,,,
13440,note_on,0,0,6,,,,,,,,,,,,,,,5,,,41,42
13440,note_off,1920,0,6,,,,,,,,,,,,,,,5,,,41,0
13440,note_off,240,0,4,,,,,,,,,,,,,,,3,,,48,0
13680,note_on,240,0,4,,,,,,,,,,,,,,,3,,,48,41
13920,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,40
13920,note_off,240,0,4,,,,,,,,,,,,,,,3,,,48,0
14160,note_off,240,0,4,,,,,,,,,,,,,,,3,,,53,0
14160,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,40
14400,note_off,240,0,4,,,,,,,,,,,,,,,3,,,56,0
14400,note_on,0,0,4,,,,,,,,,,,,,,,3,,,60,39
14640,note_off,240,0,4,,,,,,,,,,,,,,,3,,,60,0
14640,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,38
14880,note_off,240,0,4,,,,,,,,,,,,,,,3,,,56,0
14880,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,37
15120,note_off,240,0,4,,,,,,,,,,,,,,,3,,,53,0
15120,note_on,0,0,4,,,,,,,,,,,,,,,3,,,48,36
15260,set_tempo,1955,1,0,,,,,,,625000,,,,,,,,,,,,
15360,note_off,240,0,4,,,,,,,,,,,,,,,3,,,48,0
15360,note_on,0,0,6,,,,,,,,,,,,,,,5,,,41,36
15360,note_off,1920,0,6,,,,,,,,,,,,,,,5,,,41,0
15600,note_on,240,0,4,,,,,,,,,,,,,,,3,,,48,35
15840,note_off,240,0,4,,,,,,,,,,,,,,,3,,,48,0
15840,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,34
16080,note_off,240,0,4,,,,,,,,,,,,,,,3,,,53,0
16080,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,33
16200,set_tempo,940,1,0,,,,,,,631578,,,,,,,,,,,,
16320,note_off,240,0,4,,,,,,,,,,,,,,,3,,,56,0
16320,note_on,0,0,4,,,,,,,,,,,,,,,3,,,60,32
16560,note_off,240,0,4,,,,,,,,,,,,,,,3,,,60,0
16560,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,32
16800,note_off,240,0,4,,,,,,,,,,,,,,,3,,,56,0
16800,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,31
16875,set_tempo,675,1,0,,,,,,,638297,,,,,,,,,,,,
17040,note_on,0,0,4,,,,,,,,,,,,,,,3,,,48,30
17040,note_off,240,0,4,,,,,,,,,,,,,,,3,,,53,0
17055,set_tempo,180,1,0,,,,,,,1276595,,,,,,,,,,,,
17280,note_off,240,0,4,,,,,,,,,,,,,,,3,,,48,0
17280,note_off,1920,0,6,,,,,,,,,,,,,,,5,,,41,0
17280,note_on,0,0,6,,,,,,,,,,,,,,,5,,,41,32
17280,set_tempo,225,1,0,,,,,,,652173,,,,,,,,,,,,
17340,set_tempo,60,1,0,,,,,,,625000,,,,,,,,,,,,
17520,note_on,240,0,4,,,,,,,,,,,,,,,3,,,48,32
17600,note_on,7520,0,2,,,,,,,,,,,,,,,1,,,60,32
17760,note_off,240,0,4,,,,,,,,,,,,,,,3,,,48,0
17760,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,32
17920,note_off,320,0,2,,,,,,,,,,,,,,,1,,,60,0
17920,note_on,0,0,2,,,,,,,,,,,,,,,1,,,68,33
18000,note_off,240,0,4,,,,,,,,,,,,,,,3,,,53,0
18000,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,33
18240,note_off,320,0,2,,,,,,,,,,,,,,,1,,,68,0
18240,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,33
18240,note_off,240,0,4,,,,,,,,,,,,,,,3,,,56,0
18240,note_on,0,0,4,,,,,,,,,,,,,,,3,,,60,33
18480,note_off,240,0,4,,,,,,,,,,,,,,,3,,,60,0
18480,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,34
18560,note_off,320,0,2,,,,,,,,,,,,,,,1,,,67,0
18560,note_on,0,0,2,,,,,,,,,,,,,,,1,,,65,34
18720,note_off,240,0,4,,,,,,,,,,,,,,,3,,,56,0
18720,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,34
18880,note_off,320,0,2,,,,,,,,,,,,,,,1,,,65,0
18880,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,34
18960,note_off,240,0,4,,,,,,,,,,,,,,,3,,,53,0
18960,note_on,0,0,4,,,,,,,,,,,,,,,3,,,48,34
19140,set_tempo,1800,1,0,,,,,,,652173,,,,,,,,,,,,
19200,note_off,0,0,4,,,,,,,,,,,,,,,3,,,48,0
19200,note_on,0,0,6,,,,,,,,,,,,,,,5,,,40,35
19200,note_off,1920,0,6,,,,,,,,,,,,,,,5,,,41,0
19200,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,35
19200,note_off,0,0,2,,,,,,,,,,,,,,,1,,,71,0
19200,control_change,320,0,2,,,,,,,,,,,,,64,0,1,,,,
19200,control_change,240,0,4,,,,,,,,,,,,,64,0,3,,,,
19260,control_change,60,0,4,,,,,,,,,,,,,64,127,3,,,,
19260,set_tempo,120,1,0,,,,,,,625000,,,,,,,,,,,,
19260,control_change,60,0,2,,,,,,,,,,,,,64,127,1,,,,
19440,note_on,180,0,4,,,,,,,,,,,,,,,3,,,48,35
19520,note_off,260,0,2,,,,,,,,,,,,,,,1,,,72,0
19520,note_on,0,0,2,,,,,,,,,,,,,,,1,,,73,35
19680,note_on,0,0,4,,,,,,,,,,,,,,,3,,,55,35
19680,note_off,240,0,4,,,,,,,,,,,,,,,3,,,48,0
19840,note_off,320,0,2,,,,,,,,,,,,,,,1,,,73,0
19840,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,36
19920,note_on,0,0,4,,,,,,,,,,,,,,,3,,,58,36
19920,note_off,240,0,4,,,,,,,,,,,,,,,3,,,55,0
20160,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,36
20160,note_on,0,0,4,,,,,,,,,,,,,,,3,,,60,36
20160,note_off,240,0,4,,,,,,,,,,,,,,,3,,,58,0
20160,note_off,320,0,2,,,,,,,,,,,,,,,1,,,71,0
20400,note_off,240,0,4,,,,,,,,,,,,,,,3,,,60,0
20400,note_on,0,0,4,,,,,,,,,,,,,,,3,,,58,36
20480,note_off,320,0,2,,,,,,,,,,,,,,,1,,,72,0
20480,note_on,0,0,2,,,,,,,,,,,,,,,1,,,60,36
20640,note_off,240,0,4,,,,,,,,,,,,,,,3,,,58,0
20640,note_on,0,0,4,,,,,,,,,,,,,,,3,,,55,37
20800,note_off,320,0,2,,,,,,,,,,,,,,,1,,,60,0
20800,note_on,0,0,2,,,,,,,,,,,,,,,1,,,70,37
20880,note_on,0,0,4,,,,,,,,,,,,,,,3,,,48,37
20880,note_off,240,0,4,,,,,,,,,,,,,,,3,,,55,0
21010,set_tempo,1750,1,0,,,,,,,652173,,,,,,,,,,,,
21120,note_off,0,0,4,,,,,,,,,,,,,,,3,,,48,0
21120,note_on,0,0,6,,,,,,,,,,,,,,,5,,,41,37
21120,control_change,240,0,4,,,,,,,,,,,,,64,0,3,,,,
21120,control_change,320,0,2,,,,,,,,,,,,,64,0,1,,,,
21120,note_off,0,0,2,,,,,,,,,,,,,,,1,,,70,0
21120,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,37
21120,note_off,1920,0,6,,,,,,,,,,,,,,,5,,,40,0
21180,control_change,60,0,4,,,,,,,,,,,,,64,127,3,,,,
21180,control_change,60,0,2,,,,,,,,,,,,,64,127,1,,,,
21360,note_on,180,0,4,,,,,,,,,,,,,,,3,,,48,38
21375,set_tempo,365,1,0,,,,,,,625000,,,,,,,,,,,,
21440,note_off,260,0,2,,,,,,,,,,,,,,,1,,,69,0
21440,note_on,0,0,2,,,,,,,,,,,,,,,1,,,68,38
21600,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,38
21600,note_off,240,0,4,,,,,,,,,,,,,,,3,,,48,0
21760,note_off,320,0,2,,,,,,,,,,,,,,,1,,,68,0
21760,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,38
21840,note_off,240,0,4,,,,,,,,,,,,,,,3,,,53,0
21840,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,39
22080,note_off,240,0,4,,,,,,,,,,,,,,,3,,,56,0
22080,note_on,0,0,4,,,,,,,,,,,,,,,3,,,60,39
22080,note_off,320,0,2,,,,,,,,,,,,,,,1,,,67,0
22080,note_on,0,0,2,,,,,,,,,,,,,,,1,,,65,39
22320,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,39
22320,note_off,240,0,4,,,,,,,,,,,,,,,3,,,60,0
22400,note_on,0,0,2,,,,,,,,,,,,,,,1,,,77,39
22400,note_off,320,0,2,,,,,,,,,,,,,,,1,,,65,0
22560,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,40
22560,note_off,240,0,4,,,,,,,,,,,,,,,3,,,56,0
22720,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,40
22720,note_off,320,0,2,,,,,,,,,,,,,,,1,,,77,0
22800,note_off,240,0,4,,,,,,,,,,,,,,,3,,,53,0
22800,note_on,0,0,4,,,,,,,,,,,,,,,3,,,48,40
22980,set_tempo,1605,1,0,,,,,,,652173,,,,,,,,,,,,
23040,note_on,0,0,6,,,,,,,,,,,,,,,5,,,40,40
23040,control_change,240,0,4,,,,,,,,,,,,,64,0,3,,,,
23040,note_off,0,0,4,,,,,,,,,,,,,,,3,,,48,0
23040,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,40
23040,note_off,0,0,2,,,,,,,,,,,,,,,1,,,71,0
23040,note_off,1920,0,6,,,,,,,,,,,,,,,5,,,41,0
23040,control_change,320,0,2,,,,,,,,,,,,,64,0,1,,,,
23100,control_change,60,0,4,,,,,,,,,,,,,64,127,3,,,,
23100,set_tempo,120,1,0,,,,,,,625000,,,,,,,,,,,,
23100,control_change,60,0,2,,,,,,,,,,,,,64,127,1,,,,
23280,note_on,180,0,4,,,,,,,,,,,,,,,3,,,48,41
23360,note_off,260,0,2,,,,,,,,,,,,,,,1,,,72,0
23360,note_on,0,0,2,,,,,,,,,,,,,,,1,,,75,41
23520,note_on,0,0,4,,,,,,,,,,,,,,,3,,,55,41
23520,note_off,240,0,4,,,,,,,,,,,,,,,3,,,48,0
23680,note_off,320,0,2,,,,,,,,,,,,,,,1,,,75,0
23680,note_on,0,0,2,,,,,,,,,,,,,,,1,,,73,41
23760,note_off,240,0,4,,,,,,,,,,,,,,,3,,,55,0
23760,note_on,0,0,4,,,,,,,,,,,,,,,3,,,58,41
24000,note_off,320,0,2,,,,,,,,,,,,,,,1,,,73,0
24000,note_on,0,0,4,,,,,,,,,,,,,,,3,,,60,42
24000,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,42
24000,note_off,240,0,4,,,,,,,,,,,,,,,3,,,58,0
24240,note_on,0,0,4,,,,,,,,,,,,,,,3,,,58,42
24240,note_off,240,0,4,,,,,,,,,,,,,,,3,,,60,0
24320,note_off,320,0,2,,,,,,,,,,,,,,,1,,,72,0
24320,note_on,0,0,2,,,,,,,,,,,,,,,1,,,65,42
24480,note_on,0,0,4,,,,,,,,,,,,,,,3,,,55,42
24480,note_off,240,0,4,,,,,,,,,,,,,,,3,,,58,0
24640,note_off,320,0,2,,,,,,,,,,,,,,,1,,,65,0
24640,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,43
24720,note_off,240,0,4,,,,,,,,,,,,,,,3,,,55,0
24720,note_on,0,0,4,,,,,,,,,,,,,,,3,,,48,43
24840,set_tempo,1740,1,0,,,,,,,652173,,,,,,,,,,,,
24960,note_on,0,0,6,,,,,,,,,,,,,,,5,,,41,43
24960,note_off,1920,0,6,,,,,,,,,,,,,,,5,,,40,0
24960,control_change,320,0,2,,,,,,,,,,,,,64,0,1,,,,
24960,note_off,0,0,2,,,,,,,,,,,,,,,1,,,67,0
24960,note_on,0,0,2,,,,,,,,,,,,,,,1,,,68,43
24960,control_change,240,0,4,,,,,,,,,,,,,64,0,3,,,,
24960,note_off,0,0,4,,,,,,,,,,,,,,,3,,,48,0
25020,control_change,60,0,2,,,,,,,,,,,,,64,127,1,,,,
25020,control_change,60,0,4,,,,,,,,,,,,,64,127,3,,,,
25200,set_tempo,360,1,0,,,,,,,625000,,,,,,,,,,,,
25200,note_on,180,0,4,,,,,,,,,,,,,,,3,,,48,43
25280,note_on,0,0,2,,,,,,,,,,,,,,,1,,,64,44
25280,note_off,260,0,2,,,,,,,,,,,,,,,1,,,68,0
25440,note_off,240,0,4,,,,,,,,,,,,,,,3,,,48,0
25440,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,44
25600,note_on,0,0,2,,,,,,,,,,,,,,,1,,,65,44
25600,note_off,320,0,2,,,,,,,,,,,,,,,1,,,64,0
25680,note_off,240,0,4,,,,,,,,,,,,,,,3,,,53,0
25680,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,44
25920,note_off,240,0,4,,,,,,,,,,,,,,,3,,,56,0
25920,note_on,0,0,4,,,,,,,,,,,,,,,3,,,60,45
25920,note_off,320,0,2,,,,,,,,,,,,,,,1,,,65,0
25920,note_on,0,0,2,,,,,,,,,,,,,,,1,,,68,45
26160,note_off,240,0,4,,,,,,,,,,,,,,,3,,,60,0
26160,note_on,0,0,4,,,,,,,,,,,,,,,3,,,56,45
26240,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,45
26240,note_off,320,0,2,,,,,,,,,,,,,,,1,,,68,0
