tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,note,velocity,channel,control,value
1720,note_off,,,,,10,0,1,,75,64,0,,
1737,note_on,,,,,17,0,1,,67,76,0,,
1777,note_off,,,,,40,0,1,,67,64,0,,
1802,note_on,,,,,25,0,1,,70,65,0,,
1805,note_on,,,,,3,0,1,,51,42,0,,
1807,control_change,,,,,2,0,1,,,,0,64,56
1812,control_change,,,,,5,0,1,,,,0,64,0
1840,control_change,,,,,28,0,1,,,,0,64,24
1847,control_change,,,,,7,0,1,,,,0,64,88
1855,control_change,,,,,8,0,1,,,,0,64,127
1865,note_on,,,,,10,0,1,,75,64,0,,
1872,note_off,,,,,7,0,1,,70,64,0,,
1897,note_off,,,,,25,0,1,,75,64,0,,
1927,note_on,,,,,30,0,1,,79,79,0,,
1955,note_off,,,,,28,0,1,,51,64,0,,
1977,note_off,,,,,22,0,1,,79,64,0,,
1990,note_off,,,,,13,0,1,,58,64,0,,
1992,note_on,,,,,2,0,1,,80,64,0,,
2037,note_off,,,,,45,0,1,,80,64,0,,
2045,note_on,,,,,8,0,1,,81,75,0,,
2107,note_on,,,,,62,0,1,,84,81,0,,
2120,note_off,,,,,13,0,1,,81,64,0,,
2157,note_off,,,,,37,0,1,,84,64,0,,
2172,note_on,,,,,15,0,1,,82,73,0,,
2212,note_off,,,,,40,0,1,,82,64,0,,
2232,note_on,,,,,20,0,1,,91,81,0,,
2280,control_change,,,,,48,0,1,,,,0,64,104
2287,control_change,,,,,7,0,1,,,,0,64,72
2290,note_off,,,,,3,0,1,,91,64,0,,
2295,control_change,,,,,0,0,1,,,,0,64,24
2295,note_on,,,,,5,0,1,,86,82,0,,
2302,note_on,,,,,7,0,1,,79,51,0,,
2305,note_on,,,,,3,0,1,,70,44,0,,
2315,control_change,,,,,10,0,1,,,,0,64,88
2322,control_change,,,,,7,0,1,,,,0,64,127
2347,note_off,,,,,25,0,1,,86,64,0,,
2355,note_on,,,,,8,0,1,,89,84,0,,
2380,note_off,,,,,25,0,1,,79,64,0,,
2410,note_off,,,,,30,0,1,,89,64,0,,
2412,note_off,,,,,2,0,1,,70,64,0,,
2425,note_on,,,,,13,0,1,,87,73,0,,
2427,note_on,,,,,2,0,1,,75,51,0,,
2435,note_on,,,,,8,0,1,,67,36,0,,
2442,control_change,,,,,7,0,1,,,,0,64,104
2450,control_change,,,,,8,0,1,,,,0,64,56
2457,control_change,,,,,7,0,1,,,,0,64,0
2482,note_off,,,,,25,0,1,,87,64,0,,
2490,control_change,,,,,0,0,1,,,,0,64,72
2490,note_on,,,,,8,0,1,,82,65,0,,
2495,note_off,,,,,5,0,1,,75,64,0,,
2497,note_off,,,,,2,0,1,,67,64,0,,
2497,control_change,,,,,0,0,1,,,,0,64,127
2547,note_off,,,,,50,0,1,,82,64,0,,
2552,note_on,,,,,5,0,1,,79,74,0,,
2582,note_off,,,,,30,0,1,,79,64,0,,
2615,note_on,,,,,33,0,1,,75,68,0,,
2670,note_off,,,,,55,0,1,,75,64,0,,
2682,note_on,,,,,12,0,1,,70,61,0,,
2727,note_off,,,,,45,0,1,,70,64,0,,
2737,note_on,,,,,10,0,1,,67,76,0,,
2767,note_off,,,,,30,0,1,,67,64,0,,
2805,note_on,,,,,38,0,1,,63,60,0,,
2817,control_change,,,,,12,0,1,,,,0,64,104
2822,control_change,,,,,0,0,1,,,,0,64,40
2822,note_on,,,,,5,0,1,,48,59,0,,
2827,control_change,,,,,5,0,1,,,,0,64,0
2877,control_change,,,,,0,0,1,,,,0,64,40
2877,note_on,,,,,50,0,1,,55,65,0,,
2885,control_change,,,,,8,0,1,,,,0,64,88
2890,control_change,,,,,5,0,1,,,,0,64,127
2907,note_off,,,,,17,0,1,,63,64,0,,
2910,note_off,,,,,3,0,1,,55,64,0,,
2935,note_on,,,,,25,0,1,,60,62,0,,
2975,note_off,,,,,40,0,1,,60,64,0,,
2992,note_on,,,,,17,0,1,,63,64,0,,
3055,note_off,,,,,63,0,1,,63,64,0,,
3062,note_on,,,,,7,0,1,,67,63,0,,
3095,note_off,,,,,33,0,1,,67,64,0,,
3122,note_on,,,,,27,0,1,,65,53,0,,
3177,note_off,,,,,55,0,1,,65,64,0,,
3182,note_off,,,,,5,0,1,,48,64,0,,
3182,control_change,,,,,0,0,1,,,,0,64,56
3185,note_on,,,,,3,0,1,,63,60,0,,
3187,note_on,,,,,2,0,1,,41,51,0,,
3190,control_change,,,,,3,0,1,,,,0,64,0
3235,note_off,,,,,45,0,1,,63,64,0,,
3237,control_change,,,,,2,0,1,,,,0,64,72
3242,control_change,,,,,5,0,1,,,,0,64,127
3245,note_on,,,,,3,0,1,,56,57,0,,
3277,note_off,,,,,32,0,1,,56,64,0,,
3317,note_on,,,,,40,0,1,,62,58,0,,
3335,note_off,,,,,18,0,1,,62,64,0,,
3372,note_on,,,,,37,0,1,,60,57,0,,
3420,note_off,,,,,48,0,1,,60,64,0,,
3427,note_off,,,,,7,0,1,,41,64,0,,
3440,note_on,,,,,13,0,1,,59,59,0,,
3447,control_change,,,,,0,0,1,,,,0,64,104
3447,note_on,,,,,7,0,1,,43,52,0,,
3455,control_change,,,,,8,0,1,,,,0,64,56
3460,control_change,,,,,5,0,1,,,,0,64,0
3492,note_off,,,,,32,0,1,,59,64,0,,
3502,note_on,,,,,10,0,1,,55,64,0,,
3515,control_change,,,,,13,0,1,,,,0,64,40
3520,control_change,,,,,5,0,1,,,,0,64,72
3527,control_change,,,,,7,0,1,,,,0,64,88
3535,control_change,,,,,8,0,1,,,,0,64,104
3550,note_off,,,,,15,0,1,,43,64,0,,
3567,control_change,,,,,17,0,1,,,,0,64,40
3575,control_change,,,,,0,0,1,,,,0,64,0
3575,note_off,,,,,8,0,1,,55,64,0,,
3577,note_on,,,,,2,0,1,,56,61,0,,
3630,note_off,,,,,53,0,1,,56,64,0,,
3640,note_on,,,,,10,0,1,,57,58,0,,
3662,control_change,,,,,22,0,1,,,,0,64,24
3670,control_change,,,,,8,0,1,,,,0,64,40
3685,control_change,,,,,15,0,1,,,,0,64,56
3690,note_off,,,,,5,0,1,,57,64,0,,
3690,control_change,,,,,0,0,1,,,,0,64,72
3695,note_on,,,,,5,0,1,,58,57,0,,
3697,control_change,,,,,2,0,1,,,,0,64,88
3710,control_change,,,,,13,0,1,,,,0,64,104
3730,control_change,,,,,20,0,1,,,,0,64,127
3735,note_off,,,,,5,0,1,,58,64,0,,
3765,note_on,,,,,30,0,1,,67,65,0,,
3780,control_change,,,,,15,0,1,,,,0,64,72
3785,control_change,,,,,5,0,1,,,,0,64,40
3792,control_change,,,,,7,0,1,,,,0,64,0
3830,note_on,,,,,0,0,1,,56,36,0,,
3830,note_off,,,,,38,0,1,,67,64,0,,
3832,note_on,,,,,2,0,1,,62,58,0,,
3835,note_on,,,,,3,0,1,,46,42,0,,
3840,control_change,,,,,5,0,1,,,,0,64,24
3847,control_change,,,,,7,0,1,,,,0,64,56
3867,control_change,,,,,20,0,1,,,,0,64,0
3870,note_off,,,,,3,0,1,,62,64,0,,
3885,note_on,,,,,15,0,1,,65,62,0,,
3900,note_off,,,,,15,0,1,,56,64,0,,
3915,control_change,,,,,15,0,1,,,,0,64,40
3922,control_change,,,,,7,0,1,,,,0,64,56
3927,control_change,,,,,5,0,1,,,,0,64,40
3935,control_change,,,,,8,0,1,,,,0,64,0
3940,note_off,,,,,5,0,1,,65,64,0,,
3955,note_on,,,,,15,0,1,,63,61,0,,
3957,note_on,,,,,2,0,1,,55,52,0,,
3970,control_change,,,,,13,0,1,,,,0,64,24
3972,note_off,,,,,2,0,1,,55,64,0,,
3975,control_change,,,,,3,0,1,,,,0,64,72
3980,control_change,,,,,5,0,1,,,,0,64,127
3992,note_off,,,,,12,0,1,,46,64,0,,
4005,note_off,,,,,13,0,1,,63,64,0,,
4025,note_on,,,,,20,0,1,,55,56,0,,
4065,note_off,,,,,40,0,1,,55,64,0,,
4070,note_on,,,,,5,0,1,,39,47,0,,
4070,control_change,,,,,0,0,1,,,,0,64,56
4077,control_change,,,,,7,0,1,,,,0,64,0
4082,note_on,,,,,5,0,1,,58,46,0,,
4097,control_change,,,,,15,0,1,,,,0,64,24
4105,control_change,,,,,8,0,1,,,,0,64,88
4112,control_change,,,,,7,0,1,,,,0,64,127
4142,note_on,,,,,0,0,1,,63,47,0,,
4142,note_off,,,,,30,0,1,,58,64,0,,
4172,note_off,,,,,30,0,1,,63,64,0,,
4205,note_off,,,,,33,0,1,,39,64,0,,
4212,note_on,,,,,7,0,1,,67,52,0,,
4247,note_off,,,,,35,0,1,,67,64,0,,
4272,note_on,,,,,25,0,1,,68,46,0,,
4297,note_off,,,,,25,0,1,,68,64,0,,
4325,note_on,,,,,28,0,1,,69,74,0,,
4385,note_on,,,,,60,0,1,,72,77,0,,
4397,note_off,,,,,12,0,1,,69,64,0,,
4430,note_off,,,,,33,0,1,,72,64,0,,
4447,note_on,,,,,17,0,1,,70,71,0,,
4482,note_off,,,,,35,0,1,,70,64,0,,
4507,note_on,,,,,25,0,1,,79,77,0,,
4552,control_change,,,,,45,0,1,,,,0,64,72
4560,control_change,,,,,8,0,1,,,,0,64,0
4570,note_on,,,,,0,0,1,,74,68,0,,
4570,note_off,,,,,10,0,1,,79,64,0,,
4577,note_on,,,,,7,0,1,,68,47,0,,
4582,note_on,,,,,5,0,1,,58,38,0,,
4600,control_change,,,,,18,0,1,,,,0,64,56
4605,control_change,,,,,5,0,1,,,,0,64,104
4607,note_off,,,,,2,0,1,,74,64,0,,
4612,control_change,,,,,5,0,1,,,,0,64,127
4625,note_on,,,,,13,0,1,,77,76,0,,
4635,note_off,,,,,10,0,1,,68,64,0,,
4667,control_change,,,,,32,0,1,,,,0,64,72
4672,note_off,,,,,5,0,1,,77,64,0,,
4675,control_change,,,,,3,0,1,,,,0,64,0
4687,note_on,,,,,12,0,1,,75,69,0,,
4692,note_on,,,,,5,0,1,,67,51,0,,
4707,control_change,,,,,15,0,1,,,,0,64,40
4712,note_off,,,,,5,0,1,,67,64,0,,
4715,control_change,,,,,3,0,1,,,,0,64,104
4722,control_change,,,,,7,0,1,,,,0,64,127
4725,note_off,,,,,3,0,1,,58,64,0,,
4735,note_off,,,,,10,0,1,,75,64,0,,
4762,note_on,,,,,27,0,1,,67,59,0,,
4812,note_on,,,,,50,0,1,,70,58,0,,
4817,note_on,,,,,5,0,1,,51,48,0,,
4820,note_off,,,,,3,0,1,,67,64,0,,
4870,note_on,,,,,50,0,1,,75,61,0,,
4872,note_off,,,,,2,0,1,,70,64,0,,
4902,note_off,,,,,30,0,1,,75,64,0,,
4937,note_on,,,,,35,0,1,,79,79,0,,
4985,note_off,,,,,48,0,1,,79,64,0,,
5000,note_on,,,,,15,0,1,,80,64,0,,
5047,note_off,,,,,47,0,1,,80,64,0,,
5050,note_on,,,,,3,0,1,,81,83,0,,
5077,note_off,,,,,27,0,1,,51,64,0,,
5115,note_on,,,,,38,0,1,,84,82,0,,
5132,note_off,,,,,17,0,1,,81,64,0,,
5165,note_off,,,,,33,0,1,,84,64,0,,
5177,note_on,,,,,12,0,1,,82,73,0,,
5207,note_off,,,,,30,0,1,,82,64,0,,
5235,note_on,,,,,28,0,1,,82,70,0,,
5265,note_off,,,,,30,0,1,,82,64,0,,
5305,control_change,,,,,40,0,1,,,,0,64,104
5310,control_change,,,,,5,0,1,,,,0,64,40
5312,note_on,,,,,2,0,1,,96,86,0,,
5315,note_on,,,,,3,0,1,,79,51,0,,
5315,note_on,,,,,0,0,1,,70,46,0,,
5317,control_change,,,,,2,0,1,,,,0,64,0
5352,note_off,,,,,35,0,1,,96,64,0,,
5360,control_change,,,,,8,0,1,,,,0,64,104
5365,control_change,,,,,5,0,1,,,,0,64,127
5367,note_on,,,,,2,0,1,,94,71,0,,
5400,note_off,,,,,33,0,1,,79,64,0,,
5410,note_off,,,,,10,0,1,,70,64,0,,
5415,note_off,,,,,5,0,1,,94,64,0,,
5432,note_on,,,,,17,0,1,,91,75,0,,
5435,note_on,,,,,3,0,1,,75,50,0,,
5440,note_on,,,,,5,0,1,,67,44,0,,
5485,note_off,,,,,45,0,1,,91,64,0,,
5492,note_on,,,,,7,0,1,,87,69,0,,
5520,note_off,,,,,28,0,1,,67,64,0,,
5525,note_off,,,,,5,0,1,,75,64,0,,
5547,note_off,,,,,22,0,1,,87,64,0,,
5557,note_on,,,,,10,0,1,,84,75,0,,
5595,note_off,,,,,38,0,1,,84,64,0,,
5617,note_on,,,,,22,0,1,,82,57,0,,
5670,note_off,,,,,53,0,1,,82,64,0,,
5685,note_on,,,,,15,0,1,,79,66,0,,
5725,note_off,,,,,40,0,1,,79,64,0,,
5740,note_on,,,,,15,0,1,,75,67,0,,
5785,note_off,,,,,45,0,1,,75,64,0,,
5805,note_on,,,,,20,0,1,,72,61,0,,
5832,note_off,,,,,27,0,1,,72,64,0,,
5862,note_on,,,,,30,0,1,,70,57,0,,
5910,note_off,,,,,48,0,1,,70,64,0,,
5930,note_on,,,,,20,0,1,,67,54,0,,
5967,note_off,,,,,37,0,1,,67,64,0,,
5990,note_on,,,,,23,0,1,,60,64,0,,
6010,control_change,,,,,20,0,1,,,,0,64,104
6022,control_change,,,,,12,0,1,,,,0,64,88
6030,control_change,,,,,8,0,1,,,,0,64,72
6035,control_change,,,,,5,0,1,,,,0,64,24
6042,control_change,,,,,7,0,1,,,,0,64,0
6045,note_off,,,,,3,0,1,,60,64,0,,
6052,note_on,,,,,7,0,1,,62,69,0,,
6062,note_on,,,,,0,0,1,,56,34,0,,
6062,note_on,,,,,10,0,1,,46,45,0,,
6090,control_change,,,,,28,0,1,,,,0,64,24
6097,control_change,,,,,7,0,1,,,,0,64,88
6105,control_change,,,,,0,0,1,,,,0,64,127
6105,note_off,,,,,8,0,1,,62,64,0,,
6117,note_on,,,,,12,0,1,,67,74,0,,
6170,note_off,,,,,53,0,1,,67,64,0,,
6195,note_off,,,,,25,0,1,,46,64,0,,
6197,note_on,,,,,2,0,1,,65,66,0,,
6197,control_change,,,,,0,0,1,,,,0,64,104
6205,control_change,,,,,0,0,1,,,,0,64,40
6205,note_on,,,,,8,0,1,,51,49,0,,
6212,control_change,,,,,7,0,1,,,,0,64,0
6252,control_change,,,,,40,0,1,,,,0,64,24
6255,note_off,,,,,3,0,1,,65,64,0,,
6257,note_on,,,,,2,0,1,,63,65,0,,
6260,control_change,,,,,3,0,1,,,,0,64,72
6267,control_change,,,,,7,0,1,,,,0,64,104
6272,control_change,,,,,5,0,1,,,,0,64,127
6307,note_off,,,,,35,0,1,,56,64,0,,
6310,note_off,,,,,3,0,1,,63,64,0,,
6325,note_on,,,,,15,0,1,,57,61,0,,
6327,control_change,,,,,2,0,1,,,,0,64,88
6335,control_change,,,,,8,0,1,,,,0,64,40
6342,note_on,,,,,7,0,1,,55,53,0,,
6342,control_change,,,,,0,0,1,,,,0,64,0
6387,note_off,,,,,45,0,1,,57,64,0,,
6392,note_on,,,,,5,0,1,,58,57,0,,
6427,note_off,,,,,35,0,1,,51,64,0,,
6435,note_off,,,,,8,0,1,,55,64,0,,
6445,note_off,,,,,10,0,1,,58,64,0,,
6455,note_on,,,,,10,0,1,,59,50,0,,
6505,note_off,,,,,50,0,1,,59,64,0,,
6507,note_on,,,,,2,0,1,,60,63,0,,
6525,control_change,,,,,18,0,1,,,,0,64,24
6530,control_change,,,,,5,0,1,,,,0,64,40
6537,control_change,,,,,7,0,1,,,,0,64,56
6545,control_change,,,,,8,0,1,,,,0,64,88
6552,control_change,,,,,7,0,1,,,,0,64,104
6557,control_change,,,,,5,0,1,,,,0,64,127
6560,note_off,,,,,3,0,1,,60,64,0,,
6575,note_on,,,,,15,0,1,,61,57,0,,
6632,control_change,,,,,57,0,1,,,,0,64,88
6637,note_off,,,,,5,0,1,,61,64,0,,
6640,note_on,,,,,3,0,1,,63,59,0,,
6640,control_change,,,,,0,0,1,,,,0,64,40
6647,control_change,,,,,7,0,1,,,,0,64,0
6672,note_off,,,,,25,0,1,,63,64,0,,
6680,control_change,,,,,8,0,1,,,,0,64,24
6687,control_change,,,,,7,0,1,,,,0,64,56
6695,control_change,,,,,8,0,1,,,,0,64,72
6697,note_on,,,,,2,0,1,,62,66,0,,
6700,control_change,,,,,3,0,1,,,,0,64,88
6707,control_change,,,,,7,0,1,,,,0,64,104
6740,note_off,,,,,33,0,1,,62,64,0,,
6747,control_change,,,,,7,0,1,,,,0,64,56
6755,control_change,,,,,0,0,1,,,,0,64,24
6755,note_on,,,,,8,0,1,,70,67,0,,
6762,control_change,,,,,7,0,1,,,,0,64,0
6767,control_change,,,,,5,0,1,,,,0,64,24
6775,control_change,,,,,8,0,1,,,,0,64,40
6782,control_change,,,,,7,0,1,,,,0,64,56
6787,control_change,,,,,5,0,1,,,,0,64,72
6800,note_off,,,,,13,0,1,,70,64,0,,
6810,control_change,,,,,10,0,1,,,,0,64,24
6817,control_change,,,,,7,0,1,,,,0,64,0
6820,note_on,,,,,3,0,1,,66,61,0,,
6840,note_on,,,,,20,0,1,,60,41,0,,
6845,note_on,,,,,5,0,1,,50,33,0,,
6850,control_change,,,,,5,0,1,,,,0,64,24
6855,control_change,,,,,5,0,1,,,,0,64,56
6862,control_change,,,,,7,0,1,,,,0,64,88
6870,control_change,,,,,0,0,1,,,,0,64,104
6870,note_off,,,,,8,0,1,,66,64,0,,
6877,control_change,,,,,7,0,1,,,,0,64,127
6885,note_on,,,,,8,0,1,,69,67,0,,
6930,control_change,,,,,45,0,1,,,,0,64,72
6932,note_off,,,,,2,0,1,,69,64,0,,
6937,control_change,,,,,5,0,1,,,,0,64,0
6950,note_on,,,,,13,0,1,,67,64,0,,
6962,note_on,,,,,12,0,1,,58,49,0,,
6970,note_off,,,,,8,0,1,,60,64,0,,
6972,control_change,,,,,2,0,1,,,,0,64,56
6980,control_change,,,,,8,0,1,,,,0,64,88
6982,note_off,,,,,2,0,1,,50,64,0,,
6985,control_change,,,,,3,0,1,,,,0,64,127
6987,note_off,,,,,2,0,1,,58,64,0,,
7000,note_off,,,,,13,0,1,,67,64,0,,
7015,note_on,,,,,15,0,1,,62,67,0,,
7072,note_off,,,,,57,0,1,,62,64,0,,
7080,note_on,,,,,8,0,1,,58,62,0,,
7095,note_on,,,,,15,0,1,,43,44,0,,
7107,note_off,,,,,12,0,1,,58,64,0,,
7137,note_on,,,,,30,0,1,,62,66,0,,
7172,note_off,,,,,35,0,1,,62,64,0,,
7182,control_change,,,,,10,0,1,,,,0,64,88
7190,control_change,,,,,8,0,1,,,,0,64,24
7195,control_change,,,,,5,0,1,,,,0,64,0
7202,note_on,,,,,7,0,1,,67,64,0,,
7230,control_change,,,,,28,0,1,,,,0,64,56
7235,note_off,,,,,5,0,1,,67,64,0,,
7235,control_change,,,,,0,0,1,,,,0,64,104
7242,control_change,,,,,7,0,1,,,,0,64,127
7265,note_on,,,,,23,0,1,,70,57,0,,
7302,note_off,,,,,37,0,1,,70,64,0,,
7322,note_on,,,,,20,0,1,,73,59,0,,
7340,note_off,,,,,18,0,1,,43,64,0,,
7387,note_on,,,,,47,0,1,,75,67,0,,
7395,note_off,,,,,8,0,1,,73,64,0,,
7412,note_off,,,,,17,0,1,,75,64,0,,
7445,note_on,,,,,33,0,1,,74,67,0,,
7482,note_off,,,,,37,0,1,,74,64,0,,
7497,note_on,,,,,15,0,1,,82,69,0,,
7515,control_change,,,,,18,0,1,,,,0,64,104
7520,control_change,,,,,5,0,1,,,,0,64,72
7527,control_change,,,,,7,0,1,,,,0,64,24
7535,control_change,,,,,8,0,1,,,,0,64,0
7547,note_off,,,,,12,0,1,,82,64,0,,
7555,note_on,,,,,8,0,1,,78,71,0,,
7582,control_change,,,,,27,0,1,,,,0,64,40
7587,control_change,,,,,5,0,1,,,,0,64,88
7595,control_change,,,,,8,0,1,,,,0,64,127
7597,note_on,,,,,2,0,1,,62,34,0,,
7597,note_on,,,,,0,0,1,,72,44,0,,
7605,note_off,,,,,8,0,1,,78,64,0,,
7615,note_on,,,,,10,0,1,,81,74,0,,
7662,control_change,,,,,47,0,1,,,,0,64,88
7667,note_off,,,,,5,0,1,,81,64,0,,
7670,control_change,,,,,3,0,1,,,,0,64,24
7677,control_change,,,,,7,0,1,,,,0,64,0
7690,note_on,,,,,13,0,1,,79,75,0,,
7697,note_off,,,,,7,0,1,,72,64,0,,
7697,note_on,,,,,0,0,1,,70,51,0,,
7697,control_change,,,,,0,0,1,,,,0,64,40
7705,control_change,,,,,8,0,1,,,,0,64,72
7710,control_change,,,,,5,0,1,,,,0,64,127
7720,note_off,,,,,10,0,1,,70,64,0,,
7722,note_off,,,,,2,0,1,,62,64,0,,
7737,note_off,,,,,15,0,1,,79,64,0,,
7752,note_on,,,,,15,0,1,,74,70,0,,
7800,note_off,,,,,48,0,1,,74,64,0,,
7830,note_on,,,,,0,0,1,,70,68,0,,
7830,note_on,,,,,30,0,1,,55,55,0,,
7875,note_off,,,,,45,0,1,,70,64,0,,
7882,note_on,,,,,7,0,1,,74,73,0,,
7925,note_off,,,,,43,0,1,,74,64,0,,
7945,note_on,,,,,20,0,1,,79,72,0,,
7947,control_change,,,,,2,0,1,,,,0,64,88
7955,control_change,,,,,8,0,1,,,,0,64,24
7962,control_change,,,,,7,0,1,,,,0,64,0
7975,control_change,,,,,13,0,1,,,,0,64,24
7980,control_change,,,,,5,0,1,,,,0,64,56
7985,note_off,,,,,5,0,1,,79,64,0,,
7987,control_change,,,,,2,0,1,,,,0,64,104
7995,control_change,,,,,8,0,1,,,,0,64,127
8005,note_on,,,,,10,0,1,,82,71,0,,
8070,note_on,,,,,65,0,1,,85,67,0,,
8077,note_off,,,,,7,0,1,,82,64,0,,
8100,note_off,,,,,23,0,1,,85,64,0,,
8125,note_off,,,,,25,0,1,,55,64,0,,
8125,note_on,,,,,0,0,1,,86,85,0,,
8195,note_on,,,,,70,0,1,,98,84,0,,
8250,note_on,,,,,55,0,1,,93,85,0,,
8255,note_off,,,,,5,0,1,,98,64,0,,
8277,note_off,,,,,22,0,1,,86,64,0,,
8300,note_off,,,,,23,0,1,,93,64,0,,
8315,note_on,,,,,15,0,1,,96,82,0,,
8320,note_on,,,,,5,0,1,,82,62,0,,
