tick,type,port,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
2827,note_on,,5,0,1,,,,,,,,,,0,,80,0
2829,note_on,,2,0,1,,,,,,,,,,0,,60,0
2829,note_on,,0,0,1,,,,,,,,,,0,,68,0
2844,note_on,,15,0,1,,,,,,,,,,0,,84,0
2852,note_on,,8,0,1,,,,,,,,,,0,,72,37
2856,note_on,,4,0,1,,,,,,,,,,0,,52,43
2859,control_change,,3,0,1,,,,,,,,64,0,0,,,
2860,note_on,,1,0,1,,,,,,,,,,0,,79,42
2864,note_on,,4,0,1,,,,,,,,,,0,,58,45
2866,control_change,,2,0,1,,,,,,,,64,127,0,,,
2867,note_on,,1,0,1,,,,,,,,,,0,,72,0
2867,note_on,,0,0,1,,,,,,,,,,0,,82,48
2871,note_on,,4,0,1,,,,,,,,,,0,,52,0
2871,note_on,,0,0,1,,,,,,,,,,0,,79,0
2873,note_on,,2,0,1,,,,,,,,,,0,,60,45
2875,note_on,,2,0,1,,,,,,,,,,0,,82,0
2877,note_on,,2,0,1,,,,,,,,,,0,,67,46
2880,set_tempo,,177,1,0,,,,,,,852273,,,,,,
2882,note_on,,5,0,1,,,,,,,,,,0,,91,58
2885,note_on,,3,0,1,,,,,,,,,,0,,60,0
2888,note_on,,3,0,1,,,,,,,,,,0,,67,0
2889,note_on,,1,0,1,,,,,,,,,,0,,58,0
2891,note_on,,2,0,1,,,,,,,,,,0,,91,0
2916,note_on,,25,0,1,,,,,,,,,,0,,52,42
2921,note_on,,5,0,1,,,,,,,,,,0,,72,45
2924,note_on,,3,0,1,,,,,,,,,,0,,58,43
2928,note_on,,4,0,1,,,,,,,,,,0,,79,53
2930,note_on,,2,0,1,,,,,,,,,,0,,60,45
2931,note_on,,1,0,1,,,,,,,,,,0,,52,0
2931,note_on,,0,0,1,,,,,,,,,,0,,82,53
2937,note_on,,6,0,1,,,,,,,,,,0,,67,45
2942,note_on,,5,0,1,,,,,,,,,,0,,84,63
2943,set_tempo,,63,1,0,,,,,,,855920,,,,,,
2945,note_on,,3,0,1,,,,,,,,,,0,,58,0
2946,note_on,,1,0,1,,,,,,,,,,0,,60,0
2948,note_on,,2,0,1,,,,,,,,,,0,,67,0
2951,note_on,,3,0,1,,,,,,,,,,0,,72,0
2952,note_on,,1,0,1,,,,,,,,,,0,,79,0
2962,note_on,,10,0,1,,,,,,,,,,0,,82,0
2974,note_on,,12,0,1,,,,,,,,,,0,,84,0
2974,note_on,,0,0,1,,,,,,,,,,0,,52,48
2983,note_on,,9,0,1,,,,,,,,,,0,,71,45
2983,note_on,,0,0,1,,,,,,,,,,0,,58,48
2987,note_on,,4,0,1,,,,,,,,,,0,,79,47
2988,note_on,,1,0,1,,,,,,,,,,0,,60,50
2990,note_on,,2,0,1,,,,,,,,,,0,,52,0
2994,note_on,,4,0,1,,,,,,,,,,0,,82,52
2997,note_on,,3,0,1,,,,,,,,,,0,,67,50
3001,note_on,,4,0,1,,,,,,,,,,0,,83,67
3005,note_on,,4,0,1,,,,,,,,,,0,,58,0
3006,note_on,,1,0,1,,,,,,,,,,0,,60,0
3006,note_on,,0,0,1,,,,,,,,,,0,,79,0
3008,note_on,,2,0,1,,,,,,,,,,0,,71,0
3009,note_on,,1,0,1,,,,,,,,,,0,,67,0
3016,note_on,,7,0,1,,,,,,,,,,0,,82,0
3034,note_on,,18,0,1,,,,,,,,,,0,,83,0
3039,note_on,,5,0,1,,,,,,,,,,0,,52,50
3041,note_on,,2,0,1,,,,,,,,,,0,,72,48
3045,note_on,,4,0,1,,,,,,,,,,0,,58,51
3046,note_on,,1,0,1,,,,,,,,,,0,,79,55
3051,note_on,,5,0,1,,,,,,,,,,0,,82,50
3053,note_on,,2,0,1,,,,,,,,,,0,,60,51
3055,note_on,,2,0,1,,,,,,,,,,0,,52,0
3060,note_on,,5,0,1,,,,,,,,,,0,,67,52
3061,note_on,,1,0,1,,,,,,,,,,0,,84,69
3069,note_on,,8,0,1,,,,,,,,,,0,,58,0
3072,note_on,,0,0,1,,,,,,,,,,0,,60,0
3072,note_on,,0,0,1,,,,,,,,,,0,,67,0
3072,note_on,,3,0,1,,,,,,,,,,0,,72,0
3073,note_on,,1,0,1,,,,,,,,,,0,,79,0
3082,note_on,,9,0,1,,,,,,,,,,0,,82,0
3093,note_on,,11,0,1,,,,,,,,,,0,,84,0
3098,note_on,,5,0,1,,,,,,,,,,0,,52,52
3105,note_on,,7,0,1,,,,,,,,,,0,,73,50
3107,note_on,,2,0,1,,,,,,,,,,0,,58,52
3108,note_on,,1,0,1,,,,,,,,,,0,,79,52
3110,note_on,,2,0,1,,,,,,,,,,0,,60,53
3112,note_on,,2,0,1,,,,,,,,,,0,,82,50
3113,note_on,,1,0,1,,,,,,,,,,0,,52,0
3119,note_on,,6,0,1,,,,,,,,,,0,,67,53
3122,note_on,,3,0,1,,,,,,,,,,0,,85,71
3123,note_on,,1,0,1,,,,,,,,,,0,,79,0
3126,note_on,,3,0,1,,,,,,,,,,0,,73,0
3131,note_on,,5,0,1,,,,,,,,,,0,,60,0
3131,note_on,,0,0,1,,,,,,,,,,0,,67,0
3133,note_on,,2,0,1,,,,,,,,,,0,,82,0
3134,note_on,,1,0,1,,,,,,,,,,0,,58,0
3153,note_on,,19,0,1,,,,,,,,,,0,,85,0
3157,note_on,,4,0,1,,,,,,,,,,0,,52,56
3161,note_on,,4,0,1,,,,,,,,,,0,,72,51
3165,note_on,,4,0,1,,,,,,,,,,0,,58,56
3167,note_on,,2,0,1,,,,,,,,,,0,,79,57
3171,note_on,,4,0,1,,,,,,,,,,0,,82,59
3171,note_on,,0,0,1,,,,,,,,,,0,,60,56
3174,note_on,,3,0,1,,,,,,,,,,0,,52,0
3178,note_on,,4,0,1,,,,,,,,,,0,,67,57
3185,note_on,,7,0,1,,,,,,,,,,0,,58,0
3185,note_on,,0,0,1,,,,,,,,,,0,,84,73
3187,note_on,,2,0,1,,,,,,,,,,0,,60,0
3188,note_on,,1,0,1,,,,,,,,,,0,,79,0
3189,note_on,,1,0,1,,,,,,,,,,0,,67,0
3190,note_on,,1,0,1,,,,,,,,,,0,,72,0
3196,note_on,,6,0,1,,,,,,,,,,0,,82,0
3202,note_on,,6,0,1,,,,,,,,,,0,,84,0
3216,control_change,,0,0,1,,,,,,,,64,0,0,,,
3216,note_on,,14,0,1,,,,,,,,,,0,,72,46
3219,note_on,,3,0,1,,,,,,,,,,0,,53,61
3225,note_on,,6,0,1,,,,,,,,,,0,,80,52
3226,note_on,,1,0,1,,,,,,,,,,0,,56,61
3227,control_change,,1,0,1,,,,,,,,64,127,0,,,
3229,note_on,,2,0,1,,,,,,,,,,0,,72,0
3233,note_on,,4,0,1,,,,,,,,,,0,,60,62
3234,note_on,,1,0,1,,,,,,,,,,0,,84,59
3236,note_on,,2,0,1,,,,,,,,,,0,,53,0
3240,note_on,,4,0,1,,,,,,,,,,0,,84,0
3241,note_on,,1,0,1,,,,,,,,,,0,,68,63
3242,note_on,,1,0,1,,,,,,,,,,0,,80,0
3244,note_on,,2,0,1,,,,,,,,,,0,,56,0
3248,note_on,,4,0,1,,,,,,,,,,0,,60,0
3249,note_on,,1,0,1,,,,,,,,,,0,,92,77
3256,note_on,,7,0,1,,,,,,,,,,0,,92,0
3256,note_on,,0,0,1,,,,,,,,,,0,,68,0
3280,control_change,,24,0,1,,,,,,,,64,0,0,,,
3281,note_on,,1,0,1,,,,,,,,,,0,,75,52
3282,note_on,,1,0,1,,,,,,,,,,0,,55,62
3287,control_change,,5,0,1,,,,,,,,64,127,0,,,
3287,note_on,,0,0,1,,,,,,,,,,0,,58,62
3289,note_on,,2,0,1,,,,,,,,,,0,,82,62
3293,note_on,,4,0,1,,,,,,,,,,0,,55,0
3297,note_on,,4,0,1,,,,,,,,,,0,,75,0
3297,note_on,,0,0,1,,,,,,,,,,0,,63,63
3300,note_on,,3,0,1,,,,,,,,,,0,,87,67
3303,note_on,,3,0,1,,,,,,,,,,0,,70,66
3305,note_on,,2,0,1,,,,,,,,,,0,,58,0
3307,note_on,,2,0,1,,,,,,,,,,0,,82,0
3307,note_on,,0,0,1,,,,,,,,,,0,,91,75
3310,note_on,,3,0,1,,,,,,,,,,0,,63,0
3318,note_on,,0,0,1,,,,,,,,,,0,,87,0
3318,note_on,,8,0,1,,,,,,,,,,0,,70,0
3323,note_on,,5,0,1,,,,,,,,,,0,,91,0
3336,control_change,,13,0,1,,,,,,,,64,0,0,,,
3343,note_on,,7,0,1,,,,,,,,,,0,,56,66
3344,note_on,,1,0,1,,,,,,,,,,0,,77,58
3345,control_change,,1,0,1,,,,,,,,64,127,0,,,
3350,note_on,,5,0,1,,,,,,,,,,0,,63,67
3352,note_on,,2,0,1,,,,,,,,,,0,,56,0
3353,note_on,,1,0,1,,,,,,,,,,0,,84,61
3354,note_on,,1,0,1,,,,,,,,,,0,,87,63
3356,set_tempo,,413,1,0,,,,,,,847458,,,,,,
3360,note_on,,6,0,1,,,,,,,,,,0,,63,0
3362,note_on,,2,0,1,,,,,,,,,,0,,89,75
3362,note_on,,0,0,1,,,,,,,,,,0,,72,68
3369,note_on,,7,0,1,,,,,,,,,,0,,72,0
3370,note_on,,1,0,1,,,,,,,,,,0,,77,0
3371,note_on,,1,0,1,,,,,,,,,,0,,84,0
3376,note_on,,5,0,1,,,,,,,,,,0,,87,0
3385,note_on,,9,0,1,,,,,,,,,,0,,89,0
3398,note_on,,13,0,1,,,,,,,,,,0,,56,66
3407,note_on,,9,0,1,,,,,,,,,,0,,75,61
3412,note_on,,5,0,1,,,,,,,,,,0,,65,68
3413,note_on,,1,0,1,,,,,,,,,,0,,83,64
3415,note_on,,2,0,1,,,,,,,,,,0,,56,0
3416,note_on,,1,0,1,,,,,,,,,,0,,87,67
3419,note_on,,3,0,1,,,,,,,,,,0,,71,68
3422,note_on,,3,0,1,,,,,,,,,,0,,75,0
3426,note_on,,4,0,1,,,,,,,,,,0,,89,78
3432,note_on,,6,0,1,,,,,,,,,,0,,83,0
3432,note_on,,0,0,1,,,,,,,,,,0,,65,0
3437,note_on,,5,0,1,,,,,,,,,,0,,71,0
3439,note_on,,2,0,1,,,,,,,,,,0,,87,0
3442,note_on,,3,0,1,,,,,,,,,,0,,89,0
3459,control_change,,17,0,1,,,,,,,,64,0,0,,,
3462,note_on,,3,0,1,,,,,,,,,,0,,58,64
3463,note_on,,1,0,1,,,,,,,,,,0,,74,53
3470,note_on,,7,0,1,,,,,,,,,,0,,82,68
3470,control_change,,0,0,1,,,,,,,,64,127,0,,,
3472,note_on,,2,0,1,,,,,,,,,,0,,65,66
3476,set_tempo,,120,1,0,,,,,,,814111,,,,,,
3478,note_on,,6,0,1,,,,,,,,,,0,,74,0
3479,note_on,,1,0,1,,,,,,,,,,0,,70,67
3482,note_on,,3,0,1,,,,,,,,,,0,,89,77
3487,note_on,,5,0,1,,,,,,,,,,0,,82,0
3488,note_on,,1,0,1,,,,,,,,,,0,,65,0
3489,note_on,,1,0,1,,,,,,,,,,0,,58,0
3495,note_on,,6,0,1,,,,,,,,,,0,,70,0
3496,note_on,,1,0,1,,,,,,,,,,0,,89,0
3519,note_on,,23,0,1,,,,,,,,,,0,,74,55
3523,note_on,,4,0,1,,,,,,,,,,0,,58,58
3528,note_on,,5,0,1,,,,,,,,,,0,,80,64
3530,note_on,,2,0,1,,,,,,,,,,0,,74,0
3534,note_on,,4,0,1,,,,,,,,,,0,,65,59
3538,note_on,,4,0,1,,,,,,,,,,0,,80,0
3541,note_on,,3,0,1,,,,,,,,,,0,,91,80
3543,note_on,,2,0,1,,,,,,,,,,0,,68,62
3549,note_on,,0,0,1,,,,,,,,,,0,,58,0
3549,note_on,,6,0,1,,,,,,,,,,0,,91,0
3550,note_on,,1,0,1,,,,,,,,,,0,,65,0
3557,note_on,,7,0,1,,,,,,,,,,0,,68,0
3584,note_on,,27,0,1,,,,,,,,,,0,,75,53
3585,control_change,,1,0,1,,,,,,,,64,0,0,,,
3591,note_on,,6,0,1,,,,,,,,,,0,,79,64
3594,control_change,,3,0,1,,,,,,,,64,127,0,,,
3594,note_on,,0,0,1,,,,,,,,,,0,,63,56
3600,note_on,,6,0,1,,,,,,,,,,0,,87,82
3600,note_on,,0,0,1,,,,,,,,,,0,,67,62
3603,set_tempo,,127,1,0,,,,,,,834492,,,,,,
3608,note_on,,8,0,1,,,,,,,,,,0,,63,0
3611,note_on,,3,0,1,,,,,,,,,,0,,79,0
3612,note_on,,1,0,1,,,,,,,,,,0,,75,0
3616,note_on,,4,0,1,,,,,,,,,,0,,67,0
3618,note_on,,2,0,1,,,,,,,,,,0,,87,0
3641,note_on,,23,0,1,,,,,,,,,,0,,57,58
3643,control_change,,2,0,1,,,,,,,,64,0,0,,,
3648,note_on,,5,0,1,,,,,,,,,,0,,75,56
3649,note_on,,1,0,1,,,,,,,,,,0,,66,59
3651,note_on,,2,0,1,,,,,,,,,,0,,57,0
3651,control_change,,0,0,1,,,,,,,,64,127,0,,,
3654,note_on,,3,0,1,,,,,,,,,,0,,78,59
3659,note_on,,5,0,1,,,,,,,,,,0,,72,61
3662,note_on,,3,0,1,,,,,,,,,,0,,87,74
3670,note_on,,8,0,1,,,,,,,,,,0,,66,0
3672,note_on,,2,0,1,,,,,,,,,,0,,72,0
3673,note_on,,1,0,1,,,,,,,,,,0,,75,0
3674,note_on,,1,0,1,,,,,,,,,,0,,78,0
3682,note_on,,8,0,1,,,,,,,,,,0,,87,0
3702,note_on,,20,0,1,,,,,,,,,,0,,74,53
3704,note_on,,0,0,1,,,,,,,,,,0,,58,58
3704,control_change,,2,0,1,,,,,,,,64,0,0,,,
3711,note_on,,7,0,1,,,,,,,,,,0,,77,58
3713,control_change,,2,0,1,,,,,,,,64,127,0,,,
3713,note_on,,0,0,1,,,,,,,,,,0,,65,59
3717,note_on,,4,0,1,,,,,,,,,,0,,70,61
3720,set_tempo,,117,1,0,,,,,,,865801,,,,,,
3721,note_on,,4,0,1,,,,,,,,,,0,,86,72
3723,note_on,,2,0,1,,,,,,,,,,0,,58,0
3725,note_on,,2,0,1,,,,,,,,,,0,,65,0
3728,note_on,,3,0,1,,,,,,,,,,0,,74,0
3730,note_on,,2,0,1,,,,,,,,,,0,,70,0
3732,note_on,,2,0,1,,,,,,,,,,0,,77,0
3737,note_on,,5,0,1,,,,,,,,,,0,,86,0
3760,control_change,,23,0,1,,,,,,,,64,0,0,,,
3760,note_on,,0,0,1,,,,,,,,,,0,,52,56
3766,note_on,,6,0,1,,,,,,,,,,0,,70,51
3769,control_change,,3,0,1,,,,,,,,64,127,0,,,
3770,note_on,,1,0,1,,,,,,,,,,0,,61,57
3773,note_on,,3,0,1,,,,,,,,,,0,,52,0
3775,note_on,,2,0,1,,,,,,,,,,0,,79,57
3781,note_on,,6,0,1,,,,,,,,,,0,,85,71
3782,note_on,,1,0,1,,,,,,,,,,0,,67,57
3789,note_on,,7,0,1,,,,,,,,,,0,,79,0
3791,note_on,,2,0,1,,,,,,,,,,0,,70,0
3793,note_on,,2,0,1,,,,,,,,,,0,,61,0
3798,note_on,,5,0,1,,,,,,,,,,0,,67,0
3802,note_on,,4,0,1,,,,,,,,,,0,,85,0
3815,control_change,,13,0,1,,,,,,,,64,0,0,,,
3824,note_on,,9,0,1,,,,,,,,,,0,,68,46
3824,note_on,,0,0,1,,,,,,,,,,0,,53,61
3826,control_change,,2,0,1,,,,,,,,64,127,0,,,
3832,note_on,,6,0,1,,,,,,,,,,0,,68,0
3832,note_on,,0,0,1,,,,,,,,,,0,,60,61
3833,note_on,,1,0,1,,,,,,,,,,0,,80,48
3838,note_on,,5,0,1,,,,,,,,,,0,,80,0
3840,note_on,,0,0,1,,,,,,,,,,0,,65,62
3840,note_on,,2,0,1,,,,,,,,,,0,,84,68
3840,set_tempo,,120,1,0,,,,,,,900901,,,,,,
3848,note_on,,8,0,1,,,,,,,,,,0,,60,0
3848,note_on,,0,0,1,,,,,,,,,,0,,53,0
3852,note_on,,4,0,1,,,,,,,,,,0,,84,0
3852,note_on,,0,0,1,,,,,,,,,,0,,65,0
3876,note_on,,24,0,1,,,,,,,,,,0,,46,57
3884,note_on,,8,0,1,,,,,,,,,,0,,68,47
3885,note_on,,1,0,1,,,,,,,,,,0,,53,57
3890,note_on,,5,0,1,,,,,,,,,,0,,46,0
3890,note_on,,0,0,1,,,,,,,,,,0,,77,50
3892,note_on,,2,0,1,,,,,,,,,,0,,68,0
3892,note_on,,0,0,1,,,,,,,,,,0,,56,57
3900,note_on,,8,0,1,,,,,,,,,,0,,62,58
3901,note_on,,1,0,1,,,,,,,,,,0,,77,0
3902,note_on,,1,0,1,,,,,,,,,,0,,53,0
3902,note_on,,0,0,1,,,,,,,,,,0,,86,68
3908,note_on,,6,0,1,,,,,,,,,,0,,56,0
3909,note_on,,1,0,1,,,,,,,,,,0,,86,0
3912,note_on,,3,0,1,,,,,,,,,,0,,62,0
3940,control_change,,28,0,1,,,,,,,,64,0,0,,,
3944,note_on,,4,0,1,,,,,,,,,,0,,67,42
3945,control_change,,1,0,1,,,,,,,,64,127,0,,,
3950,note_on,,5,0,1,,,,,,,,,,0,,75,47
3951,note_on,,1,0,1,,,,,,,,,,0,,67,0
3958,note_on,,7,0,1,,,,,,,,,,0,,39,57
3960,set_tempo,,120,1,0,,,,,,,1052632,,,,,,
3961,note_on,,3,0,1,,,,,,,,,,0,,75,0
3963,note_on,,2,0,1,,,,,,,,,,0,,87,66
3969,note_on,,6,0,1,,,,,,,,,,0,,87,0
3972,note_on,,3,0,1,,,,,,,,,,0,,39,0
4006,note_on,,34,0,1,,,,,,,,,,0,,70,39
4007,note_on,,1,0,1,,,,,,,,,,0,,51,48
4010,note_on,,3,0,1,,,,,,,,,,0,,75,41
4011,note_on,,1,0,1,,,,,,,,,,0,,58,48
4014,note_on,,3,0,1,,,,,,,,,,0,,51,0
4016,set_tempo,,56,1,0,,,,,,,843882,,,,,,
4021,note_on,,7,0,1,,,,,,,,,,0,,82,62
4023,note_on,,2,0,1,,,,,,,,,,0,,67,51
4024,note_on,,1,0,1,,,,,,,,,,0,,70,0
4028,note_on,,4,0,1,,,,,,,,,,0,,75,0
4033,note_on,,5,0,1,,,,,,,,,,0,,67,0
4034,note_on,,1,0,1,,,,,,,,,,0,,58,0
4047,note_on,,13,0,1,,,,,,,,,,0,,82,0
4063,note_on,,16,0,1,,,,,,,,,,0,,51,51
4068,note_on,,5,0,1,,,,,,,,,,0,,70,43
4070,note_on,,2,0,1,,,,,,,,,,0,,51,0
4070,note_on,,0,0,1,,,,,,,,,,0,,58,52
4073,note_on,,3,0,1,,,,,,,,,,0,,75,46
4082,note_on,,9,0,1,,,,,,,,,,0,,81,58
4082,note_on,,0,0,1,,,,,,,,,,0,,67,53
4083,note_on,,1,0,1,,,,,,,,,,0,,58,0
4084,note_on,,1,0,1,,,,,,,,,,0,,70,0
4086,note_on,,2,0,1,,,,,,,,,,0,,75,0
4093,note_on,,7,0,1,,,,,,,,,,0,,67,0
4112,note_on,,19,0,1,,,,,,,,,,0,,81,0
4126,note_on,,14,0,1,,,,,,,,,,0,,51,50
4127,note_on,,1,0,1,,,,,,,,,,0,,70,42
4132,note_on,,5,0,1,,,,,,,,,,0,,58,51
4134,note_on,,2,0,1,,,,,,,,,,0,,51,0
4134,note_on,,0,0,1,,,,,,,,,,0,,75,46
4141,note_on,,7,0,1,,,,,,,,,,0,,82,57
4143,note_on,,2,0,1,,,,,,,,,,0,,70,0
4143,note_on,,0,0,1,,,,,,,,,,0,,67,52
4145,note_on,,2,0,1,,,,,,,,,,0,,75,0
4151,note_on,,6,0,1,,,,,,,,,,0,,58,0
4153,note_on,,2,0,1,,,,,,,,,,0,,67,0
4169,note_on,,16,0,1,,,,,,,,,,0,,82,0
4184,note_on,,15,0,1,,,,,,,,,,0,,70,39
4188,note_on,,4,0,1,,,,,,,,,,0,,51,50
4192,note_on,,4,0,1,,,,,,,,,,0,,51,0
4192,note_on,,0,0,1,,,,,,,,,,0,,75,45
4192,note_on,,0,0,1,,,,,,,,,,0,,58,50
4200,note_on,,8,0,1,,,,,,,,,,0,,70,0
4203,note_on,,0,0,1,,,,,,,,,,0,,67,51
4203,note_on,,3,0,1,,,,,,,,,,0,,84,57
4208,note_on,,5,0,1,,,,,,,,,,0,,75,0
4212,note_on,,4,0,1,,,,,,,,,,0,,67,0
4213,note_on,,1,0,1,,,,,,,,,,0,,58,0
4219,note_on,,6,0,1,,,,,,,,,,0,,84,0
4244,note_on,,25,0,1,,,,,,,,,,0,,70,41
4244,note_on,,0,0,1,,,,,,,,,,0,,51,50
4252,note_on,,8,0,1,,,,,,,,,,0,,58,50
4253,note_on,,1,0,1,,,,,,,,,,0,,75,46
4254,note_on,,1,0,1,,,,,,,,,,0,,51,0
4262,note_on,,8,0,1,,,,,,,,,,0,,82,57
4263,note_on,,1,0,1,,,,,,,,,,0,,67,51
4264,note_on,,1,0,1,,,,,,,,,,0,,70,0
4264,note_on,,0,0,1,,,,,,,,,,0,,58,0
4267,note_on,,3,0,1,,,,,,,,,,0,,75,0
4271,note_on,,4,0,1,,,,,,,,,,0,,67,0
4285,note_on,,14,0,1,,,,,,,,,,0,,82,0
4295,control_change,,10,0,1,,,,,,,,64,0,0,,,
4300,control_change,,5,0,1,,,,,,,,64,127,0,,,
4302,note_on,,2,0,1,,,,,,,,,,0,,50,48
4304,note_on,,2,0,1,,,,,,,,,,0,,70,46
4308,note_on,,4,0,1,,,,,,,,,,0,,58,48
4310,note_on,,2,0,1,,,,,,,,,,0,,80,50
4311,note_on,,1,0,1,,,,,,,,,,0,,50,0
4312,note_on,,1,0,1,,,,,,,,,,0,,70,0
4317,note_on,,5,0,1,,,,,,,,,,0,,80,0
4319,note_on,,2,0,1,,,,,,,,,,0,,58,0
4323,note_on,,4,0,1,,,,,,,,,,0,,89,61
4323,note_on,,0,0,1,,,,,,,,,,0,,68,51
4327,note_on,,4,0,1,,,,,,,,,,0,,68,0
4328,note_on,,1,0,1,,,,,,,,,,0,,89,0
4358,note_on,,30,0,1,,,,,,,,,,0,,50,55
4362,note_on,,4,0,1,,,,,,,,,,0,,70,45
4365,note_on,,3,0,1,,,,,,,,,,0,,50,0
4365,note_on,,0,0,1,,,,,,,,,,0,,58,56
4370,note_on,,5,0,1,,,,,,,,,,0,,80,51
4378,note_on,,0,0,1,,,,,,,,,,0,,68,56
4378,note_on,,8,0,1,,,,,,,,,,0,,82,57
4384,note_on,,6,0,1,,,,,,,,,,0,,58,0
4385,note_on,,1,0,1,,,,,,,,,,0,,68,0
4386,note_on,,1,0,1,,,,,,,,,,0,,70,0
4399,note_on,,13,0,1,,,,,,,,,,0,,80,0
4404,note_on,,5,0,1,,,,,,,,,,0,,82,0
4417,note_on,,13,0,1,,,,,,,,,,0,,50,50
4418,note_on,,1,0,1,,,,,,,,,,0,,70,47
4422,note_on,,4,0,1,,,,,,,,,,0,,50,0
4424,note_on,,2,0,1,,,,,,,,,,0,,58,51
4426,note_on,,2,0,1,,,,,,,,,,0,,80,52
4437,note_on,,11,0,1,,,,,,,,,,0,,81,57
4437,note_on,,0,0,1,,,,,,,,,,0,,68,51
4444,note_on,,7,0,1,,,,,,,,,,0,,70,0
4445,note_on,,1,0,1,,,,,,,,,,0,,68,0
4446,note_on,,1,0,1,,,,,,,,,,0,,58,0
4452,note_on,,6,0,1,,,,,,,,,,0,,80,0
4460,note_on,,8,0,1,,,,,,,,,,0,,81,0
4477,note_on,,17,0,1,,,,,,,,,,0,,70,47
4478,note_on,,1,0,1,,,,,,,,,,0,,50,51
4486,note_on,,8,0,1,,,,,,,,,,0,,80,50
4487,note_on,,1,0,1,,,,,,,,,,0,,58,52
4489,note_on,,2,0,1,,,,,,,,,,0,,50,0
4498,note_on,,9,0,1,,,,,,,,,,0,,82,53
4499,note_on,,1,0,1,,,,,,,,,,0,,68,53
4505,note_on,,6,0,1,,,,,,,,,,0,,68,0
4506,note_on,,1,0,1,,,,,,,,,,0,,70,0
4509,note_on,,3,0,1,,,,,,,,,,0,,58,0
4510,note_on,,1,0,1,,,,,,,,,,0,,80,0
4520,note_on,,10,0,1,,,,,,,,,,0,,82,0
4534,note_on,,14,0,1,,,,,,,,,,0,,70,40
4539,note_on,,5,0,1,,,,,,,,,,0,,50,53
4545,note_on,,6,0,1,,,,,,,,,,0,,58,53
4546,note_on,,1,0,1,,,,,,,,,,0,,50,0
4548,note_on,,2,0,1,,,,,,,,,,0,,80,45
4555,note_on,,7,0,1,,,,,,,,,,0,,70,0
4558,note_on,,3,0,1,,,,,,,,,,0,,84,57
4562,note_on,,4,0,1,,,,,,,,,,0,,68,57
4570,note_on,,8,0,1,,,,,,,,,,0,,68,0
4571,note_on,,1,0,1,,,,,,,,,,0,,80,0
4578,note_on,,7,0,1,,,,,,,,,,0,,84,0
4580,note_on,,2,0,1,,,,,,,,,,0,,58,0
4594,note_on,,14,0,1,,,,,,,,,,0,,70,42
4598,note_on,,4,0,1,,,,,,,,,,0,,50,51
4607,note_on,,9,0,1,,,,,,,,,,0,,58,52
4608,note_on,,1,0,1,,,,,,,,,,0,,80,52
4611,note_on,,3,0,1,,,,,,,,,,0,,50,0
4618,note_on,,7,0,1,,,,,,,,,,0,,82,56
4621,note_on,,3,0,1,,,,,,,,,,0,,68,53
4622,note_on,,1,0,1,,,,,,,,,,0,,70,0
4628,note_on,,6,0,1,,,,,,,,,,0,,68,0
4631,note_on,,3,0,1,,,,,,,,,,0,,80,0
4632,note_on,,1,0,1,,,,,,,,,,0,,58,0
4635,note_on,,3,0,1,,,,,,,,,,0,,82,0
4646,note_on,,11,0,1,,,,,,,,,,0,,70,42
4657,note_on,,11,0,1,,,,,,,,,,0,,79,47
4657,note_on,,0,0,1,,,,,,,,,,0,,51,55
4660,note_on,,3,0,1,,,,,,,,,,0,,70,0
4665,note_on,,5,0,1,,,,,,,,,,0,,82,52
4665,control_change,,0,0,1,,,,,,,,64,0,0,,,
4667,note_on,,2,0,1,,,,,,,,,,0,,58,59
4668,note_on,,1,0,1,,,,,,,,,,0,,79,0
4671,note_on,,3,0,1,,,,,,,,,,0,,51,0
4673,note_on,,2,0,1,,,,,,,,,,0,,82,0
4676,control_change,,3,0,1,,,,,,,,64,127,0,,,
4679,note_on,,3,0,1,,,,,,,,,,0,,67,61
4680,note_on,,1,0,1,,,,,,,,,,0,,91,63
4688,note_on,,8,0,1,,,,,,,,,,0,,91,0
4689,note_on,,1,0,1,,,,,,,,,,0,,67,0
4693,note_on,,4,0,1,,,,,,,,,,0,,58,0
4717,note_on,,24,0,1,,,,,,,,,,0,,53,53
4721,note_on,,4,0,1,,,,,,,,,,0,,70,48
4725,control_change,,4,0,1,,,,,,,,64,0,0,,,
4727,note_on,,2,0,1,,,,,,,,,,0,,58,57
4729,note_on,,2,0,1,,,,,,,,,,0,,53,0
4730,note_on,,1,0,1,,,,,,,,,,0,,74,55
4732,control_change,,2,0,1,,,,,,,,64,127,0,,,
4734,note_on,,2,0,1,,,,,,,,,,0,,82,57
4735,note_on,,1,0,1,,,,,,,,,,0,,62,58
4741,note_on,,6,0,1,,,,,,,,,,0,,70,0
4741,note_on,,0,0,1,,,,,,,,,,0,,68,59
4743,note_on,,2,0,1,,,,,,,,,,0,,74,0
4743,note_on,,0,0,1,,,,,,,,,,0,,86,63
4744,note_on,,1,0,1,,,,,,,,,,0,,62,0
4749,note_on,,5,0,1,,,,,,,,,,0,,58,0
4752,note_on,,3,0,1,,,,,,,,,,0,,82,0
4755,note_on,,3,0,1,,,,,,,,,,0,,86,0
4757,note_on,,2,0,1,,,,,,,,,,0,,68,0
4775,note_on,,18,0,1,,,,,,,,,,0,,70,47
