tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,data,note,velocity
8616,note_off,,17,0,2,,,,,,,0,,71,0
8622,note_off,,6,0,2,,,,,,,0,,75,0
8640,set_tempo,313310,48,1,0,,,,,,,,,,
8688,set_tempo,314050,48,1,0,,,,,,,,,,
8736,set_tempo,314790,48,1,0,,,,,,,,,,
8784,set_tempo,315540,48,1,0,,,,,,,,,,
8798,note_on,,176,0,2,,,,,,,0,,75,43
8800,note_on,,2,0,2,,,,,,,0,,71,53
8816,note_off,,16,0,2,,,,,,,0,,76,0
8822,note_off,,6,0,2,,,,,,,0,,73,0
8832,set_tempo,316280,48,1,0,,,,,,,,,,
8880,set_tempo,317040,48,1,0,,,,,,,,,,
8928,set_tempo,317790,48,1,0,,,,,,,,,,
8976,set_tempo,318550,48,1,0,,,,,,,,,,
8989,note_on,,167,0,2,,,,,,,0,,73,35
8994,note_on,,5,0,2,,,,,,,0,,76,51
9011,note_off,,17,0,2,,,,,,,0,,71,0
9013,note_off,,2,0,2,,,,,,,0,,75,0
9024,set_tempo,319310,48,1,0,,,,,,,,,,
9072,set_tempo,306120,48,1,0,,,,,,,,,,
9173,note_on,,6101,0,3,,,,,,,0,,44,48
9189,note_on,,176,0,2,,,,,,,0,,75,37
9191,note_on,,2,0,2,,,,,,,0,,71,54
9194,note_off,,3,0,2,,,,,,,0,,76,0
9209,note_off,,15,0,2,,,,,,,0,,73,0
9288,control_change,,6216,0,5,,,,,64,127,0,,,
9386,note_on,,177,0,2,,,,,,,0,,73,35
9389,note_on,,3,0,2,,,,,,,0,,76,52
9410,note_off,,21,0,2,,,,,,,0,,71,0
9410,note_off,,0,0,2,,,,,,,0,,75,0
9555,note_on,,382,0,3,,,,,,,0,,51,48
9571,note_on,,161,0,2,,,,,,,0,,75,44
9575,note_on,,4,0,2,,,,,,,0,,71,48
9590,note_off,,15,0,2,,,,,,,0,,76,0
9595,note_off,,5,0,2,,,,,,,0,,73,0
9595,note_off,,40,0,3,,,,,,,0,,44,0
9767,note_on,,172,0,2,,,,,,,0,,73,35
9768,note_on,,1,0,2,,,,,,,0,,76,48
9788,note_off,,20,0,2,,,,,,,0,,71,0
9790,note_off,,2,0,2,,,,,,,0,,75,0
9955,note_on,,165,0,2,,,,,,,0,,75,39
9955,note_on,,360,0,3,,,,,,,0,,59,54
9961,note_on,,6,0,2,,,,,,,0,,71,43
9972,note_off,,11,0,2,,,,,,,0,,76,0
9978,note_off,,6,0,2,,,,,,,0,,73,0
10017,note_off,,62,0,3,,,,,,,0,,51,0
10081,control_change,,793,0,5,,,,,64,0,0,,,
10163,note_on,,185,0,2,,,,,,,0,,73,31
10165,note_on,,2,0,2,,,,,,,0,,76,52
10182,note_off,,17,0,2,,,,,,,0,,71,0
10191,note_off,,9,0,2,,,,,,,0,,75,0
10201,note_off,,184,0,3,,,,,,,0,,59,0
10343,note_on,,142,0,3,,,,,,,0,,43,66
10347,note_on,,156,0,2,,,,,,,0,,75,31
10353,note_on,,6,0,2,,,,,,,0,,71,53
10363,note_off,,10,0,2,,,,,,,0,,76,0
10376,note_off,,13,0,2,,,,,,,0,,73,0
10521,note_on,,145,0,2,,,,,,,0,,73,37
10526,note_on,,5,0,2,,,,,,,0,,76,56
10540,note_off,,14,0,2,,,,,,,0,,71,0
10549,note_off,,9,0,2,,,,,,,0,,75,0
10691,note_on,,348,0,3,,,,,,,0,,44,47
10717,note_on,,168,0,2,,,,,,,0,,75,42
10720,note_on,,3,0,2,,,,,,,0,,71,49
10725,note_off,,5,0,2,,,,,,,0,,76,0
10729,note_off,,38,0,3,,,,,,,0,,43,0
10741,note_off,,16,0,2,,,,,,,0,,73,0
10904,note_on,,163,0,2,,,,,,,0,,73,45
10910,note_on,,6,0,2,,,,,,,0,,76,60
10925,note_off,,15,0,2,,,,,,,0,,71,0
10930,note_off,,5,0,2,,,,,,,0,,75,0
11043,control_change,,962,0,5,,,,,64,127,0,,,
11086,note_on,,357,0,3,,,,,,,0,,51,37
11093,note_on,,163,0,2,,,,,,,0,,75,46
11096,note_on,,3,0,2,,,,,,,0,,71,66
11115,note_off,,19,0,2,,,,,,,0,,76,0
11117,note_off,,2,0,2,,,,,,,0,,73,0
11120,note_off,,34,0,3,,,,,,,0,,44,0
11278,note_on,,161,0,2,,,,,,,0,,73,45
11283,note_on,,5,0,2,,,,,,,0,,76,66
11298,note_off,,15,0,2,,,,,,,0,,71,0
11303,note_off,,5,0,2,,,,,,,0,,75,0
11465,note_on,,345,0,3,,,,,,,0,,59,58
11467,note_on,,164,0,2,,,,,,,0,,75,47
11474,note_on,,7,0,2,,,,,,,0,,71,68
11488,note_off,,14,0,2,,,,,,,0,,76,0
11498,note_off,,10,0,2,,,,,,,0,,73,0
11509,note_off,,44,0,3,,,,,,,0,,51,0
11626,control_change,,583,0,5,,,,,64,0,0,,,
11668,note_on,,170,0,2,,,,,,,0,,73,47
11672,note_on,,4,0,2,,,,,,,0,,76,66
11693,note_off,,21,0,2,,,,,,,0,,71,0
11695,note_off,,2,0,2,,,,,,,0,,75,0
11696,note_off,,187,0,3,,,,,,,0,,59,0
11860,note_on,,164,0,3,,,,,,,0,,39,54
11866,note_on,,171,0,2,,,,,,,0,,75,46
11873,note_on,,7,0,2,,,,,,,0,,71,70
11886,note_off,,13,0,2,,,,,,,0,,76,0
11896,note_off,,10,0,2,,,,,,,0,,73,0
12057,note_on,,161,0,2,,,,,,,0,,76,64
12058,note_on,,1,0,2,,,,,,,0,,73,44
12079,note_off,,21,0,2,,,,,,,0,,71,0
12080,note_off,,1,0,2,,,,,,,0,,75,0
12223,note_on,,363,0,3,,,,,,,0,,44,43
12259,note_on,,0,0,2,,,,,,,0,,75,54
12259,note_on,,179,0,2,,,,,,,0,,71,68
12271,note_off,,48,0,3,,,,,,,0,,39,0
12284,note_off,,25,0,2,,,,,,,0,,76,0
12287,note_off,,3,0,2,,,,,,,0,,73,0
12456,note_on,,169,0,2,,,,,,,0,,76,70
12458,note_on,,2,0,2,,,,,,,0,,73,48
12481,note_off,,23,0,2,,,,,,,0,,75,0
12484,note_off,,3,0,2,,,,,,,0,,71,0
12566,control_change,,940,0,5,,,,,64,127,0,,,
12626,note_on,,355,0,3,,,,,,,0,,51,51
12650,note_on,,166,0,2,,,,,,,0,,75,44
12652,note_off,,2,0,2,,,,,,,0,,76,0
12656,note_on,,4,0,2,,,,,,,0,,71,68
12673,note_off,,17,0,2,,,,,,,0,,73,0
12673,note_off,,47,0,3,,,,,,,0,,44,0
12824,note_on,,151,0,2,,,,,,,0,,70,49
12831,note_on,,7,0,2,,,,,,,0,,74,70
12843,note_off,,12,0,2,,,,,,,0,,71,0
12860,note_off,,17,0,2,,,,,,,0,,75,0
13019,note_on,,159,0,2,,,,,,,0,,75,41
13023,note_on,,350,0,3,,,,,,,0,,59,76
13026,note_off,,7,0,2,,,,,,,0,,74,0
13027,note_on,,1,0,2,,,,,,,0,,71,66
13040,note_off,,13,0,2,,,,,,,0,,70,0
13067,note_off,,44,0,3,,,,,,,0,,51,0
13128,control_change,,562,0,5,,,,,64,0,0,,,
13227,note_on,,187,0,2,,,,,,,0,,76,74
13227,note_on,,0,0,2,,,,,,,0,,73,54
13252,note_off,,25,0,2,,,,,,,0,,75,0
13254,note_off,,2,0,2,,,,,,,0,,71,0
13255,note_off,,188,0,3,,,,,,,0,,59,0
13398,note_on,,143,0,3,,,,,,,0,,49,56
13416,note_on,,162,0,2,,,,,,,0,,75,47
13417,note_off,,1,0,2,,,,,,,0,,76,0
13423,note_on,,6,0,2,,,,,,,0,,71,72
13437,note_off,,14,0,2,,,,,,,0,,73,0
13594,note_on,,157,0,2,,,,,,,0,,70,60
13598,note_on,,4,0,2,,,,,,,0,,74,74
13621,note_off,,23,0,2,,,,,,,0,,71,0
13623,note_off,,2,0,2,,,,,,,0,,75,0
13766,note_on,,368,0,3,,,,,,,0,,47,80
13789,note_off,,166,0,2,,,,,,,0,,74,0
13789,note_on,,0,0,2,,,,,,,0,,75,66
13795,note_on,,6,0,2,,,,,,,0,,71,80
13802,note_off,,36,0,3,,,,,,,0,,49,0
13807,note_off,,12,0,2,,,,,,,0,,70,0
13980,note_on,,173,0,2,,,,,,,0,,76,72
13981,note_on,,1,0,2,,,,,,,0,,73,47
13996,control_change,,868,0,5,,,,,64,127,0,,,
14004,note_off,,23,0,2,,,,,,,0,,71,0
14004,note_off,,0,0,2,,,,,,,0,,75,0
14155,note_on,,353,0,3,,,,,,,0,,51,60
14174,note_on,,170,0,2,,,,,,,0,,75,52
14176,note_on,,2,0,2,,,,,,,0,,71,76
14183,note_off,,28,0,3,,,,,,,0,,47,0
14193,note_off,,17,0,2,,,,,,,0,,73,0
14202,note_off,,9,0,2,,,,,,,0,,76,0
14363,note_on,,161,0,2,,,,,,,0,,70,56
14368,note_on,,5,0,2,,,,,,,0,,74,68
14385,note_off,,17,0,2,,,,,,,0,,71,0
14399,note_off,,14,0,2,,,,,,,0,,75,0
14551,note_on,,368,0,3,,,,,,,0,,59,68
14552,note_on,,153,0,2,,,,,,,0,,75,47
14555,note_off,,3,0,2,,,,,,,0,,74,0
14560,note_on,,5,0,2,,,,,,,0,,71,70
14575,note_off,,15,0,2,,,,,,,0,,70,0
14590,note_off,,39,0,3,,,,,,,0,,51,0
14663,control_change,,667,0,5,,,,,64,0,0,,,
14740,note_on,,165,0,2,,,,,,,0,,73,42
14740,note_on,,0,0,2,,,,,,,0,,76,68
14763,note_off,,23,0,2,,,,,,,0,,71,0
14764,note_off,,1,0,2,,,,,,,0,,75,0
14789,note_off,,199,0,3,,,,,,,0,,59,0
14924,note_on,,160,0,2,,,,,,,0,,75,47
14929,note_on,,140,0,3,,,,,,,0,,39,86
14930,note_on,,6,0,2,,,,,,,0,,71,58
14941,note_off,,11,0,2,,,,,,,0,,76,0
14946,note_off,,5,0,2,,,,,,,0,,73,0
15120,note_on,,174,0,2,,,,,,,0,,70,50
15123,note_on,,0,0,2,,,,,,,0,,74,68
15123,note_off,,3,0,2,,,,,,,0,,75,0
15148,note_off,,25,0,2,,,,,,,0,,71,0
15163,note_off,,234,0,3,,,,,,,0,,39,0
15294,note_off,,146,0,2,,,,,,,0,,70,0
15309,note_on,,146,0,3,,,,,,,0,,44,90
15315,note_on,,21,0,2,,,,,,,0,,71,72
15316,note_on,,1,0,2,,,,,,,0,,75,72
15336,note_off,,20,0,2,,,,,,,0,,74,0
15455,control_change,,792,0,5,,,,,64,127,0,,,
15519,note_on,,183,0,2,,,,,,,0,,73,56
15520,note_on,,1,0,2,,,,,,,0,,76,72
15540,note_off,,20,0,2,,,,,,,0,,75,0
15543,note_off,,3,0,2,,,,,,,0,,71,0
15544,note_off,,235,0,3,,,,,,,0,,44,0
15691,note_on,,147,0,3,,,,,,,0,,68,54
15692,note_on,,1,0,3,,,,,,,0,,63,51
15697,note_on,,5,0,3,,,,,,,0,,59,70
15721,note_on,,178,0,2,,,,,,,0,,77,74
15725,note_on,,4,0,2,,,,,,,0,,74,74
15741,note_off,,16,0,2,,,,,,,0,,73,0
15743,note_off,,2,0,2,,,,,,,0,,76,0
15917,note_on,,174,0,2,,,,,,,0,,75,76
15919,note_on,,2,0,2,,,,,,,0,,78,82
15935,note_off,,16,0,2,,,,,,,0,,77,0
15941,note_off,,6,0,2,,,,,,,0,,74,0
15968,note_off,,271,0,3,,,,,,,0,,59,0
15986,note_off,,18,0,3,,,,,,,0,,68,0
15987,note_off,,1,0,3,,,,,,,0,,63,0
16101,note_on,,160,0,2,,,,,,,0,,76,72
16101,note_on,,0,0,2,,,,,,,0,,79,84
16116,note_on,,129,0,3,,,,,,,0,,63,62
16117,note_on,,1,0,3,,,,,,,0,,68,74
16120,note_on,,3,0,3,,,,,,,0,,59,84
16120,note_off,,19,0,2,,,,,,,0,,78,0
16121,note_off,,1,0,2,,,,,,,0,,75,0
16282,note_on,,0,0,2,,,,,,,0,,77,80
16282,note_on,,161,0,2,,,,,,,0,,80,74
16301,note_off,,19,0,2,,,,,,,0,,79,0
16303,note_off,,2,0,2,,,,,,,0,,76,0
16388,note_off,,268,0,3,,,,,,,0,,59,0
16395,note_off,,7,0,3,,,,,,,0,,63,0
16465,note_on,,70,0,3,,,,,,,0,,63,70
16467,note_on,,2,0,3,,,,,,,0,,66,62
16470,note_on,,3,0,3,,,,,,,0,,59,80
16483,note_on,,180,0,2,,,,,,,0,,78,58
16484,note_on,,1,0,2,,,,,,,0,,81,72
16503,note_off,,19,0,2,,,,,,,0,,80,0
16507,note_off,,4,0,2,,,,,,,0,,77,0
16511,note_off,,41,0,3,,,,,,,0,,68,0
16680,note_on,,173,0,2,,,,,,,0,,82,66
16680,note_on,,0,0,2,,,,,,,0,,79,78
16700,note_off,,20,0,2,,,,,,,0,,78,0
16701,note_off,,1,0,2,,,,,,,0,,81,0
16773,note_off,,262,0,3,,,,,,,0,,63,0
16776,note_off,,3,0,3,,,,,,,0,,66,0
16790,note_off,,14,0,3,,,,,,,0,,59,0
16854,note_on,,153,0,2,,,,,,,0,,83,82
16856,note_on,,2,0,2,,,,,,,0,,80,56
16863,note_on,,73,0,3,,,,,,,0,,63,51
16866,note_on,,0,0,3,,,,,,,0,,66,54
16866,note_on,,3,0,3,,,,,,,0,,59,76
16872,note_off,,16,0,2,,,,,,,0,,82,0
16881,note_off,,9,0,2,,,,,,,0,,79,0
17023,note_off,,157,0,3,,,,,,,0,,59,0
17064,note_on,,183,0,2,,,,,,,0,,84,74
17068,note_on,,4,0,2,,,,,,,0,,81,53
17079,control_change,,1624,0,5,,,,,64,0,0,,,
17084,note_off,,16,0,2,,,,,,,0,,80,0
17094,note_off,,10,0,2,,,,,,,0,,83,0
17130,note_off,,107,0,3,,,,,,,0,,63,0
17231,note_on,,101,0,3,,,,,,,0,,59,74
17233,note_on,,2,0,3,,,,,,,0,,64,78
17233,note_on,,0,0,3,,,,,,,0,,56,39
17262,note_on,,168,0,2,,,,,,,0,,82,84
17264,note_on,,2,0,2,,,,,,,0,,85,81
17276,note_off,,43,0,3,,,,,,,0,,66,0
17280,note_off,,16,0,2,,,,,,,0,,84,0
17286,note_off,,6,0,2,,,,,,,0,,81,0
17453,note_on,,167,0,2,,,,,,,0,,86,80
17456,note_on,,3,0,2,,,,,,,0,,83,74
17470,note_off,,14,0,2,,,,,,,0,,85,0
17473,note_off,,3,0,2,,,,,,,0,,82,0
17508,note_off,,232,0,3,,,,,,,0,,59,0
17513,note_off,,5,0,3,,,,,,,0,,56,0
17523,note_off,,10,0,3,,,,,,,0,,64,0
17634,note_on,,111,0,3,,,,,,,0,,59,88
17635,note_on,,1,0,3,,,,,,,0,,56,49
17635,note_on,,0,0,3,,,,,,,0,,64,80
17639,note_on,,0,0,2,,,,,,,0,,87,84
17639,note_on,,166,0,2,,,,,,,0,,84,84
17659,note_off,,20,0,2,,,,,,,0,,86,0
17662,note_off,,3,0,2,,,,,,,0,,83,0
17828,note_on,,166,0,2,,,,,,,0,,85,68
17830,note_on,,2,0,2,,,,,,,0,,88,78
17848,note_off,,18,0,2,,,,,,,0,,84,0
17855,note_off,,7,0,2,,,,,,,0,,87,0
17923,note_off,,288,0,3,,,,,,,0,,59,0
17933,note_off,,10,0,3,,,,,,,0,,56,0
18022,note_on,,167,0,2,,,,,,,0,,89,80
18025,note_on,,3,0,2,,,,,,,0,,86,74
18027,note_on,,94,0,3,,,,,,,0,,59,78
18027,note_on,,0,0,3,,,,,,,0,,56,47
18028,note_on,,1,0,3,,,,,,,0,,63,46
18043,note_off,,18,0,2,,,,,,,0,,85,0
18050,note_off,,7,0,2,,,,,,,0,,88,0
18056,note_off,,28,0,3,,,,,,,0,,64,0
18208,note_on,,158,0,2,,,,,,,0,,87,69
18227,note_on,,0,0,2,,,,,,,0,,90,76
18227,note_off,,19,0,2,,,,,,,0,,89,0
18229,note_off,,2,0,2,,,,,,,0,,86,0
18272,note_off,,216,0,3,,,,,,,0,,59,0
18303,note_off,,31,0,3,,,,,,,0,,63,0
18327,note_off,,24,0,3,,,,,,,0,,56,0
18392,note_on,,65,0,3,,,,,,,0,,63,62
18393,note_on,,1,0,3,,,,,,,0,,59,94
18394,note_on,,1,0,3,,,,,,,0,,56,53
18409,note_on,,180,0,2,,,,,,,0,,91,86
18410,note_on,,1,0,2,,,,,,,0,,88,82
18428,note_off,,18,0,2,,,,,,,0,,90,0
18429,note_off,,1,0,2,,,,,,,0,,87,0
18583,note_off,,189,0,3,,,,,,,0,,56,0
18600,note_on,,0,0,2,,,,,,,0,,89,94
18600,note_on,,171,0,2,,,,,,,0,,92,94
18620,note_off,,20,0,2,,,,,,,0,,91,0
18623,note_off,,3,0,2,,,,,,,0,,88,0
18678,note_off,,95,0,3,,,,,,,0,,63,0
18766,note_on,,88,0,3,,,,,,,0,,61,48
18767,note_on,,1,0,3,,,,,,,0,,56,53
18770,note_off,,3,0,3,,,,,,,0,,59,0
18770,note_on,,0,0,3,,,,,,,0,,51,64
18781,note_on,,158,0,2,,,,,,,0,,90,90
18781,note_on,,0,0,2,,,,,,,0,,93,90
18808,note_off,,27,0,2,,,,,,,0,,92,0
18809,note_off,,1,0,2,,,,,,,0,,89,0
18983,note_on,,174,0,2,,,,,,,0,,94,94
18986,note_on,,3,0,2,,,,,,,0,,91,94
19006,note_off,,20,0,2,,,,,,,0,,90,0
19009,note_off,,3,0,2,,,,,,,0,,93,0
19068,note_off,,298,0,3,,,,,,,0,,56,0
19073,note_off,,5,0,3,,,,,,,0,,61,0
19074,note_off,,1,0,3,,,,,,,0,,51,0
19153,note_on,,79,0,3,,,,,,,0,,61,76
19154,note_on,,1,0,3,,,,,,,0,,56,88
19157,note_on,,3,0,3,,,,,,,0,,51,78
19162,note_off,,153,0,2,,,,,,,0,,91,0
19169,note_off,,7,0,2,,,,,,,0,,94,0
19177,note_on,,0,0,2,,,,,,,0,,95,102
19177,note_on,,8,0,2,,,,,,,0,,92,102
19285,note_off,,108,0,2,,,,,,,0,,95,0
19286,note_off,,1,0,2,,,,,,,0,,92,0
19418,note_off,,261,0,3,,,,,,,0,,56,0
19430,note_off,,12,0,3,,,,,,,0,,51,0
19539,note_on,,109,0,3,,,,,,,0,,51,48
19539,note_on,,0,0,3,,,,,,,0,,56,50
19577,note_off,,38,0,3,,,,,,,0,,61,0
19577,note_on,,0,0,3,,,,,,,0,,59,84
19864,note_off,,287,0,3,,,,,,,0,,56,0
19881,note_off,,17,0,3,,,,,,,0,,59,0
19899,note_off,,18,0,3,,,,,,,0,,51,0
19976,note_on,,77,0,3,,,,,,,0,,56,58
19977,note_on,,1,0,3,,,,,,,0,,59,86
19978,note_on,,1,0,3,,,,,,,0,,51,56
20227,note_off,,249,0,3,,,,,,,0,,51,0
20277,note_off,,50,0,3,,,,,,,0,,56,0
20317,note_off,,40,0,3,,,,,,,0,,59,0
20340,note_on,,23,0,3,,,,,,,0,,51,60
20342,note_on,,2,0,3,,,,,,,0,,58,72
20343,note_on,,1,0,3,,,,,,,0,,49,58
20635,note_off,,292,0,3,,,,,,,0,,51,0
20646,note_off,,11,0,3,,,,,,,0,,49,0
20646,note_off,,0,0,3,,,,,,,0,,58,0
20711,note_on,,65,0,3,,,,,,,0,,51,53
20711,note_on,,0,0,3,,,,,,,0,,58,53
20713,note_on,,2,0,3,,,,,,,0,,49,64
20997,note_off,,284,0,3,,,,,,,0,,49,0
21018,note_off,,21,0,3,,,,,,,0,,51,0
21108,note_on,,90,0,3,,,,,,,0,,56,62
21109,note_on,,1,0,3,,,,,,,0,,51,56
21110,note_on,,1,0,3,,,,,,,0,,47,48
21138,note_off,,28,0,3,,,,,,,0,,58,0
21385,note_off,,247,0,3,,,,,,,0,,51,0
21386,note_off,,1,0,3,,,,,,,0,,47,0
21388,note_off,,2,0,3,,,,,,,0,,56,0
21504,control_change,,21504,0,4,,,,,10,64,0,,,
21504,control_change,,2218,0,2,,,,,10,64,0,,,
21506,note_on,,2,0,4,,,,,,,0,,44,54
21525,note_on,,21,0,2,,,,,,,0,,80,60
