tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity,control,value
3783,note_off,,,,,40,0,1,,,0,60,64,,
3784,note_on,,,,,1,0,1,,,0,57,52,,
3823,note_off,,,,,39,0,1,,,0,57,64,,
3825,note_on,,,,,2,0,1,,,0,48,52,,
3859,control_change,,,,,34,0,1,,,0,,,64,96
3864,note_off,,,,,5,0,1,,,0,48,64,,
3866,note_on,,,,,2,0,1,,,0,31,80,,
3870,control_change,,,,,4,0,1,,,0,,,64,0
3876,note_on,,,,,0,0,1,,,0,31,75,,
3876,note_on,,,,,6,0,1,,,0,43,75,,
3906,note_off,,,,,30,0,1,,,0,31,64,,
3908,note_on,,,,,2,0,1,,,0,47,56,,
3943,control_change,,,,,35,0,1,,,0,,,64,64
3947,note_off,,,,,4,0,1,,,0,47,64,,
3947,note_on,,,,,0,0,1,,,0,55,67,,
3955,control_change,,,,,8,0,1,,,0,,,64,127
3988,note_off,,,,,33,0,1,,,0,55,64,,
3989,note_on,,,,,1,0,1,,,0,59,63,,
4011,note_off,,,,,22,0,1,,,0,43,64,,
4013,control_change,,,,,0,0,1,,,0,,,123,0
4013,note_off,,,,,2,0,1,,,0,31,64,,
4030,note_off,,,,,17,0,1,,,0,59,64,,
4030,note_on,,,,,0,0,1,,,0,62,70,,
4069,note_off,,,,,39,0,1,,,0,62,64,,
4071,note_on,,,,,2,0,1,,,0,59,60,,
4110,note_off,,,,,39,0,1,,,0,59,64,,
4112,note_on,,,,,2,0,1,,,0,67,56,,
4152,note_off,,,,,40,0,1,,,0,67,64,,
4152,note_on,,,,,0,0,1,,,0,71,52,,
4182,note_on,,,,,30,0,1,,,0,42,74,,
4182,note_on,,,,,0,0,1,,,0,30,74,,
4193,note_off,,,,,11,0,1,,,0,71,64,,
4193,note_on,,,,,0,0,1,,,0,74,67,,
4221,note_off,,,,,28,0,1,,,0,42,64,,
4227,control_change,,,,,0,0,1,,,0,,,123,0
4227,note_off,,,,,6,0,1,,,0,30,64,,
4234,note_off,,,,,7,0,1,,,0,74,64,,
4235,note_on,,,,,1,0,1,,,0,71,50,,
4273,note_off,,,,,38,0,1,,,0,71,64,,
4275,note_on,,,,,2,0,1,,,0,79,62,,
4315,note_off,,,,,40,0,1,,,0,79,64,,
4317,note_on,,,,,2,0,1,,,0,83,59,,
4349,note_on,,,,,32,0,1,,,0,40,70,,
4349,note_on,,,,,0,0,1,,,0,28,75,,
4356,note_off,,,,,7,0,1,,,0,83,64,,
4358,note_on,,,,,2,0,1,,,0,86,67,,
4388,note_off,,,,,30,0,1,,,0,40,64,,
4394,note_off,,,,,6,0,1,,,0,28,64,,
4394,control_change,,,,,0,0,1,,,0,,,123,0
4398,note_off,,,,,4,0,1,,,0,86,64,,
4398,note_on,,,,,0,0,1,,,0,83,62,,
4439,note_off,,,,,41,0,1,,,0,83,64,,
4439,note_on,,,,,0,0,1,,,0,91,62,,
4480,note_off,,,,,41,0,1,,,0,91,64,,
4480,note_on,,,,,0,0,1,,,0,95,59,,
4520,note_off,,,,,40,0,1,,,0,95,64,,
4522,note_on,,,,,0,0,1,,,0,26,70,,
4522,note_on,,,,,2,0,1,,,0,98,71,,
4525,note_on,,,,,0,0,1,,,0,26,80,,
4525,note_on,,,,,3,0,1,,,0,38,75,,
4549,control_change,,,,,24,0,1,,,0,,,64,96
4559,control_change,,,,,10,0,1,,,0,,,64,0
4561,note_off,,,,,0,0,1,,,0,98,64,,
4561,note_off,,,,,2,0,1,,,0,26,64,,
4563,note_on,,,,,2,0,1,,,0,93,50,,
4602,note_off,,,,,39,0,1,,,0,93,64,,
4604,note_on,,,,,2,0,1,,,0,90,50,,
4642,control_change,,,,,38,0,1,,,0,,,64,64
4644,note_off,,,,,2,0,1,,,0,90,64,,
4644,note_on,,,,,0,0,1,,,0,84,52,,
4658,control_change,,,,,14,0,1,,,0,,,64,96
4668,control_change,,,,,10,0,1,,,0,,,64,127
4685,note_off,,,,,17,0,1,,,0,84,64,,
4685,note_on,,,,,0,0,1,,,0,86,62,,
4726,note_off,,,,,41,0,1,,,0,86,64,,
4727,note_on,,,,,1,0,1,,,0,81,52,,
4765,note_off,,,,,38,0,1,,,0,81,64,,
4767,note_on,,,,,2,0,1,,,0,78,47,,
4807,note_off,,,,,40,0,1,,,0,78,64,,
4809,note_on,,,,,2,0,1,,,0,72,47,,
4848,note_off,,,,,39,0,1,,,0,72,64,,
4848,note_on,,,,,0,0,1,,,0,74,70,,
4889,note_off,,,,,41,0,1,,,0,74,64,,
4890,note_on,,,,,1,0,1,,,0,69,59,,
4905,note_off,,,,,15,0,1,,,0,26,64,,
4927,note_off,,,,,22,0,1,,,0,38,64,,
4931,note_on,,,,,0,0,1,,,0,66,58,,
4931,note_off,,,,,4,0,1,,,0,69,64,,
4932,control_change,,,,,1,0,1,,,0,,,123,0
4970,note_off,,,,,38,0,1,,,0,66,64,,
4972,note_on,,,,,2,0,1,,,0,60,56,,
5012,note_off,,,,,40,0,1,,,0,60,64,,
5014,note_on,,,,,2,0,1,,,0,62,62,,
5052,note_off,,,,,38,0,1,,,0,62,64,,
5055,note_on,,,,,3,0,1,,,0,57,52,,
5094,note_on,,,,,0,0,1,,,0,54,63,,
5094,note_off,,,,,39,0,1,,,0,57,64,,
5135,note_off,,,,,41,0,1,,,0,54,64,,
5136,note_on,,,,,1,0,1,,,0,48,50,,
5177,note_on,,,,,0,0,1,,,0,31,75,,
5177,note_off,,,,,41,0,1,,,0,48,64,,
5194,note_on,,,,,0,0,1,,,0,31,80,,
5194,note_on,,,,,17,0,1,,,0,43,75,,
5199,control_change,,,,,5,0,1,,,0,,,64,64
5210,control_change,,,,,11,0,1,,,0,,,64,0
5218,note_on,,,,,0,0,1,,,0,48,56,,
5218,note_off,,,,,8,0,1,,,0,31,64,,
5259,note_on,,,,,0,0,1,,,0,53,60,,
5259,note_off,,,,,41,0,1,,,0,48,64,,
5272,control_change,,,,,13,0,1,,,0,,,64,64
5282,control_change,,,,,10,0,1,,,0,,,64,127
5301,note_off,,,,,19,0,1,,,0,53,64,,
5301,note_on,,,,,0,0,1,,,0,56,59,,
5342,note_off,,,,,41,0,1,,,0,56,64,,
5344,note_on,,,,,2,0,1,,,0,62,62,,
5385,note_off,,,,,41,0,1,,,0,62,64,,
5386,note_on,,,,,1,0,1,,,0,60,56,,
5426,note_off,,,,,40,0,1,,,0,60,64,,
5428,note_on,,,,,2,0,1,,,0,65,56,,
5470,note_on,,,,,0,0,1,,,0,68,55,,
5470,note_off,,,,,42,0,1,,,0,65,64,,
5513,note_on,,,,,0,0,1,,,0,74,62,,
5513,note_off,,,,,43,0,1,,,0,68,64,,
5556,note_on,,,,,0,0,1,,,0,72,56,,
5556,note_off,,,,,43,0,1,,,0,74,64,,
5599,note_off,,,,,43,0,1,,,0,72,64,,
5599,note_on,,,,,0,0,1,,,0,77,44,,
5642,note_off,,,,,43,0,1,,,0,77,64,,
5644,note_on,,,,,2,0,1,,,0,80,50,,
5688,note_off,,,,,44,0,1,,,0,80,64,,
5688,note_on,,,,,0,0,1,,,0,86,59,,
5731,note_off,,,,,43,0,1,,,0,86,64,,
5733,note_on,,,,,2,0,1,,,0,84,47,,
5775,note_off,,,,,42,0,1,,,0,84,64,,
5776,note_on,,,,,1,0,1,,,0,89,56,,
5820,note_off,,,,,44,0,1,,,0,89,64,,
5821,note_on,,,,,1,0,1,,,0,92,50,,
5866,note_off,,,,,45,0,1,,,0,92,64,,
5866,note_on,,,,,0,0,1,,,0,98,60,,
5911,note_on,,,,,0,0,1,,,0,91,50,,
5911,note_off,,,,,45,0,1,,,0,98,64,,
5956,note_on,,,,,0,0,1,,,0,89,47,,
5956,note_off,,,,,45,0,1,,,0,91,64,,
6001,note_on,,,,,0,0,1,,,0,83,52,,
6001,note_off,,,,,45,0,1,,,0,89,64,,
6046,note_on,,,,,0,0,1,,,0,86,67,,
6046,note_off,,,,,45,0,1,,,0,83,64,,
6091,note_off,,,,,45,0,1,,,0,86,64,,
6091,note_on,,,,,0,0,1,,,0,79,44,,
6136,note_on,,,,,0,0,1,,,0,77,50,,
6136,note_off,,,,,45,0,1,,,0,79,64,,
6181,note_on,,,,,0,0,1,,,0,71,47,,
6181,note_off,,,,,45,0,1,,,0,77,64,,
6226,note_off,,,,,45,0,1,,,0,71,64,,
6227,note_on,,,,,1,0,1,,,0,74,59,,
6271,note_off,,,,,44,0,1,,,0,74,64,,
6272,note_on,,,,,1,0,1,,,0,67,52,,
6316,note_on,,,,,0,0,1,,,0,65,50,,
6316,note_off,,,,,44,0,1,,,0,67,64,,
6361,note_off,,,,,45,0,1,,,0,65,64,,
6361,note_on,,,,,0,0,1,,,0,59,48,,
6387,note_off,,,,,26,0,1,,,0,31,64,,
6406,note_off,,,,,19,0,1,,,0,59,64,,
6407,note_on,,,,,1,0,1,,,0,63,68,,
6425,note_off,,,,,18,0,1,,,0,43,64,,
6427,control_change,,,,,2,0,1,,,0,,,123,0
6451,note_off,,,,,24,0,1,,,0,63,64,,
6452,note_on,,,,,1,0,1,,,0,55,56,,
6496,note_off,,,,,44,0,1,,,0,55,64,,
6497,note_on,,,,,1,0,1,,,0,53,56,,
6541,note_off,,,,,44,0,1,,,0,53,64,,
6542,note_on,,,,,1,0,1,,,0,47,56,,
6587,note_off,,,,,45,0,1,,,0,47,64,,
6587,note_on,,,,,0,0,1,,,0,36,70,,
6621,note_on,,,,,34,0,1,,,0,48,70,,
6621,note_on,,,,,0,0,1,,,0,36,70,,
6628,control_change,,,,,7,0,1,,,0,,,64,96
6632,note_on,,,,,0,0,1,,,0,48,56,,
6632,note_off,,,,,4,0,1,,,0,36,64,,
6639,control_change,,,,,7,0,1,,,0,,,64,0
6675,note_off,,,,,36,0,1,,,0,48,64,,
6677,note_on,,,,,2,0,1,,,0,55,56,,
6701,control_change,,,,,24,0,1,,,0,,,64,64
6710,control_change,,,,,9,0,1,,,0,,,64,127
6720,note_off,,,,,10,0,1,,,0,55,64,,
6720,note_on,,,,,0,0,1,,,0,60,52,,
6763,note_off,,,,,43,0,1,,,0,60,64,,
6765,note_on,,,,,2,0,1,,,0,64,64,,
6808,note_on,,,,,0,0,1,,,0,60,52,,
6808,note_off,,,,,43,0,1,,,0,64,64,,
6851,note_off,,,,,43,0,1,,,0,60,64,,
6852,note_on,,,,,1,0,1,,,0,67,56,,
6894,note_off,,,,,42,0,1,,,0,67,64,,
6895,note_on,,,,,1,0,1,,,0,72,56,,
6937,note_off,,,,,42,0,1,,,0,72,64,,
6938,note_on,,,,,1,0,1,,,0,76,67,,
6979,note_off,,,,,41,0,1,,,0,76,64,,
6981,note_on,,,,,2,0,1,,,0,72,52,,
7022,note_on,,,,,0,0,1,,,0,79,56,,
7022,note_off,,,,,41,0,1,,,0,72,64,,
7063,note_off,,,,,41,0,1,,,0,79,64,,
7066,note_on,,,,,3,0,1,,,0,84,52,,
7106,note_off,,,,,40,0,1,,,0,84,64,,
7107,note_on,,,,,1,0,1,,,0,88,67,,
7148,note_off,,,,,41,0,1,,,0,88,64,,
7148,note_on,,,,,0,0,1,,,0,84,34,,
7189,note_off,,,,,41,0,1,,,0,84,64,,
7191,note_on,,,,,2,0,1,,,0,91,52,,
7231,note_off,,,,,40,0,1,,,0,91,64,,
7231,note_on,,,,,0,0,1,,,0,96,56,,
7272,note_on,,,,,0,0,1,,,0,100,70,,
7272,note_off,,,,,41,0,1,,,0,96,64,,
7313,note_on,,,,,0,0,1,,,0,96,52,,
7313,note_off,,,,,41,0,1,,,0,100,64,,
7353,note_off,,,,,40,0,1,,,0,96,64,,
7355,note_on,,,,,2,0,1,,,0,91,47,,
7394,note_off,,,,,39,0,1,,,0,91,64,,
7396,note_on,,,,,2,0,1,,,0,84,39,,
7435,note_off,,,,,39,0,1,,,0,84,64,,
7437,note_on,,,,,2,0,1,,,0,88,70,,
7476,note_off,,,,,39,0,1,,,0,88,64,,
7477,note_on,,,,,1,0,1,,,0,84,56,,
7516,note_off,,,,,39,0,1,,,0,48,64,,
7518,note_off,,,,,2,0,1,,,0,84,64,,
7518,note_on,,,,,0,0,1,,,0,79,50,,
7542,note_off,,,,,24,0,1,,,0,36,64,,
7542,control_change,,,,,0,0,1,,,0,,,123,0
7559,note_off,,,,,17,0,1,,,0,79,64,,
7560,note_on,,,,,1,0,1,,,0,72,41,,
7598,note_off,,,,,38,0,1,,,0,72,64,,
7600,note_on,,,,,2,0,1,,,0,76,62,,
7640,note_off,,,,,40,0,1,,,0,76,64,,
7642,note_on,,,,,2,0,1,,,0,72,36,,
7681,note_off,,,,,39,0,1,,,0,72,64,,
7683,note_on,,,,,2,0,1,,,0,67,52,,
7722,note_off,,,,,39,0,1,,,0,67,64,,
7723,note_on,,,,,1,0,1,,,0,60,44,,
7764,note_off,,,,,41,0,1,,,0,60,64,,
7764,note_on,,,,,0,0,1,,,0,64,67,,
7805,note_off,,,,,41,0,1,,,0,64,64,,
7805,note_on,,,,,0,0,1,,,0,60,44,,
7844,note_off,,,,,39,0,1,,,0,60,64,,
7847,note_on,,,,,3,0,1,,,0,55,52,,
7885,note_off,,,,,38,0,1,,,0,55,64,,
7887,note_on,,,,,2,0,1,,,0,48,39,,
7925,control_change,,,,,38,0,1,,,0,,,64,64
7927,note_off,,,,,2,0,1,,,0,48,64,,
7928,note_on,,,,,0,0,1,,,0,33,75,,
7928,note_on,,,,,1,0,1,,,0,33,67,,
7929,note_on,,,,,1,0,1,,,0,45,67,,
7940,control_change,,,,,11,0,1,,,0,,,64,0
7968,note_on,,,,,0,0,1,,,0,48,47,,
7968,note_off,,,,,28,0,1,,,0,33,64,,
8000,control_change,,,,,32,0,1,,,0,,,64,64
8010,note_off,,,,,10,0,1,,,0,48,64,,
8010,note_on,,,,,0,0,1,,,0,53,48,,
8010,control_change,,,,,0,0,1,,,0,,,64,96
8021,control_change,,,,,11,0,1,,,0,,,64,127
8049,note_off,,,,,28,0,1,,,0,53,64,,
8051,note_on,,,,,2,0,1,,,0,60,50,,
8090,note_off,,,,,39,0,1,,,0,60,64,,
8092,note_on,,,,,2,0,1,,,0,65,70,,
8132,note_off,,,,,40,0,1,,,0,65,64,,
8134,note_on,,,,,2,0,1,,,0,60,52,,
8173,note_off,,,,,39,0,1,,,0,60,64,,
8173,note_on,,,,,0,0,1,,,0,65,56,,
8214,note_off,,,,,41,0,1,,,0,65,64,,
8215,note_on,,,,,1,0,1,,,0,72,47,,
8256,note_off,,,,,41,0,1,,,0,72,64,,
8256,note_on,,,,,0,0,1,,,0,77,59,,
8295,note_off,,,,,39,0,1,,,0,77,64,,
8297,note_on,,,,,2,0,1,,,0,72,47,,
8337,note_off,,,,,40,0,1,,,0,72,64,,
8338,note_on,,,,,1,0,1,,,0,77,50,,
8377,note_off,,,,,39,0,1,,,0,77,64,,
8379,note_on,,,,,2,0,1,,,0,84,56,,
8419,note_on,,,,,0,0,1,,,0,89,56,,
8419,note_off,,,,,40,0,1,,,0,84,64,,
8460,note_off,,,,,41,0,1,,,0,89,64,,
8460,note_on,,,,,0,0,1,,,0,84,44,,
8501,note_off,,,,,41,0,1,,,0,84,64,,
8502,note_on,,,,,1,0,1,,,0,89,50,,
8541,note_off,,,,,39,0,1,,,0,89,64,,
8543,note_on,,,,,2,0,1,,,0,96,44,,
8582,note_off,,,,,39,0,1,,,0,96,64,,
8584,note_on,,,,,2,0,1,,,0,100,56,,
8624,note_off,,,,,40,0,1,,,0,100,64,,
8624,note_on,,,,,0,0,1,,,0,96,47,,
8665,note_on,,,,,0,0,1,,,0,90,50,,
8665,note_off,,,,,41,0,1,,,0,96,64,,
8706,note_off,,,,,41,0,1,,,0,90,64,,
8707,note_on,,,,,1,0,1,,,0,84,47,,
8746,note_off,,,,,39,0,1,,,0,84,64,,
8748,note_on,,,,,2,0,1,,,0,88,62,,
8787,note_off,,,,,39,0,1,,,0,88,64,,
8789,note_on,,,,,2,0,1,,,0,84,50,,
8828,note_off,,,,,39,0,1,,,0,84,64,,
8830,note_on,,,,,2,0,1,,,0,78,47,,
8869,note_off,,,,,39,0,1,,,0,78,64,,
8870,note_on,,,,,1,0,1,,,0,72,50,,
8911,note_on,,,,,0,0,1,,,0,76,67,,
8911,note_off,,,,,41,0,1,,,0,72,64,,
8950,note_off,,,,,39,0,1,,,0,45,64,,
8952,note_off,,,,,2,0,1,,,0,76,64,,
8952,note_on,,,,,0,0,1,,,0,72,44,,
8962,control_change,,,,,0,0,1,,,0,,,123,0
8962,note_off,,,,,10,0,1,,,0,33,64,,
8991,note_off,,,,,29,0,1,,,0,72,64,,
8993,note_on,,,,,2,0,1,,,0,66,44,,
9033,note_off,,,,,40,0,1,,,0,66,64,,
9035,note_on,,,,,2,0,1,,,0,60,52,,
9074,note_off,,,,,39,0,1,,,0,60,64,,
9076,note_on,,,,,2,0,1,,,0,64,60,,
9116,note_on,,,,,0,0,1,,,0,60,44,,
9116,note_off,,,,,40,0,1,,,0,64,64,,
9156,note_off,,,,,40,0,1,,,0,60,64,,
9157,note_on,,,,,1,0,1,,,0,54,55,,
9198,note_off,,,,,41,0,1,,,0,54,64,,
9198,note_on,,,,,0,0,1,,,0,48,52,,
9217,control_change,,,,,19,0,1,,,0,,,64,64
9226,control_change,,,,,9,0,1,,,0,,,64,0
9227,note_on,,,,,1,0,1,,,0,43,67,,
9227,note_on,,,,,0,0,1,,,0,31,67,,
9237,note_off,,,,,10,0,1,,,0,48,64,,
9240,note_on,,,,,3,0,1,,,0,31,70,,
9279,note_off,,,,,39,0,1,,,0,31,64,,
9281,note_on,,,,,2,0,1,,,0,48,56,,
9296,control_change,,,,,15,0,1,,,0,,,64,64
9305,control_change,,,,,9,0,1,,,0,,,64,127
9320,note_off,,,,,15,0,1,,,0,48,64,,
9320,note_on,,,,,0,0,1,,,0,55,56,,
9361,note_off,,,,,41,0,1,,,0,55,64,,
9361,note_on,,,,,0,0,1,,,0,60,56,,
9403,note_on,,,,,0,0,1,,,0,62,59,,
9403,note_off,,,,,42,0,1,,,0,60,64,,
9442,note_off,,,,,39,0,1,,,0,62,64,,
9444,note_on,,,,,2,0,1,,,0,60,59,,
9483,note_off,,,,,39,0,1,,,0,60,64,,
9485,note_on,,,,,2,0,1,,,0,67,50,,
9525,note_off,,,,,40,0,1,,,0,67,64,,
9527,note_on,,,,,2,0,1,,,0,72,41,,
9566,note_off,,,,,39,0,1,,,0,72,64,,
9566,note_on,,,,,0,0,1,,,0,74,62,,
9607,note_off,,,,,41,0,1,,,0,74,64,,
9608,note_on,,,,,1,0,1,,,0,72,52,,
9648,note_off,,,,,40,0,1,,,0,72,64,,
9649,note_on,,,,,1,0,1,,,0,79,36,,
9688,note_off,,,,,39,0,1,,,0,79,64,,
9690,note_on,,,,,2,0,1,,,0,84,50,,
9729,note_off,,,,,39,0,1,,,0,84,64,,
9731,note_on,,,,,2,0,1,,,0,86,47,,
9770,note_off,,,,,39,0,1,,,0,86,64,,
9772,note_on,,,,,2,0,1,,,0,84,50,,
9812,note_on,,,,,0,0,1,,,0,91,47,,
9812,note_off,,,,,40,0,1,,,0,84,64,,
9853,note_on,,,,,0,0,1,,,0,96,36,,
