tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,control,value,channel,program,note,velocity
5760,note_on,,0,0,1,,,,,,,,0,,36,100
5760,note_on,,12,0,2,,,,,,,,1,,67,100
5988,note_on,,228,0,2,,,,,,,,1,,67,0
5988,note_on,,0,0,1,,,,,,,,0,,60,0
5988,note_on,,228,0,1,,,,,,,,0,,55,0
6000,note_on,,12,0,2,,,,,,,,1,,67,100
6000,note_on,,0,0,1,,,,,,,,0,,62,100
6000,note_on,,12,0,1,,,,,,,,0,,58,100
6216,note_on,,0,0,1,,,,,,,,0,,67,0
6216,note_on,,0,0,1,,,,,,,,0,,48,0
6216,note_on,,216,0,1,,,,,,,,0,,36,0
6216,note_on,,0,0,1,,,,,,,,0,,64,0
6228,note_on,,12,0,1,,,,,,,,0,,62,0
6228,note_on,,0,0,1,,,,,,,,0,,58,0
6228,note_on,,228,0,2,,,,,,,,1,,67,0
6240,note_on,,0,0,1,,,,,,,,0,,57,100
6240,note_on,,12,0,2,,,,,,,,1,,69,100
6240,note_on,,0,0,1,,,,,,,,0,,41,100
6240,note_on,,12,0,1,,,,,,,,0,,65,100
6240,note_on,,0,0,1,,,,,,,,0,,60,100
6468,note_on,,228,0,2,,,,,,,,1,,69,0
6480,note_on,,12,0,2,,,,,,,,1,,69,100
6696,note_on,,0,0,1,,,,,,,,0,,65,0
6696,note_on,,0,0,1,,,,,,,,0,,57,0
6696,note_on,,0,0,1,,,,,,,,0,,60,0
6696,note_on,,456,0,1,,,,,,,,0,,41,0
6708,note_on,,228,0,2,,,,,,,,1,,69,0
6720,note_on,,24,0,1,,,,,,,,0,,65,100
6720,note_on,,0,0,1,,,,,,,,0,,58,100
6720,note_on,,12,0,2,,,,,,,,1,,69,100
6720,note_on,,0,0,1,,,,,,,,0,,43,100
6834,note_on,,114,0,2,,,,,,,,1,,69,0
6840,note_on,,6,0,2,,,,,,,,1,,67,100
6948,note_on,,228,0,1,,,,,,,,0,,65,0
6954,note_on,,114,0,2,,,,,,,,1,,67,0
6960,note_on,,12,0,1,,,,,,,,0,,64,100
6960,note_on,,6,0,2,,,,,,,,1,,65,100
7074,note_on,,114,0,2,,,,,,,,1,,65,0
7080,note_on,,6,0,2,,,,,,,,1,,64,100
7176,note_on,,0,0,1,,,,,,,,0,,43,0
7176,note_on,,216,0,1,,,,,,,,0,,58,0
7188,note_on,,12,0,1,,,,,,,,0,,64,0
7194,note_on,,114,0,2,,,,,,,,1,,64,0
7200,note_on,,12,0,1,,,,,,,,0,,62,100
7200,note_on,,0,0,1,,,,,,,,0,,45,100
7200,note_on,,0,0,1,,,,,,,,0,,57,100
7200,note_on,,6,0,2,,,,,,,,1,,62,100
7428,note_on,,228,0,1,,,,,,,,0,,62,0
7428,note_on,,228,0,2,,,,,,,,1,,62,0
7440,note_on,,12,0,1,,,,,,,,0,,61,100
7440,note_on,,12,0,2,,,,,,,,1,,61,100
7656,note_on,,0,0,1,,,,,,,,0,,45,0
7656,note_on,,216,0,1,,,,,,,,0,,57,0
7668,note_on,,228,0,2,,,,,,,,1,,61,0
7668,note_on,,12,0,1,,,,,,,,0,,61,0
7680,note_on,,12,0,2,,,,,,,,1,,69,100
7680,note_on,,0,0,1,,,,,,,,0,,48,100
7680,note_on,,0,0,1,,,,,,,,0,,57,100
7680,note_on,,0,0,1,,,,,,,,0,,53,100
7680,note_on,,0,0,1,,,,,,,,0,,41,100
7680,note_on,,12,0,1,,,,,,,,0,,60,100
7776,control_change,,96,0,2,,,,,,7,96,1,,,
7908,note_on,,132,0,2,,,,,,,,1,,69,0
7920,note_on,,12,0,2,,,,,,,,1,,67,100
7968,control_change,,48,0,2,,,,,,7,97,1,,,
8136,note_on,,0,0,1,,,,,,,,0,,57,0
8136,note_on,,456,0,1,,,,,,,,0,,41,0
8136,note_on,,0,0,1,,,,,,,,0,,48,0
8136,note_on,,0,0,1,,,,,,,,0,,53,0
8136,note_on,,0,0,1,,,,,,,,0,,60,0
8148,note_on,,180,0,2,,,,,,,,1,,67,0
8160,control_change,,12,0,2,,,,,,7,98,1,,,
8160,note_on,,0,0,2,,,,,,,,1,,65,100
8160,note_on,,24,0,1,,,,,,,,0,,41,100
8160,note_on,,0,0,1,,,,,,,,0,,53,100
8160,note_on,,0,0,1,,,,,,,,0,,57,100
8160,note_on,,0,0,1,,,,,,,,0,,60,100
8160,note_on,,0,0,1,,,,,,,,0,,48,100
8336,control_change,,176,0,2,,,,,,7,99,1,,,
8388,note_on,,228,0,1,,,,,,,,0,,53,0
8388,note_on,,52,0,2,,,,,,,,1,,65,0
8388,note_on,,0,0,1,,,,,,,,0,,41,0
8388,note_on,,0,0,1,,,,,,,,0,,48,0
8388,note_on,,0,0,1,,,,,,,,0,,60,0
8388,note_on,,0,0,1,,,,,,,,0,,57,0
8400,note_on,,0,0,1,,,,,,,,0,,57,100
8400,note_on,,0,0,1,,,,,,,,0,,60,100
8400,note_on,,12,0,2,,,,,,,,1,,64,100
8400,note_on,,0,0,1,,,,,,,,0,,41,100
8400,note_on,,12,0,1,,,,,,,,0,,48,100
8528,control_change,,128,0,2,,,,,,7,100,1,,,
8628,note_on,,0,0,1,,,,,,,,0,,48,0
8628,note_on,,0,0,1,,,,,,,,0,,57,0
8628,note_on,,100,0,2,,,,,,,,1,,64,0
8628,note_on,,0,0,1,,,,,,,,0,,41,0
8628,note_on,,228,0,1,,,,,,,,0,,60,0
8640,note_on,,12,0,1,,,,,,,,0,,58,100
8640,note_on,,0,0,1,,,,,,,,0,,60,100
8640,note_on,,12,0,2,,,,,,,,1,,62,100
8640,note_on,,0,0,1,,,,,,,,0,,41,100
8640,note_on,,0,0,1,,,,,,,,0,,48,100
8704,control_change,,64,0,2,,,,,,7,101,1,,,
8868,note_on,,164,0,2,,,,,,,,1,,62,0
8868,note_on,,0,0,1,,,,,,,,0,,48,0
8868,note_on,,0,0,1,,,,,,,,0,,58,0
8868,note_on,,0,0,1,,,,,,,,0,,60,0
8868,note_on,,228,0,1,,,,,,,,0,,41,0
8880,note_on,,12,0,2,,,,,,,,1,,64,100
8880,note_on,,12,0,1,,,,,,,,0,,60,100
8880,note_on,,0,0,1,,,,,,,,0,,58,100
8880,note_on,,0,0,1,,,,,,,,0,,55,100
8880,note_on,,0,0,1,,,,,,,,0,,41,100
8896,control_change,,16,0,2,,,,,,7,102,1,,,
9088,control_change,,192,0,2,,,,,,7,103,1,,,
9108,note_on,,20,0,2,,,,,,,,1,,64,0
9108,note_on,,228,0,1,,,,,,,,0,,41,0
9108,note_on,,0,0,1,,,,,,,,0,,55,0
9108,note_on,,0,0,1,,,,,,,,0,,58,0
9108,note_on,,0,0,1,,,,,,,,0,,60,0
9120,note_on,,12,0,2,,,,,,,,1,,65,100
9120,note_on,,0,0,1,,,,,,,,0,,41,100
9120,note_on,,0,0,1,,,,,,,,0,,57,100
9120,note_on,,12,0,1,,,,,,,,0,,60,100
9120,note_on,,0,0,1,,,,,,,,0,,53,100
9264,control_change,,144,0,2,,,,,,7,104,1,,,
9348,note_on,,84,0,2,,,,,,,,1,,65,0
9348,note_on,,0,0,1,,,,,,,,0,,60,0
9348,note_on,,0,0,1,,,,,,,,0,,57,0
9348,note_on,,0,0,1,,,,,,,,0,,53,0
9348,note_on,,228,0,1,,,,,,,,0,,41,0
9360,note_on,,12,0,2,,,,,,,,1,,67,100
9456,control_change,,96,0,2,,,,,,7,105,1,,,
9588,note_on,,132,0,2,,,,,,,,1,,67,0
9600,note_on,,12,0,2,,,,,,,,1,,64,100
9600,note_on,,0,0,1,,,,,,,,0,,52,100
9600,note_on,,252,0,1,,,,,,,,0,,61,100
9600,note_on,,0,0,1,,,,,,,,0,,45,100
9600,note_on,,0,0,1,,,,,,,,0,,57,100
9648,control_change,,48,0,2,,,,,,7,106,1,,,
9824,control_change,,176,0,2,,,,,,7,107,1,,,
9828,note_on,,4,0,2,,,,,,,,1,,64,0
9840,note_on,,12,0,2,,,,,,,,1,,65,100
9954,note_on,,114,0,2,,,,,,,,1,,65,0
9960,note_on,,6,0,2,,,,,,,,1,,64,100
10016,control_change,,56,0,2,,,,,,7,108,1,,,
10056,note_on,,456,0,1,,,,,,,,0,,45,0
10056,note_on,,0,0,1,,,,,,,,0,,52,0
10056,note_on,,0,0,1,,,,,,,,0,,57,0
10056,note_on,,0,0,1,,,,,,,,0,,61,0
10074,note_on,,58,0,2,,,,,,,,1,,64,0
10080,note_on,,6,0,2,,,,,,,,1,,62,100
10080,note_on,,0,0,1,,,,,,,,0,,45,100
10080,note_on,,0,0,1,,,,,,,,0,,53,100
10080,note_on,,0,0,1,,,,,,,,0,,57,100
10080,note_on,,24,0,1,,,,,,,,0,,62,100
10192,control_change,,112,0,2,,,,,,7,109,1,,,
10308,note_on,,116,0,2,,,,,,,,1,,62,0
10320,note_on,,12,0,2,,,,,,,,1,,65,100
10384,control_change,,64,0,2,,,,,,7,110,1,,,
10434,note_on,,50,0,2,,,,,,,,1,,65,0
10440,note_on,,6,0,2,,,,,,,,1,,67,100
10536,note_on,,0,0,1,,,,,,,,0,,53,0
10536,note_on,,0,0,1,,,,,,,,0,,62,0
10536,note_on,,456,0,1,,,,,,,,0,,45,0
10536,note_on,,0,0,1,,,,,,,,0,,57,0
10554,note_on,,114,0,2,,,,,,,,1,,67,0
10560,note_on,,0,0,1,,,,,,,,0,,61,100
10560,note_on,,0,0,1,,,,,,,,0,,52,100
10560,note_on,,24,0,1,,,,,,,,0,,45,100
10560,note_on,,6,0,2,,,,,,,,1,,69,100
10560,note_on,,0,0,1,,,,,,,,0,,57,100
10576,control_change,,16,0,2,,,,,,7,111,1,,,
10752,control_change,,176,0,2,,,,,,7,112,1,,,
10788,note_on,,36,0,2,,,,,,,,1,,69,0
10788,note_on,,228,0,1,,,,,,,,0,,52,0
10788,note_on,,0,0,1,,,,,,,,0,,45,0
10788,note_on,,0,0,1,,,,,,,,0,,57,0
10800,note_on,,12,0,1,,,,,,,,0,,43,100
10800,note_on,,0,0,1,,,,,,,,0,,52,100
10800,note_on,,0,0,1,,,,,,,,0,,58,100
10800,note_on,,12,0,2,,,,,,,,1,,64,100
10944,control_change,,144,0,2,,,,,,7,113,1,,,
11016,note_on,,216,0,1,,,,,,,,0,,61,0
11028,note_on,,12,0,1,,,,,,,,0,,58,0
11028,note_on,,0,0,1,,,,,,,,0,,52,0
11028,note_on,,0,0,1,,,,,,,,0,,43,0
11028,note_on,,84,0,2,,,,,,,,1,,64,0
11040,note_on,,0,0,1,,,,,,,,0,,41,100
11040,note_on,,12,0,2,,,,,,,,1,,69,100
11040,note_on,,0,0,1,,,,,,,,0,,57,100
11040,note_on,,0,0,1,,,,,,,,0,,53,100
11040,note_on,,12,0,1,,,,,,,,0,,62,100
11136,control_change,,96,0,2,,,,,,7,114,1,,,
11268,note_on,,132,0,2,,,,,,,,1,,69,0
11280,note_on,,12,0,2,,,,,,,,1,,65,100
11312,control_change,,32,0,2,,,,,,7,115,1,,,
11496,note_on,,0,0,1,,,,,,,,0,,62,0
11496,note_on,,0,0,1,,,,,,,,0,,57,0
11496,note_on,,0,0,1,,,,,,,,0,,53,0
11496,note_on,,456,0,1,,,,,,,,0,,41,0
11508,note_on,,196,0,2,,,,,,,,1,,65,0
11520,note_on,,12,0,2,,,,,,,,1,,67,100
11568,control_change,,48,0,2,,,,,,7,114,1,,,
11632,control_change,,64,0,2,,,,,,7,113,1,,,
11696,control_change,,64,0,2,,,,,,7,112,1,,,
11748,note_on,,52,0,2,,,,,,,,1,,67,0
11760,control_change,,12,0,2,,,,,,7,111,1,,,
11760,note_on,,0,0,1,,,,,,,,0,,55,100
11760,note_on,,264,0,1,,,,,,,,0,,40,100
11760,note_on,,0,0,1,,,,,,,,0,,61,100
11760,note_on,,0,0,2,,,,,,,,1,,65,100
11760,note_on,,0,0,1,,,,,,,,0,,58,100
11824,control_change,,64,0,2,,,,,,7,110,1,,,
11874,note_on,,50,0,2,,,,,,,,1,,65,0
11880,note_on,,6,0,2,,,,,,,,1,,64,100
11888,control_change,,8,0,2,,,,,,7,109,1,,,
11952,control_change,,64,0,2,,,,,,7,108,1,,,
11988,note_on,,0,0,1,,,,,,,,0,,40,0
11988,note_on,,0,0,1,,,,,,,,0,,55,0
11988,note_on,,0,0,1,,,,,,,,0,,58,0
11988,note_on,,228,0,1,,,,,,,,0,,61,0
11994,note_on,,42,0,2,,,,,,,,1,,64,0
12000,note_on,,6,0,2,,,,,,,,1,,62,100
12000,note_on,,0,0,1,,,,,,,,0,,62,100
12000,note_on,,0,0,1,,,,,,,,0,,57,100
12000,note_on,,12,0,1,,,,,,,,0,,41,100
12016,control_change,,16,0,2,,,,,,7,107,1,,,
12096,control_change,,80,0,2,,,,,,7,106,1,,,
12160,control_change,,64,0,2,,,,,,7,105,1,,,
12224,control_change,,64,0,2,,,,,,7,104,1,,,
12228,note_on,,228,0,1,,,,,,,,0,,57,0
12228,note_on,,0,0,1,,,,,,,,0,,41,0
12228,note_on,,4,0,2,,,,,,,,1,,62,0
12240,note_on,,0,0,1,,,,,,,,0,,58,100
12240,note_on,,12,0,1,,,,,,,,0,,43,100
12240,note_on,,12,0,2,,,,,,,,1,,70,100
12288,control_change,,48,0,2,,,,,,7,103,1,,,
12352,control_change,,64,0,2,,,,,,7,102,1,,,
12416,control_change,,64,0,2,,,,,,7,101,1,,,
12456,note_on,,216,0,1,,,,,,,,0,,62,0
12468,note_on,,0,0,1,,,,,,,,0,,43,0
12468,note_on,,12,0,1,,,,,,,,0,,58,0
12468,note_on,,52,0,2,,,,,,,,1,,70,0
12480,note_on,,12,0,1,,,,,,,,0,,45,100
12480,note_on,,0,0,2,,,,,,,,1,,69,100
12480,note_on,,0,0,1,,,,,,,,0,,62,100
12480,note_on,,0,0,1,,,,,,,,0,,52,100
12480,note_on,,0,0,1,,,,,,,,0,,57,100
12480,control_change,,12,0,2,,,,,,7,100,1,,,
12544,control_change,,64,0,2,,,,,,7,99,1,,,
12594,note_on,,50,0,2,,,,,,,,1,,69,0
12600,note_on,,6,0,2,,,,,,,,1,,67,100
12624,control_change,,24,0,2,,,,,,7,98,1,,,
12688,control_change,,64,0,2,,,,,,7,97,1,,,
12708,note_on,,228,0,1,,,,,,,,0,,62,0
12714,note_on,,26,0,2,,,,,,,,1,,67,0
12720,note_on,,6,0,2,,,,,,,,1,,65,100
12720,note_on,,12,0,1,,,,,,,,0,,61,100
12752,control_change,,32,0,2,,,,,,7,96,1,,,
12816,control_change,,64,0,2,,,,,,7,95,1,,,
12834,note_on,,18,0,2,,,,,,,,1,,65,0
12840,note_on,,6,0,2,,,,,,,,1,,64,100
12936,note_on,,0,0,1,,,,,,,,0,,45,0
12936,note_on,,0,0,1,,,,,,,,0,,57,0
12936,note_on,,216,0,1,,,,,,,,0,,52,0
12948,note_on,,12,0,1,,,,,,,,0,,61,0
12954,note_on,,114,0,2,,,,,,,,1,,64,0
12960,note_on,,12,0,1,,,,,,,,0,,38,100
12960,note_on,,0,0,2,,,,,,,,1,,64,100
12960,control_change,,6,0,2,,,,,,7,105,1,,,
12960,note_on,,0,0,1,,,,,,,,0,,53,100
12960,note_on,,0,0,1,,,,,,,,0,,57,100
12960,note_on,,0,0,1,,,,,,,,0,,62,100
12992,control_change,,32,0,2,,,,,,7,104,1,,,
13024,control_change,,32,0,2,,,,,,7,103,1,,,
13056,control_change,,32,0,2,,,,,,7,102,1,,,
13088,control_change,,32,0,2,,,,,,7,101,1,,,
13136,control_change,,48,0,2,,,,,,7,100,1,,,
13168,control_change,,32,0,2,,,,,,7,99,1,,,
13188,note_on,,20,0,2,,,,,,,,1,,64,0
13200,note_on,,0,0,2,,,,,,,,1,,62,100
13200,control_change,,12,0,2,,,,,,7,98,1,,,
13232,control_change,,32,0,2,,,,,,7,97,1,,,
13280,control_change,,48,0,2,,,,,,7,96,1,,,
13312,control_change,,32,0,2,,,,,,7,95,1,,,
13416,note_on,,0,0,1,,,,,,,,0,,57,0
13416,note_on,,456,0,1,,,,,,,,0,,53,0
13416,note_on,,0,0,1,,,,,,,,0,,62,0
13416,note_on,,0,0,1,,,,,,,,0,,38,0
13428,note_on,,116,0,2,,,,,,,,1,,62,0
