tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
837,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,74,0
840,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,21
840,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,65,50
841,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,56,73
867,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,0
867,note_on,26,0,1,,,,,,,,,,,,,,,,,0,,62,0
870,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,71,45
870,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,42
897,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,62,0
897,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,71,0
899,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,56,0
900,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,62,44
900,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,59,39
901,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,55,72
927,note_on,26,0,1,,,,,,,,,,,,,,,,,0,,59,0
927,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,0
930,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,59,41
930,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,51
957,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,67,0
957,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,59,0
959,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,54,68
960,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,60,54
960,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,63,53
965,note_on,5,0,1,,,,,,,,,,,,,,,,,0,,55,0
987,note_on,22,0,1,,,,,,,,,,,,,,,,,0,,60,0
987,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,63,0
990,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,60,46
990,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,69,48
1017,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,69,0
1017,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,60,0
1019,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,54,0
1019,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,53,73
1020,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,46
1020,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,68,50
1039,note_on,19,0,1,,,,,,,,,,,,,,,,,0,,53,0
1047,note_on,8,0,1,,,,,,,,,,,,,,,,,0,,62,0
1047,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,68,0
1050,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,71,56
1050,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,48
1074,control_change,24,0,1,,,,,,,,,,,,,,,64,127,0,,,
1077,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,62,0
1077,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,71,0
1079,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,36,68
1080,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,67,45
1080,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,64,36
1096,note_on,16,0,1,,,,,,,,,,,,,,,,,0,,36,0
1107,note_on,11,0,1,,,,,,,,,,,,,,,,,0,,64,0
1107,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,0
1110,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,72,43
1110,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,64,39
1137,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,72,0
1137,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,64,0
1139,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,48,79
1140,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,68,53
1140,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,51
1140,control_change,0,0,1,,,,,,,,,,,,,,,64,0,0,,,
1167,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,65,0
1167,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,68,0
1170,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,65,47
1170,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,74,62
1197,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,0
1197,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,74,0
1200,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,65,46
1201,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,56,68
1227,note_on,26,0,1,,,,,,,,,,,,,,,,,0,,65,0
1230,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,71,55
1230,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,42
1257,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,71,0
1257,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,62,0
1260,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,62,50
1260,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,59,34
1260,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,55,64
1265,note_on,5,0,1,,,,,,,,,,,,,,,,,0,,56,0
1287,note_on,22,0,1,,,,,,,,,,,,,,,,,0,,59,0
1287,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,0
1290,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,67,48
1290,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,59,33
1317,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,59,0
1317,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,0
1320,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,54,68
1320,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,63,51
1320,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,60,49
1324,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,55,0
1347,note_on,23,0,1,,,,,,,,,,,,,,,,,0,,60,0
1347,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,63,0
1350,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,60,46
1350,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,69,45
1377,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,69,0
1377,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,60,0
1378,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,54,0
1380,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,68,56
1380,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,46
1381,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,53,70
1407,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,68,0
1407,note_on,26,0,1,,,,,,,,,,,,,,,,,0,,62,0
1410,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,71,43
1410,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,62,38
1437,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,71,0
1437,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,0
1439,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,52,68
1440,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,48,0
1440,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,55
1440,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,64,48
1444,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,53,0
1467,note_on,23,0,1,,,,,,,,,,,,,,,,,0,,64,0
1467,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,0
1470,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,72,45
1470,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,64,42
1497,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,72,0
1497,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,64,0
1499,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,50,68
1500,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,71,53
1500,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,42
1506,note_on,6,0,1,,,,,,,,,,,,,,,,,0,,52,0
1527,note_on,21,0,1,,,,,,,,,,,,,,,,,0,,65,0
1527,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,71,0
1530,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,65,51
1530,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,74,48
1557,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,74,0
1557,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,0
1559,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,49,74
1560,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,45
1560,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,70,57
1563,control_change,0,0,1,,,,,,,,,,,,,,,64,127,0,,,
1563,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,50,0
1587,note_on,24,0,1,,,,,,,,,,,,,,,,,0,,67,0
1587,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,70,0
1590,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,67,47
1590,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,76,34
1617,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,76,0
1617,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,0
1619,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,61,78
1620,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,70,50
1620,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,76,47
1647,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,76,0
1647,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,70,0
1650,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,70,47
1650,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,79,50
1663,note_on,13,0,1,,,,,,,,,,,,,,,,,0,,61,0
1663,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,49,0
1677,note_on,14,0,1,,,,,,,,,,,,,,,,,0,,79,0
1677,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,70,0
1679,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,62,74
1679,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,50,70
1680,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,74,58
1680,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,69,48
1694,control_change,14,0,1,,,,,,,,,,,,,,,64,0,0,,,
1707,note_on,13,0,1,,,,,,,,,,,,,,,,,0,,69,0
1707,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,74,0
1710,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,69,45
1710,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,77,45
1716,note_on,6,0,1,,,,,,,,,,,,,,,,,0,,50,0
1717,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,62,0
1737,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,77,0
1737,note_on,20,0,1,,,,,,,,,,,,,,,,,0,,69,0
1738,control_change,1,0,1,,,,,,,,,,,,,,,64,127,0,,,
1739,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,52,66
1739,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,60,75
1740,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,67,48
1740,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,69,56
1767,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,69,0
1767,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,0
1770,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,67,42
1770,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,76,50
1780,note_on,10,0,1,,,,,,,,,,,,,,,,,0,,60,0
1784,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,52,0
1797,note_on,13,0,1,,,,,,,,,,,,,,,,,0,,67,0
1797,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,76,0
1799,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,61,76
1799,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,52,69
1800,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,69,54
1800,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,44
1827,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,69,0
1827,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,67,0
1829,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,61,0
1830,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,52,0
1830,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,46
1830,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,76,46
1857,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,76,0
1857,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,0
1860,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,69,58
1860,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,51
1861,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,53,74
1861,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,62,76
1866,control_change,5,0,1,,,,,,,,,,,,,,,64,0,0,,,
1887,note_on,21,0,1,,,,,,,,,,,,,,,,,0,,65,0
1887,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,69,0
1890,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,65,46
1890,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,74,45
1917,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,74,0
1917,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,0
1917,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,0
1919,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,54,78
1920,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,63,46
1920,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,69,52
1925,note_on,5,0,1,,,,,,,,,,,,,,,,,0,,53,0
1947,note_on,22,0,1,,,,,,,,,,,,,,,,,0,,69,0
1947,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,63,0
1950,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,72,56
1950,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,63,45
1977,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,72,0
1977,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,63,0
1979,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,54,0
1979,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,55,79
1980,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,55
1980,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,64,42
1985,control_change,5,0,1,,,,,,,,,,,,,,,64,127,0,,,
2007,note_on,22,0,1,,,,,,,,,,,,,,,,,0,,67,0
2007,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,64,0
2010,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,64,51
2010,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,72,45
2037,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,72,0
2037,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,64,0
2039,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,43,76
2040,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,63,47
2040,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,66,60
2047,note_on,7,0,1,,,,,,,,,,,,,,,,,0,,55,0
2067,note_on,20,0,1,,,,,,,,,,,,,,,,,0,,66,0
2067,control_change,0,0,1,,,,,,,,,,,,,,,64,0,0,,,
2067,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,63,0
2070,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,72,52
2070,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,63,50
2097,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,72,0
2097,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,43,0
2097,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,63,0
2100,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,62,51
2100,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,58
2101,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,55,73
2127,note_on,26,0,1,,,,,,,,,,,,,,,,,0,,65,0
2127,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,0
2130,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,62,48
2130,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,71,57
2157,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,71,0
2157,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,0
2159,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,48,78
2160,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,64,43
2160,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,45
2164,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,55,0
2187,note_on,23,0,1,,,,,,,,,,,,,,,,,0,,67,0
2187,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,64,0
2190,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,64,48
2190,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,72,50
2217,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,72,0
2217,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,64,0
2219,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,56,77
2220,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,39
2220,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,68,47
2247,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,68,0
2247,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,65,0
2250,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,65,45
2250,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,74,61
2277,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,74,0
2277,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,0
2280,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,65,48
2280,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,37
2307,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,62,0
2307,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,0
2310,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,62,48
2310,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,71,51
2337,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,71,0
2337,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,0
2340,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,62,50
2340,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,59,39
2341,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,55,69
2344,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,56,0
2367,note_on,23,0,1,,,,,,,,,,,,,,,,,0,,59,0
2367,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,0
2370,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,59,44
2370,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,50
2397,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,67,0
2397,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,59,0
2400,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,63,53
2400,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,60,48
2401,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,54,72
2408,note_on,7,0,1,,,,,,,,,,,,,,,,,0,,55,0
2427,note_on,19,0,1,,,,,,,,,,,,,,,,,0,,63,0
2427,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,60,0
2430,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,69,54
2430,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,60,45
2457,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,69,0
2457,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,60,0
2460,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,62,48
2460,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,68,57
2461,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,53,75
2465,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,54,0
2473,note_on,8,0,1,,,,,,,,,,,,,,,,,0,,48,0
2485,note_on,12,0,1,,,,,,,,,,,,,,,,,0,,53,0
2487,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,62,0
2487,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,68,0
2490,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,62,45
2490,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,71,48
2513,control_change,23,0,1,,,,,,,,,,,,,,,64,127,0,,,
2517,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,71,0
2517,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,0
2520,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,67,39
2520,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,64,39
2521,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,36,79
2538,note_on,17,0,1,,,,,,,,,,,,,,,,,0,,36,0
2547,note_on,9,0,1,,,,,,,,,,,,,,,,,0,,67,0
2547,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,64,0
2550,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,64,45
2550,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,72,46
2577,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,72,0
2577,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,64,0
2580,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,68,54
2580,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,54
2581,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,48,83
2585,control_change,4,0,1,,,,,,,,,,,,,,,64,0,0,,,
2607,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,68,0
2607,note_on,22,0,1,,,,,,,,,,,,,,,,,0,,65,0
2610,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,65,47
2610,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,74,62
2637,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,0
2637,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,74,0
2640,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,62,48
2640,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,65,53
2641,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,56,66
2667,note_on,26,0,1,,,,,,,,,,,,,,,,,0,,65,0
2667,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,0
2670,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,71,56
2670,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,48
2696,note_on,26,0,1,,,,,,,,,,,,,,,,,0,,56,0
2697,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,62,0
2697,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,71,0
2700,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,55,68
2700,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,59,44
2700,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,62,42
2727,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,59,0
2727,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,62,0
2730,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,67,49
2730,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,59,40
2757,note_on,27,0,1,,,,,,,,,,,,,,,,,0,,59,0
