tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,note,velocity
1656,note_on,,96,0,1,,,,,,,0,,51,0
1656,note_on,,0,0,1,,,,,,,0,,39,0
1680,note_on,,24,0,1,,,,,,,0,,38,72
1680,note_on,,0,0,1,,,,,,,0,,50,72
1776,note_on,,96,0,1,,,,,,,0,,50,0
1776,note_on,,0,0,1,,,,,,,0,,38,0
1800,note_on,,0,0,1,,,,,,,0,,49,72
1800,note_on,,24,0,1,,,,,,,0,,37,72
1896,note_on,,0,0,1,,,,,,,0,,37,0
1896,note_on,,96,0,1,,,,,,,0,,49,0
1920,note_on,,24,0,1,,,,,,,0,,38,72
1920,note_on,,0,0,1,,,,,,,0,,50,72
2016,note_on,,96,0,1,,,,,,,0,,50,0
2016,note_on,,0,0,1,,,,,,,0,,38,0
2040,note_on,,24,0,1,,,,,,,0,,51,72
2040,note_on,,0,0,1,,,,,,,0,,39,72
2136,note_on,,96,0,1,,,,,,,0,,39,0
2136,note_on,,0,0,1,,,,,,,0,,51,0
2160,note_on,,0,0,1,,,,,,,0,,52,72
2160,note_on,,24,0,1,,,,,,,0,,40,72
2256,note_on,,96,0,1,,,,,,,0,,52,0
2256,note_on,,0,0,1,,,,,,,0,,40,0
2280,note_on,,24,0,1,,,,,,,0,,53,72
2280,note_on,,0,0,1,,,,,,,0,,41,72
2376,note_on,,96,0,1,,,,,,,0,,41,0
2376,note_on,,0,0,1,,,,,,,0,,53,0
2400,note_on,,24,0,1,,,,,,,0,,54,85
2400,note_on,,0,0,1,,,,,,,0,,42,85
2496,note_on,,96,0,1,,,,,,,0,,42,0
2496,note_on,,0,0,1,,,,,,,0,,54,0
2520,note_on,,24,0,1,,,,,,,0,,43,85
2520,note_on,,0,0,1,,,,,,,0,,55,85
2616,note_on,,96,0,1,,,,,,,0,,55,0
2616,note_on,,0,0,1,,,,,,,0,,43,0
2640,note_on,,24,0,1,,,,,,,0,,44,85
2640,note_on,,0,0,1,,,,,,,0,,56,85
2736,note_on,,0,0,1,,,,,,,0,,44,0
2736,note_on,,96,0,1,,,,,,,0,,56,0
2760,note_on,,24,0,1,,,,,,,0,,45,85
2760,note_on,,0,0,1,,,,,,,0,,57,85
2856,note_on,,96,0,1,,,,,,,0,,57,0
2856,note_on,,0,0,1,,,,,,,0,,45,0
2880,note_on,,24,0,1,,,,,,,0,,58,94
2880,note_on,,0,0,1,,,,,,,0,,46,94
2976,note_on,,96,0,1,,,,,,,0,,46,0
2976,note_on,,0,0,1,,,,,,,0,,58,0
3000,note_on,,0,0,1,,,,,,,0,,47,94
3000,note_on,,24,0,1,,,,,,,0,,59,94
3096,note_on,,96,0,1,,,,,,,0,,47,0
3096,note_on,,0,0,1,,,,,,,0,,59,0
3120,note_on,,24,0,1,,,,,,,0,,60,94
3120,note_on,,0,0,1,,,,,,,0,,48,94
3216,note_on,,0,0,1,,,,,,,0,,60,0
3216,note_on,,96,0,1,,,,,,,0,,48,0
3240,note_on,,24,0,1,,,,,,,0,,61,94
3240,note_on,,0,0,1,,,,,,,0,,49,94
3336,note_on,,96,0,1,,,,,,,0,,49,0
3336,note_on,,0,0,1,,,,,,,0,,61,0
3360,note_on,,24,0,1,,,,,,,0,,62,94
3360,note_on,,0,0,1,,,,,,,0,,50,94
3456,note_on,,96,0,1,,,,,,,0,,50,0
3456,note_on,,0,0,1,,,,,,,0,,62,0
3480,note_on,,24,0,1,,,,,,,0,,63,94
3480,note_on,,0,0,1,,,,,,,0,,51,94
3576,note_on,,96,0,1,,,,,,,0,,51,0
3576,note_on,,0,0,1,,,,,,,0,,63,0
3600,note_on,,0,0,1,,,,,,,0,,52,105
3600,note_on,,24,0,1,,,,,,,0,,64,105
3696,note_on,,0,0,1,,,,,,,0,,64,0
3696,note_on,,96,0,1,,,,,,,0,,52,0
3720,note_on,,24,0,1,,,,,,,0,,65,105
3720,note_on,,0,0,1,,,,,,,0,,53,105
3816,note_on,,0,0,1,,,,,,,0,,65,0
3816,note_on,,96,0,1,,,,,,,0,,53,0
3840,note_on,,0,0,1,,,,,,,0,,54,125
3840,note_on,,24,0,1,,,,,,,0,,66,125
3936,note_on,,96,0,1,,,,,,,0,,54,0
3936,note_on,,0,0,1,,,,,,,0,,66,0
3960,note_on,,24,0,1,,,,,,,0,,65,105
3960,note_on,,0,0,1,,,,,,,0,,53,105
4056,note_on,,96,0,1,,,,,,,0,,53,0
4056,note_on,,0,0,1,,,,,,,0,,65,0
4080,note_on,,24,0,1,,,,,,,0,,64,105
4080,note_on,,0,0,1,,,,,,,0,,52,105
4176,note_on,,96,0,1,,,,,,,0,,52,0
4176,note_on,,0,0,1,,,,,,,0,,64,0
4200,note_on,,24,0,1,,,,,,,0,,63,105
4200,note_on,,0,0,1,,,,,,,0,,51,105
4296,note_on,,0,0,1,,,,,,,0,,63,0
4296,note_on,,96,0,1,,,,,,,0,,51,0
4320,note_on,,24,0,1,,,,,,,0,,64,125
4320,note_on,,0,0,1,,,,,,,0,,52,125
4416,note_on,,0,0,1,,,,,,,0,,64,0
4416,note_on,,96,0,1,,,,,,,0,,52,0
4440,note_on,,24,0,1,,,,,,,0,,63,105
4440,note_on,,0,0,1,,,,,,,0,,51,105
4536,note_on,,96,0,1,,,,,,,0,,51,0
4536,note_on,,0,0,1,,,,,,,0,,63,0
4560,note_on,,24,0,1,,,,,,,0,,62,105
4560,note_on,,0,0,1,,,,,,,0,,50,105
4656,note_on,,96,0,1,,,,,,,0,,50,0
4656,note_on,,0,0,1,,,,,,,0,,62,0
4680,note_on,,0,0,1,,,,,,,0,,49,105
4680,note_on,,24,0,1,,,,,,,0,,61,105
4776,note_on,,96,0,1,,,,,,,0,,49,0
4776,note_on,,0,0,1,,,,,,,0,,61,0
4800,note_on,,24,0,1,,,,,,,0,,62,125
4800,note_on,,0,0,1,,,,,,,0,,50,125
4896,note_on,,96,0,1,,,,,,,0,,50,0
4896,note_on,,0,0,1,,,,,,,0,,62,0
4920,note_on,,24,0,1,,,,,,,0,,61,105
4920,note_on,,0,0,1,,,,,,,0,,49,105
5016,note_on,,0,0,1,,,,,,,0,,61,0
5016,note_on,,96,0,1,,,,,,,0,,49,0
5040,note_on,,0,0,1,,,,,,,0,,48,94
5040,note_on,,24,0,1,,,,,,,0,,60,94
5136,note_on,,96,0,1,,,,,,,0,,48,0
5136,note_on,,0,0,1,,,,,,,0,,60,0
5160,note_on,,24,0,1,,,,,,,0,,59,94
5160,note_on,,0,0,1,,,,,,,0,,47,94
5256,note_on,,96,0,1,,,,,,,0,,47,0
5256,note_on,,0,0,1,,,,,,,0,,59,0
5280,note_on,,24,0,1,,,,,,,0,,60,114
5280,note_on,,0,0,1,,,,,,,0,,48,114
5376,note_on,,96,0,1,,,,,,,0,,48,0
5376,note_on,,0,0,1,,,,,,,0,,60,0
5400,note_on,,24,0,1,,,,,,,0,,59,94
5400,note_on,,0,0,1,,,,,,,0,,47,94
5496,note_on,,96,0,1,,,,,,,0,,47,0
5496,note_on,,0,0,1,,,,,,,0,,59,0
5520,note_on,,0,0,1,,,,,,,0,,46,85
5520,note_on,,24,0,1,,,,,,,0,,58,85
5616,note_on,,96,0,1,,,,,,,0,,46,0
5616,note_on,,0,0,1,,,,,,,0,,58,0
5640,note_on,,24,0,1,,,,,,,0,,57,85
5640,note_on,,0,0,1,,,,,,,0,,45,85
5736,note_on,,96,0,1,,,,,,,0,,45,0
5736,note_on,,0,0,1,,,,,,,0,,57,0
5760,note_on,,24,0,1,,,,,,,0,,46,92
5760,note_on,,0,0,1,,,,,,,0,,58,92
5856,note_on,,0,0,1,,,,,,,0,,46,0
5856,note_on,,96,0,1,,,,,,,0,,58,0
5880,note_on,,24,0,1,,,,,,,0,,57,72
5880,note_on,,0,0,1,,,,,,,0,,45,72
5976,note_on,,0,0,1,,,,,,,0,,57,0
5976,note_on,,96,0,1,,,,,,,0,,45,0
6000,note_on,,24,0,1,,,,,,,0,,44,72
6000,note_on,,0,0,1,,,,,,,0,,56,72
6096,note_on,,0,0,1,,,,,,,0,,44,0
6096,note_on,,96,0,1,,,,,,,0,,56,0
6120,note_on,,0,0,1,,,,,,,0,,43,72
6120,note_on,,24,0,1,,,,,,,0,,55,72
6216,note_on,,96,0,1,,,,,,,0,,43,0
6216,note_on,,0,0,1,,,,,,,0,,55,0
6240,note_on,,24,0,1,,,,,,,0,,45,92
6240,note_on,,0,0,1,,,,,,,0,,57,92
6336,note_on,,96,0,1,,,,,,,0,,57,0
6336,note_on,,0,0,1,,,,,,,0,,45,0
6360,note_on,,24,0,1,,,,,,,0,,44,72
6360,note_on,,0,0,1,,,,,,,0,,56,72
6456,note_on,,96,0,1,,,,,,,0,,56,0
6456,note_on,,0,0,1,,,,,,,0,,44,0
6480,note_on,,24,0,1,,,,,,,0,,43,72
6480,note_on,,0,0,1,,,,,,,0,,55,72
6576,note_on,,96,0,1,,,,,,,0,,55,0
6576,note_on,,0,0,1,,,,,,,0,,43,0
6600,note_on,,0,0,1,,,,,,,0,,54,72
6600,note_on,,24,0,1,,,,,,,0,,42,72
6696,note_on,,0,0,1,,,,,,,0,,42,0
6696,note_on,,96,0,1,,,,,,,0,,54,0
6720,note_on,,0,0,1,,,,,,,0,,56,92
6720,note_on,,24,0,1,,,,,,,0,,44,92
6816,note_on,,96,0,1,,,,,,,0,,56,0
6816,note_on,,0,0,1,,,,,,,0,,44,0
6840,note_on,,0,0,1,,,,,,,0,,43,72
6840,note_on,,24,0,1,,,,,,,0,,55,72
6936,note_on,,96,0,1,,,,,,,0,,43,0
6936,note_on,,0,0,1,,,,,,,0,,55,0
6960,note_on,,24,0,1,,,,,,,0,,42,72
6960,note_on,,0,0,1,,,,,,,0,,54,72
7056,note_on,,96,0,1,,,,,,,0,,54,0
7056,note_on,,0,0,1,,,,,,,0,,42,0
7080,note_on,,0,0,1,,,,,,,0,,41,72
7080,note_on,,24,0,1,,,,,,,0,,53,72
7176,note_on,,96,0,1,,,,,,,0,,41,0
7176,note_on,,0,0,1,,,,,,,0,,53,0
7200,note_on,,0,0,1,,,,,,,0,,55,92
7200,set_tempo,374785,7200,1,0,,,,,,,,,,
7200,note_on,,24,0,1,,,,,,,0,,43,92
7296,note_on,,96,0,1,,,,,,,0,,55,0
7296,note_on,,0,0,1,,,,,,,0,,43,0
7320,note_on,,24,0,1,,,,,,,0,,41,72
7320,note_on,,0,0,1,,,,,,,0,,53,72
7416,note_on,,96,0,1,,,,,,,0,,53,0
7416,note_on,,0,0,1,,,,,,,0,,41,0
7440,note_on,,24,0,1,,,,,,,0,,39,72
7440,note_on,,0,0,1,,,,,,,0,,51,72
7536,note_on,,0,0,1,,,,,,,0,,39,0
7536,note_on,,96,0,1,,,,,,,0,,51,0
7560,note_on,,24,0,1,,,,,,,0,,38,72
7560,note_on,,0,0,1,,,,,,,0,,50,72
7656,note_on,,96,0,1,,,,,,,0,,50,0
7656,note_on,,0,0,1,,,,,,,0,,38,0
7680,set_tempo,555521,480,1,0,,,,,,,,,,
7680,note_on,,7680,0,2,,,,,,,1,,63,94
7680,note_on,,24,0,1,,,,,,,0,,63,72
7680,note_on,,0,0,1,,,,,,,0,,36,72
7872,note_on,,192,0,2,,,,,,,1,,63,0
7872,note_on,,192,0,1,,,,,,,0,,36,0
7872,note_on,,0,0,1,,,,,,,0,,63,0
7920,note_on,,0,0,1,,,,,,,0,,36,92
7920,note_on,,0,0,1,,,,,,,0,,56,92
7920,note_on,,48,0,2,,,,,,,1,,63,94
7920,note_on,,48,0,1,,,,,,,0,,68,92
8016,note_on,,96,0,1,,,,,,,0,,36,0
8112,note_on,,96,0,1,,,,,,,0,,56,0
8112,note_on,,0,0,1,,,,,,,0,,68,0
8112,note_on,,192,0,2,,,,,,,1,,63,0
8160,note_on,,48,0,2,,,,,,,1,,62,94
8160,note_on,,48,0,1,,,,,,,0,,63,72
8352,note_on,,192,0,1,,,,,,,0,,63,0
8352,note_on,,192,0,2,,,,,,,1,,62,0
8400,note_on,,48,0,2,,,,,,,1,,60,94
8400,note_on,,48,0,1,,,,,,,0,,68,72
8400,note_on,,0,0,1,,,,,,,0,,56,72
8400,note_on,,0,0,1,,,,,,,0,,48,72
8592,note_on,,192,0,1,,,,,,,0,,48,0
8592,note_on,,192,0,2,,,,,,,1,,60,0
8592,note_on,,0,0,1,,,,,,,0,,68,0
8592,note_on,,0,0,1,,,,,,,0,,56,0
8640,note_on,,48,0,2,,,,,,,1,,62,94
8640,note_on,,48,0,1,,,,,,,0,,62,72
8640,note_on,,0,0,1,,,,,,,0,,65,72
8640,note_on,,0,0,1,,,,,,,0,,48,72
8832,note_on,,192,0,2,,,,,,,1,,62,0
8832,note_on,,192,0,1,,,,,,,0,,48,0
8832,note_on,,0,0,1,,,,,,,0,,65,0
8832,note_on,,0,0,1,,,,,,,0,,62,0
8880,note_on,,48,0,2,,,,,,,1,,62,94
8880,note_on,,0,0,1,,,,,,,0,,56,92
8880,note_on,,0,0,1,,,,,,,0,,48,92
8880,note_on,,48,0,1,,,,,,,0,,68,92
8976,note_on,,96,0,1,,,,,,,0,,48,0
9072,note_on,,96,0,1,,,,,,,0,,56,0
9072,note_on,,0,0,1,,,,,,,0,,68,0
9072,note_on,,192,0,2,,,,,,,1,,62,0
9120,note_on,,48,0,1,,,,,,,0,,65,72
9120,note_on,,0,0,1,,,,,,,0,,62,72
9120,note_on,,48,0,2,,,,,,,1,,62,94
9312,note_on,,192,0,1,,,,,,,0,,62,0
9312,note_on,,0,0,1,,,,,,,0,,65,0
9312,note_on,,192,0,2,,,,,,,1,,62,0
9360,note_on,,48,0,2,,,,,,,1,,62,94
9360,note_on,,0,0,1,,,,,,,0,,56,72
9360,note_on,,48,0,1,,,,,,,0,,68,72
9360,note_on,,0,0,1,,,,,,,0,,48,72
9552,note_on,,192,0,1,,,,,,,0,,48,0
9552,note_on,,0,0,1,,,,,,,0,,56,0
9552,note_on,,192,0,2,,,,,,,1,,62,0
9552,note_on,,0,0,1,,,,,,,0,,68,0
9600,note_on,,48,0,1,,,,,,,0,,63,72
9600,note_on,,48,0,2,,,,,,,1,,63,94
9600,note_on,,0,0,1,,,,,,,0,,36,72
9792,note_on,,192,0,2,,,,,,,1,,63,0
9792,note_on,,192,0,1,,,,,,,0,,36,0
9792,note_on,,0,0,1,,,,,,,0,,63,0
9840,note_on,,0,0,1,,,,,,,0,,36,92
9840,note_on,,0,0,1,,,,,,,0,,56,92
9840,note_on,,48,0,2,,,,,,,1,,63,94
9840,note_on,,48,0,1,,,,,,,0,,68,92
9936,note_on,,96,0,1,,,,,,,0,,36,0
10032,note_on,,0,0,1,,,,,,,0,,68,0
10032,note_on,,96,0,1,,,,,,,0,,56,0
10032,note_on,,192,0,2,,,,,,,1,,63,0
10080,note_on,,48,0,2,,,,,,,1,,62,94
10080,note_on,,48,0,1,,,,,,,0,,63,72
10272,note_on,,192,0,1,,,,,,,0,,63,0
10272,note_on,,192,0,2,,,,,,,1,,62,0
10320,note_on,,48,0,2,,,,,,,1,,60,94
10320,note_on,,48,0,1,,,,,,,0,,68,72
10320,note_on,,0,0,1,,,,,,,0,,56,72
10320,note_on,,0,0,1,,,,,,,0,,48,72
10512,note_on,,192,0,2,,,,,,,1,,60,0
10512,note_on,,192,0,1,,,,,,,0,,48,0
10512,note_on,,0,0,1,,,,,,,0,,68,0
10512,note_on,,0,0,1,,,,,,,0,,56,0
10560,note_on,,0,0,1,,,,,,,0,,65,72
10560,note_on,,0,0,1,,,,,,,0,,48,72
10560,note_on,,48,0,2,,,,,,,1,,62,94
10560,note_on,,48,0,1,,,,,,,0,,62,72
10752,note_on,,192,0,1,,,,,,,0,,48,0
10752,note_on,,0,0,1,,,,,,,0,,65,0
10752,note_on,,0,0,1,,,,,,,0,,62,0
10800,note_on,,0,0,1,,,,,,,0,,56,92
10800,note_on,,0,0,1,,,,,,,0,,48,72
10800,note_on,,48,0,1,,,,,,,0,,68,92
10896,note_on,,96,0,1,,,,,,,0,,48,0
10944,note_on,,384,0,2,,,,,,,1,,62,0
10992,note_on,,96,0,1,,,,,,,0,,56,0
10992,note_on,,0,0,1,,,,,,,0,,68,0
11040,note_on,,0,0,1,,,,,,,0,,65,72
11040,note_on,,96,0,2,,,,,,,1,,62,94
11040,note_on,,48,0,1,,,,,,,0,,62,72
11232,note_on,,192,0,1,,,,,,,0,,65,0
11232,note_on,,0,0,1,,,,,,,0,,62,0
11280,note_on,,0,0,1,,,,,,,0,,36,72
11280,note_on,,0,0,1,,,,,,,0,,68,72
11280,note_on,,48,0,1,,,,,,,0,,56,72
11424,note_on,,384,0,2,,,,,,,1,,62,0
11472,note_on,,0,0,1,,,,,,,0,,68,0
11472,note_on,,192,0,1,,,,,,,0,,36,0
11472,note_on,,0,0,1,,,,,,,0,,56,0
11520,note_on,,96,0,2,,,,,,,1,,67,94
11520,note_on,,48,0,1,,,,,,,0,,62,105
11520,note_on,,0,0,1,,,,,,,0,,67,105
11520,note_on,,0,0,1,,,,,,,0,,65,105
11520,note_on,,0,0,1,,,,,,,0,,55,105
11520,note_on,,0,0,1,,,,,,,0,,35,105
11520,note_on,,0,0,1,,,,,,,0,,47,105
11712,note_on,,192,0,2,,,,,,,1,,67,0
11712,note_on,,0,0,1,,,,,,,0,,67,0
11712,note_on,,192,0,1,,,,,,,0,,47,0
11712,note_on,,0,0,1,,,,,,,0,,35,0
11712,note_on,,0,0,1,,,,,,,0,,55,0
11712,note_on,,0,0,1,,,,,,,0,,65,0
11712,note_on,,0,0,1,,,,,,,0,,62,0
11760,note_on,,48,0,2,,,,,,,1,,67,94
11952,note_on,,192,0,2,,,,,,,1,,67,0
12000,note_on,,288,0,1,,,,,,,0,,46,72
12000,note_on,,48,0,2,,,,,,,1,,72,94
12192,note_on,,192,0,2,,,,,,,1,,72,0
12240,note_on,,240,0,1,,,,,,,0,,60,72
12240,note_on,,48,0,2,,,,,,,1,,72,94
12240,note_on,,0,0,1,,,,,,,0,,64,72
12240,note_on,,0,0,1,,,,,,,0,,67,72
12240,note_on,,0,0,1,,,,,,,0,,72,72
12384,note_on,,144,0,1,,,,,,,0,,46,0
12432,note_on,,48,0,1,,,,,,,0,,67,0
12432,note_on,,0,0,1,,,,,,,0,,64,0
12432,note_on,,0,0,1,,,,,,,0,,72,0
12432,note_on,,0,0,1,,,,,,,0,,60,0
12432,note_on,,192,0,2,,,,,,,1,,72,0
12480,note_on,,48,0,1,,,,,,,0,,45,72
12480,note_on,,48,0,2,,,,,,,1,,72,94
12672,note_on,,192,0,2,,,,,,,1,,72,0
12720,note_on,,0,0,1,,,,,,,0,,65,72
12720,note_on,,48,0,2,,,,,,,1,,72,94
12720,note_on,,0,0,1,,,,,,,0,,72,72
12720,note_on,,240,0,1,,,,,,,0,,60,72
12864,note_on,,144,0,1,,,,,,,0,,45,0
12912,note_on,,0,0,1,,,,,,,0,,65,0
12912,note_on,,0,0,1,,,,,,,0,,60,0
12912,note_on,,192,0,2,,,,,,,1,,72,0
12912,note_on,,48,0,1,,,,,,,0,,72,0
12960,set_tempo,571393,5280,1,0,,,,,,,,,,
12960,note_on,,48,0,2,,,,,,,1,,60,94
12960,note_on,,48,0,1,,,,,,,0,,44,72
13152,note_on,,192,0,2,,,,,,,1,,60,0
13200,note_on,,240,0,1,,,,,,,0,,63,72
13200,note_on,,0,0,1,,,,,,,0,,66,72
13200,note_on,,48,0,2,,,,,,,1,,62,94
13200,note_on,,0,0,1,,,,,,,0,,60,72
13344,note_on,,144,0,1,,,,,,,0,,44,0
13392,note_on,,192,0,2,,,,,,,1,,62,0
13392,note_on,,48,0,1,,,,,,,0,,66,0
13392,note_on,,0,0,1,,,,,,,0,,60,0
13392,note_on,,0,0,1,,,,,,,0,,63,0
13440,note_on,,48,0,1,,,,,,,0,,43,72
13440,set_tempo,566017,480,1,0,,,,,,,,,,
13440,note_on,,48,0,2,,,,,,,1,,63,94
13632,note_on,,192,0,2,,,,,,,1,,63,0
13680,note_on,,240,0,1,,,,,,,0,,67,72
13680,note_on,,0,0,1,,,,,,,0,,60,72
13680,note_on,,0,0,1,,,,,,,0,,63,72
13680,note_on,,48,0,2,,,,,,,1,,63,94
13872,note_on,,0,0,1,,,,,,,0,,63,0
13872,note_on,,192,0,1,,,,,,,0,,60,0
13872,note_on,,0,0,1,,,,,,,0,,67,0
13872,note_on,,192,0,2,,,,,,,1,,63,0
13920,note_on,,48,0,1,,,,,,,0,,55,85
13920,note_on,,48,0,2,,,,,,,1,,62,94
13920,set_tempo,560641,480,1,0,,,,,,,,,,
14112,note_on,,192,0,2,,,,,,,1,,62,0
14160,note_on,,48,0,2,,,,,,,1,,67,105
14160,note_on,,0,0,1,,,,,,,0,,59,85
14160,note_on,,0,0,1,,,,,,,0,,62,85
14160,note_on,,240,0,1,,,,,,,0,,65,85
14304,note_on,,144,0,1,,,,,,,0,,55,0
14304,note_on,,0,0,1,,,,,,,0,,43,0
14352,note_on,,48,0,1,,,,,,,0,,59,0
14352,note_on,,0,0,1,,,,,,,0,,62,0
14352,note_on,,0,0,1,,,,,,,0,,65,0
14352,note_on,,192,0,2,,,,,,,1,,67,0
14400,set_tempo,555521,480,1,0,,,,,,,,,,
14400,note_on,,48,0,1,,,,,,,0,,56,85
14400,note_on,,48,0,2,,,,,,,1,,65,105
14640,note_on,,240,0,1,,,,,,,0,,65,94
14640,note_on,,0,0,1,,,,,,,0,,60,94
14784,note_on,,144,0,1,,,,,,,0,,56,0
14784,note_on,,384,0,2,,,,,,,1,,65,0
14832,note_on,,48,0,1,,,,,,,0,,60,0
14832,note_on,,0,0,1,,,,,,,0,,65,0
14880,note_on,,96,0,2,,,,,,,1,,63,94
14880,note_on,,48,0,1,,,,,,,0,,44,94
15072,note_on,,192,0,2,,,,,,,1,,63,0
15120,note_on,,240,0,1,,,,,,,0,,63,105
15120,note_on,,0,0,1,,,,,,,0,,60,105
15264,note_on,,144,0,1,,,,,,,0,,44,0
15312,note_on,,48,0,1,,,,,,,0,,60,0
15312,note_on,,0,0,1,,,,,,,0,,63,0
15360,note_on,,288,0,2,,,,,,,1,,67,94
15360,note_on,,48,0,1,,,,,,,0,,62,105
15360,note_on,,0,0,1,,,,,,,0,,65,105
15360,note_on,,0,0,1,,,,,,,0,,67,105
15360,note_on,,0,0,1,,,,,,,0,,47,105
15360,note_on,,0,0,1,,,,,,,0,,55,105
15552,note_on,,0,0,1,,,,,,,0,,67,0
15552,note_on,,0,0,1,,,,,,,0,,47,0
15552,note_on,,192,0,1,,,,,,,0,,55,0
15552,note_on,,192,0,2,,,,,,,1,,67,0
15552,note_on,,0,0,1,,,,,,,0,,65,0
15552,note_on,,0,0,1,,,,,,,0,,62,0
15600,note_on,,48,0,2,,,,,,,1,,67,94
15792,note_on,,192,0,2,,,,,,,1,,67,0
15840,note_on,,48,0,2,,,,,,,1,,67,94
15840,note_on,,288,0,1,,,,,,,0,,46,85
16032,note_on,,192,0,2,,,,,,,1,,67,0
16080,note_on,,48,0,2,,,,,,,1,,67,94
16080,note_on,,0,0,1,,,,,,,0,,67,85
16080,note_on,,0,0,1,,,,,,,0,,64,85
16080,note_on,,240,0,1,,,,,,,0,,60,85
16224,note_on,,144,0,1,,,,,,,0,,46,0
16272,note_on,,0,0,1,,,,,,,0,,64,0
16272,note_on,,0,0,1,,,,,,,0,,60,0
16272,note_on,,48,0,1,,,,,,,0,,67,0
16272,note_on,,192,0,2,,,,,,,1,,67,0
16320,note_on,,48,0,2,,,,,,,1,,72,94
16320,note_on,,48,0,1,,,,,,,0,,45,85
16512,note_on,,192,0,2,,,,,,,1,,72,0
16560,note_on,,48,0,2,,,,,,,1,,72,94
