tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,control,value,channel,data,program,note,velocity,pitch
62551,note_on,,3,0,1,,,,,,,,,0,,,54,100,
62555,control_change,,4,0,1,,,,,,,64,127,0,,,,,
62563,note_on,,8,0,1,,,,,,,,,0,,,59,75,
62565,note_on,,2,0,1,,,,,,,,,0,,,92,101,
62575,note_on,,10,0,1,,,,,,,,,0,,,47,0,
62575,note_on,,0,0,1,,,,,,,,,0,,,90,105,
62582,note_on,,7,0,1,,,,,,,,,0,,,54,0,
62591,note_on,,9,0,1,,,,,,,,,0,,,59,0,
62599,note_on,,8,0,1,,,,,,,,,0,,,92,0,
62640,program_change,,1200,0,6,,,,,,,,,5,,45,,,
62640,program_change,,1806,0,5,,,,,,,,,4,,45,,,
62640,program_change,,2160,0,4,,,,,,,,,3,,45,,,
62641,note_on,,42,0,1,,,,,,,,,0,,,89,98,
62651,note_on,,10,0,1,,,,,,,,,0,,,90,0,
62664,control_change,,13,0,1,,,,,,,64,63,0,,,,,
62668,control_change,,4,0,1,,,,,,,64,0,0,,,,,
62716,note_on,,48,0,1,,,,,,,,,0,,,90,115,
62719,note_on,,3,0,1,,,,,,,,,0,,,63,99,
62726,note_on,,7,0,1,,,,,,,,,0,,,54,86,
62737,note_on,,11,0,1,,,,,,,,,0,,,89,0,
62744,note_on,,0,0,1,,,,,,,,,0,,,63,0,
62744,note_on,,7,0,1,,,,,,,,,0,,,54,0,
62762,note_on,,18,0,1,,,,,,,,,0,,,92,114,
62784,note_on,,22,0,1,,,,,,,,,0,,,90,0,
62831,note_on,,47,0,1,,,,,,,,,0,,,90,104,
62842,note_on,,11,0,1,,,,,,,,,0,,,47,79,
62844,note_on,,2,0,1,,,,,,,,,0,,,92,0,
62849,control_change,,5,0,1,,,,,,,64,127,0,,,,,
62853,note_on,,4,0,1,,,,,,,,,0,,,54,106,
62854,note_on,,214,0,6,,,,,,,,,5,,,47,78,
62858,note_on,,218,0,4,,,,,,,,,3,,,63,76,
62861,note_on,,8,0,1,,,,,,,,,0,,,95,116,
62862,note_on,,1,0,1,,,,,,,,,0,,,59,97,
62864,program_change,,3700,0,3,,,,,,,,,2,,45,,,
62864,note_on,,0,0,3,,,,,,,,,2,,,69,57,
62870,note_on,,230,0,5,,,,,,,,,4,,,59,71,
62877,note_on,,15,0,1,,,,,,,,,0,,,90,0,
62880,note_on,,3,0,1,,,,,,,,,0,,,47,0,
62884,note_on,,4,0,1,,,,,,,,,0,,,54,0,
62886,note_on,,28,0,4,,,,,,,,,3,,,63,0,
62887,note_on,,23,0,3,,,,,,,,,2,,,69,0,
62891,note_on,,7,0,1,,,,,,,,,0,,,95,0,
62892,note_on,,1,0,1,,,,,,,,,0,,,59,0,
62892,note_on,,38,0,6,,,,,,,,,5,,,47,0,
62903,note_on,,33,0,5,,,,,,,,,4,,,59,0,
63019,note_on,,127,0,6,,,,,,,,,5,,,47,67,
63023,note_on,,137,0,4,,,,,,,,,3,,,63,80,
63028,note_on,,141,0,3,,,,,,,,,2,,,69,68,
63033,note_on,,130,0,5,,,,,,,,,4,,,59,67,
63039,note_on,,147,0,1,,,,,,,,,0,,,71,112,
63044,note_on,,0,0,1,,,,,,,,,0,,,63,70,
63044,note_on,,5,0,1,,,,,,,,,0,,,54,63,
63055,note_on,,36,0,6,,,,,,,,,5,,,47,0,
63055,note_on,,27,0,3,,,,,,,,,2,,,69,0,
63061,note_on,,28,0,5,,,,,,,,,4,,,59,0,
63064,note_on,,41,0,4,,,,,,,,,3,,,63,0,
63066,note_on,,22,0,1,,,,,,,,,0,,,71,0,
63067,note_on,,1,0,1,,,,,,,,,0,,,63,0,
63068,note_on,,1,0,1,,,,,,,,,0,,,54,0,
63119,control_change,,51,0,1,,,,,,,64,63,0,,,,,
63120,control_change,,2310,0,7,,,,,,,11,100,6,,,,,
63132,control_change,,13,0,1,,,,,,,64,0,0,,,,,
63174,note_on,,42,0,1,,,,,,,,,0,,,52,96,
63178,note_on,,4,0,1,,,,,,,,,0,,,56,90,
63189,note_on,,11,0,1,,,,,,,,,0,,,95,100,
63198,note_on,,143,0,6,,,,,,,,,5,,,52,72,
63198,note_on,,137,0,5,,,,,,,,,4,,,59,69,
63199,note_on,,79,0,7,,,,,,,,,6,,,40,69,
63201,note_on,,137,0,4,,,,,,,,,3,,,64,76,
63204,note_on,,15,0,1,,,,,,,,,0,,,64,113,
63204,note_on,,149,0,3,,,,,,,,,2,,,68,81,
63208,control_change,,4,0,1,,,,,,,64,127,0,,,,,
63209,note_on,,1,0,1,,,,,,,,,0,,,83,108,
63223,note_on,,19,0,3,,,,,,,,,2,,,68,0,
63223,note_on,,14,0,1,,,,,,,,,0,,,95,0,
63223,note_on,,0,0,1,,,,,,,,,0,,,52,0,
63226,note_on,,28,0,6,,,,,,,,,5,,,52,0,
63231,note_on,,8,0,1,,,,,,,,,0,,,56,0,
63233,note_on,,35,0,5,,,,,,,,,4,,,59,0,
63238,note_on,,7,0,1,,,,,,,,,0,,,64,0,
63239,note_on,,1,0,1,,,,,,,,,0,,,83,0,
63240,note_on,,39,0,4,,,,,,,,,3,,,64,0,
63272,control_change,,33,0,1,,,,,,,64,63,0,,,,,
63283,control_change,,11,0,1,,,,,,,64,0,0,,,,,
63360,program_change,,127,0,5,,,,,,,,,4,,49,,,
63360,program_change,,120,0,4,,,,,,,,,3,,49,,,
63379,note_on,,96,0,1,,,,,,,,,0,,,76,120,
63380,note_on,,1,0,1,,,,,,,,,0,,,68,107,
63386,note_on,,6,0,1,,,,,,,,,0,,,59,81,
63405,note_on,,19,0,1,,,,,,,,,0,,,59,0,
63408,note_on,,3,0,1,,,,,,,,,0,,,76,0,
63409,note_on,,1,0,1,,,,,,,,,0,,,68,0,
63508,control_change,,99,0,1,,,,,,,64,127,0,,,,,
63531,note_on,,23,0,1,,,,,,,,,0,,,95,100,
63536,note_on,,5,0,1,,,,,,,,,0,,,52,87,
63538,note_on,,2,0,1,,,,,,,,,0,,,56,103,
63551,note_on,,13,0,1,,,,,,,,,0,,,64,102,
63560,note_on,,9,0,1,,,,,,,,,0,,,95,0,
63566,note_on,,6,0,1,,,,,,,,,0,,,80,118,
63567,note_on,,1,0,1,,,,,,,,,0,,,52,0,
63575,note_on,,8,0,1,,,,,,,,,0,,,56,0,
63585,note_on,,10,0,1,,,,,,,,,0,,,64,0,
63601,note_on,,16,0,1,,,,,,,,,0,,,80,0,
63712,note_on,,111,0,1,,,,,,,,,0,,,68,110,
63717,note_on,,5,0,1,,,,,,,,,0,,,59,81,
63736,note_on,,19,0,1,,,,,,,,,0,,,59,0,
63741,note_on,,5,0,1,,,,,,,,,0,,,68,0,
63804,control_change,,63,0,1,,,,,,,64,63,0,,,,,
63816,control_change,,12,0,1,,,,,,,64,0,0,,,,,
63827,note_on,,11,0,1,,,,,,,,,0,,,95,78,
63829,control_change,,2,0,1,,,,,,,64,63,0,,,,,
63837,note_on,,8,0,1,,,,,,,,,0,,,52,99,
63840,program_change,,617,0,3,,,,,,,,,2,,49,,,
63840,program_change,,614,0,6,,,,,,,,,5,,49,,,
63840,control_change,,3,0,1,,,,,,,64,127,0,,,,,
63842,note_on,,2,0,3,,,,,,,,,2,,,69,64,
63844,note_on,,4,0,1,,,,,,,,,0,,,95,0,
63848,note_on,,4,0,1,,,,,,,,,0,,,57,97,
63849,note_on,,489,0,5,,,,,,,,,4,,,59,86,
63851,note_on,,491,0,4,,,,,,,,,3,,,63,77,
63856,note_on,,8,0,1,,,,,,,,,0,,,80,119,
63859,note_on,,3,0,1,,,,,,,,,0,,,63,105,
63872,note_on,,32,0,6,,,,,,,,,5,,,52,73,
63876,note_on,,17,0,1,,,,,,,,,0,,,52,0,
63884,note_on,,8,0,1,,,,,,,,,0,,,57,0,
63889,note_on,,5,0,1,,,,,,,,,0,,,80,0,
63893,note_on,,4,0,1,,,,,,,,,0,,,63,0,
63948,note_on,,55,0,1,,,,,,,,,0,,,78,108,
63983,control_change,,35,0,1,,,,,,,64,63,0,,,,,
63987,control_change,,4,0,1,,,,,,,64,0,0,,,,,
64006,note_on,,19,0,1,,,,,,,,,0,,,66,104,
64012,note_on,,6,0,1,,,,,,,,,0,,,75,107,
64013,note_on,,1,0,1,,,,,,,,,0,,,59,75,
64025,note_on,,12,0,1,,,,,,,,,0,,,78,0,
64034,note_on,,9,0,1,,,,,,,,,0,,,59,0,
64042,note_on,,8,0,1,,,,,,,,,0,,,66,0,
64077,note_on,,35,0,1,,,,,,,,,0,,,71,108,
64103,note_on,,26,0,1,,,,,,,,,0,,,75,0,
64116,note_on,,13,0,1,,,,,,,,,0,,,71,0,
64135,note_on,,293,0,3,,,,,,,,,2,,,68,75,
64140,note_on,,24,0,1,,,,,,,,,0,,,56,103,
64145,note_on,,294,0,4,,,,,,,,,3,,,64,86,
64147,note_on,,7,0,1,,,,,,,,,0,,,52,76,
64149,note_on,,2,0,1,,,,,,,,,0,,,64,97,
64151,note_on,,2,0,1,,,,,,,,,0,,,83,114,
64155,note_on,,4,0,1,,,,,,,,,0,,,76,114,
64161,control_change,,6,0,1,,,,,,,64,127,0,,,,,
64167,note_on,,6,0,1,,,,,,,,,0,,,52,0,
64170,note_on,,25,0,4,,,,,,,,,3,,,63,0,
64171,note_on,,4,0,1,,,,,,,,,0,,,64,0,
64173,note_on,,2,0,1,,,,,,,,,0,,,56,0,
64174,note_on,,1,0,1,,,,,,,,,0,,,76,0,
64188,note_on,,53,0,3,,,,,,,,,2,,,69,0,
64189,note_on,,15,0,1,,,,,,,,,0,,,83,0,
64301,note_on,,112,0,1,,,,,,,,,0,,,80,106,
64304,note_on,,3,0,1,,,,,,,,,0,,,68,95,
64311,note_on,,7,0,1,,,,,,,,,0,,,59,74,
64330,note_on,,19,0,1,,,,,,,,,0,,,68,0,
64331,note_on,,1,0,1,,,,,,,,,0,,,59,0,
64335,control_change,,4,0,1,,,,,,,64,63,0,,,,,
64339,control_change,,4,0,1,,,,,,,64,0,0,,,,,
64348,note_on,,9,0,1,,,,,,,,,0,,,80,0,
64358,note_on,,10,0,1,,,,,,,,,0,,,81,98,
64393,note_on,,35,0,1,,,,,,,,,0,,,81,0,
64429,note_on,,0,0,3,,,,,,,,,2,,,64,63,
64429,note_on,,241,0,3,,,,,,,,,2,,,68,0,
64441,note_on,,48,0,1,,,,,,,,,0,,,83,112,
64441,note_on,,0,0,1,,,,,,,,,0,,,95,109,
64443,note_on,,2,0,1,,,,,,,,,0,,,56,105,
64444,note_on,,1,0,1,,,,,,,,,0,,,52,94,
64445,note_on,,1,0,1,,,,,,,,,0,,,64,101,
64458,control_change,,13,0,1,,,,,,,64,127,0,,,,,
64459,note_on,,289,0,4,,,,,,,,,3,,,56,89,
64472,note_on,,14,0,1,,,,,,,,,0,,,52,0,
64472,note_on,,0,0,1,,,,,,,,,0,,,83,0,
64475,note_on,,3,0,1,,,,,,,,,0,,,95,0,
64476,note_on,,1,0,1,,,,,,,,,0,,,56,0,
64478,note_on,,2,0,1,,,,,,,,,0,,,64,0,
64480,note_on,,21,0,4,,,,,,,,,3,,,64,0,
64584,note_on,,735,0,5,,,,,,,,,4,,,59,0,
64608,note_on,,130,0,1,,,,,,,,,0,,,85,109,
64611,note_on,,3,0,1,,,,,,,,,0,,,68,99,
64615,note_on,,4,0,1,,,,,,,,,0,,,59,76,
64632,control_change,,17,0,1,,,,,,,64,63,0,,,,,
64636,note_on,,4,0,1,,,,,,,,,0,,,59,0,
64637,control_change,,1,0,1,,,,,,,64,0,0,,,,,
64641,note_on,,4,0,1,,,,,,,,,0,,,68,0,
64648,note_on,,7,0,1,,,,,,,,,0,,,85,0,
64676,note_on,,28,0,1,,,,,,,,,0,,,87,100,
64691,note_on,,262,0,3,,,,,,,,,2,,,64,0,
64713,note_on,,37,0,1,,,,,,,,,0,,,87,0,
64739,note_on,,259,0,4,,,,,,,,,3,,,56,0,
64752,note_on,,39,0,1,,,,,,,,,0,,,56,105,
64756,note_on,,4,0,1,,,,,,,,,0,,,52,94,
64758,note_on,,2,0,1,,,,,,,,,0,,,64,89,
64764,note_on,,6,0,1,,,,,,,,,0,,,88,112,
64769,note_on,,5,0,1,,,,,,,,,0,,,95,106,
64772,control_change,,3,0,1,,,,,,,64,127,0,,,,,
64774,note_on,,2,0,1,,,,,,,,,0,,,52,0,
64784,note_on,,10,0,1,,,,,,,,,0,,,64,0,
64784,note_on,,0,0,1,,,,,,,,,0,,,56,0,
64794,note_on,,10,0,1,,,,,,,,,0,,,88,0,
64820,note_on,,26,0,1,,,,,,,,,0,,,90,110,
64869,note_on,,49,0,1,,,,,,,,,0,,,90,0,
64870,note_on,,1,0,1,,,,,,,,,0,,,95,0,
64891,control_change,,21,0,1,,,,,,,64,63,0,,,,,
64895,control_change,,4,0,1,,,,,,,64,0,0,,,,,
64897,note_on,,2,0,1,,,,,,,,,0,,,95,93,
64902,note_on,,5,0,1,,,,,,,,,0,,,68,104,
64904,note_on,,2,0,1,,,,,,,,,0,,,59,91,
64904,note_on,,0,0,1,,,,,,,,,0,,,93,107,
64929,note_on,,0,0,1,,,,,,,,,0,,,68,0,
64929,note_on,,25,0,1,,,,,,,,,0,,,59,0,
64965,note_on,,36,0,1,,,,,,,,,0,,,92,105,
64999,note_on,,34,0,1,,,,,,,,,0,,,93,0,
65003,note_on,,4,0,1,,,,,,,,,0,,,95,0,
65011,note_on,,8,0,1,,,,,,,,,0,,,92,0,
65040,note_on,,1841,0,7,,,,,,,,,6,,,40,0,
65041,note_on,,457,0,5,,,,,,,,,4,,,59,91,
65042,note_on,,31,0,1,,,,,,,,,0,,,54,108,
65043,note_on,,1171,0,6,,,,,,,,,5,,,47,94,
65044,note_on,,2,0,1,,,,,,,,,0,,,47,97,
65048,note_on,,4,0,1,,,,,,,,,0,,,95,114,
65050,note_on,,2,0,1,,,,,,,,,0,,,59,82,
65051,control_change,,1,0,1,,,,,,,64,127,0,,,,,
65052,note_on,,1,0,1,,,,,,,,,0,,,90,121,
65052,note_on,,12,0,7,,,,,,,,,6,,,47,100,
65054,note_on,,2,0,1,,,,,,,,,0,,,92,101,
65057,note_on,,318,0,4,,,,,,,,,3,,,69,92,
65060,note_on,,6,0,1,,,,,,,,,0,,,47,0,
65063,note_on,,372,0,3,,,,,,,,,2,,,75,80,
65073,note_on,,13,0,1,,,,,,,,,0,,,92,0,
65074,note_on,,1,0,1,,,,,,,,,0,,,54,0,
65081,note_on,,7,0,1,,,,,,,,,0,,,59,0,
65091,note_on,,48,0,6,,,,,,,,,5,,,52,0,
65107,note_on,,26,0,1,,,,,,,,,0,,,90,0,
65109,note_on,,2,0,1,,,,,,,,,0,,,89,102,
65149,control_change,,40,0,1,,,,,,,64,63,0,,,,,
65153,control_change,,4,0,1,,,,,,,64,0,0,,,,,
65154,note_on,,1,0,1,,,,,,,,,0,,,95,0,
65156,note_on,,2,0,1,,,,,,,,,0,,,89,0,
65199,note_on,,43,0,1,,,,,,,,,0,,,90,123,
65200,note_on,,1,0,1,,,,,,,,,0,,,95,116,
65200,note_on,,0,0,1,,,,,,,,,0,,,63,109,
65201,note_on,,1,0,1,,,,,,,,,0,,,57,87,
65228,note_on,,27,0,1,,,,,,,,,0,,,57,0,
65235,note_on,,7,0,1,,,,,,,,,0,,,63,0,
65239,note_on,,4,0,1,,,,,,,,,0,,,90,0,
65260,note_on,,21,0,1,,,,,,,,,0,,,92,115,
65285,note_on,,25,0,1,,,,,,,,,0,,,95,0,
65307,note_on,,22,0,1,,,,,,,,,0,,,92,0,
65336,note_on,,4682,0,8,,,,,,,,,7,,,64,94,
65344,note_on,,287,0,4,,,,,,,,,3,,,68,105,
65349,note_on,,286,0,3,,,,,,,,,2,,,76,86,
65350,note_on,,259,0,6,,,,,,,,,5,,,52,116,
65356,note_on,,49,0,1,,,,,,,,,0,,,56,112,
65358,note_on,,0,0,1,,,,,,,,,0,,,64,121,
65358,note_on,,2,0,1,,,,,,,,,0,,,100,120,
65359,note_on,,0,0,1,,,,,,,,,0,,,59,113,
65359,note_on,,1,0,1,,,,,,,,,0,,,52,106,
65361,note_on,,2,0,1,,,,,,,,,0,,,88,104,
65362,control_change,,1,0,1,,,,,,,64,127,0,,,,,
65364,note_on,,312,0,7,,,,,,,,,6,,,40,90,
65372,note_on,,36,0,8,,,,,,,,,7,,,71,0,
65376,note_on,,14,0,1,,,,,,,,,0,,,88,0,
65376,note_on,,12,0,7,,,,,,,,,6,,,47,0,
65380,note_on,,30,0,6,,,,,,,,,5,,,47,0,
65380,note_on,,31,0,3,,,,,,,,,2,,,75,0,
65381,note_on,,37,0,4,,,,,,,,,3,,,69,0,
65384,note_on,,8,0,1,,,,,,,,,0,,,100,0,
65392,note_on,,20,0,8,,,,,,,,,7,,,64,0,
65396,note_on,,12,0,1,,,,,,,,,0,,,56,0,
65399,note_on,,3,0,1,,,,,,,,,0,,,64,0,
65400,note_on,,20,0,6,,,,,,,,,5,,,52,0,
65404,note_on,,28,0,7,,,,,,,,,6,,,40,0,
65407,note_on,,27,0,3,,,,,,,,,2,,,76,0,
65411,note_on,,12,0,1,,,,,,,,,0,,,59,0,
65413,note_on,,2,0,1,,,,,,,,,0,,,52,0,
65430,note_on,,49,0,4,,,,,,,,,3,,,68,0,
65471,note_on,,430,0,5,,,,,,,,,4,,,59,0,
65492,note_on,,8023,0,11,,,,,,,,,11,,,52,127,
65498,note_on,,7382,0,2,,,,,,,,,1,,,40,102,
65504,note_on,,112,0,8,,,,,,,,,7,,,52,92,
65509,note_on,,109,0,6,,,,,,,,,5,,,52,118,
65510,note_on,,6,0,8,,,,,,,,,7,,,64,93,
65513,note_on,,0,0,9,,,,,,,,,8,,,64,125,
65513,note_on,,8035,0,9,,,,,,,,,8,,,76,125,
65514,note_on,,84,0,4,,,,,,,,,3,,,64,116,
65515,note_on,,44,0,5,,,,,,,,,4,,,64,118,
65519,note_on,,115,0,7,,,,,,,,,6,,,40,124,
65526,note_on,,119,0,3,,,,,,,,,2,,,76,124,
65529,note_on,,31,0,2,,,,,,,,,1,,,40,0,
65543,note_on,,30,0,9,,,,,,,,,8,,,76,0,
65543,note_on,,33,0,8,,,,,,,,,7,,,64,0,
65545,note_on,,36,0,6,,,,,,,,,5,,,52,0,
65545,note_on,,2,0,8,,,,,,,,,7,,,52,0,
65546,note_on,,3,0,9,,,,,,,,,8,,,64,0,
65555,note_on,,40,0,5,,,,,,,,,4,,,64,0,
65558,note_on,,44,0,4,,,,,,,,,3,,,64,0,
65558,note_on,,66,0,11,,,,,,,,,11,,,52,0,
65564,note_on,,45,0,7,,,,,,,,,6,,,40,0,
65569,note_on,,43,0,3,,,,,,,,,2,,,76,0,
65657,note_on,,99,0,11,,,,,,,,,11,,,61,127,
65660,note_on,,8047,0,14,,,,,,,,,14,,,69,124,
65661,note_on,,1,0,14,,,,,,,,,14,,,64,125,
65661,note_on,,132,0,2,,,,,,,,,1,,,40,103,
65665,note_on,,8007,0,15,,,,,,,,,15,,,49,126,
65666,note_on,,8083,0,13,,,,,,,,,13,,,81,117,
65669,note_on,,3,0,13,,,,,,,,,13,,,76,112,
65670,note_on,,5,0,15,,,,,,,,,15,,,61,119,
65671,note_on,,8069,0,12,,,,,,,,,12,,,76,124,
65672,note_on,,1,0,12,,,,,,,,,12,,,81,120,
65674,note_on,,128,0,9,,,,,,,,,8,,,64,127,
65675,note_on,,120,0,5,,,,,,,,,4,,,64,121,
65676,note_on,,1,0,5,,,,,,,,,4,,,69,122,
65676,note_on,,131,0,6,,,,,,,,,5,,,61,127,
65677,note_on,,3,0,9,,,,,,,,,8,,,76,127,
65679,note_on,,121,0,4,,,,,,,,,3,,,69,125,
65680,control_change,,267,0,1,,,,,,,64,63,0,,,,,
65680,note_on,,111,0,3,,,,,,,,,2,,,81,125,
65682,note_on,,137,0,8,,,,,,,,,7,,,64,99,
65682,note_on,,3,0,4,,,,,,,,,3,,,76,118,
65683,note_on,,22,0,2,,,,,,,,,1,,,40,0,
65683,note_on,,1,0,8,,,,,,,,,7,,,52,99,
65689,control_change,,9,0,1,,,,,,,64,0,0,,,,,
65689,note_on,,125,0,7,,,,,,,,,6,,,49,125,
65701,note_on,,40,0,14,,,,,,,,,14,,,69,0,
65708,note_on,,38,0,15,,,,,,,,,15,,,61,0,
65711,note_on,,34,0,9,,,,,,,,,8,,,76,0,
65711,note_on,,42,0,13,,,,,,,,,13,,,81,0,
65714,note_on,,42,0,12,,,,,,,,,12,,,81,0,
65714,note_on,,3,0,9,,,,,,,,,8,,,64,0,
65715,note_on,,33,0,4,,,,,,,,,3,,,69,0,
65715,note_on,,32,0,8,,,,,,,,,7,,,64,0,
65716,note_on,,5,0,13,,,,,,,,,13,,,76,0,
65717,note_on,,3,0,12,,,,,,,,,12,,,76,0,
65719,note_on,,43,0,5,,,,,,,,,4,,,69,0,
65725,note_on,,10,0,8,,,,,,,,,7,,,52,0,
65725,note_on,,36,0,7,,,,,,,,,6,,,49,0,
65728,note_on,,71,0,11,,,,,,,,,11,,,61,0,
65730,note_on,,15,0,4,,,,,,,,,3,,,76,0,
65731,note_on,,55,0,6,,,,,,,,,5,,,61,0,
65733,note_on,,53,0,3,,,,,,,,,2,,,81,0,
65734,note_on,,33,0,14,,,,,,,,,14,,,64,0,
65740,note_on,,21,0,5,,,,,,,,,4,,,64,0,
65741,note_on,,33,0,15,,,,,,,,,15,,,49,0,
65818,note_on,,84,0,14,,,,,,,,,14,,,68,121,
65820,note_on,,2,0,14,,,,,,,,,14,,,64,120,
65821,note_on,,93,0,11,,,,,,,,,11,,,59,126,
65824,note_on,,83,0,15,,,,,,,,,15,,,47,125,
65826,note_on,,110,0,13,,,,,,,,,13,,,76,116,
65826,note_on,,2,0,15,,,,,,,,,15,,,59,108,
65827,note_on,,1,0,13,,,,,,,,,13,,,80,114,
65829,note_on,,0,0,12,,,,,,,,,12,,,76,121,
65829,note_on,,112,0,12,,,,,,,,,12,,,80,120,
65829,note_on,,146,0,2,,,,,,,,,1,,,40,116,
65833,note_on,,103,0,4,,,,,,,,,3,,,71,126,
65834,note_on,,1,0,4,,,,,,,,,3,,,76,122,
65837,note_on,,3,0,4,,,,,,,,,3,,,68,125,
65839,note_on,,125,0,9,,,,,,,,,8,,,64,127,
65841,note_on,,108,0,3,,,,,,,,,2,,,80,124,
65842,note_on,,3,0,9,,,,,,,,,8,,,76,127,
65846,note_on,,106,0,5,,,,,,,,,4,,,64,126,
65847,note_on,,116,0,6,,,,,,,,,5,,,59,127,
65847,note_on,,122,0,8,,,,,,,,,7,,,64,99,
65848,note_on,,1,0,8,,,,,,,,,7,,,52,99,
65849,note_on,,3,0,5,,,,,,,,,4,,,71,127,
65855,note_on,,26,0,2,,,,,,,,,1,,,40,0,
65856,note_on,,131,0,7,,,,,,,,,6,,,47,127,
65878,note_on,,52,0,15,,,,,,,,,15,,,59,0,
65880,note_on,,32,0,8,,,,,,,,,7,,,64,0,
65881,note_on,,54,0,13,,,,,,,,,13,,,80,0,
65882,note_on,,45,0,4,,,,,,,,,3,,,68,0,
65885,note_on,,65,0,14,,,,,,,,,14,,,68,0,
65886,note_on,,57,0,12,,,,,,,,,12,,,80,0,
65890,note_on,,48,0,9,,,,,,,,,8,,,76,0,
65891,note_on,,11,0,8,,,,,,,,,7,,,52,0,
65892,note_on,,7,0,14,,,,,,,,,14,,,64,0,
65892,note_on,,10,0,4,,,,,,,,,3,,,71,0,
65894,note_on,,13,0,13,,,,,,,,,13,,,76,0,
65895,note_on,,9,0,12,,,,,,,,,12,,,76,0,
65898,note_on,,42,0,7,,,,,,,,,6,,,47,0,
65899,note_on,,9,0,9,,,,,,,,,8,,,64,0,
65899,note_on,,7,0,4,,,,,,,,,3,,,76,0,
65903,note_on,,82,0,11,,,,,,,,,11,,,59,0,
65904,note_on,,63,0,3,,,,,,,,,2,,,80,0,
65907,note_on,,58,0,5,,,,,,,,,4,,,71,0,
65911,note_on,,33,0,15,,,,,,,,,15,,,47,0,
65912,note_on,,5,0,5,,,,,,,,,4,,,64,0,
65930,note_on,,83,0,6,,,,,,,,,5,,,59,0,
65994,note_on,,139,0,2,,,,,,,,,1,,,40,120,
66011,note_on,,112,0,9,,,,,,,,,8,,,64,113,
66012,note_on,,121,0,8,,,,,,,,,7,,,52,99,
66013,note_on,,2,0,9,,,,,,,,,8,,,76,121,
66014,note_on,,2,0,8,,,,,,,,,7,,,64,99,
66022,note_on,,28,0,2,,,,,,,,,1,,,40,0,
66046,note_on,,0,0,9,,,,,,,,,8,,,64,0,
66046,note_on,,33,0,9,,,,,,,,,8,,,76,0,
66070,note_on,,24,0,9,,,,,,,,,8,,,76,114,
66072,note_on,,2,0,9,,,,,,,,,8,,,64,116,
66108,note_on,,36,0,9,,,,,,,,,8,,,76,0,
66111,note_on,,3,0,9,,,,,,,,,8,,,64,0,
66134,note_on,,23,0,9,,,,,,,,,8,,,76,114,
66147,note_on,,13,0,9,,,,,,,,,8,,,64,120,
66173,note_on,,26,0,9,,,,,,,,,8,,,76,0,
66185,note_on,,12,0,9,,,,,,,,,8,,,64,0,
66197,note_on,,12,0,9,,,,,,,,,8,,,76,111,
66205,note_on,,8,0,9,,,,,,,,,8,,,64,114,
66235,note_on,,30,0,9,,,,,,,,,8,,,76,0,
66248,note_on,,13,0,9,,,,,,,,,8,,,64,0,
66270,note_on,,378,0,14,,,,,,,,,14,,,73,123,
66271,note_on,,377,0,13,,,,,,,,,13,,,73,124,
66273,note_on,,3,0,14,,,,,,,,,14,,,64,118,
66277,note_on,,379,0,7,,,,,,,,,6,,,45,126,
66277,note_on,,255,0,2,,,,,,,,,1,,,40,85,
66278,note_on,,366,0,5,,,,,,,,,4,,,64,126,
66279,note_on,,1,0,5,,,,,,,,,4,,,73,125,
66279,note_on,,8,0,13,,,,,,,,,13,,,76,109,
66280,note_on,,32,0,9,,,,,,,,,8,,,76,125,
66282,note_on,,371,0,15,,,,,,,,,15,,,45,120,
66283,note_on,,3,0,9,,,,,,,,,8,,,64,121,
66285,note_on,,355,0,6,,,,,,,,,5,,,57,127,
66286,note_on,,4,0,15,,,,,,,,,15,,,57,101,
66291,note_on,,392,0,4,,,,,,,,,3,,,73,125,
66292,note_on,,397,0,12,,,,,,,,,12,,,85,125,
66293,note_on,,2,0,4,,,,,,,,,3,,,76,125,
66293,note_on,,1,0,12,,,,,,,,,12,,,76,122,
66296,note_on,,392,0,3,,,,,,,,,2,,,85,127,
66302,note_on,,399,0,11,,,,,,,,,11,,,57,126,
66308,note_on,,31,0,2,,,,,,,,,1,,,40,0,
66316,note_on,,37,0,5,,,,,,,,,4,,,73,0,
66317,note_on,,38,0,13,,,,,,,,,13,,,76,0,
66318,note_on,,35,0,9,,,,,,,,,8,,,76,0,
66321,note_on,,48,0,14,,,,,,,,,14,,,73,0,
66325,note_on,,7,0,9,,,,,,,,,8,,,64,0,
66329,note_on,,36,0,12,,,,,,,,,12,,,85,0,
66329,note_on,,43,0,15,,,,,,,,,15,,,57,0,
66333,note_on,,17,0,5,,,,,,,,,4,,,64,0,
66333,note_on,,56,0,7,,,,,,,,,6,,,45,0,
66334,note_on,,41,0,4,,,,,,,,,3,,,76,0,
66335,note_on,,39,0,3,,,,,,,,,2,,,85,0,
66335,note_on,,18,0,13,,,,,,,,,13,,,73,0,
66335,note_on,,50,0,6,,,,,,,,,5,,,57,0,
66336,note_on,,7,0,12,,,,,,,,,12,,,76,0,
66340,note_on,,19,0,14,,,,,,,,,14,,,64,0,
66344,note_on,,330,0,8,,,,,,,,,7,,,64,0,
66350,note_on,,16,0,4,,,,,,,,,3,,,73,0,
66351,note_on,,7,0,8,,,,,,,,,7,,,52,0,
66355,note_on,,26,0,15,,,,,,,,,15,,,45,0,
