tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,note,velocity
720,note_on,,0,0,2,,,,,,,1,,62,72
912,note_on,,192,0,2,,,,,,,1,,65,0
912,note_on,,0,0,2,,,,,,,1,,50,0
912,note_on,,0,0,2,,,,,,,1,,62,0
912,note_on,,0,0,2,,,,,,,1,,71,0
912,note_on,,192,0,1,,,,,,,0,,71,0
960,note_on,,48,0,2,,,,,,,1,,64,72
960,note_on,,48,0,1,,,,,,,0,,64,72
960,note_on,,0,0,2,,,,,,,1,,56,72
960,note_on,,0,0,2,,,,,,,1,,62,72
960,note_on,,0,0,2,,,,,,,1,,52,72
1152,note_on,,192,0,1,,,,,,,0,,64,0
1152,note_on,,192,0,2,,,,,,,1,,62,0
1152,note_on,,0,0,2,,,,,,,1,,56,0
1152,note_on,,0,0,2,,,,,,,1,,64,0
1200,note_on,,48,0,1,,,,,,,0,,66,81
1200,note_on,,48,0,2,,,,,,,1,,57,81
1200,note_on,,0,0,2,,,,,,,1,,62,81
1200,note_on,,0,0,2,,,,,,,1,,66,81
1296,note_on,,96,0,2,,,,,,,1,,66,0
1296,note_on,,0,0,2,,,,,,,1,,57,0
1296,note_on,,96,0,1,,,,,,,0,,66,0
1296,note_on,,0,0,2,,,,,,,1,,62,0
1320,note_on,,24,0,1,,,,,,,0,,68,81
1320,note_on,,24,0,2,,,,,,,1,,68,81
1320,note_on,,0,0,2,,,,,,,1,,62,81
1320,note_on,,0,0,2,,,,,,,1,,59,81
1344,note_on,,24,0,2,,,,,,,1,,52,0
1416,note_on,,72,0,2,,,,,,,1,,59,0
1416,note_on,,0,0,2,,,,,,,1,,62,0
1416,note_on,,0,0,2,,,,,,,1,,68,0
1416,note_on,,96,0,1,,,,,,,0,,68,0
1440,note_on,,0,0,2,,,,,,,1,,64,92
1440,note_on,,0,0,2,,,,,,,1,,69,92
1440,note_on,,24,0,1,,,,,,,0,,69,92
1440,note_on,,0,0,2,,,,,,,1,,45,92
1440,note_on,,24,0,2,,,,,,,1,,60,92
1632,note_on,,192,0,2,,,,,,,1,,45,0
1632,note_on,,0,0,2,,,,,,,1,,64,0
1632,note_on,,0,0,2,,,,,,,1,,69,0
1632,note_on,,0,0,2,,,,,,,1,,60,0
1632,note_on,,192,0,1,,,,,,,0,,69,0
1680,note_on,,48,0,2,,,,,,,1,,69,92
1680,note_on,,0,0,2,,,,,,,1,,57,92
1680,note_on,,0,0,2,,,,,,,1,,72,92
1680,note_on,,0,0,2,,,,,,,1,,64,92
1680,note_on,,48,0,1,,,,,,,0,,72,92
1872,note_on,,192,0,1,,,,,,,0,,72,0
1872,note_on,,0,0,2,,,,,,,1,,72,0
1872,note_on,,0,0,2,,,,,,,1,,69,0
1872,note_on,,0,0,2,,,,,,,1,,57,0
1872,note_on,,192,0,2,,,,,,,1,,64,0
1920,note_on,,0,0,2,,,,,,,1,,74,105
1920,note_on,,0,0,2,,,,,,,1,,69,105
1920,note_on,,0,0,2,,,,,,,1,,65,105
1920,note_on,,48,0,1,,,,,,,0,,74,105
1920,note_on,,48,0,2,,,,,,,1,,50,105
2112,note_on,,192,0,1,,,,,,,0,,74,0
2112,note_on,,192,0,2,,,,,,,1,,65,0
2112,note_on,,0,0,2,,,,,,,1,,50,0
2112,note_on,,0,0,2,,,,,,,1,,74,0
2112,note_on,,0,0,2,,,,,,,1,,69,0
2160,note_on,,0,0,2,,,,,,,1,,68,105
2160,note_on,,48,0,1,,,,,,,0,,72,105
2160,note_on,,0,0,2,,,,,,,1,,72,105
2160,note_on,,48,0,2,,,,,,,1,,64,105
2160,note_on,,0,0,2,,,,,,,1,,52,105
2256,note_on,,96,0,1,,,,,,,0,,72,0
2256,note_on,,96,0,2,,,,,,,1,,68,0
2256,note_on,,0,0,2,,,,,,,1,,72,0
2256,note_on,,0,0,2,,,,,,,1,,64,0
2280,note_on,,0,0,2,,,,,,,1,,62,105
2280,note_on,,24,0,2,,,,,,,1,,71,105
2280,note_on,,24,0,1,,,,,,,0,,71,105
2352,note_on,,72,0,2,,,,,,,1,,52,0
2376,note_on,,0,0,2,,,,,,,1,,71,0
2376,note_on,,96,0,1,,,,,,,0,,71,0
2376,note_on,,24,0,2,,,,,,,1,,62,0
2400,note_on,,0,0,2,,,,,,,1,,69,105
2400,note_on,,0,0,2,,,,,,,1,,64,105
2400,note_on,,24,0,2,,,,,,,1,,72,105
2400,note_on,,0,0,2,,,,,,,1,,45,105
2400,note_on,,24,0,1,,,,,,,0,,72,105
2592,note_on,,192,0,1,,,,,,,0,,72,0
2592,note_on,,192,0,2,,,,,,,1,,69,0
2592,note_on,,0,0,2,,,,,,,1,,64,0
2592,note_on,,0,0,2,,,,,,,1,,45,0
2592,note_on,,0,0,2,,,,,,,1,,72,0
2640,note_on,,0,0,2,,,,,,,1,,64,105
2640,note_on,,48,0,1,,,,,,,0,,69,105
2640,note_on,,48,0,2,,,,,,,1,,69,105
2640,note_on,,0,0,2,,,,,,,1,,60,105
2640,note_on,,0,0,2,,,,,,,1,,57,105
2832,note_on,,0,0,2,,,,,,,1,,69,0
2832,note_on,,0,0,2,,,,,,,1,,60,0
2832,note_on,,192,0,2,,,,,,,1,,64,0
2832,note_on,,0,0,2,,,,,,,1,,57,0
2832,note_on,,192,0,1,,,,,,,0,,69,0
2880,note_on,,48,0,2,,,,,,,1,,50,72
2880,note_on,,0,0,2,,,,,,,1,,65,72
2880,note_on,,0,0,2,,,,,,,1,,69,72
2880,note_on,,0,0,2,,,,,,,1,,74,72
2880,note_on,,48,0,1,,,,,,,0,,74,72
3072,note_on,,192,0,1,,,,,,,0,,74,0
3072,note_on,,0,0,2,,,,,,,1,,65,0
3072,note_on,,0,0,2,,,,,,,1,,50,0
3072,note_on,,192,0,2,,,,,,,1,,69,0
3072,note_on,,0,0,2,,,,,,,1,,74,0
3120,note_on,,48,0,2,,,,,,,1,,68,72
3120,note_on,,0,0,2,,,,,,,1,,64,72
3120,note_on,,0,0,2,,,,,,,1,,52,72
3120,note_on,,0,0,2,,,,,,,1,,72,72
3120,note_on,,48,0,1,,,,,,,0,,72,72
3216,note_on,,96,0,1,,,,,,,0,,72,0
3216,note_on,,0,0,2,,,,,,,1,,68,0
3216,note_on,,0,0,2,,,,,,,1,,64,0
3216,note_on,,96,0,2,,,,,,,1,,72,0
3240,note_on,,24,0,1,,,,,,,0,,71,72
3240,note_on,,0,0,2,,,,,,,1,,71,72
3240,note_on,,24,0,2,,,,,,,1,,62,72
3312,note_on,,72,0,2,,,,,,,1,,52,0
3336,note_on,,24,0,2,,,,,,,1,,71,0
3336,note_on,,0,0,2,,,,,,,1,,62,0
3336,note_on,,96,0,1,,,,,,,0,,71,0
3360,note_on,,24,0,1,,,,,,,0,,72,72
3360,note_on,,0,0,2,,,,,,,1,,64,72
3360,note_on,,24,0,2,,,,,,,1,,72,72
3360,note_on,,0,0,2,,,,,,,1,,45,72
3552,note_on,,192,0,2,,,,,,,1,,45,0
3552,note_on,,0,0,2,,,,,,,1,,64,0
3552,note_on,,0,0,2,,,,,,,1,,72,0
3552,note_on,,192,0,1,,,,,,,0,,72,0
3600,note_on,,48,0,1,,,,,,,0,,69,72
3600,note_on,,0,0,2,,,,,,,1,,69,72
3600,note_on,,48,0,2,,,,,,,1,,60,72
3600,note_on,,0,0,2,,,,,,,1,,57,72
3792,note_on,,192,0,1,,,,,,,0,,69,0
3792,note_on,,192,0,2,,,,,,,1,,57,0
3792,note_on,,0,0,2,,,,,,,1,,69,0
3792,note_on,,0,0,2,,,,,,,1,,60,0
3840,note_on,,0,0,2,,,,,,,1,,68,72
3840,note_on,,0,0,2,,,,,,,1,,52,72
3840,note_on,,0,0,2,,,,,,,1,,71,72
3840,note_on,,48,0,1,,,,,,,0,,71,72
3840,note_on,,48,0,2,,,,,,,1,,62,72
4032,note_on,,192,0,2,,,,,,,1,,68,0
4032,note_on,,192,0,1,,,,,,,0,,71,0
4032,note_on,,0,0,2,,,,,,,1,,62,0
4032,note_on,,0,0,2,,,,,,,1,,71,0
4080,note_on,,48,0,1,,,,,,,0,,72,72
4080,note_on,,48,0,2,,,,,,,1,,72,72
4080,note_on,,0,0,2,,,,,,,1,,64,72
4176,note_on,,96,0,1,,,,,,,0,,72,0
4176,note_on,,96,0,2,,,,,,,1,,64,0
4176,note_on,,0,0,2,,,,,,,1,,72,0
4200,note_on,,24,0,1,,,,,,,0,,71,72
4200,note_on,,0,0,2,,,,,,,1,,71,72
4200,note_on,,24,0,2,,,,,,,1,,62,72
4224,note_on,,24,0,2,,,,,,,1,,52,0
4296,note_on,,0,0,2,,,,,,,1,,62,0
4296,note_on,,72,0,2,,,,,,,1,,71,0
4296,note_on,,96,0,1,,,,,,,0,,71,0
4320,note_on,,24,0,1,,,,,,,0,,69,72
4320,note_on,,0,0,2,,,,,,,1,,65,72
4320,note_on,,24,0,2,,,,,,,1,,69,72
4320,note_on,,0,0,2,,,,,,,1,,60,72
4320,note_on,,0,0,2,,,,,,,1,,53,72
4512,note_on,,192,0,2,,,,,,,1,,65,0
4512,note_on,,0,0,2,,,,,,,1,,53,0
4512,note_on,,0,0,2,,,,,,,1,,60,0
4512,note_on,,0,0,2,,,,,,,1,,69,0
4512,note_on,,192,0,1,,,,,,,0,,69,0
4560,note_on,,0,0,2,,,,,,,1,,50,72
4560,note_on,,48,0,2,,,,,,,1,,71,72
4560,note_on,,0,0,2,,,,,,,1,,62,72
4560,note_on,,48,0,1,,,,,,,0,,71,72
4560,note_on,,0,0,2,,,,,,,1,,65,72
4752,note_on,,192,0,1,,,,,,,0,,71,0
4752,note_on,,0,0,2,,,,,,,1,,62,0
4752,note_on,,0,0,2,,,,,,,1,,50,0
4752,note_on,,192,0,2,,,,,,,1,,65,0
4752,note_on,,0,0,2,,,,,,,1,,71,0
4800,note_on,,48,0,1,,,,,,,0,,64,72
4800,note_on,,0,0,2,,,,,,,1,,62,72
4800,note_on,,0,0,2,,,,,,,1,,64,72
4800,note_on,,48,0,2,,,,,,,1,,56,72
4800,note_on,,0,0,2,,,,,,,1,,52,72
4992,note_on,,192,0,2,,,,,,,1,,62,0
4992,note_on,,0,0,2,,,,,,,1,,64,0
4992,note_on,,0,0,2,,,,,,,1,,56,0
4992,note_on,,192,0,1,,,,,,,0,,64,0
5040,note_on,,48,0,2,,,,,,,1,,66,81
5040,note_on,,48,0,1,,,,,,,0,,66,81
5040,note_on,,0,0,2,,,,,,,1,,62,81
5040,note_on,,0,0,2,,,,,,,1,,57,81
5136,note_on,,96,0,2,,,,,,,1,,57,0
5136,note_on,,0,0,2,,,,,,,1,,66,0
5136,note_on,,0,0,2,,,,,,,1,,62,0
5136,note_on,,96,0,1,,,,,,,0,,66,0
5160,note_on,,24,0,1,,,,,,,0,,68,81
5160,note_on,,0,0,2,,,,,,,1,,62,81
5160,note_on,,0,0,2,,,,,,,1,,59,81
5160,note_on,,24,0,2,,,,,,,1,,68,81
5184,note_on,,24,0,2,,,,,,,1,,52,0
5256,note_on,,96,0,1,,,,,,,0,,68,0
5256,note_on,,0,0,2,,,,,,,1,,68,0
5256,note_on,,72,0,2,,,,,,,1,,62,0
5256,note_on,,0,0,2,,,,,,,1,,59,0
5280,note_on,,24,0,2,,,,,,,1,,60,92
5280,note_on,,0,0,2,,,,,,,1,,64,92
5280,note_on,,0,0,2,,,,,,,1,,57,92
5280,note_on,,0,0,2,,,,,,,1,,69,92
5280,note_on,,24,0,1,,,,,,,0,,69,92
5472,note_on,,0,0,2,,,,,,,1,,60,0
5472,note_on,,0,0,2,,,,,,,1,,69,0
5472,note_on,,0,0,2,,,,,,,1,,64,0
5472,note_on,,192,0,2,,,,,,,1,,57,0
5472,note_on,,192,0,1,,,,,,,0,,69,0
5520,note_on,,0,0,2,,,,,,,1,,72,92
5520,note_on,,48,0,1,,,,,,,0,,72,92
5520,note_on,,48,0,2,,,,,,,1,,69,92
5520,note_on,,0,0,2,,,,,,,1,,65,92
5520,note_on,,0,0,2,,,,,,,1,,53,92
5712,note_on,,0,0,2,,,,,,,1,,69,0
5712,note_on,,0,0,2,,,,,,,1,,53,0
5712,note_on,,0,0,2,,,,,,,1,,72,0
5712,note_on,,192,0,2,,,,,,,1,,65,0
5712,note_on,,192,0,1,,,,,,,0,,72,0
5760,note_on,,0,0,2,,,,,,,1,,71,81
5760,note_on,,48,0,2,,,,,,,1,,50,81
5760,note_on,,0,0,2,,,,,,,1,,62,81
5760,note_on,,0,0,2,,,,,,,1,,65,81
5760,note_on,,48,0,1,,,,,,,0,,71,81
5952,note_on,,0,0,2,,,,,,,1,,50,0
5952,note_on,,0,0,2,,,,,,,1,,71,0
5952,note_on,,192,0,1,,,,,,,0,,71,0
5952,note_on,,192,0,2,,,,,,,1,,62,0
5952,note_on,,0,0,2,,,,,,,1,,65,0
6000,note_on,,0,0,2,,,,,,,1,,52,81
6000,note_on,,0,0,2,,,,,,,1,,64,81
6000,note_on,,48,0,2,,,,,,,1,,69,81
6000,note_on,,0,0,2,,,,,,,1,,60,81
6000,note_on,,48,0,1,,,,,,,0,,69,81
6096,note_on,,0,0,2,,,,,,,1,,69,0
6096,note_on,,0,0,2,,,,,,,1,,64,0
6096,note_on,,96,0,2,,,,,,,1,,60,0
6096,note_on,,96,0,1,,,,,,,0,,69,0
6120,note_on,,0,0,2,,,,,,,1,,64,81
6120,note_on,,24,0,2,,,,,,,1,,59,81
6120,note_on,,24,0,1,,,,,,,0,,68,81
6120,note_on,,0,0,2,,,,,,,1,,68,81
6192,note_on,,72,0,2,,,,,,,1,,52,0
6216,note_on,,96,0,1,,,,,,,0,,68,0
6216,note_on,,0,0,2,,,,,,,1,,59,0
6216,note_on,,24,0,2,,,,,,,1,,68,0
6216,note_on,,0,0,2,,,,,,,1,,64,0
6240,note_on,,24,0,2,,,,,,,1,,45,81
6240,note_on,,0,0,2,,,,,,,1,,69,81
6240,note_on,,0,0,2,,,,,,,1,,64,81
6240,note_on,,0,0,2,,,,,,,1,,60,81
6240,note_on,,24,0,1,,,,,,,0,,69,81
6432,note_on,,0,0,2,,,,,,,1,,45,0
6432,note_on,,192,0,2,,,,,,,1,,60,0
6432,note_on,,192,0,1,,,,,,,0,,69,0
6432,note_on,,0,0,2,,,,,,,1,,69,0
6432,note_on,,0,0,2,,,,,,,1,,64,0
6480,note_on,,48,0,1,,,,,,,0,,72,81
6480,note_on,,48,0,2,,,,,,,1,,72,81
6480,note_on,,0,0,2,,,,,,,1,,69,81
6480,note_on,,0,0,2,,,,,,,1,,64,81
6480,note_on,,0,0,2,,,,,,,1,,52,81
6672,note_on,,192,0,1,,,,,,,0,,72,0
6672,note_on,,0,0,2,,,,,,,1,,69,0
6672,note_on,,0,0,2,,,,,,,1,,64,0
6672,note_on,,192,0,2,,,,,,,1,,52,0
6672,note_on,,0,0,2,,,,,,,1,,72,0
6720,note_on,,0,0,2,,,,,,,1,,62,72
6720,note_on,,48,0,1,,,,,,,0,,71,72
6720,note_on,,48,0,2,,,,,,,1,,40,72
6720,note_on,,0,0,2,,,,,,,1,,71,72
6720,note_on,,0,0,2,,,,,,,1,,64,72
6912,note_on,,192,0,1,,,,,,,0,,71,0
6912,note_on,,0,0,2,,,,,,,1,,40,0
6912,note_on,,0,0,2,,,,,,,1,,71,0
6912,note_on,,0,0,2,,,,,,,1,,64,0
6912,note_on,,192,0,2,,,,,,,1,,62,0
6960,note_on,,48,0,1,,,,,,,0,,69,72
6960,note_on,,0,0,2,,,,,,,1,,60,72
6960,note_on,,48,0,2,,,,,,,1,,64,72
6960,note_on,,0,0,2,,,,,,,1,,69,72
6960,note_on,,0,0,2,,,,,,,1,,52,72
7056,note_on,,0,0,2,,,,,,,1,,60,0
7056,note_on,,96,0,2,,,,,,,1,,69,0
7056,note_on,,96,0,1,,,,,,,0,,69,0
7056,note_on,,0,0,2,,,,,,,1,,64,0
7080,note_on,,24,0,1,,,,,,,0,,68,72
7080,note_on,,24,0,2,,,,,,,1,,59,72
7080,note_on,,0,0,2,,,,,,,1,,68,72
7080,note_on,,0,0,2,,,,,,,1,,64,72
7152,note_on,,72,0,2,,,,,,,1,,52,0
7176,note_on,,0,0,2,,,,,,,1,,59,0
7176,note_on,,0,0,2,,,,,,,1,,64,0
7176,note_on,,24,0,2,,,,,,,1,,68,0
7176,note_on,,96,0,1,,,,,,,0,,68,0
7200,note_on,,24,0,1,,,,,,,0,,71,72
7200,note_on,,0,0,2,,,,,,,1,,71,72
7200,note_on,,0,0,2,,,,,,,1,,62,72
7200,note_on,,0,0,2,,,,,,,1,,64,72
7200,note_on,,24,0,2,,,,,,,1,,40,72
7392,note_on,,0,0,2,,,,,,,1,,40,0
7392,note_on,,192,0,1,,,,,,,0,,71,0
7392,note_on,,0,0,2,,,,,,,1,,64,0
7392,note_on,,0,0,2,,,,,,,1,,62,0
7392,note_on,,192,0,2,,,,,,,1,,71,0
7440,note_on,,48,0,1,,,,,,,0,,69,72
7440,note_on,,0,0,2,,,,,,,1,,64,72
7440,note_on,,48,0,2,,,,,,,1,,69,72
7440,note_on,,0,0,2,,,,,,,1,,60,72
7440,note_on,,0,0,2,,,,,,,1,,45,72
7632,note_on,,192,0,2,,,,,,,1,,45,0
7632,note_on,,0,0,2,,,,,,,1,,69,0
7632,note_on,,192,0,1,,,,,,,0,,69,0
7632,note_on,,0,0,2,,,,,,,1,,64,0
7632,note_on,,0,0,2,,,,,,,1,,60,0
7680,control_change,,48,0,2,,,,,7,99,1,,,
7680,note_on,,0,0,2,,,,,,,1,,62,72
7680,note_on,,0,0,2,,,,,,,1,,71,72
7680,note_on,,0,0,2,,,,,,,1,,68,72
7680,note_on,,0,0,2,,,,,,,1,,52,72
7680,note_on,,48,0,1,,,,,,,0,,71,72
7872,note_on,,192,0,2,,,,,,,1,,68,0
7872,note_on,,0,0,2,,,,,,,1,,62,0
7872,note_on,,0,0,2,,,,,,,1,,71,0
7872,note_on,,192,0,1,,,,,,,0,,71,0
7920,note_on,,48,0,1,,,,,,,0,,72,72
7920,note_on,,0,0,2,,,,,,,1,,64,72
7920,note_on,,48,0,2,,,,,,,1,,72,72
8016,note_on,,0,0,2,,,,,,,1,,72,0
8016,note_on,,96,0,2,,,,,,,1,,64,0
8016,note_on,,96,0,1,,,,,,,0,,72,0
8040,note_on,,0,0,2,,,,,,,1,,71,72
8040,note_on,,24,0,2,,,,,,,1,,62,72
8040,note_on,,24,0,1,,,,,,,0,,71,72
8064,note_on,,24,0,2,,,,,,,1,,52,0
8136,note_on,,0,0,2,,,,,,,1,,62,0
8136,note_on,,96,0,1,,,,,,,0,,71,0
8136,note_on,,72,0,2,,,,,,,1,,71,0
8160,note_on,,24,0,1,,,,,,,0,,69,72
8160,note_on,,0,0,2,,,,,,,1,,57,72
8160,note_on,,0,0,2,,,,,,,1,,60,72
8160,note_on,,24,0,2,,,,,,,1,,69,72
8352,note_on,,0,0,2,,,,,,,1,,57,0
8352,note_on,,0,0,2,,,,,,,1,,69,0
8352,note_on,,192,0,2,,,,,,,1,,60,0
8352,note_on,,192,0,1,,,,,,,0,,69,0
8400,note_on,,0,0,2,,,,,,,1,,50,72
8400,note_on,,0,0,2,,,,,,,1,,62,72
8400,note_on,,48,0,2,,,,,,,1,,71,72
8400,note_on,,0,0,2,,,,,,,1,,65,72
8400,note_on,,48,0,1,,,,,,,0,,71,72
8592,note_on,,192,0,1,,,,,,,0,,71,0
8592,note_on,,192,0,2,,,,,,,1,,65,0
8592,note_on,,0,0,2,,,,,,,1,,50,0
8592,note_on,,0,0,2,,,,,,,1,,62,0
8592,note_on,,0,0,2,,,,,,,1,,71,0
8640,note_on,,0,0,2,,,,,,,1,,52,72
8640,note_on,,48,0,2,,,,,,,1,,64,72
8640,note_on,,0,0,2,,,,,,,1,,56,72
8640,note_on,,0,0,2,,,,,,,1,,62,72
8640,note_on,,48,0,1,,,,,,,0,,64,72
8832,note_on,,0,0,2,,,,,,,1,,64,0
8832,note_on,,0,0,2,,,,,,,1,,56,0
8832,note_on,,192,0,1,,,,,,,0,,64,0
8832,note_on,,192,0,2,,,,,,,1,,62,0
8880,note_on,,48,0,1,,,,,,,0,,66,81
8880,note_on,,48,0,2,,,,,,,1,,57,81
8880,note_on,,0,0,2,,,,,,,1,,66,81
8880,note_on,,0,0,2,,,,,,,1,,62,81
8976,note_on,,96,0,2,,,,,,,1,,66,0
8976,note_on,,0,0,2,,,,,,,1,,57,0
8976,note_on,,0,0,2,,,,,,,1,,62,0
8976,note_on,,96,0,1,,,,,,,0,,66,0
9000,note_on,,24,0,1,,,,,,,0,,68,81
9000,note_on,,24,0,2,,,,,,,1,,68,81
9000,note_on,,0,0,2,,,,,,,1,,62,81
9000,note_on,,0,0,2,,,,,,,1,,59,81
9024,note_on,,24,0,2,,,,,,,1,,52,0
9096,note_on,,0,0,2,,,,,,,1,,68,0
9096,note_on,,96,0,1,,,,,,,0,,68,0
9096,note_on,,0,0,2,,,,,,,1,,62,0
9096,note_on,,72,0,2,,,,,,,1,,59,0
9120,note_on,,0,0,2,,,,,,,1,,69,92
9120,note_on,,24,0,1,,,,,,,0,,69,92
9120,note_on,,24,0,2,,,,,,,1,,60,92
9120,note_on,,0,0,2,,,,,,,1,,64,92
9120,note_on,,0,0,2,,,,,,,1,,45,92
9312,note_on,,0,0,2,,,,,,,1,,60,0
9312,note_on,,0,0,2,,,,,,,1,,69,0
9312,note_on,,0,0,2,,,,,,,1,,64,0
9312,note_on,,192,0,2,,,,,,,1,,45,0
9312,note_on,,192,0,1,,,,,,,0,,69,0
9360,note_on,,0,0,2,,,,,,,1,,57,92
9360,note_on,,0,0,2,,,,,,,1,,72,92
9360,note_on,,0,0,2,,,,,,,1,,64,92
9360,note_on,,48,0,2,,,,,,,1,,69,92
9360,note_on,,48,0,1,,,,,,,0,,72,92
9552,note_on,,0,0,2,,,,,,,1,,69,0
9552,note_on,,0,0,2,,,,,,,1,,57,0
9552,note_on,,0,0,2,,,,,,,1,,72,0
9552,note_on,,192,0,2,,,,,,,1,,64,0
9552,note_on,,192,0,1,,,,,,,0,,72,0
9600,note_on,,48,0,2,,,,,,,1,,50,105
9600,note_on,,0,0,2,,,,,,,1,,69,105
9600,note_on,,0,0,2,,,,,,,1,,65,105
9600,note_on,,0,0,2,,,,,,,1,,74,105
9600,note_on,,48,0,1,,,,,,,0,,74,105
9792,note_on,,0,0,2,,,,,,,1,,74,0
9792,note_on,,0,0,2,,,,,,,1,,50,0
9792,note_on,,0,0,2,,,,,,,1,,69,0
9792,note_on,,192,0,1,,,,,,,0,,74,0
9792,note_on,,192,0,2,,,,,,,1,,65,0
9840,note_on,,0,0,2,,,,,,,1,,68,105
9840,note_on,,0,0,2,,,,,,,1,,72,105
9840,note_on,,0,0,2,,,,,,,1,,52,105
9840,note_on,,48,0,2,,,,,,,1,,64,105
9840,note_on,,48,0,1,,,,,,,0,,72,105
9936,note_on,,0,0,2,,,,,,,1,,64,0
9936,note_on,,0,0,2,,,,,,,1,,72,0
9936,note_on,,96,0,1,,,,,,,0,,72,0
9936,note_on,,96,0,2,,,,,,,1,,68,0
9960,note_on,,0,0,2,,,,,,,1,,62,105
9960,note_on,,24,0,2,,,,,,,1,,71,105
9960,note_on,,24,0,1,,,,,,,0,,71,105
10032,note_on,,72,0,2,,,,,,,1,,52,0
10056,note_on,,96,0,1,,,,,,,0,,71,0
10056,note_on,,24,0,2,,,,,,,1,,62,0
10056,note_on,,0,0,2,,,,,,,1,,71,0
10080,note_on,,0,0,2,,,,,,,1,,45,105
10080,note_on,,24,0,1,,,,,,,0,,72,105
10080,note_on,,0,0,2,,,,,,,1,,69,105
10080,note_on,,0,0,2,,,,,,,1,,64,105
10080,note_on,,24,0,2,,,,,,,1,,72,105
10272,note_on,,192,0,1,,,,,,,0,,72,0
10272,note_on,,0,0,2,,,,,,,1,,64,0
10272,note_on,,0,0,2,,,,,,,1,,72,0
10272,note_on,,192,0,2,,,,,,,1,,69,0
10272,note_on,,0,0,2,,,,,,,1,,45,0
10320,note_on,,0,0,2,,,,,,,1,,60,105
10320,note_on,,0,0,2,,,,,,,1,,57,105
10320,note_on,,0,0,2,,,,,,,1,,64,105
10320,note_on,,48,0,1,,,,,,,0,,69,105
10320,note_on,,48,0,2,,,,,,,1,,69,105
10512,note_on,,192,0,2,,,,,,,1,,64,0
10512,note_on,,0,0,2,,,,,,,1,,57,0
10512,note_on,,0,0,2,,,,,,,1,,60,0
10512,note_on,,0,0,2,,,,,,,1,,69,0
10512,note_on,,192,0,1,,,,,,,0,,69,0
10560,note_on,,48,0,2,,,,,,,1,,50,72
10560,note_on,,0,0,2,,,,,,,1,,65,72
10560,note_on,,0,0,2,,,,,,,1,,74,72
10560,note_on,,0,0,2,,,,,,,1,,69,72
10560,note_on,,48,0,1,,,,,,,0,,74,72
