tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,note,velocity,control,value
960,note_on,0,0,2,,,,,,,,,0,61,80,,
960,note_on,0,0,2,,,,,,,,,0,51,80,,
1020,note_on,0,0,1,,,,,,,,,0,82,80,,
1020,note_on,60,0,1,,,,,,,,,0,84,0,,
1080,note_on,0,0,1,,,,,,,,,0,72,80,,
1080,note_on,120,0,2,,,,,,,,,0,61,0,,
1080,note_on,0,0,2,,,,,,,,,0,58,0,,
1080,control_change,240,0,3,,,,,,,,,0,,,64,127
1080,note_on,0,0,2,,,,,,,,,0,51,0,,
1080,note_on,0,0,2,,,,,,,,,0,44,90,,
1080,note_on,60,0,1,,,,,,,,,0,82,0,,
1140,note_on,0,0,1,,,,,,,,,0,71,80,,
1140,note_on,60,0,1,,,,,,,,,0,72,0,,
1200,note_on,120,0,2,,,,,,,,,0,44,0,,
1200,note_on,0,0,2,,,,,,,,,0,60,80,,
1200,note_on,0,0,1,,,,,,,,,0,73,80,,
1200,note_on,0,0,2,,,,,,,,,0,56,80,,
1200,control_change,120,0,3,,,,,,,,,0,,,64,0
1200,note_on,60,0,1,,,,,,,,,0,71,0,,
1200,note_on,0,0,2,,,,,,,,,0,51,80,,
1260,note_on,60,0,1,,,,,,,,,0,73,0,,
1260,note_on,0,0,1,,,,,,,,,0,72,80,,
1320,note_on,60,0,1,,,,,,,,,0,72,0,,
1320,note_on,0,0,1,,,,,,,,,0,82,80,,
1320,note_on,0,0,2,,,,,,,,,0,56,80,,
1320,note_on,120,0,2,,,,,,,,,0,51,0,,
1320,note_on,0,0,2,,,,,,,,,0,56,0,,
1320,note_on,0,0,2,,,,,,,,,0,60,80,,
1320,note_on,0,0,2,,,,,,,,,0,60,0,,
1320,note_on,0,0,2,,,,,,,,,0,51,80,,
1380,note_on,0,0,1,,,,,,,,,0,80,80,,
1380,note_on,60,0,1,,,,,,,,,0,82,0,,
1440,note_on,0,0,2,,,,,,,,,0,56,0,,
1440,note_on,0,0,1,,,,,,,,,0,72,80,,
1440,note_on,60,0,1,,,,,,,,,0,80,0,,
1440,control_change,240,0,3,,,,,,,,,0,,,64,127
1440,note_on,0,0,2,,,,,,,,,0,44,90,,
1440,note_on,0,0,2,,,,,,,,,0,60,0,,
1440,note_on,120,0,2,,,,,,,,,0,51,0,,
1500,note_on,60,0,1,,,,,,,,,0,72,0,,
1500,note_on,0,0,1,,,,,,,,,0,71,80,,
1560,note_on,120,0,2,,,,,,,,,0,44,0,,
1560,note_on,0,0,2,,,,,,,,,0,60,80,,
1560,note_on,0,0,2,,,,,,,,,0,56,80,,
1560,note_on,0,0,2,,,,,,,,,0,51,80,,
1560,note_on,0,0,1,,,,,,,,,0,73,80,,
1560,control_change,120,0,3,,,,,,,,,0,,,64,0
1560,note_on,60,0,1,,,,,,,,,0,71,0,,
1620,note_on,60,0,1,,,,,,,,,0,73,0,,
1620,note_on,0,0,1,,,,,,,,,0,72,80,,
1680,note_on,0,0,2,,,,,,,,,0,60,80,,
1680,note_on,0,0,2,,,,,,,,,0,51,80,,
1680,note_on,0,0,2,,,,,,,,,0,56,0,,
1680,note_on,120,0,2,,,,,,,,,0,51,0,,
1680,note_on,60,0,1,,,,,,,,,0,72,0,,
1680,note_on,0,0,2,,,,,,,,,0,56,80,,
1680,note_on,0,0,2,,,,,,,,,0,60,0,,
1680,note_on,0,0,1,,,,,,,,,0,82,80,,
1740,note_on,60,0,1,,,,,,,,,0,82,0,,
1740,note_on,0,0,1,,,,,,,,,0,80,80,,
1800,note_on,120,0,2,,,,,,,,,0,51,0,,
1800,note_on,0,0,2,,,,,,,,,0,60,0,,
1800,note_on,0,0,2,,,,,,,,,0,56,0,,
1800,note_on,0,0,2,,,,,,,,,0,39,90,,
1800,note_on,0,0,1,,,,,,,,,0,70,80,,
1800,note_on,60,0,1,,,,,,,,,0,80,0,,
1800,control_change,240,0,3,,,,,,,,,0,,,64,127
1860,note_on,0,0,1,,,,,,,,,0,69,80,,
1860,note_on,60,0,1,,,,,,,,,0,70,0,,
1920,note_on,60,0,1,,,,,,,,,0,69,0,,
1920,note_on,0,0,2,,,,,,,,,0,51,80,,
1920,note_on,0,0,2,,,,,,,,,0,55,80,,
1920,note_on,0,0,2,,,,,,,,,0,61,80,,
1920,note_on,120,0,2,,,,,,,,,0,39,0,,
1920,note_on,0,0,1,,,,,,,,,0,72,80,,
1920,control_change,120,0,3,,,,,,,,,0,,,64,0
1980,note_on,0,0,1,,,,,,,,,0,70,80,,
1980,note_on,60,0,1,,,,,,,,,0,72,0,,
2040,note_on,0,0,1,,,,,,,,,0,73,80,,
2040,note_on,0,0,2,,,,,,,,,0,55,0,,
2040,note_on,120,0,2,,,,,,,,,0,51,0,,
2040,note_on,0,0,2,,,,,,,,,0,51,80,,
2040,note_on,0,0,2,,,,,,,,,0,55,80,,
2040,note_on,60,0,1,,,,,,,,,0,70,0,,
2040,note_on,0,0,2,,,,,,,,,0,61,80,,
2040,note_on,0,0,2,,,,,,,,,0,61,0,,
2100,note_on,60,0,1,,,,,,,,,0,73,0,,
2100,note_on,0,0,1,,,,,,,,,0,72,80,,
2160,note_on,120,0,2,,,,,,,,,0,61,0,,
2160,note_on,0,0,2,,,,,,,,,0,55,0,,
2160,note_on,60,0,1,,,,,,,,,0,72,0,,
2160,note_on,0,0,1,,,,,,,,,0,75,80,,
2160,control_change,240,0,3,,,,,,,,,0,,,64,127
2160,note_on,0,0,2,,,,,,,,,0,39,90,,
2160,note_on,0,0,2,,,,,,,,,0,51,0,,
2220,note_on,0,0,1,,,,,,,,,0,73,80,,
2220,note_on,60,0,1,,,,,,,,,0,75,0,,
2280,note_on,0,0,2,,,,,,,,,0,51,80,,
2280,note_on,60,0,1,,,,,,,,,0,73,0,,
2280,note_on,0,0,2,,,,,,,,,0,61,80,,
2280,note_on,120,0,2,,,,,,,,,0,39,0,,
2280,control_change,120,0,3,,,,,,,,,0,,,64,0
2280,note_on,0,0,1,,,,,,,,,0,79,80,,
2280,note_on,0,0,2,,,,,,,,,0,58,80,,
2340,note_on,0,0,1,,,,,,,,,0,77,80,,
2340,note_on,60,0,1,,,,,,,,,0,79,0,,
2400,note_on,120,0,2,,,,,,,,,0,51,0,,
2400,note_on,0,0,2,,,,,,,,,0,58,0,,
2400,note_on,0,0,2,,,,,,,,,0,61,0,,
2400,note_on,0,0,2,,,,,,,,,0,58,80,,
2400,note_on,0,0,2,,,,,,,,,0,61,80,,
2400,note_on,0,0,2,,,,,,,,,0,51,80,,
2400,note_on,60,0,1,,,,,,,,,0,77,0,,
2400,note_on,0,0,1,,,,,,,,,0,73,80,,
2460,note_on,0,0,1,,,,,,,,,0,67,80,,
2460,note_on,60,0,1,,,,,,,,,0,73,0,,
2520,control_change,240,0,3,,,,,,,,,0,,,64,127
2520,note_on,0,0,2,,,,,,,,,0,44,90,,
2520,note_on,0,0,2,,,,,,,,,0,58,0,,
2520,note_on,0,0,2,,,,,,,,,0,61,0,,
2520,note_on,60,0,1,,,,,,,,,0,67,0,,
2520,note_on,0,0,1,,,,,,,,,0,68,80,,
2520,note_on,120,0,2,,,,,,,,,0,51,0,,
2580,note_on,0,0,1,,,,,,,,,0,69,80,,
2580,note_on,60,0,1,,,,,,,,,0,68,0,,
2640,note_on,0,0,2,,,,,,,,,0,51,80,,
2640,note_on,0,0,2,,,,,,,,,0,56,80,,
2640,note_on,0,0,2,,,,,,,,,0,60,80,,
2640,note_on,120,0,2,,,,,,,,,0,44,0,,
2640,control_change,120,0,3,,,,,,,,,0,,,64,0
2640,note_on,0,0,1,,,,,,,,,0,70,80,,
2640,note_on,60,0,1,,,,,,,,,0,69,0,,
2700,note_on,0,0,1,,,,,,,,,0,71,80,,
2700,note_on,60,0,1,,,,,,,,,0,70,0,,
2760,note_on,60,0,1,,,,,,,,,0,71,0,,
2760,note_on,0,0,1,,,,,,,,,0,72,80,,
2760,note_on,0,0,2,,,,,,,,,0,51,80,,
2760,note_on,120,0,2,,,,,,,,,0,51,0,,
2760,note_on,0,0,2,,,,,,,,,0,56,0,,
2760,note_on,0,0,2,,,,,,,,,0,60,0,,
2760,note_on,0,0,2,,,,,,,,,0,56,80,,
2760,note_on,0,0,2,,,,,,,,,0,60,80,,
2820,note_on,0,0,1,,,,,,,,,0,68,80,,
2820,note_on,60,0,1,,,,,,,,,0,72,0,,
2880,note_on,0,0,1,,,,,,,,,0,63,80,,
2880,note_on,120,0,2,,,,,,,,,0,51,0,,
2880,note_on,0,0,2,,,,,,,,,0,60,0,,
2880,note_on,0,0,2,,,,,,,,,0,56,0,,
2880,note_on,0,0,2,,,,,,,,,0,44,90,,
2880,control_change,240,0,3,,,,,,,,,0,,,64,127
2880,note_on,60,0,1,,,,,,,,,0,68,0,,
3000,note_on,120,0,1,,,,,,,,,0,63,0,,
3000,control_change,120,0,3,,,,,,,,,0,,,64,0
3000,note_on,120,0,2,,,,,,,,,0,44,0,,
3000,note_on,0,0,2,,,,,,,,,0,51,80,,
3000,note_on,0,0,2,,,,,,,,,0,56,80,,
3000,note_on,0,0,2,,,,,,,,,0,60,80,,
3120,note_on,0,0,2,,,,,,,,,0,60,0,,
3120,note_on,0,0,2,,,,,,,,,0,60,80,,
3120,note_on,0,0,2,,,,,,,,,0,56,80,,
3120,note_on,0,0,2,,,,,,,,,0,51,80,,
3120,note_on,120,0,2,,,,,,,,,0,51,0,,
3120,note_on,120,0,1,,,,,,,,,0,72,80,,
3120,note_on,0,0,2,,,,,,,,,0,56,0,,
3180,note_on,60,0,1,,,,,,,,,0,72,0,,
3240,note_on,60,0,1,,,,,,,,,0,73,100,,
3240,note_on,120,0,2,,,,,,,,,0,51,0,,
3240,control_change,240,0,3,,,,,,,,,0,,,64,127
3240,note_on,0,0,2,,,,,,,,,0,43,110,,
3240,note_on,0,0,2,,,,,,,,,0,60,0,,
3240,note_on,0,0,2,,,,,,,,,0,56,0,,
3300,note_on,60,0,1,,,,,,,,,0,73,0,,
3300,note_on,0,0,1,,,,,,,,,0,72,100,,
3360,note_on,0,0,1,,,,,,,,,0,75,100,,
3360,note_on,120,0,2,,,,,,,,,0,43,0,,
3360,note_on,0,0,2,,,,,,,,,0,51,100,,
3360,note_on,0,0,2,,,,,,,,,0,58,100,,
3360,note_on,0,0,2,,,,,,,,,0,61,100,,
3360,note_on,60,0,1,,,,,,,,,0,72,0,,
3360,control_change,120,0,3,,,,,,,,,0,,,64,0
3420,note_on,0,0,1,,,,,,,,,0,73,100,,
3420,note_on,60,0,1,,,,,,,,,0,75,0,,
3480,note_on,0,0,1,,,,,,,,,0,84,100,,
3480,note_on,120,0,2,,,,,,,,,0,51,0,,
3480,note_on,0,0,2,,,,,,,,,0,58,0,,
3480,note_on,0,0,2,,,,,,,,,0,61,0,,
3480,note_on,0,0,2,,,,,,,,,0,61,100,,
3480,note_on,60,0,1,,,,,,,,,0,73,0,,
3480,note_on,0,0,2,,,,,,,,,0,58,100,,
3480,note_on,0,0,2,,,,,,,,,0,51,100,,
3540,note_on,0,0,1,,,,,,,,,0,82,100,,
3540,note_on,60,0,1,,,,,,,,,0,84,0,,
3600,note_on,0,0,2,,,,,,,,,0,61,0,,
3600,note_on,120,0,2,,,,,,,,,0,51,0,,
3600,control_change,240,0,3,,,,,,,,,0,,,64,127
3600,note_on,0,0,2,,,,,,,,,0,43,110,,
3600,note_on,60,0,1,,,,,,,,,0,82,0,,
3600,note_on,0,0,1,,,,,,,,,0,73,100,,
3600,note_on,0,0,2,,,,,,,,,0,58,0,,
3660,note_on,60,0,1,,,,,,,,,0,73,0,,
3660,note_on,0,0,1,,,,,,,,,0,72,100,,
3720,control_change,120,0,3,,,,,,,,,0,,,64,0
3720,note_on,0,0,2,,,,,,,,,0,61,100,,
3720,note_on,0,0,1,,,,,,,,,0,75,100,,
3720,note_on,0,0,2,,,,,,,,,0,51,100,,
3720,note_on,0,0,2,,,,,,,,,0,58,100,,
3720,note_on,120,0,2,,,,,,,,,0,43,0,,
3720,note_on,60,0,1,,,,,,,,,0,72,0,,
3780,note_on,60,0,1,,,,,,,,,0,75,0,,
3780,note_on,0,0,1,,,,,,,,,0,73,100,,
3840,note_on,60,0,1,,,,,,,,,0,73,0,,
3840,note_on,0,0,1,,,,,,,,,0,84,100,,
3840,note_on,0,0,2,,,,,,,,,0,51,100,,
3840,note_on,0,0,2,,,,,,,,,0,61,100,,
3840,note_on,0,0,2,,,,,,,,,0,58,100,,
3840,note_on,0,0,2,,,,,,,,,0,61,0,,
3840,note_on,0,0,2,,,,,,,,,0,58,0,,
3840,note_on,120,0,2,,,,,,,,,0,51,0,,
3900,note_on,0,0,1,,,,,,,,,0,82,100,,
3900,note_on,60,0,1,,,,,,,,,0,84,0,,
3960,note_on,0,0,2,,,,,,,,,0,44,110,,
3960,note_on,0,0,2,,,,,,,,,0,58,0,,
3960,note_on,0,0,2,,,,,,,,,0,61,0,,
3960,note_on,120,0,2,,,,,,,,,0,51,0,,
3960,note_on,0,0,1,,,,,,,,,0,72,100,,
3960,control_change,240,0,3,,,,,,,,,0,,,64,127
3960,note_on,60,0,1,,,,,,,,,0,82,0,,
4020,note_on,0,0,1,,,,,,,,,0,71,100,,
4020,note_on,60,0,1,,,,,,,,,0,72,0,,
4080,note_on,120,0,2,,,,,,,,,0,44,0,,
4080,note_on,60,0,1,,,,,,,,,0,71,0,,
4080,note_on,0,0,1,,,,,,,,,0,73,100,,
4080,control_change,120,0,3,,,,,,,,,0,,,64,0
4080,note_on,0,0,2,,,,,,,,,0,51,100,,
4080,note_on,0,0,2,,,,,,,,,0,56,100,,
4080,note_on,0,0,2,,,,,,,,,0,60,100,,
4140,note_on,60,0,1,,,,,,,,,0,73,0,,
4140,note_on,0,0,1,,,,,,,,,0,72,100,,
4200,note_on,0,0,2,,,,,,,,,0,60,0,,
4200,note_on,120,0,2,,,,,,,,,0,51,0,,
4200,note_on,0,0,2,,,,,,,,,0,56,100,,
4200,note_on,0,0,2,,,,,,,,,0,56,0,,
4200,note_on,0,0,1,,,,,,,,,0,82,100,,
4200,note_on,0,0,2,,,,,,,,,0,60,100,,
4200,note_on,60,0,1,,,,,,,,,0,72,0,,
4200,note_on,0,0,2,,,,,,,,,0,52,100,,
4260,note_on,0,0,1,,,,,,,,,0,80,100,,
4260,note_on,60,0,1,,,,,,,,,0,82,0,,
4320,note_on,0,0,1,,,,,,,,,0,72,100,,
4320,note_on,120,0,2,,,,,,,,,0,52,0,,
4320,note_on,60,0,1,,,,,,,,,0,80,0,,
4320,note_on,0,0,2,,,,,,,,,0,56,0,,
4320,control_change,240,0,3,,,,,,,,,0,,,64,127
4320,note_on,0,0,2,,,,,,,,,0,60,0,,
4320,note_on,0,0,2,,,,,,,,,0,44,110,,
4380,note_on,0,0,1,,,,,,,,,0,71,100,,
4380,note_on,60,0,1,,,,,,,,,0,72,0,,
4440,note_on,0,0,2,,,,,,,,,0,60,100,,
4440,note_on,120,0,2,,,,,,,,,0,44,0,,
4440,note_on,0,0,2,,,,,,,,,0,53,100,,
4440,control_change,120,0,3,,,,,,,,,0,,,64,0
4440,note_on,0,0,1,,,,,,,,,0,73,100,,
4440,note_on,60,0,1,,,,,,,,,0,71,0,,
4440,note_on,0,0,2,,,,,,,,,0,56,100,,
4500,note_on,0,0,1,,,,,,,,,0,72,100,,
4500,note_on,60,0,1,,,,,,,,,0,73,0,,
4560,note_on,0,0,2,,,,,,,,,0,56,0,,
4560,note_on,0,0,2,,,,,,,,,0,60,100,,
4560,note_on,0,0,1,,,,,,,,,0,82,100,,
4560,note_on,60,0,1,,,,,,,,,0,72,0,,
4560,note_on,120,0,2,,,,,,,,,0,53,0,,
4560,note_on,0,0,2,,,,,,,,,0,60,0,,
4560,note_on,0,0,2,,,,,,,,,0,53,100,,
4560,note_on,0,0,2,,,,,,,,,0,56,100,,
4620,note_on,0,0,1,,,,,,,,,0,80,100,,
4620,note_on,60,0,1,,,,,,,,,0,82,0,,
4680,note_on,0,0,2,,,,,,,,,0,56,0,,
4680,note_on,120,0,2,,,,,,,,,0,53,0,,
4680,note_on,0,0,2,,,,,,,,,0,60,0,,
4680,note_on,0,0,2,,,,,,,,,0,46,110,,
4680,control_change,240,0,3,,,,,,,,,0,,,64,127
4680,note_on,60,0,1,,,,,,,,,0,80,0,,
4680,note_on,0,0,1,,,,,,,,,0,74,100,,
4740,note_on,60,0,1,,,,,,,,,0,74,0,,
4740,note_on,0,0,1,,,,,,,,,0,75,103,,
4800,control_change,120,0,3,,,,,,,,,0,,,64,0
4800,note_on,0,0,2,,,,,,,,,0,58,107,,
4800,note_on,0,0,1,,,,,,,,,0,77,107,,
4800,note_on,60,0,1,,,,,,,,,0,75,0,,
4800,note_on,120,0,2,,,,,,,,,0,46,0,,
4800,note_on,0,0,2,,,,,,,,,0,62,107,,
4800,note_on,0,0,2,,,,,,,,,0,56,107,,
4860,note_on,0,0,1,,,,,,,,,0,79,110,,
4860,note_on,60,0,1,,,,,,,,,0,77,0,,
4920,note_on,60,0,1,,,,,,,,,0,79,0,,
4920,note_on,0,0,1,,,,,,,,,0,80,114,,
4920,note_on,0,0,2,,,,,,,,,0,58,0,,
4920,note_on,120,0,2,,,,,,,,,0,56,0,,
4920,note_on,0,0,2,,,,,,,,,0,62,114,,
4920,note_on,0,0,2,,,,,,,,,0,58,114,,
4920,note_on,0,0,2,,,,,,,,,0,56,114,,
4920,note_on,0,0,2,,,,,,,,,0,62,0,,
4980,note_on,60,0,1,,,,,,,,,0,80,0,,
4980,note_on,0,0,1,,,,,,,,,0,81,117,,
5040,control_change,240,0,3,,,,,,,,,0,,,64,127
5040,note_on,60,0,1,,,,,,,,,0,81,0,,
5040,note_on,0,0,1,,,,,,,,,0,82,120,,
5040,note_on,120,0,2,,,,,,,,,0,56,0,,
5040,note_on,0,0,2,,,,,,,,,0,46,127,,
5040,note_on,0,0,2,,,,,,,,,0,62,0,,
5040,note_on,0,0,2,,,,,,,,,0,58,0,,
5100,note_on,0,0,1,,,,,,,,,0,83,118,,
5100,note_on,60,0,1,,,,,,,,,0,82,0,,
5160,note_on,0,0,2,,,,,,,,,0,56,116,,
5160,note_on,0,0,2,,,,,,,,,0,58,116,,
5160,note_on,0,0,2,,,,,,,,,0,62,116,,
5160,note_on,120,0,2,,,,,,,,,0,46,0,,
5160,note_on,60,0,1,,,,,,,,,0,83,0,,
5160,control_change,120,0,3,,,,,,,,,0,,,64,0
5160,note_on,0,0,1,,,,,,,,,0,86,116,,
5220,note_on,60,0,1,,,,,,,,,0,86,0,,
5220,note_on,0,0,1,,,,,,,,,0,84,114,,
5280,note_on,60,0,1,,,,,,,,,0,84,0,,
5280,note_on,0,0,1,,,,,,,,,0,82,111,,
5280,note_on,0,0,2,,,,,,,,,0,56,111,,
5280,note_on,0,0,2,,,,,,,,,0,58,111,,
5280,note_on,0,0,2,,,,,,,,,0,62,111,,
5280,note_on,0,0,2,,,,,,,,,0,62,0,,
5280,note_on,0,0,2,,,,,,,,,0,58,0,,
5280,note_on,120,0,2,,,,,,,,,0,56,0,,
5340,note_on,60,0,1,,,,,,,,,0,82,0,,
5340,note_on,0,0,1,,,,,,,,,0,80,109,,
5400,note_on,0,0,2,,,,,,,,,0,62,0,,
5400,note_on,0,0,2,,,,,,,,,0,51,117,,
5400,note_on,120,0,2,,,,,,,,,0,56,0,,
5400,note_on,0,0,2,,,,,,,,,0,58,0,,
5400,control_change,240,0,3,,,,,,,,,0,,,64,127
5400,note_on,0,0,1,,,,,,,,,0,80,107,,
5400,note_on,60,0,1,,,,,,,,,0,80,0,,
5460,note_on,0,0,1,,,,,,,,,0,79,104,,
5460,note_on,60,0,1,,,,,,,,,0,80,0,,
5520,note_on,0,0,2,,,,,,,,,0,55,102,,
5520,note_on,0,0,2,,,,,,,,,0,58,102,,
5520,note_on,0,0,2,,,,,,,,,0,63,102,,
5520,note_on,120,0,2,,,,,,,,,0,51,0,,
5520,control_change,120,0,3,,,,,,,,,0,,,64,0
5520,note_on,0,0,1,,,,,,,,,0,79,102,,
5520,note_on,60,0,1,,,,,,,,,0,79,0,,
5580,note_on,0,0,1,,,,,,,,,0,78,100,,
5580,note_on,60,0,1,,,,,,,,,0,79,0,,
5640,note_on,0,0,1,,,,,,,,,0,78,97,,
5640,note_on,0,0,2,,,,,,,,,0,58,97,,
5640,note_on,60,0,1,,,,,,,,,0,78,0,,
5640,note_on,120,0,2,,,,,,,,,0,55,0,,
5640,note_on,0,0,2,,,,,,,,,0,58,0,,
5640,note_on,0,0,2,,,,,,,,,0,63,0,,
5640,note_on,0,0,2,,,,,,,,,0,55,97,,
5640,note_on,0,0,2,,,,,,,,,0,63,97,,
5700,note_on,60,0,1,,,,,,,,,0,78,0,,
5700,note_on,0,0,1,,,,,,,,,0,77,95,,
5760,control_change,240,0,3,,,,,,,,,0,,,64,127
5760,note_on,0,0,2,,,,,,,,,0,58,0,,
5760,note_on,0,0,2,,,,,,,,,0,55,0,,
5760,note_on,0,0,2,,,,,,,,,0,51,103,,
5760,note_on,60,0,1,,,,,,,,,0,77,0,,
5760,note_on,0,0,1,,,,,,,,,0,77,93,,
5760,note_on,120,0,2,,,,,,,,,0,63,0,,
5820,note_on,60,0,1,,,,,,,,,0,77,0,,
5820,note_on,0,0,1,,,,,,,,,0,76,91,,
5880,note_on,0,0,2,,,,,,,,,0,55,88,,
5880,control_change,120,0,3,,,,,,,,,0,,,64,0
5880,note_on,60,0,1,,,,,,,,,0,76,0,,
5880,note_on,0,0,1,,,,,,,,,0,76,88,,
5880,note_on,0,0,2,,,,,,,,,0,58,88,,
5880,note_on,0,0,2,,,,,,,,,0,63,88,,
5880,note_on,120,0,2,,,,,,,,,0,51,0,,
5940,note_on,60,0,1,,,,,,,,,0,76,0,,
5940,note_on,0,0,1,,,,,,,,,0,75,86,,
6000,note_on,0,0,2,,,,,,,,,0,63,0,,
6000,note_on,120,0,2,,,,,,,,,0,55,0,,
6000,note_on,0,0,2,,,,,,,,,0,58,0,,
6000,note_on,0,0,2,,,,,,,,,0,58,84,,
6000,note_on,60,0,1,,,,,,,,,0,75,0,,
6000,note_on,0,0,1,,,,,,,,,0,75,84,,
6000,note_on,0,0,2,,,,,,,,,0,55,84,,
6000,note_on,0,0,2,,,,,,,,,0,63,84,,
6060,note_on,60,0,1,,,,,,,,,0,75,0,,
6060,note_on,0,0,1,,,,,,,,,0,74,81,,
6120,note_on,120,0,2,,,,,,,,,0,63,0,,
6120,note_on,0,0,2,,,,,,,,,0,58,0,,
6120,note_on,0,0,2,,,,,,,,,0,55,0,,
6120,control_change,240,0,3,,,,,,,,,0,,,64,127
6120,note_on,0,0,2,,,,,,,,,0,43,90,,
6120,note_on,60,0,1,,,,,,,,,0,74,0,,
6120,note_on,0,0,1,,,,,,,,,0,73,80,,
6180,note_on,60,0,1,,,,,,,,,0,73,0,,
6180,note_on,0,0,1,,,,,,,,,0,72,80,,
6240,note_on,60,0,1,,,,,,,,,0,72,0,,
6240,note_on,120,0,2,,,,,,,,,0,43,0,,
6240,note_on,0,0,2,,,,,,,,,0,61,80,,
6240,control_change,120,0,3,,,,,,,,,0,,,64,0
6240,note_on,0,0,2,,,,,,,,,0,51,80,,
6240,note_on,0,0,2,,,,,,,,,0,58,80,,
6240,note_on,0,0,1,,,,,,,,,0,75,80,,
6300,note_on,60,0,1,,,,,,,,,0,75,0,,
6300,note_on,0,0,1,,,,,,,,,0,73,80,,
6360,note_on,120,0,2,,,,,,,,,0,51,0,,
6360,note_on,0,0,2,,,,,,,,,0,61,0,,
6360,note_on,0,0,2,,,,,,,,,0,58,80,,
6360,note_on,0,0,1,,,,,,,,,0,84,80,,
6360,note_on,60,0,1,,,,,,,,,0,73,0,,
6360,note_on,0,0,2,,,,,,,,,0,61,80,,
