tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,note,velocity
420,note_on,60,0,2,,,,,,,,,1,61,0
480,note_on,0,0,2,,,,,,,,,1,63,100
480,note_on,0,0,2,,,,,,,,,1,66,100
480,note_on,60,0,2,,,,,,,,,1,56,0
480,set_tempo,60,1,0,,,,,,759494,,,,,
480,note_on,0,0,1,,,,,,,,,0,72,102
480,note_on,120,0,1,,,,,,,,,0,70,0
535,set_tempo,55,1,0,,,,,,750000,,,,,
540,note_on,60,0,2,,,,,,,,,1,56,106
590,set_tempo,55,1,0,,,,,,740741,,,,,
600,note_on,60,0,2,,,,,,,,,1,56,0
600,note_on,0,0,2,,,,,,,,,1,56,112
640,set_tempo,50,1,0,,,,,,731707,,,,,
660,note_on,60,0,2,,,,,,,,,1,56,0
660,note_on,0,0,2,,,,,,,,,1,56,116
695,set_tempo,55,1,0,,,,,,722892,,,,,
720,note_on,0,0,2,,,,,,,,,1,58,119
720,note_on,0,0,2,,,,,,,,,1,66,0
720,note_on,0,0,2,,,,,,,,,1,63,0
720,note_on,60,0,2,,,,,,,,,1,56,0
750,set_tempo,55,1,0,,,,,,714286,,,,,
780,note_on,0,0,2,,,,,,,,,1,56,116
780,note_on,60,0,2,,,,,,,,,1,58,0
800,set_tempo,50,1,0,,,,,,705882,,,,,
840,note_on,0,0,1,,,,,,,,,0,73,113
840,note_on,360,0,1,,,,,,,,,0,72,0
840,note_on,60,0,2,,,,,,,,,1,56,0
840,note_on,0,0,2,,,,,,,,,1,65,109
840,note_on,0,0,2,,,,,,,,,1,61,109
855,set_tempo,55,1,0,,,,,,697674,,,,,
900,note_on,60,0,2,,,,,,,,,1,61,0
900,note_on,0,0,2,,,,,,,,,1,65,0
900,note_on,0,0,2,,,,,,,,,1,56,104
910,set_tempo,55,1,0,,,,,,689655,,,,,
960,note_on,0,0,1,,,,,,,,,0,75,116
960,set_tempo,50,1,0,,,,,,681818,,,,,
960,note_on,120,0,1,,,,,,,,,0,73,0
960,note_on,0,0,1,,,,,,,,,0,60,116
960,note_on,0,0,1,,,,,,,,,0,66,116
960,note_on,60,0,2,,,,,,,,,1,56,0
1020,note_on,60,0,1,,,,,,,,,0,66,0
1020,note_on,60,0,2,,,,,,,,,1,56,100
1040,set_tempo,80,1,0,,,,,,689655,,,,,
1050,note_on,30,0,1,,,,,,,,,0,75,0
1050,note_on,0,0,1,,,,,,,,,0,77,118
1050,note_on,30,0,2,,,,,,,,,1,56,0
1050,note_on,0,0,1,,,,,,,,,0,68,118
1080,note_on,30,0,1,,,,,,,,,0,77,0
1080,note_on,0,0,1,,,,,,,,,0,68,0
1080,note_on,0,0,1,,,,,,,,,0,70,119
1080,note_on,0,0,1,,,,,,,,,0,78,119
1120,set_tempo,80,1,0,,,,,,697674,,,,,
1140,note_on,90,0,2,,,,,,,,,1,56,100
1195,set_tempo,75,1,0,,,,,,705882,,,,,
1200,note_on,60,0,2,,,,,,,,,1,56,0
1200,note_on,0,0,2,,,,,,,,,1,56,100
1200,note_on,120,0,1,,,,,,,,,0,60,0
1260,note_on,60,0,2,,,,,,,,,1,56,0
1260,note_on,0,0,2,,,,,,,,,1,56,100
1275,set_tempo,80,1,0,,,,,,714286,,,,,
1320,note_on,120,0,1,,,,,,,,,0,78,0
1320,note_on,0,0,1,,,,,,,,,0,70,0
1320,note_on,0,0,1,,,,,,,,,0,61,116
1320,note_on,0,0,1,,,,,,,,,0,68,116
1320,note_on,0,0,1,,,,,,,,,0,77,116
1320,note_on,60,0,2,,,,,,,,,1,56,0
1355,set_tempo,80,1,0,,,,,,722892,,,,,
1380,note_on,60,0,2,,,,,,,,,1,56,100
1430,set_tempo,75,1,0,,,,,,731707,,,,,
1440,note_on,60,0,2,,,,,,,,,1,56,0
1440,note_on,0,0,1,,,,,,,,,0,68,109
1440,note_on,0,0,1,,,,,,,,,0,77,109
1440,note_on,0,0,1,,,,,,,,,0,60,109
1440,note_on,0,0,1,,,,,,,,,0,61,0
1440,note_on,0,0,1,,,,,,,,,0,68,0
1440,note_on,120,0,1,,,,,,,,,0,77,0
1440,set_tempo,10,1,0,,,,,,681818,,,,,
1470,set_tempo,30,1,0,,,,,,689655,,,,,
1500,note_on,60,0,2,,,,,,,,,1,56,100
1500,set_tempo,30,1,0,,,,,,697674,,,,,
1500,note_on,60,0,1,,,,,,,,,0,68,0
1530,set_tempo,30,1,0,,,,,,705882,,,,,
1560,note_on,60,0,2,,,,,,,,,1,56,0
1560,set_tempo,30,1,0,,,,,,714286,,,,,
1560,note_on,60,0,1,,,,,,,,,0,66,104
1590,set_tempo,30,1,0,,,,,,722892,,,,,
1620,note_on,60,0,1,,,,,,,,,0,66,0
1620,note_on,60,0,2,,,,,,,,,1,56,100
1620,note_on,0,0,1,,,,,,,,,0,77,0
1620,note_on,0,0,1,,,,,,,,,0,75,101
1620,set_tempo,30,1,0,,,,,,731707,,,,,
1650,set_tempo,30,1,0,,,,,,740741,,,,,
1675,set_tempo,25,1,0,,,,,,750000,,,,,
1680,note_on,0,0,1,,,,,,,,,0,65,100
1680,note_on,60,0,1,,,,,,,,,0,75,0
1680,note_on,0,0,1,,,,,,,,,0,60,0
1680,note_on,0,0,1,,,,,,,,,0,73,100
1680,note_on,0,0,1,,,,,,,,,0,61,100
1680,note_on,60,0,2,,,,,,,,,1,56,0
1685,set_tempo,10,1,0,,,,,,740741,,,,,
1690,set_tempo,5,1,0,,,,,,731707,,,,,
1700,set_tempo,10,1,0,,,,,,722892,,,,,
1705,set_tempo,5,1,0,,,,,,714286,,,,,
1710,set_tempo,5,1,0,,,,,,705882,,,,,
1720,set_tempo,10,1,0,,,,,,697674,,,,,
1725,set_tempo,5,1,0,,,,,,689655,,,,,
1730,set_tempo,5,1,0,,,,,,681818,,,,,
1740,note_on,60,0,1,,,,,,,,,0,65,0
1740,note_on,0,0,1,,,,,,,,,0,75,100
1740,note_on,60,0,2,,,,,,,,,1,56,100
1740,note_on,0,0,1,,,,,,,,,0,61,0
1740,set_tempo,10,1,0,,,,,,674157,,,,,
1745,set_tempo,5,1,0,,,,,,666667,,,,,
1755,set_tempo,10,1,0,,,,,,659341,,,,,
1760,set_tempo,5,1,0,,,,,,652174,,,,,
1764,note_on,24,0,1,,,,,,,,,0,77,100
1765,note_on,1,0,1,,,,,,,,,0,75,0
1765,set_tempo,5,1,0,,,,,,645161,,,,,
1775,set_tempo,10,1,0,,,,,,638298,,,,,
1780,set_tempo,5,1,0,,,,,,631579,,,,,
1785,set_tempo,5,1,0,,,,,,625000,,,,,
1788,note_on,0,0,1,,,,,,,,,0,75,100
1788,note_on,23,0,1,,,,,,,,,0,77,0
1795,set_tempo,10,1,0,,,,,,618557,,,,,
1800,note_on,0,0,1,,,,,,,,,0,66,100
1800,note_on,12,0,1,,,,,,,,,0,73,0
1800,note_on,0,0,1,,,,,,,,,0,60,100
1800,set_tempo,5,1,0,,,,,,612245,,,,,
1800,note_on,60,0,2,,,,,,,,,1,56,0
1805,set_tempo,5,1,0,,,,,,606061,,,,,
1812,note_on,12,0,1,,,,,,,,,0,75,0
1815,set_tempo,10,1,0,,,,,,612245,,,,,
1822,note_on,10,0,1,,,,,,,,,0,74,100
1825,set_tempo,10,1,0,,,,,,618557,,,,,
1835,set_tempo,10,1,0,,,,,,625000,,,,,
1845,set_tempo,10,1,0,,,,,,631579,,,,,
1846,note_on,0,0,1,,,,,,,,,0,75,100
1846,note_on,24,0,1,,,,,,,,,0,74,0
1855,set_tempo,10,1,0,,,,,,638298,,,,,
1860,note_on,60,0,2,,,,,,,,,1,56,100
1860,note_on,14,0,1,,,,,,,,,0,66,0
1860,note_on,0,0,1,,,,,,,,,0,60,0
1865,set_tempo,10,1,0,,,,,,645161,,,,,
1870,note_on,0,0,1,,,,,,,,,0,77,100
1870,note_on,10,0,1,,,,,,,,,0,75,0
1875,set_tempo,10,1,0,,,,,,652174,,,,,
1885,set_tempo,10,1,0,,,,,,659341,,,,,
1892,note_on,22,0,1,,,,,,,,,0,77,0
1894,note_on,2,0,1,,,,,,,,,0,78,100
1895,set_tempo,10,1,0,,,,,,666667,,,,,
1905,set_tempo,10,1,0,,,,,,674157,,,,,
1915,set_tempo,10,1,0,,,,,,681818,,,,,
1918,note_on,24,0,1,,,,,,,,,0,78,0
1920,note_on,0,0,2,,,,,,,,,1,49,100
1920,note_on,60,0,2,,,,,,,,,1,56,0
1920,note_on,2,0,1,,,,,,,,,0,77,100
1925,set_tempo,10,1,0,,,,,,689655,,,,,
1930,set_tempo,5,1,0,,,,,,697674,,,,,
1980,note_on,0,0,2,,,,,,,,,1,56,100
1980,note_on,60,0,2,,,,,,,,,1,49,0
2010,note_on,90,0,1,,,,,,,,,0,77,0
2010,note_on,0,0,1,,,,,,,,,0,73,100
2040,note_on,0,0,2,,,,,,,,,1,61,100
2040,note_on,0,0,1,,,,,,,,,0,68,100
2040,note_on,0,0,2,,,,,,,,,1,65,100
2040,note_on,60,0,2,,,,,,,,,1,56,0
2040,note_on,30,0,1,,,,,,,,,0,73,0
2100,note_on,60,0,2,,,,,,,,,1,56,100
2155,set_tempo,225,1,0,,,,,,697674,,,,,
2160,note_on,60,0,2,,,,,,,,,1,56,0
2160,note_on,0,0,2,,,,,,,,,1,56,100
2175,set_tempo,20,1,0,,,,,,705882,,,,,
2195,set_tempo,20,1,0,,,,,,714286,,,,,
2215,set_tempo,20,1,0,,,,,,722892,,,,,
2220,note_on,60,0,2,,,,,,,,,1,56,0
2220,note_on,0,0,2,,,,,,,,,1,56,100
2230,set_tempo,15,1,0,,,,,,731707,,,,,
2250,set_tempo,20,1,0,,,,,,740741,,,,,
2270,set_tempo,20,1,0,,,,,,750000,,,,,
2280,note_on,0,0,1,,,,,,,,,0,70,100
2280,note_on,240,0,1,,,,,,,,,0,68,0
2280,note_on,0,0,2,,,,,,,,,1,61,0
2280,note_on,0,0,2,,,,,,,,,1,65,0
2280,note_on,0,0,2,,,,,,,,,1,56,100
2280,note_on,60,0,2,,,,,,,,,1,56,0
2285,set_tempo,15,1,0,,,,,,759494,,,,,
2305,set_tempo,20,1,0,,,,,,750000,,,,,
2320,set_tempo,15,1,0,,,,,,740741,,,,,
2335,set_tempo,15,1,0,,,,,,731707,,,,,
2340,note_on,60,0,2,,,,,,,,,1,56,0
2340,note_on,0,0,2,,,,,,,,,1,56,100
2355,set_tempo,20,1,0,,,,,,722892,,,,,
2370,set_tempo,15,1,0,,,,,,714286,,,,,
2385,set_tempo,15,1,0,,,,,,705882,,,,,
2400,note_on,0,0,2,,,,,,,,,1,63,100
2400,note_on,0,0,2,,,,,,,,,1,66,100
2400,note_on,60,0,2,,,,,,,,,1,56,0
2400,note_on,0,0,1,,,,,,,,,0,72,101
2400,note_on,120,0,1,,,,,,,,,0,70,0
2400,set_tempo,15,1,0,,,,,,697674,,,,,
2460,note_on,60,0,2,,,,,,,,,1,56,100
2520,note_on,0,0,2,,,,,,,,,1,56,100
2520,note_on,60,0,2,,,,,,,,,1,56,0
2580,note_on,60,0,2,,,,,,,,,1,56,0
2580,note_on,0,0,2,,,,,,,,,1,56,100
2640,note_on,0,0,2,,,,,,,,,1,63,0
2640,note_on,60,0,2,,,,,,,,,1,56,0
2640,note_on,0,0,2,,,,,,,,,1,58,100
2640,note_on,0,0,2,,,,,,,,,1,66,0
2700,note_on,0,0,2,,,,,,,,,1,56,100
2700,note_on,60,0,2,,,,,,,,,1,58,0
2760,note_on,60,0,2,,,,,,,,,1,56,0
2760,set_tempo,360,1,0,,,,,,697674,,,,,
2760,note_on,360,0,1,,,,,,,,,0,72,0
2760,note_on,0,0,2,,,,,,,,,1,61,100
2760,note_on,0,0,2,,,,,,,,,1,65,100
2760,note_on,0,0,1,,,,,,,,,0,73,111
2780,set_tempo,20,1,0,,,,,,705882,,,,,
2800,set_tempo,20,1,0,,,,,,714286,,,,,
2820,note_on,0,0,2,,,,,,,,,1,56,100
2820,note_on,0,0,2,,,,,,,,,1,65,0
2820,note_on,60,0,2,,,,,,,,,1,61,0
2820,set_tempo,20,1,0,,,,,,722892,,,,,
2835,set_tempo,15,1,0,,,,,,731707,,,,,
2855,set_tempo,20,1,0,,,,,,740741,,,,,
2875,set_tempo,20,1,0,,,,,,750000,,,,,
2880,note_on,120,0,1,,,,,,,,,0,73,0
2880,note_on,0,0,1,,,,,,,,,0,60,113
2880,note_on,0,0,1,,,,,,,,,0,66,113
2880,note_on,0,0,1,,,,,,,,,0,75,113
2880,note_on,60,0,2,,,,,,,,,1,56,0
2890,set_tempo,15,1,0,,,,,,759494,,,,,
2910,set_tempo,20,1,0,,,,,,750000,,,,,
2925,set_tempo,15,1,0,,,,,,740741,,,,,
2940,note_on,60,0,2,,,,,,,,,1,56,100
2940,note_on,60,0,1,,,,,,,,,0,66,0
2940,set_tempo,15,1,0,,,,,,731707,,,,,
2960,set_tempo,20,1,0,,,,,,722892,,,,,
2970,note_on,30,0,1,,,,,,,,,0,75,0
2970,note_on,0,0,1,,,,,,,,,0,77,115
2970,note_on,0,0,1,,,,,,,,,0,68,115
2970,note_on,30,0,2,,,,,,,,,1,56,0
2975,set_tempo,15,1,0,,,,,,714286,,,,,
2990,set_tempo,15,1,0,,,,,,705882,,,,,
3000,note_on,30,0,1,,,,,,,,,0,77,0
3000,note_on,0,0,1,,,,,,,,,0,68,0
3000,note_on,0,0,1,,,,,,,,,0,70,116
3000,note_on,0,0,1,,,,,,,,,0,78,116
3005,set_tempo,15,1,0,,,,,,697674,,,,,
3060,note_on,90,0,2,,,,,,,,,1,56,100
3120,note_on,120,0,1,,,,,,,,,0,60,0
3120,note_on,0,0,2,,,,,,,,,1,56,100
3120,note_on,60,0,2,,,,,,,,,1,56,0
3180,note_on,60,0,2,,,,,,,,,1,56,0
3180,note_on,0,0,2,,,,,,,,,1,56,100
3240,note_on,0,0,1,,,,,,,,,0,77,121
3240,note_on,0,0,1,,,,,,,,,0,68,121
3240,note_on,0,0,1,,,,,,,,,0,61,121
3240,note_on,60,0,2,,,,,,,,,1,56,0
3240,note_on,0,0,1,,,,,,,,,0,70,0
3240,note_on,120,0,1,,,,,,,,,0,78,0
3300,note_on,60,0,2,,,,,,,,,1,56,100
3360,note_on,0,0,1,,,,,,,,,0,68,0
3360,note_on,0,0,1,,,,,,,,,0,61,0
3360,note_on,0,0,1,,,,,,,,,0,60,116
3360,note_on,0,0,1,,,,,,,,,0,68,116
3360,note_on,0,0,1,,,,,,,,,0,77,116
3360,note_on,120,0,1,,,,,,,,,0,77,0
3360,note_on,60,0,2,,,,,,,,,1,56,0
3420,note_on,60,0,1,,,,,,,,,0,68,0
3420,note_on,60,0,2,,,,,,,,,1,56,100
3480,note_on,60,0,1,,,,,,,,,0,66,106
3480,note_on,60,0,2,,,,,,,,,1,56,0
3540,note_on,0,0,1,,,,,,,,,0,75,103
3540,note_on,0,0,1,,,,,,,,,0,77,0
3540,note_on,60,0,1,,,,,,,,,0,66,0
3540,note_on,60,0,2,,,,,,,,,1,56,100
3600,note_on,0,0,1,,,,,,,,,0,60,0
3600,set_tempo,595,1,0,,,,,,681818,,,,,
3600,note_on,0,0,2,,,,,,,,,1,61,100
3600,note_on,0,0,1,,,,,,,,,0,73,102
3600,note_on,60,0,2,,,,,,,,,1,56,0
3600,note_on,0,0,2,,,,,,,,,1,65,100
3600,note_on,60,0,1,,,,,,,,,0,75,0
3635,set_tempo,35,1,0,,,,,,674157,,,,,
3660,note_on,60,0,2,,,,,,,,,1,61,0
3660,note_on,0,0,2,,,,,,,,,1,65,0
3660,note_on,0,0,2,,,,,,,,,1,56,100
3670,set_tempo,35,1,0,,,,,,666667,,,,,
3705,set_tempo,35,1,0,,,,,,659341,,,,,
3720,note_on,0,0,2,,,,,,,,,1,61,100
3720,note_on,60,0,2,,,,,,,,,1,56,0
3720,note_on,0,0,2,,,,,,,,,1,65,100
3720,note_on,0,0,1,,,,,,,,,0,72,100
3720,note_on,120,0,1,,,,,,,,,0,73,0
3740,set_tempo,35,1,0,,,,,,652174,,,,,
3775,set_tempo,35,1,0,,,,,,645161,,,,,
3780,note_on,60,0,1,,,,,,,,,0,72,0
3780,note_on,0,0,2,,,,,,,,,1,56,100
3780,note_on,60,0,2,,,,,,,,,1,61,0
3780,note_on,0,0,2,,,,,,,,,1,65,0
3780,note_on,0,0,1,,,,,,,,,0,73,100
3810,set_tempo,35,1,0,,,,,,638298,,,,,
3840,note_on,0,0,2,,,,,,,,,1,44,100
3840,note_on,0,0,1,,,,,,,,,0,75,100
3840,note_on,60,0,1,,,,,,,,,0,73,0
3840,note_on,60,0,2,,,,,,,,,1,56,0
3845,set_tempo,35,1,0,,,,,,631579,,,,,
3900,note_on,0,0,2,,,,,,,,,1,56,100
3900,note_on,60,0,2,,,,,,,,,1,44,0
3960,note_on,60,0,2,,,,,,,,,1,56,0
3960,note_on,120,0,1,,,,,,,,,0,75,0
3960,note_on,0,0,2,,,,,,,,,1,60,100
3960,note_on,0,0,1,,,,,,,,,0,75,100
3960,note_on,0,0,2,,,,,,,,,1,63,100
4020,note_on,60,0,2,,,,,,,,,1,60,0
4020,note_on,0,0,2,,,,,,,,,1,63,0
4020,note_on,0,0,2,,,,,,,,,1,56,100
4080,note_on,0,0,2,,,,,,,,,1,59,100
4080,note_on,0,0,2,,,,,,,,,1,63,100
4080,note_on,60,0,2,,,,,,,,,1,56,0
4140,note_on,0,0,2,,,,,,,,,1,63,0
4140,note_on,0,0,2,,,,,,,,,1,56,100
4140,note_on,60,0,2,,,,,,,,,1,59,0
4200,note_on,60,0,2,,,,,,,,,1,56,0
4200,note_on,0,0,2,,,,,,,,,1,65,100
4200,note_on,0,0,2,,,,,,,,,1,49,100
4200,note_on,0,0,1,,,,,,,,,0,77,100
4200,note_on,240,0,1,,,,,,,,,0,75,0
4200,note_on,0,0,2,,,,,,,,,1,59,100
4260,note_on,60,0,2,,,,,,,,,1,49,0
4260,note_on,0,0,2,,,,,,,,,1,59,0
4260,note_on,0,0,2,,,,,,,,,1,65,0
4260,note_on,0,0,2,,,,,,,,,1,61,100
4320,note_on,120,0,1,,,,,,,,,0,77,0
4320,note_on,0,0,1,,,,,,,,,0,78,100
4320,note_on,0,0,2,,,,,,,,,1,58,100
4320,note_on,0,0,2,,,,,,,,,1,54,100
4320,note_on,60,0,2,,,,,,,,,1,61,0
4380,note_on,0,0,2,,,,,,,,,1,61,100
4380,note_on,0,0,1,,,,,,,,,0,77,100
4380,note_on,0,0,2,,,,,,,,,1,54,0
4380,note_on,60,0,2,,,,,,,,,1,58,0
4380,note_on,60,0,1,,,,,,,,,0,78,0
4440,note_on,60,0,1,,,,,,,,,0,77,0
4440,note_on,0,0,1,,,,,,,,,0,75,100
4440,note_on,0,0,2,,,,,,,,,1,66,100
4440,note_on,60,0,2,,,,,,,,,1,61,0
4440,note_on,0,0,2,,,,,,,,,1,58,100
4500,note_on,60,0,1,,,,,,,,,0,75,0
4500,note_on,0,0,2,,,,,,,,,1,61,100
4500,note_on,0,0,2,,,,,,,,,1,58,0
4500,note_on,60,0,2,,,,,,,,,1,66,0
4500,note_on,0,0,1,,,,,,,,,0,73,100
4555,set_tempo,710,1,0,,,,,,638298,,,,,
4560,note_on,0,0,1,,,,,,,,,0,77,100
4560,note_on,60,0,1,,,,,,,,,0,73,0
4560,note_on,60,0,2,,,,,,,,,1,61,0
4560,note_on,0,0,2,,,,,,,,,1,49,100
4610,set_tempo,55,1,0,,,,,,645161,,,,,
4620,note_on,60,0,2,,,,,,,,,1,49,0
4620,note_on,0,0,2,,,,,,,,,1,56,100
4665,set_tempo,55,1,0,,,,,,652174,,,,,
4680,note_on,0,0,2,,,,,,,,,1,61,100
4680,note_on,0,0,2,,,,,,,,,1,65,100
4680,note_on,60,0,2,,,,,,,,,1,56,0
4715,set_tempo,50,1,0,,,,,,659341,,,,,
4740,note_on,60,0,2,,,,,,,,,1,61,0
4740,note_on,0,0,2,,,,,,,,,1,65,0
4740,note_on,0,0,2,,,,,,,,,1,56,100
4770,set_tempo,55,1,0,,,,,,666667,,,,,
4800,note_on,0,0,1,,,,,,,,,0,75,100
4800,note_on,240,0,1,,,,,,,,,0,77,0
4800,note_on,0,0,2,,,,,,,,,1,51,100
4800,note_on,60,0,2,,,,,,,,,1,56,0
4825,set_tempo,55,1,0,,,,,,674157,,,,,
4860,note_on,0,0,2,,,,,,,,,1,56,100
4860,note_on,0,0,1,,,,,,,,,0,71,100
4860,note_on,60,0,1,,,,,,,,,0,75,0
4860,note_on,60,0,2,,,,,,,,,1,51,0
4875,set_tempo,50,1,0,,,,,,681818,,,,,
4920,note_on,0,0,1,,,,,,,,,0,70,100
4920,note_on,0,0,2,,,,,,,,,1,59,100
4920,note_on,0,0,2,,,,,,,,,1,63,100
4920,note_on,60,0,2,,,,,,,,,1,56,0
4920,note_on,60,0,1,,,,,,,,,0,71,0
4930,set_tempo,55,1,0,,,,,,689655,,,,,
4980,note_on,0,0,2,,,,,,,,,1,56,100
4980,note_on,60,0,2,,,,,,,,,1,59,0
4980,note_on,0,0,1,,,,,,,,,0,68,100
4980,note_on,0,0,2,,,,,,,,,1,63,0
4980,note_on,60,0,1,,,,,,,,,0,70,0
4985,set_tempo,55,1,0,,,,,,697674,,,,,
5035,set_tempo,50,1,0,,,,,,705882,,,,,
5040,note_on,60,0,1,,,,,,,,,0,68,0
5040,note_on,0,0,2,,,,,,,,,1,51,100
5040,note_on,60,0,2,,,,,,,,,1,56,0
5040,note_on,0,0,1,,,,,,,,,0,70,100
5100,note_on,60,0,1,,,,,,,,,0,71,100
5100,note_on,60,0,2,,,,,,,,,1,51,0
5100,note_on,0,0,2,,,,,,,,,1,55,100
5120,note_on,20,0,1,,,,,,,,,0,71,0
5120,note_on,0,0,1,,,,,,,,,0,70,100
5140,note_on,20,0,1,,,,,,,,,0,70,0
5140,note_on,0,0,1,,,,,,,,,0,68,100
5160,note_on,60,0,2,,,,,,,,,1,55,0
5160,note_on,0,0,2,,,,,,,,,1,63,100
5160,note_on,0,0,2,,,,,,,,,1,61,100
5160,note_on,20,0,1,,,,,,,,,0,68,0
5160,note_on,0,0,1,,,,,,,,,0,70,100
5160,note_on,0,0,1,,,,,,,,,0,70,0
5220,note_on,0,0,2,,,,,,,,,1,55,100
5220,note_on,60,0,2,,,,,,,,,1,61,0
5220,note_on,0,0,2,,,,,,,,,1,63,0
5250,note_on,0,0,1,,,,,,,,,0,71,100
5250,note_on,90,0,1,,,,,,,,,0,70,0
5280,set_tempo,245,1,0,,,,,,714286,,,,,
5280,note_on,0,0,1,,,,,,,,,0,68,100
5280,note_on,60,0,2,,,,,,,,,1,55,0
5280,note_on,30,0,1,,,,,,,,,0,71,0
5280,note_on,0,0,2,,,,,,,,,1,44,100
5310,set_tempo,30,1,0,,,,,,705882,,,,,
5340,note_on,60,0,2,,,,,,,,,1,44,0
5340,note_on,0,0,2,,,,,,,,,1,56,100
5340,set_tempo,30,1,0,,,,,,697674,,,,,
5370,set_tempo,30,1,0,,,,,,689655,,,,,
5400,note_on,120,0,1,,,,,,,,,0,68,0
5400,set_tempo,30,1,0,,,,,,681818,,,,,
5400,note_on,0,0,2,,,,,,,,,1,63,100
5400,note_on,0,0,2,,,,,,,,,1,59,100
5400,note_on,60,0,2,,,,,,,,,1,56,0
5400,note_on,0,0,1,,,,,,,,,0,75,100
5430,set_tempo,30,1,0,,,,,,674157,,,,,
5460,set_tempo,30,1,0,,,,,,666667,,,,,
5460,note_on,0,0,2,,,,,,,,,1,56,100
5460,note_on,0,0,2,,,,,,,,,1,63,0
5460,note_on,60,0,2,,,,,,,,,1,59,0
5490,set_tempo,30,1,0,,,,,,659341,,,,,
5520,set_tempo,30,1,0,,,,,,652174,,,,,
5520,note_on,0,0,1,,,,,,,,,0,73,100
5520,note_on,60,0,2,,,,,,,,,1,56,0
5520,note_on,0,0,2,,,,,,,,,1,61,100
5520,note_on,0,0,2,,,,,,,,,1,58,100
5520,note_on,120,0,1,,,,,,,,,0,75,0
5580,note_on,60,0,2,,,,,,,,,1,58,0
5580,note_on,0,0,2,,,,,,,,,1,61,0
5580,note_on,0,0,2,,,,,,,,,1,56,100
5640,note_on,60,0,2,,,,,,,,,1,56,0
5640,note_on,120,0,1,,,,,,,,,0,73,0
5640,note_on,0,0,1,,,,,,,,,0,76,100
5640,note_on,0,0,2,,,,,,,,,1,64,100
