tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,key,note,velocity,channel,control,value
6500,control_change,,,,,4,0,1,,,,,,0,64,24
6516,note_on,,,,,16,0,1,,,,54,51,0,,
6516,control_change,,,,,0,0,1,,,,,,0,64,0
6544,note_off,,,,,28,0,1,,,,47,0,0,,
6560,note_on,,,,,16,0,1,,,,78,101,0,,
6564,note_on,,,,,4,0,1,,,,66,73,0,,
6576,note_on,,,,,12,0,1,,,,74,75,0,,
6580,note_on,,,,,4,0,1,,,,71,66,0,,
6580,control_change,,,,,0,0,1,,,,,,0,64,127
6584,note_on,,,,,4,0,1,,,,62,70,0,,
6592,note_off,,,,,8,0,1,,,,54,0,0,,
6600,note_off,,,,,8,0,1,,,,74,0,0,,
6604,note_off,,,,,4,0,1,,,,71,0,0,,
6612,note_off,,,,,8,0,1,,,,62,0,0,,
6620,note_off,,,,,8,0,1,,,,66,0,0,,
6672,note_off,,,,,52,0,1,,,,78,0,0,,
7480,control_change,,,,,808,0,1,,,,,,0,64,104
7496,control_change,,,,,16,0,1,,,,,,0,64,40
7508,control_change,,,,,12,0,1,,,,,,0,64,0
7612,note_on,,,,,104,0,1,,,,83,80,0,,
7832,note_on,,,,,220,0,1,,,,79,79,0,,
7836,note_off,,,,,4,0,1,,,,83,0,0,,
7920,note_on,,,,,84,0,1,,,,78,83,0,,
7944,note_off,,,,,24,0,1,,,,79,0,0,,
8032,note_on,,,,,88,0,1,,,,74,85,0,,
8040,note_off,,,,,8,0,1,,,,78,0,0,,
8112,note_off,,,,,72,0,1,,,,74,0,0,,
8124,note_on,,,,,12,0,1,,,,71,86,0,,
8196,note_off,,,,,72,0,1,,,,71,0,0,,
8236,note_on,,,,,40,0,1,,,,66,86,0,,
8436,control_change,,,,,200,0,1,,,,,,0,64,40
8452,control_change,,,,,16,0,1,,,,,,0,64,56
8468,control_change,,,,,16,0,1,,,,,,0,64,72
8488,control_change,,,,,20,0,1,,,,,,0,64,88
8500,control_change,,,,,12,0,1,,,,,,0,64,104
8564,control_change,,,,,64,0,1,,,,,,0,64,127
8620,control_change,,,,,56,0,1,,,,,,0,64,72
8636,control_change,,,,,16,0,1,,,,,,0,64,0
8660,note_on,,,,,24,0,1,,,,47,60,0,,
8660,note_on,,,,,0,0,1,,,,59,40,0,,
8676,note_on,,,,,16,0,1,,,,62,45,0,,
8732,note_off,,,,,56,0,1,,,,47,0,0,,
8732,control_change,,,,,0,0,1,,,,,,0,64,24
8748,control_change,,,,,16,0,1,,,,,,0,64,88
8752,note_off,,,,,4,0,1,,,,59,0,0,,
8752,note_off,,,,,0,0,1,,,,62,0,0,,
8764,control_change,,,,,12,0,1,,,,,,0,64,127
8824,note_off,,,,,60,0,1,,,,66,0,0,,
9060,note_on,,,,,0,0,1,,,,55,68,0,,
9060,note_on,,,,,0,0,1,,,,59,63,0,,
9060,note_on,,,,,0,0,1,,,,64,68,0,,
9060,note_on,,,,,0,0,1,,,,43,65,0,,
9060,note_on,,,,,236,0,1,,,,71,89,0,,
9072,control_change,,,,,12,0,1,,,,,,0,64,56
9088,control_change,,,,,16,0,1,,,,,,0,64,0
9124,note_off,,,,,36,0,1,,,,55,0,0,,
9128,note_off,,,,,4,0,1,,,,59,0,0,,
9128,note_off,,,,,0,0,1,,,,43,0,0,,
9136,note_off,,,,,8,0,1,,,,64,0,0,,
9152,control_change,,,,,16,0,1,,,,,,0,64,56
9164,control_change,,,,,12,0,1,,,,,,0,64,127
9176,note_off,,,,,12,0,1,,,,71,0,0,,
9488,note_on,,,,,312,0,1,,,,73,91,0,,
9488,note_on,,,,,0,0,1,,,,61,73,0,,
9488,note_on,,,,,0,0,1,,,,40,64,0,,
9488,note_on,,,,,0,0,1,,,,67,70,0,,
9488,note_on,,,,,0,0,1,,,,71,74,0,,
9488,note_on,,,,,0,0,1,,,,52,77,0,,
9492,control_change,,,,,4,0,1,,,,,,0,64,88
9508,control_change,,,,,16,0,1,,,,,,0,64,0
9544,note_off,,,,,36,0,1,,,,52,0,0,,
9548,note_off,,,,,4,0,1,,,,40,0,0,,
9552,note_off,,,,,4,0,1,,,,61,0,0,,
9552,note_off,,,,,0,0,1,,,,67,0,0,,
9564,note_off,,,,,12,0,1,,,,71,0,0,,
9568,control_change,,,,,4,0,1,,,,,,0,64,72
9588,control_change,,,,,20,0,1,,,,,,0,64,127
9612,note_off,,,,,24,0,1,,,,73,0,0,,
9948,note_on,,,,,336,0,1,,,,74,90,0,,
9956,note_on,,,,,8,0,1,,,,62,70,0,,
9960,note_on,,,,,4,0,1,,,,66,56,0,,
9964,note_on,,,,,4,0,1,,,,71,66,0,,
9968,note_on,,,,,4,0,1,,,,47,70,0,,
9968,note_on,,,,,0,0,1,,,,35,64,0,,
10036,control_change,,,,,68,0,1,,,,,,0,64,24
10052,control_change,,,,,16,0,1,,,,,,0,64,0
10116,note_off,,,,,64,0,1,,,,74,0,0,,
10128,control_change,,,,,12,0,1,,,,,,0,64,104
10132,note_off,,,,,4,0,1,,,,71,0,0,,
10132,note_off,,,,,0,0,1,,,,35,0,0,,
10144,note_off,,,,,12,0,1,,,,47,0,0,,
10144,control_change,,,,,0,0,1,,,,,,0,64,127
10156,note_off,,,,,12,0,1,,,,62,0,0,,
10168,note_off,,,,,12,0,1,,,,66,0,0,,
10564,note_on,,,,,396,0,1,,,,65,81,0,,
10576,note_on,,,,,12,0,1,,,,56,62,0,,
10580,note_on,,,,,4,0,1,,,,62,64,0,,
10592,note_on,,,,,12,0,1,,,,47,63,0,,
10596,note_on,,,,,4,0,1,,,,35,68,0,,
10608,control_change,,,,,12,0,1,,,,,,0,64,88
10616,note_off,,,,,8,0,1,,,,62,0,0,,
10624,control_change,,,,,0,0,1,,,,,,0,64,56
10624,note_off,,,,,8,0,1,,,,35,0,0,,
10636,control_change,,,,,0,0,1,,,,,,0,64,0
10636,note_off,,,,,0,0,1,,,,47,0,0,,
10636,note_off,,,,,12,0,1,,,,56,0,0,,
10644,note_off,,,,,8,0,1,,,,65,0,0,,
10768,note_on,,,,,124,0,1,,,,54,76,0,,
10768,note_on,,,,,0,0,1,,,,66,87,0,,
10776,note_on,,,,,8,0,1,,,,61,67,0,,
10780,note_on,,,,,4,0,1,,,,45,75,0,,
10808,note_on,,,,,28,0,1,,,,33,34,0,,
10812,note_off,,,,,4,0,1,,,,45,0,0,,
10828,note_off,,,,,16,0,1,,,,54,0,0,,
10836,note_off,,,,,8,0,1,,,,33,0,0,,
10852,note_off,,,,,16,0,1,,,,66,0,0,,
10860,note_off,,,,,8,0,1,,,,61,0,0,,
10956,note_on,,,,,96,0,1,,,,68,90,0,,
10964,note_on,,,,,0,0,1,,,,41,81,0,,
10964,note_on,,,,,8,0,1,,,,61,73,0,,
10964,note_on,,,,,0,0,1,,,,56,80,0,,
10968,note_on,,,,,4,0,1,,,,29,79,0,,
11012,note_off,,,,,44,0,1,,,,29,0,0,,
11016,note_off,,,,,4,0,1,,,,41,0,0,,
11032,note_off,,,,,16,0,1,,,,56,0,0,,
11060,note_off,,,,,28,0,1,,,,61,0,0,,
11076,note_off,,,,,16,0,1,,,,68,0,0,,
11156,note_on,,,,,80,0,1,,,,61,72,0,,
11160,note_on,,,,,4,0,1,,,,69,96,0,,
11164,note_on,,,,,0,0,1,,,,57,74,0,,
11164,note_on,,,,,4,0,1,,,,42,89,0,,
11168,note_on,,,,,4,0,1,,,,30,79,0,,
11208,note_off,,,,,40,0,1,,,,42,0,0,,
11216,note_off,,,,,8,0,1,,,,61,0,0,,
11216,note_off,,,,,0,0,1,,,,57,0,0,,
11216,note_off,,,,,0,0,1,,,,30,0,0,,
11240,note_off,,,,,24,0,1,,,,69,0,0,,
11348,note_on,,,,,108,0,1,,,,71,94,0,,
11352,note_on,,,,,4,0,1,,,,59,82,0,,
11352,note_on,,,,,0,0,1,,,,66,76,0,,
11364,note_on,,,,,12,0,1,,,,38,94,0,,
11372,note_on,,,,,8,0,1,,,,26,86,0,,
11400,note_off,,,,,28,0,1,,,,59,0,0,,
11400,note_off,,,,,0,0,1,,,,26,0,0,,
11408,note_off,,,,,8,0,1,,,,38,0,0,,
11424,note_off,,,,,16,0,1,,,,71,0,0,,
11424,note_off,,,,,0,0,1,,,,66,0,0,,
11576,note_on,,,,,152,0,1,,,,73,100,0,,
11580,note_on,,,,,4,0,1,,,,61,91,0,,
11588,note_on,,,,,8,0,1,,,,69,89,0,,
11592,note_on,,,,,4,0,1,,,,66,73,0,,
11596,note_on,,,,,4,0,1,,,,37,99,0,,
11604,note_on,,,,,8,0,1,,,,25,86,0,,
11628,control_change,,,,,24,0,1,,,,,,0,64,40
11632,note_off,,,,,4,0,1,,,,37,0,0,,
11632,note_off,,,,,0,0,1,,,,25,0,0,,
11636,note_off,,,,,4,0,1,,,,61,0,0,,
11644,control_change,,,,,8,0,1,,,,,,0,64,127
11648,note_off,,,,,4,0,1,,,,66,0,0,,
11656,note_off,,,,,8,0,1,,,,69,0,0,,
11676,note_off,,,,,20,0,1,,,,73,0,0,,
12424,note_on,,,,,748,0,1,,,,61,88,0,,
12428,note_on,,,,,4,0,1,,,,73,102,0,,
12436,note_on,,,,,0,0,1,,,,66,77,0,,
12436,note_on,,,,,8,0,1,,,,68,80,0,,
12440,control_change,,,,,4,0,1,,,,,,0,64,72
12444,note_on,,,,,4,0,1,,,,37,73,0,,
12452,note_on,,,,,8,0,1,,,,49,92,0,,
12452,control_change,,,,,0,0,1,,,,,,0,64,0
12532,note_off,,,,,80,0,1,,,,37,0,0,,
12536,note_off,,,,,4,0,1,,,,49,0,0,,
12544,control_change,,,,,8,0,1,,,,,,0,64,72
12552,note_off,,,,,8,0,1,,,,61,0,0,,
12560,note_off,,,,,8,0,1,,,,66,0,0,,
12560,control_change,,,,,0,0,1,,,,,,0,64,127
12572,note_off,,,,,12,0,1,,,,73,0,0,,
12576,note_off,,,,,4,0,1,,,,68,0,0,,
13008,control_change,,,,,432,0,1,,,,,,0,64,88
13020,control_change,,,,,12,0,1,,,,,,0,64,0
13036,note_on,,,,,16,0,1,,,,73,92,0,,
13044,note_on,,,,,0,0,1,,,,68,79,0,,
13044,note_on,,,,,8,0,1,,,,61,85,0,,
13048,note_on,,,,,4,0,1,,,,49,81,0,,
13056,note_on,,,,,8,0,1,,,,65,75,0,,
13056,note_on,,,,,0,0,1,,,,37,70,0,,
13072,control_change,,,,,16,0,1,,,,,,0,64,24
13084,note_off,,,,,12,0,1,,,,65,0,0,,
13088,control_change,,,,,4,0,1,,,,,,0,64,88
13100,control_change,,,,,12,0,1,,,,,,0,64,127
13108,note_off,,,,,8,0,1,,,,49,0,0,,
13112,note_off,,,,,4,0,1,,,,37,0,0,,
13120,note_off,,,,,8,0,1,,,,61,0,0,,
13144,note_off,,,,,24,0,1,,,,68,0,0,,
13164,note_off,,,,,20,0,1,,,,73,0,0,,
13180,control_change,,,,,16,0,1,,,,,,0,64,104
13196,control_change,,,,,16,0,1,,,,,,0,64,0
13232,note_on,,,,,36,0,1,,,,73,96,0,,
13232,note_on,,,,,0,0,1,,,,61,95,0,,
13240,note_on,,,,,8,0,1,,,,70,83,0,,
13244,note_on,,,,,4,0,1,,,,66,79,0,,
13252,note_on,,,,,8,0,1,,,,54,96,0,,
13252,note_on,,,,,0,0,1,,,,42,86,0,,
13260,control_change,,,,,8,0,1,,,,,,0,64,72
13272,control_change,,,,,12,0,1,,,,,,0,64,127
13288,note_off,,,,,16,0,1,,,,54,0,0,,
13300,note_off,,,,,12,0,1,,,,61,0,0,,
13300,note_off,,,,,0,0,1,,,,42,0,0,,
13308,note_off,,,,,8,0,1,,,,66,0,0,,
13328,note_off,,,,,20,0,1,,,,73,0,0,,
13336,note_off,,,,,8,0,1,,,,70,0,0,,
13472,control_change,,,,,136,0,1,,,,,,0,64,56
13488,control_change,,,,,16,0,1,,,,,,0,64,0
13712,note_on,,,,,224,0,1,,,,75,96,0,,
13712,note_on,,,,,0,0,1,,,,63,86,0,,
13720,note_on,,,,,8,0,1,,,,66,73,0,,
13724,note_on,,,,,0,0,1,,,,69,82,0,,
13724,note_on,,,,,0,0,1,,,,35,70,0,,
13724,note_on,,,,,4,0,1,,,,47,82,0,,
13732,note_on,,,,,8,0,1,,,,71,74,0,,
13752,control_change,,,,,20,0,1,,,,,,0,64,104
13768,note_off,,,,,16,0,1,,,,47,0,0,,
13768,control_change,,,,,0,0,1,,,,,,0,64,127
13772,note_off,,,,,4,0,1,,,,35,0,0,,
13776,note_off,,,,,4,0,1,,,,63,0,0,,
13792,note_off,,,,,16,0,1,,,,66,0,0,,
13804,note_off,,,,,12,0,1,,,,69,0,0,,
13804,note_off,,,,,0,0,1,,,,71,0,0,,
13832,note_off,,,,,28,0,1,,,,75,0,0,,
14204,note_on,,,,,372,0,1,,,,83,99,0,,
14212,note_on,,,,,8,0,1,,,,71,79,0,,
14276,note_off,,,,,64,0,1,,,,71,0,0,,
14308,note_off,,,,,32,0,1,,,,83,0,0,,
14776,note_on,,,,,468,0,1,,,,72,64,0,,
14836,control_change,,,,,60,0,1,,,,,,0,64,88
14852,control_change,,,,,16,0,1,,,,,,0,64,0
14872,note_off,,,,,20,0,1,,,,72,0,0,,
14872,note_on,,,,,0,0,1,,,,71,75,0,,
14960,note_on,,,,,88,0,1,,,,67,70,0,,
14980,note_off,,,,,20,0,1,,,,71,0,0,,
15048,note_off,,,,,68,0,1,,,,67,0,0,,
15056,note_on,,,,,8,0,1,,,,64,78,0,,
15128,note_off,,,,,72,0,1,,,,64,0,0,,
15168,note_on,,,,,40,0,1,,,,59,70,0,,
15580,note_on,,,,,412,0,1,,,,52,52,0,,
15596,note_on,,,,,0,0,1,,,,40,45,0,,
15596,note_on,,,,,16,0,1,,,,55,44,0,,
15684,note_off,,,,,88,0,1,,,,40,0,0,,
15704,control_change,,,,,20,0,1,,,,,,0,64,40
15708,note_off,,,,,4,0,1,,,,52,0,0,,
15720,control_change,,,,,12,0,1,,,,,,0,64,72
15724,note_off,,,,,4,0,1,,,,55,0,0,,
15736,note_off,,,,,12,0,1,,,,59,0,0,,
15736,control_change,,,,,0,0,1,,,,,,0,64,88
15752,control_change,,,,,16,0,1,,,,,,0,64,104
15780,control_change,,,,,28,0,1,,,,,,0,64,127
15996,note_on,,,,,0,0,1,,,,52,50,0,,
15996,note_on,,,,,0,0,1,,,,55,56,0,,
15996,note_on,,,,,0,0,1,,,,48,49,0,,
15996,note_on,,,,,0,0,1,,,,36,49,0,,
15996,note_on,,,,,0,0,1,,,,60,46,0,,
15996,note_on,,,,,216,0,1,,,,64,71,0,,
16016,control_change,,,,,20,0,1,,,,,,0,64,56
16032,control_change,,,,,16,0,1,,,,,,0,64,0
16068,note_off,,,,,36,0,1,,,,48,0,0,,
16076,note_off,,,,,8,0,1,,,,36,0,0,,
16092,note_off,,,,,16,0,1,,,,52,0,0,,
16100,note_off,,,,,8,0,1,,,,60,0,0,,
16104,note_off,,,,,4,0,1,,,,55,0,0,,
16108,control_change,,,,,4,0,1,,,,,,0,64,24
16124,control_change,,,,,16,0,1,,,,,,0,64,88
16136,control_change,,,,,12,0,1,,,,,,0,64,127
