tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,note,velocity
9440,note_on,0,0,1,,,,,,,,,,,,,,2,,,78,50
9440,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,62
9448,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
9448,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
9448,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
9448,note_off,8,0,1,,,,,,,,,,,,,,2,,,77,64
9580,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
9590,note_off,0,0,1,,,,,,,,,,,,,,2,,,53,64
9590,note_off,0,0,1,,,,,,,,,,,,,,2,,,78,64
9590,note_off,10,0,1,,,,,,,,,,,,,,2,,,70,64
9590,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
9600,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
9600,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,62
9600,note_on,0,0,1,,,,,,,,,,,,,,2,,,32,77
9600,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
9600,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,62
9760,note_on,160,0,1,,,,,,,,,,,,,,2,,,77,59
9760,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,59
9760,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
9760,note_on,0,0,1,,,,,,,,,,,,,,2,,,48,57
9768,note_off,8,0,1,,,,,,,,,,,,,,2,,,32,64
9768,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
9768,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
9920,note_on,152,0,1,,,,,,,,,,,,,,2,,,75,47
9920,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,65
9920,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,57
9920,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,57
9928,note_off,0,0,1,,,,,,,,,,,,,,2,,,48,64
9928,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
9928,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
9928,note_off,8,0,1,,,,,,,,,,,,,,2,,,77,64
10080,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
10080,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,57
10080,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,62
10080,note_on,152,0,1,,,,,,,,,,,,,,2,,,77,65
10088,note_off,0,0,1,,,,,,,,,,,,,,2,,,60,64
10088,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
10088,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
10088,note_off,8,0,1,,,,,,,,,,,,,,2,,,75,64
10240,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,57
10240,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,57
10240,note_on,152,0,1,,,,,,,,,,,,,,2,,,75,52
10240,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,62
10248,note_off,8,0,1,,,,,,,,,,,,,,2,,,77,64
10248,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
10248,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
10248,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
10400,note_on,152,0,1,,,,,,,,,,,,,,2,,,77,61
10400,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,62
10400,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
10400,note_on,0,0,1,,,,,,,,,,,,,,2,,,48,57
10408,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
10408,note_off,8,0,1,,,,,,,,,,,,,,2,,,75,64
10408,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
10408,note_off,0,0,1,,,,,,,,,,,,,,2,,,60,64
10540,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
10540,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
10550,note_off,0,0,1,,,,,,,,,,,,,,2,,,48,64
10550,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
10550,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
10550,note_off,10,0,1,,,,,,,,,,,,,,2,,,77,64
10560,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
10560,note_on,0,0,1,,,,,,,,,,,,,,2,,,37,75
10560,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,62
10560,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,62
10560,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
10720,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
10720,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,57
10720,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,64
10720,note_on,160,0,1,,,,,,,,,,,,,,2,,,66,62
10728,note_off,8,0,1,,,,,,,,,,,,,,2,,,37,64
10728,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
10728,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
10880,note_on,152,0,1,,,,,,,,,,,,,,2,,,67,62
10880,note_on,0,0,1,,,,,,,,,,,,,,2,,,76,68
10880,note_on,0,0,1,,,,,,,,,,,,,,2,,,53,57
10880,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
10888,note_off,8,0,1,,,,,,,,,,,,,,2,,,66,64
10888,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
10888,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
10888,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
11040,control_change,152,0,1,,,,,,,,,,,,,,2,64,0,,
11040,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,62
11040,note_on,0,0,1,,,,,,,,,,,,,,2,,,78,72
11040,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
11040,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,57
11048,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
11048,note_off,0,0,1,,,,,,,,,,,,,,2,,,53,64
11048,note_off,0,0,1,,,,,,,,,,,,,,2,,,76,64
11048,note_off,8,0,1,,,,,,,,,,,,,,2,,,67,64
11197,note_off,0,0,1,,,,,,,,,,,,,,2,,,78,64
11197,note_off,149,0,1,,,,,,,,,,,,,,2,,,70,64
11200,note_on,0,0,1,,,,,,,,,,,,,,2,,,53,57
11200,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,62
11200,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,62
11200,control_change,3,0,1,,,,,,,,,,,,,,2,64,127,,
11200,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
11208,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
11208,note_off,8,0,1,,,,,,,,,,,,,,2,,,49,64
11360,note_on,152,0,1,,,,,,,,,,,,,,2,,,65,62
11360,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,57
11360,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
11360,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,50
11368,note_off,8,0,1,,,,,,,,,,,,,,2,,,68,64
11368,note_off,0,0,1,,,,,,,,,,,,,,2,,,77,64
11368,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
11368,note_off,0,0,1,,,,,,,,,,,,,,2,,,53,64
11500,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
11500,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
11510,note_off,10,0,1,,,,,,,,,,,,,,2,,,65,64
11510,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
11510,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
11510,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
11520,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,70
11520,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,70
11520,note_on,0,0,1,,,,,,,,,,,,,,2,,,32,79
11520,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
11520,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
11680,note_on,160,0,1,,,,,,,,,,,,,,2,,,66,59
11680,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,59
11680,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
11680,note_on,0,0,1,,,,,,,,,,,,,,2,,,48,57
11688,note_off,0,0,1,,,,,,,,,,,,,,2,,,77,64
11688,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
11688,note_off,8,0,1,,,,,,,,,,,,,,2,,,32,64
11840,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,66
11840,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,66
11840,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,70
11840,note_on,152,0,1,,,,,,,,,,,,,,2,,,68,70
11848,note_off,0,0,1,,,,,,,,,,,,,,2,,,48,64
11848,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
11848,note_off,8,0,1,,,,,,,,,,,,,,2,,,66,64
11848,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
12000,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,59
12000,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,59
12000,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,65
12000,note_on,152,0,1,,,,,,,,,,,,,,2,,,66,62
12008,note_off,0,0,1,,,,,,,,,,,,,,2,,,77,64
12008,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
12008,note_off,8,0,1,,,,,,,,,,,,,,2,,,68,64
12008,note_off,0,0,1,,,,,,,,,,,,,,2,,,60,64
12160,note_on,0,0,1,,,,,,,,,,,,,,2,,,51,68
12160,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,52
12160,note_on,0,0,1,,,,,,,,,,,,,,2,,,60,68
12160,note_on,152,0,1,,,,,,,,,,,,,,2,,,68,62
12168,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
12168,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
12168,note_off,8,0,1,,,,,,,,,,,,,,2,,,66,64
12168,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
12320,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,61
12320,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,59
12320,note_on,0,0,1,,,,,,,,,,,,,,2,,,48,59
12320,note_on,152,0,1,,,,,,,,,,,,,,2,,,66,62
12328,note_off,0,0,1,,,,,,,,,,,,,,2,,,77,64
12328,note_off,0,0,1,,,,,,,,,,,,,,2,,,51,64
12328,note_off,8,0,1,,,,,,,,,,,,,,2,,,68,64
12328,note_off,0,0,1,,,,,,,,,,,,,,2,,,60,64
12460,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
12460,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
12470,note_off,0,0,1,,,,,,,,,,,,,,2,,,48,64
12470,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
12470,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
12470,note_off,10,0,1,,,,,,,,,,,,,,2,,,66,64
12480,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
12480,note_on,0,0,1,,,,,,,,,,,,,,2,,,37,75
12480,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,62
12480,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,62
12480,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
12640,note_on,160,0,1,,,,,,,,,,,,,,2,,,66,62
12640,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,57
12640,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,64
12640,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
12648,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
12648,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
12648,note_off,8,0,1,,,,,,,,,,,,,,2,,,37,64
12800,note_on,0,0,1,,,,,,,,,,,,,,2,,,53,69
12800,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,69
12800,note_on,0,0,1,,,,,,,,,,,,,,2,,,76,68
12800,note_on,152,0,1,,,,,,,,,,,,,,2,,,67,68
12808,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
12808,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
12808,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
12808,note_off,8,0,1,,,,,,,,,,,,,,2,,,66,64
12957,note_off,149,0,1,,,,,,,,,,,,,,2,,,67,64
12957,note_off,0,0,1,,,,,,,,,,,,,,2,,,76,64
12960,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
12960,note_on,0,0,1,,,,,,,,,,,,,,2,,,78,72
12960,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,57
12960,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,72
12960,control_change,3,0,1,,,,,,,,,,,,,,2,64,0,,
12968,note_off,8,0,1,,,,,,,,,,,,,,2,,,61,64
12968,note_off,0,0,1,,,,,,,,,,,,,,2,,,53,64
13120,control_change,152,0,1,,,,,,,,,,,,,,2,64,127,,
13120,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,62
13120,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,62
13120,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,64
13120,note_on,0,0,1,,,,,,,,,,,,,,2,,,53,64
13128,note_off,0,0,1,,,,,,,,,,,,,,2,,,78,64
13128,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
13128,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
13128,note_off,8,0,1,,,,,,,,,,,,,,2,,,70,64
13280,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,50
13280,note_on,152,0,1,,,,,,,,,,,,,,2,,,65,62
13280,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
13280,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
13280,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,57
13288,note_off,0,0,1,,,,,,,,,,,,,,2,,,53,64
13288,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
13288,note_off,0,0,1,,,,,,,,,,,,,,2,,,77,64
13288,note_off,8,0,1,,,,,,,,,,,,,,2,,,68,64
13420,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
13430,note_off,0,0,1,,,,,,,,,,,,,,2,,,49,64
13430,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
13430,note_off,10,0,1,,,,,,,,,,,,,,2,,,65,64
13430,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
13440,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
13440,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,62
13440,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,62
13440,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
13440,note_on,0,0,1,,,,,,,,,,,,,,2,,,42,77
13600,note_on,160,0,1,,,,,,,,,,,,,,2,,,76,59
13600,note_on,0,0,1,,,,,,,,,,,,,,2,,,67,59
13600,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
13600,note_on,0,0,1,,,,,,,,,,,,,,2,,,54,57
13608,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
13608,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
13608,note_off,8,0,1,,,,,,,,,,,,,,2,,,42,64
13760,note_on,152,0,1,,,,,,,,,,,,,,2,,,77,47
13760,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,65
13760,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,57
13760,note_on,0,0,1,,,,,,,,,,,,,,2,,,58,57
13768,note_off,8,0,1,,,,,,,,,,,,,,2,,,76,64
13768,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
13768,note_off,0,0,1,,,,,,,,,,,,,,2,,,54,64
13768,note_off,0,0,1,,,,,,,,,,,,,,2,,,67,64
13920,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
13920,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,57
13920,note_on,0,0,1,,,,,,,,,,,,,,2,,,69,62
13920,note_on,152,0,1,,,,,,,,,,,,,,2,,,78,65
13928,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
13928,note_off,0,0,1,,,,,,,,,,,,,,2,,,58,64
13928,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
13928,note_off,8,0,1,,,,,,,,,,,,,,2,,,77,64
14080,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,62
14080,note_on,152,0,1,,,,,,,,,,,,,,2,,,79,52
14080,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,57
14080,note_on,0,0,1,,,,,,,,,,,,,,2,,,58,57
14088,note_off,0,0,1,,,,,,,,,,,,,,2,,,69,64
14088,note_off,8,0,1,,,,,,,,,,,,,,2,,,78,64
14088,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
14088,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
14240,note_on,152,0,1,,,,,,,,,,,,,,2,,,80,61
14240,note_on,0,0,1,,,,,,,,,,,,,,2,,,71,62
14240,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
14240,note_on,0,0,1,,,,,,,,,,,,,,2,,,54,57
14248,note_off,8,0,1,,,,,,,,,,,,,,2,,,79,64
14248,note_off,0,0,1,,,,,,,,,,,,,,2,,,70,64
14248,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
14248,note_off,0,0,1,,,,,,,,,,,,,,2,,,58,64
14380,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
14380,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
14390,note_off,0,0,1,,,,,,,,,,,,,,2,,,71,64
14390,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
14390,note_off,10,0,1,,,,,,,,,,,,,,2,,,80,64
14390,note_off,0,0,1,,,,,,,,,,,,,,2,,,54,64
14400,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
14400,note_on,0,0,1,,,,,,,,,,,,,,2,,,42,75
14400,note_on,0,0,1,,,,,,,,,,,,,,2,,,72,62
14400,note_on,0,0,1,,,,,,,,,,,,,,2,,,81,62
14400,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
14560,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,57
14560,note_on,0,0,1,,,,,,,,,,,,,,2,,,54,57
14560,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,62
14560,note_on,160,0,1,,,,,,,,,,,,,,2,,,82,64
14568,note_off,0,0,1,,,,,,,,,,,,,,2,,,81,64
14568,note_off,0,0,1,,,,,,,,,,,,,,2,,,72,64
14568,note_off,8,0,1,,,,,,,,,,,,,,2,,,42,64
14720,note_on,0,0,1,,,,,,,,,,,,,,2,,,74,62
14720,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,57
14720,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
14720,note_on,152,0,1,,,,,,,,,,,,,,2,,,83,68
14728,note_off,8,0,1,,,,,,,,,,,,,,2,,,82,64
14728,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
14728,note_off,0,0,1,,,,,,,,,,,,,,2,,,54,64
14728,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
14880,control_change,152,0,1,,,,,,,,,,,,,,2,64,0,,
14880,note_on,0,0,1,,,,,,,,,,,,,,2,,,84,72
14880,note_on,0,0,1,,,,,,,,,,,,,,2,,,75,62
14880,note_on,0,0,1,,,,,,,,,,,,,,2,,,70,57
14880,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,57
14888,note_off,8,0,1,,,,,,,,,,,,,,2,,,83,64
14888,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
14888,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
14888,note_off,0,0,1,,,,,,,,,,,,,,2,,,74,64
15037,note_off,0,0,1,,,,,,,,,,,,,,2,,,75,64
15037,note_off,149,0,1,,,,,,,,,,,,,,2,,,84,64
15040,note_on,0,0,1,,,,,,,,,,,,,,2,,,76,62
15040,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
15040,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,57
15040,note_on,0,0,1,,,,,,,,,,,,,,2,,,85,62
15040,control_change,3,0,1,,,,,,,,,,,,,,2,64,127,,
15048,note_off,8,0,1,,,,,,,,,,,,,,2,,,70,64
15048,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
15200,note_on,0,0,1,,,,,,,,,,,,,,2,,,54,57
15200,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,62
15200,note_on,152,0,1,,,,,,,,,,,,,,2,,,86,50
15200,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,57
15208,note_off,8,0,1,,,,,,,,,,,,,,2,,,85,64
15208,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
15208,note_off,0,0,1,,,,,,,,,,,,,,2,,,61,64
15208,note_off,0,0,1,,,,,,,,,,,,,,2,,,76,64
15340,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
15340,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
15350,note_off,10,0,1,,,,,,,,,,,,,,2,,,86,64
15350,note_off,0,0,1,,,,,,,,,,,,,,2,,,54,64
15350,note_off,0,0,1,,,,,,,,,,,,,,2,,,77,64
15350,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
15360,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
15360,note_on,0,0,1,,,,,,,,,,,,,,2,,,87,70
15360,note_on,0,0,1,,,,,,,,,,,,,,2,,,44,79
15360,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
15360,note_on,0,0,1,,,,,,,,,,,,,,2,,,78,70
15520,note_on,0,0,1,,,,,,,,,,,,,,2,,,85,59
15520,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,57
15520,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
15520,note_on,160,0,1,,,,,,,,,,,,,,2,,,94,59
15528,note_off,8,0,1,,,,,,,,,,,,,,2,,,44,64
15528,note_off,0,0,1,,,,,,,,,,,,,,2,,,87,64
15528,note_off,0,0,1,,,,,,,,,,,,,,2,,,78,64
15680,note_on,152,0,1,,,,,,,,,,,,,,2,,,91,70
15680,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,57
15680,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,57
15680,note_on,0,0,1,,,,,,,,,,,,,,2,,,83,70
15688,note_off,0,0,1,,,,,,,,,,,,,,2,,,85,64
15688,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
15688,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
15688,note_off,8,0,1,,,,,,,,,,,,,,2,,,94,64
15840,note_on,0,0,1,,,,,,,,,,,,,,2,,,72,57
15840,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,57
15840,note_on,0,0,1,,,,,,,,,,,,,,2,,,84,62
15840,note_on,152,0,1,,,,,,,,,,,,,,2,,,92,65
15848,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
15848,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
15848,note_off,8,0,1,,,,,,,,,,,,,,2,,,91,64
15848,note_off,0,0,1,,,,,,,,,,,,,,2,,,83,64
16000,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,57
16000,note_on,0,0,1,,,,,,,,,,,,,,2,,,89,52
16000,note_on,0,0,1,,,,,,,,,,,,,,2,,,63,57
16000,note_on,152,0,1,,,,,,,,,,,,,,2,,,81,62
16008,note_off,0,0,1,,,,,,,,,,,,,,2,,,72,64
16008,note_off,0,0,1,,,,,,,,,,,,,,2,,,84,64
16008,note_off,8,0,1,,,,,,,,,,,,,,2,,,92,64
16008,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
16160,note_on,152,0,1,,,,,,,,,,,,,,2,,,90,61
16160,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
16160,note_on,0,0,1,,,,,,,,,,,,,,2,,,66,57
16160,note_on,0,0,1,,,,,,,,,,,,,,2,,,82,62
16168,note_off,0,0,1,,,,,,,,,,,,,,2,,,89,64
16168,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
16168,note_off,8,0,1,,,,,,,,,,,,,,2,,,81,64
16168,note_off,0,0,1,,,,,,,,,,,,,,2,,,63,64
16300,control_change,132,0,1,,,,,,,,,,,,,,2,64,0,,
16300,control_change,0,0,1,,,,,,,,,,,,,,2,64,0,,
16310,note_off,10,0,1,,,,,,,,,,,,,,2,,,90,64
16310,note_off,0,0,1,,,,,,,,,,,,,,2,,,66,64
16310,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
16310,note_off,0,0,1,,,,,,,,,,,,,,2,,,82,64
16320,control_change,0,0,1,,,,,,,,,,,,,,2,64,127,,
16320,note_on,0,0,1,,,,,,,,,,,,,,2,,,49,75
16320,note_on,0,0,1,,,,,,,,,,,,,,2,,,88,62
16320,control_change,10,0,1,,,,,,,,,,,,,,2,64,127,,
16320,note_on,0,0,1,,,,,,,,,,,,,,2,,,79,62
16480,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
16480,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,57
16480,note_on,0,0,1,,,,,,,,,,,,,,2,,,80,62
16480,note_on,160,0,1,,,,,,,,,,,,,,2,,,89,64
16488,note_off,0,0,1,,,,,,,,,,,,,,2,,,79,64
16488,note_off,0,0,1,,,,,,,,,,,,,,2,,,88,64
16488,note_off,8,0,1,,,,,,,,,,,,,,2,,,49,64
16640,note_on,152,0,1,,,,,,,,,,,,,,2,,,86,68
16640,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
16640,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,57
16640,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,68
16648,note_off,0,0,1,,,,,,,,,,,,,,2,,,56,64
16648,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
16648,note_off,8,0,1,,,,,,,,,,,,,,2,,,89,64
16648,note_off,0,0,1,,,,,,,,,,,,,,2,,,80,64
16797,note_off,0,0,1,,,,,,,,,,,,,,2,,,77,64
16797,note_off,149,0,1,,,,,,,,,,,,,,2,,,86,64
16800,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,57
16800,note_on,0,0,1,,,,,,,,,,,,,,2,,,73,57
16800,note_on,0,0,1,,,,,,,,,,,,,,2,,,87,72
16800,note_on,0,0,1,,,,,,,,,,,,,,2,,,78,72
16800,control_change,3,0,1,,,,,,,,,,,,,,2,64,0,,
16808,note_off,8,0,1,,,,,,,,,,,,,,2,,,61,64
16808,note_off,0,0,1,,,,,,,,,,,,,,2,,,68,64
16960,note_on,0,0,1,,,,,,,,,,,,,,2,,,68,57
16960,note_on,0,0,1,,,,,,,,,,,,,,2,,,76,62
16960,note_on,0,0,1,,,,,,,,,,,,,,2,,,61,57
16960,note_on,0,0,1,,,,,,,,,,,,,,2,,,84,62
16960,control_change,152,0,1,,,,,,,,,,,,,,2,64,127,,
16968,note_off,0,0,1,,,,,,,,,,,,,,2,,,65,64
16968,note_off,0,0,1,,,,,,,,,,,,,,2,,,73,64
16968,note_off,0,0,1,,,,,,,,,,,,,,2,,,87,64
16968,note_off,8,0,1,,,,,,,,,,,,,,2,,,78,64
17120,note_on,0,0,1,,,,,,,,,,,,,,2,,,56,57
17120,note_on,0,0,1,,,,,,,,,,,,,,2,,,65,57
17120,note_on,0,0,1,,,,,,,,,,,,,,2,,,85,50
17120,note_on,0,0,1,,,,,,,,,,,,,,2,,,77,62
