tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,control,value,channel,program,note,velocity
11600,control_change,,40,0,2,,,,,,7,102,1,,,
11640,control_change,,40,0,2,,,,,,7,103,1,,,
11720,control_change,,80,0,2,,,,,,7,104,1,,,
11748,note_on,,28,0,2,,,,,,,,1,,67,0
11760,note_on,,0,0,2,,,,,,,,1,,68,100
11760,control_change,,12,0,2,,,,,,7,105,1,,,
11800,control_change,,40,0,2,,,,,,7,106,1,,,
11840,control_change,,40,0,2,,,,,,7,107,1,,,
11880,control_change,,40,0,2,,,,,,7,108,1,,,
11960,control_change,,80,0,2,,,,,,7,109,1,,,
11988,note_on,,28,0,2,,,,,,,,1,,68,0
12000,note_on,,0,0,1,,,,,,,,0,,62,100
12000,note_on,,0,0,1,,,,,,,,0,,65,100
12000,note_on,,12,0,2,,,,,,,,1,,72,100
12000,control_change,,0,0,2,,,,,,7,110,1,,,
12000,note_on,,480,0,1,,,,,,,,0,,56,100
12456,note_on,,456,0,1,,,,,,,,0,,65,0
12456,note_on,,456,0,2,,,,,,,,1,,72,0
12456,note_on,,0,0,1,,,,,,,,0,,62,0
12456,note_on,,0,0,1,,,,,,,,0,,56,0
12480,note_on,,0,0,1,,,,,,,,0,,65,100
12480,note_on,,24,0,2,,,,,,,,1,,70,100
12480,note_on,,0,0,1,,,,,,,,0,,62,100
12480,note_on,,24,0,1,,,,,,,,0,,56,100
12520,control_change,,40,0,2,,,,,,7,109,1,,,
12560,control_change,,40,0,2,,,,,,7,108,1,,,
12600,control_change,,40,0,2,,,,,,7,107,1,,,
12640,control_change,,40,0,2,,,,,,7,106,1,,,
12680,control_change,,40,0,2,,,,,,7,104,1,,,
12708,note_on,,28,0,2,,,,,,,,1,,70,0
12720,control_change,,12,0,2,,,,,,7,103,1,,,
12720,note_on,,0,0,2,,,,,,,,1,,68,100
12760,control_change,,40,0,2,,,,,,7,102,1,,,
12800,control_change,,40,0,2,,,,,,7,101,1,,,
12840,control_change,,40,0,2,,,,,,7,100,1,,,
12936,note_on,,0,0,1,,,,,,,,0,,56,0
12936,note_on,,0,0,1,,,,,,,,0,,62,0
12936,note_on,,456,0,1,,,,,,,,0,,46,0
12936,note_on,,0,0,1,,,,,,,,0,,65,0
12948,note_on,,108,0,2,,,,,,,,1,,68,0
12960,note_on,,24,0,1,,,,,,,,0,,51,100
12960,note_on,,0,0,1,,,,,,,,0,,39,100
12960,note_on,,12,0,2,,,,,,,,1,,67,100
13188,note_on,,228,0,2,,,,,,,,1,,67,0
13200,note_on,,12,0,2,,,,,,,,1,,66,100
13428,note_on,,228,0,2,,,,,,,,1,,66,0
13440,note_on,,480,0,1,,,,,,,,0,,55,100
13440,note_on,,0,0,1,,,,,,,,0,,58,100
13440,note_on,,0,0,1,,,,,,,,0,,63,100
13440,note_on,,12,0,2,,,,,,,,1,,67,100
13896,note_on,,456,0,1,,,,,,,,0,,63,0
13896,note_on,,0,0,1,,,,,,,,0,,58,0
13896,note_on,,0,0,1,,,,,,,,0,,55,0
13896,note_on,,456,0,2,,,,,,,,1,,67,0
13920,note_on,,24,0,2,,,,,,,,1,,67,100
13920,note_on,,24,0,1,,,,,,,,0,,55,100
13920,note_on,,0,0,1,,,,,,,,0,,58,100
13920,note_on,,0,0,1,,,,,,,,0,,63,100
14376,note_on,,0,0,1,,,,,,,,0,,51,0
14376,note_on,,0,0,1,,,,,,,,0,,58,0
14376,note_on,,456,0,1,,,,,,,,0,,63,0
14376,note_on,,456,0,2,,,,,,,,1,,67,0
14376,note_on,,0,0,1,,,,,,,,0,,39,0
14376,note_on,,0,0,1,,,,,,,,0,,55,0
14400,note_on,,24,0,2,,,,,,,,1,,67,100
14400,note_on,,24,0,1,,,,,,,,0,,46,100
14440,control_change,,40,0,2,,,,,,7,101,1,,,
14480,control_change,,40,0,2,,,,,,7,102,1,,,
14520,control_change,,40,0,2,,,,,,7,103,1,,,
14560,control_change,,40,0,2,,,,,,7,104,1,,,
14600,control_change,,40,0,2,,,,,,7,105,1,,,
14628,note_on,,28,0,2,,,,,,,,1,,67,0
14640,control_change,,12,0,2,,,,,,7,106,1,,,
14640,note_on,,0,0,2,,,,,,,,1,,68,100
14680,control_change,,40,0,2,,,,,,7,107,1,,,
14720,control_change,,40,0,2,,,,,,7,108,1,,,
14760,control_change,,40,0,2,,,,,,7,109,1,,,
14800,control_change,,40,0,2,,,,,,7,110,1,,,
14840,control_change,,40,0,2,,,,,,7,111,1,,,
14868,note_on,,28,0,2,,,,,,,,1,,68,0
14880,note_on,,0,0,2,,,,,,,,1,,72,100
14880,note_on,,0,0,1,,,,,,,,0,,65,100
14880,note_on,,0,0,1,,,,,,,,0,,62,100
14880,note_on,,480,0,1,,,,,,,,0,,56,100
14880,control_change,,12,0,2,,,,,,7,112,1,,,
15336,note_on,,0,0,1,,,,,,,,0,,56,0
15336,note_on,,0,0,1,,,,,,,,0,,62,0
15336,note_on,,456,0,2,,,,,,,,1,,72,0
15336,note_on,,456,0,1,,,,,,,,0,,65,0
15360,note_on,,0,0,1,,,,,,,,0,,62,100
15360,note_on,,24,0,2,,,,,,,,1,,70,100
15360,note_on,,24,0,1,,,,,,,,0,,56,100
15360,note_on,,0,0,1,,,,,,,,0,,65,100
15400,control_change,,40,0,2,,,,,,7,111,1,,,
15440,control_change,,40,0,2,,,,,,7,109,1,,,
15480,control_change,,40,0,2,,,,,,7,108,1,,,
15520,control_change,,40,0,2,,,,,,7,107,1,,,
15560,control_change,,40,0,2,,,,,,7,105,1,,,
15588,note_on,,28,0,2,,,,,,,,1,,70,0
15600,note_on,,0,0,2,,,,,,,,1,,68,100
15600,control_change,,12,0,2,,,,,,7,104,1,,,
15640,control_change,,40,0,2,,,,,,7,103,1,,,
15680,control_change,,40,0,2,,,,,,7,101,1,,,
15720,control_change,,40,0,2,,,,,,7,100,1,,,
15816,note_on,,0,0,1,,,,,,,,0,,46,0
15816,note_on,,0,0,1,,,,,,,,0,,56,0
15816,note_on,,0,0,1,,,,,,,,0,,62,0
15816,note_on,,456,0,1,,,,,,,,0,,65,0
15828,note_on,,108,0,2,,,,,,,,1,,68,0
15840,note_on,,0,0,1,,,,,,,,0,,39,100
15840,note_on,,24,0,1,,,,,,,,0,,51,100
15840,note_on,,12,0,2,,,,,,,,1,,68,100
16320,note_on,,0,0,1,,,,,,,,0,,58,100
16320,note_on,,480,0,1,,,,,,,,0,,55,100
16320,note_on,,0,0,1,,,,,,,,0,,63,100
16776,note_on,,0,0,1,,,,,,,,0,,55,0
16776,note_on,,0,0,1,,,,,,,,0,,58,0
16776,note_on,,936,0,2,,,,,,,,1,,68,0
16776,note_on,,456,0,1,,,,,,,,0,,63,0
16800,note_on,,0,0,1,,,,,,,,0,,63,100
16800,note_on,,0,0,1,,,,,,,,0,,58,100
16800,note_on,,24,0,1,,,,,,,,0,,55,100
16800,note_on,,24,0,2,,,,,,,,1,,67,100
17256,note_on,,456,0,2,,,,,,,,1,,67,0
17256,note_on,,0,0,1,,,,,,,,0,,63,0
17256,note_on,,0,0,1,,,,,,,,0,,58,0
17256,note_on,,0,0,1,,,,,,,,0,,55,0
17256,note_on,,456,0,1,,,,,,,,0,,39,0
17256,note_on,,0,0,1,,,,,,,,0,,51,0
17280,note_on,,24,0,2,,,,,,,,1,,67,100
17280,note_on,,24,0,1,,,,,,,,0,,47,100
17760,note_on,,0,0,1,,,,,,,,0,,65,100
17760,note_on,,0,0,1,,,,,,,,0,,62,100
17760,note_on,,480,0,1,,,,,,,,0,,55,100
17988,note_on,,708,0,2,,,,,,,,1,,67,0
18000,note_on,,12,0,2,,,,,,,,1,,68,100
18216,note_on,,0,0,1,,,,,,,,0,,55,0
18216,note_on,,0,0,1,,,,,,,,0,,62,0
18216,note_on,,456,0,1,,,,,,,,0,,65,0
18228,note_on,,228,0,2,,,,,,,,1,,68,0
18240,note_on,,0,0,1,,,,,,,,0,,62,100
18240,note_on,,24,0,1,,,,,,,,0,,55,100
18240,note_on,,12,0,2,,,,,,,,1,,67,100
18240,note_on,,0,0,1,,,,,,,,0,,65,100
18468,note_on,,228,0,2,,,,,,,,1,,67,0
18480,note_on,,12,0,2,,,,,,,,1,,66,100
18696,note_on,,0,0,1,,,,,,,,0,,55,0
18696,note_on,,0,0,1,,,,,,,,0,,62,0
18696,note_on,,0,0,1,,,,,,,,0,,47,0
18696,note_on,,456,0,1,,,,,,,,0,,65,0
18708,note_on,,228,0,2,,,,,,,,1,,66,0
18720,note_on,,12,0,2,,,,,,,,1,,67,100
18720,note_on,,24,0,1,,,,,,,,0,,48,100
18948,note_on,,228,0,2,,,,,,,,1,,67,0
18960,note_on,,12,0,2,,,,,,,,1,,66,100
19188,note_on,,228,0,2,,,,,,,,1,,66,0
19200,note_on,,12,0,2,,,,,,,,1,,67,100
19200,note_on,,480,0,1,,,,,,,,0,,55,100
19200,note_on,,0,0,1,,,,,,,,0,,60,100
19200,note_on,,0,0,1,,,,,,,,0,,63,100
19656,note_on,,0,0,1,,,,,,,,0,,60,0
19656,note_on,,456,0,1,,,,,,,,0,,63,0
19656,note_on,,0,0,1,,,,,,,,0,,55,0
19656,note_on,,456,0,2,,,,,,,,1,,67,0
19680,note_on,,24,0,1,,,,,,,,0,,55,100
19680,note_on,,0,0,1,,,,,,,,0,,60,100
19680,note_on,,0,0,1,,,,,,,,0,,63,100
19680,note_on,,24,0,2,,,,,,,,1,,68,100
20136,note_on,,0,0,1,,,,,,,,0,,60,0
20136,note_on,,456,0,2,,,,,,,,1,,68,0
20136,note_on,,456,0,1,,,,,,,,0,,48,0
20136,note_on,,0,0,1,,,,,,,,0,,63,0
20136,note_on,,0,0,1,,,,,,,,0,,55,0
20160,note_on,,24,0,2,,,,,,,,1,,69,100
20160,note_on,,24,0,1,,,,,,,,0,,50,100
20200,control_change,,40,0,2,,,,,,7,101,1,,,
20240,control_change,,40,0,2,,,,,,7,102,1,,,
20320,control_change,,80,0,2,,,,,,7,103,1,,,
20360,control_change,,40,0,2,,,,,,7,104,1,,,
20388,note_on,,28,0,2,,,,,,,,1,,69,0
20400,note_on,,0,0,2,,,,,,,,1,,70,100
20400,control_change,,12,0,2,,,,,,7,105,1,,,
20440,control_change,,40,0,2,,,,,,7,106,1,,,
20480,control_change,,40,0,2,,,,,,7,107,1,,,
20560,control_change,,80,0,2,,,,,,7,108,1,,,
20600,control_change,,40,0,2,,,,,,7,109,1,,,
20628,note_on,,28,0,2,,,,,,,,1,,70,0
20640,note_on,,480,0,1,,,,,,,,0,,58,100
20640,control_change,,12,0,2,,,,,,7,110,1,,,
20640,note_on,,0,0,2,,,,,,,,1,,74,100
20640,note_on,,0,0,1,,,,,,,,0,,65,100
20640,note_on,,0,0,1,,,,,,,,0,,68,100
21096,note_on,,0,0,1,,,,,,,,0,,65,0
21096,note_on,,456,0,1,,,,,,,,0,,68,0
21096,note_on,,456,0,2,,,,,,,,1,,74,0
21096,note_on,,0,0,1,,,,,,,,0,,58,0
21120,note_on,,24,0,1,,,,,,,,0,,58,100
21120,note_on,,0,0,1,,,,,,,,0,,65,100
21120,note_on,,0,0,1,,,,,,,,0,,68,100
21120,note_on,,24,0,2,,,,,,,,1,,72,100
21160,control_change,,40,0,2,,,,,,7,109,1,,,
21200,control_change,,40,0,2,,,,,,7,108,1,,,
21240,control_change,,40,0,2,,,,,,7,107,1,,,
21280,control_change,,40,0,2,,,,,,7,106,1,,,
21320,control_change,,40,0,2,,,,,,7,104,1,,,
21348,note_on,,28,0,2,,,,,,,,1,,72,0
21360,control_change,,12,0,2,,,,,,7,103,1,,,
21360,note_on,,0,0,2,,,,,,,,1,,70,100
21400,control_change,,40,0,2,,,,,,7,102,1,,,
21440,control_change,,40,0,2,,,,,,7,101,1,,,
21480,control_change,,40,0,2,,,,,,7,100,1,,,
21576,note_on,,0,0,1,,,,,,,,0,,50,0
21576,note_on,,0,0,1,,,,,,,,0,,58,0
21576,note_on,,0,0,1,,,,,,,,0,,65,0
21576,note_on,,456,0,1,,,,,,,,0,,68,0
21588,note_on,,108,0,2,,,,,,,,1,,70,0
21600,note_on,,12,0,2,,,,,,,,1,,70,100
21600,note_on,,24,0,1,,,,,,,,0,,51,100
21680,control_change,,80,0,2,,,,,,7,101,1,,,
21760,control_change,,80,0,2,,,,,,7,102,1,,,
21840,control_change,,80,0,2,,,,,,7,103,1,,,
21920,control_change,,80,0,2,,,,,,7,104,1,,,
22000,control_change,,80,0,2,,,,,,7,105,1,,,
22080,note_on,,480,0,1,,,,,,,,0,,58,100
22080,control_change,,80,0,2,,,,,,7,106,1,,,
22080,note_on,,0,0,1,,,,,,,,0,,67,100
22160,control_change,,80,0,2,,,,,,7,107,1,,,
22240,control_change,,80,0,2,,,,,,7,108,1,,,
22320,control_change,,80,0,2,,,,,,7,109,1,,,
