tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
288,note_on,2,0,2,,,,,,,,,,0,,43,44
288,note_on,0,0,1,,,,,,,,,,0,,74,56
288,note_on,0,0,1,,,,,,,,,,0,,72,0
288,control_change,40,0,3,,,,,,,,64,127,0,,,
290,control_change,2,0,3,,,,,,,,64,0,0,,,
296,control_change,6,0,3,,,,,,,,64,127,0,,,
297,set_tempo,12,1,0,,,,,,,869565,,,,,,
312,note_on,24,0,2,,,,,,,,,,0,,43,0
312,note_on,0,0,2,,,,,,,,,,0,,50,38
321,set_tempo,24,1,0,,,,,,,845070,,,,,,
334,note_on,46,0,1,,,,,,,,,,0,,74,0
334,note_on,0,0,1,,,,,,,,,,0,,71,0
336,note_on,0,0,2,,,,,,,,,,0,,59,43
336,note_on,24,0,2,,,,,,,,,,0,,50,0
345,set_tempo,24,1,0,,,,,,,869565,,,,,,
360,note_on,24,0,2,,,,,,,,,,0,,59,0
360,note_on,26,0,1,,,,,,,,,,0,,66,46
360,note_on,0,0,1,,,,,,,,,,0,,69,48
360,note_on,0,0,2,,,,,,,,,,0,,60,38
362,control_change,66,0,3,,,,,,,,64,0,0,,,
369,set_tempo,24,1,0,,,,,,,952381,,,,,,
384,note_on,0,0,1,,,,,,,,,,0,,67,50
384,note_on,24,0,1,,,,,,,,,,0,,69,0
384,note_on,0,0,1,,,,,,,,,,0,,66,0
384,note_on,0,0,1,,,,,,,,,,0,,71,52
384,note_on,24,0,2,,,,,,,,,,0,,60,0
384,note_on,0,0,2,,,,,,,,,,0,,59,36
392,control_change,30,0,3,,,,,,,,64,127,0,,,
393,set_tempo,24,1,0,,,,,,,923077,,,,,,
396,note_on,0,0,1,,,,,,,,,,0,,72,54
396,note_on,0,0,1,,,,,,,,,,0,,67,52
396,note_on,0,0,1,,,,,,,,,,0,,67,0
396,note_on,12,0,1,,,,,,,,,,0,,71,0
405,set_tempo,12,1,0,,,,,,,845070,,,,,,
408,note_on,0,0,1,,,,,,,,,,0,,67,0
408,note_on,0,0,1,,,,,,,,,,0,,70,54
408,note_on,0,0,1,,,,,,,,,,0,,73,56
408,note_on,24,0,2,,,,,,,,,,0,,59,0
408,note_on,0,0,2,,,,,,,,,,0,,50,34
408,note_on,12,0,1,,,,,,,,,,0,,72,0
417,set_tempo,12,1,0,,,,,,,869565,,,,,,
420,note_on,0,0,1,,,,,,,,,,0,,76,54
420,note_on,0,0,1,,,,,,,,,,0,,70,0
420,note_on,0,0,1,,,,,,,,,,0,,72,52
420,note_on,12,0,1,,,,,,,,,,0,,73,0
429,set_tempo,12,1,0,,,,,,,1034483,,,,,,
430,note_on,22,0,2,,,,,,,,,,0,,50,0
432,note_on,12,0,1,,,,,,,,,,0,,76,0
432,note_on,0,0,1,,,,,,,,,,0,,72,0
432,note_on,0,0,1,,,,,,,,,,0,,71,50
432,note_on,0,0,1,,,,,,,,,,0,,74,52
432,control_change,40,0,3,,,,,,,,64,127,0,,,
432,note_on,2,0,2,,,,,,,,,,0,,43,44
434,control_change,2,0,3,,,,,,,,64,0,0,,,
440,control_change,6,0,3,,,,,,,,64,127,0,,,
441,set_tempo,12,1,0,,,,,,,895522,,,,,,
442,note_on,0,0,1,,,,,,,,,,0,,71,0
442,note_on,10,0,1,,,,,,,,,,0,,74,0
444,note_on,0,0,1,,,,,,,,,,0,,84,66
444,note_on,2,0,1,,,,,,,,,,0,,76,62
453,set_tempo,12,1,0,,,,,,,952381,,,,,,
454,note_on,10,0,1,,,,,,,,,,0,,84,0
456,note_on,0,0,2,,,,,,,,,,0,,50,38
456,note_on,24,0,2,,,,,,,,,,0,,43,0
456,note_on,0,0,1,,,,,,,,,,0,,74,60
456,note_on,2,0,1,,,,,,,,,,0,,76,0
456,note_on,0,0,1,,,,,,,,,,0,,83,64
465,set_tempo,12,1,0,,,,,,,821918,,,,,,
468,note_on,0,0,1,,,,,,,,,,0,,72,56
468,note_on,0,0,1,,,,,,,,,,0,,74,0
468,note_on,12,0,1,,,,,,,,,,0,,83,0
468,note_on,0,0,1,,,,,,,,,,0,,78,60
477,set_tempo,12,1,0,,,,,,,869565,,,,,,
480,note_on,12,0,1,,,,,,,,,,0,,78,0
480,note_on,0,0,1,,,,,,,,,,0,,72,0
480,note_on,0,0,1,,,,,,,,,,0,,71,58
480,note_on,0,0,1,,,,,,,,,,0,,79,62
480,note_on,24,0,2,,,,,,,,,,0,,50,0
480,note_on,0,0,2,,,,,,,,,,0,,59,42
492,note_on,0,0,1,,,,,,,,,,0,,76,58
492,note_on,0,0,1,,,,,,,,,,0,,71,0
492,note_on,0,0,1,,,,,,,,,,0,,72,56
492,note_on,12,0,1,,,,,,,,,,0,,79,0
501,set_tempo,24,1,0,,,,,,,895522,,,,,,
504,note_on,0,0,1,,,,,,,,,,0,,71,54
504,note_on,12,0,1,,,,,,,,,,0,,76,0
504,note_on,0,0,1,,,,,,,,,,0,,72,0
504,note_on,24,0,2,,,,,,,,,,0,,59,0
504,note_on,0,0,2,,,,,,,,,,0,,62,38
504,note_on,0,0,1,,,,,,,,,,0,,74,56
506,control_change,66,0,3,,,,,,,,64,0,0,,,
513,set_tempo,12,1,0,,,,,,,923077,,,,,,
516,note_on,0,0,1,,,,,,,,,,0,,71,0
516,note_on,0,0,1,,,,,,,,,,0,,69,56
516,note_on,0,0,1,,,,,,,,,,0,,77,60
516,note_on,12,0,1,,,,,,,,,,0,,74,0
525,set_tempo,12,1,0,,,,,,,895522,,,,,,
526,note_on,10,0,1,,,,,,,,,,0,,77,0
528,note_on,2,0,1,,,,,,,,,,0,,69,0
528,note_on,0,0,1,,,,,,,,,,0,,68,54
528,note_on,24,0,2,,,,,,,,,,0,,62,0
528,note_on,0,0,1,,,,,,,,,,0,,76,58
528,note_on,0,0,2,,,,,,,,,,0,,52,36
536,control_change,30,0,3,,,,,,,,64,127,0,,,
537,set_tempo,12,1,0,,,,,,,923077,,,,,,
540,note_on,0,0,1,,,,,,,,,,0,,68,0
540,note_on,12,0,1,,,,,,,,,,0,,76,0
540,note_on,0,0,1,,,,,,,,,,0,,69,52
540,note_on,0,0,1,,,,,,,,,,0,,65,50
549,set_tempo,12,1,0,,,,,,,869565,,,,,,
552,note_on,0,0,2,,,,,,,,,,0,,40,38
552,note_on,24,0,2,,,,,,,,,,0,,52,0
552,note_on,12,0,1,,,,,,,,,,0,,69,0
552,note_on,0,0,1,,,,,,,,,,0,,65,0
552,note_on,0,0,1,,,,,,,,,,0,,64,49
552,note_on,0,0,1,,,,,,,,,,0,,71,53
561,set_tempo,12,1,0,,,,,,,895522,,,,,,
564,note_on,0,0,1,,,,,,,,,,0,,72,52
564,note_on,12,0,1,,,,,,,,,,0,,71,0
564,note_on,0,0,1,,,,,,,,,,0,,64,0
564,note_on,0,0,1,,,,,,,,,,0,,62,48
573,set_tempo,12,1,0,,,,,,,952381,,,,,,
574,note_on,22,0,2,,,,,,,,,,0,,40,0
574,note_on,10,0,1,,,,,,,,,,0,,62,0
576,note_on,2,0,1,,,,,,,,,,0,,72,0
576,note_on,2,0,2,,,,,,,,,,0,,45,34
576,note_on,0,0,1,,,,,,,,,,0,,64,48
576,control_change,40,0,3,,,,,,,,64,127,0,,,
576,note_on,0,0,1,,,,,,,,,,0,,60,46
578,control_change,2,0,3,,,,,,,,64,0,0,,,
584,control_change,6,0,3,,,,,,,,64,127,0,,,
600,note_on,0,0,2,,,,,,,,,,0,,52,38
600,note_on,24,0,2,,,,,,,,,,0,,45,0
609,set_tempo,36,1,0,,,,,,,845070,,,,,,
622,note_on,46,0,1,,,,,,,,,,0,,64,0
622,note_on,0,0,1,,,,,,,,,,0,,60,0
624,note_on,24,0,2,,,,,,,,,,0,,52,0
624,note_on,0,0,2,,,,,,,,,,0,,60,38
633,set_tempo,24,1,0,,,,,,,895522,,,,,,
648,note_on,24,0,2,,,,,,,,,,0,,60,0
648,note_on,26,0,1,,,,,,,,,,0,,69,54
648,note_on,0,0,2,,,,,,,,,,0,,64,36
648,note_on,0,0,1,,,,,,,,,,0,,72,60
650,control_change,66,0,3,,,,,,,,64,0,0,,,
672,note_on,24,0,1,,,,,,,,,,0,,72,0
672,note_on,0,0,1,,,,,,,,,,0,,69,0
672,note_on,0,0,1,,,,,,,,,,0,,68,54
672,note_on,0,0,2,,,,,,,,,,0,,62,34
672,note_on,24,0,2,,,,,,,,,,0,,64,0
672,note_on,0,0,1,,,,,,,,,,0,,71,56
680,control_change,30,0,3,,,,,,,,64,127,0,,,
684,note_on,12,0,1,,,,,,,,,,0,,71,0
684,note_on,0,0,1,,,,,,,,,,0,,72,58
684,note_on,0,0,1,,,,,,,,,,0,,69,56
684,note_on,0,0,1,,,,,,,,,,0,,68,0
693,set_tempo,60,1,0,,,,,,,869565,,,,,,
696,note_on,0,0,1,,,,,,,,,,0,,74,60
696,note_on,0,0,1,,,,,,,,,,0,,71,58
696,note_on,0,0,1,,,,,,,,,,0,,69,0
696,note_on,12,0,1,,,,,,,,,,0,,72,0
696,note_on,24,0,2,,,,,,,,,,0,,62,0
696,note_on,0,0,2,,,,,,,,,,0,,52,30
705,set_tempo,12,1,0,,,,,,,845070,,,,,,
708,note_on,0,0,1,,,,,,,,,,0,,77,62
708,note_on,0,0,1,,,,,,,,,,0,,68,56
708,note_on,12,0,1,,,,,,,,,,0,,74,0
708,note_on,0,0,1,,,,,,,,,,0,,71,0
717,set_tempo,12,1,0,,,,,,,952381,,,,,,
718,note_on,22,0,2,,,,,,,,,,0,,52,0
720,note_on,2,0,2,,,,,,,,,,0,,45,34
720,note_on,0,0,1,,,,,,,,,,0,,76,54
720,note_on,0,0,1,,,,,,,,,,0,,68,0
720,note_on,12,0,1,,,,,,,,,,0,,77,0
720,note_on,0,0,1,,,,,,,,,,0,,72,52
720,control_change,40,0,3,,,,,,,,64,127,0,,,
722,control_change,2,0,3,,,,,,,,64,0,0,,,
728,control_change,6,0,3,,,,,,,,64,127,0,,,
729,set_tempo,12,1,0,,,,,,,983607,,,,,,
744,note_on,0,0,2,,,,,,,,,,0,,52,38
744,note_on,24,0,2,,,,,,,,,,0,,45,0
753,set_tempo,24,1,0,,,,,,,869565,,,,,,
766,note_on,46,0,1,,,,,,,,,,0,,76,0
766,note_on,0,0,1,,,,,,,,,,0,,72,0
768,note_on,24,0,2,,,,,,,,,,0,,52,0
768,note_on,0,0,2,,,,,,,,,,0,,60,38
777,set_tempo,24,1,0,,,,,,,923077,,,,,,
792,note_on,26,0,1,,,,,,,,,,0,,69,54
792,note_on,0,0,1,,,,,,,,,,0,,72,60
792,note_on,24,0,2,,,,,,,,,,0,,60,0
792,note_on,0,0,2,,,,,,,,,,0,,64,34
794,control_change,66,0,3,,,,,,,,64,0,0,,,
816,note_on,24,0,1,,,,,,,,,,0,,72,0
816,note_on,0,0,1,,,,,,,,,,0,,68,54
816,note_on,0,0,1,,,,,,,,,,0,,69,0
816,note_on,0,0,1,,,,,,,,,,0,,71,56
816,note_on,0,0,2,,,,,,,,,,0,,62,32
816,note_on,24,0,2,,,,,,,,,,0,,64,0
824,control_change,30,0,3,,,,,,,,64,127,0,,,
828,note_on,12,0,1,,,,,,,,,,0,,71,0
828,note_on,0,0,1,,,,,,,,,,0,,68,0
828,note_on,0,0,1,,,,,,,,,,0,,69,54
828,note_on,0,0,1,,,,,,,,,,0,,72,56
840,note_on,12,0,1,,,,,,,,,,0,,72,0
840,note_on,0,0,1,,,,,,,,,,0,,69,0
840,note_on,0,0,1,,,,,,,,,,0,,71,53
840,note_on,0,0,1,,,,,,,,,,0,,74,55
840,note_on,0,0,2,,,,,,,,,,0,,52,28
840,note_on,24,0,2,,,,,,,,,,0,,62,0
849,set_tempo,72,1,0,,,,,,,952381,,,,,,
852,note_on,0,0,1,,,,,,,,,,0,,68,48
852,note_on,0,0,1,,,,,,,,,,0,,77,54
852,note_on,12,0,1,,,,,,,,,,0,,74,0
852,note_on,0,0,1,,,,,,,,,,0,,71,0
861,set_tempo,12,1,0,,,,,,,1000000,,,,,,
862,note_on,22,0,2,,,,,,,,,,0,,52,0
864,note_on,0,0,1,,,,,,,,,,0,,72,46
864,note_on,0,0,1,,,,,,,,,,0,,68,0
864,note_on,0,0,1,,,,,,,,,,0,,76,48
864,note_on,2,0,2,,,,,,,,,,0,,45,36
864,control_change,40,0,3,,,,,,,,64,127,0,,,
864,note_on,12,0,1,,,,,,,,,,0,,77,0
866,control_change,2,0,3,,,,,,,,64,0,0,,,
872,control_change,6,0,3,,,,,,,,64,127,0,,,
874,note_on,10,0,1,,,,,,,,,,0,,76,0
876,note_on,2,0,1,,,,,,,,,,0,,72,0
876,note_on,0,0,1,,,,,,,,,,0,,76,60
876,note_on,0,0,1,,,,,,,,,,0,,84,64
885,set_tempo,24,1,0,,,,,,,952381,,,,,,
888,note_on,12,0,1,,,,,,,,,,0,,84,0
888,note_on,0,0,1,,,,,,,,,,0,,76,0
888,note_on,0,0,1,,,,,,,,,,0,,74,58
888,note_on,0,0,1,,,,,,,,,,0,,83,62
888,note_on,0,0,2,,,,,,,,,,0,,52,34
888,note_on,24,0,2,,,,,,,,,,0,,45,0
897,set_tempo,12,1,0,,,,,,,923077,,,,,,
898,note_on,10,0,1,,,,,,,,,,0,,74,0
900,note_on,0,0,1,,,,,,,,,,0,,80,60
900,note_on,2,0,1,,,,,,,,,,0,,83,0
900,note_on,0,0,1,,,,,,,,,,0,,71,56
909,set_tempo,12,1,0,,,,,,,895522,,,,,,
912,note_on,0,0,1,,,,,,,,,,0,,81,62
912,note_on,12,0,1,,,,,,,,,,0,,80,0
912,note_on,0,0,1,,,,,,,,,,0,,72,58
912,note_on,0,0,1,,,,,,,,,,0,,71,0
912,note_on,0,0,2,,,,,,,,,,0,,64,38
912,note_on,24,0,2,,,,,,,,,,0,,52,0
921,set_tempo,12,1,0,,,,,,,869565,,,,,,
924,note_on,12,0,1,,,,,,,,,,0,,81,0
924,note_on,0,0,1,,,,,,,,,,0,,72,0
924,note_on,0,0,1,,,,,,,,,,0,,74,56
924,note_on,0,0,1,,,,,,,,,,0,,77,58
936,note_on,0,0,1,,,,,,,,,,0,,76,56
936,note_on,12,0,1,,,,,,,,,,0,,77,0
936,note_on,0,0,1,,,,,,,,,,0,,74,0
936,note_on,0,0,1,,,,,,,,,,0,,72,54
936,note_on,24,0,2,,,,,,,,,,0,,64,0
936,note_on,0,0,2,,,,,,,,,,0,,60,36
938,control_change,66,0,3,,,,,,,,64,0,0,,,
948,note_on,12,0,1,,,,,,,,,,0,,76,0
948,note_on,0,0,1,,,,,,,,,,0,,72,0
948,note_on,0,0,1,,,,,,,,,,0,,71,56
948,note_on,0,0,1,,,,,,,,,,0,,79,60
957,set_tempo,36,1,0,,,,,,,895522,,,,,,
958,note_on,10,0,1,,,,,,,,,,0,,79,0
960,note_on,0,0,1,,,,,,,,,,0,,78,58
960,note_on,2,0,1,,,,,,,,,,0,,71,0
960,note_on,0,0,1,,,,,,,,,,0,,69,54
960,note_on,24,0,2,,,,,,,,,,0,,60,0
960,note_on,0,0,2,,,,,,,,,,0,,50,37
968,control_change,30,0,3,,,,,,,,64,127,0,,,
972,note_on,12,0,1,,,,,,,,,,0,,78,0
972,note_on,0,0,1,,,,,,,,,,0,,69,0
972,note_on,0,0,1,,,,,,,,,,0,,67,50
972,note_on,0,0,1,,,,,,,,,,0,,71,52
981,set_tempo,24,1,0,,,,,,,952381,,,,,,
984,note_on,0,0,1,,,,,,,,,,0,,72,53
984,note_on,12,0,1,,,,,,,,,,0,,71,0
984,note_on,0,0,1,,,,,,,,,,0,,67,0
984,note_on,0,0,1,,,,,,,,,,0,,66,49
984,note_on,0,0,2,,,,,,,,,,0,,38,38
984,note_on,24,0,2,,,,,,,,,,0,,50,0
996,note_on,12,0,1,,,,,,,,,,0,,72,0
996,note_on,0,0,1,,,,,,,,,,0,,66,0
996,note_on,0,0,1,,,,,,,,,,0,,62,48
996,note_on,0,0,1,,,,,,,,,,0,,74,52
1005,set_tempo,24,1,0,,,,,,,1071429,,,,,,
1006,note_on,22,0,2,,,,,,,,,,0,,38,0
1008,note_on,2,0,2,,,,,,,,,,0,,43,36
1008,note_on,12,0,1,,,,,,,,,,0,,74,0
1008,control_change,40,0,3,,,,,,,,64,127,0,,,
1008,note_on,0,0,1,,,,,,,,,,0,,62,0
1008,note_on,0,0,1,,,,,,,,,,0,,67,46
1008,note_on,0,0,1,,,,,,,,,,0,,71,50
1010,control_change,2,0,3,,,,,,,,64,0,0,,,
1016,control_change,6,0,3,,,,,,,,64,127,0,,,
1017,set_tempo,12,1,0,,,,,,,1111111,,,,,,
1032,note_on,24,0,2,,,,,,,,,,0,,43,0
1032,note_on,0,0,2,,,,,,,,,,0,,50,36
1041,set_tempo,24,1,0,,,,,,,845070,,,,,,
1056,note_on,24,0,2,,,,,,,,,,0,,50,0
1056,note_on,0,0,2,,,,,,,,,,0,,62,46
1065,set_tempo,24,1,0,,,,,,,923077,,,,,,
1078,note_on,0,0,1,,,,,,,,,,0,,67,0
1078,note_on,70,0,1,,,,,,,,,,0,,71,0
1080,note_on,0,0,2,,,,,,,,,,0,,61,42
1080,note_on,24,0,2,,,,,,,,,,0,,62,0
1082,control_change,66,0,3,,,,,,,,64,0,0,,,
1089,set_tempo,24,1,0,,,,,,,1000000,,,,,,
1096,note_on,18,0,1,,,,,,,,,,0,,67,56
1100,note_on,4,0,1,,,,,,,,,,0,,67,0
1100,note_on,0,0,1,,,,,,,,,,0,,69,58
1104,note_on,24,0,2,,,,,,,,,,0,,61,0
1104,note_on,0,0,2,,,,,,,,,,0,,60,40
1104,note_on,0,0,1,,,,,,,,,,0,,64,56
1104,note_on,0,0,1,,,,,,,,,,0,,67,58
1104,note_on,4,0,1,,,,,,,,,,0,,69,0
1105,set_tempo,16,1,0,,,,,,,800000,,,,,,
1112,control_change,30,0,3,,,,,,,,64,127,0,,,
1113,set_tempo,8,1,0,,,,,,,952381,,,,,,
1116,note_on,0,0,1,,,,,,,,,,0,,66,58
1116,note_on,12,0,1,,,,,,,,,,0,,67,0
1125,set_tempo,12,1,0,,,,,,,869565,,,,,,
1128,note_on,0,0,2,,,,,,,,,,0,,53,34
1128,note_on,12,0,1,,,,,,,,,,0,,66,0
1128,note_on,0,0,1,,,,,,,,,,0,,64,0
1128,note_on,0,0,1,,,,,,,,,,0,,63,56
1128,note_on,0,0,1,,,,,,,,,,0,,67,60
1128,note_on,24,0,2,,,,,,,,,,0,,60,0
1130,control_change,18,0,3,,,,,,,,64,0,0,,,
1136,control_change,6,0,3,,,,,,,,64,127,0,,,
1137,set_tempo,12,1,0,,,,,,,952381,,,,,,
1140,note_on,0,0,1,,,,,,,,,,0,,65,55
1140,note_on,0,0,1,,,,,,,,,,0,,63,0
1140,note_on,12,0,1,,,,,,,,,,0,,67,0
1140,note_on,0,0,1,,,,,,,,,,0,,69,57
1149,set_tempo,12,1,0,,,,,,,983607,,,,,,
1150,note_on,22,0,2,,,,,,,,,,0,,53,0
1152,note_on,12,0,1,,,,,,,,,,0,,69,0
1152,note_on,0,0,1,,,,,,,,,,0,,65,0
1152,note_on,0,0,1,,,,,,,,,,0,,62,52
1152,note_on,0,0,1,,,,,,,,,,0,,70,58
1152,control_change,16,0,3,,,,,,,,64,127,0,,,
1152,note_on,2,0,2,,,,,,,,,,0,,46,36
1154,control_change,2,0,3,,,,,,,,64,0,0,,,
1160,control_change,6,0,3,,,,,,,,64,127,0,,,
1161,set_tempo,12,1,0,,,,,,,1034483,,,,,,
1176,note_on,0,0,2,,,,,,,,,,0,,53,36
1176,note_on,24,0,2,,,,,,,,,,0,,46,0
1185,set_tempo,24,1,0,,,,,,,895522,,,,,,
1198,note_on,46,0,1,,,,,,,,,,0,,70,0
1198,note_on,0,0,1,,,,,,,,,,0,,62,0
1200,note_on,0,0,2,,,,,,,,,,0,,65,42
1200,note_on,24,0,2,,,,,,,,,,0,,53,0
1209,set_tempo,24,1,0,,,,,,,952381,,,,,,
1224,note_on,0,0,2,,,,,,,,,,0,,64,40
1224,note_on,24,0,2,,,,,,,,,,0,,65,0
1226,control_change,66,0,3,,,,,,,,64,0,0,,,
1233,set_tempo,24,1,0,,,,,,,983607,,,,,,
1240,note_on,42,0,1,,,,,,,,,,0,,70,52
1244,note_on,0,0,1,,,,,,,,,,0,,72,54
1244,note_on,4,0,1,,,,,,,,,,0,,70,0
1248,note_on,4,0,1,,,,,,,,,,0,,72,0
1248,note_on,0,0,1,,,,,,,,,,0,,70,54
1248,note_on,0,0,2,,,,,,,,,,0,,63,38
1248,note_on,0,0,1,,,,,,,,,,0,,67,52
1248,note_on,24,0,2,,,,,,,,,,0,,64,0
1249,set_tempo,16,1,0,,,,,,,845070,,,,,,
1256,control_change,30,0,3,,,,,,,,64,127,0,,,
1257,set_tempo,8,1,0,,,,,,,952381,,,,,,
1260,note_on,0,0,1,,,,,,,,,,0,,69,54
1260,note_on,12,0,1,,,,,,,,,,0,,70,0
1269,set_tempo,12,1,0,,,,,,,869565,,,,,,
1272,note_on,24,0,2,,,,,,,,,,0,,63,0
1272,note_on,0,0,2,,,,,,,,,,0,,56,32
1272,note_on,0,0,1,,,,,,,,,,0,,70,56
1272,note_on,12,0,1,,,,,,,,,,0,,69,0
1272,note_on,0,0,1,,,,,,,,,,0,,67,0
1272,note_on,0,0,1,,,,,,,,,,0,,66,52
1274,control_change,18,0,3,,,,,,,,64,0,0,,,
