tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,control,value,channel,program,note,velocity
6734,control_change,,14,0,2,,,,,,7,102,1,,,
6821,control_change,,87,0,2,,,,,,7,103,1,,,
6948,note_on,,127,0,2,,,,,,,,1,,63,0
6948,note_on,,228,0,1,,,,,,,,0,,61,0
6950,control_change,,2,0,2,,,,,,7,104,1,,,
6960,note_on,,10,0,2,,,,,,,,1,,64,100
6960,note_on,,12,0,1,,,,,,,,0,,69,100
7037,control_change,,77,0,2,,,,,,7,105,1,,,
7188,note_on,,228,0,1,,,,,,,,0,,69,0
7188,note_on,,151,0,2,,,,,,,,1,,64,0
7188,note_on,,0,0,1,,,,,,,,0,,33,0
7188,note_on,,0,0,1,,,,,,,,0,,45,0
7200,note_on,,0,0,1,,,,,,,,0,,51,100
7200,note_on,,0,0,1,,,,,,,,0,,33,100
7200,note_on,,12,0,2,,,,,,,,1,,68,100
7200,note_on,,12,0,1,,,,,,,,0,,45,100
7243,control_change,,43,0,2,,,,,,7,104,1,,,
7330,control_change,,87,0,2,,,,,,7,103,1,,,
7416,control_change,,86,0,2,,,,,,7,102,1,,,
7428,note_on,,228,0,1,,,,,,,,0,,51,0
7440,note_on,,12,0,1,,,,,,,,0,,60,100
7502,control_change,,86,0,2,,,,,,7,101,1,,,
7589,control_change,,87,0,2,,,,,,7,100,1,,,
7656,note_on,,67,0,2,,,,,,,,1,,68,0
7668,note_on,,228,0,1,,,,,,,,0,,60,0
7675,control_change,,19,0,2,,,,,,7,99,1,,,
7680,note_on,,5,0,2,,,,,,,,1,,66,100
7680,note_on,,12,0,1,,,,,,,,0,,69,100
7762,control_change,,82,0,2,,,,,,7,98,1,,,
7805,control_change,,43,0,2,,,,,,7,97,1,,,
7891,control_change,,86,0,2,,,,,,7,96,1,,,
7908,note_on,,17,0,2,,,,,,,,1,,66,0
7908,note_on,,0,0,1,,,,,,,,0,,45,0
7908,note_on,,0,0,1,,,,,,,,0,,33,0
7908,note_on,,228,0,1,,,,,,,,0,,69,0
7920,note_on,,12,0,2,,,,,,,,1,,64,100
7920,note_on,,12,0,1,,,,,,,,0,,52,100
7920,note_on,,0,0,1,,,,,,,,0,,45,100
7920,note_on,,0,0,1,,,,,,,,0,,33,100
8148,note_on,,228,0,1,,,,,,,,0,,52,0
8160,note_on,,12,0,1,,,,,,,,0,,61,100
8376,note_on,,456,0,2,,,,,,,,1,,64,0
8388,note_on,,228,0,1,,,,,,,,0,,61,0
8400,note_on,,12,0,1,,,,,,,,0,,69,100
8628,note_on,,0,0,1,,,,,,,,0,,33,0
8628,note_on,,0,0,1,,,,,,,,0,,45,0
8628,note_on,,228,0,1,,,,,,,,0,,69,0
8640,note_on,,264,0,2,,,,,,,,1,,71,100
8640,note_on,,12,0,1,,,,,,,,0,,45,100
8640,note_on,,0,0,1,,,,,,,,0,,52,100
8640,note_on,,0,0,1,,,,,,,,0,,33,100
8868,note_on,,228,0,2,,,,,,,,1,,71,0
8868,note_on,,228,0,1,,,,,,,,0,,52,0
8880,note_on,,12,0,1,,,,,,,,0,,62,100
8880,note_on,,12,0,2,,,,,,,,1,,66,100
9108,note_on,,228,0,2,,,,,,,,1,,66,0
9108,note_on,,228,0,1,,,,,,,,0,,62,0
9120,note_on,,12,0,2,,,,,,,,1,,69,100
9120,note_on,,12,0,1,,,,,,,,0,,68,100
9348,note_on,,228,0,2,,,,,,,,1,,69,0
9348,note_on,,0,0,1,,,,,,,,0,,33,0
9348,note_on,,0,0,1,,,,,,,,0,,45,0
9348,note_on,,228,0,1,,,,,,,,0,,68,0
9360,note_on,,0,0,1,,,,,,,,0,,45,100
9360,note_on,,12,0,1,,,,,,,,0,,52,100
9360,note_on,,12,0,2,,,,,,,,1,,68,100
9360,note_on,,0,0,1,,,,,,,,0,,33,100
9588,note_on,,228,0,2,,,,,,,,1,,68,0
9588,note_on,,228,0,1,,,,,,,,0,,52,0
9600,note_on,,12,0,1,,,,,,,,0,,62,100
9600,note_on,,12,0,2,,,,,,,,1,,66,100
9828,note_on,,228,0,1,,,,,,,,0,,62,0
9828,note_on,,228,0,2,,,,,,,,1,,66,0
9840,note_on,,12,0,1,,,,,,,,0,,68,100
9840,note_on,,12,0,2,,,,,,,,1,,64,100
10068,note_on,,228,0,1,,,,,,,,0,,33,0
10068,note_on,,0,0,1,,,,,,,,0,,45,0
10068,note_on,,0,0,1,,,,,,,,0,,68,0
10068,note_on,,228,0,2,,,,,,,,1,,64,0
10080,note_on,,0,0,1,,,,,,,,0,,33,100
10080,note_on,,12,0,1,,,,,,,,0,,52,100
10080,note_on,,0,0,1,,,,,,,,0,,45,100
10080,note_on,,12,0,2,,,,,,,,1,,76,100
10123,control_change,,43,0,2,,,,,,7,97,1,,,
10210,control_change,,87,0,2,,,,,,7,98,1,,,
10253,control_change,,43,0,2,,,,,,7,99,1,,,
10308,note_on,,228,0,1,,,,,,,,0,,52,0
10320,note_on,,12,0,1,,,,,,,,0,,61,100
10339,control_change,,86,0,2,,,,,,7,100,1,,,
10382,control_change,,43,0,2,,,,,,7,101,1,,,
10469,control_change,,87,0,2,,,,,,7,102,1,,,
10512,control_change,,43,0,2,,,,,,7,103,1,,,
10548,note_on,,228,0,1,,,,,,,,0,,61,0
10560,note_on,,12,0,1,,,,,,,,0,,69,100
10598,control_change,,86,0,2,,,,,,7,104,1,,,
10642,control_change,,44,0,2,,,,,,7,105,1,,,
10728,control_change,,86,0,2,,,,,,7,106,1,,,
10771,control_change,,43,0,2,,,,,,7,107,1,,,
10788,note_on,,0,0,1,,,,,,,,0,,45,0
10788,note_on,,0,0,1,,,,,,,,0,,33,0
10788,note_on,,228,0,1,,,,,,,,0,,69,0
10800,note_on,,0,0,1,,,,,,,,0,,45,100
10800,note_on,,0,0,1,,,,,,,,0,,33,100
10800,note_on,,12,0,1,,,,,,,,0,,52,100
10963,control_change,,192,0,2,,,,,,7,105,1,,,
11006,control_change,,43,0,2,,,,,,7,104,1,,,
11028,note_on,,228,0,1,,,,,,,,0,,52,0
11040,note_on,,12,0,1,,,,,,,,0,,61,100
11050,control_change,,44,0,2,,,,,,7,102,1,,,
11093,control_change,,43,0,2,,,,,,7,101,1,,,
11136,control_change,,43,0,2,,,,,,7,99,1,,,
11160,control_change,,24,0,2,,,,,,7,98,1,,,
11268,note_on,,108,0,2,,,,,,,,1,,76,0
11268,note_on,,228,0,1,,,,,,,,0,,61,0
11280,note_on,,12,0,2,,,,,,,,1,,73,100
11280,note_on,,12,0,1,,,,,,,,0,,69,100
11508,note_on,,0,0,1,,,,,,,,0,,45,0
11508,note_on,,228,0,2,,,,,,,,1,,73,0
11508,note_on,,228,0,1,,,,,,,,0,,69,0
11508,note_on,,0,0,1,,,,,,,,0,,33,0
11520,note_on,,0,0,1,,,,,,,,0,,33,100
11520,note_on,,0,0,1,,,,,,,,0,,45,100
11520,note_on,,12,0,1,,,,,,,,0,,52,100
11520,note_on,,12,0,2,,,,,,,,1,,76,100
11748,note_on,,228,0,2,,,,,,,,1,,76,0
11748,note_on,,228,0,1,,,,,,,,0,,52,0
11760,note_on,,12,0,2,,,,,,,,1,,69,100
11760,note_on,,12,0,1,,,,,,,,0,,61,100
11988,note_on,,228,0,2,,,,,,,,1,,69,0
11988,note_on,,228,0,1,,,,,,,,0,,61,0
12000,note_on,,12,0,1,,,,,,,,0,,69,100
12000,note_on,,12,0,2,,,,,,,,1,,71,100
12228,note_on,,0,0,1,,,,,,,,0,,69,0
12228,note_on,,228,0,2,,,,,,,,1,,71,0
12228,note_on,,228,0,1,,,,,,,,0,,33,0
12228,note_on,,0,0,1,,,,,,,,0,,45,0
12240,note_on,,12,0,2,,,,,,,,1,,73,100
12240,note_on,,0,0,1,,,,,,,,0,,33,100
12240,note_on,,12,0,1,,,,,,,,0,,52,100
12240,note_on,,0,0,1,,,,,,,,0,,45,100
12468,note_on,,228,0,1,,,,,,,,0,,52,0
12468,note_on,,228,0,2,,,,,,,,1,,73,0
12480,note_on,,12,0,2,,,,,,,,1,,63,100
12480,note_on,,12,0,1,,,,,,,,0,,61,100
12708,note_on,,228,0,2,,,,,,,,1,,63,0
12708,note_on,,228,0,1,,,,,,,,0,,61,0
12720,note_on,,12,0,1,,,,,,,,0,,69,100
12720,note_on,,12,0,2,,,,,,,,1,,64,100
12948,note_on,,228,0,1,,,,,,,,0,,69,0
12948,note_on,,0,0,1,,,,,,,,0,,33,0
12948,note_on,,228,0,2,,,,,,,,1,,64,0
12948,note_on,,0,0,1,,,,,,,,0,,45,0
12960,note_on,,12,0,1,,,,,,,,0,,51,100
12960,note_on,,12,0,2,,,,,,,,1,,68,100
12960,note_on,,0,0,1,,,,,,,,0,,45,100
12960,note_on,,0,0,1,,,,,,,,0,,33,100
13188,note_on,,228,0,1,,,,,,,,0,,51,0
13200,note_on,,12,0,1,,,,,,,,0,,60,100
13416,note_on,,456,0,2,,,,,,,,1,,68,0
13428,note_on,,228,0,1,,,,,,,,0,,60,0
13440,note_on,,12,0,1,,,,,,,,0,,69,100
13440,note_on,,24,0,2,,,,,,,,1,,66,100
13668,note_on,,0,0,1,,,,,,,,0,,45,0
13668,note_on,,0,0,1,,,,,,,,0,,33,0
13668,note_on,,228,0,1,,,,,,,,0,,69,0
13668,note_on,,228,0,2,,,,,,,,1,,66,0
13680,note_on,,0,0,1,,,,,,,,0,,45,100
13680,note_on,,0,0,1,,,,,,,,0,,33,100
13680,note_on,,12,0,1,,,,,,,,0,,52,100
13680,note_on,,12,0,2,,,,,,,,1,,64,100
13723,control_change,,43,0,2,,,,,,7,99,1,,,
13810,control_change,,87,0,2,,,,,,7,100,1,,,
13896,control_change,,86,0,2,,,,,,7,101,1,,,
13908,note_on,,12,0,2,,,,,,,,1,,64,0
13908,note_on,,228,0,1,,,,,,,,0,,52,0
13920,note_on,,12,0,1,,,,,,,,0,,61,100
13920,note_on,,12,0,2,,,,,,,,1,,68,100
13982,control_change,,62,0,2,,,,,,7,102,1,,,
14026,control_change,,44,0,2,,,,,,7,103,1,,,
14112,control_change,,86,0,2,,,,,,7,104,1,,,
14148,note_on,,228,0,1,,,,,,,,0,,61,0
14148,note_on,,36,0,2,,,,,,,,1,,68,0
14160,note_on,,12,0,1,,,,,,,,0,,69,100
14160,note_on,,12,0,2,,,,,,,,1,,69,100
14198,control_change,,38,0,2,,,,,,7,105,1,,,
14280,control_change,,82,0,2,,,,,,7,106,1,,,
14388,note_on,,228,0,1,,,,,,,,0,,69,0
14388,note_on,,0,0,1,,,,,,,,0,,33,0
14388,note_on,,0,0,1,,,,,,,,0,,45,0
14388,note_on,,108,0,2,,,,,,,,1,,69,0
14400,note_on,,12,0,1,,,,,,,,0,,57,100
14400,note_on,,12,0,2,,,,,,,,1,,73,100
14400,note_on,,0,0,1,,,,,,,,0,,42,127
14486,control_change,,86,0,2,,,,,,7,105,1,,,
14573,control_change,,87,0,2,,,,,,7,104,1,,,
14628,note_on,,228,0,1,,,,,,,,0,,57,0
14640,note_on,,12,0,1,,,,,,,,0,,61,100
14659,control_change,,86,0,2,,,,,,7,103,1,,,
14789,control_change,,130,0,2,,,,,,7,102,1,,,
14856,note_on,,67,0,2,,,,,,,,1,,73,0
14868,note_on,,228,0,1,,,,,,,,0,,61,0
14875,control_change,,19,0,2,,,,,,7,101,1,,,
14880,note_on,,5,0,2,,,,,,,,1,,71,100
14880,note_on,,12,0,1,,,,,,,,0,,69,100
14962,control_change,,82,0,2,,,,,,7,100,1,,,
15091,control_change,,129,0,2,,,,,,7,99,1,,,
15108,note_on,,228,0,1,,,,,,,,0,,69,0
15108,note_on,,17,0,2,,,,,,,,1,,71,0
15120,note_on,,12,0,2,,,,,,,,1,,69,100
15120,note_on,,12,0,1,,,,,,,,0,,57,100
15178,control_change,,58,0,2,,,,,,7,98,1,,,
15264,control_change,,86,0,2,,,,,,7,97,1,,,
15348,note_on,,228,0,1,,,,,,,,0,,57,0
15348,note_on,,84,0,2,,,,,,,,1,,69,0
15360,note_on,,12,0,1,,,,,,,,0,,61,100
15360,note_on,,12,0,2,,,,,,,,1,,68,100
15394,control_change,,34,0,2,,,,,,7,96,1,,,
15480,control_change,,86,0,2,,,,,,7,95,1,,,
15588,note_on,,228,0,1,,,,,,,,0,,61,0
15588,note_on,,108,0,2,,,,,,,,1,,68,0
15600,note_on,,12,0,2,,,,,,,,1,,66,100
15600,note_on,,12,0,1,,,,,,,,0,,69,100
15816,note_on,,216,0,1,,,,,,,,0,,42,0
15828,note_on,,228,0,2,,,,,,,,1,,66,0
15828,note_on,,12,0,1,,,,,,,,0,,69,0
15840,note_on,,0,0,1,,,,,,,,0,,49,100
15840,note_on,,12,0,2,,,,,,,,1,,65,100
15840,note_on,,12,0,1,,,,,,,,0,,37,100
15840,note_on,,0,0,1,,,,,,,,0,,56,100
15864,set_tempo,561153,15864,1,0,,,,,,,,,,,
15883,control_change,,43,0,2,,,,,,7,93,1,,,
15888,set_tempo,567297,24,1,0,,,,,,,,,,,
15912,set_tempo,573185,24,1,0,,,,,,,,,,,
15926,control_change,,43,0,2,,,,,,7,90,1,,,
15936,set_tempo,579585,24,1,0,,,,,,,,,,,
15960,set_tempo,585729,24,1,0,,,,,,,,,,,
15970,control_change,,44,0,2,,,,,,7,87,1,,,
15984,set_tempo,592385,24,1,0,,,,,,,,,,,
16008,set_tempo,599041,24,1,0,,,,,,,,,,,
16013,control_change,,43,0,2,,,,,,7,84,1,,,
16032,set_tempo,605697,24,1,0,,,,,,,,,,,
16056,set_tempo,612609,24,1,0,,,,,,,,,,,
16056,control_change,,43,0,2,,,,,,7,82,1,,,
16068,note_on,,228,0,1,,,,,,,,0,,56,0
16080,note_on,,12,0,1,,,,,,,,0,,61,100
16080,set_tempo,619777,24,1,0,,,,,,,,,,,
16099,control_change,,43,0,2,,,,,,7,79,1,,,
16104,set_tempo,626945,24,1,0,,,,,,,,,,,
16128,set_tempo,634369,24,1,0,,,,,,,,,,,
16142,control_change,,43,0,2,,,,,,7,76,1,,,
16152,set_tempo,642049,24,1,0,,,,,,,,,,,
16176,set_tempo,649729,24,1,0,,,,,,,,,,,
16186,control_change,,44,0,2,,,,,,7,74,1,,,
16200,set_tempo,657665,24,1,0,,,,,,,,,,,
16224,set_tempo,665857,24,1,0,,,,,,,,,,,
16229,control_change,,43,0,2,,,,,,7,71,1,,,
16248,set_tempo,674305,24,1,0,,,,,,,,,,,
16272,set_tempo,683009,24,1,0,,,,,,,,,,,
16272,control_change,,43,0,2,,,,,,7,68,1,,,
16296,set_tempo,691713,24,1,0,,,,,,,,,,,
16300,note_on,,28,0,2,,,,,,,,1,,65,0
16308,note_on,,228,0,1,,,,,,,,0,,61,0
16315,control_change,,15,0,2,,,,,,7,65,1,,,
16320,note_on,,5,0,2,,,,,,,,1,,68,100
16320,note_on,,12,0,1,,,,,,,,0,,65,100
16320,set_tempo,700929,24,1,0,,,,,,,,,,,
16344,set_tempo,710145,24,1,0,,,,,,,,,,,
16358,control_change,,38,0,2,,,,,,7,63,1,,,
16368,set_tempo,719617,24,1,0,,,,,,,,,,,
16392,set_tempo,729345,24,1,0,,,,,,,,,,,
16402,control_change,,44,0,2,,,,,,7,60,1,,,
16416,set_tempo,739585,24,1,0,,,,,,,,,,,
16440,set_tempo,749825,24,1,0,,,,,,,,,,,
16440,set_tempo,749825,0,1,0,,,,,,,,,,,
16445,control_change,,43,0,2,,,,,,7,57,1,,,
16488,control_change,,43,0,2,,,,,,7,55,1,,,
16531,control_change,,43,0,2,,,,,,7,52,1,,,
16548,note_on,,17,0,2,,,,,,,,1,,68,0
16548,note_on,,228,0,1,,,,,,,,0,,65,0
16560,control_change,,12,0,2,,,,,,7,50,1,,,
16560,note_on,,12,0,1,,,,,,,,0,,68,100
16560,set_tempo,4242433,120,1,0,,,,,,,,,,,
16680,set_tempo,555521,120,1,0,,,,,,,,,,,
16680,control_change,,120,0,2,,,,,,7,100,1,,,
16680,note_on,,0,0,2,,,,,,,,1,,64,100
16776,note_on,,0,0,1,,,,,,,,0,,37,0
16776,note_on,,216,0,1,,,,,,,,0,,49,0
16788,note_on,,12,0,1,,,,,,,,0,,68,0
16788,set_tempo,749825,108,1,0,,,,,,,,,,,
16794,note_on,,114,0,2,,,,,,,,1,,64,0
16800,set_tempo,555521,12,1,0,,,,,,,,,,,
16800,note_on,,6,0,2,,,,,,,,1,,64,100
17142,note_on,,342,0,2,,,,,,,,1,,64,0
17160,note_on,,18,0,2,,,,,,,,1,,64,100
17274,note_on,,114,0,2,,,,,,,,1,,64,0
17280,note_on,,6,0,2,,,,,,,,1,,68,100
17280,note_on,,492,0,1,,,,,,,,0,,52,100
17394,note_on,,114,0,2,,,,,,,,1,,68,0
17400,note_on,,6,0,2,,,,,,,,1,,66,100
17508,note_on,,228,0,1,,,,,,,,0,,52,0
17514,note_on,,114,0,2,,,,,,,,1,,66,0
17520,note_on,,12,0,1,,,,,,,,0,,62,100
17520,note_on,,0,0,1,,,,,,,,0,,68,100
17520,note_on,,6,0,2,,,,,,,,1,,64,100
17748,note_on,,228,0,1,,,,,,,,0,,68,0
17748,note_on,,0,0,1,,,,,,,,0,,62,0
17760,note_on,,0,0,1,,,,,,,,0,,68,100
17760,note_on,,12,0,1,,,,,,,,0,,62,100
17862,note_on,,342,0,2,,,,,,,,1,,64,0
17880,note_on,,18,0,2,,,,,,,,1,,76,100
17988,note_on,,0,0,1,,,,,,,,0,,62,0
17988,note_on,,228,0,1,,,,,,,,0,,68,0
17994,note_on,,114,0,2,,,,,,,,1,,76,0
18000,note_on,,12,0,1,,,,,,,,0,,52,100
18000,note_on,,6,0,2,,,,,,,,1,,75,100
18114,note_on,,114,0,2,,,,,,,,1,,75,0
18120,note_on,,6,0,2,,,,,,,,1,,76,100
18228,note_on,,228,0,1,,,,,,,,0,,52,0
18234,note_on,,114,0,2,,,,,,,,1,,76,0
18240,note_on,,6,0,2,,,,,,,,1,,71,100
18240,note_on,,12,0,1,,,,,,,,0,,62,100
18240,note_on,,0,0,1,,,,,,,,0,,68,100
18468,note_on,,228,0,2,,,,,,,,1,,71,0
18468,note_on,,228,0,1,,,,,,,,0,,68,0
18468,note_on,,0,0,1,,,,,,,,0,,62,0
18480,note_on,,12,0,2,,,,,,,,1,,76,100
18480,note_on,,12,0,1,,,,,,,,0,,62,100
18480,note_on,,0,0,1,,,,,,,,0,,68,100
18708,note_on,,228,0,2,,,,,,,,1,,76,0
18708,note_on,,228,0,1,,,,,,,,0,,68,0
18708,note_on,,0,0,1,,,,,,,,0,,62,0
18720,note_on,,12,0,2,,,,,,,,1,,73,100
18720,note_on,,12,0,1,,,,,,,,0,,57,100
18834,note_on,,114,0,2,,,,,,,,1,,73,0
18840,note_on,,6,0,2,,,,,,,,1,,71,100
18948,note_on,,228,0,1,,,,,,,,0,,57,0
18954,note_on,,114,0,2,,,,,,,,1,,71,0
18960,note_on,,12,0,1,,,,,,,,0,,61,100
18960,note_on,,0,0,1,,,,,,,,0,,69,100
18960,note_on,,0,0,1,,,,,,,,0,,64,100
18960,note_on,,6,0,2,,,,,,,,1,,69,100
19188,note_on,,228,0,2,,,,,,,,1,,69,0
19188,note_on,,228,0,1,,,,,,,,0,,64,0
19188,note_on,,0,0,1,,,,,,,,0,,61,0
19188,note_on,,0,0,1,,,,,,,,0,,69,0
19200,note_on,,12,0,2,,,,,,,,1,,73,100
19200,note_on,,0,0,1,,,,,,,,0,,69,100
19200,note_on,,12,0,1,,,,,,,,0,,61,100
19200,note_on,,0,0,1,,,,,,,,0,,64,100
19428,note_on,,0,0,1,,,,,,,,0,,69,0
19428,note_on,,0,0,1,,,,,,,,0,,61,0
