tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,note,velocity
3120,note_on,240,0,11,,,,,,,,,11,64,0
3120,note_on,0,0,9,,,,,,,,,8,54,40
3120,note_on,3120,0,16,,,,,,,,,3,69,40
3240,note_on,120,0,13,,,,,,,,,13,54,0
3240,note_on,0,0,13,,,,,,,,,13,54,40
3360,note_on,0,0,4,,,,,,,,,3,67,40
3360,note_on,0,0,9,,,,,,,,,8,52,40
3360,note_on,0,0,5,,,,,,,,,4,52,40
3360,note_on,240,0,5,,,,,,,,,4,54,0
3360,note_on,0,0,13,,,,,,,,,13,52,40
3360,note_on,240,0,4,,,,,,,,,3,66,0
3360,note_on,0,0,10,,,,,,,,,10,71,40
3360,note_on,240,0,10,,,,,,,,,10,69,0
3360,note_on,120,0,13,,,,,,,,,13,54,0
3360,note_on,240,0,9,,,,,,,,,8,54,0
3360,note_on,240,0,6,,,,,,,,,5,69,0
3360,note_on,0,0,6,,,,,,,,,5,71,40
3360,note_on,240,0,11,,,,,,,,,11,66,0
3360,note_on,0,0,11,,,,,,,,,11,67,40
3360,note_on,0,0,15,,,,,,,,,2,71,40
3360,note_on,240,0,16,,,,,,,,,3,69,0
3360,note_on,240,0,14,,,,,,,,,14,54,0
3360,note_on,0,0,14,,,,,,,,,14,52,40
3360,note_on,240,0,15,,,,,,,,,2,69,0
3360,note_on,0,0,16,,,,,,,,,3,71,40
3360,note_on,240,0,7,,,,,,,,,6,66,0
3360,note_on,0,0,7,,,,,,,,,6,67,40
3600,note_on,240,0,4,,,,,,,,,3,67,0
3600,note_on,0,0,10,,,,,,,,,10,73,40
3600,note_on,0,0,11,,,,,,,,,11,66,40
3600,note_on,240,0,11,,,,,,,,,11,67,0
3600,note_on,240,0,10,,,,,,,,,10,71,0
3600,note_on,0,0,4,,,,,,,,,3,66,40
3600,note_on,240,0,7,,,,,,,,,6,67,0
3600,note_on,480,0,12,,,,,,,,,12,62,0
3600,note_on,0,0,7,,,,,,,,,6,66,40
3600,note_on,0,0,12,,,,,,,,,12,61,40
3600,note_on,0,0,16,,,,,,,,,3,73,40
3600,note_on,240,0,16,,,,,,,,,3,71,0
3600,note_on,0,0,6,,,,,,,,,5,73,40
3600,note_on,0,0,15,,,,,,,,,2,73,40
3600,note_on,240,0,15,,,,,,,,,2,71,0
3600,note_on,240,0,6,,,,,,,,,5,71,0
3600,note_on,480,0,8,,,,,,,,,7,62,0
3600,note_on,0,0,8,,,,,,,,,7,61,40
3720,note_on,120,0,7,,,,,,,,,6,66,0
3720,note_on,0,0,7,,,,,,,,,6,64,40
3720,note_on,120,0,11,,,,,,,,,11,66,0
3720,note_on,0,0,12,,,,,,,,,12,61,40
3720,note_on,0,0,4,,,,,,,,,3,64,40
3720,note_on,120,0,4,,,,,,,,,3,66,0
3720,note_on,120,0,12,,,,,,,,,12,61,0
3720,note_on,0,0,11,,,,,,,,,11,64,40
3840,note_on,240,0,6,,,,,,,,,5,73,0
3840,note_on,0,0,10,,,,,,,,,10,74,40
3840,note_on,240,0,10,,,,,,,,,10,73,0
3840,note_on,240,0,16,,,,,,,,,3,73,0
3840,note_on,0,0,6,,,,,,,,,5,74,40
3840,note_on,0,0,13,,,,,,,,,13,50,40
3840,note_on,480,0,13,,,,,,,,,13,52,0
3840,note_on,480,0,5,,,,,,,,,4,52,0
3840,note_on,0,0,11,,,,,,,,,11,66,40
3840,note_on,120,0,7,,,,,,,,,6,64,0
3840,note_on,0,0,7,,,,,,,,,6,66,40
3840,note_on,240,0,8,,,,,,,,,7,61,0
3840,note_on,0,0,8,,,,,,,,,7,59,40
3840,note_on,0,0,14,,,,,,,,,14,50,40
3840,note_on,480,0,14,,,,,,,,,14,52,0
3840,note_on,240,0,15,,,,,,,,,2,73,0
3840,note_on,0,0,15,,,,,,,,,2,74,40
3840,note_on,120,0,11,,,,,,,,,11,64,0
3840,note_on,120,0,12,,,,,,,,,12,61,0
3840,note_on,0,0,12,,,,,,,,,12,59,40
3840,note_on,0,0,5,,,,,,,,,4,50,40
3840,note_on,120,0,4,,,,,,,,,3,64,0
3840,note_on,0,0,4,,,,,,,,,3,66,40
3840,note_on,0,0,16,,,,,,,,,3,74,40
3840,note_on,480,0,9,,,,,,,,,8,52,0
3840,note_on,0,0,9,,,,,,,,,8,50,40
3960,note_on,0,0,4,,,,,,,,,3,62,40
3960,note_on,120,0,11,,,,,,,,,11,66,0
3960,note_on,0,0,11,,,,,,,,,11,62,40
3960,note_on,120,0,7,,,,,,,,,6,66,0
3960,note_on,0,0,7,,,,,,,,,6,62,40
3960,note_on,120,0,4,,,,,,,,,3,66,0
4080,note_on,0,0,16,,,,,,,,,3,73,40
4080,note_on,120,0,7,,,,,,,,,6,62,0
4080,note_on,0,0,7,,,,,,,,,6,67,40
4080,note_on,120,0,11,,,,,,,,,11,62,0
4080,note_on,0,0,11,,,,,,,,,11,67,40
4080,note_on,0,0,4,,,,,,,,,3,67,40
4080,note_on,0,0,10,,,,,,,,,10,73,40
4080,note_on,240,0,10,,,,,,,,,10,74,0
4080,note_on,240,0,6,,,,,,,,,5,74,0
4080,note_on,0,0,6,,,,,,,,,5,73,40
4080,note_on,120,0,4,,,,,,,,,3,62,0
4080,note_on,0,0,15,,,,,,,,,2,73,40
4080,note_on,240,0,16,,,,,,,,,3,74,0
4080,note_on,240,0,15,,,,,,,,,2,74,0
4200,note_on,120,0,16,,,,,,,,,3,73,0
4200,note_on,0,0,10,,,,,,,,,10,71,40
4200,note_on,0,0,15,,,,,,,,,2,71,40
4200,note_on,120,0,10,,,,,,,,,10,73,0
4200,note_on,0,0,16,,,,,,,,,3,71,40
4200,note_on,0,0,6,,,,,,,,,5,71,40
4200,note_on,120,0,6,,,,,,,,,5,73,0
4200,note_on,120,0,15,,,,,,,,,2,73,0
4320,note_on,120,0,16,,,,,,,,,3,71,0
4320,note_on,480,0,12,,,,,,,,,12,59,0
4320,note_on,0,0,12,,,,,,,,,12,57,40
4320,note_on,0,0,16,,,,,,,,,3,73,40
4320,note_on,0,0,10,,,,,,,,,10,73,40
4320,note_on,0,0,15,,,,,,,,,2,73,40
4320,note_on,480,0,8,,,,,,,,,7,59,0
4320,note_on,0,0,8,,,,,,,,,7,57,40
4320,note_on,0,0,14,,,,,,,,,14,57,40
4320,note_on,0,0,9,,,,,,,,,8,57,40
4320,note_on,120,0,15,,,,,,,,,2,71,0
4320,note_on,0,0,6,,,,,,,,,5,73,40
4320,note_on,120,0,10,,,,,,,,,10,71,0
4320,note_on,120,0,6,,,,,,,,,5,71,0
4320,note_on,480,0,13,,,,,,,,,13,50,0
4320,note_on,480,0,5,,,,,,,,,4,50,0
4320,note_on,480,0,9,,,,,,,,,8,50,0
4320,note_on,480,0,14,,,,,,,,,14,50,0
4440,note_on,0,0,10,,,,,,,,,10,69,40
4440,note_on,120,0,10,,,,,,,,,10,73,0
4440,note_on,120,0,6,,,,,,,,,5,73,0
4440,note_on,120,0,15,,,,,,,,,2,73,0
4440,note_on,0,0,16,,,,,,,,,3,69,40
4440,note_on,120,0,16,,,,,,,,,3,73,0
4440,note_on,0,0,6,,,,,,,,,5,69,40
4440,note_on,0,0,15,,,,,,,,,2,69,40
4560,note_on,480,0,4,,,,,,,,,3,67,0
4560,note_on,120,0,6,,,,,,,,,5,69,0
4560,note_on,0,0,6,,,,,,,,,5,74,40
4560,note_on,0,0,4,,,,,,,,,3,66,40
4560,note_on,480,0,11,,,,,,,,,11,67,0
4560,note_on,0,0,11,,,,,,,,,11,66,40
4560,note_on,0,0,15,,,,,,,,,2,74,40
4560,note_on,120,0,10,,,,,,,,,10,69,0
4560,note_on,120,0,16,,,,,,,,,3,69,0
4560,note_on,0,0,10,,,,,,,,,10,74,40
4560,note_on,0,0,16,,,,,,,,,3,74,40
4560,note_on,120,0,15,,,,,,,,,2,69,0
4560,note_on,480,0,7,,,,,,,,,6,67,0
4560,note_on,0,0,7,,,,,,,,,6,66,40
4680,note_on,0,0,11,,,,,,,,,11,66,40
4680,note_on,120,0,11,,,,,,,,,11,66,0
4800,note_on,480,0,12,,,,,,,,,12,57,0
4800,note_on,480,0,8,,,,,,,,,7,57,0
4800,note_on,480,0,14,,,,,,,,,14,57,0
4800,note_on,120,0,11,,,,,,,,,11,66,0
4800,note_on,240,0,4,,,,,,,,,3,66,0
4800,note_on,0,0,4,,,,,,,,,3,64,40
4800,note_on,240,0,7,,,,,,,,,6,66,0
4800,note_on,0,0,11,,,,,,,,,11,64,40
4800,note_on,480,0,9,,,,,,,,,8,57,0
4800,note_on,0,0,9,,,,,,,,,8,64,40
4800,note_on,0,0,14,,,,,,,,,14,64,40
4800,note_on,0,0,7,,,,,,,,,6,64,40
5040,note_on,240,0,14,,,,,,,,,14,64,0
5040,note_on,0,0,14,,,,,,,,,14,57,66
5040,note_on,480,0,16,,,,,,,,,3,74,0
5040,note_on,0,0,16,,,,,,,,,3,73,40
5040,note_on,480,0,6,,,,,,,,,5,74,0
5040,note_on,0,0,15,,,,,,,,,2,73,40
5040,note_on,720,0,5,,,,,,,,,4,57,66
5040,note_on,0,0,6,,,,,,,,,5,73,40
5040,note_on,0,0,10,,,,,,,,,10,73,40
5040,note_on,480,0,10,,,,,,,,,10,74,0
5040,note_on,720,0,13,,,,,,,,,13,57,66
5040,note_on,0,0,9,,,,,,,,,8,57,66
5040,note_on,240,0,9,,,,,,,,,8,64,0
5040,note_on,480,0,15,,,,,,,,,2,74,0
5160,note_on,0,0,10,,,,,,,,,10,73,40
5160,note_on,120,0,10,,,,,,,,,10,73,0
5280,note_on,0,0,11,,,,,,,,,11,62,40
5280,note_on,0,0,4,,,,,,,,,3,62,40
5280,note_on,480,0,7,,,,,,,,,6,64,0
5280,note_on,0,0,7,,,,,,,,,6,62,40
5280,note_on,480,0,4,,,,,,,,,3,64,0
5280,note_on,0,0,10,,,,,,,,,10,71,40
5280,note_on,240,0,6,,,,,,,,,5,73,0
5280,note_on,0,0,6,,,,,,,,,5,71,40
5280,note_on,480,0,11,,,,,,,,,11,64,0
5280,note_on,120,0,10,,,,,,,,,10,73,0
5280,note_on,0,0,16,,,,,,,,,3,71,40
5280,note_on,240,0,16,,,,,,,,,3,73,0
5280,note_on,240,0,15,,,,,,,,,2,73,0
5280,note_on,0,0,15,,,,,,,,,2,71,40
5400,note_on,0,0,13,,,,,,,,,13,57,40
5400,note_on,0,0,14,,,,,,,,,14,57,40
5400,note_on,360,0,14,,,,,,,,,14,57,0
5400,note_on,0,0,5,,,,,,,,,4,57,40
5400,note_on,0,0,9,,,,,,,,,8,57,40
5400,note_on,360,0,9,,,,,,,,,8,57,0
5400,note_on,360,0,13,,,,,,,,,13,57,0
5400,note_on,360,0,5,,,,,,,,,4,57,0
5520,note_on,120,0,9,,,,,,,,,8,57,0
5520,note_on,0,0,5,,,,,,,,,4,56,40
5520,note_on,0,0,14,,,,,,,,,14,56,40
5520,note_on,120,0,14,,,,,,,,,14,57,0
5520,note_on,720,0,12,,,,,,,,,12,62,66
5520,note_on,0,0,9,,,,,,,,,8,56,40
5520,note_on,120,0,13,,,,,,,,,13,57,0
5520,note_on,720,0,8,,,,,,,,,7,62,66
5520,note_on,120,0,5,,,,,,,,,4,57,0
5520,note_on,0,0,13,,,,,,,,,13,56,40
5640,note_on,0,0,9,,,,,,,,,8,56,40
5640,note_on,0,0,5,,,,,,,,,4,56,40
5640,note_on,120,0,5,,,,,,,,,4,56,0
5640,note_on,0,0,14,,,,,,,,,14,56,40
5640,note_on,120,0,13,,,,,,,,,13,56,0
5640,note_on,120,0,14,,,,,,,,,14,56,0
5640,note_on,0,0,13,,,,,,,,,13,56,40
5640,note_on,120,0,9,,,,,,,,,8,56,0
5760,note_on,0,0,16,,,,,,,,,3,69,40
5760,note_on,480,0,10,,,,,,,,,10,71,0
5760,note_on,0,0,10,,,,,,,,,10,69,40
5760,note_on,0,0,14,,,,,,,,,14,57,40
5760,note_on,480,0,6,,,,,,,,,5,71,0
5760,note_on,480,0,4,,,,,,,,,3,62,0
5760,note_on,0,0,9,,,,,,,,,8,57,40
5760,note_on,120,0,9,,,,,,,,,8,56,0
5760,note_on,120,0,14,,,,,,,,,14,56,0
5760,note_on,480,0,16,,,,,,,,,3,71,0
5760,note_on,0,0,6,,,,,,,,,5,69,40
5760,note_on,0,0,15,,,,,,,,,2,69,40
5760,note_on,120,0,13,,,,,,,,,13,56,0
5760,note_on,0,0,13,,,,,,,,,13,57,40
5760,note_on,480,0,7,,,,,,,,,6,62,0
5760,note_on,120,0,5,,,,,,,,,4,56,0
5760,note_on,0,0,5,,,,,,,,,4,57,40
5760,note_on,480,0,15,,,,,,,,,2,71,0
5760,note_on,480,0,11,,,,,,,,,11,62,0
5880,note_on,0,0,5,,,,,,,,,4,55,40
5880,note_on,0,0,12,,,,,,,,,12,62,40
5880,note_on,360,0,12,,,,,,,,,12,62,0
5880,note_on,0,0,9,,,,,,,,,8,55,40
5880,note_on,0,0,13,,,,,,,,,13,55,40
5880,note_on,120,0,13,,,,,,,,,13,57,0
5880,note_on,120,0,9,,,,,,,,,8,57,0
5880,note_on,360,0,8,,,,,,,,,7,62,0
5880,note_on,0,0,8,,,,,,,,,7,62,40
5880,note_on,0,0,14,,,,,,,,,14,55,40
5880,note_on,120,0,14,,,,,,,,,14,57,0
5880,note_on,120,0,5,,,,,,,,,4,57,0
5940,note_on,60,0,5,,,,,,,,,4,55,0
5940,note_on,0,0,5,,,,,,,,,4,54,40
5940,note_on,60,0,9,,,,,,,,,8,55,0
5940,note_on,60,0,14,,,,,,,,,14,55,0
5940,note_on,0,0,14,,,,,,,,,14,54,40
5940,note_on,60,0,13,,,,,,,,,13,55,0
5940,note_on,0,0,9,,,,,,,,,8,54,40
5940,note_on,0,0,13,,,,,,,,,13,54,40
6000,note_on,120,0,8,,,,,,,,,7,62,0
6000,note_on,0,0,5,,,,,,,,,4,52,40
6000,note_on,0,0,13,,,,,,,,,13,52,40
6000,note_on,60,0,13,,,,,,,,,13,54,0
6000,note_on,60,0,9,,,,,,,,,8,54,0
6000,note_on,0,0,12,,,,,,,,,12,61,40
6000,note_on,60,0,5,,,,,,,,,4,54,0
6000,note_on,120,0,12,,,,,,,,,12,62,0
6000,note_on,0,0,8,,,,,,,,,7,61,40
6000,note_on,0,0,14,,,,,,,,,14,52,40
6000,note_on,60,0,14,,,,,,,,,14,54,0
6000,note_on,0,0,9,,,,,,,,,8,52,40
6060,note_on,60,0,13,,,,,,,,,13,52,0
6060,note_on,60,0,5,,,,,,,,,4,52,0
6060,note_on,0,0,5,,,,,,,,,4,54,40
6060,note_on,60,0,9,,,,,,,,,8,52,0
6060,note_on,0,0,9,,,,,,,,,8,54,40
6060,note_on,0,0,14,,,,,,,,,14,54,40
6060,note_on,60,0,14,,,,,,,,,14,52,0
6060,note_on,0,0,13,,,,,,,,,13,54,40
6120,note_on,60,0,13,,,,,,,,,13,54,0
6120,note_on,0,0,13,,,,,,,,,13,50,40
6120,note_on,0,0,8,,,,,,,,,7,61,40
6120,note_on,120,0,8,,,,,,,,,7,61,0
6120,note_on,0,0,5,,,,,,,,,4,50,40
6120,note_on,60,0,14,,,,,,,,,14,54,0
6120,note_on,0,0,9,,,,,,,,,8,50,40
6120,note_on,60,0,5,,,,,,,,,4,54,0
6120,note_on,0,0,12,,,,,,,,,12,61,40
6120,note_on,120,0,12,,,,,,,,,12,61,0
6120,note_on,60,0,9,,,,,,,,,8,54,0
6120,note_on,0,0,14,,,,,,,,,14,50,40
6180,note_on,60,0,9,,,,,,,,,8,50,0
6180,note_on,60,0,13,,,,,,,,,13,50,0
6180,note_on,0,0,9,,,,,,,,,8,52,40
6180,note_on,0,0,13,,,,,,,,,13,52,40
6180,note_on,60,0,5,,,,,,,,,4,50,0
6180,note_on,0,0,14,,,,,,,,,14,52,40
6180,note_on,0,0,5,,,,,,,,,4,52,40
6180,note_on,60,0,14,,,,,,,,,14,50,0
6240,note_on,0,0,13,,,,,,,,,13,54,40
6240,note_on,60,0,13,,,,,,,,,13,52,0
6240,note_on,60,0,14,,,,,,,,,14,52,0
6240,note_on,120,0,8,,,,,,,,,7,61,0
6240,note_on,0,0,8,,,,,,,,,7,62,40
6240,note_on,480,0,15,,,,,,,,,2,69,0
6240,note_on,0,0,14,,,,,,,,,14,54,40
6240,note_on,480,0,6,,,,,,,,,5,69,0
6240,note_on,480,0,16,,,,,,,,,3,69,0
6240,note_on,0,0,12,,,,,,,,,12,62,40
6240,note_on,120,0,12,,,,,,,,,12,61,0
6240,note_on,0,0,9,,,,,,,,,8,54,40
6240,note_on,60,0,5,,,,,,,,,4,52,0
6240,note_on,0,0,5,,,,,,,,,4,54,40
6240,note_on,60,0,9,,,,,,,,,8,52,0
6240,note_on,480,0,10,,,,,,,,,10,69,0
6300,note_on,60,0,14,,,,,,,,,14,54,0
6300,note_on,0,0,9,,,,,,,,,8,52,40
6300,note_on,60,0,13,,,,,,,,,13,54,0
6300,note_on,0,0,13,,,,,,,,,13,52,40
6300,note_on,60,0,5,,,,,,,,,4,54,0
6300,note_on,0,0,5,,,,,,,,,4,52,40
6300,note_on,60,0,9,,,,,,,,,8,54,0
6300,note_on,0,0,14,,,,,,,,,14,52,40
6360,note_on,0,0,12,,,,,,,,,12,61,40
6360,note_on,0,0,14,,,,,,,,,14,54,40
6360,note_on,0,0,8,,,,,,,,,7,61,40
6360,note_on,120,0,8,,,,,,,,,7,62,0
6360,note_on,60,0,5,,,,,,,,,4,52,0
6360,note_on,0,0,5,,,,,,,,,4,54,40
6360,note_on,60,0,14,,,,,,,,,14,52,0
6360,note_on,60,0,9,,,,,,,,,8,52,0
6360,note_on,0,0,13,,,,,,,,,13,54,40
6360,note_on,60,0,13,,,,,,,,,13,52,0
6360,note_on,0,0,9,,,,,,,,,8,54,40
6360,note_on,120,0,12,,,,,,,,,12,62,0
6420,note_on,60,0,13,,,,,,,,,13,54,0
6420,note_on,60,0,9,,,,,,,,,8,54,0
6420,note_on,0,0,13,,,,,,,,,13,55,40
6420,note_on,0,0,14,,,,,,,,,14,55,40
6420,note_on,0,0,9,,,,,,,,,8,55,40
6420,note_on,60,0,14,,,,,,,,,14,54,0
6420,note_on,60,0,8,,,,,,,,,7,61,0
