tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,note,velocity,control,value
180,note_on,180,0,15,,,,,,,,,15,62,70,,
210,note_on,210,0,8,,,,,,,,,7,62,70,,
210,note_on,210,0,7,,,,,,,,,6,62,70,,
210,note_on,0,0,16,,,,,,,,,3,62,70,,
210,note_on,0,0,4,,,,,,,,,2,62,70,,
210,note_on,210,0,16,,,,,,,,,3,62,70,,
210,note_on,210,0,4,,,,,,,,,2,62,70,,
210,note_on,210,0,6,,,,,,,,,5,62,70,,
215,note_on,35,0,9,,,,,,,,,8,62,0,,
215,note_on,35,0,5,,,,,,,,,4,62,0,,
215,note_on,35,0,15,,,,,,,,,15,62,0,,
215,note_on,35,0,2,,,,,,,,,0,74,0,,
240,note_on,25,0,5,,,,,,,,,4,50,70,,
240,note_on,30,0,7,,,,,,,,,6,62,0,,
240,note_on,0,0,8,,,,,,,,,7,66,70,,
240,note_on,30,0,8,,,,,,,,,7,62,0,,
240,note_on,0,0,6,,,,,,,,,5,66,70,,
240,note_on,0,0,16,,,,,,,,,3,62,0,,
240,note_on,30,0,16,,,,,,,,,3,62,0,,
240,note_on,0,0,7,,,,,,,,,6,66,70,,
240,note_on,0,0,16,,,,,,,,,3,66,70,,
240,note_on,30,0,6,,,,,,,,,5,62,0,,
240,note_on,0,0,4,,,,,,,,,2,66,70,,
240,note_on,0,0,4,,,,,,,,,2,66,70,,
240,note_on,60,0,3,,,,,,,,,1,50,0,,
240,note_on,25,0,2,,,,,,,,,0,69,70,,
240,note_on,0,0,4,,,,,,,,,2,62,0,,
240,note_on,30,0,4,,,,,,,,,2,62,0,,
240,note_on,25,0,9,,,,,,,,,8,50,70,,
240,note_on,25,0,15,,,,,,,,,15,50,70,,
240,note_on,0,0,16,,,,,,,,,3,66,70,,
270,note_on,30,0,4,,,,,,,,,2,66,0,,
270,note_on,30,0,7,,,,,,,,,6,66,0,,
270,note_on,0,0,7,,,,,,,,,6,69,70,,
270,note_on,0,0,4,,,,,,,,,2,69,70,,
270,note_on,0,0,4,,,,,,,,,2,69,70,,
270,note_on,0,0,16,,,,,,,,,3,66,0,,
270,note_on,0,0,16,,,,,,,,,3,69,70,,
270,note_on,30,0,6,,,,,,,,,5,66,0,,
270,note_on,30,0,16,,,,,,,,,3,66,0,,
270,note_on,0,0,4,,,,,,,,,2,66,0,,
270,note_on,30,0,8,,,,,,,,,7,66,0,,
270,note_on,0,0,8,,,,,,,,,7,69,70,,
270,note_on,0,0,16,,,,,,,,,3,69,70,,
270,note_on,0,0,6,,,,,,,,,5,69,70,,
275,note_on,35,0,15,,,,,,,,,15,50,0,,
275,note_on,35,0,5,,,,,,,,,4,50,0,,
275,note_on,35,0,9,,,,,,,,,8,50,0,,
275,note_on,35,0,2,,,,,,,,,0,69,0,,
300,note_on,0,0,6,,,,,,,,,5,66,70,,
300,note_on,0,0,8,,,,,,,,,7,66,70,,
300,note_on,30,0,8,,,,,,,,,7,69,0,,
300,note_on,0,0,7,,,,,,,,,6,66,70,,
300,note_on,30,0,7,,,,,,,,,6,69,0,,
300,note_on,30,0,4,,,,,,,,,2,69,0,,
300,note_on,0,0,4,,,,,,,,,2,69,0,,
300,note_on,0,0,4,,,,,,,,,2,66,70,,
300,note_on,30,0,16,,,,,,,,,3,69,0,,
300,note_on,0,0,16,,,,,,,,,3,69,0,,
300,note_on,25,0,15,,,,,,,,,15,62,70,,
300,note_on,0,0,16,,,,,,,,,3,66,70,,
300,note_on,0,0,16,,,,,,,,,3,66,70,,
300,note_on,30,0,6,,,,,,,,,5,69,0,,
300,note_on,0,0,4,,,,,,,,,2,66,70,,
300,note_on,25,0,5,,,,,,,,,4,62,70,,
300,note_on,25,0,9,,,,,,,,,8,62,70,,
300,note_on,25,0,2,,,,,,,,,0,74,70,,
330,note_on,30,0,7,,,,,,,,,6,66,0,,
330,note_on,0,0,16,,,,,,,,,3,62,70,,
330,note_on,0,0,16,,,,,,,,,3,62,70,,
330,note_on,30,0,8,,,,,,,,,7,66,0,,
330,note_on,0,0,7,,,,,,,,,6,62,70,,
330,note_on,0,0,8,,,,,,,,,7,62,70,,
330,note_on,0,0,16,,,,,,,,,3,66,0,,
330,note_on,0,0,4,,,,,,,,,2,66,0,,
330,note_on,30,0,4,,,,,,,,,2,66,0,,
330,note_on,0,0,4,,,,,,,,,2,62,70,,
330,note_on,0,0,4,,,,,,,,,2,62,70,,
330,note_on,0,0,6,,,,,,,,,5,62,70,,
330,note_on,30,0,6,,,,,,,,,5,66,0,,
330,note_on,30,0,16,,,,,,,,,3,66,0,,
335,note_on,35,0,2,,,,,,,,,0,74,0,,
360,note_on,30,0,8,,,,,,,,,7,62,0,,
360,note_on,0,0,8,,,,,,,,,7,69,70,,
360,note_on,25,0,2,,,,,,,,,0,76,70,,
360,note_on,30,0,4,,,,,,,,,2,62,0,,
360,note_on,0,0,4,,,,,,,,,2,62,0,,
360,note_on,0,0,4,,,,,,,,,2,69,70,,
360,note_on,0,0,7,,,,,,,,,6,69,70,,
360,note_on,30,0,16,,,,,,,,,3,62,0,,
360,note_on,0,0,16,,,,,,,,,3,62,0,,
360,note_on,0,0,16,,,,,,,,,3,69,70,,
360,note_on,0,0,16,,,,,,,,,3,69,70,,
360,note_on,120,0,3,,,,,,,,,1,45,70,,
360,note_on,0,0,6,,,,,,,,,5,69,70,,
360,note_on,30,0,6,,,,,,,,,5,62,0,,
360,note_on,30,0,7,,,,,,,,,6,62,0,,
360,note_on,0,0,4,,,,,,,,,2,69,70,,
395,note_on,35,0,2,,,,,,,,,0,76,0,,
395,note_on,95,0,5,,,,,,,,,4,62,0,,
395,note_on,95,0,9,,,,,,,,,8,62,0,,
395,note_on,95,0,15,,,,,,,,,15,62,0,,
420,note_on,25,0,9,,,,,,,,,8,61,70,,
420,note_on,25,0,2,,,,,,,,,0,78,70,,
420,note_on,25,0,15,,,,,,,,,15,61,70,,
420,note_on,25,0,5,,,,,,,,,4,61,70,,
420,note_on,60,0,3,,,,,,,,,1,45,0,,
450,note_on,0,0,2,,,,,,,,,0,76,70,,
450,note_on,30,0,2,,,,,,,,,0,78,0,,
455,note_on,35,0,5,,,,,,,,,4,61,0,,
455,note_on,35,0,15,,,,,,,,,15,61,0,,
455,note_on,35,0,9,,,,,,,,,8,61,0,,
480,note_on,25,0,9,,,,,,,,,8,57,70,,
480,note_on,0,0,2,,,,,,,,,0,74,70,,
480,note_on,30,0,2,,,,,,,,,0,76,0,,
480,note_on,25,0,5,,,,,,,,,4,57,70,,
480,note_on,25,0,15,,,,,,,,,15,57,70,,
510,note_on,0,0,2,,,,,,,,,0,76,70,,
510,note_on,30,0,2,,,,,,,,,0,74,0,,
515,note_on,35,0,5,,,,,,,,,4,57,0,,
515,note_on,35,0,9,,,,,,,,,8,57,0,,
515,note_on,35,0,15,,,,,,,,,15,57,0,,
540,note_on,25,0,9,,,,,,,,,8,62,70,,
540,note_on,25,0,15,,,,,,,,,15,62,70,,
540,note_on,0,0,2,,,,,,,,,0,74,70,,
540,note_on,0,0,2,,,,,,,,,0,78,70,,
540,note_on,30,0,2,,,,,,,,,0,76,0,,
540,note_on,25,0,5,,,,,,,,,4,62,70,,
540,note_on,120,0,3,,,,,,,,,1,50,70,,
570,note_on,0,0,16,,,,,,,,,3,69,0,,
570,note_on,210,0,16,,,,,,,,,3,69,0,,
570,note_on,0,0,6,,,,,,,,,5,62,70,,
570,note_on,0,0,4,,,,,,,,,2,62,70,,
570,note_on,0,0,7,,,,,,,,,6,62,70,,
570,note_on,210,0,7,,,,,,,,,6,69,0,,
570,note_on,210,0,4,,,,,,,,,2,69,0,,
570,note_on,0,0,4,,,,,,,,,2,69,0,,
570,note_on,0,0,4,,,,,,,,,2,62,70,,
570,note_on,210,0,8,,,,,,,,,7,69,0,,
570,note_on,0,0,8,,,,,,,,,7,62,70,,
570,note_on,0,0,16,,,,,,,,,3,62,70,,
570,note_on,0,0,16,,,,,,,,,3,62,70,,
570,note_on,210,0,6,,,,,,,,,5,69,0,,
575,note_on,0,0,2,,,,,,,,,0,78,0,,
575,note_on,35,0,15,,,,,,,,,15,62,0,,
575,note_on,35,0,9,,,,,,,,,8,62,0,,
575,note_on,35,0,5,,,,,,,,,4,62,0,,
575,note_on,35,0,2,,,,,,,,,0,74,0,,
600,note_on,25,0,15,,,,,,,,,15,50,70,,
600,note_on,0,0,7,,,,,,,,,6,66,70,,
600,note_on,30,0,7,,,,,,,,,6,62,0,,
600,note_on,0,0,2,,,,,,,,,0,69,70,,
600,note_on,25,0,2,,,,,,,,,0,74,70,,
600,note_on,0,0,6,,,,,,,,,5,66,70,,
600,note_on,30,0,6,,,,,,,,,5,62,0,,
600,note_on,0,0,16,,,,,,,,,3,66,70,,
600,note_on,0,0,16,,,,,,,,,3,66,70,,
600,note_on,0,0,4,,,,,,,,,2,62,0,,
600,note_on,0,0,16,,,,,,,,,3,62,0,,
600,note_on,30,0,8,,,,,,,,,7,62,0,,
600,note_on,0,0,8,,,,,,,,,7,66,70,,
600,note_on,60,0,3,,,,,,,,,1,50,0,,
600,note_on,25,0,5,,,,,,,,,4,50,70,,
600,note_on,30,0,4,,,,,,,,,2,62,0,,
600,note_on,25,0,9,,,,,,,,,8,50,70,,
600,note_on,30,0,16,,,,,,,,,3,62,0,,
600,note_on,0,0,4,,,,,,,,,2,66,70,,
600,note_on,0,0,4,,,,,,,,,2,66,70,,
630,note_on,30,0,6,,,,,,,,,5,66,0,,
630,note_on,0,0,6,,,,,,,,,5,69,70,,
630,note_on,0,0,8,,,,,,,,,7,69,70,,
630,note_on,30,0,8,,,,,,,,,7,66,0,,
630,note_on,0,0,7,,,,,,,,,6,69,70,,
630,note_on,0,0,4,,,,,,,,,2,69,70,,
630,note_on,0,0,4,,,,,,,,,2,69,70,,
630,note_on,0,0,4,,,,,,,,,2,66,0,,
630,note_on,30,0,4,,,,,,,,,2,66,0,,
630,note_on,30,0,7,,,,,,,,,6,66,0,,
630,note_on,0,0,16,,,,,,,,,3,69,70,,
630,note_on,30,0,16,,,,,,,,,3,66,0,,
630,note_on,0,0,16,,,,,,,,,3,69,70,,
630,note_on,0,0,16,,,,,,,,,3,66,0,,
635,note_on,35,0,9,,,,,,,,,8,50,0,,
635,note_on,0,0,2,,,,,,,,,0,74,0,,
635,note_on,35,0,2,,,,,,,,,0,69,0,,
635,note_on,35,0,5,,,,,,,,,4,50,0,,
635,note_on,35,0,15,,,,,,,,,15,50,0,,
660,note_on,25,0,5,,,,,,,,,4,62,70,,
660,note_on,30,0,8,,,,,,,,,7,69,0,,
660,note_on,30,0,7,,,,,,,,,6,69,0,,
660,note_on,0,0,7,,,,,,,,,6,66,70,,
660,note_on,0,0,8,,,,,,,,,7,66,70,,
660,note_on,25,0,15,,,,,,,,,15,62,70,,
660,note_on,0,0,4,,,,,,,,,2,66,70,,
660,note_on,0,0,4,,,,,,,,,2,69,0,,
660,note_on,30,0,16,,,,,,,,,3,69,0,,
660,note_on,0,0,16,,,,,,,,,3,69,0,,
660,note_on,0,0,16,,,,,,,,,3,66,70,,
660,note_on,0,0,16,,,,,,,,,3,66,70,,
660,note_on,0,0,2,,,,,,,,,0,74,70,,
660,note_on,25,0,2,,,,,,,,,0,78,70,,
660,note_on,0,0,6,,,,,,,,,5,66,70,,
660,note_on,30,0,6,,,,,,,,,5,69,0,,
660,note_on,25,0,9,,,,,,,,,8,62,70,,
660,note_on,30,0,4,,,,,,,,,2,69,0,,
660,note_on,0,0,4,,,,,,,,,2,66,70,,
690,note_on,0,0,16,,,,,,,,,3,62,70,,
690,note_on,0,0,4,,,,,,,,,2,62,70,,
690,note_on,0,0,4,,,,,,,,,2,62,70,,
690,note_on,0,0,4,,,,,,,,,2,66,0,,
690,note_on,30,0,4,,,,,,,,,2,66,0,,
690,note_on,0,0,16,,,,,,,,,3,62,70,,
690,note_on,0,0,7,,,,,,,,,6,62,70,,
690,note_on,0,0,8,,,,,,,,,7,62,70,,
690,note_on,30,0,16,,,,,,,,,3,66,0,,
690,note_on,0,0,16,,,,,,,,,3,66,0,,
690,note_on,0,0,6,,,,,,,,,5,62,70,,
690,note_on,30,0,6,,,,,,,,,5,66,0,,
690,note_on,30,0,8,,,,,,,,,7,66,0,,
690,note_on,30,0,7,,,,,,,,,6,66,0,,
695,note_on,0,0,2,,,,,,,,,0,78,0,,
695,note_on,35,0,2,,,,,,,,,0,74,0,,
720,note_on,30,0,8,,,,,,,,,7,62,0,,
720,note_on,0,0,8,,,,,,,,,7,69,70,,
720,note_on,0,0,6,,,,,,,,,5,69,70,,
720,note_on,30,0,6,,,,,,,,,5,62,0,,
720,note_on,0,0,4,,,,,,,,,2,69,70,,
720,note_on,0,0,4,,,,,,,,,2,69,70,,
720,note_on,30,0,4,,,,,,,,,2,62,0,,
720,note_on,25,0,2,,,,,,,,,0,79,70,,
720,note_on,0,0,2,,,,,,,,,0,76,70,,
720,note_on,0,0,4,,,,,,,,,2,62,0,,
720,note_on,120,0,3,,,,,,,,,1,45,70,,
720,note_on,30,0,16,,,,,,,,,3,62,0,,
720,note_on,30,0,7,,,,,,,,,6,62,0,,
720,note_on,0,0,7,,,,,,,,,6,69,70,,
720,note_on,0,0,16,,,,,,,,,3,62,0,,
720,note_on,0,0,16,,,,,,,,,3,69,70,,
720,note_on,0,0,16,,,,,,,,,3,69,70,,
755,note_on,35,0,2,,,,,,,,,0,76,0,,
755,note_on,0,0,2,,,,,,,,,0,79,0,,
755,note_on,95,0,9,,,,,,,,,8,62,0,,
755,note_on,95,0,5,,,,,,,,,4,62,0,,
755,note_on,95,0,15,,,,,,,,,15,62,0,,
780,note_on,25,0,5,,,,,,,,,4,61,70,,
780,note_on,25,0,15,,,,,,,,,15,61,70,,
780,note_on,0,0,2,,,,,,,,,0,78,70,,
780,note_on,25,0,2,,,,,,,,,0,81,70,,
780,note_on,25,0,9,,,,,,,,,8,61,70,,
780,note_on,60,0,3,,,,,,,,,1,45,0,,
810,note_on,0,0,2,,,,,,,,,0,76,70,,
810,note_on,0,0,2,,,,,,,,,0,81,0,,
810,note_on,0,0,2,,,,,,,,,0,79,70,,
810,note_on,30,0,2,,,,,,,,,0,78,0,,
815,note_on,35,0,9,,,,,,,,,8,61,0,,
815,note_on,35,0,15,,,,,,,,,15,61,0,,
815,note_on,35,0,5,,,,,,,,,4,61,0,,
840,note_on,25,0,15,,,,,,,,,15,57,70,,
840,note_on,0,0,2,,,,,,,,,0,74,70,,
840,note_on,0,0,2,,,,,,,,,0,78,70,,
840,note_on,0,0,2,,,,,,,,,0,79,0,,
840,note_on,30,0,2,,,,,,,,,0,76,0,,
840,note_on,25,0,9,,,,,,,,,8,57,70,,
840,note_on,25,0,5,,,,,,,,,4,57,70,,
870,note_on,0,0,2,,,,,,,,,0,76,70,,
870,note_on,0,0,2,,,,,,,,,0,79,70,,
870,note_on,0,0,2,,,,,,,,,0,78,0,,
870,note_on,30,0,2,,,,,,,,,0,74,0,,
875,note_on,35,0,15,,,,,,,,,15,57,0,,
875,note_on,35,0,5,,,,,,,,,4,57,0,,
875,note_on,35,0,9,,,,,,,,,8,57,0,,
900,note_on,120,0,3,,,,,,,,,1,50,70,,
900,note_on,0,0,2,,,,,,,,,0,74,70,,
900,note_on,25,0,15,,,,,,,,,15,50,70,,
900,note_on,0,0,2,,,,,,,,,0,78,70,,
900,note_on,0,0,2,,,,,,,,,0,81,70,,
900,note_on,0,0,2,,,,,,,,,0,79,0,,
900,note_on,30,0,2,,,,,,,,,0,76,0,,
900,note_on,25,0,5,,,,,,,,,4,50,70,,
900,note_on,25,0,9,,,,,,,,,8,50,70,,
930,note_on,0,0,16,,,,,,,,,3,69,0,,
930,note_on,210,0,6,,,,,,,,,5,69,0,,
930,note_on,0,0,4,,,,,,,,,2,69,70,,
930,note_on,210,0,16,,,,,,,,,3,69,0,,
930,note_on,0,0,6,,,,,,,,,5,69,70,,
930,note_on,0,0,16,,,,,,,,,3,69,70,,
930,note_on,210,0,4,,,,,,,,,2,69,0,,
930,note_on,0,0,16,,,,,,,,,3,69,70,,
930,note_on,0,0,4,,,,,,,,,2,69,70,,
930,note_on,0,0,4,,,,,,,,,2,69,0,,
935,note_on,35,0,2,,,,,,,,,0,74,0,,
935,note_on,0,0,2,,,,,,,,,0,78,0,,
935,note_on,35,0,15,,,,,,,,,15,50,0,,
935,note_on,35,0,9,,,,,,,,,8,50,0,,
935,note_on,215,0,8,,,,,,,,,7,69,0,,
935,note_on,35,0,5,,,,,,,,,4,50,0,,
935,note_on,215,0,7,,,,,,,,,6,69,0,,
960,note_on,25,0,9,,,,,,,,,8,50,70,,
960,note_on,25,0,15,,,,,,,,,15,50,70,,
960,note_on,0,0,4,,,,,,,,,2,74,70,,
960,note_on,0,0,4,,,,,,,,,2,69,0,,
960,note_on,30,0,4,,,,,,,,,2,69,0,,
960,note_on,25,0,5,,,,,,,,,4,50,70,,
960,note_on,0,0,4,,,,,,,,,2,74,70,,
960,note_on,25,0,8,,,,,,,,,7,66,70,,
960,note_on,60,0,3,,,,,,,,,1,50,0,,
960,note_on,0,0,16,,,,,,,,,3,74,70,,
960,note_on,30,0,6,,,,,,,,,5,69,0,,
960,note_on,0,0,3,,,,,,,,,1,50,70,,
960,note_on,0,0,16,,,,,,,,,3,74,70,,
960,note_on,25,0,7,,,,,,,,,6,69,70,,
960,note_on,0,0,6,,,,,,,,,5,74,70,,
960,note_on,0,0,16,,,,,,,,,3,69,0,,
960,note_on,30,0,16,,,,,,,,,3,69,0,,
960,note_on,25,0,2,,,,,,,,,0,81,70,,
960,note_on,0,0,2,,,,,,,,,0,69,70,,
990,note_on,0,0,4,,,,,,,,,2,78,70,,
990,note_on,30,0,6,,,,,,,,,5,74,0,,
990,note_on,0,0,16,,,,,,,,,3,78,70,,
990,note_on,0,0,6,,,,,,,,,5,78,70,,
990,note_on,30,0,16,,,,,,,,,3,74,0,,
990,note_on,0,0,16,,,,,,,,,3,74,0,,
990,note_on,0,0,4,,,,,,,,,2,78,70,,
990,note_on,0,0,4,,,,,,,,,2,74,0,,
990,note_on,0,0,16,,,,,,,,,3,78,70,,
990,note_on,30,0,4,,,,,,,,,2,74,0,,
995,note_on,35,0,15,,,,,,,,,15,50,0,,
995,note_on,35,0,9,,,,,,,,,8,50,0,,
995,note_on,35,0,2,,,,,,,,,0,69,0,,
995,note_on,35,0,8,,,,,,,,,7,66,0,,
995,note_on,0,0,2,,,,,,,,,0,81,0,,
995,note_on,35,0,5,,,,,,,,,4,50,0,,
995,note_on,35,0,7,,,,,,,,,6,69,0,,
1020,note_on,0,0,16,,,,,,,,,3,78,0,,
1020,note_on,0,0,3,,,,,,,,,1,45,70,,
1020,note_on,30,0,16,,,,,,,,,3,78,0,,
1020,note_on,25,0,8,,,,,,,,,7,64,70,,
1020,note_on,0,0,16,,,,,,,,,3,81,70,,
1020,note_on,25,0,15,,,,,,,,,15,52,70,,
1020,note_on,30,0,6,,,,,,,,,5,78,0,,
1020,note_on,0,0,6,,,,,,,,,5,81,70,,
1020,note_on,25,0,9,,,,,,,,,8,52,70,,
1020,note_on,25,0,7,,,,,,,,,6,73,70,,
1020,note_on,30,0,4,,,,,,,,,2,78,0,,
1020,note_on,25,0,2,,,,,,,,,0,79,70,,
1020,note_on,25,0,5,,,,,,,,,4,52,70,,
1020,note_on,0,0,4,,,,,,,,,2,78,0,,
1020,note_on,0,0,4,,,,,,,,,2,81,70,,
1020,note_on,60,0,3,,,,,,,,,1,50,0,,
1020,note_on,0,0,4,,,,,,,,,2,81,70,,
1020,note_on,0,0,2,,,,,,,,,0,69,70,,
1020,note_on,0,0,16,,,,,,,,,3,81,70,,
1050,note_on,0,0,4,,,,,,,,,2,73,70,,
1050,note_on,30,0,4,,,,,,,,,2,81,0,,
1050,note_on,0,0,4,,,,,,,,,2,81,0,,
1050,note_on,0,0,16,,,,,,,,,3,73,70,,
1050,note_on,30,0,6,,,,,,,,,5,81,0,,
1050,note_on,0,0,6,,,,,,,,,5,73,70,,
1050,note_on,0,0,4,,,,,,,,,2,73,70,,
1050,note_on,30,0,16,,,,,,,,,3,81,0,,
1050,note_on,0,0,16,,,,,,,,,3,81,0,,
1050,note_on,0,0,16,,,,,,,,,3,73,70,,
1055,note_on,0,0,2,,,,,,,,,0,79,0,,
1055,note_on,35,0,5,,,,,,,,,4,52,0,,
1055,note_on,35,0,15,,,,,,,,,15,52,0,,
1055,note_on,35,0,7,,,,,,,,,6,73,0,,
1055,note_on,35,0,9,,,,,,,,,8,52,0,,
1055,note_on,35,0,8,,,,,,,,,7,64,0,,
1055,note_on,35,0,2,,,,,,,,,0,69,0,,
1080,note_on,25,0,7,,,,,,,,,6,69,70,,
1080,note_on,25,0,5,,,,,,,,,4,54,70,,
1080,note_on,25,0,2,,,,,,,,,0,78,70,,
1080,note_on,25,0,9,,,,,,,,,8,54,70,,
1080,note_on,25,0,8,,,,,,,,,7,62,70,,
1080,note_on,0,0,16,,,,,,,,,3,73,0,,
1080,note_on,0,0,16,,,,,,,,,3,74,70,,
1080,note_on,0,0,6,,,,,,,,,5,74,70,,
1080,note_on,30,0,6,,,,,,,,,5,73,0,,
1080,note_on,0,0,2,,,,,,,,,0,69,70,,
1080,note_on,60,0,3,,,,,,,,,1,45,0,,
1080,note_on,30,0,16,,,,,,,,,3,73,0,,
1080,note_on,0,0,3,,,,,,,,,1,50,70,,
1080,note_on,0,0,4,,,,,,,,,2,74,70,,
1080,note_on,0,0,4,,,,,,,,,2,74,70,,
1080,note_on,0,0,4,,,,,,,,,2,73,0,,
1080,note_on,30,0,4,,,,,,,,,2,73,0,,
1080,note_on,0,0,16,,,,,,,,,3,74,70,,
1080,note_on,25,0,15,,,,,,,,,15,54,70,,
1110,note_on,30,0,16,,,,,,,,,3,74,0,,
1110,note_on,0,0,16,,,,,,,,,3,74,0,,
1110,note_on,0,0,16,,,,,,,,,3,78,70,,
1110,note_on,0,0,6,,,,,,,,,5,78,70,,
1110,note_on,30,0,6,,,,,,,,,5,74,0,,
1110,note_on,0,0,16,,,,,,,,,3,78,70,,
1110,note_on,0,0,4,,,,,,,,,2,78,70,,
1110,note_on,0,0,4,,,,,,,,,2,74,0,,
1110,note_on,30,0,4,,,,,,,,,2,74,0,,
1110,note_on,0,0,4,,,,,,,,,2,78,70,,
1115,note_on,35,0,7,,,,,,,,,6,69,0,,
1115,note_on,0,0,2,,,,,,,,,0,81,0,,
1115,note_on,35,0,5,,,,,,,,,4,54,0,,
1115,note_on,35,0,8,,,,,,,,,7,62,0,,
1115,note_on,35,0,15,,,,,,,,,15,54,0,,
1115,note_on,35,0,9,,,,,,,,,8,54,0,,
1115,note_on,35,0,2,,,,,,,,,0,69,0,,
1115,note_on,0,0,2,,,,,,,,,0,78,0,,
1140,note_on,25,0,15,,,,,,,,,15,55,70,,
1140,note_on,30,0,4,,,,,,,,,2,78,0,,
1140,note_on,0,0,4,,,,,,,,,2,78,0,,
1140,note_on,0,0,6,,,,,,,,,5,83,70,,
1140,note_on,30,0,6,,,,,,,,,5,78,0,,
1140,note_on,0,0,4,,,,,,,,,2,83,70,,
1140,note_on,0,0,2,,,,,,,,,0,74,70,,
1140,note_on,25,0,7,,,,,,,,,6,69,70,,
1140,note_on,60,0,3,,,,,,,,,1,50,0,,
1140,note_on,0,0,3,,,,,,,,,1,50,70,,
1140,note_on,0,0,4,,,,,,,,,2,83,70,,
1140,note_on,25,0,9,,,,,,,,,8,55,70,,
1140,note_on,25,0,8,,,,,,,,,7,62,70,,
1140,note_on,0,0,2,,,,,,,,,0,62,70,,
1140,note_on,30,0,16,,,,,,,,,3,78,0,,
1140,note_on,0,0,16,,,,,,,,,3,83,70,,
1140,note_on,25,0,5,,,,,,,,,4,55,70,,
1140,note_on,0,0,16,,,,,,,,,3,83,70,,
1140,note_on,25,0,2,,,,,,,,,0,83,70,,
1140,note_on,0,0,16,,,,,,,,,3,78,0,,
1170,note_on,30,0,2,,,,,,,,,0,83,0,,
1170,note_on,0,0,2,,,,,,,,,0,81,70,,
1170,note_on,30,0,3,,,,,,,,,1,50,0,,
1170,note_on,0,0,3,,,,,,,,,1,50,70,,
1170,note_on,30,0,4,,,,,,,,,2,83,0,,
1170,note_on,0,0,9,,,,,,,,,8,54,70,,
1170,note_on,0,0,4,,,,,,,,,2,83,0,,
1170,note_on,0,0,4,,,,,,,,,2,81,70,,
1170,note_on,0,0,4,,,,,,,,,2,81,70,,
1170,note_on,30,0,9,,,,,,,,,8,55,0,,
1170,note_on,0,0,16,,,,,,,,,3,81,70,,
