tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,pitch,note,velocity
1560,note_on,1,0,1,,,,,,,,,,,,,,,0,,40,127
1680,note_on,120,0,1,,,,,,,,,,,,,,,0,,55,127
1775,note_on,95,0,1,,,,,,,,,,,,,,,0,,55,0
1776,note_on,1,0,1,,,,,,,,,,,,,,,0,,54,127
1871,note_on,95,0,1,,,,,,,,,,,,,,,0,,54,0
1872,note_on,1,0,1,,,,,,,,,,,,,,,0,,55,127
1967,note_on,95,0,1,,,,,,,,,,,,,,,0,,55,0
1968,note_on,1,0,1,,,,,,,,,,,,,,,0,,51,127
2063,note_on,95,0,1,,,,,,,,,,,,,,,0,,51,0
2064,note_on,1,0,1,,,,,,,,,,,,,,,0,,54,127
2159,note_on,95,0,1,,,,,,,,,,,,,,,0,,54,0
2160,note_on,1,0,1,,,,,,,,,,,,,,,0,,52,127
2255,note_on,95,0,1,,,,,,,,,,,,,,,0,,52,0
2256,note_on,1,0,1,,,,,,,,,,,,,,,0,,51,127
2327,note_on,71,0,1,,,,,,,,,,,,,,,0,,40,0
2351,note_on,24,0,1,,,,,,,,,,,,,,,0,,51,0
2352,note_on,1,0,1,,,,,,,,,,,,,,,0,,52,127
2447,note_on,95,0,1,,,,,,,,,,,,,,,0,,52,0
2448,note_on,1,0,1,,,,,,,,,,,,,,,0,,52,127
2544,note_on,96,0,1,,,,,,,,,,,,,,,0,,51,127
2638,note_on,94,0,1,,,,,,,,,,,,,,,0,,52,0
2639,note_on,1,0,1,,,,,,,,,,,,,,,0,,51,0
2640,note_on,1,0,1,,,,,,,,,,,,,,,0,,52,127
2736,note_on,96,0,1,,,,,,,,,,,,,,,0,,40,127
2830,note_on,94,0,1,,,,,,,,,,,,,,,0,,52,0
2856,note_on,26,0,1,,,,,,,,,,,,,,,0,,64,127
2951,note_on,95,0,1,,,,,,,,,,,,,,,0,,64,0
2952,note_on,1,0,1,,,,,,,,,,,,,,,0,,63,127
3047,note_on,95,0,1,,,,,,,,,,,,,,,0,,63,0
3048,note_on,1,0,1,,,,,,,,,,,,,,,0,,64,127
3143,note_on,95,0,1,,,,,,,,,,,,,,,0,,64,0
3144,note_on,1,0,1,,,,,,,,,,,,,,,0,,59,127
3239,note_on,95,0,1,,,,,,,,,,,,,,,0,,59,0
3240,note_on,1,0,1,,,,,,,,,,,,,,,0,,62,127
3335,note_on,95,0,1,,,,,,,,,,,,,,,0,,62,0
3336,note_on,1,0,1,,,,,,,,,,,,,,,0,,60,127
3412,note_on,76,0,1,,,,,,,,,,,,,,,0,,40,0
3431,note_on,19,0,1,,,,,,,,,,,,,,,0,,60,0
3432,note_on,1,0,1,,,,,,,,,,,,,,,0,,59,127
3527,note_on,95,0,1,,,,,,,,,,,,,,,0,,59,0
3528,note_on,1,0,1,,,,,,,,,,,,,,,0,,60,127
3624,note_on,96,0,1,,,,,,,,,,,,,,,0,,57,127
3719,note_on,95,0,1,,,,,,,,,,,,,,,0,,57,0
3720,note_on,1,0,1,,,,,,,,,,,,,,,0,,56,127
3815,note_on,95,0,1,,,,,,,,,,,,,,,0,,56,0
3816,note_on,1,0,1,,,,,,,,,,,,,,,0,,57,127
3908,note_on,92,0,1,,,,,,,,,,,,,,,0,,60,0
3911,note_on,3,0,1,,,,,,,,,,,,,,,0,,57,0
3912,note_on,1,0,1,,,,,,,,,,,,,,,0,,45,127
4032,note_on,120,0,1,,,,,,,,,,,,,,,0,,66,127
4127,note_on,95,0,1,,,,,,,,,,,,,,,0,,66,0
4128,note_on,1,0,1,,,,,,,,,,,,,,,0,,64,127
4223,note_on,95,0,1,,,,,,,,,,,,,,,0,,64,0
4224,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
4319,note_on,95,0,1,,,,,,,,,,,,,,,0,,66,0
4320,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
4392,note_on,72,0,1,,,,,,,,,,,,,,,0,,45,0
4415,note_on,23,0,1,,,,,,,,,,,,,,,0,,61,0
4416,note_on,1,0,1,,,,,,,,,,,,,,,0,,64,127
4511,note_on,95,0,1,,,,,,,,,,,,,,,0,,64,0
4512,note_on,1,0,1,,,,,,,,,,,,,,,0,,63,127
4607,note_on,95,0,1,,,,,,,,,,,,,,,0,,63,0
4608,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
4703,note_on,95,0,1,,,,,,,,,,,,,,,0,,61,0
4704,note_on,1,0,1,,,,,,,,,,,,,,,0,,63,127
4800,note_on,96,0,1,,,,,,,,,,,,,,,0,,59,127
4895,note_on,95,0,1,,,,,,,,,,,,,,,0,,59,0
4896,note_on,1,0,1,,,,,,,,,,,,,,,0,,58,127
4991,note_on,95,0,1,,,,,,,,,,,,,,,0,,58,0
4992,note_on,1,0,1,,,,,,,,,,,,,,,0,,59,127
5084,note_on,92,0,1,,,,,,,,,,,,,,,0,,63,0
5087,note_on,3,0,1,,,,,,,,,,,,,,,0,,59,0
5088,note_on,1,0,1,,,,,,,,,,,,,,,0,,47,127
5208,note_on,120,0,1,,,,,,,,,,,,,,,0,,71,127
5303,note_on,95,0,1,,,,,,,,,,,,,,,0,,71,0
5304,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
5399,note_on,95,0,1,,,,,,,,,,,,,,,0,,69,0
5400,note_on,1,0,1,,,,,,,,,,,,,,,0,,71,127
5495,note_on,95,0,1,,,,,,,,,,,,,,,0,,71,0
5496,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
5591,note_on,95,0,1,,,,,,,,,,,,,,,0,,66,0
5592,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
5663,note_on,71,0,1,,,,,,,,,,,,,,,0,,47,0
5687,note_on,24,0,1,,,,,,,,,,,,,,,0,,69,0
5688,note_on,1,0,1,,,,,,,,,,,,,,,0,,67,127
5783,note_on,95,0,1,,,,,,,,,,,,,,,0,,67,0
5784,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
5879,note_on,95,0,1,,,,,,,,,,,,,,,0,,66,0
5880,note_on,1,0,1,,,,,,,,,,,,,,,0,,67,127
5976,note_on,96,0,1,,,,,,,,,,,,,,,0,,64,127
6071,note_on,95,0,1,,,,,,,,,,,,,,,0,,64,0
6072,note_on,1,0,1,,,,,,,,,,,,,,,0,,63,127
6167,note_on,95,0,1,,,,,,,,,,,,,,,0,,63,0
6168,note_on,1,0,1,,,,,,,,,,,,,,,0,,64,127
6260,note_on,92,0,1,,,,,,,,,,,,,,,0,,67,0
6264,note_on,4,0,1,,,,,,,,,,,,,,,0,,52,127
6360,note_on,96,0,1,,,,,,,,,,,,,,,0,,72,127
6448,note_on,88,0,1,,,,,,,,,,,,,,,0,,64,0
6455,note_on,7,0,1,,,,,,,,,,,,,,,0,,72,0
6456,note_on,0,0,1,,,,,,,,,,,,,,,0,,71,127
6456,note_on,1,0,1,,,,,,,,,,,,,,,0,,64,127
6544,note_on,88,0,1,,,,,,,,,,,,,,,0,,52,0
6551,note_on,7,0,1,,,,,,,,,,,,,,,0,,71,0
6552,note_on,1,0,1,,,,,,,,,,,,,,,0,,72,127
6647,note_on,95,0,1,,,,,,,,,,,,,,,0,,64,0
6648,note_on,1,0,1,,,,,,,,,,,,,,,0,,62,127
6648,note_on,0,0,1,,,,,,,,,,,,,,,0,,66,127
6743,note_on,95,0,1,,,,,,,,,,,,,,,0,,72,0
6744,note_on,1,0,1,,,,,,,,,,,,,,,0,,71,127
6839,note_on,95,0,1,,,,,,,,,,,,,,,0,,66,0
6839,note_on,0,0,1,,,,,,,,,,,,,,,0,,62,0
6840,note_on,1,0,1,,,,,,,,,,,,,,,0,,60,127
6840,note_on,0,0,1,,,,,,,,,,,,,,,0,,64,127
6935,note_on,95,0,1,,,,,,,,,,,,,,,0,,71,0
6936,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
7031,note_on,95,0,1,,,,,,,,,,,,,,,0,,64,0
7031,note_on,0,0,1,,,,,,,,,,,,,,,0,,60,0
7032,note_on,1,0,1,,,,,,,,,,,,,,,0,,63,127
7032,note_on,0,0,1,,,,,,,,,,,,,,,0,,59,127
7056,note_on,24,0,1,,,,,,,,,,,,,,,0,,69,0
7146,note_on,90,0,1,,,,,,,,,,,,,,,0,,67,127
7244,note_on,98,0,1,,,,,,,,,,,,,,,0,,67,0
7245,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
7312,note_on,0,0,1,,,,,,,,,,,,,,,0,,63,0
7312,note_on,67,0,1,,,,,,,,,,,,,,,0,,59,0
7343,note_on,31,0,1,,,,,,,,,,,,,,,0,,66,0
7344,note_on,1,0,1,,,,,,,,,,,,,,,0,,67,127
7440,note_on,96,0,1,,,,,,,,,,,,,,,0,,64,127
7440,note_on,0,0,1,,,,,,,,,,,,,,,0,,60,127
7464,note_on,24,0,1,,,,,,,,,,,,,,,0,,67,0
7536,note_on,72,0,1,,,,,,,,,,,,,,,0,,69,127
7631,note_on,95,0,1,,,,,,,,,,,,,,,0,,60,0
7631,note_on,0,0,1,,,,,,,,,,,,,,,0,,64,0
7632,note_on,1,0,1,,,,,,,,,,,,,,,0,,59,127
7632,note_on,0,0,1,,,,,,,,,,,,,,,0,,62,127
7726,note_on,94,0,1,,,,,,,,,,,,,,,0,,69,0
7728,note_on,2,0,1,,,,,,,,,,,,,,,0,,67,127
7823,note_on,95,0,1,,,,,,,,,,,,,,,0,,62,0
7823,note_on,0,0,1,,,,,,,,,,,,,,,0,,59,0
7824,note_on,1,0,1,,,,,,,,,,,,,,,0,,57,127
7824,note_on,0,0,1,,,,,,,,,,,,,,,0,,60,127
7919,note_on,95,0,1,,,,,,,,,,,,,,,0,,67,0
7920,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
8015,note_on,0,0,1,,,,,,,,,,,,,,,0,,57,0
8015,note_on,95,0,1,,,,,,,,,,,,,,,0,,60,0
8016,note_on,0,0,1,,,,,,,,,,,,,,,0,,59,127
8016,note_on,1,0,1,,,,,,,,,,,,,,,0,,55,127
8111,note_on,95,0,1,,,,,,,,,,,,,,,0,,66,0
8112,note_on,1,0,1,,,,,,,,,,,,,,,0,,64,127
8207,note_on,0,0,1,,,,,,,,,,,,,,,0,,55,0
8207,note_on,95,0,1,,,,,,,,,,,,,,,0,,59,0
8208,note_on,1,0,1,,,,,,,,,,,,,,,0,,54,127
8208,note_on,0,0,1,,,,,,,,,,,,,,,0,,57,127
8232,note_on,24,0,1,,,,,,,,,,,,,,,0,,64,0
8322,note_on,90,0,1,,,,,,,,,,,,,,,0,,63,127
8420,note_on,98,0,1,,,,,,,,,,,,,,,0,,63,0
8421,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
8488,note_on,67,0,1,,,,,,,,,,,,,,,0,,57,0
8488,note_on,0,0,1,,,,,,,,,,,,,,,0,,54,0
8519,note_on,31,0,1,,,,,,,,,,,,,,,0,,61,0
8520,note_on,1,0,1,,,,,,,,,,,,,,,0,,63,127
8624,note_on,0,0,1,,,,,,,,,,,,,,,0,,55,127
8624,note_on,104,0,1,,,,,,,,,,,,,,,0,,59,127
8640,note_on,16,0,1,,,,,,,,,,,,,,,0,,63,0
8720,note_on,80,0,1,,,,,,,,,,,,,,,0,,64,127
8815,note_on,95,0,1,,,,,,,,,,,,,,,0,,55,0
8815,note_on,0,0,1,,,,,,,,,,,,,,,0,,59,0
8816,note_on,1,0,1,,,,,,,,,,,,,,,0,,54,127
8816,note_on,0,0,1,,,,,,,,,,,,,,,0,,57,127
8911,note_on,95,0,1,,,,,,,,,,,,,,,0,,64,0
8912,note_on,1,0,1,,,,,,,,,,,,,,,0,,62,127
9007,note_on,95,0,1,,,,,,,,,,,,,,,0,,57,0
9007,note_on,0,0,1,,,,,,,,,,,,,,,0,,54,0
9008,note_on,0,0,1,,,,,,,,,,,,,,,0,,55,127
9008,note_on,1,0,1,,,,,,,,,,,,,,,0,,52,127
9103,note_on,95,0,1,,,,,,,,,,,,,,,0,,62,0
9104,note_on,1,0,1,,,,,,,,,,,,,,,0,,60,127
9199,note_on,0,0,1,,,,,,,,,,,,,,,0,,52,0
9199,note_on,95,0,1,,,,,,,,,,,,,,,0,,55,0
9200,note_on,1,0,1,,,,,,,,,,,,,,,0,,50,127
9200,note_on,0,0,1,,,,,,,,,,,,,,,0,,54,127
9295,note_on,95,0,1,,,,,,,,,,,,,,,0,,60,0
9296,note_on,1,0,1,,,,,,,,,,,,,,,0,,59,127
9391,note_on,95,0,1,,,,,,,,,,,,,,,0,,54,0
9391,note_on,0,0,1,,,,,,,,,,,,,,,0,,50,0
9392,note_on,1,0,1,,,,,,,,,,,,,,,0,,52,127
9392,note_on,0,0,1,,,,,,,,,,,,,,,0,,48,127
9487,note_on,95,0,1,,,,,,,,,,,,,,,0,,59,0
9488,note_on,1,0,1,,,,,,,,,,,,,,,0,,59,127
9583,note_on,95,0,1,,,,,,,,,,,,,,,0,,59,0
9584,note_on,1,0,1,,,,,,,,,,,,,,,0,,57,127
9679,note_on,95,0,1,,,,,,,,,,,,,,,0,,57,0
9680,note_on,1,0,1,,,,,,,,,,,,,,,0,,56,127
9775,note_on,95,0,1,,,,,,,,,,,,,,,0,,56,0
9776,note_on,1,0,1,,,,,,,,,,,,,,,0,,57,127
9871,note_on,95,0,1,,,,,,,,,,,,,,,0,,48,0
9872,note_on,1,0,1,,,,,,,,,,,,,,,0,,48,127
9967,note_on,95,0,1,,,,,,,,,,,,,,,0,,48,0
9967,note_on,0,0,1,,,,,,,,,,,,,,,0,,57,0
9968,note_on,1,0,1,,,,,,,,,,,,,,,0,,47,127
9968,note_on,0,0,1,,,,,,,,,,,,,,,0,,64,127
10063,note_on,95,0,1,,,,,,,,,,,,,,,0,,47,0
10064,note_on,1,0,1,,,,,,,,,,,,,,,0,,45,127
10159,note_on,95,0,1,,,,,,,,,,,,,,,0,,45,0
10159,note_on,0,0,1,,,,,,,,,,,,,,,0,,64,0
10159,note_on,0,0,1,,,,,,,,,,,,,,,0,,52,0
10160,note_on,1,0,1,,,,,,,,,,,,,,,0,,47,127
10160,note_on,0,0,1,,,,,,,,,,,,,,,0,,63,127
10280,note_on,120,0,1,,,,,,,,,,,,,,,0,,57,127
10375,note_on,95,0,1,,,,,,,,,,,,,,,0,,57,0
10376,note_on,1,0,1,,,,,,,,,,,,,,,0,,55,127
10471,note_on,95,0,1,,,,,,,,,,,,,,,0,,55,0
10472,note_on,1,0,1,,,,,,,,,,,,,,,0,,54,127
10567,note_on,95,0,1,,,,,,,,,,,,,,,0,,54,0
10568,note_on,1,0,1,,,,,,,,,,,,,,,0,,55,127
10639,note_on,71,0,1,,,,,,,,,,,,,,,0,,63,0
10682,note_on,43,0,1,,,,,,,,,,,,,,,0,,59,127
10779,note_on,97,0,1,,,,,,,,,,,,,,,0,,59,0
10780,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
10877,note_on,97,0,1,,,,,,,,,,,,,,,0,,61,0
10878,note_on,1,0,1,,,,,,,,,,,,,,,0,,63,127
10975,note_on,97,0,1,,,,,,,,,,,,,,,0,,63,0
10976,note_on,1,0,1,,,,,,,,,,,,,,,0,,64,127
11047,note_on,71,0,1,,,,,,,,,,,,,,,0,,55,0
11090,note_on,43,0,1,,,,,,,,,,,,,,,0,,55,127
11090,note_on,0,0,1,,,,,,,,,,,,,,,0,,59,127
11187,note_on,97,0,1,,,,,,,,,,,,,,,0,,59,0
11187,note_on,0,0,1,,,,,,,,,,,,,,,0,,55,0
11188,note_on,1,0,1,,,,,,,,,,,,,,,0,,57,127
11188,note_on,0,0,1,,,,,,,,,,,,,,,0,,60,127
11285,note_on,0,0,1,,,,,,,,,,,,,,,0,,57,0
11285,note_on,97,0,1,,,,,,,,,,,,,,,0,,60,0
11286,note_on,1,0,1,,,,,,,,,,,,,,,0,,55,127
11286,note_on,0,0,1,,,,,,,,,,,,,,,0,,59,127
11383,note_on,97,0,1,,,,,,,,,,,,,,,0,,59,0
11383,note_on,0,0,1,,,,,,,,,,,,,,,0,,55,0
11384,note_on,1,0,1,,,,,,,,,,,,,,,0,,57,127
11384,note_on,0,0,1,,,,,,,,,,,,,,,0,,54,127
11456,note_on,72,0,1,,,,,,,,,,,,,,,0,,64,0
11504,note_on,48,0,1,,,,,,,,,,,,,,,0,,66,127
11599,note_on,95,0,1,,,,,,,,,,,,,,,0,,66,0
11600,note_on,1,0,1,,,,,,,,,,,,,,,0,,64,127
11695,note_on,95,0,1,,,,,,,,,,,,,,,0,,64,0
11696,note_on,1,0,1,,,,,,,,,,,,,,,0,,63,127
11740,note_on,44,0,1,,,,,,,,,,,,,,,0,,47,0
11767,note_on,27,0,1,,,,,,,,,,,,,,,0,,54,0
11784,note_on,17,0,1,,,,,,,,,,,,,,,0,,57,0
11791,note_on,7,0,1,,,,,,,,,,,,,,,0,,63,0
11792,note_on,0,0,1,,,,,,,,,,,,,,,0,,64,127
11792,note_on,1,0,1,,,,,,,,,,,,,,,0,,40,127
11792,note_on,0,0,1,,,,,,,,,,,,,,,0,,52,127
11912,note_on,120,0,1,,,,,,,,,,,,,,,0,,59,127
12011,note_on,99,0,1,,,,,,,,,,,,,,,0,,59,0
12014,note_on,3,0,1,,,,,,,,,,,,,,,0,,56,127
12113,note_on,99,0,1,,,,,,,,,,,,,,,0,,56,0
12116,note_on,3,0,1,,,,,,,,,,,,,,,0,,59,127
12172,note_on,56,0,1,,,,,,,,,,,,,,,0,,64,0
12215,note_on,43,0,1,,,,,,,,,,,,,,,0,,59,0
12217,note_on,2,0,1,,,,,,,,,,,,,,,0,,60,127
12319,note_on,102,0,1,,,,,,,,,,,,,,,0,,57,127
12416,note_on,97,0,1,,,,,,,,,,,,,,,0,,60,0
12421,note_on,5,0,1,,,,,,,,,,,,,,,0,,59,127
12518,note_on,97,0,1,,,,,,,,,,,,,,,0,,57,0
12523,note_on,5,0,1,,,,,,,,,,,,,,,0,,56,127
12559,note_on,36,0,1,,,,,,,,,,,,,,,0,,52,0
12620,note_on,61,0,1,,,,,,,,,,,,,,,0,,59,0
12622,note_on,2,0,1,,,,,,,,,,,,,,,0,,56,0
12624,note_on,2,0,1,,,,,,,,,,,,,,,0,,57,127
12726,note_on,102,0,1,,,,,,,,,,,,,,,0,,54,127
12825,note_on,99,0,1,,,,,,,,,,,,,,,0,,54,0
12828,note_on,3,0,1,,,,,,,,,,,,,,,0,,51,127
12927,note_on,99,0,1,,,,,,,,,,,,,,,0,,51,0
12930,note_on,3,0,1,,,,,,,,,,,,,,,0,,54,127
13023,note_on,93,0,1,,,,,,,,,,,,,,,0,,57,0
13029,note_on,6,0,1,,,,,,,,,,,,,,,0,,54,0
13031,note_on,2,0,1,,,,,,,,,,,,,,,0,,56,127
13133,note_on,102,0,1,,,,,,,,,,,,,,,0,,51,127
13230,note_on,97,0,1,,,,,,,,,,,,,,,0,,56,0
13236,note_on,6,0,1,,,,,,,,,,,,,,,0,,51,0
13241,note_on,5,0,1,,,,,,,,,,,,,,,0,,52,127
13349,note_on,108,0,1,,,,,,,,,,,,,,,0,,47,127
13452,note_on,103,0,1,,,,,,,,,,,,,,,0,,47,0
13456,note_on,4,0,1,,,,,,,,,,,,,,,0,,44,127
13512,note_on,56,0,1,,,,,,,,,,,,,,,0,,40,0
13559,note_on,47,0,1,,,,,,,,,,,,,,,0,,44,0
13565,note_on,6,0,1,,,,,,,,,,,,,,,0,,47,127
13659,note_on,94,0,1,,,,,,,,,,,,,,,0,,52,0
13668,note_on,9,0,1,,,,,,,,,,,,,,,0,,47,0
13673,note_on,5,0,1,,,,,,,,,,,,,,,0,,40,127
13807,note_on,134,0,1,,,,,,,,,,,,,,,0,,47,127
13927,note_on,120,0,1,,,,,,,,,,,,,,,0,,47,0
13942,note_on,15,0,1,,,,,,,,,,,,,,,0,,52,127
14077,note_on,135,0,1,,,,,,,,,,,,,,,0,,64,127
14206,note_on,129,0,1,,,,,,,,,,,,,,,0,,52,0
14212,note_on,0,0,1,,,,,,,,,,,,,,,0,,57,127
14212,note_on,6,0,1,,,,,,,,,,,,,,,0,,54,127
14342,note_on,130,0,1,,,,,,,,,,,,,,,0,,64,0
14351,note_on,9,0,1,,,,,,,,,,,,,,,0,,63,127
14505,note_on,154,0,1,,,,,,,,,,,,,,,0,,63,0
14514,note_on,9,0,1,,,,,,,,,,,,,,,0,,57,0
14514,note_on,0,0,1,,,,,,,,,,,,,,,0,,54,0
14526,note_on,0,0,1,,,,,,,,,,,,,,,0,,56,127
14526,note_on,12,0,1,,,,,,,,,,,,,,,0,,64,127
14526,note_on,0,0,1,,,,,,,,,,,,,,,0,,59,127
14526,note_on,0,0,1,,,,,,,,,,,,,,,0,,52,127
15878,note_on,1352,0,1,,,,,,,,,,,,,,,0,,40,0
16013,note_on,0,0,1,,,,,,,,,,,,,,,0,,52,0
16013,note_on,0,0,1,,,,,,,,,,,,,,,0,,59,0
16013,note_on,0,0,1,,,,,,,,,,,,,,,0,,64,0
16013,note_on,135,0,1,,,,,,,,,,,,,,,0,,56,0
16128,time_signature,16128,1,0,,,,,,,4,4,24,8,,,,,,,,
16128,set_tempo,0,1,0,,,,,,,,,,,,705882,,,,,,
16512,note_on,499,0,1,,,,,,,,,,,,,,,0,,71,127
16512,note_on,0,0,1,,,,,,,,,,,,,,,0,,59,127
16884,note_on,372,0,1,,,,,,,,,,,,,,,0,,59,0
16896,note_on,12,0,1,,,,,,,,,,,,,,,0,,60,127
17067,note_on,171,0,1,,,,,,,,,,,,,,,0,,71,0
17088,note_on,21,0,1,,,,,,,,,,,,,,,0,,69,127
17183,note_on,95,0,1,,,,,,,,,,,,,,,0,,69,0
17184,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
17279,note_on,95,0,1,,,,,,,,,,,,,,,0,,68,0
17280,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
17471,note_on,191,0,1,,,,,,,,,,,,,,,0,,60,0
17472,note_on,1,0,1,,,,,,,,,,,,,,,0,,59,127
17567,note_on,95,0,1,,,,,,,,,,,,,,,0,,59,0
17568,note_on,1,0,1,,,,,,,,,,,,,,,0,,57,127
17663,note_on,95,0,1,,,,,,,,,,,,,,,0,,57,0
17664,note_on,1,0,1,,,,,,,,,,,,,,,0,,59,127
17835,note_on,171,0,1,,,,,,,,,,,,,,,0,,69,0
17855,note_on,20,0,1,,,,,,,,,,,,,,,0,,59,0
17856,note_on,1,0,1,,,,,,,,,,,,,,,0,,67,127
17856,note_on,0,0,1,,,,,,,,,,,,,,,0,,52,127
17951,note_on,95,0,1,,,,,,,,,,,,,,,0,,67,0
17952,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
18047,note_on,95,0,1,,,,,,,,,,,,,,,0,,66,0
18047,note_on,0,0,1,,,,,,,,,,,,,,,0,,52,0
18048,note_on,0,0,1,,,,,,,,,,,,,,,0,,64,127
18048,note_on,1,0,1,,,,,,,,,,,,,,,0,,67,127
18239,note_on,191,0,1,,,,,,,,,,,,,,,0,,67,0
18240,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
18335,note_on,95,0,1,,,,,,,,,,,,,,,0,,69,0
18336,note_on,1,0,1,,,,,,,,,,,,,,,0,,67,127
18431,note_on,95,0,1,,,,,,,,,,,,,,,0,,67,0
18432,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
18623,note_on,191,0,1,,,,,,,,,,,,,,,0,,66,0
18624,note_on,1,0,1,,,,,,,,,,,,,,,0,,67,127
18719,note_on,95,0,1,,,,,,,,,,,,,,,0,,67,0
18720,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
18815,note_on,95,0,1,,,,,,,,,,,,,,,0,,69,0
18815,note_on,0,0,1,,,,,,,,,,,,,,,0,,64,0
18816,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
18816,note_on,0,0,1,,,,,,,,,,,,,,,0,,63,127
