tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,control,value,note,velocity
0,control_change,,,,,0,0,8,,,,6,91,127,,
0,control_change,,,,,0,0,8,,,,6,121,127,,
0,program_change,,,,,0,0,8,,,53,6,,,,
0,track_name,,,,,0,1,8,,,,,,,,
0,track_name,,,,,0,1,6,,,,,,,,
0,program_change,,,,,0,0,6,,,49,4,,,,
0,control_change,,,,,0,0,8,,,,6,10,20,,
0,control_change,,,,,0,0,6,,,,4,121,127,,
0,control_change,,,,,0,0,6,,,,4,10,50,,
0,control_change,,,,,0,0,6,,,,4,1,20,,
0,control_change,,,,,0,0,7,,,,5,1,20,,
0,control_change,,,,,0,0,7,,,,5,10,60,,
0,control_change,,,,,0,0,7,,,,5,91,127,,
0,control_change,,,,,0,0,7,,,,5,121,127,,
0,control_change,,,,,0,0,6,,,,4,91,127,,
0,control_change,,,,,0,0,8,,,,6,1,25,,
0,track_name,,,,,0,1,9,,,,,,,,
0,program_change,,,,,0,0,9,,,53,7,,,,
0,program_change,,,,,0,0,5,,,49,3,,,,
0,control_change,,,,,0,0,5,,,,3,121,127,,
0,control_change,,,,,0,0,5,,,,3,91,127,,
0,control_change,,,,,0,0,5,,,,3,10,80,,
0,control_change,,,,,0,0,5,,,,3,1,20,,
0,control_change,,,,,0,0,10,,,,8,1,25,,
0,control_change,,,,,0,0,10,,,,8,10,60,,
0,control_change,,,,,0,0,10,,,,8,91,127,,
0,control_change,,,,,0,0,10,,,,8,121,127,,
0,program_change,,,,,0,0,10,,,53,8,,,,
0,track_name,,,,,0,1,10,,,,,,,,
0,control_change,,,,,0,0,9,,,,7,1,25,,
0,control_change,,,,,0,0,9,,,,7,10,40,,
0,control_change,,,,,0,0,9,,,,7,91,127,,
0,control_change,,,,,0,0,9,,,,7,121,127,,
0,program_change,,,,,0,0,2,,,73,0,,,,
0,track_name,,,,,0,1,2,,,,,,,,
0,track_name,,,,,0,1,7,,,,,,,,
0,key_signature,,,,,0,1,0,D,,,,,,,
0,set_tempo,,,,,0,1,0,,625000,,,,,,
2048,note_on,,,,,0,0,13,,,,12,,,47,30
2048,set_tempo,,,,,0,1,0,,1000000,,,,,,
2048,note_on,,,,,2048,0,7,,,,5,,,47,60
2048,note_on,,,,,2048,0,13,,,,12,,,54,20
2048,note_on,,,,,0,0,13,,,,12,,,59,20
2048,note_on,,,,,0,0,13,,,,12,,,62,20
2048,time_signature,3,4,24,8,2048,1,0,,,,,,,,
2560,note_on,,,,,2560,0,5,,,,3,,,66,45
2560,note_on,,,,,2560,0,4,,,,2,,,66,45
2714,note_on,,,,,666,0,13,,,,12,,,47,0
2714,note_on,,,,,666,0,7,,,,5,,,47,0
2893,note_on,,,,,333,0,5,,,,3,,,66,0
2893,note_on,,,,,333,0,4,,,,2,,,66,0
3072,note_on,,,,,179,0,5,,,,3,,,61,45
3072,note_on,,,,,179,0,4,,,,2,,,61,45
3072,note_on,,,,,358,0,7,,,,5,,,47,60
3072,note_on,,,,,358,0,13,,,,12,,,47,30
3584,note_on,,,,,0,0,5,,,,3,,,62,35
3584,note_on,,,,,512,0,5,,,,3,,,61,0
3584,note_on,,,,,0,0,4,,,,2,,,62,35
3584,note_on,,,,,512,0,4,,,,2,,,61,0
3738,note_on,,,,,666,0,13,,,,12,,,47,0
3738,note_on,,,,,666,0,7,,,,5,,,47,0
3917,note_on,,,,,333,0,4,,,,2,,,62,0
3917,note_on,,,,,333,0,5,,,,3,,,62,0
4096,note_on,,,,,179,0,5,,,,3,,,58,45
4096,note_on,,,,,358,0,7,,,,5,,,47,60
4096,note_on,,,,,179,0,4,,,,2,,,58,45
4096,note_on,,,,,358,0,13,,,,12,,,47,30
4608,note_on,,,,,512,0,5,,,,3,,,58,0
4608,note_on,,,,,0,0,5,,,,3,,,59,35
4608,note_on,,,,,0,0,4,,,,2,,,59,35
4608,note_on,,,,,512,0,4,,,,2,,,58,0
4762,note_on,,,,,666,0,13,,,,12,,,47,0
4762,note_on,,,,,666,0,7,,,,5,,,47,0
4941,note_on,,,,,333,0,5,,,,3,,,59,0
4941,note_on,,,,,333,0,4,,,,2,,,59,0
5120,note_on,,,,,0,0,13,,,,12,,,62,0
5120,note_on,,,,,0,0,13,,,,12,,,59,0
5120,note_on,,,,,358,0,13,,,,12,,,54,0
5120,note_on,,,,,0,0,13,,,,12,,,55,20
5120,note_on,,,,,0,0,13,,,,12,,,59,20
5120,note_on,,,,,358,0,7,,,,5,,,47,60
5120,note_on,,,,,0,0,13,,,,12,,,64,20
5120,note_on,,,,,0,0,13,,,,12,,,47,30
5632,note_on,,,,,691,0,5,,,,3,,,71,45
5632,note_on,,,,,691,0,4,,,,2,,,71,45
5786,note_on,,,,,666,0,13,,,,12,,,47,0
5786,note_on,,,,,666,0,7,,,,5,,,47,0
5965,note_on,,,,,333,0,5,,,,3,,,71,0
5965,note_on,,,,,333,0,4,,,,2,,,71,0
6144,note_on,,,,,358,0,13,,,,12,,,47,30
6144,note_on,,,,,179,0,5,,,,3,,,66,45
6144,note_on,,,,,358,0,7,,,,5,,,47,60
6144,note_on,,,,,179,0,4,,,,2,,,66,45
6656,note_on,,,,,0,0,4,,,,2,,,67,35
6656,note_on,,,,,512,0,5,,,,3,,,66,0
6656,note_on,,,,,512,0,4,,,,2,,,66,0
6656,note_on,,,,,0,0,5,,,,3,,,67,35
6810,note_on,,,,,666,0,7,,,,5,,,47,0
6810,note_on,,,,,666,0,13,,,,12,,,47,0
6989,note_on,,,,,333,0,4,,,,2,,,67,0
6989,note_on,,,,,333,0,5,,,,3,,,67,0
7168,note_on,,,,,358,0,7,,,,5,,,47,60
7168,note_on,,,,,179,0,4,,,,2,,,63,45
7168,note_on,,,,,358,0,13,,,,12,,,47,30
7168,note_on,,,,,179,0,5,,,,3,,,63,45
7680,note_on,,,,,0,0,4,,,,2,,,64,35
7680,note_on,,,,,512,0,5,,,,3,,,63,0
7680,note_on,,,,,512,0,4,,,,2,,,63,0
7680,note_on,,,,,0,0,5,,,,3,,,64,35
7834,note_on,,,,,666,0,7,,,,5,,,47,0
7834,note_on,,,,,666,0,13,,,,12,,,47,0
8013,note_on,,,,,333,0,5,,,,3,,,64,0
8013,note_on,,,,,333,0,4,,,,2,,,64,0
8192,control_change,,,,,8192,0,11,,,,10,7,80,,
8192,control_change,,,,,8192,0,8,,,,6,7,80,,
8192,control_change,,,,,8192,0,12,,,,11,7,80,,
8192,control_change,,,,,8192,0,9,,,,7,7,80,,
8192,note_on,,,,,0,0,13,,,,12,,,59,0
8192,note_on,,,,,358,0,7,,,,5,,,47,60
8192,note_on,,,,,0,0,13,,,,12,,,64,0
8192,note_on,,,,,0,0,13,,,,12,,,64,20
8192,note_on,,,,,0,0,13,,,,12,,,61,20
8192,note_on,,,,,0,0,13,,,,12,,,47,30
8192,note_on,,,,,0,0,13,,,,12,,,58,20
8192,note_on,,,,,358,0,13,,,,12,,,55,0
8192,control_change,,,,,8192,0,10,,,,8,7,80,,
8192,note_on,,,,,0,0,13,,,,12,,,67,20
8704,note_on,,,,,691,0,4,,,,2,,,79,45
8704,note_on,,,,,691,0,5,,,,3,,,79,45
8858,note_on,,,,,666,0,7,,,,5,,,47,0
8858,note_on,,,,,666,0,13,,,,12,,,47,0
9037,note_on,,,,,333,0,5,,,,3,,,79,0
9037,note_on,,,,,333,0,4,,,,2,,,79,0
9216,note_on,,,,,179,0,5,,,,3,,,70,45
9216,note_on,,,,,358,0,7,,,,5,,,47,60
9216,note_on,,,,,179,0,4,,,,2,,,70,45
9216,note_on,,,,,358,0,13,,,,12,,,47,30
9728,note_on,,,,,512,0,4,,,,2,,,70,0
9728,note_on,,,,,512,0,5,,,,3,,,70,0
9728,note_on,,,,,0,0,5,,,,3,,,73,35
9728,note_on,,,,,0,0,4,,,,2,,,73,35
9882,note_on,,,,,666,0,7,,,,5,,,47,0
9882,note_on,,,,,666,0,13,,,,12,,,47,0
10061,note_on,,,,,333,0,5,,,,3,,,73,0
10061,note_on,,,,,333,0,4,,,,2,,,73,0
10240,note_on,,,,,358,0,7,,,,5,,,47,60
10240,note_on,,,,,358,0,13,,,,12,,,47,30
10240,note_on,,,,,179,0,4,,,,2,,,76,45
10240,note_on,,,,,179,0,5,,,,3,,,76,45
10752,note_on,,,,,512,0,4,,,,2,,,76,0
10752,note_on,,,,,0,0,4,,,,2,,,67,35
10752,note_on,,,,,512,0,5,,,,3,,,76,0
10752,note_on,,,,,0,0,5,,,,3,,,67,35
10906,note_on,,,,,666,0,13,,,,12,,,47,0
10906,note_on,,,,,666,0,7,,,,5,,,47,0
11085,note_on,,,,,333,0,4,,,,2,,,67,0
11085,note_on,,,,,333,0,5,,,,3,,,67,0
11264,note_on,,,,,0,0,13,,,,12,,,64,0
11264,note_on,,,,,0,0,13,,,,12,,,67,0
11264,note_on,,,,,3072,0,10,,,,8,,,71,80
11264,note_on,,,,,0,0,13,,,,12,,,62,20
11264,note_on,,,,,0,0,13,,,,12,,,61,0
11264,note_on,,,,,0,0,13,,,,12,,,47,30
11264,note_on,,,,,0,0,13,,,,12,,,59,20
11264,note_on,,,,,0,0,13,,,,12,,,66,20
11264,note_on,,,,,358,0,13,,,,12,,,58,0
11264,note_on,,,,,179,0,4,,,,2,,,66,36
11264,note_on,,,,,358,0,7,,,,5,,,47,60
11264,note_on,,,,,179,0,5,,,,3,,,66,41
11597,note_on,,,,,333,0,4,,,,2,,,66,0
11597,note_on,,,,,333,0,5,,,,3,,,66,0
11776,note_on,,,,,179,0,5,,,,3,,,74,34
11776,note_on,,,,,179,0,4,,,,2,,,74,45
11930,note_on,,,,,666,0,7,,,,5,,,47,0
11930,note_on,,,,,666,0,13,,,,12,,,47,0
12109,note_on,,,,,333,0,4,,,,2,,,74,0
12109,note_on,,,,,333,0,5,,,,3,,,74,0
12288,note_on,,,,,1024,0,10,,,,8,,,71,0
12288,note_on,,,,,179,0,4,,,,2,,,70,45
12288,note_on,,,,,0,0,10,,,,8,,,66,80
12288,note_on,,,,,358,0,7,,,,5,,,47,60
12288,note_on,,,,,179,0,5,,,,3,,,70,45
12288,note_on,,,,,358,0,13,,,,12,,,47,30
12800,note_on,,,,,512,0,5,,,,3,,,70,0
12800,note_on,,,,,0,0,5,,,,3,,,71,35
12800,note_on,,,,,0,0,4,,,,2,,,71,35
12800,note_on,,,,,512,0,4,,,,2,,,70,0
12954,note_on,,,,,666,0,7,,,,5,,,47,0
12954,note_on,,,,,666,0,13,,,,12,,,47,0
13133,note_on,,,,,333,0,4,,,,2,,,71,0
13133,note_on,,,,,333,0,5,,,,3,,,71,0
13312,note_on,,,,,358,0,13,,,,12,,,47,30
13312,note_on,,,,,179,0,4,,,,2,,,65,45
13312,note_on,,,,,358,0,7,,,,5,,,47,60
13312,note_on,,,,,179,0,5,,,,3,,,65,45
13312,note_on,,,,,0,0,10,,,,8,,,62,80
13312,note_on,,,,,1024,0,10,,,,8,,,66,0
13824,note_on,,,,,512,0,4,,,,2,,,65,0
13824,note_on,,,,,0,0,4,,,,2,,,66,35
13824,note_on,,,,,512,0,5,,,,3,,,65,0
13824,note_on,,,,,0,0,5,,,,3,,,66,35
13978,note_on,,,,,666,0,7,,,,5,,,47,0
13978,note_on,,,,,666,0,13,,,,12,,,47,0
14157,note_on,,,,,333,0,5,,,,3,,,66,0
14157,note_on,,,,,333,0,4,,,,2,,,66,0
14336,note_on,,,,,0,0,13,,,,12,,,47,30
14336,note_on,,,,,0,0,13,,,,12,,,66,0
14336,note_on,,,,,0,0,13,,,,12,,,62,20
14336,note_on,,,,,0,0,13,,,,12,,,62,0
14336,note_on,,,,,0,0,10,,,,8,,,59,80
14336,note_on,,,,,6144,0,9,,,,7,,,74,80
14336,note_on,,,,,358,0,13,,,,12,,,59,0
14336,note_on,,,,,1024,0,10,,,,8,,,62,0
14336,note_on,,,,,358,0,7,,,,5,,,47,60
14336,note_on,,,,,0,0,13,,,,12,,,66,20
14336,note_on,,,,,0,0,13,,,,12,,,59,20
14848,note_on,,,,,691,0,5,,,,3,,,78,45
14848,note_on,,,,,691,0,4,,,,2,,,78,45
15002,note_on,,,,,666,0,7,,,,5,,,47,0
15002,note_on,,,,,666,0,13,,,,12,,,47,0
15181,note_on,,,,,333,0,5,,,,3,,,78,0
15181,note_on,,,,,333,0,4,,,,2,,,78,0
15360,note_on,,,,,0,0,9,,,,7,,,71,80
15360,note_on,,,,,179,0,5,,,,3,,,73,45
15360,note_on,,,,,1024,0,9,,,,7,,,74,0
15360,note_on,,,,,358,0,7,,,,5,,,47,60
15360,note_on,,,,,179,0,4,,,,2,,,73,45
15360,note_on,,,,,358,0,13,,,,12,,,47,30
15872,note_on,,,,,0,0,5,,,,3,,,74,35
15872,note_on,,,,,0,0,4,,,,2,,,74,35
15872,note_on,,,,,512,0,5,,,,3,,,73,0
15872,note_on,,,,,512,0,4,,,,2,,,73,0
16026,note_on,,,,,666,0,13,,,,12,,,47,0
16026,note_on,,,,,666,0,7,,,,5,,,47,0
16205,note_on,,,,,333,0,4,,,,2,,,74,0
16205,note_on,,,,,333,0,5,,,,3,,,74,0
16384,note_on,,,,,2048,0,10,,,,8,,,59,0
16384,note_on,,,,,0,0,10,,,,8,,,59,80
16384,note_on,,,,,358,0,13,,,,12,,,47,30
16384,note_on,,,,,179,0,4,,,,2,,,70,45
16384,note_on,,,,,358,0,7,,,,5,,,47,60
16384,note_on,,,,,0,0,9,,,,7,,,67,80
16384,note_on,,,,,179,0,5,,,,3,,,70,45
16384,note_on,,,,,1024,0,9,,,,7,,,71,0
16896,note_on,,,,,0,0,4,,,,2,,,71,35
16896,note_on,,,,,512,0,4,,,,2,,,70,0
16896,note_on,,,,,512,0,5,,,,3,,,70,0
16896,note_on,,,,,0,0,5,,,,3,,,71,35
17050,note_on,,,,,666,0,7,,,,5,,,47,0
17050,note_on,,,,,666,0,13,,,,12,,,47,0
17229,note_on,,,,,333,0,5,,,,3,,,71,0
17229,note_on,,,,,333,0,4,,,,2,,,71,0
17408,note_on,,,,,0,0,13,,,,12,,,64,20
17408,note_on,,,,,0,0,13,,,,12,,,61,20
17408,note_on,,,,,9216,0,8,,,,6,,,79,80
17408,note_on,,,,,0,0,13,,,,12,,,59,20
17408,note_on,,,,,0,0,13,,,,12,,,66,0
17408,note_on,,,,,0,0,13,,,,12,,,62,0
17408,note_on,,,,,358,0,13,,,,12,,,59,0
17408,note_on,,,,,0,0,13,,,,12,,,47,30
17408,note_on,,,,,0,0,13,,,,12,,,67,20
17408,note_on,,,,,1024,0,9,,,,7,,,67,0
17408,note_on,,,,,0,0,10,,,,8,,,61,80
17408,note_on,,,,,1024,0,10,,,,8,,,59,0
17408,note_on,,,,,358,0,7,,,,5,,,47,60
17408,note_on,,,,,0,0,9,,,,7,,,64,80
17920,note_on,,,,,691,0,5,,,,3,,,76,45
17920,note_on,,,,,691,0,4,,,,2,,,76,45
18074,note_on,,,,,666,0,13,,,,12,,,47,0
18074,note_on,,,,,666,0,7,,,,5,,,47,0
18253,note_on,,,,,333,0,5,,,,3,,,76,0
18253,note_on,,,,,333,0,4,,,,2,,,76,0
18432,note_on,,,,,358,0,13,,,,12,,,47,30
18432,note_on,,,,,1024,0,8,,,,6,,,79,0
18432,note_on,,,,,179,0,4,,,,2,,,70,45
18432,note_on,,,,,0,0,10,,,,8,,,61,80
18432,note_on,,,,,0,0,8,,,,6,,,76,80
18432,note_on,,,,,1024,0,10,,,,8,,,61,0
18432,note_on,,,,,179,0,5,,,,3,,,70,45
18432,note_on,,,,,358,0,7,,,,5,,,47,60
18944,note_on,,,,,0,0,4,,,,2,,,71,35
18944,note_on,,,,,512,0,5,,,,3,,,70,0
18944,note_on,,,,,512,0,4,,,,2,,,70,0
18944,note_on,,,,,0,0,5,,,,3,,,71,35
19098,note_on,,,,,666,0,13,,,,12,,,47,0
19098,note_on,,,,,666,0,7,,,,5,,,47,0
19277,note_on,,,,,333,0,4,,,,2,,,71,0
19277,note_on,,,,,333,0,5,,,,3,,,71,0
19456,note_on,,,,,0,0,8,,,,6,,,73,80
19456,note_on,,,,,1024,0,10,,,,8,,,61,0
19456,note_on,,,,,0,0,10,,,,8,,,64,80
19456,note_on,,,,,179,0,4,,,,2,,,66,45
19456,note_on,,,,,179,0,5,,,,3,,,66,45
19456,note_on,,,,,358,0,13,,,,12,,,47,30
19456,note_on,,,,,1024,0,8,,,,6,,,76,0
19456,note_on,,,,,358,0,7,,,,5,,,47,60
19968,note_on,,,,,0,0,4,,,,2,,,67,35
19968,note_on,,,,,512,0,4,,,,2,,,66,0
19968,note_on,,,,,512,0,5,,,,3,,,66,0
19968,note_on,,,,,0,0,5,,,,3,,,67,35
20122,note_on,,,,,666,0,13,,,,12,,,47,0
20122,note_on,,,,,666,0,7,,,,5,,,47,0
20301,note_on,,,,,333,0,4,,,,2,,,67,0
20301,note_on,,,,,333,0,5,,,,3,,,67,0
20480,note_on,,,,,0,0,13,,,,12,,,64,0
20480,note_on,,,,,0,0,8,,,,6,,,70,80
20480,note_on,,,,,0,0,13,,,,12,,,67,0
20480,note_on,,,,,0,0,13,,,,12,,,61,20
20480,note_on,,,,,0,0,13,,,,12,,,64,20
20480,note_on,,,,,0,0,13,,,,12,,,67,20
20480,note_on,,,,,0,0,13,,,,12,,,70,20
20480,note_on,,,,,0,0,13,,,,12,,,47,30
20480,note_on,,,,,1024,0,10,,,,8,,,64,0
20480,note_on,,,,,0,0,13,,,,12,,,61,0
20480,note_on,,,,,358,0,13,,,,12,,,59,0
20480,note_on,,,,,1024,0,8,,,,6,,,73,0
20480,note_on,,,,,358,0,7,,,,5,,,47,60
20480,note_on,,,,,0,0,10,,,,8,,,67,80
20480,note_on,,,,,12288,0,11,,,,10,,,61,80
20992,note_on,,,,,691,0,5,,,,3,,,73,45
20992,note_on,,,,,691,0,4,,,,2,,,73,45
21146,note_on,,,,,666,0,13,,,,12,,,47,0
21146,note_on,,,,,666,0,7,,,,5,,,47,0
21325,note_on,,,,,333,0,5,,,,3,,,73,0
21325,note_on,,,,,333,0,4,,,,2,,,73,0
21504,note_on,,,,,0,0,11,,,,10,,,58,80
21504,note_on,,,,,1024,0,10,,,,8,,,67,0
21504,note_on,,,,,0,0,10,,,,8,,,66,80
21504,note_on,,,,,358,0,13,,,,12,,,47,30
21504,note_on,,,,,179,0,4,,,,2,,,66,45
21504,note_on,,,,,0,0,9,,,,7,,,61,80
21504,note_on,,,,,179,0,5,,,,3,,,66,45
21504,note_on,,,,,4096,0,9,,,,7,,,64,0
21504,note_on,,,,,1024,0,11,,,,10,,,61,0
21504,note_on,,,,,358,0,7,,,,5,,,47,60
22016,note_on,,,,,0,0,4,,,,2,,,67,35
22016,note_on,,,,,512,0,4,,,,2,,,66,0
22016,note_on,,,,,512,0,5,,,,3,,,66,0
22016,note_on,,,,,0,0,5,,,,3,,,67,35
22170,note_on,,,,,666,0,7,,,,5,,,47,0
22170,note_on,,,,,666,0,13,,,,12,,,47,0
22349,note_on,,,,,333,0,4,,,,2,,,67,0
22349,note_on,,,,,333,0,5,,,,3,,,67,0
22528,note_on,,,,,358,0,13,,,,12,,,47,30
22528,note_on,,,,,1024,0,11,,,,10,,,58,0
22528,note_on,,,,,0,0,11,,,,10,,,54,80
22528,note_on,,,,,1024,0,10,,,,8,,,66,0
22528,note_on,,,,,0,0,10,,,,8,,,64,80
22528,note_on,,,,,2048,0,8,,,,6,,,70,0
22528,note_on,,,,,0,0,8,,,,6,,,70,80
22528,note_on,,,,,179,0,4,,,,2,,,63,45
22528,note_on,,,,,179,0,5,,,,3,,,63,45
22528,note_on,,,,,358,0,7,,,,5,,,47,60
23040,note_on,,,,,0,0,4,,,,2,,,64,35
23040,note_on,,,,,512,0,4,,,,2,,,63,0
23040,note_on,,,,,512,0,5,,,,3,,,63,0
23040,note_on,,,,,0,0,5,,,,3,,,64,35
23194,note_on,,,,,666,0,13,,,,12,,,47,0
23194,note_on,,,,,666,0,7,,,,5,,,47,0
23373,note_on,,,,,333,0,4,,,,2,,,64,0
23373,note_on,,,,,333,0,5,,,,3,,,64,0
23552,note_on,,,,,1024,0,10,,,,8,,,64,0
23552,note_on,,,,,0,0,13,,,,12,,,67,0
23552,note_on,,,,,0,0,13,,,,12,,,64,0
23552,note_on,,,,,358,0,7,,,,5,,,47,60
23552,note_on,,,,,0,0,13,,,,12,,,70,0
23552,note_on,,,,,0,0,11,,,,10,,,50,80
23552,note_on,,,,,1024,0,11,,,,10,,,54,0
23552,note_on,,,,,15360,0,12,,,,11,,,59,80
23552,note_on,,,,,0,0,8,,,,6,,,71,80
23552,note_on,,,,,358,0,13,,,,12,,,61,0
23552,note_on,,,,,0,0,13,,,,12,,,59,20
23552,note_on,,,,,0,0,13,,,,12,,,47,30
23552,note_on,,,,,0,0,13,,,,12,,,71,20
23552,note_on,,,,,0,0,13,,,,12,,,66,20
23552,note_on,,,,,2048,0,9,,,,7,,,61,0
23552,note_on,,,,,0,0,9,,,,7,,,59,80
23552,note_on,,,,,0,0,13,,,,12,,,62,20
23552,note_on,,,,,1024,0,8,,,,6,,,70,0
23552,note_on,,,,,0,0,10,,,,8,,,66,80
24064,note_on,,,,,691,0,5,,,,3,,,74,55
24064,note_on,,,,,691,0,4,,,,2,,,74,55
24218,note_on,,,,,666,0,13,,,,12,,,47,0
24218,note_on,,,,,666,0,7,,,,5,,,47,0
24371,note_on,,,,,819,0,10,,,,8,,,66,0
24371,note_on,,,,,819,0,8,,,,6,,,71,0
24371,note_on,,,,,819,0,9,,,,7,,,59,0
24397,note_on,,,,,333,0,5,,,,3,,,74,0
24397,note_on,,,,,333,0,4,,,,2,,,74,0
24576,note_on,,,,,179,0,5,,,,3,,,70,55
24576,note_on,,,,,358,0,13,,,,12,,,47,30
24576,note_on,,,,,0,0,12,,,,11,,,54,80
24576,note_on,,,,,1024,0,12,,,,11,,,59,0
24576,note_on,,,,,179,0,4,,,,2,,,70,55
24576,note_on,,,,,205,0,10,,,,8,,,71,80
24576,note_on,,,,,358,0,7,,,,5,,,47,60
24576,note_on,,,,,205,0,9,,,,7,,,66,80
24576,note_on,,,,,205,0,8,,,,6,,,74,80
25088,note_on,,,,,512,0,4,,,,2,,,70,0
25088,note_on,,,,,0,0,5,,,,3,,,71,45
25088,note_on,,,,,512,0,5,,,,3,,,70,0
25088,note_on,,,,,0,0,4,,,,2,,,71,45
25242,note_on,,,,,666,0,13,,,,12,,,47,0
25242,note_on,,,,,666,0,7,,,,5,,,47,0
25421,note_on,,,,,333,0,4,,,,2,,,71,0
25421,note_on,,,,,333,0,5,,,,3,,,71,0
25600,note_on,,,,,1024,0,12,,,,11,,,54,0
25600,note_on,,,,,179,0,5,,,,3,,,65,55
25600,note_on,,,,,2048,0,11,,,,10,,,50,0
25600,note_on,,,,,0,0,10,,,,8,,,66,80
25600,note_on,,,,,1024,0,10,,,,8,,,71,0
25600,note_on,,,,,179,0,4,,,,2,,,65,55
25600,note_on,,,,,358,0,7,,,,5,,,47,60
25600,note_on,,,,,1024,0,8,,,,6,,,74,0
25600,note_on,,,,,1024,0,9,,,,7,,,66,0
25600,note_on,,,,,0,0,9,,,,7,,,66,80
25600,note_on,,,,,0,0,11,,,,10,,,50,80
25600,note_on,,,,,358,0,13,,,,12,,,47,30
25600,note_on,,,,,0,0,12,,,,11,,,50,80
25600,note_on,,,,,0,0,8,,,,6,,,71,80
26112,note_on,,,,,0,0,4,,,,2,,,66,45
26112,note_on,,,,,512,0,4,,,,2,,,65,0
26112,note_on,,,,,0,0,5,,,,3,,,66,45
26112,note_on,,,,,512,0,5,,,,3,,,65,0
26266,note_on,,,,,666,0,13,,,,12,,,47,0
26266,note_on,,,,,666,0,7,,,,5,,,47,0
26445,note_on,,,,,333,0,4,,,,2,,,66,0
26445,note_on,,,,,333,0,5,,,,3,,,66,0
26624,note_on,,,,,0,0,8,,,,6,,,69,80
26624,note_on,,,,,1024,0,12,,,,11,,,50,0
26624,note_on,,,,,0,0,12,,,,11,,,48,80
26624,note_on,,,,,0,0,13,,,,12,,,48,30
26624,note_on,,,,,0,0,13,,,,12,,,66,20
26624,note_on,,,,,1024,0,8,,,,6,,,71,0
26624,note_on,,,,,0,0,13,,,,12,,,63,20
26624,note_on,,,,,0,0,13,,,,12,,,71,0
26624,note_on,,,,,0,0,13,,,,12,,,66,0
26624,note_on,,,,,0,0,13,,,,12,,,62,0
26624,note_on,,,,,1024,0,9,,,,7,,,66,0
26624,note_on,,,,,0,0,9,,,,7,,,66,80
26624,note_on,,,,,0,0,13,,,,12,,,69,20
26624,note_on,,,,,0,0,11,,,,10,,,54,80
26624,note_on,,,,,1024,0,11,,,,10,,,50,0
26624,note_on,,,,,358,0,7,,,,5,,,48,60
26624,note_on,,,,,0,0,10,,,,8,,,63,80
26624,note_on,,,,,1024,0,10,,,,8,,,66,0
26624,note_on,,,,,358,0,13,,,,12,,,59,0
27136,note_on,,,,,691,0,4,,,,2,,,75,70
27136,note_on,,,,,691,0,5,,,,3,,,75,70
27290,note_on,,,,,666,0,13,,,,12,,,48,0
27290,note_on,,,,,666,0,7,,,,5,,,48,0
27469,note_on,,,,,333,0,5,,,,3,,,75,0
27469,note_on,,,,,333,0,4,,,,2,,,75,0
27648,note_on,,,,,1024,0,11,,,,10,,,54,0
27648,note_on,,,,,1024,0,8,,,,6,,,69,0
27648,note_on,,,,,179,0,4,,,,2,,,68,70
27648,note_on,,,,,358,0,13,,,,12,,,48,30
27648,note_on,,,,,0,0,11,,,,10,,,51,80
27648,note_on,,,,,179,0,5,,,,3,,,68,70
27648,note_on,,,,,0,0,8,,,,6,,,68,80
