tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,note,velocity,control,value
3360,note_on,0,0,1,,,,,,,,,0,71,0,,
3360,note_on,0,0,1,,,,,,,,,0,72,100,,
3360,note_on,0,0,1,,,,,,,,,0,64,100,,
3480,note_on,120,0,1,,,,,,,,,0,64,0,,
3480,note_on,0,0,1,,,,,,,,,0,66,100,,
3600,note_on,120,0,1,,,,,,,,,0,66,0,,
3600,note_on,0,0,1,,,,,,,,,0,67,100,,
3660,note_on,0,0,1,,,,,,,,,0,74,100,,
3660,note_on,60,0,1,,,,,,,,,0,72,0,,
3720,note_on,60,0,1,,,,,,,,,0,74,0,,
3720,note_on,0,0,1,,,,,,,,,0,72,100,,
3780,note_on,60,0,1,,,,,,,,,0,72,0,,
3780,note_on,0,0,1,,,,,,,,,0,70,100,,
3840,note_on,60,0,1,,,,,,,,,0,70,0,,
3840,note_on,0,0,1,,,,,,,,,0,69,100,,
3840,set_tempo,3840,1,0,,,,,,521739,,,,,,,
3840,note_on,3840,0,2,,,,,,,,,0,50,100,,
3900,note_on,60,0,1,,,,,,,,,0,69,0,,
3900,note_on,0,0,1,,,,,,,,,0,62,100,,
3960,note_on,60,0,1,,,,,,,,,0,62,0,,
3960,note_on,0,0,1,,,,,,,,,0,67,0,,
3960,note_on,0,0,1,,,,,,,,,0,65,100,,
3960,note_on,0,0,1,,,,,,,,,0,74,100,,
4080,note_on,120,0,1,,,,,,,,,0,65,0,,
4080,note_on,0,0,1,,,,,,,,,0,64,100,,
4080,note_on,0,0,2,,,,,,,,,0,57,100,,
4080,note_on,240,0,2,,,,,,,,,0,50,0,,
4200,note_on,120,0,1,,,,,,,,,0,74,0,,
4200,note_on,0,0,1,,,,,,,,,0,73,100,,
4320,note_on,240,0,2,,,,,,,,,0,57,0,,
4320,note_on,0,0,2,,,,,,,,,0,53,100,,
4320,note_on,0,0,1,,,,,,,,,0,62,100,,
4320,note_on,0,0,1,,,,,,,,,0,74,100,,
4320,note_on,0,0,1,,,,,,,,,0,64,0,,
4320,note_on,120,0,1,,,,,,,,,0,73,0,,
4380,note_on,0,0,1,,,,,,,,,0,69,100,,
4380,note_on,60,0,1,,,,,,,,,0,74,0,,
4440,note_on,0,0,1,,,,,,,,,0,72,100,,
4440,note_on,60,0,1,,,,,,,,,0,69,0,,
4500,note_on,60,0,1,,,,,,,,,0,62,0,,
4500,note_on,0,0,1,,,,,,,,,0,64,100,,
4560,note_on,60,0,1,,,,,,,,,0,64,0,,
4560,note_on,0,0,1,,,,,,,,,0,65,100,,
4560,note_on,240,0,2,,,,,,,,,0,53,0,,
4560,note_on,0,0,2,,,,,,,,,0,50,100,,
4620,note_on,60,0,1,,,,,,,,,0,72,0,,
4620,note_on,0,0,1,,,,,,,,,0,69,100,,
4680,note_on,60,0,1,,,,,,,,,0,69,0,,
4680,note_on,0,0,1,,,,,,,,,0,70,100,,
4740,note_on,60,0,1,,,,,,,,,0,65,0,,
4740,note_on,0,0,1,,,,,,,,,0,62,100,,
4800,note_on,240,0,2,,,,,,,,,0,50,0,,
4800,note_on,0,0,1,,,,,,,,,0,67,100,,
4800,note_on,60,0,1,,,,,,,,,0,62,0,,
4800,note_on,0,0,2,,,,,,,,,0,49,100,,
4860,note_on,0,0,1,,,,,,,,,0,64,100,,
4860,note_on,60,0,1,,,,,,,,,0,70,0,,
4920,note_on,0,0,1,,,,,,,,,0,69,100,,
4920,note_on,60,0,1,,,,,,,,,0,64,0,,
4980,note_on,0,0,1,,,,,,,,,0,67,100,,
4980,note_on,60,0,1,,,,,,,,,0,67,0,,
5040,note_on,0,0,2,,,,,,,,,0,50,100,,
5040,note_on,60,0,1,,,,,,,,,0,67,0,,
5040,note_on,0,0,1,,,,,,,,,0,65,100,,
5040,note_on,240,0,2,,,,,,,,,0,49,0,,
5100,note_on,0,0,1,,,,,,,,,0,64,100,,
5100,note_on,60,0,1,,,,,,,,,0,65,0,,
5160,note_on,0,0,1,,,,,,,,,0,62,100,,
5160,note_on,60,0,1,,,,,,,,,0,64,0,,
5160,note_on,120,0,2,,,,,,,,,0,50,0,,
5160,note_on,0,0,2,,,,,,,,,0,52,100,,
5220,note_on,0,0,1,,,,,,,,,0,61,100,,
5220,note_on,60,0,1,,,,,,,,,0,62,0,,
5280,note_on,0,0,1,,,,,,,,,0,62,100,,
5280,note_on,0,0,1,,,,,,,,,0,69,100,,
5280,note_on,0,0,1,,,,,,,,,0,69,0,,
5280,note_on,60,0,1,,,,,,,,,0,61,0,,
5280,note_on,120,0,2,,,,,,,,,0,52,0,,
5280,note_on,0,0,2,,,,,,,,,0,53,100,,
5340,note_on,0,0,1,,,,,,,,,0,72,100,,
5340,note_on,60,0,1,,,,,,,,,0,69,0,,
5400,note_on,60,0,1,,,,,,,,,0,62,0,,
5400,note_on,0,0,1,,,,,,,,,0,67,100,,
5460,note_on,60,0,1,,,,,,,,,0,72,0,,
5460,note_on,0,0,1,,,,,,,,,0,71,100,,
5520,note_on,0,0,1,,,,,,,,,0,72,100,,
5520,note_on,60,0,1,,,,,,,,,0,71,0,,
5580,note_on,300,0,2,,,,,,,,,0,53,0,,
5580,note_on,0,0,2,,,,,,,,,0,55,100,,
5640,note_on,0,0,1,,,,,,,,,0,60,100,,
5640,note_on,120,0,1,,,,,,,,,0,67,0,,
5640,note_on,60,0,2,,,,,,,,,0,55,0,,
5640,note_on,0,0,2,,,,,,,,,0,53,100,,
5700,note_on,0,0,2,,,,,,,,,0,52,100,,
5700,note_on,60,0,2,,,,,,,,,0,53,0,,
5760,note_on,0,0,1,,,,,,,,,0,65,100,,
5760,note_on,120,0,1,,,,,,,,,0,60,0,,
5760,note_on,0,0,2,,,,,,,,,0,57,100,,
5760,note_on,0,0,2,,,,,,,,,0,50,100,,
5760,note_on,60,0,2,,,,,,,,,0,52,0,,
5820,note_on,0,0,1,,,,,,,,,0,62,100,,
5820,note_on,60,0,1,,,,,,,,,0,72,0,,
5880,note_on,0,0,1,,,,,,,,,0,72,100,,
5880,note_on,60,0,1,,,,,,,,,0,62,0,,
5940,note_on,60,0,1,,,,,,,,,0,65,0,,
5940,note_on,0,0,1,,,,,,,,,0,64,100,,
6000,note_on,0,0,1,,,,,,,,,0,65,100,,
6000,note_on,60,0,1,,,,,,,,,0,64,0,,
6000,note_on,240,0,2,,,,,,,,,0,50,0,,
6000,note_on,0,0,2,,,,,,,,,0,62,100,,
6000,note_on,0,0,2,,,,,,,,,0,57,0,,
6060,note_on,60,0,1,,,,,,,,,0,72,0,,
6060,note_on,0,0,1,,,,,,,,,0,69,100,,
6120,note_on,60,0,1,,,,,,,,,0,69,0,,
6120,note_on,0,0,1,,,,,,,,,0,71,100,,
6180,note_on,60,0,1,,,,,,,,,0,65,0,,
6180,note_on,0,0,1,,,,,,,,,0,56,100,,
6240,note_on,0,0,2,,,,,,,,,0,60,100,,
6240,note_on,0,0,1,,,,,,,,,0,64,100,,
6240,note_on,60,0,1,,,,,,,,,0,56,0,,
6240,note_on,240,0,2,,,,,,,,,0,62,0,,
6360,note_on,120,0,2,,,,,,,,,0,45,100,,
6360,note_on,0,0,1,,,,,,,,,0,69,100,,
6360,note_on,120,0,1,,,,,,,,,0,71,0,,
6420,note_on,60,0,1,,,,,,,,,0,69,0,,
6420,note_on,60,0,2,,,,,,,,,0,45,0,,
6420,note_on,0,0,2,,,,,,,,,0,47,100,,
6420,note_on,0,0,1,,,,,,,,,0,68,100,,
6480,note_on,60,0,1,,,,,,,,,0,68,0,,
6480,note_on,60,0,2,,,,,,,,,0,47,0,,
6480,note_on,0,0,2,,,,,,,,,0,57,100,,
6480,note_on,0,0,2,,,,,,,,,0,48,100,,
6480,note_on,0,0,2,,,,,,,,,0,60,0,,
6480,note_on,0,0,1,,,,,,,,,0,69,100,,
6540,note_on,60,0,2,,,,,,,,,0,48,0,,
6540,note_on,0,0,2,,,,,,,,,0,45,100,,
6600,note_on,120,0,1,,,,,,,,,0,64,0,,
6600,note_on,0,0,1,,,,,,,,,0,62,100,,
6600,note_on,60,0,2,,,,,,,,,0,45,0,,
6600,note_on,0,0,2,,,,,,,,,0,53,100,,
6660,note_on,60,0,1,,,,,,,,,0,62,0,,
6660,note_on,0,0,1,,,,,,,,,0,60,100,,
6720,note_on,120,0,2,,,,,,,,,0,57,0,,
6720,note_on,0,0,2,,,,,,,,,0,56,100,,
6720,note_on,0,0,1,,,,,,,,,0,62,100,,
6720,note_on,0,0,1,,,,,,,,,0,71,100,,
6720,note_on,0,0,1,,,,,,,,,0,69,0,,
6720,note_on,60,0,1,,,,,,,,,0,60,0,,
6780,note_on,0,0,2,,,,,,,,,0,47,100,,
6780,note_on,60,0,2,,,,,,,,,0,53,0,,
6780,note_on,0,0,1,,,,,,,,,0,65,100,,
6780,note_on,60,0,1,,,,,,,,,0,62,0,,
6840,note_on,0,0,2,,,,,,,,,0,52,100,,
6840,note_on,60,0,2,,,,,,,,,0,47,0,,
6840,note_on,0,0,1,,,,,,,,,0,64,100,,
6840,note_on,60,0,1,,,,,,,,,0,65,0,,
6900,note_on,60,0,1,,,,,,,,,0,64,0,,
6900,note_on,0,0,1,,,,,,,,,0,62,100,,
6960,note_on,120,0,2,,,,,,,,,0,56,0,,
6960,note_on,0,0,2,,,,,,,,,0,57,100,,
6960,note_on,0,0,1,,,,,,,,,0,72,100,,
6960,note_on,0,0,1,,,,,,,,,0,71,0,,
6960,note_on,60,0,1,,,,,,,,,0,62,0,,
6960,note_on,0,0,1,,,,,,,,,0,60,100,,
7020,note_on,0,0,2,,,,,,,,,0,53,100,,
7020,note_on,60,0,2,,,,,,,,,0,52,0,,
7080,note_on,0,0,1,,,,,,,,,0,74,100,,
7080,note_on,60,0,2,,,,,,,,,0,53,0,,
7080,note_on,0,0,2,,,,,,,,,0,57,0,,
7080,note_on,0,0,2,,,,,,,,,0,59,100,,
7080,note_on,0,0,2,,,,,,,,,0,52,100,,
7080,note_on,120,0,1,,,,,,,,,0,60,0,,
7080,note_on,0,0,1,,,,,,,,,0,72,0,,
7140,note_on,60,0,2,,,,,,,,,0,52,0,,
7140,note_on,0,0,2,,,,,,,,,0,50,100,,
7200,note_on,120,0,1,,,,,,,,,0,74,0,,
7200,note_on,0,0,1,,,,,,,,,0,67,100,,
7200,note_on,60,0,2,,,,,,,,,0,50,0,,
7200,note_on,0,0,2,,,,,,,,,0,59,0,,
7200,note_on,0,0,2,,,,,,,,,0,60,100,,
7200,note_on,0,0,2,,,,,,,,,0,52,100,,
7260,note_on,0,0,2,,,,,,,,,0,55,100,,
7260,note_on,0,0,1,,,,,,,,,0,70,100,,
7260,note_on,60,0,1,,,,,,,,,0,67,0,,
7260,note_on,60,0,2,,,,,,,,,0,52,0,,
7320,note_on,60,0,2,,,,,,,,,0,55,0,,
7320,note_on,0,0,1,,,,,,,,,0,69,100,,
7320,note_on,60,0,1,,,,,,,,,0,70,0,,
7320,note_on,0,0,2,,,,,,,,,0,54,100,,
7380,note_on,60,0,2,,,,,,,,,0,54,0,,
7380,note_on,0,0,2,,,,,,,,,0,57,100,,
7440,note_on,60,0,2,,,,,,,,,0,57,0,,
7440,note_on,0,0,2,,,,,,,,,0,55,100,,
7500,note_on,180,0,1,,,,,,,,,0,69,0,,
7500,note_on,0,0,1,,,,,,,,,0,70,100,,
7500,note_on,60,0,2,,,,,,,,,0,60,0,,
7500,note_on,0,0,2,,,,,,,,,0,62,100,,
7560,note_on,0,0,1,,,,,,,,,0,69,100,,
7560,note_on,60,0,1,,,,,,,,,0,70,0,,
7560,note_on,0,0,2,,,,,,,,,0,60,100,,
7560,note_on,60,0,2,,,,,,,,,0,62,0,,
7620,note_on,0,0,1,,,,,,,,,0,67,100,,
7620,note_on,0,0,2,,,,,,,,,0,58,100,,
7620,note_on,60,0,1,,,,,,,,,0,69,0,,
7620,note_on,60,0,2,,,,,,,,,0,60,0,,
7680,note_on,60,0,2,,,,,,,,,0,58,0,,
7680,note_on,0,0,2,,,,,,,,,0,55,0,,
7680,note_on,0,0,2,,,,,,,,,0,57,100,,
7680,note_on,0,0,2,,,,,,,,,0,50,100,,
7740,note_on,0,0,1,,,,,,,,,0,64,100,,
7740,note_on,120,0,1,,,,,,,,,0,67,0,,
7800,note_on,0,0,1,,,,,,,,,0,65,100,,
7800,note_on,60,0,1,,,,,,,,,0,64,0,,
7860,note_on,0,0,1,,,,,,,,,0,62,100,,
7860,note_on,60,0,1,,,,,,,,,0,65,0,,
7920,note_on,0,0,1,,,,,,,,,0,70,100,,
7920,note_on,60,0,1,,,,,,,,,0,62,0,,
7980,note_on,0,0,2,,,,,,,,,0,53,100,,
7980,note_on,300,0,2,,,,,,,,,0,57,0,,
8040,note_on,0,0,2,,,,,,,,,0,52,100,,
8040,note_on,0,0,2,,,,,,,,,0,50,0,,
8040,note_on,0,0,2,,,,,,,,,0,55,100,,
8040,note_on,60,0,2,,,,,,,,,0,53,0,,
8100,note_on,60,0,2,,,,,,,,,0,52,0,,
8100,note_on,0,0,2,,,,,,,,,0,50,100,,
8160,note_on,0,0,2,,,,,,,,,0,52,100,,
8160,note_on,0,0,2,,,,,,,,,0,60,100,,
8160,note_on,0,0,2,,,,,,,,,0,55,0,,
8160,note_on,60,0,2,,,,,,,,,0,50,0,,
8220,note_on,0,0,1,,,,,,,,,0,67,100,,
8220,note_on,300,0,1,,,,,,,,,0,70,0,,
8280,note_on,0,0,1,,,,,,,,,0,69,100,,
8280,note_on,60,0,1,,,,,,,,,0,67,0,,
8280,note_on,120,0,2,,,,,,,,,0,52,0,,
8280,note_on,0,0,2,,,,,,,,,0,53,100,,
8340,note_on,60,0,2,,,,,,,,,0,53,0,,
8340,note_on,0,0,2,,,,,,,,,0,52,100,,
8400,note_on,60,0,2,,,,,,,,,0,52,0,,
8400,note_on,0,0,2,,,,,,,,,0,54,100,,
8400,note_on,120,0,1,,,,,,,,,0,69,0,,
8400,note_on,0,0,1,,,,,,,,,0,74,100,,
8460,note_on,0,0,2,,,,,,,,,0,57,100,,
8460,note_on,60,0,2,,,,,,,,,0,60,0,,
8520,note_on,0,0,2,,,,,,,,,0,55,100,,
8520,note_on,0,0,2,,,,,,,,,0,59,100,,
8520,note_on,0,0,2,,,,,,,,,0,54,0,,
8520,note_on,60,0,2,,,,,,,,,0,57,0,,
8580,note_on,0,0,2,,,,,,,,,0,54,100,,
8580,note_on,60,0,2,,,,,,,,,0,55,0,,
8640,note_on,0,0,2,,,,,,,,,0,56,100,,
8640,note_on,0,0,2,,,,,,,,,0,64,100,,
8640,note_on,0,0,2,,,,,,,,,0,59,0,,
8640,note_on,60,0,2,,,,,,,,,0,54,0,,
8700,note_on,0,0,1,,,,,,,,,0,71,100,,
8700,note_on,300,0,1,,,,,,,,,0,74,0,,
8760,note_on,60,0,1,,,,,,,,,0,71,0,,
8760,note_on,0,0,1,,,,,,,,,0,72,100,,
8760,note_on,0,0,2,,,,,,,,,0,57,100,,
8760,note_on,120,0,2,,,,,,,,,0,56,0,,
8820,note_on,0,0,2,,,,,,,,,0,56,100,,
8820,note_on,60,0,2,,,,,,,,,0,57,0,,
8880,note_on,0,0,1,,,,,,,,,0,77,100,,
8880,note_on,0,0,2,,,,,,,,,0,57,100,,
8880,note_on,60,0,2,,,,,,,,,0,56,0,,
8880,note_on,120,0,1,,,,,,,,,0,72,0,,
8940,note_on,0,0,2,,,,,,,,,0,61,100,,
8940,note_on,60,0,2,,,,,,,,,0,64,0,,
9000,note_on,0,0,2,,,,,,,,,0,62,100,,
9000,note_on,60,0,2,,,,,,,,,0,61,0,,
9000,note_on,0,0,2,,,,,,,,,0,57,0,,
9000,note_on,0,0,2,,,,,,,,,0,58,100,,
9060,note_on,0,0,2,,,,,,,,,0,57,100,,
9060,note_on,60,0,2,,,,,,,,,0,58,0,,
9120,note_on,0,0,2,,,,,,,,,0,62,0,,
9120,note_on,0,0,2,,,,,,,,,0,67,100,,
9120,note_on,0,0,2,,,,,,,,,0,59,100,,
9120,note_on,60,0,2,,,,,,,,,0,57,0,,
9180,note_on,0,0,1,,,,,,,,,0,74,100,,
9180,note_on,300,0,1,,,,,,,,,0,77,0,,
9240,note_on,120,0,2,,,,,,,,,0,59,0,,
9240,note_on,0,0,1,,,,,,,,,0,76,100,,
9240,note_on,0,0,2,,,,,,,,,0,60,100,,
9240,note_on,60,0,1,,,,,,,,,0,74,0,,
9300,note_on,0,0,2,,,,,,,,,0,59,100,,
9300,note_on,60,0,2,,,,,,,,,0,60,0,,
9360,note_on,0,0,2,,,,,,,,,0,61,100,,
9360,note_on,60,0,2,,,,,,,,,0,59,0,,
9360,note_on,0,0,1,,,,,,,,,0,69,100,,
9360,note_on,120,0,1,,,,,,,,,0,76,0,,
9420,note_on,60,0,2,,,,,,,,,0,67,0,,
9420,note_on,0,0,2,,,,,,,,,0,64,100,,
9480,note_on,120,0,1,,,,,,,,,0,69,0,,
9480,note_on,0,0,1,,,,,,,,,0,74,100,,
9480,note_on,60,0,2,,,,,,,,,0,64,0,,
9480,note_on,0,0,2,,,,,,,,,0,61,0,,
9480,note_on,0,0,2,,,,,,,,,0,65,100,,
9480,note_on,0,0,2,,,,,,,,,0,62,100,,
9540,note_on,60,0,2,,,,,,,,,0,62,0,,
9540,note_on,0,0,2,,,,,,,,,0,56,100,,
9600,note_on,0,0,2,,,,,,,,,0,65,0,,
9600,note_on,60,0,2,,,,,,,,,0,56,0,,
9600,note_on,0,0,2,,,,,,,,,0,64,100,,
9600,note_on,0,0,2,,,,,,,,,0,57,100,,
9660,note_on,180,0,1,,,,,,,,,0,74,0,,
9660,note_on,0,0,1,,,,,,,,,0,71,100,,
9720,note_on,60,0,1,,,,,,,,,0,71,0,,
9720,note_on,0,0,1,,,,,,,,,0,72,100,,
9780,note_on,0,0,2,,,,,,,,,0,69,100,,
9780,note_on,180,0,2,,,,,,,,,0,64,0,,
9840,note_on,120,0,1,,,,,,,,,0,72,0,,
9840,note_on,60,0,2,,,,,,,,,0,69,0,,
9840,note_on,0,0,2,,,,,,,,,0,62,100,,
9840,note_on,0,0,1,,,,,,,,,0,65,100,,
9900,note_on,60,0,2,,,,,,,,,0,57,0,,
9900,note_on,0,0,2,,,,,,,,,0,53,100,,
9960,note_on,0,0,1,,,,,,,,,0,70,100,,
9960,note_on,120,0,1,,,,,,,,,0,65,0,,
9960,note_on,0,0,2,,,,,,,,,0,55,100,,
9960,note_on,60,0,2,,,,,,,,,0,53,0,,
10020,note_on,0,0,2,,,,,,,,,0,64,100,,
10020,note_on,60,0,2,,,,,,,,,0,62,0,,
10080,note_on,120,0,1,,,,,,,,,0,70,0,,
10080,note_on,0,0,1,,,,,,,,,0,69,100,,
10080,note_on,60,0,2,,,,,,,,,0,64,0,,
10080,note_on,0,0,2,,,,,,,,,0,61,100,,
10140,note_on,60,0,2,,,,,,,,,0,55,0,,
10140,note_on,0,0,2,,,,,,,,,0,52,100,,
10200,note_on,60,0,2,,,,,,,,,0,52,0,,
10200,note_on,0,0,2,,,,,,,,,0,61,0,,
10200,note_on,0,0,2,,,,,,,,,0,53,100,,
10200,note_on,0,0,2,,,,,,,,,0,62,100,,
10260,note_on,0,0,2,,,,,,,,,0,57,100,,
10260,note_on,60,0,2,,,,,,,,,0,62,0,,
10320,note_on,0,0,2,,,,,,,,,0,59,100,,
10320,note_on,0,0,1,,,,,,,,,0,62,100,,
10320,note_on,60,0,2,,,,,,,,,0,57,0,,
10320,note_on,240,0,1,,,,,,,,,0,69,0,,
10380,note_on,0,0,2,,,,,,,,,0,50,100,,
10380,note_on,60,0,2,,,,,,,,,0,53,0,,
10440,note_on,0,0,1,,,,,,,,,0,67,100,,
10440,note_on,120,0,1,,,,,,,,,0,62,0,,
10440,note_on,60,0,2,,,,,,,,,0,50,0,,
10440,note_on,0,0,2,,,,,,,,,0,52,100,,
10500,note_on,60,0,2,,,,,,,,,0,59,0,,
10500,note_on,0,0,2,,,,,,,,,0,61,100,,
10560,note_on,120,0,1,,,,,,,,,0,62,100,,
10560,note_on,0,0,2,,,,,,,,,0,62,100,,
10560,note_on,0,0,2,,,,,,,,,0,52,0,,
10560,note_on,0,0,2,,,,,,,,,0,50,100,,
10560,note_on,60,0,2,,,,,,,,,0,61,0,,
10620,note_on,60,0,1,,,,,,,,,0,67,0,,
10620,note_on,0,0,1,,,,,,,,,0,64,100,,
10680,note_on,0,0,1,,,,,,,,,0,65,100,,
10680,note_on,60,0,1,,,,,,,,,0,64,0,,
10680,note_on,120,0,2,,,,,,,,,0,62,0,,
10680,note_on,0,0,2,,,,,,,,,0,57,100,,
10740,note_on,60,0,1,,,,,,,,,0,65,0,,
10740,note_on,0,0,1,,,,,,,,,0,74,100,,
10800,note_on,60,0,1,,,,,,,,,0,74,0,,
10800,note_on,0,0,1,,,,,,,,,0,62,0,,
10800,note_on,0,0,1,,,,,,,,,0,69,100,,
10800,note_on,0,0,1,,,,,,,,,0,64,100,,
10860,note_on,180,0,2,,,,,,,,,0,50,0,,
