tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity
9216,note_off,,,,,1024,0,1,,,,0,72,0
10240,note_on,,,,,0,0,2,,,,1,67,96
10240,note_off,,,,,1024,0,2,,,,1,67,0
10240,note_on,,,,,0,0,3,,,,2,64,96
10240,note_on,,,,,0,0,4,,,,3,48,96
10240,note_off,,,,,1024,0,1,,,,0,71,0
10240,note_on,,,,,0,0,1,,,,0,72,96
10240,note_off,,,,,1024,0,3,,,,2,62,0
10240,note_off,,,,,1024,0,4,,,,3,43,0
11264,note_off,,,,,1024,0,1,,,,0,72,0
11264,note_on,,,,,0,0,1,,,,0,72,96
11264,note_on,,,,,0,0,4,,,,3,48,96
11264,note_off,,,,,1024,0,4,,,,3,48,0
11264,note_off,,,,,1024,0,2,,,,1,67,0
11264,note_on,,,,,0,0,2,,,,1,67,96
11264,note_off,,,,,1024,0,3,,,,2,64,0
11264,note_on,,,,,0,0,3,,,,2,64,96
12288,note_off,,,,,1024,0,2,,,,1,67,0
12288,note_off,,,,,1024,0,3,,,,2,64,0
12288,note_off,,,,,1024,0,1,,,,0,72,0
12288,note_on,,,,,0,0,1,,,,0,71,96
12288,note_on,,,,,0,0,2,,,,1,67,96
12288,note_on,,,,,0,0,4,,,,3,55,96
12288,note_off,,,,,1024,0,4,,,,3,48,0
12288,note_on,,,,,0,0,3,,,,2,62,96
13312,note_off,,,,,1024,0,1,,,,0,71,0
13312,note_off,,,,,1024,0,2,,,,1,67,0
13312,note_on,,,,,0,0,2,,,,1,65,96
13312,note_off,,,,,1024,0,3,,,,2,62,0
13312,note_on,,,,,0,0,3,,,,2,62,96
13312,note_on,,,,,0,0,1,,,,0,69,96
13312,note_on,,,,,0,0,4,,,,3,50,96
13312,note_off,,,,,1024,0,4,,,,3,55,0
13824,note_on,,,,,0,0,4,,,,3,52,96
13824,note_off,,,,,512,0,4,,,,3,50,0
13824,note_off,,,,,512,0,2,,,,1,65,0
13824,note_on,,,,,0,0,2,,,,1,67,96
14336,note_on,,,,,0,0,2,,,,1,69,96
14336,note_on,,,,,0,0,3,,,,2,57,96
14336,note_on,,,,,0,0,4,,,,3,53,96
14336,note_off,,,,,512,0,4,,,,3,52,0
14336,note_off,,,,,512,0,2,,,,1,67,0
14336,note_off,,,,,1024,0,3,,,,2,62,0
14336,note_on,,,,,0,0,1,,,,0,74,96
14336,note_off,,,,,1024,0,1,,,,0,69,0
14848,note_off,,,,,512,0,4,,,,3,53,0
14848,note_on,,,,,0,0,4,,,,3,55,96
15360,note_on,,,,,0,0,4,,,,3,57,96
15360,note_off,,,,,512,0,4,,,,3,55,0
15360,note_off,,,,,1024,0,3,,,,2,57,0
15360,note_on,,,,,0,0,3,,,,2,64,96
15872,note_off,,,,,1536,0,1,,,,0,74,0
15872,note_on,,,,,0,0,1,,,,0,72,96
16384,note_on,,,,,0,0,1,,,,0,71,96
16384,note_off,,,,,2048,0,2,,,,1,69,0
16384,note_on,,,,,0,0,2,,,,1,68,96
16384,note_off,,,,,512,0,1,,,,0,72,0
16384,note_off,,,,,1024,0,4,,,,3,57,0
16384,note_on,,,,,0,0,4,,,,3,52,96
16896,note_on,,,,,0,0,4,,,,3,50,96
16896,note_off,,,,,512,0,4,,,,3,52,0
17408,note_off,,,,,1024,0,1,,,,0,71,0
17408,note_on,,,,,0,0,1,,,,0,72,96
17408,note_on,,,,,0,0,2,,,,1,69,96
17408,note_on,,,,,0,0,3,,,,2,64,96
17408,note_on,,,,,0,0,4,,,,3,48,96
17408,note_off,,,,,2048,0,3,,,,2,64,0
17408,note_off,,,,,1024,0,2,,,,1,68,0
17408,note_off,,,,,512,0,4,,,,3,50,0
17920,note_on,,,,,0,0,4,,,,3,45,96
17920,note_off,,,,,512,0,4,,,,3,48,0
18432,note_off,,,,,512,0,4,,,,3,45,0
18432,note_on,,,,,0,0,3,,,,2,64,96
18432,note_on,,,,,0,0,1,,,,0,71,96
18432,note_on,,,,,0,0,4,,,,3,52,96
18432,note_off,,,,,1024,0,3,,,,2,64,0
18432,note_off,,,,,1024,0,1,,,,0,72,0
19456,note_off,,,,,2048,0,2,,,,1,69,0
19456,note_on,,,,,0,0,2,,,,1,68,96
19968,note_on,,,,,0,0,3,,,,2,62,96
19968,note_off,,,,,1536,0,3,,,,2,64,0
20480,note_off,,,,,512,0,3,,,,2,62,0
20480,note_on,,,,,0,0,4,,,,3,45,96
20480,note_off,,,,,2048,0,4,,,,3,52,0
20480,note_on,,,,,0,0,3,,,,2,60,96
20480,note_off,,,,,2048,0,1,,,,0,71,0
20480,note_on,,,,,0,0,1,,,,0,69,96
20480,note_on,,,,,0,0,2,,,,1,64,96
20480,note_off,,,,,1024,0,2,,,,1,68,0
23552,note_on,,,,,0,0,4,,,,3,45,96
23552,note_off,,,,,3072,0,3,,,,2,60,0
23552,note_on,,,,,0,0,3,,,,2,57,96
23552,note_on,,,,,0,0,2,,,,1,60,96
23552,note_off,,,,,3072,0,2,,,,1,64,0
23552,note_off,,,,,3072,0,4,,,,3,45,0
23552,note_on,,,,,0,0,1,,,,0,64,96
23552,note_off,,,,,3072,0,1,,,,0,69,0
24576,note_off,,,,,1024,0,2,,,,1,60,0
24576,note_on,,,,,0,0,4,,,,3,52,96
24576,note_on,,,,,0,0,3,,,,2,59,96
24576,note_off,,,,,1024,0,3,,,,2,57,0
24576,note_off,,,,,1024,0,4,,,,3,45,0
24576,note_on,,,,,0,0,1,,,,0,67,96
24576,note_off,,,,,1024,0,1,,,,0,64,0
24576,note_on,,,,,0,0,2,,,,1,64,96
25088,note_on,,,,,0,0,2,,,,1,62,96
25088,note_off,,,,,512,0,2,,,,1,64,0
25600,note_off,,,,,1024,0,4,,,,3,52,0
25600,note_on,,,,,0,0,4,,,,3,53,96
25600,note_on,,,,,0,0,2,,,,1,60,96
25600,note_off,,,,,512,0,2,,,,1,62,0
25600,note_on,,,,,0,0,1,,,,0,69,96
25600,note_on,,,,,0,0,3,,,,2,57,96
25600,note_off,,,,,1024,0,3,,,,2,59,0
25600,note_off,,,,,1024,0,1,,,,0,67,0
26112,note_on,,,,,0,0,3,,,,2,59,96
26112,note_off,,,,,512,0,2,,,,1,60,0
26112,note_on,,,,,0,0,2,,,,1,62,96
26112,note_off,,,,,512,0,3,,,,2,57,0
26624,note_off,,,,,512,0,3,,,,2,59,0
26624,note_on,,,,,0,0,1,,,,0,67,96
26624,note_off,,,,,1024,0,1,,,,0,69,0
26624,note_on,,,,,0,0,3,,,,2,60,96
26624,note_on,,,,,0,0,4,,,,3,48,96
26624,note_off,,,,,1024,0,4,,,,3,53,0
26624,note_off,,,,,512,0,2,,,,1,62,0
26624,note_on,,,,,0,0,2,,,,1,64,96
27136,note_on,,,,,0,0,4,,,,3,50,96
27136,note_off,,,,,512,0,4,,,,3,48,0
27136,note_off,,,,,512,0,2,,,,1,64,0
27136,note_on,,,,,0,0,2,,,,1,65,96
27648,note_on,,,,,0,0,2,,,,1,67,96
27648,note_on,,,,,0,0,4,,,,3,52,96
27648,note_off,,,,,512,0,4,,,,3,50,0
27648,note_off,,,,,512,0,2,,,,1,65,0
27648,note_off,,,,,1024,0,3,,,,2,60,0
27648,note_off,,,,,1024,0,1,,,,0,67,0
27648,note_on,,,,,0,0,1,,,,0,72,96
27648,note_on,,,,,0,0,3,,,,2,60,96
28160,note_off,,,,,512,0,4,,,,3,52,0
28160,note_on,,,,,0,0,3,,,,2,62,96
28160,note_off,,,,,512,0,3,,,,2,60,0
28160,note_on,,,,,0,0,4,,,,3,53,96
28672,note_on,,,,,0,0,4,,,,3,55,96
28672,note_off,,,,,1024,0,2,,,,1,67,0
28672,note_off,,,,,1024,0,1,,,,0,72,0
28672,note_on,,,,,0,0,1,,,,0,72,96
28672,note_on,,,,,0,0,3,,,,2,64,96
28672,note_off,,,,,512,0,3,,,,2,62,0
28672,note_off,,,,,512,0,4,,,,3,53,0
28672,note_on,,,,,0,0,2,,,,1,67,96
29184,note_on,,,,,0,0,3,,,,2,62,96
29184,note_off,,,,,512,0,3,,,,2,64,0
29440,note_on,,,,,0,0,3,,,,2,60,96
29440,note_off,,,,,256,0,3,,,,2,62,0
29696,note_off,,,,,1024,0,1,,,,0,72,0
29696,note_off,,,,,1024,0,4,,,,3,55,0
29696,note_on,,,,,0,0,4,,,,3,43,96
29696,note_on,,,,,0,0,3,,,,2,62,96
29696,note_off,,,,,256,0,3,,,,2,60,0
29696,note_off,,,,,1024,0,2,,,,1,67,0
29696,note_on,,,,,0,0,2,,,,1,67,96
29696,note_on,,,,,0,0,1,,,,0,71,96
30720,note_off,,,,,1024,0,3,,,,2,62,0
30720,note_on,,,,,0,0,1,,,,0,72,96
30720,note_off,,,,,1024,0,1,,,,0,71,0
30720,note_on,,,,,0,0,3,,,,2,64,96
30720,note_on,,,,,0,0,2,,,,1,67,96
30720,note_off,,,,,1024,0,2,,,,1,67,0
30720,note_off,,,,,1024,0,4,,,,3,43,0
30720,note_on,,,,,0,0,4,,,,3,48,96
31744,note_on,,,,,0,0,2,,,,1,67,96
31744,note_off,,,,,1024,0,3,,,,2,64,0
31744,note_on,,,,,0,0,3,,,,2,64,96
31744,note_off,,,,,1024,0,2,,,,1,67,0
31744,note_off,,,,,1024,0,1,,,,0,72,0
31744,note_on,,,,,0,0,1,,,,0,72,96
31744,note_on,,,,,0,0,4,,,,3,48,96
31744,note_off,,,,,1024,0,4,,,,3,48,0
32768,note_off,,,,,1024,0,3,,,,2,64,0
32768,note_on,,,,,0,0,3,,,,2,62,96
32768,note_on,,,,,0,0,4,,,,3,55,96
32768,note_off,,,,,1024,0,2,,,,1,67,0
32768,note_off,,,,,1024,0,1,,,,0,72,0
32768,note_on,,,,,0,0,2,,,,1,67,96
32768,note_off,,,,,1024,0,4,,,,3,48,0
32768,note_on,,,,,0,0,1,,,,0,71,96
33792,note_on,,,,,0,0,4,,,,3,50,96
33792,note_on,,,,,0,0,3,,,,2,62,96
33792,note_on,,,,,0,0,1,,,,0,69,96
33792,note_off,,,,,1024,0,1,,,,0,71,0
33792,note_off,,,,,1024,0,2,,,,1,67,0
33792,note_on,,,,,0,0,2,,,,1,65,96
33792,note_off,,,,,1024,0,4,,,,3,55,0
33792,note_off,,,,,1024,0,3,,,,2,62,0
34304,note_on,,,,,0,0,2,,,,1,67,96
34304,note_on,,,,,0,0,4,,,,3,52,96
34304,note_off,,,,,512,0,4,,,,3,50,0
34304,note_off,,,,,512,0,2,,,,1,65,0
34816,note_on,,,,,0,0,1,,,,0,74,96
34816,note_off,,,,,1024,0,1,,,,0,69,0
34816,note_on,,,,,0,0,2,,,,1,69,96
34816,note_on,,,,,0,0,3,,,,2,57,96
34816,note_off,,,,,1024,0,3,,,,2,62,0
34816,note_off,,,,,512,0,4,,,,3,52,0
34816,note_off,,,,,512,0,2,,,,1,67,0
34816,note_on,,,,,0,0,4,,,,3,53,96
35328,note_on,,,,,0,0,4,,,,3,55,96
35328,note_off,,,,,512,0,4,,,,3,53,0
35840,note_off,,,,,512,0,4,,,,3,55,0
35840,note_on,,,,,0,0,4,,,,3,57,96
35840,note_off,,,,,1024,0,3,,,,2,57,0
35840,note_on,,,,,0,0,3,,,,2,64,96
36352,note_off,,,,,1536,0,1,,,,0,74,0
36352,note_on,,,,,0,0,1,,,,0,72,96
36864,note_on,,,,,0,0,4,,,,3,52,96
36864,note_off,,,,,2048,0,2,,,,1,69,0
36864,note_on,,,,,0,0,2,,,,1,68,96
36864,note_off,,,,,512,0,1,,,,0,72,0
36864,note_on,,,,,0,0,1,,,,0,71,96
36864,note_off,,,,,1024,0,4,,,,3,57,0
37376,note_on,,,,,0,0,4,,,,3,50,96
37376,note_off,,,,,512,0,4,,,,3,52,0
37888,note_off,,,,,512,0,4,,,,3,50,0
37888,note_on,,,,,0,0,1,,,,0,72,96
37888,note_on,,,,,0,0,4,,,,3,48,96
37888,note_off,,,,,2048,0,3,,,,2,64,0
37888,note_off,,,,,1024,0,1,,,,0,71,0
37888,note_off,,,,,1024,0,2,,,,1,68,0
37888,note_on,,,,,0,0,2,,,,1,69,96
37888,note_on,,,,,0,0,3,,,,2,64,96
38400,note_on,,,,,0,0,4,,,,3,45,96
38400,note_off,,,,,512,0,4,,,,3,48,0
38912,note_off,,,,,512,0,4,,,,3,45,0
38912,note_off,,,,,1024,0,3,,,,2,64,0
38912,note_off,,,,,1024,0,1,,,,0,72,0
38912,note_on,,,,,0,0,1,,,,0,71,96
38912,note_on,,,,,0,0,4,,,,3,52,96
38912,note_on,,,,,0,0,3,,,,2,64,96
39936,note_on,,,,,0,0,2,,,,1,68,96
39936,note_off,,,,,2048,0,2,,,,1,69,0
40448,note_off,,,,,1536,0,3,,,,2,64,0
40448,note_on,,,,,0,0,3,,,,2,62,96
40960,note_on,,,,,0,0,4,,,,3,45,96
40960,note_on,,,,,0,0,1,,,,0,69,96
40960,note_off,,,,,2048,0,1,,,,0,71,0
40960,note_on,,,,,0,0,3,,,,2,60,96
40960,note_off,,,,,512,0,3,,,,2,62,0
40960,note_off,,,,,1024,0,2,,,,1,68,0
40960,note_on,,,,,0,0,2,,,,1,64,96
40960,note_off,,,,,2048,0,4,,,,3,52,0
44032,note_on,,,,,0,0,3,,,,2,60,96
44032,note_off,,,,,3072,0,3,,,,2,60,0
44032,note_off,,,,,3072,0,4,,,,3,45,0
44032,note_on,,,,,0,0,4,,,,3,57,96
44032,note_on,,,,,0,0,2,,,,1,64,96
44032,note_off,,,,,3072,0,2,,,,1,64,0
44032,note_off,,,,,3072,0,1,,,,0,69,0
44032,note_on,,,,,0,0,1,,,,0,69,96
44544,note_on,,,,,0,0,4,,,,3,55,96
44544,note_off,,,,,512,0,4,,,,3,57,0
44544,note_off,,,,,512,0,3,,,,2,60,0
44544,note_on,,,,,0,0,3,,,,2,59,96
45056,note_on,,,,,0,0,2,,,,1,62,96
45056,note_off,,,,,1024,0,2,,,,1,64,0
45056,note_on,,,,,0,0,3,,,,2,57,96
45056,note_off,,,,,512,0,3,,,,2,59,0
45056,note_on,,,,,0,0,4,,,,3,54,96
45056,note_off,,,,,512,0,4,,,,3,55,0
45056,note_on,,,,,0,0,1,,,,0,69,96
45056,note_off,,,,,1024,0,1,,,,0,69,0
45568,note_on,,,,,0,0,2,,,,1,64,96
45568,note_off,,,,,512,0,2,,,,1,62,0
46080,note_off,,,,,1024,0,1,,,,0,69,0
46080,note_on,,,,,0,0,1,,,,0,69,96
46080,note_on,,,,,0,0,2,,,,1,66,96
46080,note_off,,,,,1024,0,4,,,,3,54,0
46080,note_on,,,,,0,0,4,,,,3,52,96
46080,note_off,,,,,512,0,2,,,,1,64,0
46080,note_off,,,,,1024,0,3,,,,2,57,0
46080,note_on,,,,,0,0,3,,,,2,62,96
46592,note_off,,,,,512,0,4,,,,3,52,0
46592,note_on,,,,,0,0,4,,,,3,50,96
47104,note_off,,,,,1024,0,1,,,,0,69,0
47104,note_on,,,,,0,0,1,,,,0,71,96
47104,note_on,,,,,0,0,3,,,,2,62,96
47104,note_off,,,,,1024,0,3,,,,2,62,0
47104,note_on,,,,,0,0,4,,,,3,55,96
47104,note_off,,,,,1024,0,2,,,,1,66,0
47104,note_on,,,,,0,0,2,,,,1,67,96
47104,note_off,,,,,512,0,4,,,,3,50,0
47616,note_on,,,,,0,0,4,,,,3,50,96
47616,note_off,,,,,512,0,4,,,,3,55,0
48128,note_on,,,,,0,0,4,,,,3,55,96
48128,note_off,,,,,512,0,4,,,,3,50,0
48640,note_on,,,,,0,0,3,,,,2,63,96
48640,note_on,,,,,0,0,1,,,,0,69,96
48640,note_off,,,,,1536,0,1,,,,0,71,0
48640,note_off,,,,,1536,0,2,,,,1,67,0
48640,note_on,,,,,0,0,2,,,,1,69,96
48640,note_on,,,,,0,0,4,,,,3,54,96
48640,note_off,,,,,512,0,4,,,,3,55,0
48640,note_off,,,,,1536,0,3,,,,2,62,0
49152,note_off,,,,,512,0,3,,,,2,63,0
49152,note_on,,,,,0,0,1,,,,0,71,96
49152,note_on,,,,,0,0,4,,,,3,52,96
49152,note_off,,,,,512,0,4,,,,3,54,0
49152,note_on,,,,,0,0,3,,,,2,64,96
49152,note_on,,,,,0,0,2,,,,1,67,96
49152,note_off,,,,,512,0,2,,,,1,69,0
49152,note_off,,,,,512,0,1,,,,0,69,0
49664,note_off,,,,,512,0,4,,,,3,52,0
49664,note_on,,,,,0,0,4,,,,3,47,96
50176,note_on,,,,,0,0,4,,,,3,52,96
50176,note_off,,,,,512,0,4,,,,3,47,0
50176,note_on,,,,,0,0,3,,,,2,59,96
50176,note_on,,,,,0,0,2,,,,1,64,96
50176,note_off,,,,,1024,0,2,,,,1,67,0
50176,note_off,,,,,1024,0,3,,,,2,64,0
50176,note_on,,,,,0,0,1,,,,0,67,96
50176,note_off,,,,,1024,0,1,,,,0,71,0
50688,note_on,,,,,0,0,4,,,,3,50,96
50688,note_off,,,,,512,0,4,,,,3,52,0
51200,note_off,,,,,1024,0,3,,,,2,59,0
51200,note_off,,,,,1024,0,1,,,,0,67,0
51200,note_on,,,,,0,0,1,,,,0,67,96
51200,note_on,,,,,0,0,3,,,,2,57,96
51200,note_off,,,,,512,0,4,,,,3,50,0
51200,note_off,,,,,1024,0,2,,,,1,64,0
51200,note_on,,,,,0,0,2,,,,1,64,96
51200,note_on,,,,,0,0,4,,,,3,48,96
51712,note_on,,,,,0,0,4,,,,3,45,96
51712,note_off,,,,,512,0,4,,,,3,48,0
52224,note_on,,,,,0,0,4,,,,3,50,96
52224,note_on,,,,,0,0,2,,,,1,62,96
52224,note_off,,,,,1024,0,2,,,,1,64,0
52224,note_on,,,,,0,0,3,,,,2,57,96
52224,note_off,,,,,1024,0,3,,,,2,57,0
52224,note_off,,,,,1024,0,1,,,,0,67,0
52224,note_on,,,,,0,0,1,,,,0,66,96
52224,note_off,,,,,512,0,4,,,,3,45,0
53248,note_on,,,,,0,0,2,,,,1,62,96
53248,note_off,,,,,1024,0,2,,,,1,62,0
53248,note_on,,,,,0,0,4,,,,3,43,96
53248,note_off,,,,,1024,0,4,,,,3,50,0
53248,note_on,,,,,0,0,1,,,,0,67,96
53248,note_off,,,,,1024,0,3,,,,2,57,0
53248,note_off,,,,,1024,0,1,,,,0,66,0
53248,note_on,,,,,0,0,3,,,,2,59,96
54272,note_on,,,,,0,0,3,,,,2,60,96
54272,note_off,,,,,1024,0,3,,,,2,59,0
54272,note_on,,,,,0,0,2,,,,1,64,96
54272,note_on,,,,,0,0,1,,,,0,67,96
54272,note_off,,,,,1024,0,2,,,,1,62,0
54272,note_on,,,,,0,0,4,,,,3,48,96
54272,note_off,,,,,1024,0,4,,,,3,43,0
54272,note_off,,,,,1024,0,1,,,,0,67,0
55296,note_on,,,,,0,0,3,,,,2,57,96
55296,note_off,,,,,1024,0,4,,,,3,48,0
55296,note_off,,,,,1024,0,1,,,,0,67,0
55296,note_on,,,,,0,0,1,,,,0,69,96
55296,note_off,,,,,1024,0,3,,,,2,60,0
55296,note_on,,,,,0,0,2,,,,1,66,96
55296,note_on,,,,,0,0,4,,,,3,60,96
55296,note_off,,,,,1024,0,2,,,,1,64,0
55808,note_off,,,,,512,0,4,,,,3,60,0
55808,note_on,,,,,0,0,4,,,,3,59,96
56320,note_off,,,,,1024,0,3,,,,2,57,0
56320,note_off,,,,,1024,0,2,,,,1,66,0
56320,note_on,,,,,0,0,2,,,,1,65,96
56320,note_off,,,,,512,0,4,,,,3,59,0
56320,note_on,,,,,0,0,4,,,,3,57,96
56320,note_on,,,,,0,0,1,,,,0,71,96
56320,note_off,,,,,1024,0,1,,,,0,69,0
56320,note_on,,,,,0,0,3,,,,2,62,96
56832,note_on,,,,,0,0,4,,,,3,56,96
56832,note_off,,,,,512,0,4,,,,3,57,0
57344,note_off,,,,,512,0,4,,,,3,56,0
57344,note_off,,,,,1024,0,1,,,,0,71,0
57344,note_on,,,,,0,0,1,,,,0,72,96
57344,note_off,,,,,1024,0,2,,,,1,65,0
57344,note_on,,,,,0,0,4,,,,3,57,96
57344,note_on,,,,,0,0,2,,,,1,64,96
57344,note_off,,,,,1024,0,3,,,,2,62,0
57344,note_on,,,,,0,0,3,,,,2,60,96
57856,note_on,,,,,0,0,3,,,,2,62,96
57856,note_off,,,,,512,0,2,,,,1,64,0
57856,note_on,,,,,0,0,2,,,,1,66,96
57856,note_off,,,,,512,0,3,,,,2,60,0
58368,note_on,,,,,0,0,3,,,,2,64,96
58368,note_on,,,,,0,0,2,,,,1,68,96
58368,note_on,,,,,0,0,4,,,,3,52,96
58368,note_off,,,,,1024,0,4,,,,3,57,0
58368,note_off,,,,,512,0,2,,,,1,66,0
58368,note_off,,,,,1024,0,1,,,,0,72,0
58368,note_off,,,,,512,0,3,,,,2,62,0
58368,note_on,,,,,0,0,1,,,,0,71,96
58880,note_off,,,,,512,0,4,,,,3,52,0
58880,note_on,,,,,0,0,4,,,,3,50,96
59392,note_off,,,,,1024,0,1,,,,0,71,0
59392,note_on,,,,,0,0,1,,,,0,69,96
59392,note_off,,,,,1024,0,3,,,,2,64,0
59392,note_on,,,,,0,0,2,,,,1,69,96
59392,note_on,,,,,0,0,3,,,,2,64,96
59392,note_off,,,,,1024,0,2,,,,1,68,0
59392,note_off,,,,,512,0,4,,,,3,50,0
59392,note_on,,,,,0,0,4,,,,3,48,96
59904,note_off,,,,,512,0,4,,,,3,48,0
59904,note_on,,,,,0,0,4,,,,3,47,96
59904,note_off,,,,,512,0,3,,,,2,64,0
59904,note_on,,,,,0,0,3,,,,2,62,96
60416,note_on,,,,,0,0,4,,,,3,45,96
60416,note_off,,,,,512,0,4,,,,3,47,0
60416,note_off,,,,,512,0,3,,,,2,62,0
60416,note_on,,,,,0,0,3,,,,2,60,96
60928,note_on,,,,,0,0,2,,,,1,63,96
60928,note_off,,,,,1536,0,2,,,,1,69,0
60928,note_on,,,,,0,0,3,,,,2,54,96
60928,note_off,,,,,512,0,3,,,,2,60,0
61440,note_off,,,,,512,0,2,,,,1,63,0
61440,note_on,,,,,0,0,2,,,,1,64,96
61440,note_on,,,,,0,0,3,,,,2,56,96
61440,note_off,,,,,2048,0,1,,,,0,69,0
61440,note_on,,,,,0,0,1,,,,0,71,96
61440,note_on,,,,,0,0,4,,,,3,52,96
61440,note_off,,,,,512,0,3,,,,2,54,0
61440,note_off,,,,,1024,0,4,,,,3,45,0
62464,note_off,,,,,1024,0,3,,,,2,56,0
62464,note_on,,,,,0,0,3,,,,2,55,96
62464,note_on,,,,,0,0,4,,,,3,52,96
62464,note_off,,,,,1024,0,1,,,,0,71,0
62464,note_on,,,,,0,0,1,,,,0,64,96
62464,note_off,,,,,1024,0,4,,,,3,52,0
62464,note_off,,,,,1024,0,2,,,,1,64,0
62464,note_on,,,,,0,0,2,,,,1,59,96
62976,note_on,,,,,0,0,3,,,,2,57,96
62976,note_on,,,,,0,0,1,,,,0,66,96
62976,note_off,,,,,512,0,1,,,,0,64,0
62976,note_off,,,,,512,0,3,,,,2,55,0
63488,note_off,,,,,1024,0,4,,,,3,52,0
63488,note_on,,,,,0,0,4,,,,3,52,96
63488,note_on,,,,,0,0,1,,,,0,67,96
63488,note_off,,,,,512,0,1,,,,0,66,0
63488,note_off,,,,,512,0,3,,,,2,57,0
63488,note_off,,,,,1024,0,2,,,,1,59,0
63488,note_on,,,,,0,0,2,,,,1,64,96
63488,note_on,,,,,0,0,3,,,,2,59,96
64512,note_on,,,,,0,0,2,,,,1,66,96
