tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
7872,note_on,0,0,2,,,,,,,0,63,97
7968,note_on,0,0,1,,,,,,,0,69,92
7968,note_off,1056,0,1,,,,,,,0,71,64
8064,note_off,96,0,1,,,,,,,0,69,64
8064,note_off,384,0,3,,,,,,,0,48,64
8064,note_off,192,0,2,,,,,,,0,63,64
8064,note_on,0,0,1,,,,,,,0,67,92
8064,note_on,0,0,2,,,,,,,0,64,97
8064,note_on,0,0,3,,,,,,,0,60,102
8160,note_on,0,0,1,,,,,,,0,66,92
8160,note_off,96,0,1,,,,,,,0,67,64
8256,note_on,0,0,1,,,,,,,0,67,92
8256,note_off,96,0,1,,,,,,,0,66,64
8256,note_off,192,0,3,,,,,,,0,60,64
8256,note_on,0,0,3,,,,,,,0,59,102
8256,note_off,192,0,2,,,,,,,0,64,64
8256,note_on,0,0,2,,,,,,,0,67,97
8352,note_on,0,0,1,,,,,,,0,72,92
8352,note_off,96,0,1,,,,,,,0,67,64
8448,note_on,0,0,2,,,,,,,0,66,97
8448,note_off,192,0,2,,,,,,,0,67,64
8448,note_off,192,0,3,,,,,,,0,59,64
8448,note_on,0,0,3,,,,,,,0,60,102
8448,note_off,96,0,1,,,,,,,0,72,64
8448,note_on,0,0,1,,,,,,,0,69,92
8496,note_off,48,0,1,,,,,,,0,69,64
8496,note_on,0,0,1,,,,,,,0,71,92
8544,note_on,0,0,1,,,,,,,0,69,92
8544,note_off,48,0,1,,,,,,,0,71,64
8640,note_on,0,0,2,,,,,,,0,64,97
8640,note_off,192,0,2,,,,,,,0,66,64
8832,note_on,0,0,3,,,,,,,0,48,102
8832,note_off,384,0,3,,,,,,,0,60,64
8832,note_off,192,0,2,,,,,,,0,64,64
8832,note_on,0,0,2,,,,,,,0,63,97
9024,note_on,0,0,1,,,,,,,0,71,92
9024,note_off,192,0,2,,,,,,,0,63,64
9024,note_on,0,0,2,,,,,,,0,64,97
9024,note_off,480,0,1,,,,,,,0,69,64
9216,note_off,192,0,2,,,,,,,0,64,64
9216,note_on,0,0,2,,,,,,,0,63,97
9216,note_on,0,0,3,,,,,,,0,47,102
9216,note_off,384,0,3,,,,,,,0,48,64
9216,note_off,192,0,1,,,,,,,0,71,64
9216,note_on,0,0,1,,,,,,,0,71,92
9408,note_off,192,0,3,,,,,,,0,47,64
9408,note_on,0,0,3,,,,,,,0,59,102
9600,note_on,0,0,2,,,,,,,0,66,97
9600,note_off,384,0,2,,,,,,,0,63,64
9600,note_on,0,0,3,,,,,,,0,57,102
9600,note_off,192,0,3,,,,,,,0,59,64
9600,note_on,0,0,1,,,,,,,0,75,92
9600,note_off,384,0,1,,,,,,,0,71,64
9792,note_off,192,0,3,,,,,,,0,57,64
9792,note_on,0,0,3,,,,,,,0,59,102
9984,note_on,0,0,2,,,,,,,0,67,97
9984,note_on,0,0,1,,,,,,,0,76,92
9984,note_off,384,0,1,,,,,,,0,75,64
9984,note_off,192,0,3,,,,,,,0,59,64
9984,note_on,0,0,3,,,,,,,0,55,102
9984,note_off,384,0,2,,,,,,,0,66,64
10176,note_off,192,0,3,,,,,,,0,55,64
10176,note_on,0,0,3,,,,,,,0,59,102
10368,note_off,384,0,2,,,,,,,0,67,64
10368,note_on,0,0,1,,,,,,,0,79,92
10368,note_off,384,0,1,,,,,,,0,76,64
10368,note_on,0,0,2,,,,,,,0,59,97
10368,note_on,0,0,3,,,,,,,0,52,102
10368,note_off,192,0,3,,,,,,,0,59,64
10560,note_on,0,0,3,,,,,,,0,55,102
10560,note_off,192,0,3,,,,,,,0,52,64
10752,note_off,384,0,2,,,,,,,0,59,64
10752,note_on,0,0,3,,,,,,,0,46,102
10752,note_off,192,0,3,,,,,,,0,55,64
10752,note_on,0,0,2,,,,,,,0,61,97
10800,note_on,0,0,2,,,,,,,0,63,97
10800,note_off,48,0,2,,,,,,,0,61,64
10848,note_off,48,0,2,,,,,,,0,63,64
10848,note_on,0,0,2,,,,,,,0,61,97
11136,note_off,768,0,1,,,,,,,0,79,64
11136,note_on,0,0,1,,,,,,,0,78,92
11328,note_off,192,0,1,,,,,,,0,78,64
11328,note_on,0,0,1,,,,,,,0,76,92
11520,note_off,192,0,1,,,,,,,0,76,64
11520,note_on,0,0,1,,,,,,,0,78,92
11712,note_on,0,0,1,,,,,,,0,75,92
11712,note_off,192,0,1,,,,,,,0,78,64
11904,note_on,0,0,1,,,,,,,0,76,92
11904,note_on,0,0,2,,,,,,,0,59,97
11904,note_off,1056,0,2,,,,,,,0,61,64
11904,note_off,192,0,1,,,,,,,0,75,64
12096,note_off,192,0,2,,,,,,,0,59,64
12096,note_on,0,0,2,,,,,,,0,61,97
12288,time_signature,0,1,0,,3,4,24,8,,,,
12288,note_on,0,0,2,,,,,,,0,59,97
12288,note_off,192,0,2,,,,,,,0,61,64
12288,note_on,0,0,3,,,,,,,0,47,102
12288,note_off,1536,0,3,,,,,,,0,46,64
12288,note_on,0,0,1,,,,,,,0,75,92
12288,note_off,384,0,1,,,,,,,0,76,64
12288,set_tempo,12288,1,0,800000,,,,,,,,
12672,note_on,0,0,2,,,,,,,0,66,97
12672,note_off,384,0,2,,,,,,,0,59,64
12672,note_off,384,0,3,,,,,,,0,47,64
12672,note_on,0,0,3,,,,,,,0,59,102
13056,note_off,384,0,3,,,,,,,0,59,64
13056,note_on,0,0,3,,,,,,,0,57,102
13056,note_off,768,0,1,,,,,,,0,75,64
13440,note_off,768,0,2,,,,,,,0,66,64
13440,note_on,0,0,2,,,,,,,0,64,97
13440,note_on,0,0,3,,,,,,,0,60,102
13440,note_off,384,0,3,,,,,,,0,57,64
13632,note_on,0,0,2,,,,,,,0,63,97
13632,note_off,192,0,2,,,,,,,0,64,64
13824,note_on,0,0,2,,,,,,,0,64,97
13824,note_off,384,0,3,,,,,,,0,60,64
13824,note_on,0,0,3,,,,,,,0,59,102
13824,note_off,192,0,2,,,,,,,0,63,64
14016,note_off,192,0,2,,,,,,,0,64,64
14016,note_on,0,0,2,,,,,,,0,63,97
14208,note_on,0,0,3,,,,,,,0,57,102
14208,note_off,384,0,3,,,,,,,0,59,64
14208,note_on,0,0,2,,,,,,,0,61,97
14208,note_off,192,0,2,,,,,,,0,63,64
14400,note_on,0,0,2,,,,,,,0,59,97
14400,note_off,192,0,2,,,,,,,0,61,64
14592,note_on,0,0,3,,,,,,,0,55,102
14592,note_off,384,0,3,,,,,,,0,57,64
14592,note_off,192,0,2,,,,,,,0,59,64
14592,note_on,0,0,2,,,,,,,0,64,97
14784,note_off,192,0,2,,,,,,,0,64,64
14784,note_on,0,0,2,,,,,,,0,66,97
14976,note_on,0,0,2,,,,,,,0,64,97
14976,note_off,192,0,2,,,,,,,0,66,64
15168,note_on,0,0,2,,,,,,,0,59,97
15168,note_off,192,0,2,,,,,,,0,64,64
15360,note_on,0,0,2,,,,,,,0,55,97
15360,note_off,768,0,3,,,,,,,0,55,64
15360,note_off,192,0,2,,,,,,,0,59,64
15552,note_on,0,0,2,,,,,,,0,59,97
15552,note_off,192,0,2,,,,,,,0,55,64
15744,note_on,384,0,3,,,,,,,0,60,102
15744,note_on,0,0,2,,,,,,,0,64,97
15744,note_off,192,0,2,,,,,,,0,59,64
15936,note_off,192,0,2,,,,,,,0,64,64
15936,note_on,0,0,2,,,,,,,0,66,97
16128,note_on,0,0,3,,,,,,,0,57,102
16128,note_off,192,0,2,,,,,,,0,66,64
16128,note_on,0,0,2,,,,,,,0,67,97
16128,note_off,384,0,3,,,,,,,0,60,64
16320,note_on,0,0,2,,,,,,,0,66,97
16320,note_off,192,0,2,,,,,,,0,67,64
16512,note_off,384,0,3,,,,,,,0,57,64
16512,note_off,192,0,2,,,,,,,0,66,64
16512,note_on,0,0,3,,,,,,,0,59,102
16512,note_on,0,0,2,,,,,,,0,64,97
16704,note_off,192,0,2,,,,,,,0,64,64
16704,note_on,0,0,2,,,,,,,0,66,97
16896,note_off,192,0,2,,,,,,,0,66,64
16896,note_on,0,0,2,,,,,,,0,67,97
16896,note_on,0,0,3,,,,,,,0,52,102
16896,note_off,384,0,3,,,,,,,0,59,64
17280,note_off,384,0,2,,,,,,,0,67,64
17280,note_on,0,0,2,,,,,,,0,60,97
17664,note_on,0,0,3,,,,,,,0,50,102
17664,note_off,768,0,3,,,,,,,0,52,64
17856,note_off,576,0,2,,,,,,,0,60,64
17856,note_on,0,0,2,,,,,,,0,59,97
18048,note_off,192,0,2,,,,,,,0,59,64
18048,note_on,0,0,2,,,,,,,0,57,97
18240,note_off,192,0,2,,,,,,,0,57,64
18240,note_on,0,0,2,,,,,,,0,59,97
18432,note_off,192,0,2,,,,,,,0,59,64
18432,note_on,0,0,2,,,,,,,0,64,97
18432,note_on,0,0,3,,,,,,,0,48,102
18432,note_off,768,0,3,,,,,,,0,50,64
18816,note_off,384,0,2,,,,,,,0,64,64
18816,note_on,0,0,2,,,,,,,0,57,97
19200,note_off,768,0,3,,,,,,,0,48,64
19200,note_on,0,0,3,,,,,,,0,47,102
19200,note_off,384,0,2,,,,,,,0,57,64
19200,note_on,0,0,2,,,,,,,0,62,97
19584,note_off,384,0,2,,,,,,,0,62,64
19584,note_on,0,0,2,,,,,,,0,55,97
19968,note_off,768,0,3,,,,,,,0,47,64
19968,note_on,0,0,3,,,,,,,0,45,102
20160,note_off,576,0,2,,,,,,,0,55,64
20160,note_on,0,0,2,,,,,,,0,54,97
20352,note_on,0,0,2,,,,,,,0,52,97
20352,note_off,192,0,2,,,,,,,0,54,64
20544,note_off,192,0,2,,,,,,,0,52,64
20544,note_on,0,0,2,,,,,,,0,54,97
20736,note_on,0,0,2,,,,,,,0,59,97
20736,note_on,0,0,3,,,,,,,0,43,102
20736,note_off,768,0,3,,,,,,,0,45,64
20736,note_off,192,0,2,,,,,,,0,54,64
21120,note_on,0,0,2,,,,,,,0,52,97
21120,note_off,384,0,2,,,,,,,0,59,64
21504,note_on,0,0,3,,,,,,,0,42,102
21504,note_off,768,0,3,,,,,,,0,43,64
21504,note_off,384,0,2,,,,,,,0,52,64
21504,note_on,0,0,2,,,,,,,0,57,97
21696,note_on,0,0,2,,,,,,,0,55,97
21696,note_off,192,0,2,,,,,,,0,57,64
21888,note_on,0,0,2,,,,,,,0,57,97
21888,note_off,192,0,2,,,,,,,0,55,64
21888,note_on,8832,0,1,,,,,,,0,78,92
22080,note_on,0,0,2,,,,,,,0,60,97
22080,note_off,192,0,2,,,,,,,0,57,64
22272,note_off,768,0,3,,,,,,,0,42,64
22272,note_on,0,0,2,,,,,,,0,57,97
22272,note_off,192,0,2,,,,,,,0,60,64
22464,note_off,192,0,2,,,,,,,0,57,64
22464,note_on,0,0,2,,,,,,,0,55,97
22656,note_off,192,0,2,,,,,,,0,55,64
22656,note_on,0,0,2,,,,,,,0,57,97
22656,note_on,0,0,1,,,,,,,0,76,92
22656,note_off,768,0,1,,,,,,,0,78,64
22656,note_on,384,0,3,,,,,,,0,54,102
22848,note_off,192,0,1,,,,,,,0,76,64
22848,note_on,0,0,1,,,,,,,0,75,92
22848,note_on,0,0,2,,,,,,,0,60,97
22848,note_off,192,0,2,,,,,,,0,57,64
23040,note_on,0,0,1,,,,,,,0,76,92
23040,note_off,192,0,2,,,,,,,0,60,64
23040,note_on,0,0,2,,,,,,,0,54,97
23040,note_off,384,0,3,,,,,,,0,54,64
23040,note_on,0,0,3,,,,,,,0,59,102
23040,note_off,192,0,1,,,,,,,0,75,64
23232,note_off,192,0,1,,,,,,,0,76,64
23232,note_on,0,0,1,,,,,,,0,75,92
23232,note_off,192,0,2,,,,,,,0,54,64
23232,note_on,0,0,2,,,,,,,0,59,97
23424,note_off,384,0,3,,,,,,,0,59,64
23424,note_off,192,0,2,,,,,,,0,59,64
23424,note_on,0,0,2,,,,,,,0,57,97
23424,note_off,192,0,1,,,,,,,0,75,64
23424,note_on,0,0,1,,,,,,,0,73,92
23424,note_on,0,0,3,,,,,,,0,54,102
23616,note_off,192,0,2,,,,,,,0,57,64
23616,note_on,0,0,2,,,,,,,0,59,97
23616,note_off,192,0,1,,,,,,,0,73,64
23616,note_on,0,0,1,,,,,,,0,71,92
23808,note_off,192,0,1,,,,,,,0,71,64
23808,note_off,384,0,3,,,,,,,0,54,64
23808,note_on,0,0,3,,,,,,,0,55,102
23808,note_off,192,0,2,,,,,,,0,59,64
23808,note_on,0,0,2,,,,,,,0,52,97
23808,note_on,0,0,1,,,,,,,0,76,92
24000,note_on,0,0,1,,,,,,,0,78,92
24000,note_off,192,0,1,,,,,,,0,76,64
24192,note_off,192,0,1,,,,,,,0,78,64
24192,note_on,0,0,1,,,,,,,0,76,92
24192,note_off,384,0,2,,,,,,,0,52,64
24192,note_on,0,0,2,,,,,,,0,64,97
24384,note_on,0,0,1,,,,,,,0,71,92
24384,note_off,192,0,1,,,,,,,0,76,64
24576,note_off,192,0,1,,,,,,,0,71,64
24576,note_on,0,0,1,,,,,,,0,67,92
24576,note_on,0,0,2,,,,,,,0,64,97
24576,note_off,384,0,2,,,,,,,0,64,64
24576,note_off,768,0,3,,,,,,,0,55,64
24768,note_off,192,0,1,,,,,,,0,67,64
24768,note_on,0,0,1,,,,,,,0,71,92
24960,note_on,0,0,2,,,,,,,0,64,97
24960,note_off,384,0,2,,,,,,,0,64,64
24960,note_on,384,0,3,,,,,,,0,60,102
24960,note_on,0,0,1,,,,,,,0,76,92
24960,note_off,192,0,1,,,,,,,0,71,64
25152,note_on,0,0,1,,,,,,,0,78,92
25152,note_off,192,0,1,,,,,,,0,76,64
25344,note_off,384,0,2,,,,,,,0,64,64
25344,note_on,0,0,1,,,,,,,0,79,92
25344,note_off,192,0,1,,,,,,,0,78,64
25344,note_off,384,0,3,,,,,,,0,60,64
25344,note_on,0,0,3,,,,,,,0,57,102
25344,note_on,0,0,2,,,,,,,0,64,97
25536,note_on,0,0,1,,,,,,,0,78,92
25536,note_off,192,0,1,,,,,,,0,79,64
25536,note_on,0,0,2,,,,,,,0,63,97
25536,note_off,192,0,2,,,,,,,0,64,64
25728,note_off,384,0,3,,,,,,,0,57,64
25728,note_off,192,0,1,,,,,,,0,78,64
25728,note_on,0,0,1,,,,,,,0,76,92
25728,note_off,192,0,2,,,,,,,0,63,64
25728,note_on,0,0,3,,,,,,,0,59,102
25728,note_on,0,0,2,,,,,,,0,61,97
25920,note_on,0,0,1,,,,,,,0,78,92
25920,note_off,192,0,1,,,,,,,0,76,64
25920,note_off,192,0,2,,,,,,,0,61,64
25920,note_on,0,0,2,,,,,,,0,63,97
26112,note_off,192,0,2,,,,,,,0,63,64
26112,note_on,0,0,2,,,,,,,0,64,97
26112,note_off,384,0,3,,,,,,,0,59,64
26112,note_on,0,0,3,,,,,,,0,52,102
26112,note_on,0,0,1,,,,,,,0,79,92
26112,note_off,192,0,1,,,,,,,0,78,64
26304,note_off,192,0,2,,,,,,,0,64,64
26304,note_on,0,0,2,,,,,,,0,66,97
26496,note_on,0,0,2,,,,,,,0,67,97
26496,note_off,192,0,2,,,,,,,0,66,64
26496,note_off,384,0,1,,,,,,,0,79,64
26496,note_on,0,0,1,,,,,,,0,72,92
26688,note_off,192,0,2,,,,,,,0,67,64
26688,note_on,0,0,2,,,,,,,0,69,97
26880,note_off,192,0,2,,,,,,,0,69,64
26880,note_on,0,0,2,,,,,,,0,66,97
26880,note_on,0,0,3,,,,,,,0,50,102
26880,note_off,768,0,3,,,,,,,0,52,64
27072,note_off,192,0,2,,,,,,,0,66,64
27072,note_on,0,0,2,,,,,,,0,67,97
27072,note_on,0,0,1,,,,,,,0,71,92
27072,note_off,576,0,1,,,,,,,0,72,64
27264,note_off,192,0,1,,,,,,,0,71,64
27264,note_on,0,0,1,,,,,,,0,69,92
27264,note_off,192,0,2,,,,,,,0,67,64
27264,note_on,0,0,2,,,,,,,0,66,97
27456,note_on,0,0,2,,,,,,,0,67,97
27456,note_off,192,0,2,,,,,,,0,66,64
27456,note_on,0,0,1,,,,,,,0,71,92
27456,note_off,192,0,1,,,,,,,0,69,64
27648,note_on,0,0,3,,,,,,,0,48,102
27648,note_off,192,0,1,,,,,,,0,71,64
27648,note_off,192,0,2,,,,,,,0,67,64
27648,note_on,0,0,2,,,,,,,0,69,97
27648,note_on,0,0,1,,,,,,,0,76,92
27648,note_off,768,0,3,,,,,,,0,50,64
27840,note_on,0,0,2,,,,,,,0,67,97
27840,note_off,192,0,2,,,,,,,0,69,64
28032,note_off,384,0,1,,,,,,,0,76,64
28032,note_on,0,0,1,,,,,,,0,69,92
28032,note_on,0,0,2,,,,,,,0,66,97
28032,note_off,192,0,2,,,,,,,0,67,64
28224,note_off,192,0,2,,,,,,,0,66,64
28224,note_on,0,0,2,,,,,,,0,64,97
28416,note_on,0,0,2,,,,,,,0,62,97
28416,note_on,0,0,3,,,,,,,0,47,102
28416,note_off,768,0,3,,,,,,,0,48,64
28416,note_on,0,0,1,,,,,,,0,74,92
28416,note_off,384,0,1,,,,,,,0,69,64
28416,note_off,192,0,2,,,,,,,0,64,64
28608,note_on,0,0,2,,,,,,,0,60,97
28608,note_off,192,0,2,,,,,,,0,62,64
28800,note_on,0,0,1,,,,,,,0,67,92
28800,note_off,192,0,2,,,,,,,0,60,64
28800,note_off,384,0,1,,,,,,,0,74,64
28800,note_on,0,0,2,,,,,,,0,62,97
28992,note_off,192,0,2,,,,,,,0,62,64
28992,note_on,0,0,2,,,,,,,0,64,97
29184,note_off,192,0,2,,,,,,,0,64,64
29184,note_on,0,0,3,,,,,,,0,45,102
29184,note_off,768,0,3,,,,,,,0,47,64
29184,note_on,0,0,2,,,,,,,0,60,97
29376,note_on,0,0,1,,,,,,,0,66,92
29376,note_on,0,0,2,,,,,,,0,62,97
29376,note_off,192,0,2,,,,,,,0,60,64
29376,note_off,576,0,1,,,,,,,0,67,64
29568,note_off,192,0,1,,,,,,,0,66,64
29568,note_on,0,0,1,,,,,,,0,64,92
29568,note_off,192,0,2,,,,,,,0,62,64
29568,note_on,0,0,2,,,,,,,0,60,97
29760,note_off,192,0,1,,,,,,,0,64,64
29760,note_on,0,0,2,,,,,,,0,62,97
29760,note_on,0,0,1,,,,,,,0,66,92
29760,note_off,192,0,2,,,,,,,0,60,64
29952,note_off,192,0,1,,,,,,,0,66,64
29952,note_on,0,0,1,,,,,,,0,71,92
29952,note_on,0,0,3,,,,,,,0,43,102
29952,note_off,768,0,3,,,,,,,0,45,64
29952,note_on,0,0,2,,,,,,,0,64,97
29952,note_off,192,0,2,,,,,,,0,62,64
30144,note_on,0,0,2,,,,,,,0,62,97
30144,note_off,192,0,2,,,,,,,0,64,64
30336,note_off,192,0,2,,,,,,,0,62,64
30336,note_on,0,0,1,,,,,,,0,64,92
30336,note_off,384,0,1,,,,,,,0,71,64
30336,note_on,0,0,2,,,,,,,0,60,97
30528,note_on,0,0,2,,,,,,,0,59,97
30528,note_off,192,0,2,,,,,,,0,60,64
30720,note_off,384,0,1,,,,,,,0,64,64
30720,note_on,0,0,1,,,,,,,0,69,92
30720,note_on,0,0,3,,,,,,,0,42,102
30720,note_off,192,0,2,,,,,,,0,59,64
30720,note_on,0,0,2,,,,,,,0,57,97
30720,note_off,768,0,3,,,,,,,0,43,64
30912,note_off,192,0,1,,,,,,,0,69,64
30912,note_on,0,0,1,,,,,,,0,67,92
31104,note_on,0,0,1,,,,,,,0,69,92
31104,note_off,192,0,1,,,,,,,0,67,64
31104,note_on,0,0,2,,,,,,,0,64,97
31104,note_off,384,0,2,,,,,,,0,57,64
31296,note_on,0,0,1,,,,,,,0,72,92
31296,note_off,192,0,1,,,,,,,0,69,64
31488,note_off,768,0,3,,,,,,,0,42,64
31488,note_on,0,0,1,,,,,,,0,69,92
31488,note_off,192,0,1,,,,,,,0,72,64
31488,note_off,384,0,2,,,,,,,0,64,64
31488,note_on,0,0,2,,,,,,,0,63,97
31680,note_off,192,0,1,,,,,,,0,69,64
31680,note_on,0,0,1,,,,,,,0,67,92
31872,note_on,384,0,3,,,,,,,0,47,102
31872,note_on,0,0,2,,,,,,,0,72,97
31872,note_off,192,0,1,,,,,,,0,67,64
31872,note_off,384,0,2,,,,,,,0,63,64
31872,note_on,0,0,1,,,,,,,0,69,92
32064,note_on,0,0,1,,,,,,,0,72,92
32064,note_off,192,0,1,,,,,,,0,69,64
32256,note_off,384,0,3,,,,,,,0,47,64
32256,note_on,0,0,3,,,,,,,0,51,102
32256,note_on,0,0,2,,,,,,,0,71,97
32256,note_off,384,0,2,,,,,,,0,72,64
32256,note_on,0,0,1,,,,,,,0,66,92
32256,note_off,192,0,1,,,,,,,0,72,64
32448,note_off,192,0,1,,,,,,,0,66,64
32448,note_on,0,0,1,,,,,,,0,71,92
32640,note_off,192,0,1,,,,,,,0,71,64
32640,note_on,0,0,1,,,,,,,0,69,92
32640,note_on,0,0,3,,,,,,,0,47,102
32640,note_off,384,0,3,,,,,,,0,51,64
32640,note_off,384,0,2,,,,,,,0,71,64
32640,note_on,0,0,2,,,,,,,0,63,97
32832,note_off,192,0,1,,,,,,,0,69,64
32832,note_on,0,0,1,,,,,,,0,71,92
33024,note_off,384,0,3,,,,,,,0,47,64
33024,note_off,384,0,2,,,,,,,0,63,64
33024,note_on,0,0,3,,,,,,,0,52,102
33024,note_on,0,0,1,,,,,,,0,67,92
33024,note_off,192,0,1,,,,,,,0,71,64
33024,note_on,0,0,2,,,,,,,0,64,97
33216,note_on,0,0,2,,,,,,,0,62,97
