tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,note,velocity,channel,program
7488,note_on,,0,0,2,,,,,62,92,0,
7488,note_on,,0,0,1,,,,,71,92,0,
7680,note_on,,0,0,1,,,,,72,92,0,
7680,note_on,,0,0,2,,,,,63,92,0,
7680,note_off,,192,0,2,,,,,62,64,0,
7680,note_off,,192,0,1,,,,,71,64,0,
7872,note_off,,192,0,1,,,,,72,64,0,
7872,note_on,,0,0,1,,,,,74,92,0,
8064,note_off,,192,0,1,,,,,74,64,0,
8064,note_on,,0,0,1,,,,,71,92,0,
8064,note_on,,0,0,2,,,,,62,92,0,
8064,note_off,,384,0,2,,,,,63,64,0,
8256,note_on,,0,0,1,,,,,79,92,0,
8256,note_off,,192,0,1,,,,,80,64,0,
8352,note_off,,96,0,1,,,,,79,64,0,
8352,note_on,,0,0,1,,,,,77,92,0,
8448,note_on,,0,0,1,,,,,75,92,0,
8448,note_off,,96,0,1,,,,,77,64,0,
8448,note_off,,384,0,2,,,,,62,64,0,
8448,note_on,,0,0,2,,,,,67,92,0,
8640,note_off,,192,0,1,,,,,75,64,0,
8640,note_on,,0,0,1,,,,,74,92,0,
8832,note_off,,192,0,1,,,,,74,64,0,
8832,note_off,,0,0,1,,,,,71,64,0,
8832,note_on,,0,0,1,,,,,70,92,0,
8832,note_on,,0,0,1,,,,,76,92,0,
9024,note_off,,192,0,1,,,,,76,64,0,
9024,note_on,,0,0,1,,,,,79,92,0,
9216,note_off,,192,0,1,,,,,79,64,0,
9216,note_off,,0,0,1,,,,,70,64,0,
9216,note_on,,0,0,1,,,,,73,92,0,
9216,note_on,,0,0,1,,,,,82,92,0,
9408,note_off,,960,0,2,,,,,67,64,0,
9408,note_on,,0,0,1,,,,,72,92,0,
9408,note_off,,192,0,1,,,,,73,64,0,
9408,note_on,,0,0,2,,,,,65,92,0,
9504,note_on,,0,0,2,,,,,64,92,0,
9504,note_off,,96,0,2,,,,,65,64,0,
9600,note_off,,192,0,1,,,,,82,64,0,
9600,note_off,,96,0,2,,,,,64,64,0,
9600,note_on,,0,0,2,,,,,65,92,0,
9600,note_on,,0,0,1,,,,,80,92,0,
9792,note_on,,0,0,2,,,,,70,92,0,
9792,note_off,,192,0,2,,,,,65,64,0,
9792,note_off,,192,0,1,,,,,80,64,0,
9792,note_on,,0,0,1,,,,,79,92,0,
9984,note_off,,192,0,2,,,,,70,64,0,
9984,note_off,,192,0,1,,,,,79,64,0,
9984,note_on,,0,0,1,,,,,77,92,0,
9984,note_on,,0,0,2,,,,,68,92,0,
10176,note_off,,192,0,2,,,,,68,64,0,
10176,note_on,,0,0,2,,,,,70,92,0,
10368,note_off,,384,0,1,,,,,77,64,0,
10368,note_on,,0,0,1,,,,,84,92,0,
10368,note_on,,0,0,2,,,,,64,92,0,
10368,note_off,,192,0,2,,,,,70,64,0,
10560,note_off,,192,0,1,,,,,72,64,0,
10560,note_on,,0,0,1,,,,,74,92,0,
10752,note_off,,384,0,2,,,,,64,64,0,
10752,note_off,,192,0,1,,,,,74,64,0,
10752,note_on,,0,0,1,,,,,76,92,0,
10752,note_on,,0,0,2,,,,,70,92,0,
10944,note_off,,192,0,1,,,,,76,64,0,
10944,note_on,,0,0,1,,,,,77,92,0,
11136,note_off,,192,0,1,,,,,77,64,0,
11136,note_on,,0,0,1,,,,,79,92,0,
11328,note_off,,192,0,1,,,,,79,64,0,
11328,note_on,,0,0,1,,,,,76,92,0,
11520,note_off,,192,0,1,,,,,76,64,0,
11520,note_on,,0,0,1,,,,,77,92,0,
11712,note_off,,192,0,1,,,,,77,64,0,
11712,note_on,,0,0,1,,,,,72,92,0,
11712,note_off,,960,0,2,,,,,70,64,0,
11712,note_on,,0,0,2,,,,,68,92,0,
11808,note_off,,96,0,2,,,,,68,64,0,
11808,note_on,,0,0,2,,,,,67,92,0,
11904,note_off,,192,0,1,,,,,72,64,0,
11904,note_on,,0,0,1,,,,,77,92,0,
11904,note_off,,96,0,2,,,,,67,64,0,
11904,note_on,,0,0,2,,,,,68,92,0,
12096,note_on,,0,0,1,,,,,84,92,0,
12096,note_on,,0,0,2,,,,,63,92,0,
12096,note_off,,192,0,1,,,,,84,64,0,
12096,note_off,,192,0,2,,,,,68,64,0,
12288,note_on,,0,0,2,,,,,62,92,0,
12288,note_on,,0,0,1,,,,,83,92,0,
12288,note_off,,192,0,1,,,,,84,64,0,
12288,note_off,,192,0,2,,,,,63,64,0,
12480,note_off,,192,0,1,,,,,83,64,0,
12480,note_on,,0,0,2,,,,,68,92,0,
12480,note_on,,0,0,1,,,,,84,92,0,
12480,note_off,,192,0,2,,,,,62,64,0,
12672,note_on,,0,0,1,,,,,83,92,0,
12672,note_off,,192,0,1,,,,,84,64,0,
12864,note_off,,384,0,2,,,,,68,64,0,
12864,note_off,,192,0,1,,,,,77,64,0,
12864,note_on,,0,0,1,,,,,75,92,0,
12864,note_on,,0,0,2,,,,,67,92,0,
12960,note_off,,96,0,2,,,,,67,64,0,
12960,note_on,,0,0,1,,,,,74,92,0,
12960,note_on,,0,0,2,,,,,65,92,0,
12960,note_off,,96,0,1,,,,,75,64,0,
13056,note_off,,96,0,1,,,,,74,64,0,
13056,note_on,,0,0,2,,,,,67,92,0,
13056,note_off,,0,0,1,,,,,83,64,0,
13056,note_on,,0,0,1,,,,,75,92,0,
13056,note_on,,0,0,1,,,,,84,92,0,
13056,note_off,,96,0,2,,,,,65,64,0,
13248,note_off,,192,0,2,,,,,67,64,0,
13248,note_on,,0,0,2,,,,,62,92,0,
13248,note_off,,192,0,1,,,,,84,64,0,
13248,note_on,,0,0,1,,,,,82,92,0,
13440,note_off,,192,0,2,,,,,62,64,0,
13440,note_on,,0,0,2,,,,,60,92,0,
13440,note_off,,192,0,1,,,,,82,64,0,
13440,note_on,,0,0,1,,,,,80,92,0,
13632,note_off,,192,0,1,,,,,80,64,0,
13632,note_on,,0,0,1,,,,,79,92,0,
13632,note_on,,0,0,2,,,,,67,92,0,
13632,note_off,,192,0,2,,,,,60,64,0,
13824,note_on,,0,0,1,,,,,80,92,0,
13824,note_off,,192,0,1,,,,,79,64,0,
14016,note_on,,0,0,1,,,,,74,92,0,
14016,note_off,,384,0,2,,,,,67,64,0,
14016,note_off,,192,0,1,,,,,75,64,0,
14016,note_on,,0,0,2,,,,,65,92,0,
14112,note_off,,96,0,2,,,,,65,64,0,
14112,note_on,,0,0,1,,,,,72,92,0,
14112,note_off,,96,0,1,,,,,74,64,0,
14112,note_on,,0,0,2,,,,,63,92,0,
14208,note_off,,96,0,1,,,,,72,64,0,
14208,note_on,,0,0,1,,,,,71,92,0,
14208,note_off,,96,0,2,,,,,63,64,0,
14208,note_on,,0,0,2,,,,,65,92,0,
14304,note_on,,0,0,1,,,,,72,92,0,
14304,note_off,,96,0,1,,,,,71,64,0,
14400,note_on,,0,0,1,,,,,71,92,0,
14400,note_off,,192,0,2,,,,,65,64,0,
14400,note_on,,0,0,2,,,,,60,92,0,
14400,note_off,,96,0,1,,,,,72,64,0,
14496,note_on,,0,0,1,,,,,72,92,0,
14496,note_off,,96,0,1,,,,,71,64,0,
14592,note_on,,0,0,1,,,,,74,92,0,
14592,note_off,,96,0,1,,,,,72,64,0,
14592,note_off,,192,0,2,,,,,60,64,0,
14592,note_on,,0,0,2,,,,,59,92,0,
14784,note_on,,0,0,2,,,,,65,92,0,
14784,note_off,,192,0,2,,,,,59,64,0,
14976,note_on,,0,0,1,,,,,79,92,0,
14976,note_off,,384,0,1,,,,,80,64,0,
14976,note_on,,0,0,2,,,,,63,92,0,
14976,note_off,,192,0,2,,,,,65,64,0,
15168,note_off,,192,0,2,,,,,63,64,0,
15168,note_on,,0,0,2,,,,,62,92,0,
15168,note_off,,192,0,1,,,,,74,64,0,
15168,note_on,,0,0,1,,,,,72,92,0,
15264,note_off,,96,0,1,,,,,72,64,0,
15264,note_on,,0,0,1,,,,,71,92,0,
15360,note_on,,0,0,1,,,,,72,92,0,
15360,note_on,,0,0,2,,,,,63,92,0,
15360,note_off,,192,0,2,,,,,62,64,0,
15360,note_off,,96,0,1,,,,,71,64,0,
15552,note_on,,0,0,2,,,,,65,92,0,
15552,note_off,,192,0,2,,,,,63,64,0,
15552,note_off,,192,0,1,,,,,79,64,0,
15552,note_on,,0,0,1,,,,,74,92,0,
15744,note_off,,192,0,2,,,,,65,64,0,
15744,note_off,,192,0,1,,,,,74,64,0,
15744,note_on,,0,0,1,,,,,75,92,0,
15744,note_off,,15744,0,3,,,,,36,64,0,
15744,note_on,,0,0,2,,,,,67,92,0,
15744,note_on,,0,0,3,,,,,48,102,0,
15936,note_off,,192,0,1,,,,,72,64,0,
15936,note_on,,0,0,1,,,,,71,92,0,
16128,note_off,,384,0,3,,,,,48,64,0,
16128,note_on,,0,0,3,,,,,56,102,0,
16128,note_off,,192,0,1,,,,,71,64,0,
16128,note_on,,0,0,1,,,,,72,92,0,
16320,note_off,,576,0,2,,,,,67,64,0,
16320,note_on,,0,0,2,,,,,60,92,0,
16512,note_on,,0,0,2,,,,,65,92,0,
16512,note_off,,192,0,2,,,,,60,64,0,
16704,note_off,,576,0,1,,,,,75,64,0,
16704,note_on,,0,0,1,,,,,77,92,0,
16704,note_off,,576,0,3,,,,,56,64,0,
16704,note_on,,0,0,3,,,,,55,102,0,
16800,note_on,,0,0,1,,,,,75,92,0,
16800,note_off,,96,0,1,,,,,77,64,0,
16896,note_off,,96,0,1,,,,,75,64,0,
16896,note_off,,192,0,3,,,,,55,64,0,
16896,note_on,,0,0,3,,,,,56,102,0,
16896,note_on,,0,0,1,,,,,74,92,0,
16992,note_off,,96,0,1,,,,,74,64,0,
16992,note_on,,0,0,1,,,,,75,92,0,
17088,note_off,,96,0,1,,,,,75,64,0,
17088,note_off,,576,0,2,,,,,65,64,0,
17088,note_on,,0,0,2,,,,,60,92,0,
17088,note_on,,0,0,1,,,,,77,92,0,
17280,note_on,,0,0,2,,,,,67,92,0,
17280,note_on,,0,0,2,,,,,62,92,0,
17280,note_off,,384,0,3,,,,,56,64,0,
17280,note_on,,0,0,3,,,,,55,102,0,
17280,note_off,,192,0,2,,,,,60,64,0,
17280,note_on,,0,0,1,,,,,77,92,0,
17280,note_off,,192,0,1,,,,,77,64,0,
17472,note_off,,192,0,1,,,,,72,64,0,
17472,note_on,,0,0,1,,,,,71,92,0,
17664,note_on,,0,0,2,,,,,60,92,0,
17664,note_off,,384,0,2,,,,,62,64,0,
17664,note_on,,0,0,1,,,,,75,92,0,
17664,note_off,,0,0,1,,,,,77,64,0,
17664,note_off,,384,0,3,,,,,55,64,0,
17664,note_off,,192,0,1,,,,,71,64,0,
17664,note_on,,0,0,1,,,,,72,92,0,
17664,note_on,,0,0,3,,,,,60,102,0,
17856,note_off,,192,0,2,,,,,60,64,0,
17856,note_on,,0,0,2,,,,,63,92,0,
17856,note_off,,0,0,2,,,,,67,64,0,
18048,note_on,,0,0,2,,,,,68,92,0,
18048,note_off,,192,0,2,,,,,63,64,0,
18240,note_off,,192,0,2,,,,,68,64,0,
18240,note_on,,0,0,2,,,,,67,92,0,
18240,note_off,,576,0,1,,,,,72,64,0,
18240,note_on,,0,0,1,,,,,70,92,0,
18432,note_off,,0,0,1,,,,,75,64,0,
18432,note_on,,0,0,1,,,,,68,92,0,
18432,note_on,,0,0,1,,,,,74,92,0,
18432,note_on,,0,0,2,,,,,65,92,0,
18432,note_off,,192,0,2,,,,,67,64,0,
18432,note_off,,192,0,1,,,,,70,64,0,
18624,note_on,,0,0,2,,,,,63,92,0,
18624,note_off,,192,0,2,,,,,65,64,0,
18816,note_off,,192,0,2,,,,,63,64,0,
18816,note_on,,0,0,2,,,,,62,92,0,
18816,note_off,,1152,0,3,,,,,60,64,0,
18816,note_off,,384,0,1,,,,,68,64,0,
18816,note_on,,0,0,3,,,,,58,102,0,
18816,note_on,,0,0,1,,,,,67,92,0,
18912,note_on,,0,0,1,,,,,77,92,0,
18912,note_off,,96,0,1,,,,,74,64,0,
19008,note_off,,96,0,1,,,,,77,64,0,
19008,note_on,,0,0,1,,,,,75,92,0,
19104,note_on,,0,0,1,,,,,74,92,0,
19104,note_off,,96,0,1,,,,,75,64,0,
19200,note_off,,96,0,1,,,,,74,64,0,
19200,note_on,,0,0,1,,,,,79,92,0,
19296,note_on,,0,0,1,,,,,77,92,0,
19296,note_off,,96,0,1,,,,,79,64,0,
19392,note_on,,0,0,1,,,,,75,92,0,
19392,note_off,,96,0,1,,,,,77,64,0,
19488,note_on,,0,0,1,,,,,74,92,0,
19488,note_off,,96,0,1,,,,,75,64,0,
19584,note_on,,0,0,2,,,,,63,92,0,
19584,note_off,,96,0,1,,,,,74,64,0,
19584,note_on,,0,0,1,,,,,72,92,0,
19584,note_off,,768,0,2,,,,,62,64,0,
19680,note_off,,96,0,1,,,,,67,64,0,
19680,note_on,,0,0,1,,,,,70,92,0,
19776,note_on,,0,0,1,,,,,68,92,0,
19776,note_off,,96,0,1,,,,,70,64,0,
19872,note_on,,0,0,1,,,,,67,92,0,
19872,note_off,,96,0,1,,,,,68,64,0,
19968,note_on,,0,0,1,,,,,65,92,0,
19968,note_off,,96,0,1,,,,,67,64,0,
19968,note_off,,1152,0,3,,,,,58,64,0,
19968,note_on,,0,0,3,,,,,56,102,0,
20064,note_off,,480,0,2,,,,,63,64,0,
20064,note_on,,0,0,2,,,,,63,92,0,
20160,note_on,,0,0,2,,,,,62,92,0,
20160,note_off,,96,0,2,,,,,63,64,0,
20256,note_on,,0,0,2,,,,,60,92,0,
20256,note_off,,96,0,2,,,,,62,64,0,
20352,note_on,,0,0,2,,,,,59,92,0,
20352,note_off,,96,0,2,,,,,60,64,0,
20352,note_off,,384,0,1,,,,,72,64,0,
20352,note_on,,0,0,1,,,,,77,92,0,
20448,note_off,,96,0,2,,,,,59,64,0,
20448,note_on,,0,0,2,,,,,60,92,0,
20544,note_off,,96,0,2,,,,,60,64,0,
20544,note_on,,0,0,2,,,,,59,92,0,
20640,note_off,,96,0,2,,,,,59,64,0,
20640,note_on,,0,0,2,,,,,60,92,0,
20736,note_off,,96,0,2,,,,,60,64,0,
20736,note_on,,0,0,2,,,,,67,92,0,
20736,note_on,,0,0,2,,,,,59,92,0,
20736,note_on,,0,0,3,,,,,55,102,0,
20736,note_off,,768,0,3,,,,,56,64,0,
20736,note_off,,384,0,1,,,,,65,64,0,
20928,note_on,,0,0,1,,,,,75,92,0,
20928,note_off,,192,0,1,,,,,77,64,0,
21024,note_off,,96,0,1,,,,,75,64,0,
21024,note_on,,0,0,1,,,,,74,92,0,
21120,note_off,,96,0,1,,,,,74,64,0,
21120,note_on,,0,0,1,,,,,75,92,0,
21120,note_off,,384,0,2,,,,,59,64,0,
21120,note_on,,0,0,2,,,,,60,92,0,
21312,note_on,,192,0,1,,,,,71,92,0,
21504,note_off,,384,0,2,,,,,67,64,0,
21504,note_on,,0,0,1,,,,,72,92,0,
21504,note_off,,192,0,1,,,,,71,64,0,
21696,note_on,,192,0,2,,,,,68,92,0,
21888,note_on,,0,0,2,,,,,67,92,0,
21888,note_off,,192,0,2,,,,,68,64,0,
22080,note_on,,0,0,2,,,,,66,92,0,
22080,note_off,,192,0,2,,,,,67,64,0,
22272,note_on,,0,0,1,,,,,69,92,0,
22272,note_off,,768,0,1,,,,,72,64,0,
22464,note_on,,0,0,1,,,,,72,92,0,
22464,note_off,,192,0,1,,,,,75,64,0,
22656,note_off,,192,0,1,,,,,72,64,0,
22656,note_on,,0,0,1,,,,,75,92,0,
22848,note_off,,192,0,1,,,,,75,64,0,
22848,note_on,,0,0,1,,,,,74,92,0,
23040,note_on,,0,0,1,,,,,67,92,0,
23040,note_on,,0,0,1,,,,,72,92,0,
23040,note_off,,0,0,1,,,,,69,64,0,
23040,note_off,,192,0,1,,,,,74,64,0,
23040,note_off,,0,0,2,,,,,60,64,0,
23040,note_on,,0,0,2,,,,,62,92,0,
23040,note_off,,960,0,2,,,,,66,64,0,
23232,note_off,,192,0,1,,,,,72,64,0,
23232,note_on,,0,0,1,,,,,71,92,0,
23232,note_on,,0,0,3,,,,,43,102,0,
23232,note_off,,2496,0,3,,,,,55,64,0,
23424,note_on,,0,0,3,,,,,55,102,0,
23424,note_off,,192,0,3,,,,,43,64,0,
23616,note_off,,192,0,3,,,,,55,64,0,
23616,note_on,,0,0,3,,,,,53,102,0,
23808,note_off,,192,0,3,,,,,53,64,0,
23808,note_on,,0,0,3,,,,,53,102,0,
24000,note_off,,192,0,3,,,,,53,64,0,
24000,note_on,,0,0,3,,,,,51,102,0,
24192,note_on,,0,0,3,,,,,53,102,0,
24192,note_off,,192,0,3,,,,,51,64,0,
24384,note_on,,0,0,3,,,,,43,102,0,
24384,note_off,,192,0,3,,,,,53,64,0,
24576,note_on,,0,0,3,,,,,53,102,0,
24576,note_off,,192,0,3,,,,,43,64,0,
24768,note_off,,192,0,3,,,,,53,64,0,
24768,note_on,,0,0,3,,,,,51,102,0,
24960,note_on,,0,0,3,,,,,51,102,0,
24960,note_off,,192,0,3,,,,,51,64,0,
25152,note_off,,192,0,3,,,,,51,64,0,
25152,note_on,,0,0,3,,,,,50,102,0,
25344,note_off,,0,0,1,,,,,67,64,0,
25344,note_off,,2112,0,1,,,,,71,64,0,
25344,note_off,,2304,0,2,,,,,62,64,0,
25344,note_off,,192,0,3,,,,,50,64,0,
25344,note_on,,0,0,3,,,,,51,102,0,
25536,note_on,,192,0,1,,,,,67,92,0,
25728,note_off,,192,0,1,,,,,67,64,0,
25728,note_on,,0,0,1,,,,,79,92,0,
25920,note_off,,192,0,1,,,,,79,64,0,
25920,note_on,,0,0,1,,,,,77,92,0,
26112,note_off,,768,0,3,,,,,51,64,0,
26112,note_on,,0,0,3,,,,,56,102,0,
26112,note_off,,192,0,1,,,,,77,64,0,
26112,note_on,,0,0,1,,,,,77,92,0,
26304,note_on,,0,0,1,,,,,75,92,0,
26304,note_off,,192,0,1,,,,,77,64,0,
26496,note_off,,384,0,3,,,,,56,64,0,
26496,note_on,,0,0,3,,,,,50,102,0,
26496,note_off,,192,0,1,,,,,75,64,0,
26496,note_on,,0,0,1,,,,,77,92,0,
26688,note_off,,192,0,1,,,,,77,64,0,
26688,note_on,,0,0,1,,,,,65,92,0,
26880,note_off,,192,0,1,,,,,65,64,0,
26880,note_on,,0,0,1,,,,,77,92,0,
27072,note_off,,192,0,1,,,,,77,64,0,
27072,note_on,,0,0,1,,,,,75,92,0,
27264,note_on,,0,0,1,,,,,75,92,0,
27264,note_off,,768,0,3,,,,,50,64,0,
27264,note_on,,0,0,3,,,,,55,102,0,
27264,note_off,,192,0,1,,,,,75,64,0,
27456,note_off,,192,0,1,,,,,75,64,0,
27456,note_on,,0,0,1,,,,,74,92,0,
27648,note_off,,384,0,3,,,,,55,64,0,
27648,note_on,,0,0,3,,,,,48,102,0,
27648,note_off,,192,0,1,,,,,74,64,0,
27648,note_on,,0,0,1,,,,,75,92,0,
27840,note_on,,192,0,1,,,,,60,92,0,
28032,note_on,,0,0,1,,,,,72,92,0,
28032,note_on,,0,0,1,,,,,80,92,0,
28032,note_off,,0,0,1,,,,,75,64,0,
28032,note_off,,192,0,1,,,,,60,64,0,
28224,note_on,,0,0,1,,,,,70,92,0,
28224,note_off,,192,0,1,,,,,72,64,0,
28416,note_off,,768,0,3,,,,,48,64,0,
28416,note_on,,0,0,3,,,,,53,102,0,
28416,note_on,,0,0,1,,,,,70,92,0,
28416,note_off,,192,0,1,,,,,70,64,0,
28608,note_off,,192,0,1,,,,,70,64,0,
28608,note_on,,0,0,1,,,,,68,92,0,
28800,note_on,,0,0,1,,,,,70,92,0,
28800,note_off,,192,0,1,,,,,68,64,0,
28800,note_off,,384,0,3,,,,,53,64,0,
28800,note_on,,0,0,3,,,,,50,102,0,
28992,note_on,,0,0,1,,,,,58,92,0,
28992,note_off,,192,0,1,,,,,70,64,0,
29184,note_on,,0,0,1,,,,,70,92,0,
29184,note_off,,0,0,1,,,,,80,64,0,
29184,note_off,,192,0,1,,,,,58,64,0,
29184,note_on,,0,0,1,,,,,79,92,0,
29184,note_off,,384,0,3,,,,,50,64,0,
29184,note_on,,0,0,3,,,,,52,102,0,
29376,note_off,,192,0,1,,,,,70,64,0,
29376,note_on,,0,0,1,,,,,68,92,0,
29568,note_off,,384,0,3,,,,,52,64,0,
29568,note_on,,0,0,3,,,,,48,102,0,
29568,note_on,,0,0,1,,,,,68,92,0,
29568,note_off,,192,0,1,,,,,68,64,0,
29760,note_on,,0,0,1,,,,,67,92,0,
29760,note_off,,192,0,1,,,,,68,64,0,
29952,note_off,,192,0,1,,,,,67,64,0,
29952,note_on,,0,0,3,,,,,53,102,0,
29952,note_off,,384,0,3,,,,,48,64,0,
29952,note_on,,0,0,1,,,,,68,92,0,
30144,note_on,,0,0,1,,,,,77,92,0,
30144,note_off,,192,0,1,,,,,79,64,0,
30336,note_off,,192,0,1,,,,,77,64,0,
30336,note_off,,0,0,1,,,,,68,64,0,
30336,note_off,,384,0,3,,,,,53,64,0,
30336,note_on,,0,0,1,,,,,77,92,0,
30336,note_on,,0,0,3,,,,,47,102,0,
30336,note_on,,0,0,1,,,,,62,92,0,
30528,note_off,,192,0,1,,,,,77,64,0,
30528,note_on,,0,0,1,,,,,75,92,0,
30720,note_off,,192,0,1,,,,,75,64,0,
30720,note_off,,0,0,1,,,,,62,64,0,
30720,note_on,,0,0,1,,,,,67,92,0,
30720,note_on,,0,0,1,,,,,75,92,0,
30912,note_on,,0,0,1,,,,,74,92,0,
30912,note_off,,192,0,1,,,,,75,64,0,
31104,note_off,,192,0,1,,,,,74,64,0,
31104,note_on,,0,0,1,,,,,75,92,0,
31104,note_on,,0,0,3,,,,,48,102,0,
31104,note_off,,768,0,3,,,,,47,64,0,
31296,note_off,,192,0,1,,,,,67,64,0,
31296,note_on,,0,0,1,,,,,72,92,0,
31488,note_on,,0,0,3,,,,,42,102,0,
31488,note_on,,0,0,1,,,,,72,92,0,
31488,note_off,,192,0,1,,,,,72,64,0,
31488,note_off,,384,0,3,,,,,48,64,0,
31488,note_off,,0,0,1,,,,,75,64,0,
31488,note_on,,0,0,1,,,,,69,92,0,
31680,note_off,,192,0,1,,,,,72,64,0,
31680,note_on,,0,0,1,,,,,70,92,0,
31872,note_off,,192,0,1,,,,,70,64,0,
31872,note_off,,0,0,1,,,,,69,64,0,
31872,note_on,,0,0,1,,,,,74,92,0,
31872,note_on,,0,0,1,,,,,70,92,0,
32064,note_on,,0,0,1,,,,,69,92,0,
32064,note_off,,192,0,1,,,,,70,64,0,
32256,note_off,,192,0,1,,,,,69,64,0,
32256,note_off,,768,0,3,,,,,42,64,0,
32256,note_on,,0,0,1,,,,,70,92,0,
32256,note_on,,0,0,3,,,,,43,102,0,
32448,note_on,,7104,0,2,,,,,55,92,0,
32640,note_off,,384,0,1,,,,,74,64,0,
32640,note_on,,0,0,1,,,,,75,92,0,
32640,note_on,,0,0,2,,,,,67,92,0,
32640,note_off,,192,0,2,,,,,55,64,0,
32832,note_off,,192,0,1,,,,,70,64,0,
32832,note_on,,0,0,1,,,,,68,92,0,
32832,note_off,,192,0,2,,,,,67,64,0,
32832,note_on,,0,0,2,,,,,65,92,0,
33024,note_off,,192,0,2,,,,,65,64,0,
33024,note_on,,0,0,2,,,,,65,92,0,
33024,note_on,,0,0,3,,,,,48,102,0,
33024,note_off,,768,0,3,,,,,43,64,0,
33024,note_off,,192,0,1,,,,,68,64,0,
