tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,data,control,value,channel,program,pitch,note,velocity
12472,note_on,29,0,12,,,,,,,,,,,,,,,,12,,,51,127
12473,note_on,123,0,5,,,,,,,,,,,,,,,,4,,,54,96
12473,note_on,34,0,15,,,,,,,,,,,,,,,,15,,,51,66
12476,note_on,136,0,14,,,,,,,,,,,,,,,,14,,,54,79
12478,note_on,6,0,12,,,,,,,,,,,,,,,,12,,,66,127
12479,note_on,1,0,12,,,,,,,,,,,,,,,,12,,,59,127
12480,note_on,43,0,11,,,,,,,,,,,,,,,,11,,,39,100
12488,control_change,20,0,2,,,,,,,,,,,,,,11,106,1,,,,
12536,control_change,48,0,2,,,,,,,,,,,,,,11,112,1,,,,
12583,control_change,47,0,2,,,,,,,,,,,,,,11,118,1,,,,
12600,control_change,17,0,2,,,,,,,,,,,,,,11,102,1,,,,
12641,note_off,165,0,14,,,,,,,,,,,,,,,,14,,,54,64
12642,control_change,42,0,2,,,,,,,,,,,,,,11,90,1,,,,
12655,note_off,182,0,15,,,,,,,,,,,,,,,,15,,,51,64
12664,note_off,184,0,11,,,,,,,,,,,,,,,,11,,,39,64
12672,note_off,204,0,13,,,,,,,,,,,,,,,,13,,,59,64
12677,note_off,204,0,5,,,,,,,,,,,,,,,,4,,,54,64
12681,note_off,202,0,12,,,,,,,,,,,,,,,,12,,,51,64
12683,note_off,41,0,2,,,,,,,,,,,,,,,,1,,,59,64
12683,control_change,0,0,2,,,,,,,,,,,,,,11,78,1,,,,
12684,note_off,213,0,8,,,,,,,,,,,,,,,,7,,,51,64
12696,control_change,13,0,2,,,,,,,,,,,,,,11,100,1,,,,
12703,note_on,31,0,13,,,,,,,,,,,,,,,,13,,,58,78
12716,note_on,75,0,14,,,,,,,,,,,,,,,,14,,,66,71
12717,note_on,53,0,11,,,,,,,,,,,,,,,,11,,,37,79
12720,note_on,39,0,12,,,,,,,,,,,,,,,,12,,,49,127
12720,note_on,65,0,15,,,,,,,,,,,,,,,,15,,,49,66
12723,note_on,39,0,8,,,,,,,,,,,,,,,,7,,,49,66
12724,note_on,47,0,5,,,,,,,,,,,,,,,,4,,,66,76
12728,note_on,32,0,2,,,,,,,,,,,,,,,,1,,,58,120
12796,note_off,93,0,13,,,,,,,,,,,,,,,,13,,,58,64
12797,note_off,80,0,11,,,,,,,,,,,,,,,,11,,,37,64
12806,note_off,90,0,14,,,,,,,,,,,,,,,,14,,,66,64
12808,note_off,88,0,12,,,,,,,,,,,,,,,,12,,,49,64
12813,note_off,90,0,8,,,,,,,,,,,,,,,,7,,,49,64
12814,note_off,94,0,15,,,,,,,,,,,,,,,,15,,,49,64
12818,note_off,90,0,2,,,,,,,,,,,,,,,,1,,,58,64
12818,note_on,22,0,13,,,,,,,,,,,,,,,,13,,,56,78
12825,note_on,7,0,2,,,,,,,,,,,,,,,,1,,,56,87
12833,note_on,36,0,11,,,,,,,,,,,,,,,,11,,,35,79
12833,note_on,25,0,12,,,,,,,,,,,,,,,,12,,,47,127
12833,note_on,19,0,15,,,,,,,,,,,,,,,,15,,,47,66
12835,note_on,22,0,8,,,,,,,,,,,,,,,,7,,,47,69
12837,note_off,113,0,5,,,,,,,,,,,,,,,,4,,,66,64
12852,note_off,19,0,12,,,,,,,,,,,,,,,,12,,,66,64
12852,note_off,0,0,12,,,,,,,,,,,,,,,,12,,,59,64
12893,note_off,75,0,13,,,,,,,,,,,,,,,,13,,,56,64
12903,note_off,78,0,2,,,,,,,,,,,,,,,,1,,,56,64
12925,note_off,90,0,8,,,,,,,,,,,,,,,,7,,,47,64
12937,note_off,104,0,11,,,,,,,,,,,,,,,,11,,,35,64
12940,note_off,88,0,12,,,,,,,,,,,,,,,,12,,,47,64
12942,note_on,39,0,2,,,,,,,,,,,,,,,,1,,,54,110
12943,note_on,50,0,13,,,,,,,,,,,,,,,,13,,,54,78
12955,note_on,30,0,8,,,,,,,,,,,,,,,,7,,,46,85
12956,note_off,123,0,15,,,,,,,,,,,,,,,,15,,,47,64
12956,note_on,19,0,11,,,,,,,,,,,,,,,,11,,,34,91
12957,note_on,151,0,14,,,,,,,,,,,,,,,,14,,,66,73
12957,note_on,1,0,15,,,,,,,,,,,,,,,,15,,,46,68
12960,note_on,20,0,12,,,,,,,,,,,,,,,,12,,,46,127
12962,note_on,125,0,5,,,,,,,,,,,,,,,,4,,,66,93
13025,note_off,82,0,13,,,,,,,,,,,,,,,,13,,,54,64
13046,note_off,104,0,2,,,,,,,,,,,,,,,,1,,,54,64
13048,note_off,92,0,11,,,,,,,,,,,,,,,,11,,,34,64
13054,note_off,94,0,12,,,,,,,,,,,,,,,,12,,,46,64
13065,note_off,108,0,14,,,,,,,,,,,,,,,,14,,,66,64
13069,note_off,107,0,5,,,,,,,,,,,,,,,,4,,,66,64
13071,note_on,46,0,13,,,,,,,,,,,,,,,,13,,,66,78
13077,note_on,31,0,2,,,,,,,,,,,,,,,,1,,,66,79
13081,note_off,126,0,8,,,,,,,,,,,,,,,,7,,,46,64
13084,note_off,127,0,15,,,,,,,,,,,,,,,,15,,,46,64
13143,note_off,72,0,13,,,,,,,,,,,,,,,,13,,,66,64
13143,note_off,66,0,2,,,,,,,,,,,,,,,,1,,,66,64
13191,note_on,48,0,13,,,,,,,,,,,,,,,,13,,,56,78
13192,note_on,49,0,2,,,,,,,,,,,,,,,,1,,,56,96
13194,note_on,110,0,15,,,,,,,,,,,,,,,,15,,,48,57
13195,note_on,130,0,14,,,,,,,,,,,,,,,,14,,,54,79
13198,note_on,144,0,12,,,,,,,,,,,,,,,,12,,,66,127
13199,note_on,130,0,5,,,,,,,,,,,,,,,,4,,,54,93
13200,note_on,152,0,11,,,,,,,,,,,,,,,,11,,,36,67
13203,note_on,122,0,8,,,,,,,,,,,,,,,,7,,,48,72
13205,note_on,7,0,12,,,,,,,,,,,,,,,,12,,,48,127
13258,note_off,67,0,13,,,,,,,,,,,,,,,,13,,,56,64
13272,note_off,67,0,12,,,,,,,,,,,,,,,,12,,,48,64
13286,note_off,86,0,11,,,,,,,,,,,,,,,,11,,,36,64
13291,note_off,97,0,15,,,,,,,,,,,,,,,,15,,,48,64
13293,note_off,98,0,14,,,,,,,,,,,,,,,,14,,,54,64
13293,note_off,90,0,8,,,,,,,,,,,,,,,,7,,,48,64
13301,note_off,102,0,5,,,,,,,,,,,,,,,,4,,,54,64
13302,note_off,110,0,2,,,,,,,,,,,,,,,,1,,,56,64
13305,note_off,33,0,12,,,,,,,,,,,,,,,,12,,,66,64
13309,note_on,51,0,13,,,,,,,,,,,,,,,,13,,,66,78
13314,note_on,12,0,2,,,,,,,,,,,,,,,,1,,,66,83
13320,note_on,15,0,12,,,,,,,,,,,,,,,,12,,,68,127
13370,note_off,61,0,13,,,,,,,,,,,,,,,,13,,,66,64
13398,note_off,84,0,2,,,,,,,,,,,,,,,,1,,,66,64
13419,note_off,99,0,12,,,,,,,,,,,,,,,,12,,,68,64
13429,note_on,59,0,13,,,,,,,,,,,,,,,,13,,,58,78
13432,note_on,139,0,14,,,,,,,,,,,,,,,,14,,,54,70
13433,note_on,132,0,5,,,,,,,,,,,,,,,,4,,,54,97
13435,note_on,144,0,15,,,,,,,,,,,,,,,,15,,,49,66
13440,note_on,0,0,12,,,,,,,,,,,,,,,,12,,,61,127
13440,note_on,21,0,12,,,,,,,,,,,,,,,,12,,,49,127
13440,note_on,154,0,11,,,,,,,,,,,,,,,,11,,,37,85
13440,note_on,42,0,2,,,,,,,,,,,,,,,,1,,,58,116
13444,note_on,0,0,12,,,,,,,,,,,,,,,,12,,,70,127
13444,note_on,4,0,12,,,,,,,,,,,,,,,,12,,,66,127
13445,note_on,152,0,8,,,,,,,,,,,,,,,,7,,,49,81
13504,note_off,75,0,13,,,,,,,,,,,,,,,,13,,,58,64
13541,note_off,101,0,2,,,,,,,,,,,,,,,,1,,,58,64
13551,note_on,47,0,13,,,,,,,,,,,,,,,,13,,,66,78
13556,note_on,15,0,2,,,,,,,,,,,,,,,,1,,,66,93
13570,note_off,138,0,14,,,,,,,,,,,,,,,,14,,,54,64
13575,note_off,140,0,15,,,,,,,,,,,,,,,,15,,,49,64
13604,note_off,159,0,8,,,,,,,,,,,,,,,,7,,,49,64
13612,note_off,61,0,13,,,,,,,,,,,,,,,,13,,,66,64
13617,note_off,177,0,11,,,,,,,,,,,,,,,,11,,,37,64
13621,note_off,65,0,2,,,,,,,,,,,,,,,,1,,,66,64
13631,note_off,198,0,5,,,,,,,,,,,,,,,,4,,,54,64
13645,note_off,201,0,12,,,,,,,,,,,,,,,,12,,,49,64
13663,note_off,18,0,12,,,,,,,,,,,,,,,,12,,,61,64
13665,note_off,2,0,12,,,,,,,,,,,,,,,,12,,,66,64
13673,note_on,61,0,13,,,,,,,,,,,,,,,,13,,,60,92
13673,note_on,52,0,2,,,,,,,,,,,,,,,,1,,,60,121
13673,note_on,103,0,14,,,,,,,,,,,,,,,,14,,,66,79
13674,note_on,57,0,11,,,,,,,,,,,,,,,,11,,,25,67
13674,note_on,43,0,5,,,,,,,,,,,,,,,,4,,,66,88
13683,note_on,108,0,15,,,,,,,,,,,,,,,,15,,,37,66
13690,note_on,86,0,8,,,,,,,,,,,,,,,,7,,,37,68
13691,note_on,26,0,12,,,,,,,,,,,,,,,,12,,,37,127
13693,note_on,2,0,12,,,,,,,,,,,,,,,,12,,,60,127
13723,note_off,50,0,13,,,,,,,,,,,,,,,,13,,,60,64
13750,note_off,77,0,2,,,,,,,,,,,,,,,,1,,,60,64
13763,note_off,70,0,12,,,,,,,,,,,,,,,,12,,,37,64
13776,note_off,13,0,12,,,,,,,,,,,,,,,,12,,,70,64
13786,note_off,112,0,11,,,,,,,,,,,,,,,,11,,,25,64
13787,note_on,11,0,12,,,,,,,,,,,,,,,,12,,,68,127
13788,note_on,65,0,13,,,,,,,,,,,,,,,,13,,,66,78
13791,note_off,101,0,8,,,,,,,,,,,,,,,,7,,,37,64
13791,note_off,118,0,14,,,,,,,,,,,,,,,,14,,,66,64
13791,note_on,41,0,2,,,,,,,,,,,,,,,,1,,,66,94
13794,note_off,120,0,5,,,,,,,,,,,,,,,,4,,,66,64
13797,note_off,114,0,15,,,,,,,,,,,,,,,,15,,,37,64
13848,note_on,61,0,12,,,,,,,,,,,,,,,,12,,,66,127
13850,note_off,62,0,13,,,,,,,,,,,,,,,,13,,,66,64
13863,note_off,72,0,2,,,,,,,,,,,,,,,,1,,,66,64
13867,note_off,19,0,12,,,,,,,,,,,,,,,,12,,,68,64
13878,note_off,11,0,12,,,,,,,,,,,,,,,,12,,,60,64
13909,note_on,31,0,12,,,,,,,,,,,,,,,,12,,,68,127
13910,note_on,119,0,14,,,,,,,,,,,,,,,,14,,,65,63
13912,note_on,49,0,2,,,,,,,,,,,,,,,,1,,,61,112
13912,note_on,118,0,5,,,,,,,,,,,,,,,,4,,,65,83
13914,note_on,64,0,13,,,,,,,,,,,,,,,,13,,,61,83
13916,note_on,7,0,12,,,,,,,,,,,,,,,,12,,,61,127
13918,note_on,121,0,15,,,,,,,,,,,,,,,,15,,,37,66
13919,note_on,133,0,11,,,,,,,,,,,,,,,,11,,,25,79
13921,note_on,130,0,8,,,,,,,,,,,,,,,,7,,,37,79
13921,note_off,5,0,12,,,,,,,,,,,,,,,,12,,,66,64
13922,note_on,1,0,12,,,,,,,,,,,,,,,,12,,,37,127
13998,note_off,88,0,14,,,,,,,,,,,,,,,,14,,,65,64
14008,note_off,90,0,15,,,,,,,,,,,,,,,,15,,,37,64
14009,note_off,87,0,12,,,,,,,,,,,,,,,,12,,,37,64
14014,note_off,100,0,13,,,,,,,,,,,,,,,,13,,,61,64
14018,note_off,106,0,5,,,,,,,,,,,,,,,,4,,,65,64
14020,note_off,108,0,2,,,,,,,,,,,,,,,,1,,,61,64
14021,note_off,100,0,8,,,,,,,,,,,,,,,,7,,,37,64
14027,note_on,7,0,2,,,,,,,,,,,,,,,,1,,,65,102
14033,note_on,19,0,13,,,,,,,,,,,,,,,,13,,,65,61
14035,note_off,26,0,12,,,,,,,,,,,,,,,,12,,,61,64
14043,note_off,8,0,12,,,,,,,,,,,,,,,,12,,,68,64
14048,note_off,129,0,11,,,,,,,,,,,,,,,,11,,,25,64
14088,note_off,55,0,13,,,,,,,,,,,,,,,,13,,,65,64
14100,note_off,73,0,2,,,,,,,,,,,,,,,,1,,,65,64
14147,note_on,47,0,2,,,,,,,,,,,,,,,,1,,,61,104
14151,note_on,153,0,14,,,,,,,,,,,,,,,,14,,,66,79
14153,note_on,65,0,13,,,,,,,,,,,,,,,,13,,,61,83
14155,note_on,107,0,11,,,,,,,,,,,,,,,,11,,,37,98
14155,note_on,137,0,5,,,,,,,,,,,,,,,,4,,,66,93
14160,note_on,117,0,12,,,,,,,,,,,,,,,,12,,,49,127
14160,note_on,0,0,12,,,,,,,,,,,,,,,,12,,,66,127
14161,note_on,1,0,12,,,,,,,,,,,,,,,,12,,,56,127
14162,note_on,1,0,12,,,,,,,,,,,,,,,,12,,,61,127
14163,note_on,142,0,8,,,,,,,,,,,,,,,,7,,,49,81
14165,note_on,157,0,15,,,,,,,,,,,,,,,,15,,,49,70
14226,note_off,73,0,13,,,,,,,,,,,,,,,,13,,,61,64
14239,note_off,88,0,14,,,,,,,,,,,,,,,,14,,,66,64
14243,note_off,81,0,12,,,,,,,,,,,,,,,,12,,,49,64
14250,note_off,103,0,2,,,,,,,,,,,,,,,,1,,,61,64
14253,note_off,90,0,8,,,,,,,,,,,,,,,,7,,,49,64
14260,note_on,105,0,11,,,,,,,,,,,,,,,,11,,,39,75
14264,note_off,4,0,11,,,,,,,,,,,,,,,,11,,,37,64
14266,note_on,16,0,2,,,,,,,,,,,,,,,,1,,,66,114
14266,note_on,23,0,12,,,,,,,,,,,,,,,,12,,,60,127
14272,note_on,46,0,13,,,,,,,,,,,,,,,,13,,,66,78
14273,note_on,7,0,12,,,,,,,,,,,,,,,,12,,,51,127
14274,note_off,109,0,15,,,,,,,,,,,,,,,,15,,,49,64
14276,note_on,23,0,8,,,,,,,,,,,,,,,,7,,,51,77
14278,note_off,123,0,5,,,,,,,,,,,,,,,,4,,,66,64
14279,note_on,5,0,15,,,,,,,,,,,,,,,,15,,,51,70
14283,note_off,10,0,12,,,,,,,,,,,,,,,,12,,,56,64
14294,note_off,11,0,12,,,,,,,,,,,,,,,,12,,,61,64
14316,note_off,22,0,12,,,,,,,,,,,,,,,,12,,,66,64
14336,note_off,64,0,13,,,,,,,,,,,,,,,,13,,,66,64
14343,note_off,77,0,2,,,,,,,,,,,,,,,,1,,,66,64
14346,note_off,82,0,11,,,,,,,,,,,,,,,,11,,,39,64
14366,note_off,90,0,8,,,,,,,,,,,,,,,,7,,,51,64
14373,note_off,94,0,15,,,,,,,,,,,,,,,,15,,,51,64
14373,note_off,57,0,12,,,,,,,,,,,,,,,,12,,,51,64
14381,note_off,8,0,12,,,,,,,,,,,,,,,,12,,,60,64
14386,note_on,147,0,14,,,,,,,,,,,,,,,,14,,,68,78
14387,note_on,44,0,2,,,,,,,,,,,,,,,,1,,,61,108
14393,note_on,57,0,13,,,,,,,,,,,,,,,,13,,,61,83
14395,note_on,117,0,5,,,,,,,,,,,,,,,,4,,,68,93
14395,note_on,14,0,12,,,,,,,,,,,,,,,,12,,,53,127
14398,note_on,25,0,15,,,,,,,,,,,,,,,,15,,,53,78
14399,note_on,53,0,11,,,,,,,,,,,,,,,,11,,,41,82
14400,note_on,34,0,8,,,,,,,,,,,,,,,,7,,,53,97
14400,note_on,5,0,12,,,,,,,,,,,,,,,,12,,,56,127
14406,note_on,6,0,12,,,,,,,,,,,,,,,,12,,,61,127
14420,note_on,14,0,12,,,,,,,,,,,,,,,,12,,,65,127
14484,note_off,91,0,13,,,,,,,,,,,,,,,,13,,,61,64
14488,note_off,102,0,14,,,,,,,,,,,,,,,,14,,,68,64
14489,note_off,102,0,2,,,,,,,,,,,,,,,,1,,,61,64
14503,note_off,108,0,5,,,,,,,,,,,,,,,,4,,,68,64
14511,note_on,22,0,2,,,,,,,,,,,,,,,,1,,,68,124
14514,note_on,30,0,13,,,,,,,,,,,,,,,,13,,,68,78
14520,note_off,122,0,15,,,,,,,,,,,,,,,,15,,,53,64
14550,note_off,151,0,11,,,,,,,,,,,,,,,,11,,,41,64
14556,note_off,156,0,8,,,,,,,,,,,,,,,,7,,,53,64
14566,note_off,52,0,13,,,,,,,,,,,,,,,,13,,,68,64
14586,note_off,75,0,2,,,,,,,,,,,,,,,,1,,,68,64
14610,note_off,190,0,12,,,,,,,,,,,,,,,,12,,,53,64
14615,note_off,5,0,12,,,,,,,,,,,,,,,,12,,,56,64
14625,note_off,10,0,12,,,,,,,,,,,,,,,,12,,,61,64
14627,note_off,2,0,12,,,,,,,,,,,,,,,,12,,,65,64
14629,note_on,141,0,14,,,,,,,,,,,,,,,,14,,,70,79
14630,note_on,44,0,2,,,,,,,,,,,,,,,,1,,,61,124
14632,note_on,66,0,13,,,,,,,,,,,,,,,,13,,,61,94
14633,note_on,130,0,5,,,,,,,,,,,,,,,,4,,,70,106
14636,note_on,86,0,11,,,,,,,,,,,,,,,,11,,,42,82
14638,note_on,118,0,15,,,,,,,,,,,,,,,,15,,,54,75
14640,note_on,84,0,8,,,,,,,,,,,,,,,,7,,,54,93
14641,note_on,14,0,12,,,,,,,,,,,,,,,,12,,,54,127
14713,note_off,84,0,14,,,,,,,,,,,,,,,,14,,,70,64
14719,note_off,87,0,13,,,,,,,,,,,,,,,,13,,,61,64
14721,note_off,91,0,2,,,,,,,,,,,,,,,,1,,,61,64
14741,note_off,105,0,11,,,,,,,,,,,,,,,,11,,,42,64
14741,note_on,20,0,2,,,,,,,,,,,,,,,,1,,,70,124
14747,note_off,114,0,5,,,,,,,,,,,,,,,,4,,,70,64
14748,note_off,107,0,12,,,,,,,,,,,,,,,,12,,,54,64
14749,note_on,30,0,13,,,,,,,,,,,,,,,,13,,,70,78
14753,note_off,115,0,15,,,,,,,,,,,,,,,,15,,,54,64
14759,note_off,119,0,8,,,,,,,,,,,,,,,,7,,,54,64
14802,note_off,53,0,13,,,,,,,,,,,,,,,,13,,,70,64
14827,note_off,86,0,2,,,,,,,,,,,,,,,,1,,,70,64
14864,note_on,151,0,14,,,,,,,,,,,,,,,,14,,,71,79
14868,note_on,121,0,5,,,,,,,,,,,,,,,,4,,,71,97
14870,note_on,43,0,2,,,,,,,,,,,,,,,,1,,,61,124
14871,note_on,69,0,13,,,,,,,,,,,,,,,,13,,,61,92
14874,note_on,121,0,15,,,,,,,,,,,,,,,,15,,,56,72
14875,note_on,116,0,8,,,,,,,,,,,,,,,,7,,,56,97
14875,note_on,134,0,11,,,,,,,,,,,,,,,,11,,,44,79
14880,note_on,132,0,12,,,,,,,,,,,,,,,,12,,,56,127
14958,note_off,87,0,13,,,,,,,,,,,,,,,,13,,,61,64
14962,note_off,98,0,14,,,,,,,,,,,,,,,,14,,,71,64
14966,note_off,96,0,2,,,,,,,,,,,,,,,,1,,,61,64
14982,note_off,107,0,11,,,,,,,,,,,,,,,,11,,,44,64
14983,note_on,17,0,2,,,,,,,,,,,,,,,,1,,,71,124
14988,note_off,108,0,12,,,,,,,,,,,,,,,,12,,,56,64
14994,note_off,119,0,8,,,,,,,,,,,,,,,,7,,,56,64
14994,note_on,36,0,13,,,,,,,,,,,,,,,,13,,,71,92
15000,note_off,132,0,5,,,,,,,,,,,,,,,,4,,,71,64
15022,note_off,148,0,15,,,,,,,,,,,,,,,,15,,,56,64
15066,note_off,72,0,13,,,,,,,,,,,,,,,,13,,,71,64
15068,note_off,85,0,2,,,,,,,,,,,,,,,,1,,,71,64
15106,note_on,144,0,14,,,,,,,,,,,,,,,,14,,,73,79
15113,note_on,113,0,5,,,,,,,,,,,,,,,,4,,,73,99
15113,note_on,45,0,2,,,,,,,,,,,,,,,,1,,,61,115
15113,note_on,131,0,11,,,,,,,,,,,,,,,,11,,,41,69
15115,note_on,93,0,15,,,,,,,,,,,,,,,,15,,,53,84
15115,note_on,49,0,13,,,,,,,,,,,,,,,,13,,,61,99
15120,note_on,0,0,12,,,,,,,,,,,,,,,,12,,,61,127
15120,note_on,132,0,12,,,,,,,,,,,,,,,,12,,,68,127
15123,note_on,129,0,8,,,,,,,,,,,,,,,,7,,,53,94
15126,note_on,6,0,12,,,,,,,,,,,,,,,,12,,,53,127
15182,note_off,56,0,12,,,,,,,,,,,,,,,,12,,,61,64
15186,note_off,71,0,13,,,,,,,,,,,,,,,,13,,,61,64
15189,note_off,76,0,11,,,,,,,,,,,,,,,,11,,,41,64
15191,note_off,9,0,12,,,,,,,,,,,,,,,,12,,,68,64
15199,note_off,93,0,14,,,,,,,,,,,,,,,,14,,,73,64
15201,note_off,88,0,2,,,,,,,,,,,,,,,,1,,,61,64
15211,note_off,20,0,12,,,,,,,,,,,,,,,,12,,,53,64
15213,note_off,90,0,8,,,,,,,,,,,,,,,,7,,,53,64
15223,note_off,108,0,15,,,,,,,,,,,,,,,,15,,,53,64
15226,note_on,25,0,2,,,,,,,,,,,,,,,,1,,,73,127
15232,note_on,46,0,13,,,,,,,,,,,,,,,,13,,,73,99
15245,note_off,132,0,5,,,,,,,,,,,,,,,,4,,,73,64
15303,note_off,77,0,2,,,,,,,,,,,,,,,,1,,,73,64
15305,note_off,73,0,13,,,,,,,,,,,,,,,,13,,,73,64
15332,control_change,29,0,2,,,,,,,,,,,,,,11,96,1,,,,
15335,control_change,90,0,5,,,,,,,,,,,,,,11,90,4,,,,
15347,note_on,148,0,14,,,,,,,,,,,,,,,,14,,,70,79
15354,note_on,22,0,2,,,,,,,,,,,,,,,,1,,,70,127
15356,note_on,21,0,5,,,,,,,,,,,,,,,,4,,,70,110
15356,note_on,143,0,8,,,,,,,,,,,,,,,,7,,,54,97
15357,note_on,168,0,11,,,,,,,,,,,,,,,,11,,,42,88
15357,note_on,134,0,15,,,,,,,,,,,,,,,,15,,,54,75
15359,note_on,54,0,13,,,,,,,,,,,,,,,,13,,,70,78
15360,note_on,149,0,12,,,,,,,,,,,,,,,,12,,,70,127
15361,note_on,1,0,12,,,,,,,,,,,,,,,,12,,,61,127
15370,note_on,9,0,12,,,,,,,,,,,,,,,,12,,,54,127
15372,control_change,16,0,5,,,,,,,,,,,,,,11,96,4,,,,
15373,control_change,19,0,2,,,,,,,,,,,,,,11,104,1,,,,
15410,control_change,38,0,5,,,,,,,,,,,,,,11,102,4,,,,
15414,control_change,41,0,2,,,,,,,,,,,,,,11,113,1,,,,
15447,control_change,37,0,5,,,,,,,,,,,,,,11,109,4,,,,
15455,control_change,41,0,2,,,,,,,,,,,,,,11,122,1,,,,
15480,control_change,25,0,2,,,,,,,,,,,,,,11,116,1,,,,
15484,control_change,37,0,5,,,,,,,,,,,,,,11,116,4,,,,
15508,note_off,138,0,12,,,,,,,,,,,,,,,,12,,,70,64
15524,control_change,44,0,2,,,,,,,,,,,,,,11,105,1,,,,
15525,control_change,41,0,5,,,,,,,,,,,,,,11,98,4,,,,
15526,note_off,167,0,13,,,,,,,,,,,,,,,,13,,,70,64
15539,note_off,192,0,14,,,,,,,,,,,,,,,,14,,,70,64
15545,note_off,189,0,8,,,,,,,,,,,,,,,,7,,,54,64
15554,note_off,197,0,11,,,,,,,,,,,,,,,,11,,,42,64
15556,note_off,199,0,15,,,,,,,,,,,,,,,,15,,,54,64
15565,note_off,41,0,2,,,,,,,,,,,,,,,,1,,,70,64
15565,control_change,40,0,5,,,,,,,,,,,,,,11,80,4,,,,
15567,control_change,2,0,2,,,,,,,,,,,,,,11,94,1,,,,
15571,note_off,6,0,5,,,,,,,,,,,,,,,,4,,,70,64
15582,note_off,74,0,12,,,,,,,,,,,,,,,,12,,,54,64
15588,control_change,21,0,2,,,,,,,,,,,,,,11,100,1,,,,
15591,note_on,52,0,14,,,,,,,,,,,,,,,,14,,,68,79
15592,note_on,47,0,8,,,,,,,,,,,,,,,,7,,,59,95
15593,note_on,67,0,13,,,,,,,,,,,,,,,,13,,,68,70
15595,control_change,24,0,5,,,,,,,,,,,,,,11,100,4,,,,
15596,note_on,40,0,15,,,,,,,,,,,,,,,,15,,,59,66
15597,note_on,43,0,11,,,,,,,,,,,,,,,,11,,,47,88
15603,note_on,21,0,12,,,,,,,,,,,,,,,,12,,,66,127
15604,note_on,9,0,5,,,,,,,,,,,,,,,,4,,,68,93
15605,note_off,2,0,12,,,,,,,,,,,,,,,,12,,,61,64
15608,note_on,20,0,2,,,,,,,,,,,,,,,,1,,,68,118
15612,note_on,0,0,12,,,,,,,,,,,,,,,,12,,,63,127
15612,note_on,7,0,12,,,,,,,,,,,,,,,,12,,,59,127
15679,note_off,82,0,11,,,,,,,,,,,,,,,,11,,,47,64
15682,note_off,91,0,14,,,,,,,,,,,,,,,,14,,,68,64
15692,note_off,96,0,15,,,,,,,,,,,,,,,,15,,,59,64
15692,note_off,99,0,13,,,,,,,,,,,,,,,,13,,,68,64
15694,note_off,90,0,5,,,,,,,,,,,,,,,,4,,,68,64
15696,note_off,84,0,12,,,,,,,,,,,,,,,,12,,,59,64
15696,note_off,0,0,12,,,,,,,,,,,,,,,,12,,,63,64
15698,note_off,90,0,2,,,,,,,,,,,,,,,,1,,,68,64
15703,note_off,111,0,8,,,,,,,,,,,,,,,,7,,,59,64
15704,note_on,12,0,13,,,,,,,,,,,,,,,,13,,,66,70
15705,note_off,9,0,12,,,,,,,,,,,,,,,,12,,,66,64
15705,note_on,7,0,2,,,,,,,,,,,,,,,,1,,,66,114
15711,note_on,29,0,14,,,,,,,,,,,,,,,,14,,,66,66
15716,note_on,22,0,5,,,,,,,,,,,,,,,,4,,,66,93
15791,note_off,80,0,14,,,,,,,,,,,,,,,,14,,,66,64
15795,note_off,90,0,2,,,,,,,,,,,,,,,,1,,,66,64
15806,note_off,90,0,5,,,,,,,,,,,,,,,,4,,,66,64
15816,note_off,112,0,13,,,,,,,,,,,,,,,,13,,,66,64
15829,note_on,13,0,13,,,,,,,,,,,,,,,,13,,,61,78
15831,note_on,40,0,14,,,,,,,,,,,,,,,,14,,,61,79
15833,note_on,141,0,15,,,,,,,,,,,,,,,,15,,,61,66
15833,note_on,38,0,2,,,,,,,,,,,,,,,,1,,,61,114
15834,note_on,131,0,8,,,,,,,,,,,,,,,,7,,,61,95
15836,note_on,30,0,5,,,,,,,,,,,,,,,,4,,,61,99
15838,note_on,159,0,11,,,,,,,,,,,,,,,,11,,,49,102
15841,note_on,136,0,12,,,,,,,,,,,,,,,,12,,,66,127
15842,note_on,1,0,12,,,,,,,,,,,,,,,,12,,,61,127
15927,note_off,91,0,5,,,,,,,,,,,,,,,,4,,,61,64
15927,note_off,94,0,15,,,,,,,,,,,,,,,,15,,,61,64
15929,note_off,96,0,2,,,,,,,,,,,,,,,,1,,,61,64
15931,note_off,89,0,12,,,,,,,,,,,,,,,,12,,,66,64
15932,note_off,1,0,12,,,,,,,,,,,,,,,,12,,,61,64
15932,note_off,101,0,14,,,,,,,,,,,,,,,,14,,,61,64
15932,note_off,94,0,11,,,,,,,,,,,,,,,,11,,,49,64
15945,note_off,111,0,8,,,,,,,,,,,,,,,,7,,,61,64
15959,note_off,130,0,13,,,,,,,,,,,,,,,,13,,,61,64
16065,note_on,133,0,14,,,,,,,,,,,,,,,,14,,,65,60
16071,note_on,112,0,13,,,,,,,,,,,,,,,,13,,,65,90
16073,note_on,146,0,5,,,,,,,,,,,,,,,,4,,,65,105
16074,note_on,145,0,2,,,,,,,,,,,,,,,,1,,,65,121
16075,note_on,148,0,15,,,,,,,,,,,,,,,,15,,,49,66
16076,note_on,131,0,8,,,,,,,,,,,,,,,,7,,,49,97
