tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity,value
15360,note_on,15360,0,5,,,,,,,,4,48,64,
15360,note_on,0,0,3,,,,,,,,2,63,64,
15360,note_on,240,0,3,,,,,,,,2,62,0,
15360,note_on,0,0,2,,,,,,,,1,67,64,
15600,note_on,240,0,2,,,,,,,,1,67,0,
15600,note_on,0,0,2,,,,,,,,1,68,64,
15720,note_on,0,0,2,,,,,,,,1,67,64,
15720,note_on,120,0,2,,,,,,,,1,68,0,
15780,note_on,0,0,2,,,,,,,,1,65,64,
15780,note_on,60,0,2,,,,,,,,1,67,0,
15840,note_on,60,0,2,,,,,,,,1,65,0,
15840,note_on,480,0,5,,,,,,,,4,48,0,
15840,note_on,0,0,5,,,,,,,,4,51,64,
15840,note_on,480,0,3,,,,,,,,2,63,0,
15840,note_on,0,0,2,,,,,,,,1,67,64,
16080,note_on,240,0,3,,,,,,,,2,63,64,
16080,note_on,0,0,2,,,,,,,,1,72,64,
16080,note_on,240,0,2,,,,,,,,1,67,0,
16320,note_on,0,0,2,,,,,,,,1,70,64,
16320,note_on,240,0,2,,,,,,,,1,72,0,
16320,note_on,480,0,5,,,,,,,,4,51,0,
16320,note_on,0,0,5,,,,,,,,4,55,64,
16320,note_on,240,0,3,,,,,,,,2,63,0,
16320,note_on,0,0,3,,,,,,,,2,62,64,
16560,note_on,0,0,2,,,,,,,,1,75,64,
16560,note_on,240,0,2,,,,,,,,1,70,0,
16560,note_on,240,0,3,,,,,,,,2,62,0,
16560,note_on,0,0,3,,,,,,,,2,67,64,
16800,note_on,240,0,2,,,,,,,,1,75,0,
16800,note_on,240,0,3,,,,,,,,2,67,0,
16800,note_on,0,0,2,,,,,,,,1,72,64,
16800,note_on,0,0,3,,,,,,,,2,63,64,
16800,note_on,0,0,5,,,,,,,,4,56,64,
16800,note_on,480,0,5,,,,,,,,4,55,0,
17040,note_on,240,0,3,,,,,,,,2,63,0,
17040,note_on,240,0,2,,,,,,,,1,72,0,
17040,note_on,0,0,2,,,,,,,,1,77,64,
17040,note_on,0,0,3,,,,,,,,2,68,64,
17280,note_on,0,0,3,,,,,,,,2,67,64,
17280,note_on,240,0,3,,,,,,,,2,68,0,
17280,note_on,480,0,5,,,,,,,,4,56,0,
17280,note_on,0,0,5,,,,,,,,4,47,64,
17520,note_on,480,0,2,,,,,,,,1,77,0,
17520,note_on,0,0,3,,,,,,,,2,55,64,
17520,note_on,0,0,2,,,,,,,,1,75,64,
17520,note_on,240,0,3,,,,,,,,2,67,0,
17640,note_on,120,0,2,,,,,,,,1,75,0,
17640,note_on,0,0,2,,,,,,,,1,74,64,
17760,note_on,120,0,2,,,,,,,,1,74,0,
17760,note_on,0,0,2,,,,,,,,1,75,64,
17760,note_on,0,0,3,,,,,,,,2,60,64,
17760,note_on,240,0,3,,,,,,,,2,55,0,
17760,note_on,480,0,5,,,,,,,,4,47,0,
18000,note_on,0,0,3,,,,,,,,2,58,64,
18000,note_on,240,0,5,,,,,,,,4,55,64,
18000,note_on,240,0,3,,,,,,,,2,60,0,
18240,note_on,0,0,3,,,,,,,,2,57,64,
18240,note_on,240,0,3,,,,,,,,2,58,0,
18240,note_on,240,0,5,,,,,,,,4,55,0,
18240,note_on,0,0,5,,,,,,,,4,54,64,
18480,note_on,720,0,2,,,,,,,,1,75,0,
18480,note_on,0,0,2,,,,,,,,1,74,64,
18720,note_on,0,0,3,,,,,,,,2,62,64,
18720,note_on,480,0,3,,,,,,,,2,57,0,
18720,note_on,0,0,5,,,,,,,,4,53,64,
18720,note_on,480,0,5,,,,,,,,4,54,0,
18720,note_on,0,0,2,,,,,,,,1,69,64,
18720,note_on,240,0,2,,,,,,,,1,74,0,
18960,note_on,240,0,2,,,,,,,,1,69,0,
18960,note_on,0,0,2,,,,,,,,1,71,64,
19200,note_on,0,0,5,,,,,,,,4,52,64,
19200,note_on,0,0,3,,,,,,,,2,55,64,
19200,note_on,480,0,3,,,,,,,,2,62,0,
19200,note_on,480,0,5,,,,,,,,4,53,0,
19200,note_on,240,0,2,,,,,,,,1,71,0,
19200,note_on,0,0,2,,,,,,,,1,72,64,
19440,note_on,0,0,3,,,,,,,,2,67,64,
19440,note_on,240,0,3,,,,,,,,2,55,0,
19440,note_on,0,0,2,,,,,,,,1,67,64,
19440,note_on,240,0,2,,,,,,,,1,72,0,
19560,note_on,0,0,3,,,,,,,,2,68,64,
19560,note_on,120,0,3,,,,,,,,2,67,0,
19680,note_on,120,0,3,,,,,,,,2,68,0,
19680,note_on,0,0,3,,,,,,,,2,67,64,
19680,note_on,480,0,5,,,,,,,,4,52,0,
19680,note_on,240,0,2,,,,,,,,1,67,0,
19680,note_on,0,0,5,,,,,,,,4,51,64,
19800,note_on,0,0,3,,,,,,,,2,65,64,
19800,note_on,120,0,3,,,,,,,,2,67,0,
19920,note_on,120,0,3,,,,,,,,2,65,0,
19920,note_on,0,0,3,,,,,,,,2,63,64,
19920,note_on,240,0,2,,,,,,,,1,72,64,
20040,note_on,0,0,2,,,,,,,,1,70,64,
20040,note_on,120,0,2,,,,,,,,1,72,0,
20040,note_on,120,0,3,,,,,,,,2,63,0,
20040,note_on,0,0,3,,,,,,,,2,62,64,
20160,note_on,0,0,3,,,,,,,,2,60,64,
20160,note_on,120,0,3,,,,,,,,2,62,0,
20160,note_on,120,0,2,,,,,,,,1,70,0,
20160,note_on,0,0,2,,,,,,,,1,69,64,
20280,note_on,120,0,2,,,,,,,,1,69,0,
20280,note_on,0,0,2,,,,,,,,1,67,64,
20400,note_on,720,0,5,,,,,,,,4,51,0,
20400,note_on,240,0,3,,,,,,,,2,60,0,
20400,note_on,0,0,3,,,,,,,,2,62,64,
20400,note_on,0,0,2,,,,,,,,1,65,64,
20400,note_on,120,0,2,,,,,,,,1,67,0,
20400,note_on,0,0,5,,,,,,,,4,50,64,
20520,note_on,120,0,3,,,,,,,,2,62,0,
20520,note_on,0,0,3,,,,,,,,2,64,64,
20640,note_on,240,0,2,,,,,,,,1,65,0,
20640,note_on,0,0,3,,,,,,,,2,65,64,
20640,note_on,120,0,3,,,,,,,,2,64,0,
20640,note_on,240,0,5,,,,,,,,4,50,0,
20640,note_on,0,0,5,,,,,,,,4,49,64,
20880,note_on,240,0,5,,,,,,,,4,49,0,
20880,note_on,0,0,5,,,,,,,,4,48,64,
20880,note_on,240,0,2,,,,,,,,1,68,64,
21120,note_on,0,0,2,,,,,,,,1,67,64,
21120,note_on,240,0,5,,,,,,,,4,48,0,
21120,note_on,0,0,5,,,,,,,,4,47,64,
21120,note_on,240,0,2,,,,,,,,1,68,0,
21360,note_on,720,0,3,,,,,,,,2,65,0,
21360,note_on,0,0,3,,,,,,,,2,59,64,
21360,note_on,240,0,5,,,,,,,,4,47,0,
21360,note_on,0,0,5,,,,,,,,4,43,64,
21480,note_on,0,0,2,,,,,,,,1,65,64,
21480,note_on,360,0,2,,,,,,,,1,67,0,
21600,note_on,0,0,2,,,,,,,,1,63,64,
21600,note_on,240,0,3,,,,,,,,2,59,0,
21600,note_on,0,0,3,,,,,,,,2,60,64,
21600,note_on,120,0,2,,,,,,,,1,65,0,
21600,note_on,0,0,5,,,,,,,,4,48,64,
21600,note_on,240,0,5,,,,,,,,4,43,0,
21720,note_on,0,0,2,,,,,,,,1,62,64,
21720,note_on,120,0,2,,,,,,,,1,63,0,
21840,note_on,0,0,3,,,,,,,,2,56,64,
21840,note_on,240,0,3,,,,,,,,2,60,0,
21840,note_on,240,0,5,,,,,,,,4,48,0,
21840,note_on,0,0,5,,,,,,,,4,53,64,
21840,note_on,120,0,2,,,,,,,,1,62,0,
21840,note_on,0,0,2,,,,,,,,1,60,64,
21960,note_on,0,0,2,,,,,,,,1,59,64,
21960,note_on,120,0,2,,,,,,,,1,60,0,
22080,note_on,0,0,3,,,,,,,,2,55,64,
22080,note_on,240,0,5,,,,,,,,4,53,0,
22080,note_on,120,0,2,,,,,,,,1,59,0,
22080,note_on,0,0,5,,,,,,,,4,51,64,
22080,note_on,240,0,3,,,,,,,,2,56,0,
22080,note_on,0,0,2,,,,,,,,1,60,64,
22320,note_on,240,0,2,,,,,,,,1,60,0,
22320,note_on,0,0,2,,,,,,,,1,72,64,
22560,note_on,480,0,3,,,,,,,,2,55,0,
22560,note_on,480,0,5,,,,,,,,4,51,0,
22560,note_on,0,0,5,,,,,,,,4,50,64,
22560,note_on,240,0,2,,,,,,,,1,72,0,
22560,note_on,0,0,2,,,,,,,,1,65,64,
22560,note_on,0,0,3,,,,,,,,2,57,64,
22800,note_on,240,0,3,,,,,,,,2,57,0,
22800,note_on,0,0,3,,,,,,,,2,59,64,
23040,note_on,0,0,5,,,,,,,,4,48,64,
23040,note_on,480,0,5,,,,,,,,4,50,0,
23040,note_on,0,0,3,,,,,,,,2,60,64,
23040,note_on,240,0,3,,,,,,,,2,59,0,
23040,note_on,23040,0,4,,,,,,,,3,55,64,
23280,note_on,0,0,5,,,,,,,,4,51,64,
23280,note_on,240,0,3,,,,,,,,2,60,0,
23280,note_on,0,0,3,,,,,,,,2,72,64,
23280,note_on,720,0,2,,,,,,,,1,65,0,
23280,note_on,0,0,2,,,,,,,,1,63,64,
23280,note_on,240,0,5,,,,,,,,4,48,0,
23400,note_on,0,0,5,,,,,,,,4,50,64,
23400,note_on,120,0,5,,,,,,,,4,51,0,
23460,note_on,60,0,5,,,,,,,,4,50,0,
23460,note_on,0,0,5,,,,,,,,4,48,64,
23520,note_on,0,0,3,,,,,,,,2,65,64,
23520,note_on,0,0,4,,,,,,,,3,58,64,
23520,note_on,480,0,4,,,,,,,,3,55,0,
23520,note_on,240,0,2,,,,,,,,1,63,0,
23520,note_on,0,0,5,,,,,,,,4,50,64,
23520,note_on,60,0,5,,,,,,,,4,48,0,
23520,note_on,240,0,3,,,,,,,,2,72,0,
23640,note_on,120,0,3,,,,,,,,2,65,0,
23640,note_on,0,0,3,,,,,,,,2,63,64,
23760,note_on,120,0,3,,,,,,,,2,63,0,
23760,note_on,0,0,3,,,,,,,,2,62,64,
23760,note_on,240,0,2,,,,,,,,1,70,64,
23760,note_on,240,0,5,,,,,,,,4,50,0,
23760,note_on,0,0,5,,,,,,,,4,55,64,
24000,note_on,240,0,2,,,,,,,,1,70,0,
24000,note_on,0,0,2,,,,,,,,1,75,64,
24000,note_on,0,0,4,,,,,,,,3,60,64,
24000,note_on,480,0,4,,,,,,,,3,58,0,
24000,note_on,0,0,5,,,,,,,,4,51,64,
24000,note_on,240,0,5,,,,,,,,4,55,0,
24000,note_on,0,0,3,,,,,,,,2,67,64,
24000,note_on,240,0,3,,,,,,,,2,62,0,
24240,note_on,0,0,2,,,,,,,,1,74,64,
24240,note_on,240,0,2,,,,,,,,1,75,0,
24240,note_on,0,0,3,,,,,,,,2,66,64,
24240,note_on,240,0,3,,,,,,,,2,67,0,
24240,note_on,0,0,5,,,,,,,,4,56,64,
24240,note_on,240,0,5,,,,,,,,4,51,0,
24360,note_on,120,0,2,,,,,,,,1,74,0,
24360,note_on,0,0,2,,,,,,,,1,72,64,
24480,note_on,0,0,4,,,,,,,,3,63,64,
24480,note_on,240,0,5,,,,,,,,4,56,0,
24480,note_on,0,0,5,,,,,,,,4,55,64,
24480,note_on,0,0,3,,,,,,,,2,67,64,
24480,note_on,240,0,3,,,,,,,,2,66,0,
24480,note_on,480,0,4,,,,,,,,3,60,0,
24480,note_on,120,0,2,,,,,,,,1,72,0,
24480,note_on,0,0,2,,,,,,,,1,71,64,
24720,note_on,240,0,5,,,,,,,,4,55,0,
24720,note_on,0,0,5,,,,,,,,4,60,64,
24720,note_on,240,0,2,,,,,,,,1,71,0,
24720,note_on,0,0,2,,,,,,,,1,72,64,
24960,note_on,480,0,3,,,,,,,,2,67,0,
24960,note_on,0,0,2,,,,,,,,1,74,64,
24960,note_on,240,0,2,,,,,,,,1,72,0,
24960,note_on,0,0,3,,,,,,,,2,69,64,
24960,note_on,0,0,4,,,,,,,,3,54,64,
24960,note_on,480,0,4,,,,,,,,3,63,0,
25200,note_on,0,0,5,,,,,,,,4,58,64,
25200,note_on,480,0,5,,,,,,,,4,60,0,
25200,note_on,0,0,3,,,,,,,,2,67,64,
25200,note_on,240,0,3,,,,,,,,2,69,0,
25320,note_on,0,0,3,,,,,,,,2,66,64,
25320,note_on,0,0,5,,,,,,,,4,57,64,
25320,note_on,120,0,5,,,,,,,,4,58,0,
25320,note_on,120,0,3,,,,,,,,2,67,0,
25440,note_on,480,0,4,,,,,,,,3,54,0,
25440,note_on,120,0,3,,,,,,,,2,66,0,
25440,note_on,0,0,5,,,,,,,,4,58,64,
25440,note_on,120,0,5,,,,,,,,4,57,0,
25440,note_on,0,0,3,,,,,,,,2,67,64,
25680,note_on,240,0,4,,,,,,,,3,62,64,
25680,note_on,0,0,2,,,,,,,,1,75,64,
25680,note_on,720,0,2,,,,,,,,1,74,0,
25800,note_on,0,0,2,,,,,,,,1,77,64,
25800,note_on,120,0,2,,,,,,,,1,75,0,
25920,note_on,0,0,2,,,,,,,,1,76,64,
25920,note_on,240,0,4,,,,,,,,3,62,0,
25920,note_on,0,0,4,,,,,,,,3,61,64,
25920,note_on,120,0,2,,,,,,,,1,77,0,
26160,note_on,0,0,3,,,,,,,,2,69,64,
26160,note_on,720,0,3,,,,,,,,2,67,0,
26160,note_on,0,0,2,,,,,,,,1,78,64,
26160,note_on,240,0,2,,,,,,,,1,76,0,
26160,note_on,720,0,5,,,,,,,,4,58,0,
26160,note_on,0,0,5,,,,,,,,4,57,64,
26400,note_on,240,0,2,,,,,,,,1,78,0,
26400,note_on,0,0,5,,,,,,,,4,52,64,
26400,note_on,0,0,2,,,,,,,,1,79,64,
26400,note_on,240,0,5,,,,,,,,4,57,0,
26400,note_on,0,0,4,,,,,,,,3,60,64,
26400,note_on,480,0,4,,,,,,,,3,61,0,
26400,note_on,240,0,3,,,,,,,,2,69,0,
26400,note_on,0,0,3,,,,,,,,2,70,64,
26640,note_on,0,0,3,,,,,,,,2,69,64,
26640,note_on,0,0,5,,,,,,,,4,54,64,
26640,note_on,240,0,5,,,,,,,,4,52,0,
26640,note_on,0,0,2,,,,,,,,1,81,64,
26640,note_on,240,0,2,,,,,,,,1,79,0,
26640,note_on,240,0,3,,,,,,,,2,70,0,
26880,note_on,0,0,5,,,,,,,,4,55,64,
26880,note_on,240,0,5,,,,,,,,4,54,0,
26880,note_on,0,0,4,,,,,,,,3,59,64,
26880,note_on,240,0,2,,,,,,,,1,81,0,
26880,note_on,480,0,4,,,,,,,,3,60,0,
26880,note_on,0,0,2,,,,,,,,1,74,64,
27120,note_on,240,0,5,,,,,,,,4,55,0,
27120,note_on,0,0,3,,,,,,,,2,67,64,
27120,note_on,480,0,3,,,,,,,,2,69,0,
27120,note_on,0,0,5,,,,,,,,4,50,64,
27240,note_on,0,0,3,,,,,,,,2,66,64,
27240,note_on,120,0,3,,,,,,,,2,67,0,
27360,note_on,240,0,5,,,,,,,,4,50,0,
27360,note_on,120,0,3,,,,,,,,2,66,0,
27360,note_on,0,0,3,,,,,,,,2,67,64,
27360,note_on,480,0,4,,,,,,,,3,59,0,
27360,note_on,0,0,4,,,,,,,,3,58,64,
27600,note_on,720,0,2,,,,,,,,1,74,0,
27600,note_on,0,0,2,,,,,,,,1,75,64,
27600,note_on,240,0,5,,,,,,,,4,55,64,
27720,note_on,120,0,5,,,,,,,,4,55,0,
27720,note_on,0,0,5,,,,,,,,4,53,64,
27720,note_on,120,0,2,,,,,,,,1,75,0,
27720,note_on,0,0,2,,,,,,,,1,74,64,
27840,note_on,0,0,2,,,,,,,,1,72,64,
27840,note_on,0,0,5,,,,,,,,4,51,64,
27840,note_on,120,0,2,,,,,,,,1,74,0,
27840,note_on,120,0,5,,,,,,,,4,53,0,
27960,note_on,120,0,5,,,,,,,,4,51,0,
27960,note_on,0,0,5,,,,,,,,4,50,64,
28080,note_on,120,0,5,,,,,,,,4,50,0,
28080,note_on,0,0,5,,,,,,,,4,48,64,
28080,note_on,0,0,4,,,,,,,,3,57,64,
28080,note_on,720,0,4,,,,,,,,3,58,0,
28080,note_on,0,0,3,,,,,,,,2,69,64,
28080,note_on,720,0,3,,,,,,,,2,67,0,
28200,note_on,120,0,3,,,,,,,,2,69,0,
28200,note_on,0,0,3,,,,,,,,2,67,64,
28320,note_on,0,0,4,,,,,,,,3,56,64,
28320,note_on,240,0,4,,,,,,,,3,57,0,
28320,note_on,240,0,5,,,,,,,,4,48,0,
28320,note_on,120,0,3,,,,,,,,2,67,0,
28320,note_on,0,0,3,,,,,,,,2,66,64,
28560,note_on,240,0,4,,,,,,,,3,56,0,
28560,note_on,240,0,3,,,,,,,,2,66,0,
28560,note_on,0,0,3,,,,,,,,2,67,64,
28560,note_on,0,0,4,,,,,,,,3,55,64,
28560,note_on,240,0,5,,,,,,,,4,51,64,
28800,note_on,240,0,3,,,,,,,,2,67,0,
28800,note_on,240,0,4,,,,,,,,3,55,0,
28800,note_on,0,0,3,,,,,,,,2,69,64,
28800,note_on,240,0,5,,,,,,,,4,51,0,
28800,note_on,0,0,5,,,,,,,,4,50,64,
28800,note_on,0,0,4,,,,,,,,3,54,64,
29040,note_on,1200,0,2,,,,,,,,1,72,0,
29040,note_on,240,0,4,,,,,,,,3,54,0,
29040,note_on,0,0,2,,,,,,,,1,66,64,
29040,note_on,0,0,4,,,,,,,,3,50,64,
29160,note_on,360,0,5,,,,,,,,4,50,0,
29160,note_on,0,0,5,,,,,,,,4,48,64,
29280,note_on,0,0,5,,,,,,,,4,46,64,
29280,note_on,240,0,4,,,,,,,,3,50,0,
29280,note_on,0,0,4,,,,,,,,3,55,64,
29280,note_on,120,0,5,,,,,,,,4,48,0,
29280,note_on,480,0,3,,,,,,,,2,69,0,
29280,note_on,0,0,3,,,,,,,,2,62,64,
29280,note_on,240,0,2,,,,,,,,1,66,0,
29280,note_on,0,0,2,,,,,,,,1,67,64,
29520,note_on,240,0,5,,,,,,,,4,46,0,
29520,note_on,0,0,4,,,,,,,,3,60,64,
29520,note_on,240,0,2,,,,,,,,1,67,0,
29520,note_on,0,0,3,,,,,,,,2,64,64,
29520,note_on,0,0,5,,,,,,,,4,45,64,
29520,note_on,240,0,3,,,,,,,,2,62,0,
29520,note_on,0,0,2,,,,,,,,1,69,64,
29520,note_on,240,0,4,,,,,,,,3,55,0,
29640,note_on,0,0,3,,,,,,,,2,66,64,
29640,note_on,120,0,3,,,,,,,,2,64,0,
29760,note_on,240,0,4,,,,,,,,3,60,0,
29760,note_on,0,0,5,,,,,,,,4,43,64,
29760,note_on,0,0,2,,,,,,,,1,70,64,
29760,note_on,0,0,3,,,,,,,,2,67,64,
29760,note_on,120,0,3,,,,,,,,2,66,0,
29760,note_on,240,0,2,,,,,,,,1,69,0,
29760,note_on,240,0,5,,,,,,,,4,45,0,
29760,note_on,0,0,4,,,,,,,,3,58,64,
29880,note_on,0,0,2,,,,,,,,1,69,64,
29880,note_on,120,0,2,,,,,,,,1,70,0,
29880,note_on,120,0,3,,,,,,,,2,67,0,
29880,note_on,0,0,3,,,,,,,,2,65,64,
30000,note_on,240,0,5,,,,,,,,4,43,0,
30000,note_on,0,0,5,,,,,,,,4,55,64,
30000,note_on,120,0,2,,,,,,,,1,69,0,
