tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity,control,value
590,note_on,96,0,2,,,,,,,,0,54,0,,
605,note_on,15,0,2,,,,,,,,0,46,64,,
605,note_on,60,0,1,,,,,,,,0,67,64,,
608,note_on,3,0,1,,,,,,,,0,66,0,,
635,note_on,27,0,1,,,,,,,,0,66,64,,
642,note_on,7,0,1,,,,,,,,0,67,0,,
665,note_on,23,0,1,,,,,,,,0,65,64,,
674,note_on,9,0,1,,,,,,,,0,66,0,,
694,note_on,89,0,2,,,,,,,,0,46,0,,
695,note_on,21,0,1,,,,,,,,0,66,64,,
702,note_on,7,0,1,,,,,,,,0,65,0,,
725,note_on,23,0,1,,,,,,,,0,70,64,,
725,note_on,31,0,2,,,,,,,,0,49,64,,
732,note_on,7,0,1,,,,,,,,0,66,0,,
777,note_on,45,0,1,,,,,,,,0,70,0,,
785,note_on,8,0,1,,,,,,,,0,66,64,,
814,note_on,89,0,2,,,,,,,,0,49,0,,
837,note_on,52,0,1,,,,,,,,0,66,0,,
845,note_on,8,0,1,,,,,,,,0,73,64,,
845,note_on,31,0,2,,,,,,,,0,54,64,,
889,note_on,44,0,1,,,,,,,,0,73,0,,
905,note_on,16,0,1,,,,,,,,0,64,64,,
934,note_on,89,0,2,,,,,,,,0,54,0,,
949,note_on,44,0,1,,,,,,,,0,64,0,,
965,note_on,31,0,2,,,,,,,,0,47,64,,
965,note_on,16,0,1,,,,,,,,0,62,64,,
1025,note_on,60,0,1,,,,,,,,0,66,64,,
1028,note_on,3,0,1,,,,,,,,0,62,0,,
1054,note_on,89,0,2,,,,,,,,0,47,0,,
1077,note_on,49,0,1,,,,,,,,0,66,0,,
1085,note_on,8,0,1,,,,,,,,0,59,64,,
1085,note_on,31,0,2,,,,,,,,0,50,64,,
1145,note_on,60,0,1,,,,,,,,0,61,64,,
1146,note_on,1,0,1,,,,,,,,0,59,0,,
1174,note_on,89,0,2,,,,,,,,0,50,0,,
1197,note_on,51,0,1,,,,,,,,0,61,0,,
1205,note_on,31,0,2,,,,,,,,0,54,64,,
1205,note_on,8,0,1,,,,,,,,0,62,64,,
1257,note_on,52,0,1,,,,,,,,0,62,0,,
1265,note_on,8,0,1,,,,,,,,0,66,64,,
1317,note_on,52,0,1,,,,,,,,0,66,0,,
1325,note_on,8,0,1,,,,,,,,0,59,64,,
1355,note_on,150,0,2,,,,,,,,0,55,64,,
1369,note_on,14,0,2,,,,,,,,0,54,0,,
1385,note_on,60,0,1,,,,,,,,0,62,64,,
1385,note_on,16,0,2,,,,,,,,0,54,64,,
1386,note_on,1,0,1,,,,,,,,0,59,0,,
1390,note_on,5,0,2,,,,,,,,0,55,0,,
1415,note_on,25,0,2,,,,,,,,0,53,64,,
1422,note_on,7,0,2,,,,,,,,0,54,0,,
1437,note_on,51,0,1,,,,,,,,0,62,0,,
1445,note_on,23,0,2,,,,,,,,0,54,64,,
1445,note_on,8,0,1,,,,,,,,0,61,64,,
1450,note_on,5,0,2,,,,,,,,0,53,0,,
1505,note_on,60,0,1,,,,,,,,0,66,64,,
1510,note_on,5,0,1,,,,,,,,0,61,0,,
1519,note_on,69,0,2,,,,,,,,0,54,0,,
1557,note_on,47,0,1,,,,,,,,0,66,0,,
1565,note_on,46,0,2,,,,,,,,0,42,64,,
1565,note_on,8,0,1,,,,,,,,0,61,64,,
1617,note_on,52,0,1,,,,,,,,0,61,0,,
1625,note_on,8,0,1,,,,,,,,0,58,64,,
1639,note_on,74,0,2,,,,,,,,0,42,0,,
1677,note_on,52,0,1,,,,,,,,0,58,0,,
1685,note_on,8,0,1,,,,,,,,0,54,64,,
1737,note_on,52,0,1,,,,,,,,0,54,0,,
1745,note_on,106,0,2,,,,,,,,0,52,64,,
1797,note_on,52,0,2,,,,,,,,0,52,0,,
1805,note_on,8,0,2,,,,,,,,0,50,64,,
1857,note_on,52,0,2,,,,,,,,0,50,0,,
1865,note_on,8,0,2,,,,,,,,0,49,64,,
1917,note_on,52,0,2,,,,,,,,0,49,0,,
1925,note_on,8,0,2,,,,,,,,0,50,64,,
1985,note_on,60,0,2,,,,,,,,0,54,64,,
1988,note_on,3,0,2,,,,,,,,0,50,0,,
2037,note_on,49,0,2,,,,,,,,0,54,0,,
2045,note_on,8,0,2,,,,,,,,0,47,64,,
2045,note_on,308,0,1,,,,,,,,0,74,64,,
2105,note_on,60,0,2,,,,,,,,0,49,64,,
2106,note_on,1,0,2,,,,,,,,0,47,0,,
2128,note_on,83,0,1,,,,,,,,0,74,0,,
2157,note_on,51,0,2,,,,,,,,0,49,0,,
2165,note_on,37,0,1,,,,,,,,0,71,64,,
2165,note_on,8,0,2,,,,,,,,0,50,64,,
2225,note_on,60,0,2,,,,,,,,0,54,64,,
2228,note_on,3,0,2,,,,,,,,0,50,0,,
2256,note_on,91,0,1,,,,,,,,0,71,0,,
2277,note_on,49,0,2,,,,,,,,0,54,0,,
2285,note_on,29,0,1,,,,,,,,0,66,64,,
2285,note_on,8,0,2,,,,,,,,0,47,64,,
2345,note_on,60,0,2,,,,,,,,0,50,64,,
2346,note_on,1,0,2,,,,,,,,0,47,0,,
2366,note_on,81,0,1,,,,,,,,0,66,0,,
2397,note_on,51,0,2,,,,,,,,0,50,0,,
2405,note_on,8,0,2,,,,,,,,0,49,64,,
2465,note_on,60,0,2,,,,,,,,0,54,64,,
2468,note_on,3,0,2,,,,,,,,0,49,0,,
2525,note_on,57,0,2,,,,,,,,0,55,64,,
2525,note_on,159,0,1,,,,,,,,0,76,64,,
2539,note_on,14,0,2,,,,,,,,0,54,0,,
2555,note_on,16,0,2,,,,,,,,0,54,64,,
2569,note_on,14,0,2,,,,,,,,0,55,0,,
2585,note_on,16,0,2,,,,,,,,0,53,64,,
2599,note_on,14,0,2,,,,,,,,0,54,0,,
2612,note_on,87,0,1,,,,,,,,0,76,0,,
2615,note_on,16,0,2,,,,,,,,0,54,64,,
2629,note_on,14,0,2,,,,,,,,0,53,0,,
2645,note_on,16,0,2,,,,,,,,0,58,64,,
2645,note_on,33,0,1,,,,,,,,0,73,64,,
2650,note_on,5,0,2,,,,,,,,0,54,0,,
2697,note_on,47,0,2,,,,,,,,0,58,0,,
2705,note_on,8,0,2,,,,,,,,0,54,64,,
2734,note_on,89,0,1,,,,,,,,0,73,0,,
2757,note_on,52,0,2,,,,,,,,0,54,0,,
2765,note_on,8,0,2,,,,,,,,0,61,64,,
2765,note_on,31,0,1,,,,,,,,0,66,64,,
2817,note_on,52,0,2,,,,,,,,0,61,0,,
2825,note_on,8,0,2,,,,,,,,0,52,64,,
2846,note_on,81,0,1,,,,,,,,0,66,0,,
2877,note_on,52,0,2,,,,,,,,0,52,0,,
2885,note_on,8,0,2,,,,,,,,0,50,64,,
2945,note_on,60,0,2,,,,,,,,0,54,64,,
2946,note_on,1,0,2,,,,,,,,0,50,0,,
2997,note_on,51,0,2,,,,,,,,0,54,0,,
3005,note_on,8,0,2,,,,,,,,0,47,64,,
3005,note_on,159,0,1,,,,,,,,0,78,64,,
3064,note_on,59,0,2,,,,,,,,0,47,0,,
3065,note_on,1,0,2,,,,,,,,0,49,64,,
3117,note_on,52,0,2,,,,,,,,0,49,0,,
3125,note_on,8,0,2,,,,,,,,0,50,64,,
3177,note_on,52,0,2,,,,,,,,0,50,0,,
3185,note_on,8,0,2,,,,,,,,0,54,64,,
3185,note_on,180,0,1,,,,,,,,0,76,64,,
3199,note_on,14,0,1,,,,,,,,0,78,0,,
3215,note_on,16,0,1,,,,,,,,0,74,64,,
3229,note_on,14,0,1,,,,,,,,0,76,0,,
3237,note_on,52,0,2,,,,,,,,0,54,0,,
3245,note_on,16,0,1,,,,,,,,0,76,64,,
3245,note_on,8,0,2,,,,,,,,0,47,64,,
3259,note_on,14,0,1,,,,,,,,0,74,0,,
3275,note_on,16,0,1,,,,,,,,0,74,64,,
3289,note_on,14,0,1,,,,,,,,0,76,0,,
3300,note_on,55,0,2,,,,,,,,0,47,0,,
3305,note_on,5,0,2,,,,,,,,0,50,64,,
3305,note_on,16,0,1,,,,,,,,0,73,64,,
3319,note_on,14,0,1,,,,,,,,0,74,0,,
3335,note_on,16,0,1,,,,,,,,0,71,64,,
3349,note_on,14,0,1,,,,,,,,0,73,0,,
3357,note_on,52,0,2,,,,,,,,0,50,0,,
3361,note_on,12,0,1,,,,,,,,0,71,0,,
3365,note_on,8,0,2,,,,,,,,0,49,64,,
3365,note_on,4,0,1,,,,,,,,0,71,64,,
3425,note_on,60,0,2,,,,,,,,0,54,64,,
3426,note_on,1,0,2,,,,,,,,0,49,0,,
3470,note_on,105,0,1,,,,,,,,0,71,0,,
3476,note_on,6,0,1,,,,,,,,0,71,64,,
3477,note_on,51,0,2,,,,,,,,0,54,0,,
3485,note_on,8,0,2,,,,,,,,0,49,64,,
3494,note_on,18,0,1,,,,,,,,0,70,58,,
3505,note_on,11,0,1,,,,,,,,0,71,0,,
3508,note_on,3,0,1,,,,,,,,0,71,58,,
3517,note_on,9,0,1,,,,,,,,0,70,0,,
3522,note_on,5,0,1,,,,,,,,0,70,58,,
3535,note_on,13,0,1,,,,,,,,0,71,0,,
3537,note_on,52,0,2,,,,,,,,0,49,0,,
3545,note_on,8,0,2,,,,,,,,0,46,64,,
3595,note_on,60,0,1,,,,,,,,0,70,0,,
3597,note_on,52,0,2,,,,,,,,0,46,0,,
3605,note_on,8,0,2,,,,,,,,0,42,64,,
3665,note_on,70,0,1,,,,,,,,0,64,64,,
3684,note_on,79,0,2,,,,,,,,0,42,0,,
3695,note_on,30,0,1,,,,,,,,0,62,64,,
3700,note_on,5,0,1,,,,,,,,0,64,0,,
3725,note_on,25,0,1,,,,,,,,0,61,64,,
3725,note_on,41,0,2,,,,,,,,0,58,64,,
3730,note_on,5,0,1,,,,,,,,0,62,0,,
3755,note_on,25,0,1,,,,,,,,0,62,64,,
3760,note_on,5,0,1,,,,,,,,0,61,0,,
3785,note_on,25,0,1,,,,,,,,0,64,64,,
3786,note_on,1,0,1,,,,,,,,0,62,0,,
3802,note_on,77,0,2,,,,,,,,0,58,0,,
3836,note_on,50,0,1,,,,,,,,0,64,0,,
3845,note_on,9,0,1,,,,,,,,0,62,56,,
3845,note_on,43,0,2,,,,,,,,0,47,64,,
3888,note_on,43,0,1,,,,,,,,0,62,0,,
3910,note_on,22,0,1,,,,,,,,0,71,64,,
3926,note_on,81,0,2,,,,,,,,0,47,0,,
3935,note_on,25,0,1,,,,,,,,0,73,64,,
3945,note_on,10,0,1,,,,,,,,0,71,0,,
3965,note_on,20,0,1,,,,,,,,0,74,64,,
3965,note_on,39,0,2,,,,,,,,0,59,64,,
3970,note_on,5,0,1,,,,,,,,0,73,0,,
3995,note_on,25,0,1,,,,,,,,0,73,64,,
4000,note_on,5,0,1,,,,,,,,0,74,0,,
4025,note_on,25,0,1,,,,,,,,0,71,64,,
4030,note_on,5,0,1,,,,,,,,0,73,0,,
4072,note_on,107,0,2,,,,,,,,0,59,0,,
4085,note_on,13,0,2,,,,,,,,0,61,64,,
4108,note_on,78,0,1,,,,,,,,0,71,0,,
4150,note_on,42,0,1,,,,,,,,0,78,64,,
4200,note_on,115,0,2,,,,,,,,0,61,0,,
4205,note_on,5,0,2,,,,,,,,0,63,64,,
4243,note_on,93,0,1,,,,,,,,0,78,0,,
4270,note_on,27,0,1,,,,,,,,0,69,64,,
4316,note_on,111,0,2,,,,,,,,0,63,0,,
4325,note_on,9,0,2,,,,,,,,0,64,64,,
4373,note_on,103,0,1,,,,,,,,0,69,0,,
4390,note_on,17,0,1,,,,,,,,0,71,64,,
4396,note_on,71,0,2,,,,,,,,0,64,0,,
4415,note_on,25,0,1,,,,,,,,0,69,64,,
4425,note_on,10,0,1,,,,,,,,0,71,0,,
4445,note_on,20,0,1,,,,,,,,0,68,64,,
4445,note_on,49,0,2,,,,,,,,0,52,64,,
4448,note_on,3,0,1,,,,,,,,0,69,0,,
4475,note_on,27,0,1,,,,,,,,0,69,64,,
4480,note_on,5,0,1,,,,,,,,0,68,0,,
4505,note_on,25,0,1,,,,,,,,0,71,64,,
4510,note_on,5,0,1,,,,,,,,0,69,0,,
4556,note_on,111,0,2,,,,,,,,0,52,0,,
4565,note_on,9,0,2,,,,,,,,0,54,64,,
4617,note_on,107,0,1,,,,,,,,0,71,0,,
4632,note_on,15,0,1,,,,,,,,0,62,64,,
4680,note_on,115,0,2,,,,,,,,0,54,0,,
4685,note_on,5,0,2,,,,,,,,0,56,64,,
4737,note_on,105,0,1,,,,,,,,0,62,0,,
4750,note_on,13,0,1,,,,,,,,0,71,64,,
4791,note_on,41,0,1,,,,,,,,0,71,0,,
4796,note_on,111,0,2,,,,,,,,0,56,0,,
4805,note_on,9,0,2,,,,,,,,0,45,64,,
4805,note_on,14,0,1,,,,,,,,0,61,64,,
4840,note_on,35,0,1,,,,,,,,0,61,0,,
4872,note_on,32,0,1,,,,,,,,0,69,64,,
4878,note_on,73,0,2,,,,,,,,0,45,0,,
4895,note_on,23,0,1,,,,,,,,0,71,64,,
4907,note_on,12,0,1,,,,,,,,0,69,0,,
4925,note_on,18,0,1,,,,,,,,0,73,64,,
4925,note_on,47,0,2,,,,,,,,0,57,64,,
4930,note_on,5,0,1,,,,,,,,0,71,0,,
4955,note_on,25,0,1,,,,,,,,0,71,64,,
4958,note_on,3,0,1,,,,,,,,0,73,0,,
4985,note_on,27,0,1,,,,,,,,0,69,64,,
4992,note_on,7,0,1,,,,,,,,0,71,0,,
5030,note_on,105,0,2,,,,,,,,0,57,0,,
5045,note_on,15,0,2,,,,,,,,0,59,64,,
5097,note_on,105,0,1,,,,,,,,0,69,0,,
5110,note_on,13,0,1,,,,,,,,0,76,64,,
5150,note_on,105,0,2,,,,,,,,0,59,0,,
5165,note_on,15,0,2,,,,,,,,0,61,64,,
5215,note_on,105,0,1,,,,,,,,0,76,0,,
5230,note_on,15,0,1,,,,,,,,0,67,64,,
5270,note_on,105,0,2,,,,,,,,0,61,0,,
5285,note_on,15,0,2,,,,,,,,0,62,64,,
5331,note_on,101,0,1,,,,,,,,0,67,0,,
5352,note_on,21,0,1,,,,,,,,0,69,64,,
5375,note_on,23,0,1,,,,,,,,0,67,64,,
5380,note_on,95,0,2,,,,,,,,0,62,0,,
5385,note_on,10,0,1,,,,,,,,0,69,0,,
5405,note_on,25,0,2,,,,,,,,0,50,64,,
5405,note_on,20,0,1,,,,,,,,0,66,64,,
5408,note_on,3,0,1,,,,,,,,0,67,0,,
5435,note_on,27,0,1,,,,,,,,0,67,64,,
5440,note_on,5,0,1,,,,,,,,0,66,0,,
5465,note_on,25,0,1,,,,,,,,0,69,64,,
5470,note_on,5,0,1,,,,,,,,0,67,0,,
5510,note_on,105,0,2,,,,,,,,0,50,0,,
5525,note_on,15,0,2,,,,,,,,0,52,64,,
5577,note_on,107,0,1,,,,,,,,0,69,0,,
5585,note_on,8,0,1,,,,,,,,0,61,64,,
5630,note_on,105,0,2,,,,,,,,0,52,0,,
5645,note_on,15,0,2,,,,,,,,0,54,64,,
5690,note_on,105,0,1,,,,,,,,0,61,0,,
5705,note_on,15,0,1,,,,,,,,0,69,64,,
5750,note_on,105,0,2,,,,,,,,0,54,0,,
5757,note_on,52,0,1,,,,,,,,0,69,0,,
5765,note_on,8,0,1,,,,,,,,0,59,64,,
5765,note_on,15,0,2,,,,,,,,0,43,64,,
5802,note_on,37,0,1,,,,,,,,0,59,0,,
5832,note_on,30,0,1,,,,,,,,0,66,64,,
5854,note_on,89,0,2,,,,,,,,0,43,0,,
5885,note_on,31,0,2,,,,,,,,0,47,64,,
5937,note_on,105,0,1,,,,,,,,0,66,0,,
5950,note_on,13,0,1,,,,,,,,0,69,64,,
5976,note_on,91,0,2,,,,,,,,0,47,0,,
6005,note_on,29,0,2,,,,,,,,0,50,64,,
6062,note_on,112,0,1,,,,,,,,0,69,0,,
6070,note_on,8,0,1,,,,,,,,0,67,64,,
6095,note_on,25,0,1,,,,,,,,0,66,64,,
6096,note_on,91,0,2,,,,,,,,0,50,0,,
6101,note_on,6,0,1,,,,,,,,0,67,0,,
6125,note_on,24,0,1,,,,,,,,0,67,64,,
6125,note_on,29,0,2,,,,,,,,0,52,64,,
6132,note_on,7,0,1,,,,,,,,0,66,0,,
6155,note_on,23,0,1,,,,,,,,0,66,64,,
6166,note_on,11,0,1,,,,,,,,0,67,0,,
6185,note_on,19,0,1,,,,,,,,0,64,64,,
6188,note_on,3,0,1,,,,,,,,0,66,0,,
6215,note_on,27,0,1,,,,,,,,0,62,64,,
6216,note_on,91,0,2,,,,,,,,0,52,0,,
6220,note_on,5,0,1,,,,,,,,0,64,0,,
6245,note_on,29,0,2,,,,,,,,0,45,64,,
6245,note_on,25,0,1,,,,,,,,0,61,64,,
6256,note_on,11,0,1,,,,,,,,0,62,0,,
6282,note_on,26,0,1,,,,,,,,0,61,0,,
6305,note_on,23,0,1,,,,,,,,0,67,64,,
6328,note_on,83,0,2,,,,,,,,0,45,0,,
6365,note_on,37,0,2,,,,,,,,0,49,64,,
6410,note_on,105,0,1,,,,,,,,0,67,0,,
6425,note_on,15,0,1,,,,,,,,0,71,64,,
6452,note_on,87,0,2,,,,,,,,0,49,0,,
6485,note_on,33,0,2,,,,,,,,0,52,64,,
6537,note_on,112,0,1,,,,,,,,0,71,0,,
6548,note_on,11,0,1,,,,,,,,0,69,64,,
6574,note_on,89,0,2,,,,,,,,0,52,0,,
6575,note_on,27,0,1,,,,,,,,0,67,64,,
6583,note_on,8,0,1,,,,,,,,0,69,0,,
6605,note_on,22,0,1,,,,,,,,0,69,64,,
6605,note_on,31,0,2,,,,,,,,0,54,64,,
6610,note_on,5,0,1,,,,,,,,0,67,0,,
6635,note_on,25,0,1,,,,,,,,0,67,64,,
6642,note_on,7,0,1,,,,,,,,0,69,0,,
6665,note_on,23,0,1,,,,,,,,0,66,64,,
6670,note_on,5,0,1,,,,,,,,0,67,0,,
6694,note_on,89,0,2,,,,,,,,0,54,0,,
6695,note_on,25,0,1,,,,,,,,0,64,64,,
6702,note_on,7,0,1,,,,,,,,0,66,0,,
6725,note_on,31,0,2,,,,,,,,0,47,64,,
6725,note_on,23,0,1,,,,,,,,0,62,64,,
6734,note_on,9,0,1,,,,,,,,0,64,0,,
6777,note_on,43,0,1,,,,,,,,0,62,0,,
6790,note_on,13,0,1,,,,,,,,0,69,64,,
6830,note_on,105,0,2,,,,,,,,0,47,0,,
6850,note_on,20,0,2,,,,,,,,0,50,64,,
6895,note_on,105,0,1,,,,,,,,0,69,0,,
6910,note_on,15,0,1,,,,,,,,0,72,64,,
6955,note_on,105,0,2,,,,,,,,0,50,0,,
6968,note_on,13,0,2,,,,,,,,0,54,64,,
7022,note_on,112,0,1,,,,,,,,0,72,0,,
7030,note_on,8,0,1,,,,,,,,0,71,64,,
7055,note_on,25,0,1,,,,,,,,0,69,64,,
7056,note_on,1,0,1,,,,,,,,0,71,0,,
7073,note_on,105,0,2,,,,,,,,0,54,0,,
7085,note_on,29,0,1,,,,,,,,0,71,64,,
7085,note_on,12,0,2,,,,,,,,0,55,64,,
7090,note_on,5,0,1,,,,,,,,0,69,0,,
7115,note_on,25,0,1,,,,,,,,0,69,64,,
7118,note_on,3,0,1,,,,,,,,0,71,0,,
7145,note_on,27,0,1,,,,,,,,0,67,64,,
7150,note_on,5,0,1,,,,,,,,0,69,0,,
7175,note_on,25,0,1,,,,,,,,0,66,64,,
7180,note_on,5,0,1,,,,,,,,0,67,0,,
7190,note_on,105,0,2,,,,,,,,0,55,0,,
7205,note_on,25,0,1,,,,,,,,0,64,64,,
7205,note_on,15,0,2,,,,,,,,0,49,64,,
7210,note_on,5,0,1,,,,,,,,0,66,0,,
7257,note_on,47,0,1,,,,,,,,0,64,0,,
7272,note_on,15,0,1,,,,,,,,0,71,64,,
7310,note_on,105,0,2,,,,,,,,0,49,0,,
7326,note_on,16,0,2,,,,,,,,0,52,64,,
7377,note_on,105,0,1,,,,,,,,0,71,0,,
7396,note_on,19,0,1,,,,,,,,0,74,64,,
7431,note_on,105,0,2,,,,,,,,0,52,0,,
7456,note_on,25,0,2,,,,,,,,0,55,64,,
7508,note_on,112,0,1,,,,,,,,0,74,0,,
7516,note_on,8,0,1,,,,,,,,0,73,64,,
7538,note_on,22,0,1,,,,,,,,0,71,64,,
7542,note_on,4,0,1,,,,,,,,0,73,0,,
7561,note_on,105,0,2,,,,,,,,0,55,0,,
7565,note_on,23,0,1,,,,,,,,0,73,64,,
7565,note_on,4,0,2,,,,,,,,0,57,64,,
7573,note_on,8,0,1,,,,,,,,0,71,0,,
7595,note_on,22,0,1,,,,,,,,0,71,64,,
7602,note_on,7,0,1,,,,,,,,0,73,0,,
7625,note_on,23,0,1,,,,,,,,0,69,64,,
7630,note_on,5,0,1,,,,,,,,0,71,0,,
7655,note_on,25,0,1,,,,,,,,0,67,64,,
7660,note_on,5,0,1,,,,,,,,0,69,0,,
7670,note_on,105,0,2,,,,,,,,0,57,0,,
7681,note_on,21,0,1,,,,,,,,0,67,0,,
7685,note_on,4,0,1,,,,,,,,0,66,64,,
7685,note_on,15,0,2,,,,,,,,0,50,64,,
7745,note_on,60,0,1,,,,,,,,0,69,64,,
7746,note_on,1,0,1,,,,,,,,0,66,0,,
7780,note_on,95,0,2,,,,,,,,0,50,0,,
7797,note_on,51,0,1,,,,,,,,0,69,0,,
7805,note_on,8,0,1,,,,,,,,0,62,64,,
7805,note_on,25,0,2,,,,,,,,0,54,64,,
7865,note_on,60,0,1,,,,,,,,0,64,64,,
7868,note_on,3,0,1,,,,,,,,0,62,0,,
7896,note_on,91,0,2,,,,,,,,0,54,0,,
7917,note_on,49,0,1,,,,,,,,0,64,0,,
7925,note_on,8,0,1,,,,,,,,0,66,64,,
7925,note_on,29,0,2,,,,,,,,0,57,64,,
7985,note_on,60,0,1,,,,,,,,0,69,64,,
7986,note_on,1,0,1,,,,,,,,0,66,0,,
8037,note_on,51,0,1,,,,,,,,0,69,0,,
8045,note_on,8,0,1,,,,,,,,0,62,64,,
8078,note_on,0,0,2,,,,,,,,0,59,64,,
8078,note_on,153,0,2,,,,,,,,0,57,0,,
8097,note_on,52,0,1,,,,,,,,0,62,0,,
8105,note_on,8,0,1,,,,,,,,0,66,64,,
8112,note_on,34,0,2,,,,,,,,0,57,64,,
8113,note_on,1,0,2,,,,,,,,0,59,0,,
8135,note_on,22,0,2,,,,,,,,0,56,64,,
8141,note_on,6,0,2,,,,,,,,0,57,0,,
8157,note_on,52,0,1,,,,,,,,0,66,0,,
8161,note_on,20,0,2,,,,,,,,0,56,0,,
8165,note_on,4,0,2,,,,,,,,0,57,64,,
8165,note_on,8,0,1,,,,,,,,0,64,64,,
8225,note_on,60,0,1,,,,,,,,0,69,64,,
8226,note_on,1,0,1,,,,,,,,0,64,0,,
8252,note_on,87,0,2,,,,,,,,0,57,0,,
8277,note_on,51,0,1,,,,,,,,0,69,0,,
8285,note_on,8,0,1,,,,,,,,0,71,64,,
8285,note_on,33,0,2,,,,,,,,0,49,64,,
8315,note_on,30,0,1,,,,,,,,0,69,64,,
8320,note_on,5,0,1,,,,,,,,0,71,0,,
8345,note_on,25,0,1,,,,,,,,0,68,64,,
8352,note_on,7,0,1,,,,,,,,0,69,0,,
8375,note_on,23,0,1,,,,,,,,0,69,64,,
8376,note_on,91,0,2,,,,,,,,0,49,0,,
8382,note_on,7,0,1,,,,,,,,0,68,0,,
8405,note_on,23,0,1,,,,,,,,0,73,64,,
8405,note_on,29,0,2,,,,,,,,0,52,64,,
8408,note_on,3,0,1,,,,,,,,0,69,0,,
8457,note_on,49,0,1,,,,,,,,0,73,0,,
8465,note_on,8,0,1,,,,,,,,0,69,64,,
8490,note_on,85,0,2,,,,,,,,0,52,0,,
8517,note_on,52,0,1,,,,,,,,0,69,0,,
8525,note_on,35,0,2,,,,,,,,0,57,64,,
8525,note_on,8,0,1,,,,,,,,0,76,64,,
8577,note_on,52,0,1,,,,,,,,0,76,0,,
8585,note_on,8,0,1,,,,,,,,0,67,64,,
8630,note_on,105,0,2,,,,,,,,0,57,0,,
8637,note_on,52,0,1,,,,,,,,0,67,0,,
8645,note_on,8,0,1,,,,,,,,0,66,64,,
8645,note_on,15,0,2,,,,,,,,0,50,64,,
8705,note_on,60,0,1,,,,,,,,0,69,64,,
8708,note_on,3,0,1,,,,,,,,0,66,0,,
8730,note_on,85,0,2,,,,,,,,0,50,0,,
8757,note_on,49,0,1,,,,,,,,0,69,0,,
8765,note_on,35,0,2,,,,,,,,0,54,64,,
8765,note_on,8,0,1,,,,,,,,0,62,64,,
8825,note_on,60,0,1,,,,,,,,0,64,64,,
8832,note_on,7,0,1,,,,,,,,0,62,0,,
8850,note_on,85,0,2,,,,,,,,0,54,0,,
8877,note_on,45,0,1,,,,,,,,0,64,0,,
8885,note_on,35,0,2,,,,,,,,0,57,64,,
8885,note_on,8,0,1,,,,,,,,0,66,64,,
8945,note_on,60,0,1,,,,,,,,0,69,64,,
8948,note_on,3,0,1,,,,,,,,0,66,0,,
8997,note_on,49,0,1,,,,,,,,0,69,0,,
