tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,program,channel,control,value,note,velocity
1630,note_on,46,0,2,,,,,,,,,1,,,62,0
1630,note_on,46,0,1,,,,,,,,,0,,,71,0
1632,note_on,2,0,1,,,,,,,,,0,,,69,60
1632,note_on,0,0,2,,,,,,,,,1,,,61,45
1632,note_on,0,0,1,,,,,,,,,0,,,76,60
1632,note_on,2,0,2,,,,,,,,,1,,,57,45
1774,note_on,142,0,1,,,,,,,,,0,,,69,0
1774,note_on,142,0,2,,,,,,,,,1,,,61,0
1776,note_on,2,0,2,,,,,,,,,1,,,59,45
1776,note_on,2,0,1,,,,,,,,,0,,,68,60
1792,note_on,16,0,1,,,,,,,,,0,,,76,0
1822,note_on,46,0,2,,,,,,,,,1,,,59,0
1822,note_on,30,0,1,,,,,,,,,0,,,68,0
1824,note_on,2,0,2,,,,,,,,,1,,,61,45
1824,note_on,2,0,1,,,,,,,,,0,,,69,60
1824,note_on,0,0,1,,,,,,,,,0,,,76,60
1856,note_on,32,0,2,,,,,,,,,1,,,61,0
1856,note_on,0,0,1,,,,,,,,,0,,,76,0
1856,note_on,32,0,1,,,,,,,,,0,,,69,0
1920,note_on,0,0,1,,,,,,,,,0,,,76,60
1920,note_on,64,0,2,,,,,,,,,1,,,64,45
1920,note_on,64,0,1,,,,,,,,,0,,,73,60
1952,note_on,0,0,1,,,,,,,,,0,,,76,0
1952,note_on,32,0,2,,,,,,,,,1,,,64,0
1952,note_on,32,0,1,,,,,,,,,0,,,73,0
1968,note_on,16,0,2,,,,,,,,,1,,,57,0
2016,note_on,64,0,1,,,,,,,,,0,,,71,60
2016,note_on,0,0,1,,,,,,,,,0,,,76,60
2016,note_on,48,0,2,,,,,,,,,1,,,57,45
2016,note_on,0,0,2,,,,,,,,,1,,,62,45
2038,note_on,22,0,1,,,,,,,,,0,,,76,0
2040,note_on,2,0,1,,,,,,,,,0,,,78,64
2062,note_on,22,0,1,,,,,,,,,0,,,78,0
2064,note_on,2,0,1,,,,,,,,,0,,,76,68
2086,note_on,22,0,1,,,,,,,,,0,,,76,0
2088,note_on,2,0,1,,,,,,,,,0,,,78,72
2110,note_on,22,0,1,,,,,,,,,0,,,78,0
2112,note_on,2,0,1,,,,,,,,,0,,,75,76
2112,note_on,0,0,1,,,,,,,,,0,,,78,76
2134,note_on,22,0,1,,,,,,,,,0,,,75,0
2136,note_on,2,0,1,,,,,,,,,0,,,76,76
2158,note_on,0,0,1,,,,,,,,,0,,,78,0
2158,note_on,22,0,1,,,,,,,,,0,,,76,0
2160,note_on,2,0,1,,,,,,,,,0,,,80,84
2176,note_on,16,0,1,,,,,,,,,0,,,71,0
2176,note_on,160,0,2,,,,,,,,,1,,,62,0
2206,note_on,30,0,1,,,,,,,,,0,,,80,0
2208,note_on,32,0,2,,,,,,,,,1,,,61,75
2208,note_on,2,0,1,,,,,,,,,0,,,81,92
2302,note_on,94,0,1,,,,,,,,,0,,,81,0
2304,note_on,2,0,1,,,,,,,,,0,,,76,92
2352,note_on,144,0,2,,,,,,,,,1,,,57,0
2368,note_on,16,0,2,,,,,,,,,1,,,61,0
2398,note_on,94,0,1,,,,,,,,,0,,,76,0
2400,note_on,0,0,2,,,,,,,,,1,,,59,45
2400,note_on,2,0,1,,,,,,,,,0,,,68,60
2400,note_on,0,0,1,,,,,,,,,0,,,76,60
2400,note_on,32,0,2,,,,,,,,,1,,,57,45
2494,note_on,94,0,2,,,,,,,,,1,,,59,0
2494,note_on,94,0,1,,,,,,,,,0,,,68,0
2496,note_on,2,0,2,,,,,,,,,1,,,62,45
2496,note_on,2,0,1,,,,,,,,,0,,,71,60
2560,note_on,64,0,1,,,,,,,,,0,,,76,0
2560,note_on,64,0,2,,,,,,,,,1,,,57,0
2590,note_on,30,0,2,,,,,,,,,1,,,62,0
2590,note_on,30,0,1,,,,,,,,,0,,,71,0
2592,note_on,2,0,2,,,,,,,,,1,,,57,45
2592,note_on,0,0,2,,,,,,,,,1,,,59,45
2592,note_on,2,0,1,,,,,,,,,0,,,68,60
2592,note_on,0,0,1,,,,,,,,,0,,,76,60
2624,note_on,32,0,1,,,,,,,,,0,,,68,0
2624,note_on,0,0,1,,,,,,,,,0,,,76,0
2686,note_on,94,0,2,,,,,,,,,1,,,59,0
2688,note_on,64,0,1,,,,,,,,,0,,,71,60
2688,note_on,0,0,1,,,,,,,,,0,,,76,60
2688,note_on,2,0,2,,,,,,,,,1,,,62,45
2720,note_on,32,0,1,,,,,,,,,0,,,71,0
2720,note_on,0,0,1,,,,,,,,,0,,,76,0
2752,note_on,64,0,2,,,,,,,,,1,,,57,0
2782,note_on,30,0,2,,,,,,,,,1,,,62,0
2784,note_on,2,0,2,,,,,,,,,1,,,57,45
2784,note_on,0,0,2,,,,,,,,,1,,,61,45
2784,note_on,64,0,1,,,,,,,,,0,,,69,60
2944,note_on,160,0,2,,,,,,,,,1,,,57,0
2944,note_on,0,0,2,,,,,,,,,1,,,61,0
2944,note_on,160,0,1,,,,,,,,,0,,,69,0
3168,note_on,0,0,1,,,,,,,,,0,,,64,60
3168,control_change,224,0,2,,,,,,,,,1,91,84,,
3168,control_change,0,0,2,,,,,,,,,1,93,84,,
3168,set_tempo,0,1,0,571428,,,,,,,,,,,,
3168,set_tempo,3168,1,0,571428,,,,,,,,,,,,
3168,control_change,224,0,1,,,,,,,,,0,91,84,,
3168,control_change,0,0,1,,,,,,,,,0,93,84,,
3262,note_on,94,0,1,,,,,,,,,0,,,64,0
3264,note_on,2,0,1,,,,,,,,,0,,,69,60
3264,note_on,0,0,1,,,,,,,,,0,,,76,60
3264,note_on,96,0,2,,,,,,,,,1,,,57,60
3264,note_on,0,0,2,,,,,,,,,1,,,61,60
3406,note_on,142,0,2,,,,,,,,,1,,,61,0
3406,note_on,142,0,1,,,,,,,,,0,,,69,0
3408,note_on,2,0,1,,,,,,,,,0,,,68,60
3408,note_on,2,0,2,,,,,,,,,1,,,59,60
3424,note_on,16,0,1,,,,,,,,,0,,,76,0
3454,note_on,46,0,2,,,,,,,,,1,,,59,0
3454,note_on,30,0,1,,,,,,,,,0,,,68,0
3456,note_on,2,0,1,,,,,,,,,0,,,69,60
3456,note_on,2,0,2,,,,,,,,,1,,,61,60
3456,note_on,0,0,1,,,,,,,,,0,,,76,60
3488,note_on,32,0,2,,,,,,,,,1,,,61,0
3488,note_on,0,0,1,,,,,,,,,0,,,76,0
3488,note_on,32,0,1,,,,,,,,,0,,,69,0
3552,note_on,0,0,1,,,,,,,,,0,,,76,60
3552,note_on,64,0,1,,,,,,,,,0,,,73,60
3552,note_on,64,0,2,,,,,,,,,1,,,64,60
3584,note_on,0,0,1,,,,,,,,,0,,,76,0
3584,note_on,32,0,2,,,,,,,,,1,,,64,0
3584,note_on,32,0,1,,,,,,,,,0,,,73,0
3600,note_on,16,0,2,,,,,,,,,1,,,57,0
3648,note_on,48,0,2,,,,,,,,,1,,,57,60
3648,note_on,0,0,2,,,,,,,,,1,,,62,60
3648,note_on,0,0,1,,,,,,,,,0,,,76,60
3648,note_on,64,0,1,,,,,,,,,0,,,71,60
3670,note_on,22,0,1,,,,,,,,,0,,,76,0
3672,note_on,2,0,1,,,,,,,,,0,,,78,64
3694,note_on,22,0,1,,,,,,,,,0,,,78,0
3696,note_on,2,0,1,,,,,,,,,0,,,76,68
3718,note_on,22,0,1,,,,,,,,,0,,,76,0
3720,note_on,2,0,1,,,,,,,,,0,,,78,72
3742,note_on,22,0,1,,,,,,,,,0,,,78,0
3744,note_on,2,0,1,,,,,,,,,0,,,75,76
3744,note_on,0,0,1,,,,,,,,,0,,,78,76
3766,note_on,22,0,1,,,,,,,,,0,,,75,0
3768,note_on,2,0,1,,,,,,,,,0,,,76,76
3790,note_on,0,0,1,,,,,,,,,0,,,78,0
3790,note_on,22,0,1,,,,,,,,,0,,,76,0
3792,note_on,2,0,1,,,,,,,,,0,,,80,84
3808,note_on,160,0,2,,,,,,,,,1,,,62,0
3808,note_on,16,0,1,,,,,,,,,0,,,71,0
3838,note_on,30,0,1,,,,,,,,,0,,,80,0
3840,note_on,32,0,2,,,,,,,,,1,,,61,75
3840,note_on,2,0,1,,,,,,,,,0,,,81,92
3934,note_on,94,0,1,,,,,,,,,0,,,81,0
3936,note_on,2,0,1,,,,,,,,,0,,,76,92
3984,note_on,144,0,2,,,,,,,,,1,,,57,0
4000,note_on,16,0,2,,,,,,,,,1,,,61,0
4030,note_on,94,0,1,,,,,,,,,0,,,76,0
4032,note_on,32,0,2,,,,,,,,,1,,,57,45
4032,note_on,2,0,1,,,,,,,,,0,,,68,60
4032,note_on,0,0,1,,,,,,,,,0,,,76,60
4032,note_on,0,0,2,,,,,,,,,1,,,59,45
4126,note_on,94,0,1,,,,,,,,,0,,,68,0
4126,note_on,94,0,2,,,,,,,,,1,,,59,0
4128,note_on,2,0,1,,,,,,,,,0,,,71,60
4128,note_on,2,0,2,,,,,,,,,1,,,62,45
4192,note_on,64,0,1,,,,,,,,,0,,,76,0
4192,note_on,64,0,2,,,,,,,,,1,,,57,0
4222,note_on,30,0,2,,,,,,,,,1,,,62,0
4222,note_on,30,0,1,,,,,,,,,0,,,71,0
4224,note_on,0,0,1,,,,,,,,,0,,,76,60
4224,note_on,0,0,2,,,,,,,,,1,,,59,45
4224,note_on,2,0,2,,,,,,,,,1,,,57,45
4224,note_on,2,0,1,,,,,,,,,0,,,68,60
4256,note_on,32,0,1,,,,,,,,,0,,,68,0
4256,note_on,0,0,1,,,,,,,,,0,,,76,0
4318,note_on,94,0,2,,,,,,,,,1,,,59,0
4320,note_on,0,0,1,,,,,,,,,0,,,76,60
4320,note_on,64,0,1,,,,,,,,,0,,,71,60
4320,note_on,2,0,2,,,,,,,,,1,,,62,45
4352,note_on,0,0,1,,,,,,,,,0,,,76,0
4352,note_on,32,0,1,,,,,,,,,0,,,71,0
4384,note_on,64,0,2,,,,,,,,,1,,,57,0
4414,note_on,30,0,2,,,,,,,,,1,,,62,0
4416,note_on,2,0,2,,,,,,,,,1,,,57,45
4416,note_on,0,0,2,,,,,,,,,1,,,61,45
4416,note_on,64,0,1,,,,,,,,,0,,,69,60
4416,note_on,0,0,1,,,,,,,,,0,,,76,60
4462,note_on,46,0,1,,,,,,,,,0,,,76,0
4464,note_on,2,0,1,,,,,,,,,0,,,75,60
4510,note_on,94,0,2,,,,,,,,,1,,,57,0
4510,note_on,0,0,1,,,,,,,,,0,,,75,0
4510,note_on,46,0,1,,,,,,,,,0,,,69,0
4510,note_on,0,0,2,,,,,,,,,1,,,61,0
4512,note_on,2,0,1,,,,,,,,,0,,,76,60
4558,note_on,46,0,1,,,,,,,,,0,,,76,0
4560,note_on,2,0,1,,,,,,,,,0,,,78,60
4606,note_on,46,0,1,,,,,,,,,0,,,78,0
4608,note_on,2,0,1,,,,,,,,,0,,,76,60
4654,note_on,46,0,1,,,,,,,,,0,,,76,0
4656,note_on,146,0,2,,,,,,,,,1,,,66,45
4656,note_on,2,0,1,,,,,,,,,0,,,74,60
4702,note_on,46,0,2,,,,,,,,,1,,,66,0
4702,note_on,46,0,1,,,,,,,,,0,,,74,0
4704,note_on,2,0,2,,,,,,,,,1,,,64,45
4704,note_on,2,0,1,,,,,,,,,0,,,73,60
4750,note_on,46,0,2,,,,,,,,,1,,,64,0
4750,note_on,46,0,1,,,,,,,,,0,,,73,0
4752,note_on,2,0,1,,,,,,,,,0,,,71,60
4752,note_on,2,0,2,,,,,,,,,1,,,62,45
4798,note_on,46,0,2,,,,,,,,,1,,,62,0
4798,note_on,46,0,1,,,,,,,,,0,,,71,0
4800,note_on,0,0,2,,,,,,,,,1,,,61,45
4800,note_on,2,0,1,,,,,,,,,0,,,69,60
4800,note_on,0,0,1,,,,,,,,,0,,,76,60
4800,note_on,2,0,2,,,,,,,,,1,,,57,45
4942,note_on,142,0,1,,,,,,,,,0,,,69,0
4942,note_on,142,0,2,,,,,,,,,1,,,61,0
4944,note_on,2,0,1,,,,,,,,,0,,,68,60
4944,note_on,2,0,2,,,,,,,,,1,,,59,45
4960,note_on,16,0,1,,,,,,,,,0,,,76,0
4990,note_on,46,0,2,,,,,,,,,1,,,59,0
4990,note_on,30,0,1,,,,,,,,,0,,,68,0
4992,note_on,2,0,1,,,,,,,,,0,,,69,60
4992,note_on,2,0,2,,,,,,,,,1,,,61,45
4992,note_on,0,0,1,,,,,,,,,0,,,76,60
5024,note_on,32,0,1,,,,,,,,,0,,,69,0
5024,note_on,32,0,2,,,,,,,,,1,,,61,0
5024,note_on,0,0,1,,,,,,,,,0,,,76,0
5088,note_on,0,0,1,,,,,,,,,0,,,76,60
5088,note_on,64,0,1,,,,,,,,,0,,,73,60
5088,note_on,64,0,2,,,,,,,,,1,,,64,45
5120,note_on,32,0,1,,,,,,,,,0,,,73,0
5120,note_on,32,0,2,,,,,,,,,1,,,64,0
5120,note_on,0,0,1,,,,,,,,,0,,,76,0
5136,note_on,16,0,2,,,,,,,,,1,,,57,0
5184,note_on,48,0,2,,,,,,,,,1,,,57,45
5184,note_on,0,0,2,,,,,,,,,1,,,62,45
5184,note_on,0,0,1,,,,,,,,,0,,,76,60
5184,note_on,64,0,1,,,,,,,,,0,,,71,60
5206,note_on,22,0,1,,,,,,,,,0,,,76,0
5208,note_on,2,0,1,,,,,,,,,0,,,78,64
5230,note_on,22,0,1,,,,,,,,,0,,,78,0
5232,note_on,2,0,1,,,,,,,,,0,,,76,68
5254,note_on,22,0,1,,,,,,,,,0,,,76,0
5256,note_on,2,0,1,,,,,,,,,0,,,78,72
5278,note_on,22,0,1,,,,,,,,,0,,,78,0
5280,note_on,2,0,1,,,,,,,,,0,,,75,76
5280,note_on,0,0,1,,,,,,,,,0,,,78,76
5302,note_on,22,0,1,,,,,,,,,0,,,75,0
5304,note_on,2,0,1,,,,,,,,,0,,,76,76
5326,note_on,22,0,1,,,,,,,,,0,,,76,0
5326,note_on,0,0,1,,,,,,,,,0,,,78,0
5328,note_on,2,0,1,,,,,,,,,0,,,80,84
5344,note_on,16,0,1,,,,,,,,,0,,,71,0
5344,note_on,160,0,2,,,,,,,,,1,,,62,0
5374,note_on,30,0,1,,,,,,,,,0,,,80,0
5376,note_on,32,0,2,,,,,,,,,1,,,61,75
5376,note_on,2,0,1,,,,,,,,,0,,,81,92
5470,note_on,94,0,1,,,,,,,,,0,,,81,0
5472,note_on,2,0,1,,,,,,,,,0,,,76,92
5520,note_on,144,0,2,,,,,,,,,1,,,57,0
5536,note_on,16,0,2,,,,,,,,,1,,,61,0
5566,note_on,94,0,1,,,,,,,,,0,,,76,0
5568,note_on,32,0,2,,,,,,,,,1,,,57,45
5568,note_on,0,0,2,,,,,,,,,1,,,59,45
5568,note_on,0,0,1,,,,,,,,,0,,,76,60
5568,note_on,2,0,1,,,,,,,,,0,,,68,60
5662,note_on,94,0,1,,,,,,,,,0,,,68,0
5662,note_on,94,0,2,,,,,,,,,1,,,59,0
5664,note_on,2,0,1,,,,,,,,,0,,,71,60
5664,note_on,2,0,2,,,,,,,,,1,,,62,45
5728,note_on,64,0,1,,,,,,,,,0,,,76,0
5728,note_on,64,0,2,,,,,,,,,1,,,57,0
5758,note_on,30,0,1,,,,,,,,,0,,,71,0
5758,note_on,30,0,2,,,,,,,,,1,,,62,0
5760,note_on,0,0,1,,,,,,,,,0,,,76,60
5760,note_on,2,0,1,,,,,,,,,0,,,68,60
5760,note_on,2,0,2,,,,,,,,,1,,,57,45
5760,note_on,0,0,2,,,,,,,,,1,,,59,45
5792,note_on,0,0,1,,,,,,,,,0,,,76,0
5792,note_on,32,0,1,,,,,,,,,0,,,68,0
5854,note_on,94,0,2,,,,,,,,,1,,,59,0
5856,note_on,64,0,1,,,,,,,,,0,,,71,60
5856,note_on,0,0,1,,,,,,,,,0,,,76,60
5856,note_on,2,0,2,,,,,,,,,1,,,62,45
5888,note_on,0,0,1,,,,,,,,,0,,,76,0
5888,note_on,32,0,1,,,,,,,,,0,,,71,0
5920,note_on,64,0,2,,,,,,,,,1,,,57,0
5950,note_on,30,0,2,,,,,,,,,1,,,62,0
5952,note_on,64,0,1,,,,,,,,,0,,,69,60
5952,note_on,0,0,2,,,,,,,,,1,,,61,45
5952,note_on,2,0,2,,,,,,,,,1,,,57,45
6112,note_on,160,0,1,,,,,,,,,0,,,69,0
6112,note_on,160,0,2,,,,,,,,,1,,,57,0
6112,note_on,0,0,2,,,,,,,,,1,,,61,0
6336,note_on,224,0,1,,,,,,,,,0,,,76,60
6430,note_on,94,0,1,,,,,,,,,0,,,76,0
6432,note_on,0,0,2,,,,,,,,,1,,,59,45
6432,note_on,2,0,1,,,,,,,,,0,,,68,60
6432,note_on,0,0,1,,,,,,,,,0,,,74,60
6432,note_on,320,0,2,,,,,,,,,1,,,52,45
6574,note_on,142,0,1,,,,,,,,,0,,,74,0
6574,note_on,142,0,2,,,,,,,,,1,,,59,0
6576,note_on,2,0,2,,,,,,,,,1,,,59,45
6576,note_on,2,0,1,,,,,,,,,0,,,76,60
6622,note_on,46,0,2,,,,,,,,,1,,,59,0
6622,note_on,46,0,1,,,,,,,,,0,,,76,0
6624,note_on,2,0,2,,,,,,,,,1,,,57,45
6624,note_on,2,0,1,,,,,,,,,0,,,74,60
6688,note_on,64,0,1,,,,,,,,,0,,,68,0
6718,note_on,94,0,2,,,,,,,,,1,,,57,0
6718,note_on,30,0,1,,,,,,,,,0,,,74,0
6720,note_on,2,0,1,,,,,,,,,0,,,69,60
6720,note_on,0,0,1,,,,,,,,,0,,,73,60
6720,note_on,2,0,2,,,,,,,,,1,,,56,45
6768,note_on,48,0,2,,,,,,,,,1,,,52,0
6814,note_on,94,0,1,,,,,,,,,0,,,69,0
6814,note_on,46,0,2,,,,,,,,,1,,,56,0
6814,note_on,0,0,1,,,,,,,,,0,,,73,0
6816,note_on,2,0,2,,,,,,,,,1,,,52,45
6816,note_on,0,0,2,,,,,,,,,1,,,62,45
6816,note_on,2,0,1,,,,,,,,,0,,,68,60
6816,note_on,0,0,1,,,,,,,,,0,,,71,60
6958,note_on,142,0,2,,,,,,,,,1,,,62,0
6958,note_on,142,0,1,,,,,,,,,0,,,71,0
6960,note_on,2,0,1,,,,,,,,,0,,,73,60
6960,note_on,2,0,2,,,,,,,,,1,,,64,45
7006,note_on,46,0,1,,,,,,,,,0,,,73,0
7006,note_on,46,0,2,,,,,,,,,1,,,64,0
7008,note_on,2,0,2,,,,,,,,,1,,,62,45
7008,note_on,2,0,1,,,,,,,,,0,,,71,60
7072,note_on,64,0,1,,,,,,,,,0,,,68,0
7102,note_on,30,0,1,,,,,,,,,0,,,71,0
7102,note_on,94,0,2,,,,,,,,,1,,,62,0
7104,note_on,2,0,1,,,,,,,,,0,,,64,60
7104,note_on,0,0,1,,,,,,,,,0,,,69,60
7104,note_on,2,0,2,,,,,,,,,1,,,61,45
7152,note_on,48,0,2,,,,,,,,,1,,,52,0
7198,note_on,94,0,1,,,,,,,,,0,,,64,0
7198,note_on,0,0,1,,,,,,,,,0,,,69,0
7198,note_on,46,0,2,,,,,,,,,1,,,61,0
7200,note_on,2,0,2,,,,,,,,,1,,,52,45
7200,note_on,2,0,1,,,,,,,,,0,,,68,60
7200,note_on,0,0,1,,,,,,,,,0,,,76,60
7200,note_on,0,0,2,,,,,,,,,1,,,59,63
7246,note_on,46,0,1,,,,,,,,,0,,,76,0
7248,note_on,2,0,1,,,,,,,,,0,,,74,60
7294,note_on,94,0,2,,,,,,,,,1,,,59,0
7294,note_on,0,0,1,,,,,,,,,0,,,74,0
7294,note_on,46,0,1,,,,,,,,,0,,,68,0
7296,note_on,0,0,1,,,,,,,,,0,,,73,60
7296,note_on,2,0,2,,,,,,,,,1,,,57,45
7296,note_on,2,0,1,,,,,,,,,0,,,69,60
7328,note_on,32,0,1,,,,,,,,,0,,,69,0
7328,note_on,0,0,1,,,,,,,,,0,,,73,0
7360,note_on,64,0,2,,,,,,,,,1,,,52,0
7390,note_on,30,0,2,,,,,,,,,1,,,57,0
7392,note_on,64,0,1,,,,,,,,,0,,,68,60
