tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,control,value,channel,program,pitch,note,velocity
7680,note_on,,,,,60,0,3,,,,,,2,,,53,0
7803,note_on,,,,,123,0,3,,,,,,2,,,55,0
7803,note_on,,,,,0,0,3,,,,,,2,,,51,0
7803,note_on,,,,,0,0,2,,,,,,1,,,61,0
7803,note_on,,,,,603,0,2,,,,,,1,,,63,0
7807,note_on,,,,,607,0,4,,,,,,3,,,46,0
7860,note_on,,,,,0,0,1,,,,,,0,,,63,44
7860,note_on,,,,,57,0,3,,,,,,2,,,51,47
7860,note_on,,,,,180,0,1,,,,,,0,,,67,0
7920,note_on,,,,,60,0,1,,,,,,0,,,63,0
7920,note_on,,,,,0,0,1,,,,,,0,,,68,45
7920,note_on,,,,,60,0,3,,,,,,2,,,51,0
7920,note_on,,,,,0,0,3,,,,,,2,,,56,46
8160,note_on,,,,,357,0,2,,,,,,1,,,63,46
8160,note_on,,,,,353,0,4,,,,,,3,,,48,47
8400,note_on,,,,,480,0,1,,,,,,0,,,68,0
8400,note_on,,,,,0,0,2,,,,,,1,,,58,51
8400,note_on,,,,,0,0,2,,,,,,1,,,63,51
8400,note_on,,,,,240,0,2,,,,,,1,,,63,0
8400,note_on,,,,,480,0,3,,,,,,2,,,56,0
8400,note_on,,,,,0,0,1,,,,,,0,,,70,53
8400,note_on,,,,,0,0,3,,,,,,2,,,51,53
8400,note_on,,,,,0,0,4,,,,,,3,,,43,51
8400,note_on,,,,,240,0,4,,,,,,3,,,48,0
8580,set_tempo,,,,,1380,1,0,,1500000,,,,,,,,
8640,note_on,,,,,0,0,1,,,,,,0,,,73,58
8640,note_on,,,,,0,0,2,,,,,,1,,,60,56
8640,note_on,,,,,240,0,4,,,,,,3,,,43,0
8640,note_on,,,,,0,0,4,,,,,,3,,,44,56
8640,note_on,,,,,0,0,2,,,,,,1,,,68,56
8640,note_on,,,,,0,0,3,,,,,,2,,,51,56
8640,note_on,,,,,240,0,3,,,,,,2,,,51,0
8640,note_on,,,,,240,0,2,,,,,,1,,,63,0
8640,note_on,,,,,0,0,2,,,,,,1,,,58,0
8640,note_on,,,,,0,0,2,,,,,,1,,,63,56
8640,note_on,,,,,240,0,1,,,,,,0,,,70,0
8820,note_on,,,,,180,0,1,,,,,,0,,,73,0
8820,note_on,,,,,0,0,1,,,,,,0,,,72,48
8880,note_on,,,,,60,0,1,,,,,,0,,,72,0
8880,note_on,,,,,240,0,2,,,,,,1,,,68,0
8880,note_on,,,,,240,0,3,,,,,,2,,,51,0
8880,note_on,,,,,0,0,2,,,,,,1,,,63,0
8880,note_on,,,,,240,0,4,,,,,,3,,,44,0
8880,note_on,,,,,0,0,4,,,,,,3,,,39,46
8880,note_on,,,,,0,0,2,,,,,,1,,,67,47
8880,note_on,,,,,0,0,2,,,,,,1,,,63,47
8880,note_on,,,,,0,0,2,,,,,,1,,,58,47
8880,note_on,,,,,0,0,2,,,,,,1,,,60,0
8880,note_on,,,,,0,0,3,,,,,,2,,,51,47
8880,note_on,,,,,0,0,1,,,,,,0,,,70,45
9000,set_tempo,,,,,420,1,0,,1578947,,,,,,,,
9003,note_on,,,,,123,0,2,,,,,,1,,,63,0
9003,note_on,,,,,0,0,2,,,,,,1,,,58,0
9003,note_on,,,,,123,0,1,,,,,,0,,,70,0
9003,note_on,,,,,123,0,4,,,,,,3,,,39,0
9003,note_on,,,,,123,0,3,,,,,,2,,,51,0
9007,note_on,,,,,4,0,2,,,,,,1,,,67,0
9078,set_tempo,,,,,78,1,0,,1428571,,,,,,,,
9080,note_on,,,,,77,0,1,,,,,,0,,,72,40
9120,note_on,,,,,40,0,1,,,,,,0,,,72,0
9120,note_on,,,,,0,0,1,,,,,,0,,,70,43
9180,note_on,,,,,60,0,1,,,,,,0,,,70,0
9180,note_on,,,,,0,0,1,,,,,,0,,,69,42
9240,note_on,,,,,60,0,1,,,,,,0,,,69,0
9240,note_on,,,,,0,0,1,,,,,,0,,,70,41
9300,note_on,,,,,0,0,1,,,,,,0,,,72,40
9300,note_on,,,,,60,0,1,,,,,,0,,,70,0
9360,note_on,,,,,0,0,1,,,,,,0,,,73,44
9360,note_on,,,,,353,0,2,,,,,,1,,,68,44
9360,note_on,,,,,60,0,1,,,,,,0,,,72,0
9360,note_on,,,,,357,0,4,,,,,,3,,,53,44
9600,note_on,,,,,0,0,4,,,,,,3,,,65,47
9600,note_on,,,,,240,0,4,,,,,,3,,,53,0
9840,note_on,,,,,0,0,2,,,,,,1,,,68,50
9840,note_on,,,,,240,0,4,,,,,,3,,,65,0
9840,note_on,,,,,0,0,4,,,,,,3,,,63,50
9840,note_on,,,,,480,0,1,,,,,,0,,,73,0
9840,note_on,,,,,480,0,2,,,,,,1,,,68,0
9840,note_on,,,,,0,0,1,,,,,,0,,,72,50
10080,note_on,,,,,240,0,4,,,,,,3,,,63,0
10080,note_on,,,,,0,0,2,,,,,,1,,,70,54
10080,note_on,,,,,0,0,2,,,,,,1,,,68,54
10080,note_on,,,,,240,0,2,,,,,,1,,,68,0
10080,note_on,,,,,0,0,4,,,,,,3,,,62,53
10080,note_on,,,,,0,0,1,,,,,,0,,,77,54
10080,note_on,,,,,240,0,1,,,,,,0,,,72,0
10320,note_on,,,,,0,0,4,,,,,,3,,,61,56
10320,note_on,,,,,240,0,4,,,,,,3,,,62,0
10320,note_on,,,,,0,0,1,,,,,,0,,,70,57
10320,note_on,,,,,240,0,2,,,,,,1,,,70,0
10320,note_on,,,,,0,0,2,,,,,,1,,,68,0
10320,note_on,,,,,240,0,1,,,,,,0,,,77,0
10320,note_on,,,,,0,0,2,,,,,,1,,,67,57
10560,note_on,,,,,0,0,4,,,,,,3,,,60,59
10560,note_on,,,,,240,0,4,,,,,,3,,,61,0
10560,note_on,,,,,0,0,2,,,,,,1,,,68,60
10560,note_on,,,,,240,0,2,,,,,,1,,,67,0
10560,note_on,,,,,0,0,1,,,,,,0,,,75,60
10560,note_on,,,,,240,0,1,,,,,,0,,,70,0
10680,set_tempo,,,,,1602,1,0,,1500000,,,,,,,,
10735,note_on,,,,,175,0,2,,,,,,1,,,68,0
10735,note_on,,,,,175,0,1,,,,,,0,,,75,0
10760,note_on,,,,,25,0,1,,,,,,0,,,70,53
10800,note_on,,,,,240,0,4,,,,,,3,,,60,0
10800,note_on,,,,,40,0,1,,,,,,0,,,70,0
10800,note_on,,,,,0,0,1,,,,,,0,,,68,55
10860,note_on,,,,,0,0,1,,,,,,0,,,67,53
10860,note_on,,,,,60,0,1,,,,,,0,,,68,0
10920,note_on,,,,,0,0,1,,,,,,0,,,68,50
10920,note_on,,,,,60,0,1,,,,,,0,,,67,0
10980,note_on,,,,,0,0,1,,,,,,0,,,70,48
10980,note_on,,,,,60,0,1,,,,,,0,,,68,0
11040,note_on,,,,,0,0,2,,,,,,1,,,68,50
11040,note_on,,,,,60,0,1,,,,,,0,,,70,0
11040,note_on,,,,,0,0,1,,,,,,0,,,72,50
11040,note_on,,,,,305,0,2,,,,,,1,,,63,50
11040,note_on,,,,,240,0,4,,,,,,3,,,51,52
11280,note_on,,,,,0,0,2,,,,,,1,,,63,0
11280,note_on,,,,,0,0,2,,,,,,1,,,61,44
11280,note_on,,,,,0,0,2,,,,,,1,,,67,44
11280,note_on,,,,,240,0,4,,,,,,3,,,51,0
11280,note_on,,,,,240,0,1,,,,,,0,,,72,0
11280,note_on,,,,,0,0,1,,,,,,0,,,70,44
11280,note_on,,,,,240,0,2,,,,,,1,,,68,0
11280,note_on,,,,,0,0,4,,,,,,3,,,39,49
11460,set_tempo,,,,,780,1,0,,1578947,,,,,,,,
11520,note_on,,,,,240,0,4,,,,,,3,,,39,0
11520,note_on,,,,,0,0,2,,,,,,1,,,60,39
11520,note_on,,,,,0,0,2,,,,,,1,,,61,0
11520,note_on,,,,,240,0,2,,,,,,1,,,67,0
11520,note_on,,,,,0,0,4,,,,,,3,,,44,46
11520,note_on,,,,,240,0,1,,,,,,0,,,70,0
11520,note_on,,,,,0,0,1,,,,,,0,,,68,39
11640,note_on,,,,,120,0,4,,,,,,3,,,44,0
11760,note_on,,,,,240,0,1,,,,,,0,,,68,0
11760,set_tempo,,,,,300,1,0,,1764706,,,,,,,,
11760,note_on,,,,,240,0,2,,,,,,1,,,60,0
11760,note_on,,,,,120,0,4,,,,,,3,,,32,42
11880,set_tempo,,,,,120,1,0,,1818182,,,,,,,,
11880,note_on,,,,,120,0,4,,,,,,3,,,32,0
11993,set_tempo,,,,,113,1,0,,1428571,,,,,,,,
12000,note_on,,,,,120,0,4,,,,,,3,,,65,61
12240,note_on,,,,,480,0,2,,,,,,1,,,69,57
12240,note_on,,,,,480,0,1,,,,,,0,,,72,57
12480,note_on,,,,,240,0,1,,,,,,0,,,72,0
12480,note_on,,,,,240,0,2,,,,,,1,,,69,0
12480,note_on,,,,,0,0,2,,,,,,1,,,67,54
12480,note_on,,,,,0,0,1,,,,,,0,,,70,54
12720,note_on,,,,,720,0,4,,,,,,3,,,65,0
12720,note_on,,,,,0,0,4,,,,,,3,,,63,54
12720,note_on,,,,,240,0,2,,,,,,1,,,67,0
12720,note_on,,,,,0,0,2,,,,,,1,,,69,52
12720,note_on,,,,,0,0,1,,,,,,0,,,72,52
12720,note_on,,,,,240,0,1,,,,,,0,,,70,0
12960,note_on,,,,,240,0,2,,,,,,1,,,69,0
12960,note_on,,,,,0,0,2,,,,,,1,,,70,49
12960,note_on,,,,,0,0,1,,,,,,0,,,73,49
12960,note_on,,,,,240,0,1,,,,,,0,,,72,0
12960,note_on,,,,,240,0,4,,,,,,3,,,63,0
