tick,type,port,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
1559,note_on,,0,0,1,,,,,,,,,,0,,79,0
1560,note_on,,1,0,1,,,,,,,,,,0,,79,54
1589,note_on,,29,0,1,,,,,,,,,,0,,79,0
1590,note_on,,1,0,1,,,,,,,,,,0,,69,58
1590,note_on,,0,0,1,,,,,,,,,,0,,48,52
1619,note_on,,29,0,1,,,,,,,,,,0,,48,0
1620,note_on,,1,0,1,,,,,,,,,,0,,52,55
1649,note_on,,0,0,1,,,,,,,,,,0,,69,0
1649,note_on,,29,0,1,,,,,,,,,,0,,52,0
1650,note_on,,1,0,1,,,,,,,,,,0,,76,59
1650,note_on,,0,0,1,,,,,,,,,,0,,57,56
1679,note_on,,29,0,1,,,,,,,,,,0,,57,0
1679,note_on,,0,0,1,,,,,,,,,,0,,76,0
1680,note_on,,1,0,1,,,,,,,,,,0,,76,55
1709,note_on,,29,0,1,,,,,,,,,,0,,76,0
1710,note_on,,1,0,1,,,,,,,,,,0,,67,57
1710,note_on,,0,0,1,,,,,,,,,,0,,50,56
1739,note_on,,29,0,1,,,,,,,,,,0,,50,0
1740,note_on,,1,0,1,,,,,,,,,,0,,55,52
1769,note_on,,29,0,1,,,,,,,,,,0,,55,0
1769,note_on,,0,0,1,,,,,,,,,,0,,67,0
1770,note_on,,1,0,1,,,,,,,,,,0,,74,57
1770,note_on,,0,0,1,,,,,,,,,,0,,59,51
1799,note_on,,29,0,1,,,,,,,,,,0,,59,0
1799,note_on,,0,0,1,,,,,,,,,,0,,74,0
1800,note_on,,1,0,1,,,,,,,,,,0,,74,54
1829,note_on,,29,0,1,,,,,,,,,,0,,74,0
1830,note_on,,1,0,1,,,,,,,,,,0,,60,52
1830,note_on,,0,0,1,,,,,,,,,,0,,38,50
1859,note_on,,29,0,1,,,,,,,,,,0,,38,0
1860,note_on,,1,0,1,,,,,,,,,,0,,45,50
1889,note_on,,29,0,1,,,,,,,,,,0,,45,0
1889,note_on,,0,0,1,,,,,,,,,,0,,60,0
1890,note_on,,1,0,1,,,,,,,,,,0,,66,58
1890,note_on,,0,0,1,,,,,,,,,,0,,50,50
1919,note_on,,29,0,1,,,,,,,,,,0,,50,0
1919,note_on,,0,0,1,,,,,,,,,,0,,66,0
1920,note_on,,0,0,1,,,,,,,,,,0,,43,55
1920,note_on,,1,0,1,,,,,,,,,,0,,59,52
1920,note_on,,0,0,1,,,,,,,,,,0,,67,57
1920,set_tempo,,1680,1,0,,,,,,,740741,,,,,,
1949,note_on,,29,0,1,,,,,,,,,,0,,43,0
1950,note_on,,1,0,1,,,,,,,,,,0,,47,49
1979,note_on,,29,0,1,,,,,,,,,,0,,47,0
1980,note_on,,1,0,1,,,,,,,,,,0,,50,52
2009,note_on,,29,0,1,,,,,,,,,,0,,50,0
2010,note_on,,1,0,1,,,,,,,,,,0,,47,53
2039,note_on,,29,0,1,,,,,,,,,,0,,47,0
2039,note_on,,0,0,1,,,,,,,,,,0,,67,0
2039,note_on,,0,0,1,,,,,,,,,,0,,59,0
2040,note_on,,1,0,1,,,,,,,,,,0,,43,56
2069,note_on,,29,0,1,,,,,,,,,,0,,43,0
2070,note_on,,1,0,1,,,,,,,,,,0,,47,50
2099,note_on,,29,0,1,,,,,,,,,,0,,47,0
2100,note_on,,1,0,1,,,,,,,,,,0,,74,52
2100,note_on,,0,0,1,,,,,,,,,,0,,50,48
2129,note_on,,29,0,1,,,,,,,,,,0,,50,0
2130,note_on,,1,0,1,,,,,,,,,,0,,47,48
2159,note_on,,29,0,1,,,,,,,,,,0,,47,0
2159,note_on,,0,0,1,,,,,,,,,,0,,74,0
2160,note_on,,1,0,1,,,,,,,,,,0,,74,54
2160,note_on,,0,0,1,,,,,,,,,,0,,43,51
2160,set_tempo,,240,1,0,,,,,,,705882,,,,,,
2189,note_on,,29,0,1,,,,,,,,,,0,,43,0
2189,note_on,,0,0,1,,,,,,,,,,0,,74,0
2190,note_on,,1,0,1,,,,,,,,,,0,,47,55
2219,note_on,,29,0,1,,,,,,,,,,0,,47,0
2220,note_on,,1,0,1,,,,,,,,,,0,,74,62
2220,note_on,,0,0,1,,,,,,,,,,0,,50,51
2249,note_on,,29,0,1,,,,,,,,,,0,,50,0
2249,note_on,,0,0,1,,,,,,,,,,0,,74,0
2250,note_on,,1,0,1,,,,,,,,,,0,,47,55
2279,note_on,,29,0,1,,,,,,,,,,0,,47,0
2280,note_on,,0,0,1,,,,,,,,,,0,,43,54
2280,set_tempo,,120,1,0,,,,,,,689655,,,,,,
2280,note_on,,1,0,1,,,,,,,,,,0,,74,65
2309,note_on,,29,0,1,,,,,,,,,,0,,43,0
2309,note_on,,0,0,1,,,,,,,,,,0,,74,0
2310,note_on,,1,0,1,,,,,,,,,,0,,47,56
2339,note_on,,29,0,1,,,,,,,,,,0,,47,0
2340,note_on,,0,0,1,,,,,,,,,,0,,50,63
2340,note_on,,1,0,1,,,,,,,,,,0,,74,69
2351,note_on,,11,0,1,,,,,,,,,,0,,74,0
2352,note_on,,1,0,1,,,,,,,,,,0,,76,67
2363,note_on,,11,0,1,,,,,,,,,,0,,76,0
2364,note_on,,1,0,1,,,,,,,,,,0,,74,70
2369,note_on,,5,0,1,,,,,,,,,,0,,50,0
2370,note_on,,1,0,1,,,,,,,,,,0,,47,69
2375,note_on,,5,0,1,,,,,,,,,,0,,74,0
2376,note_on,,1,0,1,,,,,,,,,,0,,73,72
2387,note_on,,11,0,1,,,,,,,,,,0,,73,0
2388,note_on,,1,0,1,,,,,,,,,,0,,74,74
2399,note_on,,11,0,1,,,,,,,,,,0,,74,0
2399,note_on,,0,0,1,,,,,,,,,,0,,47,0
2400,set_tempo,,120,1,0,,,,,,,674157,,,,,,
2400,note_on,,1,0,1,,,,,,,,,,0,,76,95
2400,note_on,,0,0,1,,,,,,,,,,0,,45,67
2429,note_on,,29,0,1,,,,,,,,,,0,,45,0
2430,note_on,,1,0,1,,,,,,,,,,0,,48,70
2459,note_on,,29,0,1,,,,,,,,,,0,,48,0
2460,note_on,,1,0,1,,,,,,,,,,0,,54,63
2489,note_on,,29,0,1,,,,,,,,,,0,,54,0
2490,note_on,,1,0,1,,,,,,,,,,0,,48,70
2519,note_on,,29,0,1,,,,,,,,,,0,,48,0
2519,note_on,,0,0,1,,,,,,,,,,0,,76,0
2520,note_on,,1,0,1,,,,,,,,,,0,,74,70
2520,note_on,,0,0,1,,,,,,,,,,0,,45,64
2549,note_on,,29,0,1,,,,,,,,,,0,,45,0
2550,note_on,,1,0,1,,,,,,,,,,0,,48,63
2579,note_on,,29,0,1,,,,,,,,,,0,,48,0
2579,note_on,,0,0,1,,,,,,,,,,0,,74,0
2580,note_on,,1,0,1,,,,,,,,,,0,,54,62
2609,note_on,,29,0,1,,,,,,,,,,0,,54,0
2610,note_on,,1,0,1,,,,,,,,,,0,,48,62
2639,note_on,,29,0,1,,,,,,,,,,0,,48,0
2640,note_on,,1,0,1,,,,,,,,,,0,,45,50
2669,note_on,,29,0,1,,,,,,,,,,0,,45,0
2670,note_on,,1,0,1,,,,,,,,,,0,,48,54
2699,note_on,,29,0,1,,,,,,,,,,0,,48,0
2700,note_on,,1,0,1,,,,,,,,,,0,,54,58
2729,note_on,,29,0,1,,,,,,,,,,0,,54,0
2730,note_on,,1,0,1,,,,,,,,,,0,,74,59
2730,note_on,,0,0,1,,,,,,,,,,0,,48,59
2744,note_on,,14,0,1,,,,,,,,,,0,,74,0
2759,note_on,,15,0,1,,,,,,,,,,0,,48,0
2760,note_on,,1,0,1,,,,,,,,,,0,,74,62
2760,note_on,,0,0,1,,,,,,,,,,0,,45,55
2774,note_on,,14,0,1,,,,,,,,,,0,,74,0
2789,note_on,,15,0,1,,,,,,,,,,0,,45,0
2790,note_on,,1,0,1,,,,,,,,,,0,,74,63
2790,note_on,,0,0,1,,,,,,,,,,0,,48,66
2804,note_on,,14,0,1,,,,,,,,,,0,,74,0
2819,note_on,,15,0,1,,,,,,,,,,0,,48,0
2820,note_on,,1,0,1,,,,,,,,,,0,,74,71
2820,note_on,,0,0,1,,,,,,,,,,0,,54,64
2834,note_on,,14,0,1,,,,,,,,,,0,,74,0
2849,note_on,,15,0,1,,,,,,,,,,0,,54,0
2850,note_on,,1,0,1,,,,,,,,,,0,,74,70
2850,note_on,,0,0,1,,,,,,,,,,0,,48,69
2864,note_on,,14,0,1,,,,,,,,,,0,,74,0
2879,note_on,,15,0,1,,,,,,,,,,0,,48,0
2880,note_on,,0,0,1,,,,,,,,,,0,,47,65
2880,note_on,,1,0,1,,,,,,,,,,0,,76,91
2909,note_on,,29,0,1,,,,,,,,,,0,,47,0
2910,note_on,,1,0,1,,,,,,,,,,0,,50,72
2939,note_on,,29,0,1,,,,,,,,,,0,,50,0
2940,note_on,,1,0,1,,,,,,,,,,0,,55,72
2969,note_on,,29,0,1,,,,,,,,,,0,,55,0
2970,note_on,,1,0,1,,,,,,,,,,0,,50,62
2999,note_on,,29,0,1,,,,,,,,,,0,,50,0
2999,note_on,,0,0,1,,,,,,,,,,0,,76,0
3000,note_on,,1,0,1,,,,,,,,,,0,,74,68
3000,note_on,,0,0,1,,,,,,,,,,0,,47,69
3029,note_on,,29,0,1,,,,,,,,,,0,,47,0
3030,note_on,,1,0,1,,,,,,,,,,0,,50,69
3059,note_on,,29,0,1,,,,,,,,,,0,,50,0
3059,note_on,,0,0,1,,,,,,,,,,0,,74,0
3060,note_on,,1,0,1,,,,,,,,,,0,,55,66
3089,note_on,,29,0,1,,,,,,,,,,0,,55,0
3090,note_on,,1,0,1,,,,,,,,,,0,,50,65
3119,note_on,,29,0,1,,,,,,,,,,0,,50,0
3120,note_on,,1,0,1,,,,,,,,,,0,,47,47
3149,note_on,,29,0,1,,,,,,,,,,0,,47,0
3150,note_on,,1,0,1,,,,,,,,,,0,,50,49
3179,note_on,,29,0,1,,,,,,,,,,0,,50,0
3180,note_on,,1,0,1,,,,,,,,,,0,,74,57
3180,note_on,,0,0,1,,,,,,,,,,0,,55,51
3209,note_on,,29,0,1,,,,,,,,,,0,,55,0
3210,note_on,,1,0,1,,,,,,,,,,0,,50,54
3239,note_on,,29,0,1,,,,,,,,,,0,,50,0
3240,note_on,,1,0,1,,,,,,,,,,0,,47,48
3269,note_on,,29,0,1,,,,,,,,,,0,,47,0
3269,note_on,,0,0,1,,,,,,,,,,0,,74,0
3270,note_on,,1,0,1,,,,,,,,,,0,,76,55
3270,note_on,,0,0,1,,,,,,,,,,0,,50,51
3284,note_on,,14,0,1,,,,,,,,,,0,,76,0
3285,note_on,,1,0,1,,,,,,,,,,0,,74,54
3299,note_on,,14,0,1,,,,,,,,,,0,,74,0
3299,note_on,,0,0,1,,,,,,,,,,0,,50,0
3300,note_on,,1,0,1,,,,,,,,,,0,,72,53
3300,note_on,,0,0,1,,,,,,,,,,0,,55,51
3314,note_on,,14,0,1,,,,,,,,,,0,,72,0
3329,note_on,,15,0,1,,,,,,,,,,0,,55,0
3330,note_on,,0,0,1,,,,,,,,,,0,,50,46
3330,note_on,,1,0,1,,,,,,,,,,0,,71,52
3344,note_on,,14,0,1,,,,,,,,,,0,,71,0
3359,note_on,,15,0,1,,,,,,,,,,0,,50,0
3360,note_on,,0,0,1,,,,,,,,,,0,,48,48
3360,note_on,,1,0,1,,,,,,,,,,0,,71,53
3389,note_on,,29,0,1,,,,,,,,,,0,,48,0
3390,note_on,,1,0,1,,,,,,,,,,0,,52,56
3419,note_on,,29,0,1,,,,,,,,,,0,,52,0
3419,note_on,,0,0,1,,,,,,,,,,0,,71,0
3420,note_on,,1,0,1,,,,,,,,,,0,,69,57
3420,note_on,,0,0,1,,,,,,,,,,0,,57,52
3449,note_on,,29,0,1,,,,,,,,,,0,,57,0
3450,note_on,,1,0,1,,,,,,,,,,0,,52,55
3479,note_on,,29,0,1,,,,,,,,,,0,,52,0
3480,note_on,,1,0,1,,,,,,,,,,0,,49,52
3509,note_on,,29,0,1,,,,,,,,,,0,,49,0
3510,note_on,,1,0,1,,,,,,,,,,0,,52,55
3539,note_on,,29,0,1,,,,,,,,,,0,,52,0
3539,note_on,,0,0,1,,,,,,,,,,0,,69,0
3540,note_on,,1,0,1,,,,,,,,,,0,,67,63
3540,note_on,,0,0,1,,,,,,,,,,0,,57,56
3569,note_on,,29,0,1,,,,,,,,,,0,,57,0
3570,note_on,,1,0,1,,,,,,,,,,0,,52,60
3574,note_on,,4,0,1,,,,,,,,,,0,,67,0
3575,note_on,,1,0,1,,,,,,,,,,0,,66,55
3584,note_on,,9,0,1,,,,,,,,,,0,,66,0
3585,note_on,,1,0,1,,,,,,,,,,0,,67,60
3594,note_on,,9,0,1,,,,,,,,,,0,,67,0
3595,note_on,,1,0,1,,,,,,,,,,0,,69,57
3599,note_on,,4,0,1,,,,,,,,,,0,,52,0
3600,note_on,,1,0,1,,,,,,,,,,0,,50,63
3604,note_on,,4,0,1,,,,,,,,,,0,,69,0
3605,note_on,,1,0,1,,,,,,,,,,0,,67,63
3629,note_on,,24,0,1,,,,,,,,,,0,,50,0
3630,note_on,,1,0,1,,,,,,,,,,0,,54,63
3659,note_on,,29,0,1,,,,,,,,,,0,,54,0
3659,note_on,,0,0,1,,,,,,,,,,0,,67,0
3660,note_on,,1,0,1,,,,,,,,,,0,,66,66
3660,note_on,,0,0,1,,,,,,,,,,0,,57,62
3689,note_on,,29,0,1,,,,,,,,,,0,,57,0
3690,note_on,,1,0,1,,,,,,,,,,0,,54,59
3719,note_on,,29,0,1,,,,,,,,,,0,,54,0
3720,note_on,,1,0,1,,,,,,,,,,0,,50,63
3749,note_on,,29,0,1,,,,,,,,,,0,,50,0
3750,note_on,,1,0,1,,,,,,,,,,0,,54,59
3779,note_on,,29,0,1,,,,,,,,,,0,,54,0
3779,note_on,,0,0,1,,,,,,,,,,0,,66,0
3780,note_on,,1,0,1,,,,,,,,,,0,,74,66
3780,note_on,,0,0,1,,,,,,,,,,0,,59,62
3809,note_on,,29,0,1,,,,,,,,,,0,,59,0
3810,note_on,,1,0,1,,,,,,,,,,0,,54,68
3839,note_on,,0,0,1,,,,,,,,,,0,,74,0
3839,note_on,,29,0,1,,,,,,,,,,0,,54,0
3840,note_on,,1,0,1,,,,,,,,,,0,,74,75
3840,note_on,,0,0,1,,,,,,,,,,0,,52,71
3869,note_on,,29,0,1,,,,,,,,,,0,,52,0
3870,note_on,,1,0,1,,,,,,,,,,0,,55,66
3899,note_on,,29,0,1,,,,,,,,,,0,,55,0
3899,note_on,,0,0,1,,,,,,,,,,0,,74,0
3900,note_on,,1,0,1,,,,,,,,,,0,,73,74
3900,note_on,,0,0,1,,,,,,,,,,0,,59,69
3929,note_on,,29,0,1,,,,,,,,,,0,,59,0
3930,note_on,,1,0,1,,,,,,,,,,0,,55,75
3959,note_on,,29,0,1,,,,,,,,,,0,,55,0
3960,note_on,,1,0,1,,,,,,,,,,0,,52,69
3989,note_on,,29,0,1,,,,,,,,,,0,,52,0
3990,note_on,,1,0,1,,,,,,,,,,0,,55,72
4019,note_on,,0,0,1,,,,,,,,,,0,,73,0
4019,note_on,,29,0,1,,,,,,,,,,0,,55,0
4020,note_on,,1,0,1,,,,,,,,,,0,,71,81
4020,note_on,,0,0,1,,,,,,,,,,0,,61,77
4049,note_on,,29,0,1,,,,,,,,,,0,,61,0
4050,note_on,,1,0,1,,,,,,,,,,0,,55,69
4054,note_on,,4,0,1,,,,,,,,,,0,,71,0
4055,note_on,,1,0,1,,,,,,,,,,0,,69,69
4064,note_on,,9,0,1,,,,,,,,,,0,,69,0
4065,note_on,,1,0,1,,,,,,,,,,0,,71,72
4074,note_on,,9,0,1,,,,,,,,,,0,,71,0
4075,note_on,,1,0,1,,,,,,,,,,0,,73,73
4079,note_on,,4,0,1,,,,,,,,,,0,,55,0
4080,note_on,,1,0,1,,,,,,,,,,0,,54,79
4084,note_on,,4,0,1,,,,,,,,,,0,,73,0
4085,note_on,,1,0,1,,,,,,,,,,0,,71,82
4109,note_on,,24,0,1,,,,,,,,,,0,,54,0
4110,note_on,,1,0,1,,,,,,,,,,0,,57,71
4139,note_on,,29,0,1,,,,,,,,,,0,,57,0
4139,note_on,,0,0,1,,,,,,,,,,0,,71,0
4140,note_on,,0,0,1,,,,,,,,,,0,,61,72
4140,note_on,,1,0,1,,,,,,,,,,0,,69,81
4169,note_on,,29,0,1,,,,,,,,,,0,,61,0
4170,note_on,,1,0,1,,,,,,,,,,0,,57,76
4199,note_on,,29,0,1,,,,,,,,,,0,,57,0
4200,note_on,,1,0,1,,,,,,,,,,0,,54,74
4229,note_on,,29,0,1,,,,,,,,,,0,,54,0
4230,note_on,,1,0,1,,,,,,,,,,0,,57,78
4259,note_on,,29,0,1,,,,,,,,,,0,,57,0
4259,note_on,,0,0,1,,,,,,,,,,0,,69,0
4260,note_on,,1,0,1,,,,,,,,,,0,,78,74
4260,note_on,,0,0,1,,,,,,,,,,0,,62,67
4289,note_on,,29,0,1,,,,,,,,,,0,,62,0
4290,note_on,,1,0,1,,,,,,,,,,0,,57,70
4319,note_on,,0,0,1,,,,,,,,,,0,,78,0
4319,note_on,,29,0,1,,,,,,,,,,0,,57,0
4320,note_on,,0,0,1,,,,,,,,,,0,,55,75
4320,note_on,,1,0,1,,,,,,,,,,0,,78,73
4320,set_tempo,,1920,1,0,,,,,,,666667,,,,,,
4349,note_on,,29,0,1,,,,,,,,,,0,,55,0
4350,note_on,,1,0,1,,,,,,,,,,0,,59,67
4379,note_on,,29,0,1,,,,,,,,,,0,,59,0
4379,note_on,,0,0,1,,,,,,,,,,0,,78,0
4380,note_on,,1,0,1,,,,,,,,,,0,,76,78
4380,note_on,,0,0,1,,,,,,,,,,0,,64,66
4409,note_on,,29,0,1,,,,,,,,,,0,,64,0
4410,note_on,,1,0,1,,,,,,,,,,0,,59,69
4439,note_on,,29,0,1,,,,,,,,,,0,,59,0
4440,note_on,,1,0,1,,,,,,,,,,0,,56,72
4469,note_on,,29,0,1,,,,,,,,,,0,,56,0
4470,note_on,,1,0,1,,,,,,,,,,0,,59,73
4499,note_on,,29,0,1,,,,,,,,,,0,,59,0
4499,note_on,,0,0,1,,,,,,,,,,0,,76,0
4500,note_on,,1,0,1,,,,,,,,,,0,,74,73
