tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,pitch,note,velocity
0,text,0,1,0,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Eb,,,,,,,,
0,set_tempo,0,1,0,,,,,,352941,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
1,control_change,1,0,6,,,,,,,,6,121,0,,,
2,control_change,2,0,5,,,,,,,,4,121,0,,,
2,control_change,2,0,1,,,,,,,,0,121,0,,,
3,control_change,3,0,9,,,,,,,,11,121,0,,,
4,control_change,4,0,2,,,,,,,,1,121,0,,,
5,program_change,5,0,8,,,,,,,48,10,,,,,
6,control_change,6,0,3,,,,,,,,2,121,0,,,
6,program_change,5,0,6,,,,,,,56,6,,,,,
7,program_change,5,0,5,,,,,,,60,4,,,,,
7,program_change,5,0,1,,,,,,,73,0,,,,,
7,control_change,7,0,10,,,,,,,,12,121,0,,,
8,program_change,5,0,9,,,,,,,48,11,,,,,
9,program_change,5,0,2,,,,,,,68,1,,,,,
10,pitchwheel,5,0,8,,,,,,,,10,,,50,,
10,control_change,10,0,11,,,,,,,,13,121,0,,,
11,pitchwheel,5,0,6,,,,,,,,6,,,0,,
11,program_change,5,0,3,,,,,,,71,2,,,,,
12,program_change,5,0,10,,,,,,,48,12,,,,,
12,control_change,12,0,4,,,,,,,,3,121,0,,,
12,pitchwheel,5,0,1,,,,,,,,0,,,0,,
12,pitchwheel,5,0,5,,,,,,,,4,,,0,,
13,pitchwheel,5,0,9,,,,,,,,11,,,-150,,
13,control_change,13,0,12,,,,,,,,14,121,0,,,
14,pitchwheel,5,0,2,,,,,,,,1,,,0,,
14,control_change,14,0,7,,,,,,,,9,121,0,,,
15,control_change,5,0,8,,,,,,,,10,11,80,,,
15,program_change,5,0,11,,,,,,,48,13,,,,,
16,control_change,5,0,6,,,,,,,,6,11,102,,,
16,pitchwheel,5,0,3,,,,,,,,2,,,0,,
17,control_change,5,0,5,,,,,,,,4,11,102,,,
17,program_change,5,0,4,,,,,,,70,3,,,,,
17,control_change,5,0,1,,,,,,,,0,11,89,,,
17,pitchwheel,5,0,10,,,,,,,,12,,,200,,
18,control_change,5,0,9,,,,,,,,11,11,80,,,
18,program_change,5,0,12,,,,,,,48,14,,,,,
19,program_change,5,0,7,,,,,,,48,9,,,,,
19,control_change,5,0,2,,,,,,,,1,11,89,,,
20,control_change,5,0,8,,,,,,,,10,7,127,,,
20,pitchwheel,5,0,11,,,,,,,,13,,,-250,,
21,control_change,5,0,6,,,,,,,,6,7,127,,,
21,control_change,5,0,3,,,,,,,,2,11,89,,,
22,control_change,5,0,1,,,,,,,,0,7,127,,,
22,control_change,5,0,10,,,,,,,,12,11,80,,,
22,pitchwheel,5,0,4,,,,,,,,3,,,0,,
22,control_change,5,0,5,,,,,,,,4,7,127,,,
23,control_change,5,0,9,,,,,,,,11,7,127,,,
23,pitchwheel,5,0,12,,,,,,,,14,,,300,,
24,pitchwheel,5,0,7,,,,,,,,9,,,0,,
24,control_change,5,0,2,,,,,,,,1,7,127,,,
25,control_change,5,0,8,,,,,,,,10,91,48,,,
25,control_change,5,0,11,,,,,,,,13,11,80,,,
26,control_change,5,0,6,,,,,,,,6,91,80,,,
26,control_change,5,0,3,,,,,,,,2,7,127,,,
27,control_change,5,0,5,,,,,,,,4,91,80,,,
27,control_change,5,0,4,,,,,,,,3,11,102,,,
27,control_change,5,0,1,,,,,,,,0,91,54,,,
27,control_change,5,0,10,,,,,,,,12,7,127,,,
28,control_change,5,0,12,,,,,,,,14,11,80,,,
28,control_change,5,0,9,,,,,,,,11,91,48,,,
29,control_change,5,0,2,,,,,,,,1,91,54,,,
29,control_change,5,0,7,,,,,,,,9,11,127,,,
30,control_change,30,0,15,,,,,,,,13,93,50,,,
30,control_change,5,0,11,,,,,,,,13,7,127,,,
30,control_change,5,0,8,,,,,,,,10,93,20,,,
30,control_change,30,0,16,,,,,,,,14,93,40,,,
30,end_of_track,0,1,15,,,,,,,,,,,,,
30,end_of_track,0,1,16,,,,,,,,,,,,,
31,control_change,5,0,3,,,,,,,,2,91,54,,,
32,control_change,5,0,10,,,,,,,,12,91,31,,,
32,control_change,5,0,5,,,,,,,,4,93,20,,,
32,control_change,5,0,4,,,,,,,,3,7,127,,,
32,control_change,5,0,1,,,,,,,,0,93,15,,,
33,control_change,5,0,9,,,,,,,,11,93,40,,,
33,control_change,5,0,12,,,,,,,,14,7,127,,,
34,control_change,5,0,2,,,,,,,,1,93,15,,,
34,control_change,5,0,7,,,,,,,,9,7,127,,,
35,control_change,5,0,8,,,,,,,,10,1,20,,,
35,control_change,5,0,11,,,,,,,,13,91,51,,,
36,control_change,5,0,3,,,,,,,,2,93,15,,,
37,control_change,5,0,4,,,,,,,,3,91,67,,,
37,control_change,5,0,10,,,,,,,,12,93,75,,,
38,control_change,5,0,12,,,,,,,,14,91,70,,,
38,control_change,5,0,9,,,,,,,,11,1,20,,,
39,control_change,5,0,7,,,,,,,,9,91,100,,,
40,control_change,5,0,11,,,,,,,,13,93,75,,,
40,control_change,5,0,8,,,,,,,,10,10,12,,,
41,control_change,15,0,6,,,,,,,,6,10,77,,,
42,control_change,10,0,1,,,,,,,,0,10,52,,,
42,control_change,5,0,4,,,,,,,,3,93,15,,,
42,control_change,10,0,5,,,,,,,,4,10,24,,,
42,control_change,5,0,10,,,,,,,,12,1,20,,,
43,control_change,5,0,12,,,,,,,,14,93,60,,,
43,control_change,5,0,9,,,,,,,,11,10,90,,,
44,control_change,10,0,2,,,,,,,,1,10,72,,,
44,control_change,5,0,7,,,,,,,,9,93,90,,,
45,control_change,5,0,11,,,,,,,,13,1,20,,,
46,control_change,10,0,3,,,,,,,,2,10,65,,,
47,control_change,5,0,10,,,,,,,,12,10,40,,,
48,control_change,5,0,12,,,,,,,,14,1,20,,,
50,control_change,5,0,11,,,,,,,,13,10,100,,,
52,control_change,10,0,4,,,,,,,,3,10,80,,,
53,control_change,5,0,12,,,,,,,,14,10,120,,,
54,control_change,10,0,7,,,,,,,,9,10,97,,,
480,control_change,0,0,8,,,,,,,,10,11,80,,,
480,note_on,440,0,8,,,,,,,,10,,,,60,100
480,marker,480,1,0,,,,,,,,,,,,,
483,note_on,0,0,9,,,,,,,,11,,,,60,100
483,control_change,440,0,9,,,,,,,,11,11,80,,,
486,control_change,6,0,8,,,,,,,,10,11,83,,,
486,program_change,439,0,10,,,,,,,50,12,,,,,
487,control_change,0,0,10,,,,,,,,12,11,80,,,
487,note_on,1,0,10,,,,,,,,12,,,,60,98
487,note_on,0,0,10,,,,,,,,12,,,,48,98
489,control_change,6,0,9,,,,,,,,11,11,83,,,
490,control_change,0,0,11,,,,,,,,13,11,80,,,
490,note_on,440,0,11,,,,,,,,13,,,,48,100
492,control_change,6,0,8,,,,,,,,10,11,86,,,
493,note_on,0,0,12,,,,,,,,14,,,,36,103
493,control_change,6,0,10,,,,,,,,12,11,83,,,
493,control_change,440,0,12,,,,,,,,14,11,80,,,
495,control_change,6,0,9,,,,,,,,11,11,86,,,
496,control_change,6,0,11,,,,,,,,13,11,83,,,
498,control_change,6,0,8,,,,,,,,10,11,89,,,
499,control_change,6,0,12,,,,,,,,14,11,83,,,
499,control_change,6,0,10,,,,,,,,12,11,86,,,
501,control_change,6,0,9,,,,,,,,11,11,89,,,
502,control_change,6,0,11,,,,,,,,13,11,86,,,
504,control_change,6,0,8,,,,,,,,10,11,92,,,
505,control_change,6,0,12,,,,,,,,14,11,86,,,
505,control_change,6,0,10,,,,,,,,12,11,89,,,
507,control_change,6,0,9,,,,,,,,11,11,92,,,
508,control_change,6,0,11,,,,,,,,13,11,89,,,
510,control_change,6,0,8,,,,,,,,10,11,95,,,
511,control_change,6,0,10,,,,,,,,12,11,92,,,
511,control_change,6,0,12,,,,,,,,14,11,89,,,
513,control_change,6,0,9,,,,,,,,11,11,95,,,
514,control_change,6,0,11,,,,,,,,13,11,92,,,
516,control_change,6,0,8,,,,,,,,10,11,98,,,
517,control_change,6,0,10,,,,,,,,12,11,95,,,
517,control_change,6,0,12,,,,,,,,14,11,92,,,
519,control_change,6,0,9,,,,,,,,11,11,98,,,
520,control_change,6,0,11,,,,,,,,13,11,95,,,
522,control_change,6,0,8,,,,,,,,10,11,101,,,
523,control_change,6,0,12,,,,,,,,14,11,95,,,
523,control_change,6,0,10,,,,,,,,12,11,98,,,
525,control_change,6,0,9,,,,,,,,11,11,101,,,
526,control_change,6,0,11,,,,,,,,13,11,98,,,
529,control_change,6,0,10,,,,,,,,12,11,101,,,
529,control_change,6,0,12,,,,,,,,14,11,98,,,
532,control_change,6,0,11,,,,,,,,13,11,101,,,
535,control_change,6,0,12,,,,,,,,14,11,101,,,
582,control_change,60,0,8,,,,,,,,10,11,101,,,
585,control_change,60,0,9,,,,,,,,11,11,101,,,
589,control_change,60,0,10,,,,,,,,12,11,101,,,
592,control_change,60,0,11,,,,,,,,13,11,101,,,
595,control_change,60,0,12,,,,,,,,14,11,101,,,
640,control_change,58,0,8,,,,,,,,10,11,100,,,
643,control_change,58,0,9,,,,,,,,11,11,100,,,
647,control_change,58,0,10,,,,,,,,12,11,100,,,
650,control_change,58,0,11,,,,,,,,13,11,100,,,
653,control_change,58,0,12,,,,,,,,14,11,100,,,
698,control_change,58,0,8,,,,,,,,10,11,99,,,
701,control_change,58,0,9,,,,,,,,11,11,99,,,
705,control_change,58,0,10,,,,,,,,12,11,99,,,
708,control_change,58,0,11,,,,,,,,13,11,99,,,
711,control_change,58,0,12,,,,,,,,14,11,99,,,
756,control_change,58,0,8,,,,,,,,10,11,98,,,
759,control_change,58,0,9,,,,,,,,11,11,98,,,
763,control_change,58,0,10,,,,,,,,12,11,98,,,
766,control_change,58,0,11,,,,,,,,13,11,98,,,
769,control_change,58,0,12,,,,,,,,14,11,98,,,
814,control_change,58,0,8,,,,,,,,10,11,97,,,
817,control_change,58,0,9,,,,,,,,11,11,97,,,
821,control_change,58,0,10,,,,,,,,12,11,97,,,
824,control_change,58,0,11,,,,,,,,13,11,97,,,
827,control_change,58,0,12,,,,,,,,14,11,97,,,
872,control_change,58,0,8,,,,,,,,10,11,96,,,
875,control_change,58,0,9,,,,,,,,11,11,96,,,
879,control_change,58,0,10,,,,,,,,12,11,96,,,
882,control_change,58,0,11,,,,,,,,13,11,96,,,
885,control_change,58,0,12,,,,,,,,14,11,96,,,
930,control_change,58,0,8,,,,,,,,10,11,95,,,
933,control_change,58,0,9,,,,,,,,11,11,95,,,
937,control_change,58,0,10,,,,,,,,12,11,95,,,
940,control_change,58,0,11,,,,,,,,13,11,95,,,
943,control_change,58,0,12,,,,,,,,14,11,95,,,
988,control_change,58,0,8,,,,,,,,10,11,94,,,
991,control_change,58,0,9,,,,,,,,11,11,94,,,
995,control_change,58,0,10,,,,,,,,12,11,94,,,
998,control_change,58,0,11,,,,,,,,13,11,94,,,
1001,control_change,58,0,12,,,,,,,,14,11,94,,,
1046,control_change,58,0,8,,,,,,,,10,11,93,,,
1049,control_change,58,0,9,,,,,,,,11,11,93,,,
1053,control_change,58,0,10,,,,,,,,12,11,93,,,
1056,control_change,58,0,11,,,,,,,,13,11,93,,,
1059,control_change,58,0,12,,,,,,,,14,11,93,,,
1104,control_change,58,0,8,,,,,,,,10,11,92,,,
1107,control_change,58,0,9,,,,,,,,11,11,92,,,
1111,control_change,58,0,10,,,,,,,,12,11,92,,,
1114,control_change,58,0,11,,,,,,,,13,11,92,,,
1117,control_change,58,0,12,,,,,,,,14,11,92,,,
1162,control_change,58,0,8,,,,,,,,10,11,91,,,
1165,control_change,58,0,9,,,,,,,,11,11,91,,,
1169,control_change,58,0,10,,,,,,,,12,11,91,,,
1172,control_change,58,0,11,,,,,,,,13,11,91,,,
1175,control_change,58,0,12,,,,,,,,14,11,91,,,
1220,control_change,58,0,8,,,,,,,,10,11,90,,,
1223,control_change,58,0,9,,,,,,,,11,11,90,,,
1227,control_change,58,0,10,,,,,,,,12,11,90,,,
1230,control_change,58,0,11,,,,,,,,13,11,90,,,
1233,control_change,58,0,12,,,,,,,,14,11,90,,,
1275,control_change,55,0,8,,,,,,,,10,11,89,,,
1278,control_change,55,0,9,,,,,,,,11,11,89,,,
1282,control_change,55,0,10,,,,,,,,12,11,89,,,
1285,control_change,55,0,11,,,,,,,,13,11,89,,,
1288,control_change,55,0,12,,,,,,,,14,11,89,,,
1293,control_change,18,0,8,,,,,,,,10,11,91,,,
1296,control_change,18,0,9,,,,,,,,11,11,91,,,
1300,control_change,18,0,10,,,,,,,,12,11,91,,,
1303,control_change,18,0,11,,,,,,,,13,11,91,,,
1306,control_change,18,0,12,,,,,,,,14,11,91,,,
1311,control_change,18,0,8,,,,,,,,10,11,93,,,
1314,control_change,18,0,9,,,,,,,,11,11,93,,,
1318,control_change,18,0,10,,,,,,,,12,11,93,,,
1321,control_change,18,0,11,,,,,,,,13,11,93,,,
1324,control_change,18,0,12,,,,,,,,14,11,93,,,
1329,control_change,18,0,8,,,,,,,,10,11,95,,,
1332,control_change,18,0,9,,,,,,,,11,11,95,,,
1336,control_change,18,0,10,,,,,,,,12,11,95,,,
1339,control_change,18,0,11,,,,,,,,13,11,95,,,
1342,control_change,18,0,12,,,,,,,,14,11,95,,,
1348,control_change,19,0,8,,,,,,,,10,11,97,,,
1351,control_change,19,0,9,,,,,,,,11,11,97,,,
1355,control_change,19,0,10,,,,,,,,12,11,97,,,
1358,control_change,19,0,11,,,,,,,,13,11,97,,,
1361,control_change,19,0,12,,,,,,,,14,11,97,,,
1366,control_change,18,0,8,,,,,,,,10,11,99,,,
1369,control_change,18,0,9,,,,,,,,11,11,99,,,
1373,control_change,18,0,10,,,,,,,,12,11,99,,,
1376,control_change,18,0,11,,,,,,,,13,11,99,,,
1379,control_change,18,0,12,,,,,,,,14,11,99,,,
1384,control_change,18,0,8,,,,,,,,10,11,101,,,
1387,control_change,18,0,9,,,,,,,,11,11,101,,,
1391,control_change,18,0,10,,,,,,,,12,11,101,,,
1394,control_change,18,0,11,,,,,,,,13,11,101,,,
1397,control_change,18,0,12,,,,,,,,14,11,101,,,
1410,note_on,26,0,8,,,,,,,,10,,,,60,0
1413,note_on,26,0,9,,,,,,,,11,,,,60,0
1417,note_on,26,0,10,,,,,,,,12,,,,48,0
1417,note_on,0,0,10,,,,,,,,12,,,,60,0
1420,note_on,26,0,11,,,,,,,,13,,,,48,0
1423,note_on,26,0,12,,,,,,,,14,,,,36,0
1440,note_on,30,0,8,,,,,,,,10,,,,72,90
1440,note_on,0,0,8,,,,,,,,10,,,,80,90
1440,note_on,0,0,8,,,,,,,,10,,,,65,90
1441,note_on,0,0,6,,,,,,,,6,,,,60,113
1441,note_on,0,0,6,,,,,,,,6,,,,72,113
1441,control_change,1400,0,6,,,,,,,,6,11,102,,,
1442,note_on,0,0,5,,,,,,,,4,,,,68,112
1442,note_on,0,0,1,,,,,,,,0,,,,84,94
1442,note_on,0,0,1,,,,,,,,0,,,,80,94
1442,control_change,1400,0,1,,,,,,,,0,11,89,,,
1442,control_change,1400,0,5,,,,,,,,4,11,102,,,
1442,note_on,0,0,5,,,,,,,,4,,,,65,112
1443,note_on,30,0,9,,,,,,,,11,,,,80,90
1443,note_on,0,0,9,,,,,,,,11,,,,72,90
1443,note_on,0,0,9,,,,,,,,11,,,,65,90
1444,control_change,0,0,2,,,,,,,,1,11,89,,,
1444,note_on,0,0,2,,,,,,,,1,,,,77,93
1444,note_on,1400,0,2,,,,,,,,1,,,,80,93
1446,control_change,1400,0,3,,,,,,,,2,11,89,,,
1446,note_on,0,0,3,,,,,,,,2,,,,68,94
1446,note_on,0,0,3,,,,,,,,2,,,,72,94
1447,note_on,30,0,10,,,,,,,,12,,,,53,98
1450,note_on,30,0,11,,,,,,,,13,,,,41,100
1452,note_on,0,0,4,,,,,,,,3,,,,53,110
1452,control_change,0,0,4,,,,,,,,3,11,102,,,
1452,note_on,1400,0,4,,,,,,,,3,,,,56,110
1453,note_on,30,0,12,,,,,,,,14,,,,29,103
1454,note_on,1400,0,7,,,,,,,,9,,,,48,114
1500,note_on,0,0,8,,,,,,,,10,,,,72,0
1500,note_on,0,0,8,,,,,,,,10,,,,80,0
1500,note_on,60,0,8,,,,,,,,10,,,,65,0
1501,note_on,0,0,6,,,,,,,,6,,,,60,0
1501,note_on,60,0,6,,,,,,,,6,,,,72,0
1502,note_on,0,0,5,,,,,,,,4,,,,65,0
1502,note_on,60,0,1,,,,,,,,0,,,,84,0
1502,note_on,0,0,1,,,,,,,,0,,,,80,0
1502,note_on,60,0,5,,,,,,,,4,,,,68,0
1503,note_on,60,0,9,,,,,,,,11,,,,72,0
1503,note_on,0,0,9,,,,,,,,11,,,,65,0
1503,note_on,0,0,9,,,,,,,,11,,,,80,0
1504,note_on,60,0,2,,,,,,,,1,,,,77,0
1504,note_on,0,0,2,,,,,,,,1,,,,80,0
1506,note_on,60,0,3,,,,,,,,2,,,,72,0
1506,note_on,0,0,3,,,,,,,,2,,,,68,0
1507,note_on,60,0,10,,,,,,,,12,,,,53,0
1510,note_on,60,0,11,,,,,,,,13,,,,41,0
1512,note_on,60,0,4,,,,,,,,3,,,,53,0
1512,note_on,0,0,4,,,,,,,,3,,,,56,0
1513,note_on,60,0,12,,,,,,,,14,,,,29,0
1514,note_on,60,0,7,,,,,,,,9,,,,48,0
1680,set_tempo,1200,1,0,,,,,,400000,,,,,,,
2160,set_tempo,480,1,0,,,,,,352941,,,,,,,
2400,note_on,900,0,8,,,,,,,,10,,,,60,100
2400,control_change,0,0,8,,,,,,,,10,11,80,,,
2403,note_on,0,0,9,,,,,,,,11,,,,60,100
2403,control_change,900,0,9,,,,,,,,11,11,80,,,
2406,control_change,6,0,8,,,,,,,,10,11,83,,,
2407,note_on,900,0,10,,,,,,,,12,,,,48,98
2407,control_change,0,0,10,,,,,,,,12,11,80,,,
2407,note_on,0,0,10,,,,,,,,12,,,,60,98
2409,control_change,6,0,9,,,,,,,,11,11,83,,,
2410,note_on,900,0,11,,,,,,,,13,,,,48,100
2410,control_change,0,0,11,,,,,,,,13,11,80,,,
2412,control_change,6,0,8,,,,,,,,10,11,86,,,
2413,note_on,0,0,12,,,,,,,,14,,,,36,103
2413,control_change,6,0,10,,,,,,,,12,11,83,,,
2413,control_change,900,0,12,,,,,,,,14,11,80,,,
2415,control_change,6,0,9,,,,,,,,11,11,86,,,
2416,control_change,6,0,11,,,,,,,,13,11,83,,,
2418,control_change,6,0,8,,,,,,,,10,11,89,,,
2419,control_change,6,0,10,,,,,,,,12,11,86,,,
2419,control_change,6,0,12,,,,,,,,14,11,83,,,
2421,control_change,6,0,9,,,,,,,,11,11,89,,,
2422,control_change,6,0,11,,,,,,,,13,11,86,,,
2424,control_change,6,0,8,,,,,,,,10,11,92,,,
2425,control_change,6,0,10,,,,,,,,12,11,89,,,
2425,control_change,6,0,12,,,,,,,,14,11,86,,,
2427,control_change,6,0,9,,,,,,,,11,11,92,,,
2428,control_change,6,0,11,,,,,,,,13,11,89,,,
2430,control_change,6,0,8,,,,,,,,10,11,95,,,
2431,control_change,6,0,10,,,,,,,,12,11,92,,,
2431,control_change,6,0,12,,,,,,,,14,11,89,,,
2433,control_change,6,0,9,,,,,,,,11,11,95,,,
2434,control_change,6,0,11,,,,,,,,13,11,92,,,
2436,control_change,6,0,8,,,,,,,,10,11,98,,,
2437,control_change,6,0,10,,,,,,,,12,11,95,,,
2437,control_change,6,0,12,,,,,,,,14,11,92,,,
2439,control_change,6,0,9,,,,,,,,11,11,98,,,
2440,control_change,6,0,11,,,,,,,,13,11,95,,,
2442,control_change,6,0,8,,,,,,,,10,11,101,,,
2443,control_change,6,0,10,,,,,,,,12,11,98,,,
2443,control_change,6,0,12,,,,,,,,14,11,95,,,
2445,control_change,6,0,9,,,,,,,,11,11,101,,,
2446,control_change,6,0,11,,,,,,,,13,11,98,,,
2449,control_change,6,0,10,,,,,,,,12,11,101,,,
2449,control_change,6,0,12,,,,,,,,14,11,98,,,
2452,control_change,6,0,11,,,,,,,,13,11,101,,,
2455,control_change,6,0,12,,,,,,,,14,11,101,,,
2502,control_change,60,0,8,,,,,,,,10,11,101,,,
2505,control_change,60,0,9,,,,,,,,11,11,101,,,
2509,control_change,60,0,10,,,,,,,,12,11,101,,,
2512,control_change,60,0,11,,,,,,,,13,11,101,,,
2515,control_change,60,0,12,,,,,,,,14,11,101,,,
2560,control_change,58,0,8,,,,,,,,10,11,100,,,
2563,control_change,58,0,9,,,,,,,,11,11,100,,,
2567,control_change,58,0,10,,,,,,,,12,11,100,,,
2570,control_change,58,0,11,,,,,,,,13,11,100,,,
2573,control_change,58,0,12,,,,,,,,14,11,100,,,
2618,control_change,58,0,8,,,,,,,,10,11,99,,,
2621,control_change,58,0,9,,,,,,,,11,11,99,,,
2625,control_change,58,0,10,,,,,,,,12,11,99,,,
2628,control_change,58,0,11,,,,,,,,13,11,99,,,
2631,control_change,58,0,12,,,,,,,,14,11,99,,,
2676,control_change,58,0,8,,,,,,,,10,11,98,,,
2679,control_change,58,0,9,,,,,,,,11,11,98,,,
2683,control_change,58,0,10,,,,,,,,12,11,98,,,
2686,control_change,58,0,11,,,,,,,,13,11,98,,,
2689,control_change,58,0,12,,,,,,,,14,11,98,,,
2734,control_change,58,0,8,,,,,,,,10,11,97,,,
2737,control_change,58,0,9,,,,,,,,11,11,97,,,
2741,control_change,58,0,10,,,,,,,,12,11,97,,,
2744,control_change,58,0,11,,,,,,,,13,11,97,,,
2747,control_change,58,0,12,,,,,,,,14,11,97,,,
2792,control_change,58,0,8,,,,,,,,10,11,96,,,
2795,control_change,58,0,9,,,,,,,,11,11,96,,,
2799,control_change,58,0,10,,,,,,,,12,11,96,,,
2802,control_change,58,0,11,,,,,,,,13,11,96,,,
2805,control_change,58,0,12,,,,,,,,14,11,96,,,
2850,control_change,58,0,8,,,,,,,,10,11,95,,,
2853,control_change,58,0,9,,,,,,,,11,11,95,,,
2857,control_change,58,0,10,,,,,,,,12,11,95,,,
2860,control_change,58,0,11,,,,,,,,13,11,95,,,
2863,control_change,58,0,12,,,,,,,,14,11,95,,,
2908,control_change,58,0,8,,,,,,,,10,11,94,,,
2911,control_change,58,0,9,,,,,,,,11,11,94,,,
2915,control_change,58,0,10,,,,,,,,12,11,94,,,
2918,control_change,58,0,11,,,,,,,,13,11,94,,,
2921,control_change,58,0,12,,,,,,,,14,11,94,,,
2966,control_change,58,0,8,,,,,,,,10,11,93,,,
2969,control_change,58,0,9,,,,,,,,11,11,93,,,
2973,control_change,58,0,10,,,,,,,,12,11,93,,,
2976,control_change,58,0,11,,,,,,,,13,11,93,,,
2979,control_change,58,0,12,,,,,,,,14,11,93,,,
3024,control_change,58,0,8,,,,,,,,10,11,92,,,
3027,control_change,58,0,9,,,,,,,,11,11,92,,,
3031,control_change,58,0,10,,,,,,,,12,11,92,,,
3034,control_change,58,0,11,,,,,,,,13,11,92,,,
3037,control_change,58,0,12,,,,,,,,14,11,92,,,
3082,control_change,58,0,8,,,,,,,,10,11,91,,,
3085,control_change,58,0,9,,,,,,,,11,11,91,,,
3089,control_change,58,0,10,,,,,,,,12,11,91,,,
3092,control_change,58,0,11,,,,,,,,13,11,91,,,
3095,control_change,58,0,12,,,,,,,,14,11,91,,,
3140,control_change,58,0,8,,,,,,,,10,11,90,,,
3143,control_change,58,0,9,,,,,,,,11,11,90,,,
3147,control_change,58,0,10,,,,,,,,12,11,90,,,
3150,control_change,58,0,11,,,,,,,,13,11,90,,,
3153,control_change,58,0,12,,,,,,,,14,11,90,,,
3195,control_change,55,0,8,,,,,,,,10,11,89,,,
3198,control_change,55,0,9,,,,,,,,11,11,89,,,
3202,control_change,55,0,10,,,,,,,,12,11,89,,,
3205,control_change,55,0,11,,,,,,,,13,11,89,,,
3208,control_change,55,0,12,,,,,,,,14,11,89,,,
3213,control_change,18,0,8,,,,,,,,10,11,91,,,
3216,control_change,18,0,9,,,,,,,,11,11,91,,,
3220,control_change,18,0,10,,,,,,,,12,11,91,,,
3223,control_change,18,0,11,,,,,,,,13,11,91,,,
3226,control_change,18,0,12,,,,,,,,14,11,91,,,
3231,control_change,18,0,8,,,,,,,,10,11,93,,,
3234,control_change,18,0,9,,,,,,,,11,11,93,,,
3238,control_change,18,0,10,,,,,,,,12,11,93,,,
3241,control_change,18,0,11,,,,,,,,13,11,93,,,
3244,control_change,18,0,12,,,,,,,,14,11,93,,,
3249,control_change,18,0,8,,,,,,,,10,11,95,,,
