tick,type,time,meta,track,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,data,control,value,channel,program,note,velocity
610,control_change,10,0,11,,,,,,,,11,127,0,,,
610,control_change,10,0,7,,,,,,,,10,55,6,,,
610,control_change,10,0,5,,,,,,,,10,85,13,,,
610,control_change,10,0,4,,,,,,,,10,57,12,,,
610,control_change,10,0,13,,,,,,,,11,127,2,,,
610,control_change,10,0,3,,,,,,,,10,57,11,,,
610,control_change,10,0,14,,,,,,,,99,1,3,,,
620,control_change,10,0,13,,,,,,,,99,1,2,,,
620,control_change,10,0,11,,,,,,,,10,30,0,,,
620,control_change,10,0,2,,,,,,,,99,1,10,,,
620,control_change,10,0,6,,,,,,,,98,8,5,,,
620,control_change,10,0,3,,,,,,,,99,1,11,,,
620,control_change,10,0,5,,,,,,,,99,1,13,,,
620,control_change,10,0,4,,,,,,,,99,1,12,,,
620,control_change,10,0,15,,,,,,,,99,1,4,,,
620,control_change,10,0,7,,,,,,,,99,1,6,,,
620,control_change,10,0,14,,,,,,,,98,8,3,,,
620,control_change,10,0,12,,,,,,,,99,1,1,,,
620,control_change,10,0,8,,,,,,,,99,1,7,,,
630,control_change,10,0,2,,,,,,,,98,8,10,,,
630,control_change,10,0,13,,,,,,,,98,8,2,,,
630,control_change,10,0,8,,,,,,,,98,8,7,,,
630,control_change,10,0,11,,,,,,,,99,1,0,,,
630,control_change,10,0,5,,,,,,,,98,8,13,,,
630,control_change,10,0,12,,,,,,,,98,8,1,,,
630,control_change,10,0,6,,,,,,,,6,64,5,,,
630,control_change,10,0,3,,,,,,,,98,8,11,,,
630,control_change,10,0,14,,,,,,,,6,64,3,,,
630,control_change,10,0,7,,,,,,,,98,8,6,,,
630,control_change,10,0,15,,,,,,,,98,8,4,,,
630,control_change,10,0,4,,,,,,,,98,8,12,,,
640,control_change,10,0,12,,,,,,,,6,64,1,,,
640,control_change,10,0,11,,,,,,,,98,8,0,,,
640,control_change,10,0,3,,,,,,,,6,64,11,,,
640,control_change,10,0,4,,,,,,,,6,64,12,,,
640,control_change,10,0,5,,,,,,,,6,64,13,,,
640,control_change,10,0,8,,,,,,,,6,64,7,,,
640,control_change,10,0,14,,,,,,,,99,1,3,,,
640,control_change,10,0,15,,,,,,,,6,64,4,,,
640,control_change,10,0,7,,,,,,,,6,64,6,,,
640,control_change,10,0,6,,,,,,,,99,1,5,,,
640,control_change,10,0,2,,,,,,,,6,64,10,,,
640,control_change,10,0,13,,,,,,,,6,64,2,,,
650,control_change,10,0,5,,,,,,,,99,1,13,,,
650,control_change,10,0,4,,,,,,,,99,1,12,,,
650,control_change,10,0,6,,,,,,,,98,9,5,,,
650,control_change,10,0,3,,,,,,,,99,1,11,,,
650,control_change,10,0,14,,,,,,,,98,9,3,,,
650,control_change,10,0,7,,,,,,,,99,1,6,,,
650,control_change,10,0,11,,,,,,,,6,64,0,,,
650,control_change,10,0,15,,,,,,,,99,1,4,,,
650,control_change,10,0,12,,,,,,,,99,1,1,,,
650,control_change,10,0,13,,,,,,,,99,1,2,,,
650,control_change,10,0,2,,,,,,,,99,1,10,,,
650,control_change,10,0,8,,,,,,,,99,1,7,,,
660,control_change,10,0,4,,,,,,,,98,9,12,,,
660,control_change,10,0,2,,,,,,,,98,9,10,,,
660,control_change,10,0,13,,,,,,,,98,9,2,,,
660,control_change,10,0,3,,,,,,,,98,9,11,,,
660,control_change,10,0,8,,,,,,,,98,9,7,,,
660,control_change,10,0,5,,,,,,,,98,9,13,,,
660,control_change,10,0,15,,,,,,,,98,9,4,,,
660,control_change,10,0,12,,,,,,,,98,9,1,,,
660,control_change,10,0,11,,,,,,,,99,1,0,,,
660,control_change,10,0,7,,,,,,,,98,9,6,,,
660,control_change,10,0,6,,,,,,,,6,64,5,,,
660,control_change,10,0,14,,,,,,,,6,64,3,,,
670,control_change,10,0,6,,,,,,,,99,1,5,,,
670,control_change,10,0,7,,,,,,,,6,64,6,,,
670,control_change,10,0,14,,,,,,,,99,1,3,,,
670,control_change,10,0,11,,,,,,,,98,9,0,,,
670,control_change,10,0,13,,,,,,,,6,64,2,,,
670,control_change,10,0,5,,,,,,,,6,66,13,,,
670,control_change,10,0,12,,,,,,,,6,64,1,,,
670,control_change,10,0,4,,,,,,,,6,60,12,,,
670,control_change,10,0,3,,,,,,,,6,60,11,,,
670,control_change,10,0,2,,,,,,,,6,64,10,,,
670,control_change,10,0,15,,,,,,,,6,64,4,,,
670,control_change,10,0,8,,,,,,,,6,64,7,,,
680,control_change,10,0,15,,,,,,,,99,1,4,,,
680,control_change,10,0,11,,,,,,,,6,64,0,,,
680,control_change,10,0,5,,,,,,,,99,1,13,,,
680,control_change,10,0,4,,,,,,,,99,1,12,,,
680,control_change,10,0,7,,,,,,,,99,1,6,,,
680,control_change,10,0,8,,,,,,,,99,1,7,,,
680,control_change,10,0,13,,,,,,,,99,1,2,,,
680,control_change,10,0,3,,,,,,,,99,1,11,,,
680,control_change,10,0,2,,,,,,,,99,1,10,,,
680,control_change,10,0,12,,,,,,,,99,1,1,,,
680,control_change,10,0,6,,,,,,,,98,10,5,,,
680,control_change,10,0,14,,,,,,,,98,10,3,,,
690,control_change,10,0,8,,,,,,,,98,10,7,,,
690,control_change,10,0,4,,,,,,,,98,10,12,,,
690,control_change,10,0,2,,,,,,,,98,10,10,,,
690,control_change,10,0,12,,,,,,,,98,10,1,,,
690,control_change,10,0,11,,,,,,,,99,1,0,,,
690,control_change,10,0,7,,,,,,,,98,10,6,,,
690,control_change,10,0,6,,,,,,,,6,64,5,,,
690,control_change,10,0,5,,,,,,,,98,10,13,,,
690,control_change,10,0,15,,,,,,,,98,10,4,,,
690,control_change,10,0,3,,,,,,,,98,10,11,,,
690,control_change,10,0,14,,,,,,,,6,64,3,,,
690,control_change,10,0,13,,,,,,,,98,10,2,,,
700,control_change,10,0,5,,,,,,,,6,64,13,,,
700,control_change,10,0,12,,,,,,,,6,64,1,,,
700,control_change,10,0,11,,,,,,,,98,10,0,,,
700,control_change,10,0,15,,,,,,,,6,64,4,,,
700,control_change,10,0,7,,,,,,,,6,64,6,,,
700,control_change,10,0,6,,,,,,,,98,33,5,,,
700,control_change,10,0,3,,,,,,,,6,64,11,,,
700,control_change,10,0,8,,,,,,,,6,64,7,,,
700,control_change,10,0,4,,,,,,,,6,64,12,,,
700,control_change,10,0,2,,,,,,,,6,64,10,,,
700,control_change,10,0,14,,,,,,,,98,33,3,,,
700,control_change,10,0,13,,,,,,,,6,64,2,,,
710,control_change,10,0,4,,,,,,,,98,33,12,,,
710,control_change,10,0,13,,,,,,,,98,33,2,,,
710,control_change,10,0,6,,,,,,,,99,1,5,,,
710,control_change,10,0,2,,,,,,,,98,33,10,,,
710,control_change,10,0,7,,,,,,,,98,33,6,,,
710,control_change,10,0,8,,,,,,,,98,33,7,,,
710,control_change,10,0,5,,,,,,,,98,33,13,,,
710,control_change,10,0,11,,,,,,,,6,64,0,,,
710,control_change,10,0,14,,,,,,,,99,1,3,,,
710,control_change,10,0,3,,,,,,,,98,33,11,,,
710,control_change,10,0,12,,,,,,,,98,33,1,,,
710,control_change,10,0,15,,,,,,,,98,33,4,,,
720,control_change,10,0,12,,,,,,,,99,1,1,,,
720,control_change,10,0,3,,,,,,,,99,1,11,,,
720,control_change,10,0,8,,,,,,,,99,1,7,,,
720,control_change,10,0,15,,,,,,,,99,1,4,,,
720,control_change,10,0,7,,,,,,,,99,1,6,,,
720,control_change,10,0,11,,,,,,,,98,33,0,,,
720,control_change,10,0,6,,,,,,,,6,60,5,,,
720,control_change,10,0,4,,,,,,,,99,1,12,,,
720,control_change,10,0,13,,,,,,,,99,1,2,,,
720,control_change,10,0,14,,,,,,,,6,60,3,,,
720,control_change,10,0,5,,,,,,,,99,1,13,,,
720,control_change,10,0,2,,,,,,,,99,1,10,,,
730,control_change,10,0,6,,,,,,,,98,32,5,,,
730,control_change,10,0,5,,,,,,,,6,60,13,,,
730,control_change,10,0,11,,,,,,,,99,1,0,,,
730,control_change,10,0,4,,,,,,,,6,70,12,,,
730,control_change,10,0,15,,,,,,,,6,60,4,,,
730,control_change,10,0,13,,,,,,,,6,60,2,,,
730,control_change,10,0,12,,,,,,,,6,60,1,,,
730,control_change,10,0,3,,,,,,,,6,70,11,,,
730,control_change,10,0,2,,,,,,,,6,80,10,,,
730,control_change,10,0,14,,,,,,,,98,32,3,,,
730,control_change,10,0,7,,,,,,,,6,60,6,,,
730,control_change,10,0,8,,,,,,,,6,60,7,,,
740,control_change,10,0,6,,,,,,,,99,1,5,,,
740,control_change,10,0,5,,,,,,,,98,32,13,,,
740,control_change,10,0,14,,,,,,,,99,1,3,,,
740,control_change,10,0,11,,,,,,,,6,60,0,,,
740,control_change,10,0,13,,,,,,,,98,32,2,,,
740,control_change,10,0,15,,,,,,,,98,32,4,,,
740,control_change,10,0,2,,,,,,,,98,32,10,,,
740,control_change,10,0,4,,,,,,,,98,32,12,,,
740,control_change,10,0,7,,,,,,,,98,32,6,,,
740,control_change,10,0,12,,,,,,,,98,32,1,,,
740,control_change,10,0,3,,,,,,,,98,32,11,,,
740,control_change,10,0,8,,,,,,,,98,32,7,,,
750,control_change,10,0,13,,,,,,,,99,1,2,,,
750,control_change,10,0,14,,,,,,,,6,60,3,,,
750,control_change,10,0,15,,,,,,,,99,1,4,,,
750,control_change,10,0,6,,,,,,,,6,60,5,,,
750,control_change,10,0,2,,,,,,,,99,1,10,,,
750,control_change,10,0,3,,,,,,,,99,1,11,,,
750,control_change,10,0,4,,,,,,,,99,1,12,,,
750,control_change,10,0,5,,,,,,,,99,1,13,,,
750,control_change,10,0,7,,,,,,,,99,1,6,,,
750,control_change,10,0,11,,,,,,,,98,32,0,,,
750,control_change,10,0,12,,,,,,,,99,1,1,,,
750,control_change,10,0,8,,,,,,,,99,1,7,,,
760,control_change,10,0,15,,,,,,,,6,60,4,,,
760,control_change,10,0,3,,,,,,,,6,70,11,,,
760,control_change,10,0,7,,,,,,,,6,60,6,,,
760,control_change,10,0,11,,,,,,,,99,1,0,,,
760,control_change,10,0,12,,,,,,,,6,60,1,,,
760,control_change,10,0,8,,,,,,,,6,60,7,,,
760,control_change,10,0,2,,,,,,,,6,60,10,,,
760,control_change,10,0,13,,,,,,,,6,60,2,,,
760,control_change,10,0,5,,,,,,,,6,60,13,,,
760,control_change,10,0,14,,,,,,,,99,1,3,,,
760,control_change,10,0,4,,,,,,,,6,70,12,,,
760,control_change,10,0,6,,,,,,,,99,1,5,,,
770,control_change,10,0,4,,,,,,,,99,1,12,,,
770,control_change,10,0,13,,,,,,,,99,1,2,,,
770,control_change,10,0,6,,,,,,,,98,99,5,,,
770,control_change,10,0,3,,,,,,,,99,1,11,,,
770,control_change,10,0,7,,,,,,,,99,1,6,,,
770,control_change,10,0,11,,,,,,,,6,60,0,,,
770,control_change,10,0,8,,,,,,,,99,1,7,,,
770,control_change,10,0,12,,,,,,,,99,1,1,,,
770,control_change,10,0,2,,,,,,,,99,1,10,,,
770,control_change,10,0,14,,,,,,,,98,99,3,,,
770,control_change,10,0,15,,,,,,,,99,1,4,,,
770,control_change,10,0,5,,,,,,,,99,1,13,,,
780,control_change,10,0,7,,,,,,,,98,99,6,,,
780,control_change,10,0,11,,,,,,,,99,1,0,,,
780,control_change,10,0,12,,,,,,,,98,99,1,,,
780,control_change,10,0,8,,,,,,,,98,99,7,,,
780,control_change,10,0,4,,,,,,,,98,99,12,,,
780,control_change,10,0,13,,,,,,,,98,99,2,,,
780,control_change,10,0,5,,,,,,,,98,99,13,,,
780,control_change,10,0,15,,,,,,,,98,99,4,,,
780,control_change,10,0,6,,,,,,,,6,64,5,,,
780,control_change,10,0,3,,,,,,,,98,99,11,,,
780,control_change,10,0,14,,,,,,,,6,68,3,,,
780,control_change,10,0,2,,,,,,,,98,99,10,,,
790,control_change,10,0,3,,,,,,,,6,64,11,,,
790,control_change,10,0,11,,,,,,,,98,99,0,,,
790,control_change,10,0,7,,,,,,,,6,68,6,,,
790,control_change,10,0,15,,,,,,,,6,68,4,,,
790,control_change,10,0,13,,,,,,,,6,65,2,,,
790,control_change,10,0,12,,,,,,,,6,63,1,,,
790,control_change,10,0,8,,,,,,,,6,64,7,,,
790,control_change,10,0,2,,,,,,,,6,68,10,,,
790,control_change,10,0,4,,,,,,,,6,64,12,,,
790,control_change,10,0,14,,,,,,,,99,1,3,,,
790,control_change,10,0,5,,,,,,,,6,68,13,,,
790,control_change,10,0,6,,,,,,,,99,1,5,,,
800,control_change,10,0,8,,,,,,,,99,1,7,,,
800,control_change,10,0,4,,,,,,,,99,1,12,,,
800,control_change,10,0,14,,,,,,,,98,102,3,,,
800,control_change,10,0,7,,,,,,,,99,1,6,,,
800,control_change,10,0,12,,,,,,,,99,1,1,,,
800,control_change,10,0,11,,,,,,,,6,63,0,,,
800,control_change,10,0,3,,,,,,,,99,1,11,,,
800,control_change,10,0,5,,,,,,,,99,1,13,,,
800,control_change,10,0,15,,,,,,,,99,1,4,,,
800,control_change,10,0,6,,,,,,,,98,102,5,,,
800,control_change,10,0,2,,,,,,,,99,1,10,,,
800,control_change,10,0,13,,,,,,,,99,1,2,,,
810,control_change,10,0,3,,,,,,,,98,102,11,,,
810,control_change,10,0,11,,,,,,,,99,1,0,,,
810,control_change,10,0,5,,,,,,,,98,102,13,,,
810,control_change,10,0,2,,,,,,,,98,102,10,,,
810,control_change,10,0,12,,,,,,,,98,102,1,,,
810,control_change,10,0,6,,,,,,,,6,64,5,,,
810,control_change,10,0,4,,,,,,,,98,102,12,,,
810,control_change,10,0,13,,,,,,,,98,102,2,,,
810,control_change,10,0,15,,,,,,,,98,102,4,,,
810,control_change,10,0,14,,,,,,,,6,64,3,,,
810,control_change,10,0,7,,,,,,,,98,102,6,,,
810,control_change,10,0,8,,,,,,,,98,102,7,,,
820,control_change,10,0,12,,,,,,,,6,64,1,,,
820,control_change,10,0,4,,,,,,,,6,64,12,,,
820,control_change,10,0,6,,,,,,,,91,110,5,,,
820,control_change,10,0,11,,,,,,,,98,102,0,,,
820,control_change,10,0,8,,,,,,,,6,64,7,,,
820,control_change,10,0,5,,,,,,,,6,64,13,,,
820,control_change,10,0,15,,,,,,,,6,64,4,,,
820,control_change,10,0,2,,,,,,,,6,64,10,,,
820,control_change,10,0,7,,,,,,,,6,64,6,,,
820,control_change,10,0,3,,,,,,,,6,64,11,,,
820,control_change,10,0,14,,,,,,,,91,110,3,,,
820,control_change,10,0,13,,,,,,,,6,64,2,,,
830,control_change,10,0,2,,,,,,,,91,110,10,,,
830,control_change,10,0,8,,,,,,,,91,110,7,,,
830,control_change,10,0,12,,,,,,,,91,110,1,,,
830,control_change,10,0,15,,,,,,,,91,110,4,,,
830,control_change,10,0,3,,,,,,,,91,110,11,,,
830,control_change,10,0,7,,,,,,,,91,110,6,,,
830,control_change,10,0,11,,,,,,,,6,64,0,,,
830,control_change,10,0,5,,,,,,,,91,110,13,,,
830,control_change,10,0,4,,,,,,,,91,110,12,,,
830,control_change,10,0,6,,,,,,,,93,40,5,,,
830,control_change,10,0,13,,,,,,,,91,110,2,,,
830,control_change,10,0,14,,,,,,,,93,50,3,,,
840,control_change,10,0,15,,,,,,,,93,60,4,,,
840,control_change,10,0,13,,,,,,,,93,25,2,,,
840,control_change,10,0,7,,,,,,,,93,40,6,,,
840,control_change,10,0,6,,,,,,,,1,1,5,,,
840,control_change,10,0,2,,,,,,,,93,5,10,,,
840,control_change,10,0,4,,,,,,,,93,10,12,,,
840,control_change,10,0,3,,,,,,,,93,10,11,,,
840,control_change,10,0,8,,,,,,,,93,85,7,,,
840,control_change,10,0,5,,,,,,,,93,20,13,,,
840,control_change,10,0,11,,,,,,,,91,110,0,,,
840,control_change,10,0,12,,,,,,,,93,10,1,,,
840,control_change,10,0,14,,,,,,,,1,3,3,,,
850,control_change,10,0,2,,,,,,,,7,127,10,,,
850,control_change,10,0,7,,,,,,,,1,1,6,,,
850,control_change,10,0,11,,,,,,,,93,10,0,,,
850,control_change,10,0,12,,,,,,,,1,2,1,,,
850,control_change,10,0,8,,,,,,,,1,1,7,,,
850,control_change,10,0,5,,,,,,,,1,10,13,,,
850,control_change,10,0,3,,,,,,,,1,10,11,,,
850,control_change,10,0,4,,,,,,,,1,10,12,,,
850,control_change,10,0,6,,,,,,,,7,127,5,,,
850,control_change,10,0,13,,,,,,,,1,2,2,,,
850,control_change,10,0,14,,,,,,,,7,127,3,,,
850,control_change,10,0,15,,,,,,,,1,3,4,,,
860,control_change,10,0,3,,,,,,,,7,127,11,,,
860,control_change,10,0,7,,,,,,,,7,127,6,,,
860,control_change,10,0,13,,,,,,,,7,127,2,,,
860,control_change,10,0,11,,,,,,,,1,2,0,,,
860,control_change,10,0,5,,,,,,,,7,127,13,,,
860,control_change,10,0,6,,,,,,,,11,127,5,,,
860,control_change,10,0,4,,,,,,,,7,127,12,,,
860,control_change,10,0,14,,,,,,,,11,127,3,,,
860,control_change,10,0,15,,,,,,,,7,127,4,,,
860,control_change,10,0,12,,,,,,,,7,127,1,,,
880,sysex,30,0,8,,,,,,,"(65, 16, 66, 18, 64, 16, 20, 1, 27)",,,,,,
890,control_change,10,0,8,,,,,,,,7,127,7,,,
1680,set_tempo,1530,1,1,,,,,,1034482,,,,,,,
1910,set_tempo,230,1,1,,,,,,1538461,,,,,,,
1920,control_change,0,0,3,,,,,,,,11,127,11,,,
1920,control_change,0,0,4,,,,,,,,11,122,12,,,
1920,note_on,1060,0,4,,,,,,,,,,12,,64,54
1920,note_on,1060,0,6,,,,,,,,,,5,,52,58
1920,note_on,0,0,6,,,,,,,,,,5,,64,41
1920,note_on,0,0,4,,,,,,,,,,12,,69,39
1920,note_on,0,0,3,,,,,,,,,,11,,76,58
1920,control_change,0,0,6,,,,,,,,11,127,5,,,
1920,note_on,1060,0,5,,,,,,,,,,13,,57,58
1920,control_change,0,0,2,,,,,,,,11,117,10,,,
1920,note_on,0,0,2,,,,,,,,,,10,,76,58
1920,note_on,1070,0,2,,,,,,,,,,10,,72,58
1920,note_on,0,0,5,,,,,,,,,,13,,60,75
1920,control_change,0,0,5,,,,,,,,11,127,13,,,
1920,note_on,1060,0,3,,,,,,,,,,11,,72,58
1950,control_change,30,0,4,,,,,,,,11,127,12,,,
1950,control_change,30,0,3,,,,,,,,11,122,11,,,
1950,control_change,30,0,6,,,,,,,,11,122,5,,,
1950,control_change,30,0,2,,,,,,,,11,117,10,,,
1950,control_change,30,0,5,,,,,,,,11,127,13,,,
1980,control_change,30,0,3,,,,,,,,11,122,11,,,
1980,control_change,30,0,4,,,,,,,,11,127,12,,,
1980,control_change,30,0,5,,,,,,,,11,127,13,,,
1980,control_change,30,0,2,,,,,,,,11,117,10,,,
1980,control_change,30,0,6,,,,,,,,11,122,5,,,
2010,control_change,30,0,3,,,,,,,,11,122,11,,,
2010,control_change,30,0,5,,,,,,,,11,127,13,,,
2010,control_change,30,0,4,,,,,,,,11,127,12,,,
2010,control_change,30,0,2,,,,,,,,11,117,10,,,
2010,control_change,30,0,6,,,,,,,,11,122,5,,,
2040,control_change,30,0,5,,,,,,,,11,127,13,,,
2040,control_change,30,0,3,,,,,,,,11,122,11,,,
2040,control_change,30,0,2,,,,,,,,11,117,10,,,
2040,control_change,30,0,6,,,,,,,,11,122,5,,,
2040,control_change,30,0,4,,,,,,,,11,127,12,,,
2070,control_change,30,0,6,,,,,,,,11,122,5,,,
2070,control_change,30,0,4,,,,,,,,11,127,12,,,
2070,control_change,30,0,5,,,,,,,,11,127,13,,,
2070,control_change,30,0,3,,,,,,,,11,122,11,,,
2070,control_change,30,0,2,,,,,,,,11,117,10,,,
2100,control_change,30,0,6,,,,,,,,11,122,5,,,
2100,control_change,30,0,5,,,,,,,,11,127,13,,,
2100,control_change,30,0,3,,,,,,,,11,117,11,,,
2100,control_change,30,0,2,,,,,,,,11,117,10,,,
2100,control_change,30,0,4,,,,,,,,11,127,12,,,
2130,control_change,30,0,5,,,,,,,,11,127,13,,,
2130,control_change,30,0,4,,,,,,,,11,127,12,,,
2130,control_change,30,0,3,,,,,,,,11,117,11,,,
2130,control_change,30,0,2,,,,,,,,11,117,10,,,
2130,control_change,30,0,6,,,,,,,,11,122,5,,,
2160,control_change,30,0,4,,,,,,,,11,127,12,,,
2160,control_change,30,0,2,,,,,,,,11,117,10,,,
2160,control_change,30,0,5,,,,,,,,11,127,13,,,
2160,control_change,30,0,6,,,,,,,,11,122,5,,,
2160,control_change,30,0,3,,,,,,,,11,112,11,,,
2190,control_change,30,0,5,,,,,,,,11,127,13,,,
2190,control_change,30,0,6,,,,,,,,11,122,5,,,
2190,control_change,30,0,2,,,,,,,,11,113,10,,,
2190,control_change,30,0,3,,,,,,,,11,117,11,,,
2190,control_change,30,0,4,,,,,,,,11,127,12,,,
2220,control_change,30,0,6,,,,,,,,11,122,5,,,
2220,control_change,30,0,2,,,,,,,,11,113,10,,,
2220,control_change,30,0,3,,,,,,,,11,117,11,,,
2220,control_change,30,0,5,,,,,,,,11,127,13,,,
2220,control_change,30,0,4,,,,,,,,11,127,12,,,
2250,control_change,30,0,5,,,,,,,,11,127,13,,,
2250,control_change,30,0,3,,,,,,,,11,117,11,,,
2250,control_change,30,0,6,,,,,,,,11,122,5,,,
2250,control_change,30,0,4,,,,,,,,11,127,12,,,
2250,control_change,30,0,2,,,,,,,,11,108,10,,,
2280,control_change,30,0,2,,,,,,,,11,108,10,,,
2280,control_change,30,0,6,,,,,,,,11,117,5,,,
2280,control_change,30,0,5,,,,,,,,11,127,13,,,
2280,control_change,30,0,4,,,,,,,,11,127,12,,,
2280,control_change,30,0,3,,,,,,,,11,117,11,,,
2310,control_change,30,0,3,,,,,,,,11,117,11,,,
2310,control_change,30,0,2,,,,,,,,11,104,10,,,
2310,control_change,30,0,6,,,,,,,,11,117,5,,,
2310,control_change,30,0,4,,,,,,,,11,127,12,,,
2310,control_change,30,0,5,,,,,,,,11,127,13,,,
2340,control_change,30,0,2,,,,,,,,11,104,10,,,
2340,control_change,30,0,3,,,,,,,,11,122,11,,,
2340,control_change,30,0,5,,,,,,,,11,127,13,,,
2340,control_change,30,0,4,,,,,,,,11,127,12,,,
2340,control_change,30,0,6,,,,,,,,11,117,5,,,
2370,control_change,30,0,3,,,,,,,,11,122,11,,,
2370,control_change,30,0,6,,,,,,,,11,117,5,,,
2370,control_change,30,0,5,,,,,,,,11,127,13,,,
2370,control_change,30,0,4,,,,,,,,11,122,12,,,
