tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,program,note,velocity
2112,note_off,,0,0,1,,,,,,,0,,55,64
2112,note_off,,0,0,1,,,,,,,0,,60,64
2112,note_off,,72,0,1,,,,,,,0,,62,64
2112,note_off,,0,0,1,,,,,,,0,,66,64
2136,note_off,,24,0,1,,,,,,,0,,84,64
2160,note_on,,24,0,1,,,,,,,0,,55,127
2160,note_on,,0,0,1,,,,,,,0,,60,127
2160,note_on,,0,0,1,,,,,,,0,,62,127
2160,note_on,,0,0,1,,,,,,,0,,86,127
2160,note_on,,0,0,1,,,,,,,0,,66,127
2256,note_off,,96,0,1,,,,,,,0,,86,64
2280,note_on,,24,0,1,,,,,,,0,,84,127
2352,note_off,,0,0,1,,,,,,,0,,60,64
2352,note_off,,0,0,1,,,,,,,0,,66,64
2352,note_off,,0,0,1,,,,,,,0,,55,64
2352,note_off,,72,0,1,,,,,,,0,,62,64
2376,note_off,,24,0,1,,,,,,,0,,84,64
2400,note_on,,0,0,1,,,,,,,0,,60,127
2400,note_on,,0,0,1,,,,,,,0,,55,127
2400,note_on,,0,0,1,,,,,,,0,,62,127
2400,note_on,,0,0,1,,,,,,,0,,81,127
2400,note_on,,24,0,1,,,,,,,0,,66,127
2592,note_off,,192,0,1,,,,,,,0,,81,64
2592,note_off,,0,0,1,,,,,,,0,,62,64
2592,note_off,,0,0,1,,,,,,,0,,60,64
2592,note_off,,0,0,1,,,,,,,0,,66,64
2592,note_off,,0,0,1,,,,,,,0,,55,64
2640,note_on,,48,0,1,,,,,,,0,,55,127
2640,note_on,,0,0,1,,,,,,,0,,60,127
2640,note_on,,0,0,1,,,,,,,0,,62,127
2640,note_on,,0,0,1,,,,,,,0,,66,127
2832,note_off,,0,0,1,,,,,,,0,,66,64
2832,note_off,,0,0,1,,,,,,,0,,62,64
2832,note_off,,192,0,1,,,,,,,0,,60,64
2832,note_off,,0,0,1,,,,,,,0,,55,64
2880,note_on,,0,0,1,,,,,,,0,,62,127
2880,note_on,,0,0,1,,,,,,,0,,60,127
2880,note_on,,0,0,1,,,,,,,0,,66,127
2880,note_on,,0,0,1,,,,,,,0,,86,127
2880,note_on,,48,0,1,,,,,,,0,,55,127
2976,note_off,,96,0,1,,,,,,,0,,86,64
3000,note_on,,24,0,1,,,,,,,0,,84,127
3072,note_off,,0,0,1,,,,,,,0,,55,64
3072,note_off,,72,0,1,,,,,,,0,,62,64
3072,note_off,,0,0,1,,,,,,,0,,60,64
3072,note_off,,0,0,1,,,,,,,0,,66,64
3096,note_off,,24,0,1,,,,,,,0,,84,64
3120,note_on,,0,0,1,,,,,,,0,,86,127
3120,note_on,,0,0,1,,,,,,,0,,60,127
3120,note_on,,24,0,1,,,,,,,0,,66,127
3120,note_on,,0,0,1,,,,,,,0,,55,127
3120,note_on,,0,0,1,,,,,,,0,,62,127
3216,note_off,,96,0,1,,,,,,,0,,86,64
3240,note_on,,24,0,1,,,,,,,0,,84,127
3312,note_off,,72,0,1,,,,,,,0,,62,64
3312,note_off,,0,0,1,,,,,,,0,,66,64
3312,note_off,,0,0,1,,,,,,,0,,55,64
3312,note_off,,0,0,1,,,,,,,0,,60,64
3336,note_off,,24,0,1,,,,,,,0,,84,64
3360,note_on,,0,0,1,,,,,,,0,,81,127
3360,note_on,,0,0,1,,,,,,,0,,60,127
3360,note_on,,0,0,1,,,,,,,0,,62,127
3360,note_on,,0,0,1,,,,,,,0,,66,127
3360,note_on,,24,0,1,,,,,,,0,,55,127
3552,note_off,,0,0,1,,,,,,,0,,60,64
3552,note_off,,192,0,1,,,,,,,0,,81,64
3552,note_off,,0,0,1,,,,,,,0,,66,64
3552,note_off,,0,0,1,,,,,,,0,,62,64
3552,note_off,,0,0,1,,,,,,,0,,55,64
3600,note_on,,0,0,1,,,,,,,0,,62,127
3600,note_on,,0,0,1,,,,,,,0,,60,127
3600,note_on,,0,0,1,,,,,,,0,,55,127
3600,note_on,,48,0,1,,,,,,,0,,66,127
3792,note_off,,0,0,1,,,,,,,0,,66,64
3792,note_off,,0,0,1,,,,,,,0,,55,64
3792,note_off,,0,0,1,,,,,,,0,,60,64
3792,note_off,,192,0,1,,,,,,,0,,62,64
3840,note_on,,0,0,1,,,,,,,0,,71,127
3840,note_on,,0,0,1,,,,,,,0,,55,127
3840,note_on,,48,0,1,,,,,,,0,,59,127
3840,note_on,,0,0,1,,,,,,,0,,62,127
4032,note_off,,0,0,1,,,,,,,0,,59,64
4032,note_off,,192,0,1,,,,,,,0,,55,64
4032,note_off,,0,0,1,,,,,,,0,,62,64
4080,note_on,,0,0,1,,,,,,,0,,62,127
4080,note_on,,0,0,1,,,,,,,0,,59,127
4080,note_on,,48,0,1,,,,,,,0,,55,127
4224,note_off,,144,0,1,,,,,,,0,,71,64
4272,note_off,,0,0,1,,,,,,,0,,62,64
4272,note_off,,0,0,1,,,,,,,0,,59,64
4272,note_off,,48,0,1,,,,,,,0,,55,64
4320,note_on,,0,0,1,,,,,,,0,,74,127
4320,note_on,,0,0,1,,,,,,,0,,59,127
4320,note_on,,0,0,1,,,,,,,0,,62,127
4320,note_on,,48,0,1,,,,,,,0,,55,127
4512,note_off,,192,0,1,,,,,,,0,,74,64
4512,note_off,,0,0,1,,,,,,,0,,62,64
4512,note_off,,0,0,1,,,,,,,0,,55,64
4512,note_off,,0,0,1,,,,,,,0,,59,64
4560,note_on,,48,0,1,,,,,,,0,,55,127
4560,note_on,,0,0,1,,,,,,,0,,59,127
4560,note_on,,0,0,1,,,,,,,0,,74,127
4560,note_on,,0,0,1,,,,,,,0,,62,127
4752,note_off,,192,0,1,,,,,,,0,,74,64
4752,note_off,,0,0,1,,,,,,,0,,59,64
4752,note_off,,0,0,1,,,,,,,0,,62,64
4752,note_off,,0,0,1,,,,,,,0,,55,64
4800,note_on,,0,0,1,,,,,,,0,,55,127
4800,note_on,,0,0,1,,,,,,,0,,59,127
4800,note_on,,0,0,1,,,,,,,0,,79,127
4800,note_on,,48,0,1,,,,,,,0,,62,127
4992,note_off,,0,0,1,,,,,,,0,,62,64
4992,note_off,,0,0,1,,,,,,,0,,55,64
4992,note_off,,0,0,1,,,,,,,0,,59,64
4992,note_off,,192,0,1,,,,,,,0,,79,64
5040,note_on,,48,0,1,,,,,,,0,,62,127
5040,note_on,,0,0,1,,,,,,,0,,59,127
5040,note_on,,0,0,1,,,,,,,0,,55,127
5040,note_on,,0,0,1,,,,,,,0,,79,127
5232,note_off,,0,0,1,,,,,,,0,,59,64
5232,note_off,,0,0,1,,,,,,,0,,55,64
5232,note_off,,192,0,1,,,,,,,0,,79,64
5232,note_off,,0,0,1,,,,,,,0,,62,64
5280,note_on,,48,0,1,,,,,,,0,,62,127
5280,note_on,,0,0,1,,,,,,,0,,59,127
5280,note_on,,0,0,1,,,,,,,0,,83,127
5280,note_on,,0,0,1,,,,,,,0,,55,127
5472,note_off,,192,0,1,,,,,,,0,,59,64
5472,note_off,,0,0,1,,,,,,,0,,55,64
5472,note_off,,0,0,1,,,,,,,0,,62,64
5520,note_on,,48,0,1,,,,,,,0,,62,127
5520,note_on,,0,0,1,,,,,,,0,,59,127
5520,note_on,,0,0,1,,,,,,,0,,55,127
5664,note_off,,144,0,1,,,,,,,0,,83,64
5712,note_off,,0,0,1,,,,,,,0,,59,64
5712,note_off,,48,0,1,,,,,,,0,,62,64
5712,note_off,,0,0,1,,,,,,,0,,55,64
5760,note_on,,0,0,1,,,,,,,0,,55,127
5760,note_on,,0,0,1,,,,,,,0,,86,127
5760,note_on,,0,0,1,,,,,,,0,,62,127
5760,note_on,,0,0,1,,,,,,,0,,60,127
5760,note_on,,48,0,1,,,,,,,0,,66,127
5856,note_off,,96,0,1,,,,,,,0,,86,64
5880,note_on,,24,0,1,,,,,,,0,,84,127
5952,note_off,,72,0,1,,,,,,,0,,62,64
5952,note_off,,0,0,1,,,,,,,0,,66,64
5952,note_off,,0,0,1,,,,,,,0,,55,64
5952,note_off,,0,0,1,,,,,,,0,,60,64
5976,note_off,,24,0,1,,,,,,,0,,84,64
6000,note_on,,0,0,1,,,,,,,0,,62,127
6000,note_on,,0,0,1,,,,,,,0,,86,127
6000,note_on,,0,0,1,,,,,,,0,,66,127
6000,note_on,,0,0,1,,,,,,,0,,55,127
6000,note_on,,24,0,1,,,,,,,0,,60,127
6096,note_off,,96,0,1,,,,,,,0,,86,64
6120,note_on,,24,0,1,,,,,,,0,,84,127
6192,note_off,,0,0,1,,,,,,,0,,60,64
6192,note_off,,0,0,1,,,,,,,0,,66,64
6192,note_off,,0,0,1,,,,,,,0,,55,64
6192,note_off,,72,0,1,,,,,,,0,,62,64
6216,note_off,,24,0,1,,,,,,,0,,84,64
6240,note_on,,0,0,1,,,,,,,0,,62,127
6240,note_on,,0,0,1,,,,,,,0,,60,127
6240,note_on,,24,0,1,,,,,,,0,,66,127
6240,note_on,,0,0,1,,,,,,,0,,55,127
6240,note_on,,0,0,1,,,,,,,0,,81,127
6432,note_off,,0,0,1,,,,,,,0,,66,64
6432,note_off,,0,0,1,,,,,,,0,,62,64
6432,note_off,,0,0,1,,,,,,,0,,55,64
6432,note_off,,192,0,1,,,,,,,0,,81,64
6432,note_off,,0,0,1,,,,,,,0,,60,64
6480,note_on,,48,0,1,,,,,,,0,,66,127
6480,note_on,,0,0,1,,,,,,,0,,60,127
6480,note_on,,0,0,1,,,,,,,0,,62,127
6480,note_on,,0,0,1,,,,,,,0,,81,127
6480,note_on,,0,0,1,,,,,,,0,,55,127
6576,note_off,,96,0,1,,,,,,,0,,81,64
6600,note_on,,24,0,1,,,,,,,0,,83,127
6672,note_off,,72,0,1,,,,,,,0,,62,64
6672,note_off,,0,0,1,,,,,,,0,,55,64
6672,note_off,,0,0,1,,,,,,,0,,66,64
6672,note_off,,0,0,1,,,,,,,0,,60,64
6696,note_off,,24,0,1,,,,,,,0,,83,64
6720,note_on,,24,0,1,,,,,,,0,,55,127
6720,note_on,,0,0,1,,,,,,,0,,67,127
6720,note_on,,0,0,1,,,,,,,0,,62,127
6720,note_on,,0,0,1,,,,,,,0,,59,127
6720,note_on,,0,0,1,,,,,,,0,,79,127
6912,note_off,,0,0,1,,,,,,,0,,62,64
6912,note_off,,0,0,1,,,,,,,0,,67,64
6912,note_off,,0,0,1,,,,,,,0,,55,64
6912,note_off,,192,0,1,,,,,,,0,,59,64
6960,note_on,,0,0,1,,,,,,,0,,59,127
6960,note_on,,48,0,1,,,,,,,0,,55,127
7104,note_off,,144,0,1,,,,,,,0,,79,64
7152,note_off,,0,0,1,,,,,,,0,,59,64
7152,note_off,,48,0,1,,,,,,,0,,55,64
7200,note_on,,0,0,1,,,,,,,0,,55,127
7200,note_on,,48,0,1,,,,,,,0,,59,127
7392,note_off,,0,0,1,,,,,,,0,,59,64
7392,note_off,,192,0,1,,,,,,,0,,55,64
7440,note_on,,48,0,1,,,,,,,0,,59,127
7440,note_on,,0,0,1,,,,,,,0,,55,127
7632,note_off,,192,0,1,,,,,,,0,,55,64
7632,note_off,,0,0,1,,,,,,,0,,59,64
7680,note_on,,0,0,1,,,,,,,0,,52,127
7680,note_on,,0,0,1,,,,,,,0,,59,127
7680,note_on,,0,0,1,,,,,,,0,,83,127
7680,note_on,,48,0,1,,,,,,,0,,55,127
7776,note_off,,96,0,1,,,,,,,0,,83,64
7800,note_on,,24,0,1,,,,,,,0,,81,127
7872,note_off,,72,0,1,,,,,,,0,,59,64
7872,note_off,,0,0,1,,,,,,,0,,52,64
7872,note_off,,0,0,1,,,,,,,0,,55,64
7896,note_off,,24,0,1,,,,,,,0,,81,64
7920,note_on,,0,0,1,,,,,,,0,,55,127
7920,note_on,,0,0,1,,,,,,,0,,79,127
7920,note_on,,24,0,1,,,,,,,0,,59,127
7920,note_on,,0,0,1,,,,,,,0,,52,127
8016,note_off,,96,0,1,,,,,,,0,,79,64
8040,note_on,,24,0,1,,,,,,,0,,78,127
8112,note_off,,0,0,1,,,,,,,0,,52,64
8112,note_off,,0,0,1,,,,,,,0,,59,64
8112,note_off,,72,0,1,,,,,,,0,,55,64
8136,note_off,,24,0,1,,,,,,,0,,78,64
8160,note_on,,0,0,1,,,,,,,0,,76,127
8160,note_on,,0,0,1,,,,,,,0,,59,127
8160,note_on,,0,0,1,,,,,,,0,,55,127
8160,note_on,,24,0,1,,,,,,,0,,52,127
8256,note_off,,96,0,1,,,,,,,0,,76,64
8280,note_on,,24,0,1,,,,,,,0,,78,127
8352,note_off,,0,0,1,,,,,,,0,,52,64
8352,note_off,,72,0,1,,,,,,,0,,59,64
8352,note_off,,0,0,1,,,,,,,0,,55,64
8376,note_off,,24,0,1,,,,,,,0,,78,64
8400,note_on,,0,0,1,,,,,,,0,,79,127
8400,note_on,,0,0,1,,,,,,,0,,55,127
8400,note_on,,0,0,1,,,,,,,0,,52,127
8400,note_on,,24,0,1,,,,,,,0,,59,127
8496,note_off,,96,0,1,,,,,,,0,,79,64
8520,note_on,,24,0,1,,,,,,,0,,81,127
8592,note_off,,72,0,1,,,,,,,0,,55,64
8592,note_off,,0,0,1,,,,,,,0,,59,64
8592,note_off,,0,0,1,,,,,,,0,,52,64
8616,note_off,,24,0,1,,,,,,,0,,81,64
8640,note_on,,0,0,1,,,,,,,0,,83,127
8640,note_on,,0,0,1,,,,,,,0,,52,127
8640,note_on,,0,0,1,,,,,,,0,,55,127
8640,note_on,,24,0,1,,,,,,,0,,59,127
8832,note_off,,0,0,1,,,,,,,0,,59,64
8832,note_off,,0,0,1,,,,,,,0,,55,64
8832,note_off,,0,0,1,,,,,,,0,,52,64
8832,note_off,,192,0,1,,,,,,,0,,83,64
8880,note_on,,0,0,1,,,,,,,0,,83,127
8880,note_on,,0,0,1,,,,,,,0,,55,127
8880,note_on,,48,0,1,,,,,,,0,,59,127
8880,note_on,,0,0,1,,,,,,,0,,52,127
9072,note_off,,0,0,1,,,,,,,0,,59,64
9072,note_off,,0,0,1,,,,,,,0,,55,64
9072,note_off,,0,0,1,,,,,,,0,,52,64
9072,note_off,,192,0,1,,,,,,,0,,83,64
9120,note_on,,0,0,1,,,,,,,0,,88,127
9120,note_on,,0,0,1,,,,,,,0,,55,127
9120,note_on,,0,0,1,,,,,,,0,,52,127
9120,note_on,,48,0,1,,,,,,,0,,59,127
9312,note_off,,0,0,1,,,,,,,0,,52,64
9312,note_off,,0,0,1,,,,,,,0,,59,64
9312,note_off,,192,0,1,,,,,,,0,,55,64
9360,note_on,,48,0,1,,,,,,,0,,59,127
9360,note_on,,0,0,1,,,,,,,0,,55,127
9360,note_on,,0,0,1,,,,,,,0,,52,127
9504,note_off,,144,0,1,,,,,,,0,,88,64
9552,note_off,,0,0,1,,,,,,,0,,52,64
9552,note_off,,0,0,1,,,,,,,0,,55,64
9552,note_off,,48,0,1,,,,,,,0,,59,64
9600,note_on,,48,0,1,,,,,,,0,,47,127
9600,note_on,,0,0,1,,,,,,,0,,54,127
9600,note_on,,0,0,1,,,,,,,0,,59,127
9600,note_on,,0,0,1,,,,,,,0,,57,127
9600,note_on,,0,0,1,,,,,,,0,,88,127
9696,note_off,,96,0,1,,,,,,,0,,88,64
9720,note_on,,24,0,1,,,,,,,0,,87,127
9792,note_off,,0,0,1,,,,,,,0,,54,64
9792,note_off,,0,0,1,,,,,,,0,,59,64
9792,note_off,,72,0,1,,,,,,,0,,57,64
9792,note_off,,0,0,1,,,,,,,0,,47,64
9816,note_off,,24,0,1,,,,,,,0,,87,64
9840,note_on,,0,0,1,,,,,,,0,,88,127
9840,note_on,,0,0,1,,,,,,,0,,59,127
9840,note_on,,0,0,1,,,,,,,0,,47,127
9840,note_on,,24,0,1,,,,,,,0,,54,127
9840,note_on,,0,0,1,,,,,,,0,,57,127
9936,note_off,,96,0,1,,,,,,,0,,88,64
9960,note_on,,24,0,1,,,,,,,0,,87,127
10032,note_off,,72,0,1,,,,,,,0,,57,64
10032,note_off,,0,0,1,,,,,,,0,,59,64
10032,note_off,,0,0,1,,,,,,,0,,47,64
10032,note_off,,0,0,1,,,,,,,0,,54,64
10056,note_off,,24,0,1,,,,,,,0,,87,64
10080,note_on,,0,0,1,,,,,,,0,,83,127
10080,note_on,,0,0,1,,,,,,,0,,57,127
10080,note_on,,24,0,1,,,,,,,0,,54,127
10080,note_on,,0,0,1,,,,,,,0,,47,127
10080,note_on,,0,0,1,,,,,,,0,,59,127
10272,note_off,,0,0,1,,,,,,,0,,54,64
10272,note_off,,0,0,1,,,,,,,0,,59,64
10272,note_off,,0,0,1,,,,,,,0,,57,64
10272,note_off,,0,0,1,,,,,,,0,,47,64
10272,note_off,,192,0,1,,,,,,,0,,83,64
10320,note_on,,0,0,1,,,,,,,0,,47,127
10320,note_on,,0,0,1,,,,,,,0,,57,127
10320,note_on,,0,0,1,,,,,,,0,,59,127
10320,note_on,,48,0,1,,,,,,,0,,54,127
10512,note_off,,0,0,1,,,,,,,0,,57,64
10512,note_off,,0,0,1,,,,,,,0,,59,64
10512,note_off,,0,0,1,,,,,,,0,,54,64
10512,note_off,,192,0,1,,,,,,,0,,47,64
10560,note_on,,48,0,1,,,,,,,0,,54,127
10560,note_on,,0,0,1,,,,,,,0,,59,127
10560,note_on,,0,0,1,,,,,,,0,,47,127
10560,note_on,,0,0,1,,,,,,,0,,88,127
10560,note_on,,0,0,1,,,,,,,0,,57,127
10656,note_off,,96,0,1,,,,,,,0,,88,64
10680,note_on,,24,0,1,,,,,,,0,,87,127
10752,note_off,,72,0,1,,,,,,,0,,47,64
10752,note_off,,0,0,1,,,,,,,0,,57,64
10752,note_off,,0,0,1,,,,,,,0,,54,64
10752,note_off,,0,0,1,,,,,,,0,,59,64
10776,note_off,,24,0,1,,,,,,,0,,87,64
10800,note_on,,0,0,1,,,,,,,0,,59,127
10800,note_on,,0,0,1,,,,,,,0,,88,127
10800,note_on,,24,0,1,,,,,,,0,,54,127
10800,note_on,,0,0,1,,,,,,,0,,47,127
10800,note_on,,0,0,1,,,,,,,0,,57,127
10896,note_off,,96,0,1,,,,,,,0,,88,64
10920,note_on,,24,0,1,,,,,,,0,,87,127
10992,note_off,,0,0,1,,,,,,,0,,54,64
10992,note_off,,0,0,1,,,,,,,0,,59,64
10992,note_off,,0,0,1,,,,,,,0,,57,64
10992,note_off,,72,0,1,,,,,,,0,,47,64
11016,note_off,,24,0,1,,,,,,,0,,87,64
11040,note_on,,0,0,1,,,,,,,0,,47,127
11040,note_on,,0,0,1,,,,,,,0,,59,127
11040,note_on,,24,0,1,,,,,,,0,,54,127
11040,note_on,,0,0,1,,,,,,,0,,83,127
11040,note_on,,0,0,1,,,,,,,0,,57,127
11232,note_off,,192,0,1,,,,,,,0,,83,64
11232,note_off,,0,0,1,,,,,,,0,,57,64
11232,note_off,,0,0,1,,,,,,,0,,59,64
11232,note_off,,0,0,1,,,,,,,0,,54,64
11232,note_off,,0,0,1,,,,,,,0,,47,64
11280,note_on,,48,0,1,,,,,,,0,,54,127
11280,note_on,,0,0,1,,,,,,,0,,59,127
11280,note_on,,0,0,1,,,,,,,0,,57,127
11280,note_on,,0,0,1,,,,,,,0,,47,127
11472,note_off,,0,0,1,,,,,,,0,,57,64
11472,note_off,,0,0,1,,,,,,,0,,59,64
11472,note_off,,0,0,1,,,,,,,0,,54,64
11472,note_off,,192,0,1,,,,,,,0,,47,64
11520,note_on,,0,0,1,,,,,,,0,,83,127
11520,note_on,,0,0,1,,,,,,,0,,52,127
11520,note_on,,0,0,1,,,,,,,0,,55,127
11520,note_on,,48,0,1,,,,,,,0,,59,127
11616,note_off,,96,0,1,,,,,,,0,,83,64
11640,note_on,,24,0,1,,,,,,,0,,81,127
11712,note_off,,72,0,1,,,,,,,0,,52,64
11712,note_off,,0,0,1,,,,,,,0,,55,64
11712,note_off,,0,0,1,,,,,,,0,,59,64
11736,note_off,,24,0,1,,,,,,,0,,81,64
11760,note_on,,0,0,1,,,,,,,0,,79,127
11760,note_on,,24,0,1,,,,,,,0,,52,127
11760,note_on,,0,0,1,,,,,,,0,,59,127
11760,note_on,,0,0,1,,,,,,,0,,55,127
11856,note_off,,96,0,1,,,,,,,0,,79,64
11880,note_on,,24,0,1,,,,,,,0,,78,127
11952,note_off,,72,0,1,,,,,,,0,,55,64
11952,note_off,,0,0,1,,,,,,,0,,52,64
11952,note_off,,0,0,1,,,,,,,0,,59,64
11976,note_off,,24,0,1,,,,,,,0,,78,64
12000,note_on,,24,0,1,,,,,,,0,,52,127
12000,note_on,,0,0,1,,,,,,,0,,59,127
12000,note_on,,0,0,1,,,,,,,0,,76,127
12000,note_on,,0,0,1,,,,,,,0,,55,127
12096,note_off,,96,0,1,,,,,,,0,,76,64
12120,note_on,,24,0,1,,,,,,,0,,78,127
12192,note_off,,0,0,1,,,,,,,0,,52,64
12192,note_off,,0,0,1,,,,,,,0,,55,64
12192,note_off,,72,0,1,,,,,,,0,,59,64
12216,note_off,,24,0,1,,,,,,,0,,78,64
12240,note_on,,0,0,1,,,,,,,0,,79,127
12240,note_on,,0,0,1,,,,,,,0,,59,127
12240,note_on,,0,0,1,,,,,,,0,,52,127
12240,note_on,,24,0,1,,,,,,,0,,55,127
12336,note_off,,96,0,1,,,,,,,0,,79,64
12360,note_on,,24,0,1,,,,,,,0,,81,127
12432,note_off,,72,0,1,,,,,,,0,,59,64
12432,note_off,,0,0,1,,,,,,,0,,52,64
12432,note_off,,0,0,1,,,,,,,0,,55,64
12456,note_off,,24,0,1,,,,,,,0,,81,64
12480,note_on,,0,0,1,,,,,,,0,,83,127
12480,note_on,,0,0,1,,,,,,,0,,55,127
12480,note_on,,0,0,1,,,,,,,0,,52,127
12480,note_on,,24,0,1,,,,,,,0,,59,127
12672,note_off,,0,0,1,,,,,,,0,,59,64
12672,note_off,,0,0,1,,,,,,,0,,52,64
12672,note_off,,0,0,1,,,,,,,0,,55,64
12672,note_off,,192,0,1,,,,,,,0,,83,64
12720,note_on,,0,0,1,,,,,,,0,,52,127
12720,note_on,,0,0,1,,,,,,,0,,55,127
12720,note_on,,0,0,1,,,,,,,0,,83,127
12720,note_on,,48,0,1,,,,,,,0,,59,127
12912,note_off,,192,0,1,,,,,,,0,,83,64
12912,note_off,,0,0,1,,,,,,,0,,55,64
12912,note_off,,0,0,1,,,,,,,0,,59,64
12912,note_off,,0,0,1,,,,,,,0,,52,64
12960,note_on,,48,0,1,,,,,,,0,,59,127
12960,note_on,,0,0,1,,,,,,,0,,55,127
12960,note_on,,0,0,1,,,,,,,0,,52,127
12960,note_on,,0,0,1,,,,,,,0,,88,127
13152,note_off,,192,0,1,,,,,,,0,,52,64
13152,note_off,,0,0,1,,,,,,,0,,59,64
13152,note_off,,0,0,1,,,,,,,0,,55,64
13200,note_on,,0,0,1,,,,,,,0,,52,127
13200,note_on,,0,0,1,,,,,,,0,,55,127
13200,note_on,,48,0,1,,,,,,,0,,59,127
13344,note_off,,144,0,1,,,,,,,0,,88,64
13392,note_off,,0,0,1,,,,,,,0,,55,64
13392,note_off,,0,0,1,,,,,,,0,,52,64
13392,note_off,,48,0,1,,,,,,,0,,59,64
13440,note_on,,0,0,1,,,,,,,0,,45,127
13440,note_on,,0,0,1,,,,,,,0,,52,127
13440,note_on,,0,0,1,,,,,,,0,,57,127
13440,note_on,,0,0,1,,,,,,,0,,59,127
13440,note_on,,48,0,1,,,,,,,0,,85,127
13488,note_off,,48,0,1,,,,,,,0,,85,64
13500,note_on,,12,0,1,,,,,,,0,,86,127
13548,note_off,,48,0,1,,,,,,,0,,86,64
13560,note_on,,12,0,1,,,,,,,0,,85,127
13608,note_off,,48,0,1,,,,,,,0,,85,64
13620,note_on,,12,0,1,,,,,,,0,,86,127
13632,note_off,,0,0,1,,,,,,,0,,57,64
