tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,program,channel,control,value,note,velocity
288,note_on,0,0,2,,,,,,,,,1,,,67,45
288,note_on,0,0,2,,,,,,,,,1,,,64,0
288,note_on,96,0,2,,,,,,,,,1,,,60,0
384,note_on,0,0,2,,,,,,,,,1,,,65,45
384,note_on,0,0,2,,,,,,,,,1,,,62,45
384,note_on,96,0,2,,,,,,,,,1,,,67,0
384,note_on,144,0,1,,,,,,,,,0,,,72,60
480,note_on,0,0,2,,,,,,,,,1,,,67,45
480,note_on,0,0,2,,,,,,,,,1,,,65,0
480,note_on,96,0,2,,,,,,,,,1,,,62,0
480,note_on,0,0,1,,,,,,,,,0,,,71,60
480,note_on,96,0,1,,,,,,,,,0,,,72,0
576,note_on,0,0,2,,,,,,,,,1,,,65,45
576,note_on,0,0,2,,,,,,,,,1,,,62,45
576,note_on,96,0,2,,,,,,,,,1,,,67,0
576,note_on,96,0,1,,,,,,,,,0,,,71,0
576,note_on,0,0,1,,,,,,,,,0,,,69,60
672,note_on,0,0,2,,,,,,,,,1,,,67,45
672,note_on,96,0,2,,,,,,,,,1,,,62,0
672,note_on,96,0,1,,,,,,,,,0,,,69,0
672,note_on,0,0,1,,,,,,,,,0,,,71,60
672,note_on,0,0,2,,,,,,,,,1,,,65,0
768,note_on,96,0,1,,,,,,,,,0,,,71,0
768,note_on,0,0,1,,,,,,,,,0,,,72,60
768,note_on,96,0,2,,,,,,,,,1,,,67,0
768,note_on,0,0,2,,,,,,,,,1,,,60,45
768,note_on,0,0,2,,,,,,,,,1,,,64,45
816,note_on,48,0,1,,,,,,,,,0,,,72,60
864,note_on,96,0,2,,,,,,,,,1,,,60,0
864,note_on,0,0,2,,,,,,,,,1,,,67,45
864,note_on,0,0,2,,,,,,,,,1,,,64,0
864,note_on,48,0,1,,,,,,,,,0,,,72,0
864,note_on,0,0,1,,,,,,,,,0,,,72,60
912,note_on,48,0,1,,,,,,,,,0,,,72,0
912,note_on,0,0,1,,,,,,,,,0,,,72,60
928,note_on,16,0,1,,,,,,,,,0,,,72,0
960,note_on,0,0,1,,,,,,,,,0,,,72,60
960,note_on,0,0,2,,,,,,,,,1,,,60,45
960,note_on,0,0,2,,,,,,,,,1,,,64,45
960,note_on,96,0,2,,,,,,,,,1,,,67,0
960,note_on,32,0,1,,,,,,,,,0,,,72,0
1056,note_on,96,0,2,,,,,,,,,1,,,60,0
1056,note_on,0,0,2,,,,,,,,,1,,,64,0
1056,note_on,0,0,2,,,,,,,,,1,,,67,45
1104,note_on,0,0,1,,,,,,,,,0,,,76,60
1104,note_on,144,0,1,,,,,,,,,0,,,72,0
1152,note_on,48,0,1,,,,,,,,,0,,,76,0
1152,note_on,0,0,1,,,,,,,,,0,,,79,60
1152,note_on,0,0,2,,,,,,,,,1,,,62,45
1152,note_on,0,0,2,,,,,,,,,1,,,59,45
1152,note_on,96,0,2,,,,,,,,,1,,,67,0
1248,note_on,0,0,2,,,,,,,,,1,,,67,45
1248,note_on,0,0,2,,,,,,,,,1,,,62,0
1248,note_on,96,0,2,,,,,,,,,1,,,59,0
1344,note_on,0,0,2,,,,,,,,,1,,,59,45
1344,note_on,0,0,2,,,,,,,,,1,,,62,45
1344,note_on,96,0,2,,,,,,,,,1,,,67,0
1440,note_on,96,0,2,,,,,,,,,1,,,59,0
1440,note_on,0,0,2,,,,,,,,,1,,,62,0
1440,note_on,0,0,2,,,,,,,,,1,,,67,45
1488,note_on,336,0,1,,,,,,,,,0,,,79,0
1536,note_on,0,0,2,,,,,,,,,1,,,60,45
1536,note_on,0,0,2,,,,,,,,,1,,,57,45
1536,note_on,96,0,2,,,,,,,,,1,,,67,0
1536,note_on,48,0,1,,,,,,,,,0,,,77,60
1632,note_on,96,0,2,,,,,,,,,1,,,57,0
1632,note_on,0,0,2,,,,,,,,,1,,,60,0
1632,note_on,0,0,2,,,,,,,,,1,,,65,45
1632,note_on,0,0,1,,,,,,,,,0,,,81,60
1632,note_on,96,0,1,,,,,,,,,0,,,77,0
1728,note_on,96,0,2,,,,,,,,,1,,,65,0
1728,note_on,0,0,2,,,,,,,,,1,,,59,45
1728,note_on,0,0,2,,,,,,,,,1,,,62,45
1824,note_on,0,0,1,,,,,,,,,0,,,79,60
1824,note_on,0,0,2,,,,,,,,,1,,,62,0
1824,note_on,0,0,2,,,,,,,,,1,,,67,45
1824,note_on,192,0,1,,,,,,,,,0,,,81,0
1824,note_on,96,0,2,,,,,,,,,1,,,59,0
1872,note_on,48,0,1,,,,,,,,,0,,,79,0
1872,note_on,0,0,1,,,,,,,,,0,,,77,60
1920,note_on,96,0,2,,,,,,,,,1,,,67,0
1920,note_on,48,0,1,,,,,,,,,0,,,77,0
1920,note_on,0,0,2,,,,,,,,,1,,,60,45
1920,note_on,0,0,1,,,,,,,,,0,,,76,60
2016,note_on,96,0,1,,,,,,,,,0,,,76,0
2016,note_on,0,0,1,,,,,,,,,0,,,79,60
2016,note_on,0,0,2,,,,,,,,,1,,,64,45
2016,note_on,96,0,2,,,,,,,,,1,,,60,0
2048,note_on,32,0,2,,,,,,,,,1,,,64,0
2112,note_on,64,0,2,,,,,,,,,1,,,52,45
2112,note_on,0,0,2,,,,,,,,,1,,,55,45
2206,note_on,0,0,2,,,,,,,,,1,,,55,0
2206,note_on,94,0,2,,,,,,,,,1,,,52,0
2208,note_on,0,0,1,,,,,,,,,0,,,77,60
2208,note_on,192,0,1,,,,,,,,,0,,,79,0
2208,note_on,2,0,2,,,,,,,,,1,,,60,45
2256,note_on,0,0,1,,,,,,,,,0,,,76,60
2256,note_on,48,0,1,,,,,,,,,0,,,77,0
2302,note_on,94,0,2,,,,,,,,,1,,,60,0
2304,note_on,0,0,2,,,,,,,,,1,,,53,45
2304,note_on,2,0,2,,,,,,,,,1,,,53,45
2304,note_on,48,0,1,,,,,,,,,0,,,76,0
2304,note_on,0,0,1,,,,,,,,,0,,,74,60
2352,note_on,48,0,1,,,,,,,,,0,,,74,0
2352,note_on,0,0,1,,,,,,,,,0,,,76,60
2398,note_on,94,0,2,,,,,,,,,1,,,53,0
2400,note_on,48,0,1,,,,,,,,,0,,,76,0
2400,note_on,0,0,1,,,,,,,,,0,,,77,60
2400,note_on,2,0,2,,,,,,,,,1,,,57,45
2448,note_on,48,0,1,,,,,,,,,0,,,77,0
2448,note_on,0,0,1,,,,,,,,,0,,,76,60
2494,note_on,94,0,2,,,,,,,,,1,,,57,0
2496,note_on,48,0,1,,,,,,,,,0,,,76,0
2496,note_on,0,0,1,,,,,,,,,0,,,79,60
2496,note_on,2,0,2,,,,,,,,,1,,,62,45
2544,note_on,48,0,1,,,,,,,,,0,,,79,0
2544,note_on,0,0,1,,,,,,,,,0,,,77,60
2590,note_on,94,0,2,,,,,,,,,1,,,62,0
2592,note_on,48,0,1,,,,,,,,,0,,,77,0
2592,note_on,0,0,1,,,,,,,,,0,,,76,60
2592,note_on,2,0,2,,,,,,,,,1,,,65,45
2640,note_on,48,0,1,,,,,,,,,0,,,76,0
2640,note_on,0,0,1,,,,,,,,,0,,,74,60
2640,note_on,48,0,2,,,,,,,,,1,,,53,0
2686,note_on,46,0,2,,,,,,,,,1,,,65,0
2688,note_on,0,0,1,,,,,,,,,0,,,72,60
2688,note_on,48,0,1,,,,,,,,,0,,,74,0
2688,note_on,2,0,2,,,,,,,,,1,,,55,45
2784,note_on,96,0,2,,,,,,,,,1,,,64,45
2880,note_on,192,0,1,,,,,,,,,0,,,72,0
2880,note_on,0,0,1,,,,,,,,,0,,,71,60
2880,note_on,0,0,2,,,,,,,,,1,,,62,45
2880,note_on,96,0,2,,,,,,,,,1,,,64,0
2912,note_on,32,0,2,,,,,,,,,1,,,62,0
2912,note_on,32,0,1,,,,,,,,,0,,,71,0
2944,note_on,32,0,2,,,,,,,,,1,,,55,0
2976,note_on,64,0,1,,,,,,,,,0,,,67,60
3008,note_on,32,0,1,,,,,,,,,0,,,67,0
3072,note_on,64,0,1,,,,,,,,,0,,,67,60
3072,note_on,0,0,2,,,,,,,,,1,,,64,45
3072,note_on,128,0,2,,,,,,,,,1,,,60,45
3096,note_on,24,0,1,,,,,,,,,0,,,67,0
3096,note_on,0,0,1,,,,,,,,,0,,,72,60
3152,note_on,56,0,1,,,,,,,,,0,,,72,0
3166,note_on,0,0,2,,,,,,,,,1,,,64,0
3166,note_on,94,0,2,,,,,,,,,1,,,60,0
3168,note_on,2,0,2,,,,,,,,,1,,,67,45
3262,note_on,94,0,2,,,,,,,,,1,,,67,0
3264,note_on,112,0,1,,,,,,,,,0,,,72,60
3264,note_on,0,0,2,,,,,,,,,1,,,64,45
3264,note_on,2,0,2,,,,,,,,,1,,,60,45
3312,note_on,48,0,1,,,,,,,,,0,,,72,0
3358,note_on,94,0,2,,,,,,,,,1,,,60,0
3358,note_on,0,0,2,,,,,,,,,1,,,64,0
3360,note_on,2,0,2,,,,,,,,,1,,,67,45
3454,note_on,94,0,2,,,,,,,,,1,,,67,0
3456,note_on,0,0,2,,,,,,,,,1,,,65,45
3456,note_on,2,0,2,,,,,,,,,1,,,62,45
3456,note_on,144,0,1,,,,,,,,,0,,,72,60
3552,note_on,96,0,1,,,,,,,,,0,,,72,0
3552,note_on,0,0,1,,,,,,,,,0,,,71,60
3552,note_on,0,0,2,,,,,,,,,1,,,67,45
3552,note_on,0,0,2,,,,,,,,,1,,,65,0
3552,note_on,96,0,2,,,,,,,,,1,,,62,0
3648,note_on,96,0,1,,,,,,,,,0,,,71,0
3648,note_on,0,0,1,,,,,,,,,0,,,69,60
3648,note_on,0,0,2,,,,,,,,,1,,,65,45
3648,note_on,0,0,2,,,,,,,,,1,,,62,45
3648,note_on,96,0,2,,,,,,,,,1,,,67,0
3744,note_on,0,0,2,,,,,,,,,1,,,65,0
3744,note_on,96,0,2,,,,,,,,,1,,,62,0
3744,note_on,0,0,2,,,,,,,,,1,,,67,45
3744,note_on,96,0,1,,,,,,,,,0,,,69,0
3744,note_on,0,0,1,,,,,,,,,0,,,71,60
3840,note_on,0,0,2,,,,,,,,,1,,,60,45
3840,note_on,96,0,1,,,,,,,,,0,,,71,0
3840,note_on,0,0,1,,,,,,,,,0,,,72,60
3840,note_on,0,0,2,,,,,,,,,1,,,64,45
3840,note_on,96,0,2,,,,,,,,,1,,,67,0
3888,note_on,48,0,1,,,,,,,,,0,,,72,60
3936,note_on,48,0,1,,,,,,,,,0,,,72,0
3936,note_on,0,0,1,,,,,,,,,0,,,72,60
3936,note_on,96,0,2,,,,,,,,,1,,,60,0
3936,note_on,0,0,2,,,,,,,,,1,,,64,0
3936,note_on,0,0,2,,,,,,,,,1,,,67,45
3984,note_on,0,0,1,,,,,,,,,0,,,72,60
3984,note_on,48,0,1,,,,,,,,,0,,,72,0
4000,note_on,16,0,1,,,,,,,,,0,,,72,0
4032,note_on,96,0,2,,,,,,,,,1,,,67,0
4032,note_on,0,0,2,,,,,,,,,1,,,60,45
4032,note_on,0,0,2,,,,,,,,,1,,,64,45
4032,note_on,32,0,1,,,,,,,,,0,,,72,0
4032,note_on,0,0,1,,,,,,,,,0,,,72,60
4128,note_on,0,0,2,,,,,,,,,1,,,67,45
4128,note_on,96,0,2,,,,,,,,,1,,,60,0
4128,note_on,0,0,2,,,,,,,,,1,,,64,0
4176,note_on,0,0,1,,,,,,,,,0,,,76,60
4176,note_on,144,0,1,,,,,,,,,0,,,72,0
4224,note_on,48,0,1,,,,,,,,,0,,,76,0
4224,note_on,96,0,2,,,,,,,,,1,,,67,0
4224,note_on,0,0,2,,,,,,,,,1,,,59,45
4224,note_on,0,0,2,,,,,,,,,1,,,62,45
4224,note_on,0,0,1,,,,,,,,,0,,,79,60
4320,note_on,96,0,2,,,,,,,,,1,,,59,0
4320,note_on,0,0,2,,,,,,,,,1,,,62,0
4320,note_on,0,0,2,,,,,,,,,1,,,67,45
4416,note_on,96,0,2,,,,,,,,,1,,,67,0
4416,note_on,0,0,2,,,,,,,,,1,,,62,45
4416,note_on,0,0,2,,,,,,,,,1,,,59,45
4512,note_on,96,0,2,,,,,,,,,1,,,59,0
4512,note_on,0,0,2,,,,,,,,,1,,,62,0
4512,note_on,0,0,2,,,,,,,,,1,,,67,45
4560,note_on,336,0,1,,,,,,,,,0,,,79,0
4608,note_on,96,0,2,,,,,,,,,1,,,67,0
4608,note_on,0,0,2,,,,,,,,,1,,,57,45
4608,note_on,0,0,2,,,,,,,,,1,,,60,45
4608,note_on,48,0,1,,,,,,,,,0,,,77,60
4704,note_on,0,0,2,,,,,,,,,1,,,60,0
4704,note_on,96,0,2,,,,,,,,,1,,,57,0
4704,note_on,0,0,2,,,,,,,,,1,,,65,45
4800,note_on,0,0,1,,,,,,,,,0,,,77,60
4800,note_on,0,0,2,,,,,,,,,1,,,62,45
4800,note_on,192,0,1,,,,,,,,,0,,,77,0
4800,note_on,96,0,2,,,,,,,,,1,,,65,0
4800,note_on,0,0,2,,,,,,,,,1,,,59,45
4848,note_on,0,0,1,,,,,,,,,0,,,81,60
4848,note_on,48,0,1,,,,,,,,,0,,,77,0
4896,note_on,96,0,2,,,,,,,,,1,,,59,0
4896,note_on,0,0,2,,,,,,,,,1,,,62,0
4896,note_on,0,0,2,,,,,,,,,1,,,67,45
4896,note_on,48,0,1,,,,,,,,,0,,,81,0
4896,note_on,0,0,1,,,,,,,,,0,,,79,60
4944,note_on,48,0,1,,,,,,,,,0,,,79,0
4944,note_on,0,0,1,,,,,,,,,0,,,77,60
4992,note_on,0,0,2,,,,,,,,,1,,,60,45
4992,note_on,48,0,1,,,,,,,,,0,,,77,0
4992,note_on,96,0,2,,,,,,,,,1,,,67,0
4992,note_on,0,0,2,,,,,,,,,1,,,64,45
4992,note_on,0,0,1,,,,,,,,,0,,,76,60
5040,note_on,48,0,1,,,,,,,,,0,,,76,0
5040,note_on,0,0,1,,,,,,,,,0,,,79,60
5086,note_on,94,0,2,,,,,,,,,1,,,60,0
5086,note_on,0,0,2,,,,,,,,,1,,,64,0
5088,note_on,0,0,1,,,,,,,,,0,,,77,60
5088,note_on,48,0,1,,,,,,,,,0,,,79,0
5088,note_on,2,0,2,,,,,,,,,1,,,67,45
5120,note_on,32,0,2,,,,,,,,,1,,,67,0
5136,note_on,48,0,1,,,,,,,,,0,,,77,0
5136,note_on,0,0,1,,,,,,,,,0,,,76,60
5184,note_on,64,0,2,,,,,,,,,1,,,53,45
5184,note_on,0,0,1,,,,,,,,,0,,,74,60
5184,note_on,48,0,1,,,,,,,,,0,,,76,0
5232,note_on,0,0,1,,,,,,,,,0,,,77,60
5232,note_on,48,0,1,,,,,,,,,0,,,74,0
5280,note_on,48,0,1,,,,,,,,,0,,,77,0
5280,note_on,96,0,2,,,,,,,,,1,,,53,0
5280,note_on,0,0,2,,,,,,,,,1,,,65,45
5280,note_on,0,0,1,,,,,,,,,0,,,76,60
5328,note_on,0,0,1,,,,,,,,,0,,,74,60
5328,note_on,48,0,1,,,,,,,,,0,,,76,0
5374,note_on,94,0,2,,,,,,,,,1,,,65,0
5376,note_on,2,0,2,,,,,,,,,1,,,55,45
5376,note_on,48,0,1,,,,,,,,,0,,,74,0
5376,note_on,0,0,1,,,,,,,,,0,,,72,60
5424,note_on,48,0,1,,,,,,,,,0,,,72,60
5472,note_on,48,0,1,,,,,,,,,0,,,72,0
5472,note_on,0,0,2,,,,,,,,,1,,,64,45
5472,note_on,96,0,2,,,,,,,,,1,,,55,0
5472,note_on,0,0,1,,,,,,,,,0,,,72,60
5520,note_on,48,0,1,,,,,,,,,0,,,72,0
5520,note_on,0,0,1,,,,,,,,,0,,,72,60
5536,note_on,16,0,1,,,,,,,,,0,,,72,0
5568,note_on,96,0,2,,,,,,,,,1,,,64,0
5568,note_on,0,0,2,,,,,,,,,1,,,55,45
5568,note_on,32,0,1,,,,,,,,,0,,,72,0
5568,note_on,0,0,1,,,,,,,,,0,,,76,60
5664,note_on,96,0,2,,,,,,,,,1,,,55,0
5664,note_on,0,0,2,,,,,,,,,1,,,65,45
5664,note_on,96,0,1,,,,,,,,,0,,,76,0
5664,note_on,0,0,1,,,,,,,,,0,,,74,60
5758,note_on,94,0,2,,,,,,,,,1,,,65,0
5760,note_on,96,0,1,,,,,,,,,0,,,74,0
5760,note_on,0,0,1,,,,,,,,,0,,,72,60
5760,note_on,0,0,1,,,,,,,,,0,,,64,60
5760,note_on,2,0,2,,,,,,,,,1,,,48,60
5856,note_on,96,0,2,,,,,,,,,1,,,48,0
5856,note_on,0,0,2,,,,,,,,,1,,,55,60
5888,note_on,32,0,2,,,,,,,,,1,,,55,0
5920,note_on,0,0,1,,,,,,,,,0,,,72,0
5920,note_on,160,0,1,,,,,,,,,0,,,64,0
5952,note_on,64,0,2,,,,,,,,,1,,,55,60
5984,note_on,32,0,2,,,,,,,,,1,,,55,0
6048,note_on,64,0,2,,,,,,,,,1,,,55,60
6080,note_on,32,0,2,,,,,,,,,1,,,55,0
6144,note_on,64,0,2,,,,,,,,,1,,,52,60
6144,note_on,0,0,2,,,,,,,,,1,,,60,60
6240,note_on,320,0,1,,,,,,,,,0,,,67,75
6240,note_on,96,0,2,,,,,,,,,1,,,52,0
6240,note_on,0,0,2,,,,,,,,,1,,,55,60
6272,note_on,32,0,1,,,,,,,,,0,,,67,0
6272,note_on,32,0,2,,,,,,,,,1,,,55,0
6336,note_on,64,0,1,,,,,,,,,0,,,72,75
6336,note_on,64,0,2,,,,,,,,,1,,,55,60
6368,note_on,32,0,2,,,,,,,,,1,,,55,0
6368,note_on,32,0,1,,,,,,,,,0,,,72,0
6432,note_on,64,0,2,,,,,,,,,1,,,55,60
6432,note_on,64,0,1,,,,,,,,,0,,,76,75
6464,note_on,32,0,2,,,,,,,,,1,,,55,0
6464,note_on,32,0,1,,,,,,,,,0,,,76,0
6480,note_on,16,0,2,,,,,,,,,1,,,60,0
6528,note_on,0,0,2,,,,,,,,,1,,,59,60
6528,note_on,48,0,2,,,,,,,,,1,,,50,60
6528,note_on,64,0,1,,,,,,,,,0,,,77,75
6624,note_on,96,0,2,,,,,,,,,1,,,50,0
6624,note_on,0,0,2,,,,,,,,,1,,,55,60
6656,note_on,32,0,2,,,,,,,,,1,,,55,0
6670,note_on,142,0,1,,,,,,,,,0,,,77,0
6672,note_on,2,0,1,,,,,,,,,0,,,74,75
6718,note_on,46,0,1,,,,,,,,,0,,,74,0
6720,note_on,2,0,1,,,,,,,,,0,,,71,75
6720,note_on,64,0,2,,,,,,,,,1,,,55,60
6752,note_on,32,0,2,,,,,,,,,1,,,55,0
6816,note_on,64,0,2,,,,,,,,,1,,,55,60
6848,note_on,32,0,2,,,,,,,,,1,,,55,0
6864,note_on,16,0,2,,,,,,,,,1,,,59,0
6880,note_on,160,0,1,,,,,,,,,0,,,71,0
6912,note_on,48,0,2,,,,,,,,,1,,,53,60
6912,note_on,0,0,2,,,,,,,,,1,,,62,60
7008,note_on,128,0,1,,,,,,,,,0,,,67,75
7008,note_on,96,0,2,,,,,,,,,1,,,53,0
7008,note_on,0,0,2,,,,,,,,,1,,,55,60
7040,note_on,32,0,1,,,,,,,,,0,,,67,0
7040,note_on,32,0,2,,,,,,,,,1,,,55,0
7104,note_on,64,0,1,,,,,,,,,0,,,71,75
7104,note_on,64,0,2,,,,,,,,,1,,,55,60
7136,note_on,32,0,2,,,,,,,,,1,,,55,0
7136,note_on,32,0,1,,,,,,,,,0,,,71,0
7200,note_on,64,0,2,,,,,,,,,1,,,55,60
7200,note_on,64,0,1,,,,,,,,,0,,,74,75
7232,note_on,32,0,1,,,,,,,,,0,,,74,0
7232,note_on,32,0,2,,,,,,,,,1,,,55,0
7248,note_on,16,0,2,,,,,,,,,1,,,62,0
7296,note_on,48,0,2,,,,,,,,,1,,,52,60
7296,note_on,64,0,1,,,,,,,,,0,,,76,75
7296,note_on,0,0,2,,,,,,,,,1,,,60,60
7392,note_on,96,0,2,,,,,,,,,1,,,52,0
7392,note_on,0,0,2,,,,,,,,,1,,,55,60
7424,note_on,32,0,2,,,,,,,,,1,,,55,0
7438,note_on,142,0,1,,,,,,,,,0,,,76,0
7440,note_on,2,0,1,,,,,,,,,0,,,72,75
7486,note_on,46,0,1,,,,,,,,,0,,,72,0
7488,note_on,64,0,2,,,,,,,,,1,,,55,60
7488,note_on,2,0,1,,,,,,,,,0,,,67,75
7520,note_on,32,0,2,,,,,,,,,1,,,55,0
7584,note_on,64,0,2,,,,,,,,,1,,,55,60
7616,note_on,32,0,2,,,,,,,,,1,,,55,0
7632,note_on,16,0,2,,,,,,,,,1,,,60,0
7648,note_on,160,0,1,,,,,,,,,0,,,67,0
7680,note_on,48,0,2,,,,,,,,,1,,,48,60
7680,note_on,0,0,2,,,,,,,,,1,,,52,60
7774,note_on,94,0,2,,,,,,,,,1,,,52,0
7776,note_on,128,0,1,,,,,,,,,0,,,67,75
7776,note_on,2,0,2,,,,,,,,,1,,,55,60
7808,note_on,32,0,2,,,,,,,,,1,,,55,0
7824,note_on,48,0,1,,,,,,,,,0,,,67,0
7824,note_on,0,0,1,,,,,,,,,0,,,69,75
7872,note_on,48,0,1,,,,,,,,,0,,,69,0
7872,note_on,0,0,1,,,,,,,,,0,,,71,75
7872,note_on,64,0,2,,,,,,,,,1,,,55,60
7904,note_on,32,0,2,,,,,,,,,1,,,55,0
7920,note_on,0,0,1,,,,,,,,,0,,,72,75
7920,note_on,48,0,1,,,,,,,,,0,,,71,0
7968,note_on,48,0,1,,,,,,,,,0,,,72,0
7968,note_on,0,0,1,,,,,,,,,0,,,74,75
7968,note_on,64,0,2,,,,,,,,,1,,,55,60
8016,note_on,0,0,1,,,,,,,,,0,,,76,75
8016,note_on,48,0,2,,,,,,,,,1,,,48,0
8016,note_on,48,0,1,,,,,,,,,0,,,74,0
8062,note_on,46,0,2,,,,,,,,,1,,,55,0
8062,note_on,46,0,1,,,,,,,,,0,,,76,0
8064,note_on,2,0,2,,,,,,,,,1,,,50,60
8064,note_on,0,0,2,,,,,,,,,1,,,53,60
8064,note_on,2,0,1,,,,,,,,,0,,,79,75
8112,note_on,48,0,1,,,,,,,,,0,,,79,0
8112,note_on,0,0,1,,,,,,,,,0,,,77,75
8158,note_on,46,0,1,,,,,,,,,0,,,77,0
8160,note_on,96,0,2,,,,,,,,,1,,,53,0
8160,note_on,0,0,2,,,,,,,,,1,,,55,60
8160,note_on,2,0,1,,,,,,,,,0,,,76,75
8192,note_on,32,0,2,,,,,,,,,1,,,55,0
8208,note_on,48,0,1,,,,,,,,,0,,,76,0
8208,note_on,0,0,1,,,,,,,,,0,,,74,75
8254,note_on,46,0,1,,,,,,,,,0,,,74,0
8256,note_on,2,0,1,,,,,,,,,0,,,72,75
8256,note_on,64,0,2,,,,,,,,,1,,,55,60
8288,note_on,32,0,2,,,,,,,,,1,,,55,0
8350,note_on,94,0,1,,,,,,,,,0,,,72,0
8352,note_on,2,0,1,,,,,,,,,0,,,71,75
8352,note_on,64,0,2,,,,,,,,,1,,,55,60
8384,note_on,32,0,1,,,,,,,,,0,,,71,0
8384,note_on,32,0,2,,,,,,,,,1,,,55,0
8400,note_on,16,0,2,,,,,,,,,1,,,50,0
8448,note_on,48,0,2,,,,,,,,,1,,,47,60
8448,note_on,0,0,2,,,,,,,,,1,,,53,60
8544,note_on,160,0,1,,,,,,,,,0,,,79,75
8544,note_on,96,0,2,,,,,,,,,1,,,53,0
8544,note_on,0,0,2,,,,,,,,,1,,,55,60
8576,note_on,32,0,2,,,,,,,,,1,,,55,0
8590,note_on,46,0,1,,,,,,,,,0,,,79,0
8592,note_on,2,0,1,,,,,,,,,0,,,81,75
8638,note_on,46,0,1,,,,,,,,,0,,,81,0
8640,note_on,64,0,2,,,,,,,,,1,,,55,60
8640,note_on,2,0,1,,,,,,,,,0,,,83,75
8672,note_on,32,0,2,,,,,,,,,1,,,55,0
8686,note_on,46,0,1,,,,,,,,,0,,,83,0
8688,note_on,2,0,1,,,,,,,,,0,,,84,75
8734,note_on,46,0,1,,,,,,,,,0,,,84,0
8736,note_on,64,0,2,,,,,,,,,1,,,55,60
8736,note_on,2,0,1,,,,,,,,,0,,,86,75
8782,note_on,46,0,1,,,,,,,,,0,,,86,0
8784,note_on,48,0,2,,,,,,,,,1,,,47,0
8784,note_on,2,0,1,,,,,,,,,0,,,87,75
8830,note_on,46,0,2,,,,,,,,,1,,,55,0
8830,note_on,46,0,1,,,,,,,,,0,,,87,0
8832,note_on,2,0,2,,,,,,,,,1,,,48,60
8832,note_on,0,0,2,,,,,,,,,1,,,52,60
8832,note_on,2,0,1,,,,,,,,,0,,,88,75
8878,note_on,46,0,1,,,,,,,,,0,,,88,0
8880,note_on,2,0,1,,,,,,,,,0,,,87,74
8926,note_on,46,0,1,,,,,,,,,0,,,87,0
8928,note_on,2,0,1,,,,,,,,,0,,,89,73
8974,note_on,46,0,1,,,,,,,,,0,,,89,0
8976,note_on,2,0,1,,,,,,,,,0,,,88,72
8992,note_on,0,0,2,,,,,,,,,1,,,52,0
8992,note_on,160,0,2,,,,,,,,,1,,,48,0
9022,note_on,46,0,1,,,,,,,,,0,,,88,0
9024,note_on,2,0,1,,,,,,,,,0,,,86,71
9070,note_on,46,0,1,,,,,,,,,0,,,86,0
9072,note_on,2,0,1,,,,,,,,,0,,,84,70
9118,note_on,46,0,1,,,,,,,,,0,,,84,0
9120,note_on,2,0,1,,,,,,,,,0,,,83,69
9166,note_on,46,0,1,,,,,,,,,0,,,83,0
9168,note_on,2,0,1,,,,,,,,,0,,,81,68
9214,note_on,46,0,1,,,,,,,,,0,,,81,0
9216,note_on,2,0,1,,,,,,,,,0,,,79,67
9248,note_on,32,0,1,,,,,,,,,0,,,79,0
9264,note_on,16,0,1,,,,,,,,,0,,,88,66
