tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
480,control_change,,0,0,11,,,,,,,11,91,85,,,
480,control_change,,0,0,2,,,,,,,1,10,71,,,
480,control_change,,0,0,2,,,,,,,1,7,90,,,
480,control_change,,0,0,2,,,,,,,1,91,85,,,
480,program_change,,480,0,2,,,,,,,1,,,68,,
480,program_change,,480,0,11,,,,,,,11,,,48,,
480,program_change,,480,0,8,,,,,,,7,,,48,,
480,program_change,,480,0,13,,,,,,,13,,,45,,
480,control_change,,0,0,13,,,,,,,13,7,90,,,
480,control_change,,0,0,13,,,,,,,13,91,85,,,
480,control_change,,0,0,13,,,,,,,13,93,90,,,
540,control_change,,60,0,12,,,,,,,12,7,90,,,
1920,control_change,,1440,0,11,,,,,,,11,7,90,,,
1920,control_change,,1440,0,1,,,,,,,0,7,90,,,
5520,control_change,,5040,0,14,,,,,,,14,7,75,,,
5640,note_on,,120,0,14,,,,,,,14,,,,34,48
5700,control_change,,5220,0,6,,,,,,,5,7,75,,,
5700,control_change,,3780,0,11,,,,,,,11,7,75,,,
5700,control_change,,5220,0,7,,,,,,,6,7,75,,,
5700,control_change,,5220,0,10,,,,,,,10,7,75,,,
5700,note_on,,60,0,14,,,,,,,14,,,,46,48
5700,control_change,,5220,0,9,,,,,,,8,7,75,,,
5700,control_change,,5220,0,13,,,,,,,13,7,75,,,
5700,control_change,,5220,0,2,,,,,,,1,7,75,,,
5700,control_change,,3780,0,1,,,,,,,0,7,75,,,
5700,control_change,,5220,0,3,,,,,,,2,7,75,,,
5700,control_change,,5220,0,5,,,,,,,4,7,75,,,
5700,control_change,,5220,0,8,,,,,,,7,7,90,,,
5700,control_change,,5220,0,4,,,,,,,3,7,75,,,
5700,control_change,,5160,0,12,,,,,,,12,7,75,,,
5760,note_on,,60,0,3,,,,,,,2,,,,70,26
5760,note_on,,60,0,4,,,,,,,3,,,,46,31
5760,note_on,,0,0,4,,,,,,,3,,,,58,31
5760,note_on,,60,0,1,,,,,,,0,,,,82,40
5760,note_on,,60,0,13,,,,,,,13,,,,58,26
5760,set_tempo,1111111,5760,1,0,,,,,,,,,,,,
6144,note_off,,0,0,14,,,,,,,14,,,,34,64
6144,note_off,,384,0,13,,,,,,,13,,,,58,64
6144,note_off,,444,0,14,,,,,,,14,,,,46,64
7533,control_change,,1833,0,11,,,,,,,11,7,42,,,
7545,control_change,,12,0,11,,,,,,,11,7,43,,,
7545,control_change,,1845,0,12,,,,,,,12,7,32,,,
7561,control_change,,16,0,11,,,,,,,11,7,45,,,
7561,control_change,,16,0,12,,,,,,,12,7,33,,,
7573,control_change,,12,0,12,,,,,,,12,7,34,,,
7573,control_change,,12,0,11,,,,,,,11,7,46,,,
7585,control_change,,12,0,12,,,,,,,12,7,36,,,
7585,control_change,,12,0,11,,,,,,,11,7,48,,,
7601,control_change,,16,0,12,,,,,,,12,7,37,,,
7601,control_change,,16,0,11,,,,,,,11,7,49,,,
7605,control_change,,1905,0,8,,,,,,,7,7,33,,,
7613,control_change,,12,0,12,,,,,,,12,7,39,,,
7613,control_change,,12,0,11,,,,,,,11,7,51,,,
7621,control_change,,16,0,8,,,,,,,7,7,35,,,
7625,control_change,,12,0,12,,,,,,,12,7,40,,,
7625,control_change,,12,0,11,,,,,,,11,7,53,,,
7633,control_change,,12,0,8,,,,,,,7,7,37,,,
7641,control_change,,16,0,12,,,,,,,12,7,41,,,
7641,control_change,,16,0,11,,,,,,,11,7,54,,,
7645,control_change,,12,0,8,,,,,,,7,7,39,,,
7653,control_change,,12,0,12,,,,,,,12,7,43,,,
7653,control_change,,12,0,11,,,,,,,11,7,56,,,
7661,control_change,,16,0,8,,,,,,,7,7,42,,,
7665,control_change,,12,0,12,,,,,,,12,7,44,,,
7665,control_change,,12,0,11,,,,,,,11,7,57,,,
7673,control_change,,12,0,8,,,,,,,7,7,44,,,
7680,note_on,,7,0,8,,,,,,,7,,,,66,26
7680,note_on,,15,0,12,,,,,,,12,,,,42,26
7680,note_on,,15,0,11,,,,,,,11,,,,54,26
7681,control_change,,1,0,11,,,,,,,11,7,59,,,
7681,control_change,,1,0,12,,,,,,,12,7,46,,,
7685,control_change,,5,0,8,,,,,,,7,7,46,,,
7693,control_change,,12,0,12,,,,,,,12,7,47,,,
7693,control_change,,12,0,11,,,,,,,11,7,60,,,
7701,control_change,,16,0,8,,,,,,,7,7,49,,,
7705,control_change,,12,0,11,,,,,,,11,7,62,,,
7705,control_change,,12,0,12,,,,,,,12,7,49,,,
7713,control_change,,12,0,8,,,,,,,7,7,51,,,
7721,control_change,,16,0,12,,,,,,,12,7,50,,,
7721,control_change,,16,0,11,,,,,,,11,7,64,,,
7725,control_change,,12,0,8,,,,,,,7,7,53,,,
7733,control_change,,12,0,12,,,,,,,12,7,51,,,
7733,control_change,,12,0,11,,,,,,,11,7,65,,,
7741,control_change,,16,0,8,,,,,,,7,7,56,,,
7745,control_change,,12,0,11,,,,,,,11,7,67,,,
7745,control_change,,12,0,12,,,,,,,12,7,53,,,
7753,control_change,,12,0,8,,,,,,,7,7,58,,,
7761,control_change,,16,0,12,,,,,,,12,7,54,,,
7761,control_change,,16,0,11,,,,,,,11,7,68,,,
7765,control_change,,12,0,8,,,,,,,7,7,60,,,
7773,control_change,,12,0,11,,,,,,,11,7,70,,,
7773,control_change,,12,0,12,,,,,,,12,7,56,,,
7781,control_change,,16,0,8,,,,,,,7,7,63,,,
7785,control_change,,12,0,12,,,,,,,12,7,57,,,
7785,control_change,,12,0,11,,,,,,,11,7,71,,,
7793,control_change,,12,0,8,,,,,,,7,7,65,,,
7801,control_change,,16,0,11,,,,,,,11,7,73,,,
7801,control_change,,16,0,12,,,,,,,12,7,59,,,
7805,control_change,,12,0,8,,,,,,,7,7,67,,,
7813,control_change,,12,0,11,,,,,,,11,7,75,,,
7813,control_change,,12,0,12,,,,,,,12,7,60,,,
7821,control_change,,16,0,8,,,,,,,7,7,70,,,
7825,control_change,,12,0,12,,,,,,,12,7,61,,,
7833,control_change,,12,0,8,,,,,,,7,7,72,,,
7841,control_change,,16,0,12,,,,,,,12,7,63,,,
7845,control_change,,12,0,8,,,,,,,7,7,74,,,
7853,control_change,,12,0,12,,,,,,,12,7,64,,,
7861,control_change,,16,0,8,,,,,,,7,7,77,,,
7865,control_change,,12,0,12,,,,,,,12,7,66,,,
7873,control_change,,12,0,8,,,,,,,7,7,79,,,
7881,control_change,,16,0,12,,,,,,,12,7,67,,,
7885,control_change,,12,0,8,,,,,,,7,7,81,,,
7893,control_change,,12,0,12,,,,,,,12,7,69,,,
7901,control_change,,16,0,8,,,,,,,7,7,84,,,
7913,control_change,,12,0,8,,,,,,,7,7,86,,,
7925,control_change,,12,0,8,,,,,,,7,7,88,,,
7941,control_change,,16,0,8,,,,,,,7,7,91,,,
8640,note_off,,747,0,12,,,,,,,12,,,,42,64
8640,note_on,,0,0,12,,,,,,,12,,,,39,26
8640,note_off,,827,0,11,,,,,,,11,,,,54,64
8640,note_on,,0,0,11,,,,,,,11,,,,51,26
8640,note_on,,0,0,8,,,,,,,7,,,,63,26
8640,note_off,,699,0,8,,,,,,,7,,,,66,64
9600,note_off,,960,0,8,,,,,,,7,,,,63,64
9600,note_on,,0,0,12,,,,,,,12,,,,41,26
9600,note_off,,960,0,12,,,,,,,12,,,,39,64
9600,note_off,,960,0,11,,,,,,,11,,,,51,64
9600,note_on,,0,0,11,,,,,,,11,,,,53,26
9600,note_on,,0,0,8,,,,,,,7,,,,65,26
10560,note_off,,960,0,8,,,,,,,7,,,,65,64
10560,note_on,,0,0,8,,,,,,,7,,,,61,26
10560,note_on,,0,0,12,,,,,,,12,,,,37,26
10560,note_off,,960,0,12,,,,,,,12,,,,41,64
10560,note_off,,960,0,11,,,,,,,11,,,,53,64
10560,note_on,,0,0,11,,,,,,,11,,,,49,26
11520,program_change,,5376,0,14,,,,,,,14,,,49,,
11520,program_change,,5376,0,13,,,,,,,13,,,49,,
11520,note_off,,960,0,12,,,,,,,12,,,,37,64
11520,note_off,,960,0,8,,,,,,,7,,,,61,64
11520,note_on,,0,0,8,,,,,,,7,,,,63,26
11520,note_on,,0,0,11,,,,,,,11,,,,51,26
11520,note_on,,0,0,12,,,,,,,12,,,,39,26
11520,note_off,,960,0,11,,,,,,,11,,,,49,64
12000,note_on,,0,0,11,,,,,,,11,,,,48,26
12000,note_off,,480,0,12,,,,,,,12,,,,39,64
12000,note_on,,0,0,12,,,,,,,12,,,,36,26
12000,note_off,,480,0,8,,,,,,,7,,,,63,64
12000,note_on,,0,0,8,,,,,,,7,,,,60,26
12000,note_off,,480,0,11,,,,,,,11,,,,51,64
12480,note_off,,480,0,12,,,,,,,12,,,,36,64
12480,note_on,,0,0,12,,,,,,,12,,,,37,26
12480,note_off,,480,0,8,,,,,,,7,,,,60,64
12480,note_on,,0,0,11,,,,,,,11,,,,49,26
12480,note_on,,0,0,8,,,,,,,7,,,,61,26
12480,note_off,,480,0,11,,,,,,,11,,,,48,64
12960,note_on,,0,0,11,,,,,,,11,,,,46,26
12960,note_off,,480,0,12,,,,,,,12,,,,37,64
12960,note_on,,0,0,8,,,,,,,7,,,,58,26
12960,note_off,,480,0,8,,,,,,,7,,,,61,64
12960,note_on,,0,0,12,,,,,,,12,,,,34,26
12960,note_off,,480,0,11,,,,,,,11,,,,49,64
13440,note_off,,480,0,12,,,,,,,12,,,,34,64
13440,note_on,,0,0,12,,,,,,,12,,,,30,26
13440,note_on,,7740,0,10,,,,,,,10,,,,54,26
13440,note_off,,480,0,11,,,,,,,11,,,,46,64
13440,set_tempo,1250000,7680,1,0,,,,,,,,,,,,
13440,note_off,,480,0,8,,,,,,,7,,,,58,64
13440,control_change,,7680,0,3,,,,,,,2,7,74,,,
13440,note_on,,0,0,8,,,,,,,7,,,,66,26
13440,note_on,,0,0,11,,,,,,,11,,,,42,26
13441,control_change,,1,0,12,,,,,,,12,7,74,,,
13441,control_change,,1,0,11,,,,,,,11,7,71,,,
13445,control_change,,5,0,8,,,,,,,7,7,87,,,
13465,control_change,,24,0,11,,,,,,,11,7,72,,,
13465,control_change,,24,0,12,,,,,,,12,7,75,,,
13473,control_change,,28,0,8,,,,,,,7,7,88,,,
13480,control_change,,40,0,3,,,,,,,2,7,75,,,
13481,control_change,,16,0,12,,,,,,,12,7,76,,,
13481,control_change,,16,0,11,,,,,,,11,7,73,,,
13493,control_change,,12,0,11,,,,,,,11,7,74,,,
13501,control_change,,28,0,8,,,,,,,7,7,89,,,
13504,control_change,,24,0,3,,,,,,,2,7,76,,,
13505,control_change,,24,0,12,,,,,,,12,7,77,,,
13521,control_change,,16,0,12,,,,,,,12,7,78,,,
13521,control_change,,28,0,11,,,,,,,11,7,75,,,
13525,control_change,,24,0,8,,,,,,,7,7,90,,,
13532,control_change,,28,0,3,,,,,,,2,7,77,,,
13533,control_change,,12,0,12,,,,,,,12,7,79,,,
13533,control_change,,12,0,11,,,,,,,11,7,76,,,
13545,control_change,,12,0,11,,,,,,,11,7,77,,,
13553,control_change,,28,0,8,,,,,,,7,7,91,,,
13561,control_change,,28,0,12,,,,,,,12,7,80,,,
13565,control_change,,12,0,8,,,,,,,7,7,92,,,
13572,control_change,,40,0,3,,,,,,,2,7,78,,,
13573,control_change,,12,0,12,,,,,,,12,7,81,,,
13573,control_change,,28,0,11,,,,,,,11,7,78,,,
13585,control_change,,12,0,12,,,,,,,12,7,82,,,
13585,control_change,,12,0,11,,,,,,,11,7,79,,,
13593,control_change,,28,0,8,,,,,,,7,7,93,,,
13600,control_change,,28,0,3,,,,,,,2,7,79,,,
13601,control_change,,16,0,11,,,,,,,11,7,80,,,
13613,control_change,,28,0,12,,,,,,,12,7,83,,,
13613,control_change,,12,0,11,,,,,,,11,7,81,,,
13621,control_change,,28,0,8,,,,,,,7,7,94,,,
13624,control_change,,24,0,3,,,,,,,2,7,80,,,
13625,control_change,,12,0,12,,,,,,,12,7,84,,,
13641,control_change,,28,0,11,,,,,,,11,7,82,,,
13645,control_change,,24,0,8,,,,,,,7,7,95,,,
13652,control_change,,28,0,3,,,,,,,2,7,81,,,
13653,control_change,,28,0,12,,,,,,,12,7,85,,,
13653,control_change,,12,0,11,,,,,,,11,7,83,,,
13661,control_change,,16,0,8,,,,,,,7,7,96,,,
13665,control_change,,12,0,12,,,,,,,12,7,86,,,
13665,control_change,,12,0,11,,,,,,,11,7,84,,,
13681,control_change,,16,0,12,,,,,,,12,7,87,,,
13685,control_change,,24,0,8,,,,,,,7,7,97,,,
13692,control_change,,40,0,3,,,,,,,2,7,82,,,
13693,control_change,,28,0,11,,,,,,,11,7,85,,,
13705,control_change,,24,0,12,,,,,,,12,7,88,,,
13705,control_change,,12,0,11,,,,,,,11,7,86,,,
13713,control_change,,28,0,8,,,,,,,7,7,98,,,
13720,control_change,,28,0,3,,,,,,,2,7,83,,,
13721,control_change,,16,0,11,,,,,,,11,7,87,,,
13721,control_change,,16,0,12,,,,,,,12,7,89,,,
13733,control_change,,12,0,12,,,,,,,12,7,90,,,
13741,control_change,,28,0,8,,,,,,,7,7,99,,,
13744,control_change,,24,0,3,,,,,,,2,7,84,,,
13745,control_change,,24,0,11,,,,,,,11,7,88,,,
13761,control_change,,28,0,12,,,,,,,12,7,91,,,
13761,control_change,,16,0,11,,,,,,,11,7,89,,,
13765,control_change,,24,0,8,,,,,,,7,7,100,,,
13773,control_change,,12,0,11,,,,,,,11,7,90,,,
13773,control_change,,12,0,12,,,,,,,12,7,92,,,
13781,control_change,,16,0,8,,,,,,,7,7,101,,,
13784,control_change,,40,0,3,,,,,,,2,7,85,,,
13785,control_change,,12,0,11,,,,,,,11,7,91,,,
13785,control_change,,12,0,12,,,,,,,12,7,93,,,
13805,control_change,,24,0,8,,,,,,,7,7,102,,,
13812,control_change,,28,0,3,,,,,,,2,7,86,,,
13813,control_change,,28,0,12,,,,,,,12,7,94,,,
13813,control_change,,28,0,11,,,,,,,11,7,92,,,
13825,control_change,,12,0,11,,,,,,,11,7,93,,,
13825,control_change,,12,0,12,,,,,,,12,7,95,,,
13833,control_change,,28,0,8,,,,,,,7,7,103,,,
13840,control_change,,28,0,3,,,,,,,2,7,87,,,
13841,control_change,,16,0,11,,,,,,,11,7,94,,,
13853,control_change,,28,0,12,,,,,,,12,7,96,,,
13861,control_change,,28,0,8,,,,,,,7,7,104,,,
13864,control_change,,24,0,3,,,,,,,2,7,88,,,
13865,control_change,,24,0,11,,,,,,,11,7,95,,,
13865,control_change,,12,0,12,,,,,,,12,7,97,,,
13873,control_change,,12,0,8,,,,,,,7,7,105,,,
13881,control_change,,16,0,11,,,,,,,11,7,96,,,
13881,control_change,,16,0,12,,,,,,,12,7,98,,,
13893,control_change,,12,0,11,,,,,,,11,7,97,,,
13901,control_change,,28,0,8,,,,,,,7,7,106,,,
13904,control_change,,40,0,3,,,,,,,2,7,89,,,
13905,control_change,,12,0,11,,,,,,,11,7,98,,,
13905,control_change,,24,0,12,,,,,,,12,7,99,,,
13921,control_change,,16,0,12,,,,,,,12,7,100,,,
13925,control_change,,24,0,8,,,,,,,7,7,107,,,
13932,control_change,,28,0,3,,,,,,,2,7,90,,,
13933,control_change,,12,0,12,,,,,,,12,7,101,,,
13933,control_change,,28,0,11,,,,,,,11,7,99,,,
13945,control_change,,12,0,11,,,,,,,11,7,100,,,
13953,control_change,,28,0,8,,,,,,,7,7,108,,,
13960,control_change,,28,0,3,,,,,,,2,7,91,,,
13961,control_change,,28,0,12,,,,,,,12,7,102,,,
13961,control_change,,16,0,11,,,,,,,11,7,101,,,
13973,control_change,,12,0,12,,,,,,,12,7,103,,,
13981,control_change,,28,0,8,,,,,,,7,7,109,,,
13985,control_change,,24,0,11,,,,,,,11,7,102,,,
13985,control_change,,12,0,12,,,,,,,12,7,104,,,
13993,control_change,,12,0,8,,,,,,,7,7,110,,,
14000,control_change,,40,0,3,,,,,,,2,7,92,,,
14001,control_change,,16,0,11,,,,,,,11,7,103,,,
14013,control_change,,12,0,11,,,,,,,11,7,104,,,
14013,control_change,,28,0,12,,,,,,,12,7,105,,,
14021,control_change,,28,0,8,,,,,,,7,7,111,,,
14024,control_change,,24,0,3,,,,,,,2,7,93,,,
14025,control_change,,12,0,12,,,,,,,12,7,106,,,
14041,control_change,,28,0,11,,,,,,,11,7,105,,,
14045,control_change,,24,0,8,,,,,,,7,7,112,,,
14052,control_change,,28,0,3,,,,,,,2,7,94,,,
14053,control_change,,12,0,11,,,,,,,11,7,106,,,
14053,control_change,,28,0,12,,,,,,,12,7,107,,,
14065,control_change,,12,0,12,,,,,,,12,7,108,,,
14065,control_change,,12,0,11,,,,,,,11,7,107,,,
14073,control_change,,28,0,8,,,,,,,7,7,113,,,
14080,control_change,,28,0,3,,,,,,,2,7,95,,,
14081,control_change,,16,0,12,,,,,,,12,7,109,,,
14081,control_change,,16,0,11,,,,,,,11,7,108,,,
14085,control_change,,12,0,8,,,,,,,7,7,114,,,
14105,control_change,,24,0,11,,,,,,,11,7,109,,,
14105,control_change,,24,0,12,,,,,,,12,7,110,,,
14113,control_change,,28,0,8,,,,,,,7,7,115,,,
14120,control_change,,40,0,3,,,,,,,2,7,96,,,
14121,control_change,,16,0,12,,,,,,,12,7,111,,,
14121,control_change,,16,0,11,,,,,,,11,7,110,,,
14133,control_change,,12,0,11,,,,,,,11,7,111,,,
14133,control_change,,12,0,12,,,,,,,12,7,112,,,
14141,control_change,,28,0,8,,,,,,,7,7,116,,,
14144,control_change,,24,0,3,,,,,,,2,7,97,,,
14161,control_change,,28,0,11,,,,,,,11,7,112,,,
14161,control_change,,28,0,12,,,,,,,12,7,113,,,
14165,control_change,,24,0,8,,,,,,,7,7,117,,,
14172,control_change,,28,0,3,,,,,,,2,7,98,,,
14173,control_change,,12,0,12,,,,,,,12,7,114,,,
14173,control_change,,12,0,11,,,,,,,11,7,113,,,
14185,control_change,,12,0,12,,,,,,,12,7,115,,,
14185,control_change,,12,0,11,,,,,,,11,7,114,,,
14193,control_change,,28,0,8,,,,,,,7,7,118,,,
14205,control_change,,12,0,8,,,,,,,7,7,119,,,
14212,control_change,,40,0,3,,,,,,,2,7,99,,,
14213,control_change,,28,0,11,,,,,,,11,7,115,,,
14213,control_change,,28,0,12,,,,,,,12,7,116,,,
14225,control_change,,12,0,11,,,,,,,11,7,116,,,
14225,control_change,,12,0,12,,,,,,,12,7,117,,,
14233,control_change,,28,0,8,,,,,,,7,7,120,,,
14240,control_change,,28,0,3,,,,,,,2,7,100,,,
14241,control_change,,16,0,11,,,,,,,11,7,117,,,
14253,control_change,,28,0,12,,,,,,,12,7,118,,,
14253,control_change,,12,0,11,,,,,,,11,7,118,,,
14261,control_change,,28,0,8,,,,,,,7,7,121,,,
14264,control_change,,24,0,3,,,,,,,2,7,101,,,
14265,control_change,,12,0,12,,,,,,,12,7,119,,,
14281,control_change,,28,0,11,,,,,,,11,7,119,,,
14281,control_change,,16,0,12,,,,,,,12,7,120,,,
14285,control_change,,24,0,8,,,,,,,7,7,122,,,
