tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
0,end_of_track,0,1,7,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,,32,0,5,,,
0,program_change,0,0,5,,,,,,,,,,5,48,,
0,note_on,0,0,5,,,,,,,,,,5,,52,89
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,control_change,0,0,6,,,,,,,,7,100,6,,,
0,control_change,0,0,6,,,,,,,,10,119,6,,,
0,control_change,0,0,6,,,,,,,,93,0,6,,,
0,control_change,0,0,6,,,,,,,,91,66,6,,,
0,control_change,0,0,6,,,,,,,,0,0,6,,,
0,control_change,0,0,6,,,,,,,,32,0,6,,,
0,program_change,0,0,6,,,,,,,,,,6,49,,
0,note_on,0,0,6,,,,,,,,,,6,,40,89
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,midi_port,0,1,14,,,,,,,0,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,32,0,1,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,G,,,,,,,,
0,set_tempo,0,1,0,,,,,,1333333,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,,,1,0,,
0,control_change,0,0,1,,,,,,,,91,66,1,,,
0,control_change,0,0,1,,,,,,,,7,100,1,,,
0,control_change,0,0,1,,,,,,,,0,0,1,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,93,0,1,,,
0,control_change,0,0,1,,,,,,,,10,64,1,,,
5,control_change,5,0,1,,,,,,,,67,99,1,,,
60,note_on,60,0,5,,,,,,,,,,5,,52,0
60,note_on,60,0,2,,,,,,,,,,2,,64,0
60,note_on,60,0,4,,,,,,,,,,4,,52,0
60,note_on,60,0,6,,,,,,,,,,6,,40,0
60,note_on,60,0,3,,,,,,,,,,3,,64,0
165,note_on,105,0,4,,,,,,,,,,4,,55,71
165,note_on,105,0,2,,,,,,,,,,2,,67,71
165,note_on,105,0,6,,,,,,,,,,6,,43,71
165,note_on,105,0,5,,,,,,,,,,5,,55,71
165,note_on,105,0,3,,,,,,,,,,3,,67,71
175,note_on,10,0,5,,,,,,,,,,5,,55,0
175,note_on,10,0,4,,,,,,,,,,4,,55,0
175,note_on,10,0,3,,,,,,,,,,3,,67,0
175,note_on,10,0,2,,,,,,,,,,2,,67,0
175,note_on,10,0,6,,,,,,,,,,6,,43,0
180,note_on,5,0,5,,,,,,,,,,5,,54,80
180,note_on,5,0,2,,,,,,,,,,2,,66,80
180,note_on,5,0,3,,,,,,,,,,3,,66,80
180,note_on,5,0,4,,,,,,,,,,4,,54,80
180,note_on,5,0,6,,,,,,,,,,6,,42,80
202,note_on,22,0,6,,,,,,,,,,6,,42,0
202,note_on,22,0,2,,,,,,,,,,2,,66,0
202,note_on,22,0,4,,,,,,,,,,4,,54,0
202,note_on,22,0,3,,,,,,,,,,3,,66,0
202,note_on,22,0,5,,,,,,,,,,5,,54,0
225,note_on,23,0,6,,,,,,,,,,6,,43,80
225,note_on,23,0,2,,,,,,,,,,2,,67,80
225,note_on,23,0,4,,,,,,,,,,4,,55,80
225,note_on,23,0,3,,,,,,,,,,3,,67,80
225,note_on,23,0,5,,,,,,,,,,5,,55,80
235,note_on,10,0,2,,,,,,,,,,2,,67,0
235,note_on,10,0,4,,,,,,,,,,4,,55,0
235,note_on,10,0,3,,,,,,,,,,3,,67,0
235,note_on,10,0,5,,,,,,,,,,5,,55,0
235,note_on,10,0,6,,,,,,,,,,6,,43,0
240,note_on,5,0,3,,,,,,,,,,3,,64,95
240,note_on,5,0,2,,,,,,,,,,2,,64,95
240,note_on,5,0,6,,,,,,,,,,6,,40,95
240,note_on,5,0,4,,,,,,,,,,4,,52,95
240,note_on,5,0,5,,,,,,,,,,5,,52,95
270,note_on,30,0,2,,,,,,,,,,2,,64,0
270,note_on,30,0,3,,,,,,,,,,3,,64,0
270,note_on,30,0,5,,,,,,,,,,5,,52,0
270,note_on,30,0,4,,,,,,,,,,4,,52,0
270,note_on,30,0,6,,,,,,,,,,6,,40,0
300,note_on,30,0,2,,,,,,,,,,2,,59,99
300,note_on,30,0,5,,,,,,,,,,5,,47,99
300,note_on,30,0,6,,,,,,,,,,6,,35,99
300,note_on,30,0,4,,,,,,,,,,4,,59,99
300,note_on,30,0,3,,,,,,,,,,3,,59,99
330,note_on,30,0,2,,,,,,,,,,2,,59,0
330,note_on,30,0,6,,,,,,,,,,6,,35,0
330,note_on,30,0,3,,,,,,,,,,3,,59,0
330,note_on,30,0,4,,,,,,,,,,4,,59,0
330,note_on,30,0,5,,,,,,,,,,5,,47,0
360,note_on,30,0,5,,,,,,,,,,5,,50,84
360,note_on,30,0,4,,,,,,,,,,4,,62,84
360,note_on,30,0,3,,,,,,,,,,3,,62,84
360,note_on,30,0,6,,,,,,,,,,6,,38,84
360,note_on,30,0,2,,,,,,,,,,2,,62,84
375,note_on,15,0,5,,,,,,,,,,5,,50,0
375,note_on,15,0,2,,,,,,,,,,2,,62,0
375,note_on,15,0,6,,,,,,,,,,6,,38,0
375,note_on,0,0,6,,,,,,,,,,6,,36,89
375,note_on,0,0,5,,,,,,,,,,5,,48,89
375,note_on,0,0,2,,,,,,,,,,2,,60,89
375,note_on,15,0,3,,,,,,,,,,3,,62,0
375,note_on,15,0,4,,,,,,,,,,4,,62,0
375,note_on,0,0,4,,,,,,,,,,4,,60,89
375,note_on,0,0,3,,,,,,,,,,3,,60,89
385,note_on,10,0,3,,,,,,,,,,3,,60,0
385,note_on,10,0,2,,,,,,,,,,2,,60,0
385,note_on,10,0,6,,,,,,,,,,6,,36,0
385,note_on,10,0,5,,,,,,,,,,5,,48,0
385,note_on,10,0,4,,,,,,,,,,4,,60,0
405,note_on,20,0,5,,,,,,,,,,5,,47,89
405,note_on,20,0,4,,,,,,,,,,4,,59,89
405,note_on,20,0,6,,,,,,,,,,6,,35,89
405,note_on,20,0,3,,,,,,,,,,3,,59,89
405,note_on,20,0,2,,,,,,,,,,2,,59,89
415,note_on,10,0,4,,,,,,,,,,4,,59,0
415,note_on,10,0,6,,,,,,,,,,6,,35,0
415,note_on,10,0,5,,,,,,,,,,5,,47,0
415,note_on,10,0,3,,,,,,,,,,3,,59,0
415,note_on,10,0,2,,,,,,,,,,2,,59,0
420,note_on,5,0,5,,,,,,,,,,5,,48,89
420,note_on,5,0,2,,,,,,,,,,2,,60,89
420,note_on,5,0,3,,,,,,,,,,3,,60,89
420,note_on,5,0,6,,,,,,,,,,6,,36,89
420,note_on,5,0,4,,,,,,,,,,4,,60,89
442,note_on,22,0,3,,,,,,,,,,3,,60,0
442,note_on,22,0,5,,,,,,,,,,5,,48,0
442,note_on,22,0,4,,,,,,,,,,4,,60,0
442,note_on,22,0,6,,,,,,,,,,6,,36,0
442,note_on,22,0,2,,,,,,,,,,2,,60,0
465,note_on,23,0,5,,,,,,,,,,5,,48,93
465,note_on,23,0,4,,,,,,,,,,4,,60,93
465,note_on,23,0,3,,,,,,,,,,3,,60,93
465,note_on,23,0,6,,,,,,,,,,6,,36,93
465,note_on,23,0,2,,,,,,,,,,2,,60,93
475,note_on,10,0,4,,,,,,,,,,4,,60,0
475,note_on,10,0,3,,,,,,,,,,3,,60,0
475,note_on,10,0,5,,,,,,,,,,5,,48,0
475,note_on,10,0,6,,,,,,,,,,6,,36,0
475,note_on,10,0,2,,,,,,,,,,2,,60,0
480,note_on,5,0,2,,,,,,,,,,2,,60,94
480,note_on,5,0,3,,,,,,,,,,3,,60,94
480,note_on,5,0,4,,,,,,,,,,4,,60,94
480,note_on,5,0,5,,,,,,,,,,5,,48,94
480,note_on,5,0,6,,,,,,,,,,6,,36,94
600,note_on,120,0,2,,,,,,,,,,2,,60,0
600,note_on,120,0,6,,,,,,,,,,6,,36,0
600,note_on,120,0,3,,,,,,,,,,3,,60,0
600,note_on,120,0,4,,,,,,,,,,4,,60,0
600,note_on,120,0,5,,,,,,,,,,5,,48,0
660,note_on,60,0,4,,,,,,,,,,4,,72,112
660,note_on,60,0,5,,,,,,,,,,5,,60,112
660,note_on,60,0,6,,,,,,,,,,6,,48,112
660,note_on,60,0,3,,,,,,,,,,3,,72,112
660,note_on,60,0,2,,,,,,,,,,2,,72,112
682,note_on,22,0,4,,,,,,,,,,4,,72,0
682,note_on,22,0,5,,,,,,,,,,5,,60,0
682,note_on,22,0,6,,,,,,,,,,6,,48,0
682,note_on,22,0,2,,,,,,,,,,2,,72,0
682,note_on,22,0,3,,,,,,,,,,3,,72,0
705,note_on,23,0,4,,,,,,,,,,4,,71,81
705,note_on,23,0,3,,,,,,,,,,3,,71,81
705,note_on,23,0,5,,,,,,,,,,5,,59,81
705,note_on,23,0,2,,,,,,,,,,2,,71,81
705,note_on,23,0,6,,,,,,,,,,6,,47,81
715,note_on,10,0,5,,,,,,,,,,5,,59,0
715,note_on,10,0,4,,,,,,,,,,4,,71,0
715,note_on,10,0,3,,,,,,,,,,3,,71,0
715,note_on,10,0,2,,,,,,,,,,2,,71,0
715,note_on,10,0,6,,,,,,,,,,6,,47,0
720,note_on,5,0,5,,,,,,,,,,5,,57,80
720,note_on,5,0,4,,,,,,,,,,4,,69,80
720,note_on,5,0,2,,,,,,,,,,2,,69,80
720,note_on,5,0,3,,,,,,,,,,3,,69,80
720,note_on,5,0,6,,,,,,,,,,6,,45,80
742,note_on,22,0,4,,,,,,,,,,4,,69,0
742,note_on,22,0,6,,,,,,,,,,6,,45,0
742,note_on,22,0,2,,,,,,,,,,2,,69,0
742,note_on,22,0,3,,,,,,,,,,3,,69,0
742,note_on,22,0,5,,,,,,,,,,5,,57,0
765,note_on,23,0,6,,,,,,,,,,6,,43,64
765,note_on,23,0,2,,,,,,,,,,2,,67,64
765,note_on,23,0,5,,,,,,,,,,5,,55,64
765,note_on,23,0,3,,,,,,,,,,3,,67,64
765,note_on,23,0,4,,,,,,,,,,4,,67,64
775,note_on,10,0,4,,,,,,,,,,4,,67,0
775,note_on,10,0,3,,,,,,,,,,3,,67,0
775,note_on,10,0,2,,,,,,,,,,2,,67,0
775,note_on,10,0,5,,,,,,,,,,5,,55,0
775,note_on,10,0,6,,,,,,,,,,6,,43,0
780,note_on,5,0,5,,,,,,,,,,5,,54,80
780,note_on,5,0,6,,,,,,,,,,6,,42,80
780,note_on,5,0,4,,,,,,,,,,4,,66,80
780,note_on,5,0,3,,,,,,,,,,3,,66,80
780,note_on,5,0,2,,,,,,,,,,2,,66,80
802,note_on,22,0,5,,,,,,,,,,5,,54,0
802,note_on,22,0,4,,,,,,,,,,4,,66,0
802,note_on,22,0,2,,,,,,,,,,2,,66,0
802,note_on,22,0,6,,,,,,,,,,6,,42,0
802,note_on,22,0,3,,,,,,,,,,3,,66,0
825,note_on,23,0,4,,,,,,,,,,4,,67,78
825,note_on,23,0,6,,,,,,,,,,6,,43,78
825,note_on,23,0,5,,,,,,,,,,5,,55,78
825,note_on,23,0,3,,,,,,,,,,3,,67,78
825,note_on,23,0,2,,,,,,,,,,2,,67,78
835,note_on,10,0,4,,,,,,,,,,4,,67,0
835,note_on,10,0,3,,,,,,,,,,3,,67,0
835,note_on,10,0,2,,,,,,,,,,2,,67,0
835,note_on,10,0,5,,,,,,,,,,5,,55,0
835,note_on,10,0,6,,,,,,,,,,6,,43,0
840,note_on,5,0,5,,,,,,,,,,5,,57,94
840,note_on,5,0,4,,,,,,,,,,4,,69,94
840,note_on,5,0,2,,,,,,,,,,2,,69,94
840,note_on,5,0,6,,,,,,,,,,6,,45,94
840,note_on,5,0,3,,,,,,,,,,3,,69,94
870,note_on,30,0,2,,,,,,,,,,2,,69,0
870,note_on,30,0,4,,,,,,,,,,4,,69,0
870,note_on,30,0,6,,,,,,,,,,6,,45,0
870,note_on,30,0,3,,,,,,,,,,3,,69,0
870,note_on,30,0,5,,,,,,,,,,5,,57,0
900,note_on,30,0,6,,,,,,,,,,6,,36,89
900,note_on,30,0,4,,,,,,,,,,4,,60,89
900,note_on,30,0,5,,,,,,,,,,5,,48,89
900,note_on,30,0,3,,,,,,,,,,3,,60,89
900,note_on,30,0,2,,,,,,,,,,2,,60,89
930,note_on,30,0,4,,,,,,,,,,4,,60,0
930,note_on,30,0,3,,,,,,,,,,3,,60,0
930,note_on,30,0,5,,,,,,,,,,5,,48,0
930,note_on,30,0,6,,,,,,,,,,6,,36,0
930,note_on,30,0,2,,,,,,,,,,2,,60,0
960,note_on,30,0,4,,,,,,,,,,4,,59,104
960,note_on,30,0,6,,,,,,,,,,6,,35,104
960,note_on,30,0,5,,,,,,,,,,5,,47,104
960,note_on,30,0,2,,,,,,,,,,2,,59,104
960,note_on,30,0,3,,,,,,,,,,3,,59,104
990,note_on,30,0,6,,,,,,,,,,6,,35,0
990,note_on,30,0,4,,,,,,,,,,4,,59,0
990,note_on,30,0,3,,,,,,,,,,3,,59,0
990,note_on,30,0,2,,,,,,,,,,2,,59,0
990,note_on,30,0,5,,,,,,,,,,5,,47,0
1115,control_change,1110,0,1,,,,,,,,7,78,1,,,
1200,note_on,0,0,1,,,,,,,,,,1,,59,84
1200,note_on,0,0,1,,,,,,,,,,1,,62,68
1200,note_on,0,0,1,,,,,,,,,,1,,71,76
1200,note_on,85,0,1,,,,,,,,,,1,,66,76
1320,note_on,0,0,1,,,,,,,,,,1,,71,86
1320,note_on,0,0,1,,,,,,,,,,1,,59,73
1320,note_on,0,0,1,,,,,,,,,,1,,57,90
1320,note_on,0,0,1,,,,,,,,,,1,,75,82
1320,note_on,120,0,1,,,,,,,,,,1,,59,0
1320,note_on,0,0,1,,,,,,,,,,1,,66,80
1320,note_on,0,0,1,,,,,,,,,,1,,62,0
1320,note_on,0,0,1,,,,,,,,,,1,,71,0
1320,note_on,0,0,1,,,,,,,,,,1,,66,0
1440,note_on,0,0,1,,,,,,,,,,1,,57,0
1440,note_on,0,0,1,,,,,,,,,,1,,66,0
1440,note_on,0,0,1,,,,,,,,,,1,,59,0
1440,note_on,0,0,1,,,,,,,,,,1,,75,0
1440,note_on,120,0,1,,,,,,,,,,1,,71,0
1440,note_on,0,0,1,,,,,,,,,,1,,64,77
1440,note_on,0,0,1,,,,,,,,,,1,,76,60
1440,note_on,0,0,1,,,,,,,,,,1,,55,81
1440,note_on,0,0,1,,,,,,,,,,1,,59,72
1440,note_on,0,0,1,,,,,,,,,,1,,71,85
1620,note_on,0,0,1,,,,,,,,,,1,,59,0
1620,note_on,180,0,1,,,,,,,,,,1,,71,0
1620,note_on,0,0,1,,,,,,,,,,1,,76,0
1620,note_on,0,0,1,,,,,,,,,,1,,64,0
1620,note_on,0,0,1,,,,,,,,,,1,,55,0
1620,note_on,0,0,1,,,,,,,,,,1,,64,80
1620,note_on,0,0,1,,,,,,,,,,1,,56,82
1620,note_on,0,0,1,,,,,,,,,,1,,59,77
1620,note_on,0,0,1,,,,,,,,,,1,,71,84
1620,note_on,0,0,1,,,,,,,,,,1,,74,76
1680,note_on,0,0,1,,,,,,,,,,1,,64,74
1680,note_on,0,0,1,,,,,,,,,,1,,57,90
1680,note_on,0,0,1,,,,,,,,,,1,,60,76
1680,note_on,0,0,1,,,,,,,,,,1,,69,89
1680,note_on,0,0,1,,,,,,,,,,1,,71,0
1680,note_on,0,0,1,,,,,,,,,,1,,72,98
1680,note_on,0,0,1,,,,,,,,,,1,,64,0
1680,note_on,0,0,1,,,,,,,,,,1,,59,0
1680,note_on,60,0,1,,,,,,,,,,1,,74,0
1680,note_on,0,0,1,,,,,,,,,,1,,56,0
1800,note_on,120,0,1,,,,,,,,,,1,,72,0
1800,note_on,0,0,1,,,,,,,,,,1,,69,0
1800,note_on,0,0,1,,,,,,,,,,1,,60,0
1800,note_on,0,0,1,,,,,,,,,,1,,64,0
1800,note_on,0,0,1,,,,,,,,,,1,,57,0
1800,note_on,0,0,1,,,,,,,,,,1,,66,67
1800,note_on,0,0,1,,,,,,,,,,1,,57,81
1800,note_on,0,0,1,,,,,,,,,,1,,50,89
1800,note_on,0,0,1,,,,,,,,,,1,,74,82
1800,note_on,0,0,1,,,,,,,,,,1,,69,80
1890,note_on,0,0,1,,,,,,,,,,1,,72,76
1890,note_on,90,0,1,,,,,,,,,,1,,74,0
1920,note_on,0,0,1,,,,,,,,,,1,,69,0
1920,note_on,0,0,1,,,,,,,,,,1,,59,63
1920,note_on,0,0,1,,,,,,,,,,1,,67,73
1920,note_on,0,0,1,,,,,,,,,,1,,55,71
1920,note_on,0,0,1,,,,,,,,,,1,,71,82
1920,note_on,0,0,1,,,,,,,,,,1,,57,0
1920,note_on,30,0,1,,,,,,,,,,1,,72,0
1920,note_on,0,0,1,,,,,,,,,,1,,50,0
1920,note_on,0,0,1,,,,,,,,,,1,,66,0
1920,note_on,0,0,1,,,,,,,,,,1,,62,72
2160,note_on,0,0,1,,,,,,,,,,1,,71,0
2160,note_on,0,0,1,,,,,,,,,,1,,62,0
2160,note_on,0,0,1,,,,,,,,,,1,,55,0
2160,note_on,240,0,1,,,,,,,,,,1,,59,0
2160,note_on,0,0,1,,,,,,,,,,1,,54,69
2160,note_on,0,0,1,,,,,,,,,,1,,67,0
2160,note_on,0,0,1,,,,,,,,,,1,,63,69
2160,note_on,0,0,1,,,,,,,,,,1,,57,73
2160,note_on,0,0,1,,,,,,,,,,1,,69,89
2280,note_on,120,0,1,,,,,,,,,,1,,69,0
2280,note_on,0,0,1,,,,,,,,,,1,,54,0
2280,note_on,0,0,1,,,,,,,,,,1,,63,0
2280,note_on,0,0,1,,,,,,,,,,1,,47,82
2280,note_on,0,0,1,,,,,,,,,,1,,54,64
2280,note_on,0,0,1,,,,,,,,,,1,,66,80
2280,note_on,0,0,1,,,,,,,,,,1,,63,73
2280,note_on,0,0,1,,,,,,,,,,1,,71,84
2280,note_on,0,0,1,,,,,,,,,,1,,57,0
2370,note_on,90,0,1,,,,,,,,,,1,,71,0
2370,note_on,0,0,1,,,,,,,,,,1,,69,89
2400,note_on,0,0,1,,,,,,,,,,1,,52,89
2400,note_on,0,0,1,,,,,,,,,,1,,59,72
2400,note_on,30,0,1,,,,,,,,,,1,,69,0
2400,note_on,0,0,1,,,,,,,,,,1,,69,86
2400,note_on,0,0,1,,,,,,,,,,1,,55,73
2400,note_on,0,0,1,,,,,,,,,,1,,47,0
2400,note_on,0,0,1,,,,,,,,,,1,,64,84
2400,note_on,0,0,1,,,,,,,,,,1,,54,0
2400,note_on,0,0,1,,,,,,,,,,1,,63,0
2400,note_on,0,0,1,,,,,,,,,,1,,66,0
2430,note_on,30,0,1,,,,,,,,,,1,,69,0
2430,note_on,0,0,1,,,,,,,,,,1,,67,74
2460,note_on,30,0,1,,,,,,,,,,1,,67,0
2460,note_on,0,0,1,,,,,,,,,,1,,66,81
2490,note_on,30,0,1,,,,,,,,,,1,,66,0
2490,note_on,0,0,1,,,,,,,,,,1,,67,78
2520,note_on,30,0,1,,,,,,,,,,1,,67,0
2520,note_on,0,0,1,,,,,,,,,,1,,55,0
2520,note_on,0,0,1,,,,,,,,,,1,,64,0
2520,note_on,0,0,1,,,,,,,,,,1,,45,76
2520,note_on,0,0,1,,,,,,,,,,1,,48,81
2520,note_on,0,0,1,,,,,,,,,,1,,60,84
2520,note_on,0,0,1,,,,,,,,,,1,,69,86
2520,note_on,0,0,1,,,,,,,,,,1,,59,0
2520,note_on,0,0,1,,,,,,,,,,1,,52,0
2610,note_on,90,0,1,,,,,,,,,,1,,69,0
2610,note_on,0,0,1,,,,,,,,,,1,,66,82
2640,note_on,0,0,1,,,,,,,,,,1,,45,0
2640,note_on,0,0,1,,,,,,,,,,1,,47,82
2640,note_on,0,0,1,,,,,,,,,,1,,48,0
2640,note_on,0,0,1,,,,,,,,,,1,,55,69
2640,note_on,0,0,1,,,,,,,,,,1,,64,94
2640,note_on,0,0,1,,,,,,,,,,1,,59,73
2640,note_on,0,0,1,,,,,,,,,,1,,60,0
2640,note_on,30,0,1,,,,,,,,,,1,,66,0
2700,note_on,60,0,1,,,,,,,,,,1,,64,0
2700,note_on,0,0,1,,,,,,,,,,1,,66,77
2715,note_on,15,0,1,,,,,,,,,,1,,66,0
2715,note_on,0,0,1,,,,,,,,,,1,,64,89
2730,note_on,15,0,1,,,,,,,,,,1,,64,0
2730,note_on,0,0,1,,,,,,,,,,1,,63,86
2745,note_on,0,0,1,,,,,,,,,,1,,64,95
2745,note_on,15,0,1,,,,,,,,,,1,,63,0
2759,note_on,14,0,1,,,,,,,,,,1,,35,100
2760,note_on,1,0,1,,,,,,,,,,1,,64,0
2760,note_on,0,0,1,,,,,,,,,,1,,55,0
2760,note_on,0,0,1,,,,,,,,,,1,,47,0
2760,note_on,0,0,1,,,,,,,,,,1,,47,86
2760,note_on,0,0,1,,,,,,,,,,1,,59,0
2760,note_on,0,0,1,,,,,,,,,,1,,57,86
2760,note_on,0,0,1,,,,,,,,,,1,,67,76
2760,note_on,0,0,1,,,,,,,,,,1,,63,80
2850,note_on,90,0,1,,,,,,,,,,1,,67,0
2850,note_on,0,0,1,,,,,,,,,,1,,66,86
2879,note_on,29,0,1,,,,,,,,,,1,,35,0
2880,note_on,0,0,1,,,,,,,,,,1,,47,73
2880,note_on,1,0,1,,,,,,,,,,1,,57,0
2880,note_on,0,0,1,,,,,,,,,,1,,47,0
2880,note_on,0,0,1,,,,,,,,,,1,,63,0
2880,note_on,0,0,1,,,,,,,,,,1,,66,0
2880,note_on,0,0,1,,,,,,,,,,1,,64,89
2880,note_on,0,0,1,,,,,,,,,,1,,55,73
2880,note_on,0,0,1,,,,,,,,,,1,,40,77
2880,note_on,0,0,1,,,,,,,,,,1,,52,62
2940,note_on,0,0,1,,,,,,,,,,1,,55,0
2940,note_on,0,0,1,,,,,,,,,,1,,52,0
2940,note_on,0,0,1,,,,,,,,,,1,,64,0
2940,note_on,60,0,1,,,,,,,,,,1,,47,0
2940,note_on,0,0,1,,,,,,,,,,1,,40,0
3120,note_on,2130,0,4,,,,,,,,,,4,,52,89
3120,note_on,2130,0,3,,,,,,,,,,3,,64,89
3120,note_on,2130,0,2,,,,,,,,,,2,,64,89
3120,note_on,2130,0,6,,,,,,,,,,6,,40,89
3120,note_on,2130,0,5,,,,,,,,,,5,,52,89
3180,note_on,60,0,3,,,,,,,,,,3,,64,0
3180,note_on,60,0,4,,,,,,,,,,4,,52,0
3180,note_on,60,0,6,,,,,,,,,,6,,40,0
3180,note_on,60,0,2,,,,,,,,,,2,,64,0
3180,note_on,60,0,5,,,,,,,,,,5,,52,0
3285,note_on,105,0,5,,,,,,,,,,5,,55,78
3285,note_on,105,0,6,,,,,,,,,,6,,43,78
3285,note_on,105,0,3,,,,,,,,,,3,,67,78
3285,note_on,105,0,2,,,,,,,,,,2,,67,78
3285,note_on,105,0,4,,,,,,,,,,4,,55,78
3295,note_on,10,0,5,,,,,,,,,,5,,55,0
3295,note_on,10,0,3,,,,,,,,,,3,,67,0
3295,note_on,10,0,2,,,,,,,,,,2,,67,0
3295,note_on,10,0,4,,,,,,,,,,4,,55,0
3295,note_on,10,0,6,,,,,,,,,,6,,43,0
3300,note_on,5,0,6,,,,,,,,,,6,,42,81
3300,note_on,5,0,5,,,,,,,,,,5,,54,81
3300,note_on,5,0,4,,,,,,,,,,4,,54,81
3300,note_on,5,0,3,,,,,,,,,,3,,66,81
3300,note_on,5,0,2,,,,,,,,,,2,,66,81
3322,note_on,22,0,2,,,,,,,,,,2,,66,0
3322,note_on,22,0,4,,,,,,,,,,4,,54,0
3322,note_on,22,0,3,,,,,,,,,,3,,66,0
3322,note_on,22,0,6,,,,,,,,,,6,,42,0
3322,note_on,22,0,5,,,,,,,,,,5,,54,0
3345,note_on,23,0,4,,,,,,,,,,4,,55,77
3345,note_on,23,0,2,,,,,,,,,,2,,67,77
3345,note_on,23,0,3,,,,,,,,,,3,,67,77
3345,note_on,23,0,5,,,,,,,,,,5,,55,77
3345,note_on,23,0,6,,,,,,,,,,6,,43,77
3355,note_on,10,0,5,,,,,,,,,,5,,55,0
3355,note_on,10,0,2,,,,,,,,,,2,,67,0
3355,note_on,10,0,4,,,,,,,,,,4,,55,0
3355,note_on,10,0,3,,,,,,,,,,3,,67,0
3355,note_on,10,0,6,,,,,,,,,,6,,43,0
3360,note_on,5,0,2,,,,,,,,,,2,,64,94
3360,note_on,5,0,5,,,,,,,,,,5,,52,94
