tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,control,value,channel,program,pitch,note,velocity
2640,note_off,720,0,3,,,,,,,,,,,,,,,2,,,59,0
2640,note_off,0,0,3,,,,,,,,,,,,,,,2,,,62,0
2760,note_off,120,0,1,,,,,,,,,,,,,,,0,,,78,0
2760,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,77
2880,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,75
2880,marker,960,1,0,,,,,,,,,,,,,,,,,,,
2880,note_off,120,0,1,,,,,,,,,,,,,,,0,,,76,0
3000,note_on,0,0,1,,,,,,,,,,,,,,,0,,,75,74
3000,note_off,120,0,1,,,,,,,,,,,,,,,0,,,74,0
3120,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,72
3120,note_off,120,0,1,,,,,,,,,,,,,,,0,,,75,0
3240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,71,70
3240,note_off,120,0,1,,,,,,,,,,,,,,,0,,,76,0
3360,note_off,120,0,1,,,,,,,,,,,,,,,0,,,71,0
3360,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,68
3480,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,66
3480,note_off,120,0,1,,,,,,,,,,,,,,,0,,,74,0
3600,note_off,120,0,1,,,,,,,,,,,,,,,0,,,72,0
3600,note_on,0,0,1,,,,,,,,,,,,,,,0,,,71,65
3720,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,61
3720,note_off,120,0,1,,,,,,,,,,,,,,,0,,,71,0
3840,note_off,120,0,1,,,,,,,,,,,,,,,0,,,69,0
3840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,59
3840,marker,0,1,0,,,,,,,,,,,,,,,,,,,
3840,set_tempo,960,1,0,,,,,,,441176,,,,,,,,,,,,
4200,note_off,360,0,1,,,,,,,,,,,,,,,0,,,67,0
4560,set_tempo,720,1,0,,,,,,,434782,,,,,,,,,,,,
4680,note_on,4680,0,2,,,,,,,,,,,,,,,1,,,59,43
4680,control_change,0,0,2,,,,,,,,,,,,,64,127,1,,,,
4680,note_on,0,0,2,,,,,,,,,,,,,,,1,,,62,43
4680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,42
4680,control_change,480,0,1,,,,,,,,,,,,,64,127,0,,,,
4800,note_on,2160,0,4,,,,,,,,,,,,,,,3,,,55,42
4800,note_on,0,0,4,,,,,,,,,,,,,,,3,,,43,42
4800,marker,240,1,0,,,,,,,,,,,,,,,,,,,
4920,note_off,120,0,4,,,,,,,,,,,,,,,3,,,55,0
4920,note_off,0,0,4,,,,,,,,,,,,,,,3,,,43,0
5160,note_on,0,0,2,,,,,,,,,,,,,,,1,,,62,45
5160,note_off,480,0,1,,,,,,,,,,,,,,,0,,,67,0
5160,note_on,0,0,2,,,,,,,,,,,,,,,1,,,59,45
5160,note_off,0,0,2,,,,,,,,,,,,,,,1,,,62,0
5160,note_on,0,0,1,,,,,,,,,,,,,,,0,,,71,46
5160,note_off,480,0,2,,,,,,,,,,,,,,,1,,,59,0
5280,note_on,360,0,4,,,,,,,,,,,,,,,3,,,55,44
5280,note_on,0,0,4,,,,,,,,,,,,,,,3,,,43,44
5400,note_off,0,0,4,,,,,,,,,,,,,,,3,,,43,0
5400,note_off,120,0,4,,,,,,,,,,,,,,,3,,,55,0
5520,set_tempo,720,1,0,,,,,,,441176,,,,,,,,,,,,
5640,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,41
5640,note_off,0,0,2,,,,,,,,,,,,,,,1,,,62,0
5640,note_off,480,0,2,,,,,,,,,,,,,,,1,,,59,0
5640,note_on,0,0,2,,,,,,,,,,,,,,,1,,,62,41
5640,note_off,480,0,1,,,,,,,,,,,,,,,0,,,71,0
5640,note_on,0,0,2,,,,,,,,,,,,,,,1,,,59,41
5760,note_on,0,0,4,,,,,,,,,,,,,,,3,,,55,42
5760,note_on,360,0,4,,,,,,,,,,,,,,,3,,,43,42
5880,note_off,0,0,4,,,,,,,,,,,,,,,3,,,55,0
5880,note_off,120,0,4,,,,,,,,,,,,,,,3,,,43,0
6120,note_off,480,0,1,,,,,,,,,,,,,,,0,,,67,0
6120,note_off,480,0,2,,,,,,,,,,,,,,,1,,,62,0
6120,note_off,0,0,2,,,,,,,,,,,,,,,1,,,59,0
6240,control_change,120,0,1,,,,,,,,,,,,,64,0,0,,,,
6240,control_change,120,0,2,,,,,,,,,,,,,64,0,1,,,,
6240,control_change,360,0,4,,,,,,,,,,,,,64,0,3,,,,
6600,set_tempo,1080,1,0,,,,,,,434782,,,,,,,,,,,,
6600,control_change,0,0,2,,,,,,,,,,,,,64,127,1,,,,
6600,control_change,0,0,1,,,,,,,,,,,,,64,127,0,,,,
6600,note_on,360,0,2,,,,,,,,,,,,,,,1,,,59,55
6600,note_on,0,0,2,,,,,,,,,,,,,,,1,,,62,55
6600,note_on,360,0,1,,,,,,,,,,,,,,,0,,,67,53
6720,note_on,480,0,4,,,,,,,,,,,,,,,3,,,55,54
6720,note_on,0,0,4,,,,,,,,,,,,,,,3,,,43,54
6840,note_off,120,0,4,,,,,,,,,,,,,,,3,,,55,0
6840,note_off,0,0,4,,,,,,,,,,,,,,,3,,,43,0
7080,note_off,480,0,1,,,,,,,,,,,,,,,0,,,67,0
7080,note_off,480,0,2,,,,,,,,,,,,,,,1,,,59,0
7080,note_off,0,0,2,,,,,,,,,,,,,,,1,,,62,0
7080,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,57
7080,note_on,0,0,2,,,,,,,,,,,,,,,1,,,62,57
7080,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,57
7080,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,57
7200,note_on,360,0,4,,,,,,,,,,,,,,,3,,,55,56
7200,note_on,0,0,4,,,,,,,,,,,,,,,3,,,43,56
7320,note_off,0,0,4,,,,,,,,,,,,,,,3,,,43,0
7320,note_off,120,0,4,,,,,,,,,,,,,,,3,,,55,0
7440,set_tempo,840,1,0,,,,,,,441176,,,,,,,,,,,,
7560,note_off,480,0,2,,,,,,,,,,,,,,,1,,,71,0
7560,note_off,0,0,2,,,,,,,,,,,,,,,1,,,62,0
7560,note_on,0,0,2,,,,,,,,,,,,,,,1,,,59,54
7560,note_on,0,0,2,,,,,,,,,,,,,,,1,,,62,54
7560,note_off,480,0,1,,,,,,,,,,,,,,,0,,,74,0
7560,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,54
7560,note_off,0,0,2,,,,,,,,,,,,,,,1,,,67,0
7680,note_on,0,0,4,,,,,,,,,,,,,,,3,,,55,55
7680,note_on,360,0,4,,,,,,,,,,,,,,,3,,,43,55
7800,note_off,120,0,4,,,,,,,,,,,,,,,3,,,43,0
7800,note_off,0,0,4,,,,,,,,,,,,,,,3,,,55,0
8040,note_off,480,0,2,,,,,,,,,,,,,,,1,,,59,0
8040,note_off,0,0,2,,,,,,,,,,,,,,,1,,,62,0
8040,note_off,480,0,1,,,,,,,,,,,,,,,0,,,67,0
8160,control_change,120,0,2,,,,,,,,,,,,,64,0,1,,,,
8160,control_change,120,0,1,,,,,,,,,,,,,64,0,0,,,,
8520,note_on,0,0,2,,,,,,,,,,,,,,,1,,,59,78
8520,note_on,360,0,2,,,,,,,,,,,,,,,1,,,67,78
8520,control_change,0,0,2,,,,,,,,,,,,,64,127,1,,,,
8520,note_on,0,0,2,,,,,,,,,,,,,,,1,,,62,78
8520,set_tempo,1080,1,0,,,,,,,434782,,,,,,,,,,,,
8520,control_change,0,0,1,,,,,,,,,,,,,64,127,0,,,,
8520,note_on,360,0,1,,,,,,,,,,,,,,,0,,,71,78
8640,note_on,0,0,4,,,,,,,,,,,,,,,3,,,43,78
8640,note_on,840,0,4,,,,,,,,,,,,,,,3,,,55,78
8760,note_off,120,0,4,,,,,,,,,,,,,,,3,,,55,0
8760,note_off,0,0,4,,,,,,,,,,,,,,,3,,,43,0
9000,note_on,0,0,2,,,,,,,,,,,,,,,1,,,76,83
9000,note_off,0,0,2,,,,,,,,,,,,,,,1,,,59,0
9000,note_off,0,0,2,,,,,,,,,,,,,,,1,,,62,0
9000,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,83
9000,note_off,480,0,1,,,,,,,,,,,,,,,0,,,71,0
9000,note_on,0,0,1,,,,,,,,,,,,,,,0,,,79,83
9000,note_off,480,0,2,,,,,,,,,,,,,,,1,,,67,0
9000,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,83
9120,note_on,360,0,4,,,,,,,,,,,,,,,3,,,40,81
9120,note_on,0,0,4,,,,,,,,,,,,,,,3,,,52,81
9240,note_off,120,0,4,,,,,,,,,,,,,,,3,,,40,0
9240,note_off,0,0,4,,,,,,,,,,,,,,,3,,,52,0
9360,set_tempo,840,1,0,,,,,,,441176,,,,,,,,,,,,
9480,note_on,0,0,2,,,,,,,,,,,,,,,1,,,66,79
9480,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,79
9480,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,79
9480,control_change,480,0,2,,,,,,,,,,,,,64,0,1,,,,
9480,note_off,0,0,2,,,,,,,,,,,,,,,1,,,76,0
9480,note_on,0,0,1,,,,,,,,,,,,,,,0,,,78,79
9480,note_off,0,0,1,,,,,,,,,,,,,,,0,,,79,0
9480,control_change,480,0,1,,,,,,,,,,,,,64,0,0,,,,
9480,note_off,0,0,2,,,,,,,,,,,,,,,1,,,67,0
9480,note_off,0,0,2,,,,,,,,,,,,,,,1,,,71,0
9600,note_on,360,0,4,,,,,,,,,,,,,,,3,,,57,78
9600,note_on,0,0,4,,,,,,,,,,,,,,,3,,,45,78
9720,note_off,0,0,4,,,,,,,,,,,,,,,3,,,45,0
9720,note_off,120,0,4,,,,,,,,,,,,,,,3,,,57,0
9960,note_off,0,0,2,,,,,,,,,,,,,,,1,,,66,0
9960,note_off,480,0,2,,,,,,,,,,,,,,,1,,,69,0
9960,note_off,0,0,2,,,,,,,,,,,,,,,1,,,74,0
9960,note_off,480,0,1,,,,,,,,,,,,,,,0,,,78,0
10080,control_change,120,0,2,,,,,,,,,,,,,64,0,1,,,,
10080,control_change,120,0,1,,,,,,,,,,,,,64,0,0,,,,
10320,set_tempo,960,1,0,,,,,,,454545,,,,,,,,,,,,
10560,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,52
10560,note_on,480,0,1,,,,,,,,,,,,,,,0,,,74,52
10560,note_on,480,0,2,,,,,,,,,,,,,,,1,,,66,52
10560,note_on,0,0,4,,,,,,,,,,,,,,,3,,,45,55
10560,note_on,840,0,4,,,,,,,,,,,,,,,3,,,57,55
10680,note_off,120,0,2,,,,,,,,,,,,,,,1,,,66,0
10680,note_off,0,0,2,,,,,,,,,,,,,,,1,,,69,0
10680,note_off,0,0,4,,,,,,,,,,,,,,,3,,,45,0
10680,note_off,120,0,4,,,,,,,,,,,,,,,3,,,57,0
10680,note_off,120,0,1,,,,,,,,,,,,,,,0,,,74,0
11040,note_on,0,0,4,,,,,,,,,,,,,,,3,,,33,51
11040,note_on,360,0,4,,,,,,,,,,,,,,,3,,,45,51
11040,note_on,0,0,2,,,,,,,,,,,,,,,1,,,64,48
11040,note_on,360,0,1,,,,,,,,,,,,,,,0,,,73,48
11040,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,48
11040,note_on,360,0,2,,,,,,,,,,,,,,,1,,,67,48
11160,note_off,120,0,2,,,,,,,,,,,,,,,1,,,67,0
11160,note_off,120,0,1,,,,,,,,,,,,,,,0,,,73,0
11160,note_off,120,0,4,,,,,,,,,,,,,,,3,,,45,0
11160,note_off,0,0,4,,,,,,,,,,,,,,,3,,,33,0
11160,note_off,0,0,2,,,,,,,,,,,,,,,1,,,64,0
11160,note_off,0,0,2,,,,,,,,,,,,,,,1,,,69,0
11520,note_on,0,0,2,,,,,,,,,,,,,,,1,,,66,44
11520,note_on,360,0,2,,,,,,,,,,,,,,,1,,,69,44
11520,note_on,0,0,2,,,,,,,,,,,,,,,1,,,62,44
11520,note_on,360,0,1,,,,,,,,,,,,,,,0,,,74,44
11520,note_on,0,0,4,,,,,,,,,,,,,,,3,,,38,46
11520,note_on,360,0,4,,,,,,,,,,,,,,,3,,,50,46
11520,set_tempo,1200,1,0,,,,,,,461538,,,,,,,,,,,,
11640,note_off,120,0,1,,,,,,,,,,,,,,,0,,,74,0
11640,note_off,0,0,2,,,,,,,,,,,,,,,1,,,66,0
11640,note_off,0,0,4,,,,,,,,,,,,,,,3,,,38,0
11640,note_off,120,0,4,,,,,,,,,,,,,,,3,,,50,0
11640,note_off,0,0,2,,,,,,,,,,,,,,,1,,,62,0
11640,note_off,120,0,2,,,,,,,,,,,,,,,1,,,69,0
12000,set_tempo,480,1,0,,,,,,,600000,,,,,,,,,,,,
12360,set_tempo,360,1,0,,,,,,,434782,,,,,,,,,,,,
12360,note_on,720,0,1,,,,,,,,,,,,,,,0,,,77,91
12480,note_on,840,0,4,,,,,,,,,,,,,,,3,,,65,90
12480,set_tempo,120,1,0,,,,,,,428571,,,,,,,,,,,,
13200,note_off,720,0,4,,,,,,,,,,,,,,,3,,,65,0
13200,note_off,840,0,1,,,,,,,,,,,,,,,0,,,77,0
13200,note_on,0,0,4,,,,,,,,,,,,,,,3,,,64,79
13200,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,80
13320,note_on,0,0,4,,,,,,,,,,,,,,,3,,,62,77
13320,note_off,120,0,4,,,,,,,,,,,,,,,3,,,64,0
13320,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,79
13320,note_off,120,0,1,,,,,,,,,,,,,,,0,,,76,0
13440,note_on,0,0,4,,,,,,,,,,,,,,,3,,,60,76
13440,note_off,120,0,4,,,,,,,,,,,,,,,3,,,62,0
13440,note_off,120,0,1,,,,,,,,,,,,,,,0,,,74,0
13440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,77
13560,note_on,0,0,1,,,,,,,,,,,,,,,0,,,73,76
13560,note_off,120,0,1,,,,,,,,,,,,,,,0,,,72,0
13560,note_on,0,0,4,,,,,,,,,,,,,,,3,,,61,74
13560,note_off,120,0,4,,,,,,,,,,,,,,,3,,,60,0
13680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,74
13680,note_off,120,0,1,,,,,,,,,,,,,,,0,,,73,0
13680,note_on,0,0,4,,,,,,,,,,,,,,,3,,,62,73
13680,note_off,120,0,4,,,,,,,,,,,,,,,3,,,61,0
13800,note_on,0,0,4,,,,,,,,,,,,,,,3,,,57,71
13800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,73
13800,note_off,120,0,1,,,,,,,,,,,,,,,0,,,74,0
13800,note_off,120,0,4,,,,,,,,,,,,,,,3,,,62,0
13920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,71
13920,note_off,120,0,1,,,,,,,,,,,,,,,0,,,69,0
13920,note_off,120,0,4,,,,,,,,,,,,,,,3,,,57,0
13920,note_on,0,0,4,,,,,,,,,,,,,,,3,,,60,69
14040,note_on,0,0,4,,,,,,,,,,,,,,,3,,,58,67
14040,note_on,0,0,1,,,,,,,,,,,,,,,0,,,70,70
14040,note_off,120,0,1,,,,,,,,,,,,,,,0,,,72,0
14040,note_off,120,0,4,,,,,,,,,,,,,,,3,,,60,0
14160,note_off,120,0,4,,,,,,,,,,,,,,,3,,,58,0
14160,note_on,0,0,4,,,,,,,,,,,,,,,3,,,57,64
14160,note_off,120,0,1,,,,,,,,,,,,,,,0,,,70,0
14160,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,68
14280,note_off,120,0,4,,,,,,,,,,,,,,,3,,,57,0
14280,note_on,0,0,4,,,,,,,,,,,,,,,3,,,55,62
14280,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,66
14280,note_off,120,0,1,,,,,,,,,,,,,,,0,,,69,0
14400,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,59
14400,note_off,120,0,4,,,,,,,,,,,,,,,3,,,55,0
14400,set_tempo,1920,1,0,,,,,,,441176,,,,,,,,,,,,
14400,note_off,120,0,1,,,,,,,,,,,,,,,0,,,67,0
14400,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,65
14760,note_off,360,0,4,,,,,,,,,,,,,,,3,,,53,0
14760,note_off,360,0,1,,,,,,,,,,,,,,,0,,,65,0
15120,set_tempo,720,1,0,,,,,,,434782,,,,,,,,,,,,
15240,note_on,0,0,2,,,,,,,,,,,,,,,1,,,60,41
15240,control_change,3600,0,2,,,,,,,,,,,,,64,127,1,,,,
15240,note_on,0,0,2,,,,,,,,,,,,,,,1,,,57,41
15240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,42
15240,control_change,480,0,1,,,,,,,,,,,,,64,127,0,,,,
15360,note_on,600,0,4,,,,,,,,,,,,,,,3,,,53,40
15360,note_on,0,0,4,,,,,,,,,,,,,,,3,,,41,40
15480,note_off,120,0,4,,,,,,,,,,,,,,,3,,,53,0
15480,note_off,0,0,4,,,,,,,,,,,,,,,3,,,41,0
15720,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,46
15720,note_off,480,0,2,,,,,,,,,,,,,,,1,,,57,0
15720,note_on,0,0,2,,,,,,,,,,,,,,,1,,,57,44
15720,note_on,0,0,2,,,,,,,,,,,,,,,1,,,60,44
15720,note_off,0,0,2,,,,,,,,,,,,,,,1,,,60,0
15720,note_off,480,0,1,,,,,,,,,,,,,,,0,,,65,0
15840,note_on,0,0,4,,,,,,,,,,,,,,,3,,,41,45
15840,note_on,360,0,4,,,,,,,,,,,,,,,3,,,53,45
15960,note_off,0,0,4,,,,,,,,,,,,,,,3,,,41,0
15960,note_off,120,0,4,,,,,,,,,,,,,,,3,,,53,0
16080,set_tempo,960,1,0,,,,,,,441176,,,,,,,,,,,,
16200,note_off,480,0,1,,,,,,,,,,,,,,,0,,,69,0
16200,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,42
16200,note_on,0,0,2,,,,,,,,,,,,,,,1,,,57,42
16200,note_off,480,0,2,,,,,,,,,,,,,,,1,,,57,0
16200,note_off,0,0,2,,,,,,,,,,,,,,,1,,,60,0
16200,note_on,0,0,2,,,,,,,,,,,,,,,1,,,60,42
16320,note_on,360,0,4,,,,,,,,,,,,,,,3,,,53,43
16320,note_on,0,0,4,,,,,,,,,,,,,,,3,,,41,43
16440,note_off,120,0,4,,,,,,,,,,,,,,,3,,,53,0
16440,note_off,0,0,4,,,,,,,,,,,,,,,3,,,41,0
16680,note_off,0,0,2,,,,,,,,,,,,,,,1,,,57,0
16680,note_off,480,0,1,,,,,,,,,,,,,,,0,,,65,0
16680,note_off,480,0,2,,,,,,,,,,,,,,,1,,,60,0
16800,control_change,120,0,2,,,,,,,,,,,,,64,0,1,,,,
16800,control_change,120,0,1,,,,,,,,,,,,,64,0,0,,,,
17160,set_tempo,1080,1,0,,,,,,,434782,,,,,,,,,,,,
17160,control_change,0,0,2,,,,,,,,,,,,,64,127,1,,,,
17160,note_on,0,0,2,,,,,,,,,,,,,,,1,,,60,50
17160,note_on,360,0,1,,,,,,,,,,,,,,,0,,,65,50
17160,control_change,0,0,1,,,,,,,,,,,,,64,127,0,,,,
17160,note_on,360,0,2,,,,,,,,,,,,,,,1,,,57,50
17280,note_on,840,0,4,,,,,,,,,,,,,,,3,,,53,50
17280,note_on,0,0,4,,,,,,,,,,,,,,,3,,,41,50
17400,note_off,120,0,4,,,,,,,,,,,,,,,3,,,53,0
17400,note_off,0,0,4,,,,,,,,,,,,,,,3,,,41,0
17640,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,54
17640,note_off,480,0,1,,,,,,,,,,,,,,,0,,,65,0
17640,note_on,0,0,2,,,,,,,,,,,,,,,1,,,60,54
17640,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,54
17640,note_on,0,0,2,,,,,,,,,,,,,,,1,,,65,54
17640,note_off,0,0,2,,,,,,,,,,,,,,,1,,,60,0
17640,note_off,480,0,2,,,,,,,,,,,,,,,1,,,57,0
17760,note_on,0,0,4,,,,,,,,,,,,,,,3,,,41,53
17760,note_on,360,0,4,,,,,,,,,,,,,,,3,,,53,53
17880,note_off,0,0,4,,,,,,,,,,,,,,,3,,,41,0
17880,note_off,120,0,4,,,,,,,,,,,,,,,3,,,53,0
18000,set_tempo,840,1,0,,,,,,,441176,,,,,,,,,,,,
18120,note_on,0,0,2,,,,,,,,,,,,,,,1,,,57,52
18120,note_off,480,0,1,,,,,,,,,,,,,,,0,,,72,0
18120,note_on,0,0,2,,,,,,,,,,,,,,,1,,,60,52
18120,note_off,480,0,2,,,,,,,,,,,,,,,1,,,65,0
18120,note_off,0,0,2,,,,,,,,,,,,,,,1,,,69,0
18120,note_off,0,0,2,,,,,,,,,,,,,,,1,,,60,0
18120,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,52
18240,note_on,0,0,4,,,,,,,,,,,,,,,3,,,53,50
18240,note_on,360,0,4,,,,,,,,,,,,,,,3,,,41,50
18360,note_off,0,0,4,,,,,,,,,,,,,,,3,,,53,0
18360,note_off,120,0,4,,,,,,,,,,,,,,,3,,,41,0
18600,note_off,480,0,1,,,,,,,,,,,,,,,0,,,65,0
18600,note_off,0,0,2,,,,,,,,,,,,,,,1,,,60,0
18600,note_off,480,0,2,,,,,,,,,,,,,,,1,,,57,0
18720,control_change,120,0,2,,,,,,,,,,,,,64,0,1,,,,
18720,control_change,120,0,1,,,,,,,,,,,,,64,0,0,,,,
19080,note_on,360,0,2,,,,,,,,,,,,,,,1,,,60,78
19080,note_on,0,0,2,,,,,,,,,,,,,,,1,,,57,78
19080,note_on,0,0,2,,,,,,,,,,,,,,,1,,,65,78
19080,control_change,0,0,2,,,,,,,,,,,,,64,127,1,,,,
19080,set_tempo,1080,1,0,,,,,,,434782,,,,,,,,,,,,
19080,note_on,360,0,1,,,,,,,,,,,,,,,0,,,69,78
19080,control_change,0,0,1,,,,,,,,,,,,,64,127,0,,,,
19200,note_on,840,0,4,,,,,,,,,,,,,,,3,,,53,77
19200,note_on,0,0,4,,,,,,,,,,,,,,,3,,,41,77
19320,note_off,120,0,4,,,,,,,,,,,,,,,3,,,53,0
19320,note_off,0,0,4,,,,,,,,,,,,,,,3,,,41,0
19560,note_off,480,0,2,,,,,,,,,,,,,,,1,,,60,0
19560,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,83
19560,note_off,480,0,1,,,,,,,,,,,,,,,0,,,69,0
19560,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,83
19560,note_off,0,0,2,,,,,,,,,,,,,,,1,,,65,0
19560,note_on,0,0,2,,,,,,,,,,,,,,,1,,,65,83
19560,note_off,0,0,2,,,,,,,,,,,,,,,1,,,57,0
