tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity,data
1830,note_on,25,0,5,,,,,,,,,,,,,,,4,,64,105,
1860,note_on,30,0,5,,,,,,,,,,,,,,,4,,67,105,
1865,note_on,5,0,5,,,,,,,,,,,,,,,4,,60,0,
1890,note_on,25,0,5,,,,,,,,,,,,,,,4,,64,0,
1900,note_on,1898,0,6,,,,,,,,,,,,,,,5,,84,105,
1904,note_on,1902,0,7,,,,,,,,,,,,,,,6,,72,105,
1908,note_on,1906,0,8,,,,,,,,,,,,,,,7,,60,105,
1910,note_on,1908,0,1,,,,,,,,,,,,,,,0,,84,105,
1912,note_on,1910,0,9,,,,,,,,,,,,,,,8,,60,105,
1920,note_on,1918,0,4,,,,,,,,,,,,,,,3,,84,105,
1920,note_on,1918,0,10,,,,,,,,,,,,,,,10,,48,105,
1920,note_on,30,0,5,,,,,,,,,,,,,,,4,,67,0,
1920,note_on,0,0,5,,,,,,,,,,,,,,,4,,72,105,
1920,note_on,0,0,5,,,,,,,,,,,,,,,4,,48,105,
1920,note_on,1918,0,3,,,,,,,,,,,,,,,2,,60,105,
2584,note_on,684,0,6,,,,,,,,,,,,,,,5,,84,0,
2588,note_on,684,0,7,,,,,,,,,,,,,,,6,,72,0,
2592,note_on,684,0,8,,,,,,,,,,,,,,,7,,60,0,
2594,note_on,684,0,1,,,,,,,,,,,,,,,0,,84,0,
2596,note_on,684,0,9,,,,,,,,,,,,,,,8,,60,0,
2604,note_on,684,0,10,,,,,,,,,,,,,,,10,,48,0,
2604,note_on,684,0,3,,,,,,,,,,,,,,,2,,60,0,
2620,note_on,36,0,6,,,,,,,,,,,,,,,5,,79,105,
2624,note_on,36,0,7,,,,,,,,,,,,,,,6,,67,105,
2628,note_on,36,0,8,,,,,,,,,,,,,,,7,,55,105,
2630,note_on,36,0,1,,,,,,,,,,,,,,,0,,79,105,
2632,note_on,36,0,9,,,,,,,,,,,,,,,8,,55,105,
2640,note_on,36,0,10,,,,,,,,,,,,,,,10,,43,105,
2640,note_on,0,0,4,,,,,,,,,,,,,,,3,,79,105,
2640,note_on,720,0,4,,,,,,,,,,,,,,,3,,84,0,
2640,note_on,720,0,5,,,,,,,,,,,,,,,4,,48,0,
2640,note_on,0,0,5,,,,,,,,,,,,,,,4,,72,0,
2640,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105,
2640,note_on,36,0,3,,,,,,,,,,,,,,,2,,55,105,
2640,note_on,0,0,5,,,,,,,,,,,,,,,4,,43,105,
2848,note_on,228,0,6,,,,,,,,,,,,,,,5,,79,0,
2852,note_on,228,0,7,,,,,,,,,,,,,,,6,,67,0,
2856,note_on,228,0,8,,,,,,,,,,,,,,,7,,55,0,
2858,note_on,228,0,1,,,,,,,,,,,,,,,0,,79,0,
2860,note_on,12,0,6,,,,,,,,,,,,,,,5,,76,105,
2860,note_on,228,0,9,,,,,,,,,,,,,,,8,,55,0,
2864,note_on,12,0,7,,,,,,,,,,,,,,,6,,64,105,
2868,note_on,228,0,10,,,,,,,,,,,,,,,10,,43,0,
2868,note_on,228,0,3,,,,,,,,,,,,,,,2,,55,0,
2868,note_on,12,0,8,,,,,,,,,,,,,,,7,,52,105,
2870,note_on,12,0,1,,,,,,,,,,,,,,,0,,76,105,
2872,note_on,12,0,9,,,,,,,,,,,,,,,8,,52,105,
2880,note_on,240,0,5,,,,,,,,,,,,,,,4,,43,0,
2880,note_on,12,0,10,,,,,,,,,,,,,,,10,,40,105,
2880,note_on,240,0,4,,,,,,,,,,,,,,,3,,79,0,
2880,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,0,
2880,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,105,
2880,note_on,0,0,4,,,,,,,,,,,,,,,3,,76,105,
2880,note_on,12,0,3,,,,,,,,,,,,,,,2,,52,105,
2880,note_on,0,0,5,,,,,,,,,,,,,,,4,,40,105,
3088,note_on,228,0,6,,,,,,,,,,,,,,,5,,76,0,
3092,note_on,228,0,7,,,,,,,,,,,,,,,6,,64,0,
3096,note_on,228,0,8,,,,,,,,,,,,,,,7,,52,0,
3098,note_on,228,0,1,,,,,,,,,,,,,,,0,,76,0,
3100,note_on,228,0,9,,,,,,,,,,,,,,,8,,52,0,
3100,note_on,12,0,6,,,,,,,,,,,,,,,5,,72,105,
3104,note_on,12,0,7,,,,,,,,,,,,,,,6,,60,105,
3108,note_on,228,0,10,,,,,,,,,,,,,,,10,,40,0,
3108,note_on,228,0,3,,,,,,,,,,,,,,,2,,52,0,
3108,note_on,12,0,8,,,,,,,,,,,,,,,7,,48,105,
3110,note_on,12,0,1,,,,,,,,,,,,,,,0,,72,105,
3112,note_on,12,0,9,,,,,,,,,,,,,,,8,,48,105,
3120,note_on,0,0,5,,,,,,,,,,,,,,,4,,60,105,
3120,note_on,240,0,5,,,,,,,,,,,,,,,4,,40,0,
3120,note_on,0,0,5,,,,,,,,,,,,,,,4,,36,105,
3120,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,0,
3120,note_on,12,0,10,,,,,,,,,,,,,,,10,,36,105,
3120,note_on,0,0,4,,,,,,,,,,,,,,,3,,72,105,
3120,note_on,240,0,4,,,,,,,,,,,,,,,3,,76,0,
3120,note_on,12,0,3,,,,,,,,,,,,,,,2,,48,105,
3328,note_on,228,0,6,,,,,,,,,,,,,,,5,,72,0,
3332,note_on,228,0,7,,,,,,,,,,,,,,,6,,60,0,
3336,note_on,228,0,8,,,,,,,,,,,,,,,7,,48,0,
3338,note_on,228,0,1,,,,,,,,,,,,,,,0,,72,0,
3340,note_on,228,0,9,,,,,,,,,,,,,,,8,,48,0,
3340,note_on,12,0,6,,,,,,,,,,,,,,,5,,76,105,
3344,note_on,12,0,7,,,,,,,,,,,,,,,6,,64,105,
3348,note_on,228,0,3,,,,,,,,,,,,,,,2,,48,0,
3348,note_on,228,0,10,,,,,,,,,,,,,,,10,,36,0,
3348,note_on,12,0,8,,,,,,,,,,,,,,,7,,52,105,
3350,note_on,12,0,1,,,,,,,,,,,,,,,0,,76,105,
3352,note_on,12,0,9,,,,,,,,,,,,,,,8,,52,105,
3360,note_on,12,0,3,,,,,,,,,,,,,,,2,,52,105,
3360,note_on,240,0,4,,,,,,,,,,,,,,,3,,72,0,
3360,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,105,
3360,note_on,240,0,5,,,,,,,,,,,,,,,4,,36,0,
3360,note_on,0,0,5,,,,,,,,,,,,,,,4,,60,0,
3360,note_on,12,0,10,,,,,,,,,,,,,,,10,,40,105,
3360,note_on,0,0,5,,,,,,,,,,,,,,,4,,40,105,
3360,note_on,0,0,4,,,,,,,,,,,,,,,3,,76,105,
3568,note_on,228,0,6,,,,,,,,,,,,,,,5,,76,0,
3572,note_on,228,0,7,,,,,,,,,,,,,,,6,,64,0,
3576,note_on,228,0,8,,,,,,,,,,,,,,,7,,52,0,
3578,note_on,228,0,1,,,,,,,,,,,,,,,0,,76,0,
3580,note_on,228,0,9,,,,,,,,,,,,,,,8,,52,0,
3580,note_on,12,0,6,,,,,,,,,,,,,,,5,,79,105,
3584,note_on,12,0,7,,,,,,,,,,,,,,,6,,67,105,
3588,note_on,12,0,8,,,,,,,,,,,,,,,7,,55,105,
3588,note_on,228,0,3,,,,,,,,,,,,,,,2,,52,0,
3588,note_on,228,0,10,,,,,,,,,,,,,,,10,,40,0,
3590,note_on,12,0,1,,,,,,,,,,,,,,,0,,79,105,
3592,note_on,12,0,9,,,,,,,,,,,,,,,8,,55,105,
3600,note_on,0,0,4,,,,,,,,,,,,,,,3,,79,105,
3600,note_on,240,0,5,,,,,,,,,,,,,,,4,,40,0,
3600,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,0,
3600,note_on,0,0,5,,,,,,,,,,,,,,,4,,43,105,
3600,note_on,240,0,4,,,,,,,,,,,,,,,3,,76,0,
3600,note_on,12,0,3,,,,,,,,,,,,,,,2,,55,105,
3600,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105,
3600,note_on,12,0,10,,,,,,,,,,,,,,,10,,43,105,
3808,note_on,228,0,6,,,,,,,,,,,,,,,5,,79,0,
3812,note_on,228,0,7,,,,,,,,,,,,,,,6,,67,0,
3816,note_on,228,0,8,,,,,,,,,,,,,,,7,,55,0,
3818,note_on,228,0,1,,,,,,,,,,,,,,,0,,79,0,
3820,note_on,12,0,6,,,,,,,,,,,,,,,5,,84,105,
3820,note_on,228,0,9,,,,,,,,,,,,,,,8,,55,0,
3824,note_on,12,0,7,,,,,,,,,,,,,,,6,,72,105,
3828,note_on,12,0,8,,,,,,,,,,,,,,,7,,60,105,
3828,note_on,228,0,3,,,,,,,,,,,,,,,2,,55,0,
3828,note_on,228,0,10,,,,,,,,,,,,,,,10,,43,0,
3830,note_on,12,0,1,,,,,,,,,,,,,,,0,,84,105,
3832,note_on,12,0,9,,,,,,,,,,,,,,,8,,60,105,
3840,note_on,12,0,10,,,,,,,,,,,,,,,10,,48,105,
3840,note_on,240,0,4,,,,,,,,,,,,,,,3,,79,0,
3840,note_on,12,0,3,,,,,,,,,,,,,,,2,,60,105,
3840,note_on,240,0,5,,,,,,,,,,,,,,,4,,43,0,
3840,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,0,
3840,note_on,0,0,5,,,,,,,,,,,,,,,4,,72,105,
3840,note_on,0,0,5,,,,,,,,,,,,,,,4,,48,105,
3840,note_on,0,0,4,,,,,,,,,,,,,,,3,,84,105,
4504,note_on,684,0,6,,,,,,,,,,,,,,,5,,84,0,
4508,note_on,684,0,7,,,,,,,,,,,,,,,6,,72,0,
4512,note_on,684,0,8,,,,,,,,,,,,,,,7,,60,0,
4514,note_on,684,0,1,,,,,,,,,,,,,,,0,,84,0,
4516,note_on,684,0,9,,,,,,,,,,,,,,,8,,60,0,
4524,note_on,684,0,3,,,,,,,,,,,,,,,2,,60,0,
4524,note_on,684,0,10,,,,,,,,,,,,,,,10,,48,0,
4540,note_on,36,0,6,,,,,,,,,,,,,,,5,,79,105,
4544,note_on,36,0,7,,,,,,,,,,,,,,,6,,67,105,
4548,note_on,36,0,8,,,,,,,,,,,,,,,7,,55,105,
4550,note_on,36,0,1,,,,,,,,,,,,,,,0,,79,105,
4552,note_on,36,0,9,,,,,,,,,,,,,,,8,,55,105,
4560,note_on,720,0,4,,,,,,,,,,,,,,,3,,84,0,
4560,note_on,36,0,3,,,,,,,,,,,,,,,2,,55,105,
4560,note_on,720,0,5,,,,,,,,,,,,,,,4,,48,0,
4560,note_on,0,0,4,,,,,,,,,,,,,,,3,,79,105,
4560,note_on,0,0,5,,,,,,,,,,,,,,,4,,43,105,
4560,note_on,36,0,10,,,,,,,,,,,,,,,10,,43,105,
4560,note_on,0,0,5,,,,,,,,,,,,,,,4,,72,0,
4560,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105,
4768,note_on,228,0,6,,,,,,,,,,,,,,,5,,79,0,
4772,note_on,228,0,7,,,,,,,,,,,,,,,6,,67,0,
4776,note_on,228,0,8,,,,,,,,,,,,,,,7,,55,0,
4778,note_on,228,0,1,,,,,,,,,,,,,,,0,,79,0,
4780,note_on,228,0,9,,,,,,,,,,,,,,,8,,55,0,
4780,note_on,12,0,6,,,,,,,,,,,,,,,5,,76,105,
4784,note_on,12,0,7,,,,,,,,,,,,,,,6,,64,105,
4788,note_on,228,0,10,,,,,,,,,,,,,,,10,,43,0,
4788,note_on,228,0,3,,,,,,,,,,,,,,,2,,55,0,
4788,note_on,12,0,8,,,,,,,,,,,,,,,7,,52,105,
4790,note_on,12,0,1,,,,,,,,,,,,,,,0,,76,105,
4792,note_on,12,0,9,,,,,,,,,,,,,,,8,,52,105,
4800,note_on,240,0,4,,,,,,,,,,,,,,,3,,79,0,
4800,note_on,12,0,3,,,,,,,,,,,,,,,2,,52,105,
4800,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,0,
4800,note_on,12,0,10,,,,,,,,,,,,,,,10,,40,105,
4800,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,105,
4800,note_on,0,0,5,,,,,,,,,,,,,,,4,,40,105,
4800,note_on,0,0,4,,,,,,,,,,,,,,,3,,76,105,
4800,note_on,240,0,5,,,,,,,,,,,,,,,4,,43,0,
5008,note_on,228,0,6,,,,,,,,,,,,,,,5,,76,0,
5012,note_on,228,0,7,,,,,,,,,,,,,,,6,,64,0,
5016,note_on,228,0,8,,,,,,,,,,,,,,,7,,52,0,
5018,note_on,228,0,1,,,,,,,,,,,,,,,0,,76,0,
5020,note_on,12,0,6,,,,,,,,,,,,,,,5,,72,105,
5020,note_on,228,0,9,,,,,,,,,,,,,,,8,,52,0,
5024,note_on,12,0,7,,,,,,,,,,,,,,,6,,60,105,
5028,note_on,228,0,10,,,,,,,,,,,,,,,10,,40,0,
5028,note_on,12,0,8,,,,,,,,,,,,,,,7,,48,105,
5028,note_on,228,0,3,,,,,,,,,,,,,,,2,,52,0,
5030,note_on,12,0,1,,,,,,,,,,,,,,,0,,72,105,
5032,note_on,12,0,9,,,,,,,,,,,,,,,8,,48,105,
5040,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,0,
5040,note_on,240,0,5,,,,,,,,,,,,,,,4,,40,0,
5040,note_on,0,0,4,,,,,,,,,,,,,,,3,,72,105,
5040,note_on,12,0,10,,,,,,,,,,,,,,,10,,36,105,
5040,note_on,12,0,3,,,,,,,,,,,,,,,2,,48,105,
5040,note_on,0,0,5,,,,,,,,,,,,,,,4,,36,105,
5040,note_on,0,0,5,,,,,,,,,,,,,,,4,,60,105,
5040,note_on,240,0,4,,,,,,,,,,,,,,,3,,76,0,
5248,note_on,228,0,6,,,,,,,,,,,,,,,5,,72,0,
5252,note_on,228,0,7,,,,,,,,,,,,,,,6,,60,0,
5256,note_on,228,0,8,,,,,,,,,,,,,,,7,,48,0,
5258,note_on,228,0,1,,,,,,,,,,,,,,,0,,72,0,
5260,note_on,12,0,6,,,,,,,,,,,,,,,5,,76,105,
5260,note_on,228,0,9,,,,,,,,,,,,,,,8,,48,0,
5264,note_on,12,0,7,,,,,,,,,,,,,,,6,,64,105,
5268,note_on,12,0,8,,,,,,,,,,,,,,,7,,52,105,
5268,note_on,228,0,10,,,,,,,,,,,,,,,10,,36,0,
5268,note_on,228,0,3,,,,,,,,,,,,,,,2,,48,0,
5270,note_on,12,0,1,,,,,,,,,,,,,,,0,,76,105,
5272,note_on,12,0,9,,,,,,,,,,,,,,,8,,52,105,
5280,note_on,12,0,10,,,,,,,,,,,,,,,10,,40,105,
5280,note_on,240,0,5,,,,,,,,,,,,,,,4,,36,0,
5280,note_on,0,0,5,,,,,,,,,,,,,,,4,,60,0,
5280,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,105,
5280,note_on,0,0,5,,,,,,,,,,,,,,,4,,40,105,
5280,note_on,12,0,3,,,,,,,,,,,,,,,2,,52,105,
5280,note_on,0,0,4,,,,,,,,,,,,,,,3,,76,105,
5280,note_on,240,0,4,,,,,,,,,,,,,,,3,,72,0,
5488,note_on,228,0,6,,,,,,,,,,,,,,,5,,76,0,
5492,note_on,228,0,7,,,,,,,,,,,,,,,6,,64,0,
5496,note_on,228,0,8,,,,,,,,,,,,,,,7,,52,0,
5498,note_on,228,0,1,,,,,,,,,,,,,,,0,,76,0,
5500,note_on,12,0,6,,,,,,,,,,,,,,,5,,79,105,
5500,note_on,228,0,9,,,,,,,,,,,,,,,8,,52,0,
5504,note_on,12,0,7,,,,,,,,,,,,,,,6,,67,105,
5508,note_on,228,0,3,,,,,,,,,,,,,,,2,,52,0,
5508,note_on,12,0,8,,,,,,,,,,,,,,,7,,55,105,
5508,note_on,228,0,10,,,,,,,,,,,,,,,10,,40,0,
5510,note_on,12,0,1,,,,,,,,,,,,,,,0,,79,105,
5512,note_on,12,0,9,,,,,,,,,,,,,,,8,,55,105,
5520,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,105,
5520,note_on,0,0,5,,,,,,,,,,,,,,,4,,64,0,
5520,note_on,240,0,4,,,,,,,,,,,,,,,3,,76,0,
5520,note_on,0,0,4,,,,,,,,,,,,,,,3,,79,105,
5520,note_on,240,0,5,,,,,,,,,,,,,,,4,,40,0,
5520,note_on,12,0,3,,,,,,,,,,,,,,,2,,55,105,
5520,note_on,0,0,5,,,,,,,,,,,,,,,4,,43,105,
5520,note_on,12,0,10,,,,,,,,,,,,,,,10,,43,105,
5728,note_on,228,0,6,,,,,,,,,,,,,,,5,,79,0,
5732,note_on,228,0,7,,,,,,,,,,,,,,,6,,67,0,
5736,note_on,228,0,8,,,,,,,,,,,,,,,7,,55,0,
5738,note_on,228,0,1,,,,,,,,,,,,,,,0,,79,0,
5740,note_on,12,0,6,,,,,,,,,,,,,,,5,,84,105,
5740,note_on,228,0,9,,,,,,,,,,,,,,,8,,55,0,
5744,note_on,12,0,7,,,,,,,,,,,,,,,6,,72,105,
5748,note_on,228,0,10,,,,,,,,,,,,,,,10,,43,0,
5748,note_on,228,0,3,,,,,,,,,,,,,,,2,,55,0,
5748,note_on,12,0,8,,,,,,,,,,,,,,,7,,60,105,
5750,note_on,12,0,1,,,,,,,,,,,,,,,0,,84,105,
5752,note_on,12,0,9,,,,,,,,,,,,,,,8,,60,105,
5760,note_on,0,0,5,,,,,,,,,,,,,,,4,,48,105,
5760,note_on,0,0,5,,,,,,,,,,,,,,,4,,72,105,
5760,note_on,12,0,3,,,,,,,,,,,,,,,2,,60,105,
5760,note_on,0,0,4,,,,,,,,,,,,,,,3,,84,105,
5760,note_on,0,0,5,,,,,,,,,,,,,,,4,,67,0,
5760,note_on,12,0,10,,,,,,,,,,,,,,,10,,48,105,
5760,note_on,240,0,5,,,,,,,,,,,,,,,4,,43,0,
5760,note_on,240,0,4,,,,,,,,,,,,,,,3,,79,0,
6196,note_on,456,0,6,,,,,,,,,,,,,,,5,,84,0,
6200,note_on,456,0,7,,,,,,,,,,,,,,,6,,72,0,
6204,note_on,456,0,8,,,,,,,,,,,,,,,7,,60,0,
6206,note_on,456,0,1,,,,,,,,,,,,,,,0,,84,0,
6208,note_on,456,0,9,,,,,,,,,,,,,,,8,,60,0,
6216,note_on,456,0,3,,,,,,,,,,,,,,,2,,60,0,
6216,note_on,456,0,10,,,,,,,,,,,,,,,10,,48,0,
6230,note_on,24,0,1,,,,,,,,,,,,,,,0,,72,70,
6232,note_on,24,0,9,,,,,,,,,,,,,,,8,,48,70,
6240,note_on,0,0,5,,,,,,,,,,,,,,,4,,72,0,
6240,note_on,480,0,4,,,,,,,,,,,,,,,3,,84,0,
6240,note_on,480,0,5,,,,,,,,,,,,,,,4,,48,0,
6240,note_on,24,0,10,,,,,,,,,,,,,,,10,,36,70,
6460,note_on,264,0,6,,,,,,,,,,,,,,,5,,60,70,
6700,note_on,240,0,6,,,,,,,,,,,,,,,5,,60,0,
6710,note_on,480,0,1,,,,,,,,,,,,,,,0,,71,70,
6712,note_on,480,0,9,,,,,,,,,,,,,,,8,,47,70,
6720,note_on,480,0,10,,,,,,,,,,,,,,,10,,35,70,
6776,note_on,64,0,9,,,,,,,,,,,,,,,8,,48,0,
6784,note_on,64,0,10,,,,,,,,,,,,,,,10,,36,0,
6829,note_on,119,0,1,,,,,,,,,,,,,,,0,,72,0,
6940,note_on,240,0,6,,,,,,,,,,,,,,,5,,59,70,
7180,note_on,240,0,6,,,,,,,,,,,,,,,5,,59,0,
7190,note_on,361,0,1,,,,,,,,,,,,,,,0,,72,70,
7192,note_on,416,0,9,,,,,,,,,,,,,,,8,,48,70,
7200,note_on,416,0,10,,,,,,,,,,,,,,,10,,36,70,
7249,note_on,59,0,1,,,,,,,,,,,,,,,0,,71,0,
7251,note_on,59,0,9,,,,,,,,,,,,,,,8,,47,0,
