tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity,pitch
1248,note_on,3,0,9,,,,,,,,3,,,65,64,
1248,note_on,3,0,10,,,,,,,,3,,,60,64,
1293,note_on,45,0,11,,,,,,,,3,,,39,0,
1293,note_on,45,0,9,,,,,,,,3,,,65,0,
1293,note_on,45,0,10,,,,,,,,3,,,60,0,
1296,note_on,3,0,10,,,,,,,,3,,,60,64,
1296,note_on,3,0,9,,,,,,,,3,,,65,64,
1296,note_on,3,0,11,,,,,,,,3,,,39,64,
1337,note_on,89,0,8,,,,,,,,3,,,69,0,
1341,note_on,45,0,9,,,,,,,,3,,,65,0,
1341,note_on,45,0,11,,,,,,,,3,,,39,0,
1341,note_on,45,0,10,,,,,,,,3,,,60,0,
1344,note_on,3,0,11,,,,,,,,3,,,38,64,
1344,note_on,3,0,9,,,,,,,,3,,,65,64,
1344,note_on,7,0,8,,,,,,,,3,,,70,64,
1344,note_on,3,0,10,,,,,,,,3,,,58,64,
1389,note_on,45,0,9,,,,,,,,3,,,65,0,
1389,note_on,45,0,10,,,,,,,,3,,,58,0,
1392,note_on,3,0,10,,,,,,,,3,,,70,85,
1392,note_on,3,0,9,,,,,,,,3,,,70,85,
1392,note_on,777,0,1,,,,,,,,0,,,70,49,
1392,note_on,1392,0,2,,,,,,,,0,,,70,49,
1433,note_on,89,0,8,,,,,,,,3,,,70,0,
1433,note_on,89,0,11,,,,,,,,3,,,38,0,
1437,note_on,45,0,9,,,,,,,,3,,,70,0,
1437,note_on,45,0,1,,,,,,,,0,,,70,0,
1437,note_on,45,0,10,,,,,,,,3,,,70,0,
1437,note_on,45,0,2,,,,,,,,0,,,70,0,
1440,note_on,3,0,1,,,,,,,,0,,,72,49,
1440,note_on,3,0,10,,,,,,,,3,,,69,85,
1440,note_on,3,0,9,,,,,,,,3,,,72,85,
1440,note_on,3,0,2,,,,,,,,0,,,69,49,
1485,note_on,45,0,1,,,,,,,,0,,,72,0,
1485,note_on,45,0,2,,,,,,,,0,,,69,0,
1485,note_on,45,0,10,,,,,,,,3,,,69,0,
1485,note_on,45,0,9,,,,,,,,3,,,72,0,
1488,note_on,3,0,2,,,,,,,,0,,,70,49,
1488,note_on,3,0,10,,,,,,,,3,,,70,85,
1488,note_on,3,0,9,,,,,,,,3,,,74,85,
1488,note_on,3,0,1,,,,,,,,0,,,74,49,
1533,note_on,45,0,1,,,,,,,,0,,,74,0,
1533,note_on,45,0,10,,,,,,,,3,,,70,0,
1533,note_on,45,0,9,,,,,,,,3,,,74,0,
1533,note_on,45,0,2,,,,,,,,0,,,70,0,
1536,note_on,103,0,8,,,,,,,,3,,,67,85,
1536,note_on,3,0,1,,,,,,,,0,,,75,49,
1536,note_on,3,0,2,,,,,,,,0,,,72,49,
1536,note_on,3,0,10,,,,,,,,3,,,72,85,
1536,note_on,3,0,9,,,,,,,,3,,,75,85,
1536,note_on,103,0,11,,,,,,,,3,,,36,85,
1542,note_on,0,0,8,,,,,,,,3,,,75,85,
1542,note_on,6,0,8,,,,,,,,3,,,67,0,
1581,note_on,45,0,9,,,,,,,,3,,,75,0,
1581,note_on,45,0,10,,,,,,,,3,,,72,0,
1581,note_on,45,0,11,,,,,,,,3,,,36,0,
1584,note_on,3,0,10,,,,,,,,3,,,63,85,
1584,note_on,3,0,11,,,,,,,,3,,,36,85,
1584,note_on,3,0,9,,,,,,,,3,,,67,85,
1625,note_on,83,0,8,,,,,,,,3,,,75,0,
1625,note_on,89,0,2,,,,,,,,0,,,72,0,
1625,note_on,89,0,1,,,,,,,,0,,,75,0,
1629,note_on,45,0,11,,,,,,,,3,,,36,0,
1632,note_on,3,0,11,,,,,,,,3,,,36,85,
1632,note_on,7,0,2,,,,,,,,0,,,67,49,
1632,note_on,7,0,8,,,,,,,,3,,,75,85,
1632,note_on,7,0,1,,,,,,,,0,,,72,49,
1673,note_on,89,0,10,,,,,,,,3,,,63,0,
1673,note_on,89,0,9,,,,,,,,3,,,67,0,
1677,note_on,45,0,11,,,,,,,,3,,,36,0,
1680,note_on,7,0,9,,,,,,,,3,,,72,85,
1680,note_on,7,0,10,,,,,,,,3,,,67,85,
1680,note_on,3,0,11,,,,,,,,3,,,36,85,
1721,note_on,89,0,1,,,,,,,,0,,,72,0,
1721,note_on,89,0,2,,,,,,,,0,,,67,0,
1725,note_on,45,0,11,,,,,,,,3,,,36,0,
1728,note_on,3,0,11,,,,,,,,3,,,48,85,
1728,note_on,7,0,1,,,,,,,,0,,,75,49,
1728,note_on,7,0,2,,,,,,,,0,,,72,49,
1765,note_on,133,0,8,,,,,,,,3,,,75,0,
1769,note_on,89,0,9,,,,,,,,3,,,72,0,
1769,note_on,89,0,10,,,,,,,,3,,,67,0,
1773,note_on,45,0,11,,,,,,,,3,,,48,0,
1776,note_on,7,0,9,,,,,,,,3,,,63,85,
1776,note_on,7,0,10,,,,,,,,3,,,60,85,
1776,note_on,3,0,11,,,,,,,,3,,,48,85,
1776,note_on,11,0,8,,,,,,,,3,,,79,85,
1817,note_on,89,0,1,,,,,,,,0,,,75,0,
1817,note_on,89,0,2,,,,,,,,0,,,72,0,
1821,note_on,45,0,11,,,,,,,,3,,,48,0,
1821,note_on,45,0,8,,,,,,,,3,,,79,0,
1824,note_on,3,0,11,,,,,,,,3,,,48,85,
1824,note_on,7,0,2,,,,,,,,0,,,75,49,
1824,note_on,3,0,8,,,,,,,,3,,,75,85,
1824,note_on,7,0,1,,,,,,,,0,,,79,49,
1865,note_on,89,0,10,,,,,,,,3,,,60,0,
1865,note_on,89,0,9,,,,,,,,3,,,63,0,
1869,note_on,45,0,8,,,,,,,,3,,,75,0,
1869,note_on,45,0,11,,,,,,,,3,,,48,0,
1872,note_on,7,0,10,,,,,,,,3,,,63,85,
1872,note_on,3,0,8,,,,,,,,3,,,72,85,
1872,note_on,3,0,11,,,,,,,,3,,,48,85,
1872,note_on,7,0,9,,,,,,,,3,,,67,85,
1892,note_on,20,0,8,,,,,,,,3,,,72,0,
1913,note_on,89,0,2,,,,,,,,0,,,75,0,
1913,note_on,89,0,1,,,,,,,,0,,,79,0,
1917,note_on,45,0,9,,,,,,,,3,,,67,0,
1917,note_on,45,0,11,,,,,,,,3,,,48,0,
1917,note_on,45,0,10,,,,,,,,3,,,63,0,
1920,note_on,3,0,11,,,,,,,,3,,,41,85,
1920,note_on,28,0,8,,,,,,,,3,,,70,85,
1920,note_on,3,0,9,,,,,,,,3,,,63,85,
1920,note_on,3,0,10,,,,,,,,3,,,60,85,
1920,note_on,1255,0,3,,,,,,,,1,,,65,64,
1965,note_on,45,0,11,,,,,,,,3,,,41,0,
1965,note_on,45,0,8,,,,,,,,3,,,70,0,
1965,note_on,45,0,9,,,,,,,,3,,,63,0,
1965,note_on,45,0,10,,,,,,,,3,,,60,0,
1968,note_on,3,0,11,,,,,,,,3,,,41,85,
1968,note_on,3,0,10,,,,,,,,3,,,63,85,
1968,note_on,3,0,9,,,,,,,,3,,,72,85,
1968,note_on,3,0,8,,,,,,,,3,,,69,85,
2009,note_on,89,0,3,,,,,,,,1,,,65,0,
2013,note_on,45,0,11,,,,,,,,3,,,41,0,
2013,note_on,45,0,8,,,,,,,,3,,,69,0,
2016,note_on,103,0,2,,,,,,,,0,,,69,49,
2016,note_on,7,0,3,,,,,,,,1,,,72,64,
2016,note_on,0,0,3,,,,,,,,1,,,65,64,
2016,note_on,3,0,8,,,,,,,,3,,,69,85,
2016,note_on,3,0,11,,,,,,,,3,,,41,85,
2016,note_on,103,0,1,,,,,,,,0,,,72,49,
2057,note_on,89,0,10,,,,,,,,3,,,63,0,
2057,note_on,89,0,9,,,,,,,,3,,,72,0,
2061,note_on,45,0,11,,,,,,,,3,,,41,0,
2064,note_on,7,0,10,,,,,,,,3,,,69,85,
2064,note_on,7,0,9,,,,,,,,3,,,75,85,
2064,note_on,3,0,11,,,,,,,,3,,,41,85,
2105,note_on,89,0,2,,,,,,,,0,,,69,0,
2105,note_on,89,0,1,,,,,,,,0,,,72,0,
2109,note_on,45,0,11,,,,,,,,3,,,41,0,
2112,note_on,3,0,11,,,,,,,,3,,,41,85,
2112,note_on,7,0,2,,,,,,,,0,,,75,49,
2112,note_on,7,0,1,,,,,,,,0,,,81,49,
2149,note_on,133,0,8,,,,,,,,3,,,69,0,
2153,note_on,89,0,10,,,,,,,,3,,,69,0,
2153,note_on,89,0,9,,,,,,,,3,,,75,0,
2157,note_on,45,0,11,,,,,,,,3,,,41,0,
2160,note_on,11,0,8,,,,,,,,3,,,81,85,
2160,note_on,7,0,9,,,,,,,,3,,,63,85,
2160,note_on,7,0,10,,,,,,,,3,,,60,85,
2160,note_on,3,0,11,,,,,,,,3,,,41,85,
2193,note_on,0,0,3,,,,,,,,1,,,72,0,
2193,note_on,177,0,3,,,,,,,,1,,,65,0,
2201,note_on,89,0,1,,,,,,,,0,,,81,0,
2201,note_on,89,0,2,,,,,,,,0,,,75,0,
2205,note_on,45,0,9,,,,,,,,3,,,63,0,
2205,note_on,45,0,8,,,,,,,,3,,,81,0,
2205,note_on,45,0,11,,,,,,,,3,,,41,0,
2205,note_on,45,0,10,,,,,,,,3,,,60,0,
2208,note_on,7,0,1,,,,,,,,0,,,82,49,
2208,note_on,3,0,8,,,,,,,,3,,,82,85,
2208,note_on,7,0,2,,,,,,,,0,,,74,49,
2208,note_on,3,0,9,,,,,,,,3,,,62,85,
2208,note_on,3,0,11,,,,,,,,3,,,34,85,
2208,note_on,3,0,10,,,,,,,,3,,,58,85,
2208,note_on,0,0,3,,,,,,,,1,,,70,64,
2208,note_on,15,0,3,,,,,,,,1,,,74,64,
2253,note_on,45,0,9,,,,,,,,3,,,62,0,
2253,note_on,45,0,8,,,,,,,,3,,,82,0,
2253,note_on,45,0,11,,,,,,,,3,,,34,0,
2253,note_on,45,0,10,,,,,,,,3,,,58,0,
2256,note_on,3,0,9,,,,,,,,3,,,74,85,
2256,note_on,3,0,8,,,,,,,,3,,,77,85,
2256,note_on,3,0,11,,,,,,,,3,,,34,85,
2256,note_on,3,0,10,,,,,,,,3,,,70,85,
2276,note_on,20,0,8,,,,,,,,3,,,77,0,
2276,note_on,20,0,10,,,,,,,,3,,,70,0,
2297,note_on,89,0,2,,,,,,,,0,,,74,0,
2297,note_on,89,0,1,,,,,,,,0,,,82,0,
2297,note_on,0,0,3,,,,,,,,1,,,74,0,
2297,note_on,89,0,3,,,,,,,,1,,,70,0,
2301,note_on,45,0,9,,,,,,,,3,,,74,0,
2301,note_on,45,0,11,,,,,,,,3,,,34,0,
2304,note_on,3,0,11,,,,,,,,3,,,39,85,
2304,note_on,0,0,3,,,,,,,,1,,,58,64,
2304,note_on,7,0,3,,,,,,,,1,,,70,64,
2304,note_on,3,0,9,,,,,,,,3,,,74,85,
2304,note_on,28,0,10,,,,,,,,3,,,70,85,
2304,note_on,28,0,8,,,,,,,,3,,,78,85,
2349,note_on,45,0,9,,,,,,,,3,,,74,0,
2349,note_on,45,0,11,,,,,,,,3,,,39,0,
2349,note_on,45,0,8,,,,,,,,3,,,78,0,
2349,note_on,45,0,10,,,,,,,,3,,,70,0,
2352,note_on,3,0,10,,,,,,,,3,,,58,85,
2352,note_on,3,0,9,,,,,,,,3,,,75,85,
2352,note_on,3,0,8,,,,,,,,3,,,79,85,
