tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity,pitch
192,text,192,1,16,,,,,,,,,,,,,,
192,control_change,96,0,5,,,,,,,,,4,91,54,,,
192,control_change,96,0,1,,,,,,,,,0,91,54,,,
288,control_change,96,0,4,,,,,,,,,3,93,5,,,
288,control_change,96,0,5,,,,,,,,,4,93,7,,,
288,control_change,96,0,7,,,,,,,,,6,91,54,,,
288,control_change,96,0,11,,,,,,,,,11,93,6,,,
288,control_change,96,0,2,,,,,,,,,1,93,5,,,
288,control_change,96,0,6,,,,,,,,,5,93,7,,,
288,control_change,96,0,1,,,,,,,,,0,10,71,,,
288,control_change,96,0,14,,,,,,,,,14,93,6,,,
288,control_change,96,0,15,,,,,,,,,15,93,6,,,
288,control_change,96,0,12,,,,,,,,,12,93,6,,,
288,control_change,96,0,9,,,,,,,,,8,93,5,,,
288,control_change,96,0,13,,,,,,,,,13,93,5,,,
288,control_change,96,0,10,,,,,,,,,10,93,12,,,
288,control_change,96,0,8,,,,,,,,,7,93,7,,,
288,control_change,96,0,3,,,,,,,,,2,93,5,,,
384,control_change,96,0,1,,,,,,,,,0,93,5,,,
741,control_change,453,0,10,,,,,,,,,10,11,111,,,
744,note_on,3,0,10,,,,,,,,,10,,,67,103,
746,control_change,2,0,10,,,,,,,,,10,11,112,,,
754,control_change,8,0,10,,,,,,,,,10,11,115,,,
756,note_on,2,0,10,,,,,,,,,10,,,76,103,
759,control_change,471,0,6,,,,,,,,,5,11,121,,,
761,control_change,473,0,3,,,,,,,,,2,11,125,,,
768,control_change,480,0,5,,,,,,,,,4,11,124,,,
768,note_on,9,0,6,,,,,,,,,5,,,52,103,
768,note_on,480,0,14,,,,,,,,,14,,,60,116,
768,control_change,480,0,2,,,,,,,,,1,11,123,,,
768,note_on,480,0,15,,,,,,,,,15,,,48,103,
768,control_change,384,0,1,,,,,,,,,0,11,123,,,
768,control_change,12,0,10,,,,,,,,,10,11,121,,,
768,note_on,480,0,7,,,,,,,,,6,,,72,108,
768,text,576,1,16,,,,,,,,,,,,,,
768,note_on,0,0,5,,,,,,,,,4,,,60,103,
768,note_on,0,0,13,,,,,,,,,13,,,72,108,
768,control_change,480,0,13,,,,,,,,,13,11,121,,,
768,note_on,480,0,8,,,,,,,,,7,,,64,106,
771,note_on,3,0,10,,,,,,,,,10,,,84,116,
772,note_on,11,0,3,,,,,,,,,2,,,60,116,
772,control_change,1,0,10,,,,,,,,,10,11,124,,,
774,control_change,2,0,3,,,,,,,,,2,11,126,,,
774,note_on,486,0,9,,,,,,,,,8,,,48,103,
776,control_change,8,0,5,,,,,,,,,4,11,125,,,
776,note_on,8,0,1,,,,,,,,,0,,,79,109,
780,note_on,12,0,2,,,,,,,,,1,,,76,103,
781,control_change,1,0,2,,,,,,,,,1,11,125,,,
781,control_change,9,0,10,,,,,,,,,10,11,127,,,
781,control_change,5,0,1,,,,,,,,,0,11,125,,,
785,control_change,9,0,5,,,,,,,,,4,11,126,,,
785,control_change,17,0,6,,,,,,,,,5,11,122,,,
785,control_change,17,0,13,,,,,,,,,13,11,122,,,
788,control_change,7,0,2,,,,,,,,,1,11,126,,,
788,control_change,7,0,1,,,,,,,,,0,11,126,,,
788,control_change,14,0,3,,,,,,,,,2,11,127,,,
789,control_change,4,0,5,,,,,,,,,4,11,127,,,
789,control_change,4,0,6,,,,,,,,,5,11,123,,,
794,control_change,13,0,10,,,,,,,,,10,11,126,,,
798,control_change,13,0,13,,,,,,,,,13,11,125,,,
798,control_change,9,0,6,,,,,,,,,5,11,125,,,
802,control_change,14,0,1,,,,,,,,,0,11,127,,,
802,control_change,14,0,2,,,,,,,,,1,11,127,,,
802,control_change,4,0,6,,,,,,,,,5,11,127,,,
807,control_change,9,0,13,,,,,,,,,13,11,127,,,
816,text,48,1,16,,,,,,,,,,,,,,
824,control_change,35,0,5,,,,,,,,,4,11,122,,,
829,control_change,5,0,5,,,,,,,,,4,11,119,,,
833,control_change,31,0,6,,,,,,,,,5,11,118,,,
836,control_change,34,0,1,,,,,,,,,0,11,127,,,
836,control_change,34,0,2,,,,,,,,,1,11,127,,,
837,control_change,4,0,6,,,,,,,,,5,11,116,,,
837,control_change,8,0,5,,,,,,,,,4,11,115,,,
840,note_on,46,0,10,,,,,,,,,10,,,67,0,
842,control_change,5,0,5,,,,,,,,,4,11,112,,,
842,control_change,5,0,6,,,,,,,,,5,11,115,,,
846,control_change,6,0,10,,,,,,,,,10,11,125,,,
850,control_change,8,0,6,,,,,,,,,5,11,112,,,
850,control_change,8,0,5,,,,,,,,,4,11,107,,,
855,control_change,5,0,6,,,,,,,,,5,11,110,,,
859,control_change,13,0,10,,,,,,,,,10,11,123,,,
864,control_change,5,0,10,,,,,,,,,10,11,122,,,
864,control_change,28,0,1,,,,,,,,,0,11,126,,,
864,control_change,9,0,6,,,,,,,,,5,11,109,,,
864,control_change,76,0,3,,,,,,,,,2,11,127,,,
864,control_change,28,0,2,,,,,,,,,1,11,126,,,
868,control_change,4,0,6,,,,,,,,,5,11,107,,,
868,control_change,18,0,5,,,,,,,,,4,11,104,,,
877,control_change,9,0,6,,,,,,,,,5,11,106,,,
881,control_change,4,0,6,,,,,,,,,5,11,104,,,
881,control_change,13,0,5,,,,,,,,,4,11,103,,,
885,control_change,21,0,10,,,,,,,,,10,11,120,,,
890,control_change,9,0,6,,,,,,,,,5,11,101,,,
891,control_change,27,0,2,,,,,,,,,1,11,125,,,
891,control_change,27,0,1,,,,,,,,,0,11,125,,,
894,control_change,4,0,6,,,,,,,,,5,11,100,,,
894,control_change,13,0,5,,,,,,,,,4,11,101,,,
896,note_on,11,0,10,,,,,,,,,10,,,76,0,
903,control_change,9,0,6,,,,,,,,,5,11,98,,,
907,control_change,13,0,5,,,,,,,,,4,11,100,,,
907,control_change,4,0,6,,,,,,,,,5,11,97,,,
912,control_change,21,0,2,,,,,,,,,1,11,124,,,
912,control_change,21,0,1,,,,,,,,,0,11,124,,,
912,control_change,105,0,13,,,,,,,,,13,11,124,,,
912,control_change,48,0,3,,,,,,,,,2,11,125,,,
916,control_change,4,0,13,,,,,,,,,13,11,121,,,
925,control_change,9,0,13,,,,,,,,,13,11,120,,,
925,control_change,13,0,3,,,,,,,,,2,11,124,,,
929,control_change,4,0,13,,,,,,,,,13,11,118,,,
933,control_change,26,0,5,,,,,,,,,4,11,98,,,
933,control_change,26,0,6,,,,,,,,,5,11,95,,,
938,control_change,9,0,13,,,,,,,,,13,11,117,,,
939,control_change,27,0,1,,,,,,,,,0,11,123,,,
939,control_change,27,0,2,,,,,,,,,1,11,123,,,
946,control_change,21,0,3,,,,,,,,,2,11,121,,,
951,control_change,13,0,13,,,,,,,,,13,11,114,,,
953,control_change,7,0,3,,,,,,,,,2,11,118,,,
955,control_change,4,0,13,,,,,,,,,13,11,111,,,
960,control_change,21,0,2,,,,,,,,,1,11,122,,,
960,control_change,21,0,1,,,,,,,,,0,11,122,,,
960,control_change,27,0,5,,,,,,,,,4,11,97,,,
966,control_change,13,0,3,,,,,,,,,2,11,116,,,
968,control_change,13,0,13,,,,,,,,,13,11,109,,,
973,control_change,7,0,3,,,,,,,,,2,11,113,,,
987,control_change,14,0,3,,,,,,,,,2,11,112,,,
987,control_change,27,0,2,,,,,,,,,1,11,121,,,
987,control_change,27,0,1,,,,,,,,,0,11,121,,,
994,control_change,26,0,13,,,,,,,,,13,11,108,,,
994,control_change,7,0,3,,,,,,,,,2,11,110,,,
1003,control_change,9,0,13,,,,,,,,,13,11,106,,,
1008,control_change,21,0,1,,,,,,,,,0,11,120,,,
1008,control_change,5,0,13,,,,,,,,,13,11,105,,,
1008,control_change,14,0,3,,,,,,,,,2,11,109,,,
1008,control_change,21,0,2,,,,,,,,,1,11,120,,,
1014,control_change,6,0,2,,,,,,,,,1,11,119,,,
1014,control_change,6,0,1,,,,,,,,,0,11,119,,,
1021,control_change,7,0,2,,,,,,,,,1,11,118,,,
1021,control_change,7,0,1,,,,,,,,,0,11,118,,,
1028,control_change,7,0,1,,,,,,,,,0,11,117,,,
1028,control_change,7,0,2,,,,,,,,,1,11,117,,,
1029,control_change,21,0,13,,,,,,,,,13,11,103,,,
1035,control_change,7,0,2,,,,,,,,,1,11,116,,,
1035,control_change,7,0,1,,,,,,,,,0,11,116,,,
1035,control_change,27,0,3,,,,,,,,,2,11,107,,,
1042,control_change,7,0,1,,,,,,,,,0,11,115,,,
1042,control_change,7,0,2,,,,,,,,,1,11,115,,,
1049,control_change,7,0,1,,,,,,,,,0,11,114,,,
1049,control_change,7,0,2,,,,,,,,,1,11,114,,,
1056,control_change,7,0,1,,,,,,,,,0,11,113,,,
1056,control_change,160,0,10,,,,,,,,,10,11,119,,,
1056,control_change,7,0,2,,,,,,,,,1,11,113,,,
1056,control_change,21,0,3,,,,,,,,,2,11,106,,,
1060,control_change,4,0,10,,,,,,,,,10,11,117,,,
1062,control_change,6,0,1,,,,,,,,,0,11,112,,,
1062,control_change,6,0,2,,,,,,,,,1,11,112,,,
1069,control_change,7,0,2,,,,,,,,,1,11,111,,,
1069,control_change,7,0,1,,,,,,,,,0,11,111,,,
1073,control_change,13,0,10,,,,,,,,,10,11,116,,,
1076,control_change,7,0,2,,,,,,,,,1,11,109,,,
1076,control_change,20,0,3,,,,,,,,,2,11,104,,,
1076,control_change,7,0,1,,,,,,,,,0,11,109,,,
1082,control_change,9,0,10,,,,,,,,,10,11,114,,,
1083,control_change,7,0,2,,,,,,,,,1,11,108,,,
1083,control_change,7,0,1,,,,,,,,,0,11,108,,,
1090,control_change,7,0,2,,,,,,,,,1,11,107,,,
1090,control_change,7,0,1,,,,,,,,,0,11,107,,,
1095,control_change,13,0,10,,,,,,,,,10,11,113,,,
1097,control_change,7,0,2,,,,,,,,,1,11,105,,,
1097,control_change,7,0,1,,,,,,,,,0,11,105,,,
1099,control_change,4,0,10,,,,,,,,,10,11,110,,,
1104,control_change,7,0,2,,,,,,,,,1,11,104,,,
1104,control_change,7,0,1,,,,,,,,,0,11,104,,,
1110,control_change,6,0,1,,,,,,,,,0,11,103,,,
1110,control_change,6,0,2,,,,,,,,,1,11,103,,,
1112,control_change,13,0,10,,,,,,,,,10,11,108,,,
1117,control_change,7,0,2,,,,,,,,,1,11,101,,,
1117,control_change,7,0,1,,,,,,,,,0,11,101,,,
1121,control_change,9,0,10,,,,,,,,,10,11,105,,,
1124,control_change,7,0,2,,,,,,,,,1,11,100,,,
1124,control_change,7,0,1,,,,,,,,,0,11,100,,,
1131,control_change,7,0,1,,,,,,,,,0,11,98,,,
1131,control_change,7,0,2,,,,,,,,,1,11,98,,,
1138,control_change,17,0,10,,,,,,,,,10,11,104,,,
1148,note_on,374,0,9,,,,,,,,,8,,,48,0,
1163,note_on,395,0,15,,,,,,,,,15,,,48,0,
1165,note_on,397,0,14,,,,,,,,,14,,,60,0,
1167,note_on,29,0,10,,,,,,,,,10,,,84,0,
1176,note_on,147,0,13,,,,,,,,,13,,,72,0,
1176,note_on,243,0,6,,,,,,,,,5,,,52,0,
1176,note_on,408,0,7,,,,,,,,,6,,,72,0,
1176,note_on,216,0,5,,,,,,,,,4,,,60,0,
1176,note_on,408,0,8,,,,,,,,,7,,,64,0,
1180,note_on,104,0,3,,,,,,,,,2,,,60,0,
1184,note_on,53,0,1,,,,,,,,,0,,,79,0,
1188,note_on,57,0,2,,,,,,,,,1,,,76,0,
1433,control_change,249,0,1,,,,,,,,,0,11,127,,,
1433,control_change,245,0,2,,,,,,,,,1,11,127,,,
1440,control_change,264,0,6,,,,,,,,,5,11,126,,,
1440,control_change,260,0,3,,,,,,,,,2,11,127,,,
1461,control_change,294,0,10,,,,,,,,,10,11,125,,,
1488,note_on,340,0,9,,,,,,,,,8,,,48,103,
1488,note_on,48,0,3,,,,,,,,,2,,,48,116,
1488,note_on,27,0,10,,,,,,,,,10,,,60,127,
1488,note_on,55,0,1,,,,,,,,,0,,,60,116,
1488,note_on,325,0,15,,,,,,,,,15,,,36,103,
1488,note_on,323,0,14,,,,,,,,,14,,,48,116,
1488,note_on,312,0,7,,,,,,,,,6,,,60,118,
1488,note_on,48,0,6,,,,,,,,,5,,,48,116,
1504,note_on,16,0,9,,,,,,,,,8,,,48,103,
1512,note_on,8,0,9,,,,,,,,,8,,,48,0,
1514,note_on,26,0,14,,,,,,,,,14,,,48,0,
1516,note_on,28,0,6,,,,,,,,,5,,,48,0,
1518,note_on,30,0,15,,,,,,,,,15,,,36,0,
1518,note_on,30,0,3,,,,,,,,,2,,,48,0,
1518,note_on,30,0,7,,,,,,,,,6,,,60,0,
1518,note_on,30,0,1,,,,,,,,,0,,,60,0,
1526,note_on,38,0,10,,,,,,,,,10,,,60,0,
1528,note_on,16,0,9,,,,,,,,,8,,,48,0,
1536,note_on,8,0,9,,,,,,,,,8,,,48,103,
1536,note_on,0,0,6,,,,,,,,,5,,,48,116,
1536,note_on,22,0,14,,,,,,,,,14,,,48,116,
1536,note_on,18,0,7,,,,,,,,,6,,,60,118,
1536,note_on,18,0,15,,,,,,,,,15,,,36,103,
1536,control_change,20,0,6,,,,,,,,,5,11,116,,,
1536,text,720,1,16,,,,,,,,,,,,,,
1536,note_on,18,0,1,,,,,,,,,0,,,60,116,
1536,note_on,10,0,10,,,,,,,,,10,,,60,127,
1536,note_on,18,0,3,,,,,,,,,2,,,48,116,
1542,control_change,6,0,3,,,,,,,,,2,11,119,,,
1549,control_change,13,0,6,,,,,,,,,5,11,119,,,
1549,control_change,13,0,10,,,,,,,,,10,11,109,,,
1557,control_change,8,0,6,,,,,,,,,5,11,120,,,
1557,control_change,8,0,10,,,,,,,,,10,11,112,,,
1562,control_change,5,0,6,,,,,,,,,5,11,122,,,
1566,control_change,9,0,10,,,,,,,,,10,11,114,,,
1570,control_change,4,0,10,,,,,,,,,10,11,115,,,
1575,control_change,13,0,6,,,,,,,,,5,11,123,,,
1579,control_change,9,0,10,,,,,,,,,10,11,117,,,
1584,control_change,9,0,6,,,,,,,,,5,11,127,,,
1584,control_change,5,0,10,,,,,,,,,10,11,118,,,
1584,control_change,48,0,1,,,,,,,,,0,11,127,,,
1590,control_change,48,0,3,,,,,,,,,2,11,120,,,
1597,control_change,13,0,10,,,,,,,,,10,11,120,,,
1604,control_change,20,0,1,,,,,,,,,0,11,125,,,
1604,control_change,14,0,3,,,,,,,,,2,11,122,,,
1605,control_change,8,0,10,,,,,,,,,10,11,121,,,
1611,control_change,7,0,1,,,,,,,,,0,11,124,,,
1611,control_change,7,0,3,,,,,,,,,2,11,123,,,
1618,control_change,13,0,10,,,,,,,,,10,11,124,,,
1623,control_change,39,0,6,,,,,,,,,5,11,124,,,
1625,control_change,14,0,3,,,,,,,,,2,11,125,,,
1627,control_change,4,0,6,,,,,,,,,5,11,122,,,
1632,control_change,21,0,1,,,,,,,,,0,11,122,,,
1632,control_change,7,0,3,,,,,,,,,2,11,126,,,
1636,control_change,9,0,6,,,,,,,,,5,11,121,,,
1640,control_change,4,0,6,,,,,,,,,5,11,119,,,
1645,control_change,13,0,3,,,,,,,,,2,11,127,,,
1652,control_change,20,0,1,,,,,,,,,0,11,119,,,
1652,control_change,7,0,3,,,,,,,,,2,11,123,,,
1653,control_change,13,0,6,,,,,,,,,5,11,118,,,
1658,control_change,40,0,10,,,,,,,,,10,11,126,,,
1666,control_change,14,0,1,,,,,,,,,0,11,118,,,
1669,control_change,17,0,3,,,,,,,,,2,11,121,,,
1671,control_change,13,0,10,,,,,,,,,10,11,127,,,
1673,control_change,7,0,1,,,,,,,,,0,11,115,,,
1678,control_change,9,0,3,,,,,,,,,2,11,118,,,
1680,control_change,27,0,6,,,,,,,,,5,11,116,,,
1686,control_change,13,0,1,,,,,,,,,0,11,112,,,
1688,control_change,8,0,6,,,,,,,,,5,11,115,,,
1691,control_change,13,0,3,,,,,,,,,2,11,114,,,
1693,control_change,5,0,6,,,,,,,,,5,11,113,,,
1693,control_change,7,0,1,,,,,,,,,0,11,110,,,
1695,control_change,4,0,3,,,,,,,,,2,11,111,,,
1701,control_change,8,0,6,,,,,,,,,5,11,112,,,
1704,control_change,9,0,3,,,,,,,,,2,11,109,,,
1706,control_change,5,0,6,,,,,,,,,5,11,110,,,
1707,control_change,14,0,1,,,,,,,,,0,11,109,,,
1709,control_change,5,0,3,,,,,,,,,2,11,108,,,
1714,control_change,7,0,1,,,,,,,,,0,11,106,,,
1714,control_change,8,0,6,,,,,,,,,5,11,109,,,
1726,control_change,17,0,3,,,,,,,,,2,11,106,,,
1728,end_of_track,0,1,16,,,,,,,,,,,,,,
1728,control_change,14,0,6,,,,,,,,,5,11,107,,,
1728,text,192,1,16,,,,,,,,,,,,,,
1728,control_change,14,0,1,,,,,,,,,0,11,104,,,
1734,control_change,6,0,1,,,,,,,,,0,11,103,,,
1735,control_change,9,0,3,,,,,,,,,2,11,107,,,
1745,control_change,17,0,6,,,,,,,,,5,11,106,,,
1758,control_change,13,0,6,,,,,,,,,5,11,104,,,
1783,control_change,48,0,3,,,,,,,,,2,11,106,,,
1793,control_change,35,0,6,,,,,,,,,5,11,103,,,
1806,control_change,13,0,6,,,,,,,,,5,11,101,,,
1822,control_change,39,0,3,,,,,,,,,2,11,105,,,
1835,control_change,13,0,3,,,,,,,,,2,11,103,,,
1839,control_change,4,0,3,,,,,,,,,2,11,102,,,
1928,control_change,257,0,10,,,,,,,,,10,11,125,,,
1933,control_change,5,0,10,,,,,,,,,10,11,124,,,
1936,note_on,130,0,6,,,,,,,,,5,,,48,0,
1944,note_on,408,0,7,,,,,,,,,6,,,60,0,
1950,control_change,17,0,10,,,,,,,,,10,11,123,,,
1959,control_change,9,0,10,,,,,,,,,10,11,122,,,
1972,control_change,13,0,10,,,,,,,,,10,11,120,,,
1976,control_change,4,0,10,,,,,,,,,10,11,119,,,
1981,control_change,247,0,1,,,,,,,,,0,11,103,,,
1985,control_change,9,0,10,,,,,,,,,10,11,117,,,
1997,control_change,158,0,3,,,,,,,,,2,11,100,,,
1998,control_change,13,0,10,,,,,,,,,10,11,114,,,
2016,control_change,35,0,1,,,,,,,,,0,11,101,,,
2016,control_change,18,0,10,,,,,,,,,10,11,113,,,
2024,control_change,8,0,10,,,,,,,,,10,11,111,,,
2029,control_change,5,0,10,,,,,,,,,10,11,110,,,
2031,control_change,34,0,3,,,,,,,,,2,11,99,,,
2036,control_change,20,0,1,,,,,,,,,0,11,100,,,
2037,control_change,8,0,10,,,,,,,,,10,11,108,,,
2042,control_change,5,0,10,,,,,,,,,10,11,107,,,
2042,note_on,506,0,14,,,,,,,,,14,,,48,0,
2044,note_on,2,0,10,,,,,,,,,10,,,60,0,
2045,note_on,509,0,15,,,,,,,,,15,,,36,0,
2049,control_change,18,0,3,,,,,,,,,2,11,97,,,
2050,control_change,6,0,10,,,,,,,,,10,11,105,,,
2052,note_on,3,0,3,,,,,,,,,2,,,48,0,
2064,control_change,14,0,10,,,,,,,,,10,11,104,,,
2072,note_on,36,0,1,,,,,,,,,0,,,60,0,
2077,control_change,5,0,1,,,,,,,,,0,11,98,,,
2084,control_change,32,0,3,,,,,,,,,2,11,96,,,
2084,control_change,7,0,1,,,,,,,,,0,11,97,,,
2096,note_on,560,0,9,,,,,,,,,8,,,48,0,
2098,control_change,14,0,1,,,,,,,,,0,11,95,,,
2101,control_change,17,0,3,,,,,,,,,2,11,94,,,
2112,set_tempo,2112,1,0,,,,,,394737,,,,,,,,
2118,control_change,20,0,1,,,,,,,,,0,11,94,,,
2247,control_change,183,0,10,,,,,,,,,10,11,127,,,
2256,note_on,211,0,15,,,,,,,,,15,,,31,103,
2256,note_on,9,0,10,,,,,,,,,10,,,55,127,
2256,set_tempo,144,1,0,,,,,,410959,,,,,,,,
2256,note_on,0,0,3,,,,,,,,,2,,,43,116,
2256,control_change,155,0,3,,,,,,,,,2,11,127,,,
2256,note_on,160,0,9,,,,,,,,,8,,,48,103,
2256,note_on,214,0,14,,,,,,,,,14,,,43,116,
2272,note_on,16,0,10,,,,,,,,,10,,,55,0,
2272,note_on,0,0,10,,,,,,,,,10,,,57,127,
2272,note_on,0,0,15,,,,,,,,,15,,,33,103,
2272,note_on,16,0,15,,,,,,,,,15,,,31,0,
2272,note_on,16,0,3,,,,,,,,,2,,,45,116,
2272,note_on,16,0,14,,,,,,,,,14,,,43,0,
2272,note_on,0,0,14,,,,,,,,,14,,,45,116,
2277,control_change,341,0,6,,,,,,,,,5,11,114,,,
2280,note_on,0,0,9,,,,,,,,,8,,,48,103,
