tick,type,key,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,note,velocity
6359,note_on,,119,0,2,,,,,,,,1,,45,0
6360,note_on,,0,0,1,,,,,,,,0,,73,0
6360,note_on,,60,0,1,,,,,,,,0,,71,127
6360,polytouch,,1,0,2,,,,,,,64,1,,57,
6380,note_on,,0,0,1,,,,,,,,0,,71,0
6380,note_on,,20,0,1,,,,,,,,0,,73,127
6400,note_on,,20,0,1,,,,,,,,0,,71,127
6400,note_on,,0,0,1,,,,,,,,0,,73,0
6420,note_on,,20,0,1,,,,,,,,0,,69,127
6420,note_on,,0,0,1,,,,,,,,0,,71,0
6480,note_on,,120,0,2,,,,,,,,1,,45,127
6480,note_on,,60,0,1,,,,,,,,0,,81,127
6480,note_on,,0,0,1,,,,,,,,0,,69,0
6540,note_on,,60,0,2,,,,,,,,1,,57,127
6540,note_on,,0,0,2,,,,,,,,1,,45,0
6597,note_on,,57,0,2,,,,,,,,1,,57,0
6599,note_on,,119,0,1,,,,,,,,0,,81,0
6600,polytouch,,1,0,1,,,,,,,64,0,,81,
6600,note_on,,3,0,2,,,,,,,,1,,49,127
6659,note_on,,59,0,2,,,,,,,,1,,49,0
6660,note_on,,1,0,2,,,,,,,,1,,52,127
6719,note_on,,59,0,2,,,,,,,,1,,52,0
6720,note_on,,120,0,1,,,,,,,,0,,81,127
6720,note_on,,1,0,2,,,,,,,,1,,47,127
6780,note_on,,60,0,1,,,,,,,,0,,80,127
6780,note_on,,0,0,1,,,,,,,,0,,81,0
6780,note_on,,0,0,2,,,,,,,,1,,47,0
6780,note_on,,60,0,2,,,,,,,,1,,59,127
6837,note_on,,57,0,2,,,,,,,,1,,59,0
6837,note_on,,57,0,1,,,,,,,,0,,80,0
6840,note_on,,3,0,2,,,,,,,,1,,57,127
6840,note_on,,3,0,1,,,,,,,,0,,80,127
6900,note_on,,0,0,1,,,,,,,,0,,80,0
6900,note_on,,60,0,1,,,,,,,,0,,78,127
6957,note_on,,57,0,1,,,,,,,,0,,78,0
6959,note_on,,119,0,2,,,,,,,,1,,57,0
6960,note_on,,3,0,1,,,,,,,,0,,78,127
6960,note_on,,1,0,2,,,,,,,,1,,56,127
7020,note_on,,0,0,1,,,,,,,,0,,78,0
7020,note_on,,60,0,1,,,,,,,,0,,76,127
7077,note_on,,57,0,1,,,,,,,,0,,76,0
7079,note_on,,119,0,2,,,,,,,,1,,56,0
7080,note_on,,3,0,1,,,,,,,,0,,76,127
7080,note_on,,1,0,2,,,,,,,,1,,54,127
7140,note_on,,60,0,1,,,,,,,,0,,74,127
7140,note_on,,0,0,1,,,,,,,,0,,76,0
7197,note_on,,57,0,1,,,,,,,,0,,74,0
7199,note_on,,119,0,2,,,,,,,,1,,54,0
7200,note_on,,3,0,1,,,,,,,,0,,73,127
7200,note_on,,1,0,2,,,,,,,,1,,52,127
7260,note_on,,0,0,1,,,,,,,,0,,73,0
7260,note_on,,60,0,1,,,,,,,,0,,76,127
7317,note_on,,57,0,1,,,,,,,,0,,76,0
7319,note_on,,119,0,2,,,,,,,,1,,52,0
7320,note_on,,1,0,2,,,,,,,,1,,50,127
7320,note_on,,3,0,1,,,,,,,,0,,68,127
7379,note_on,,59,0,1,,,,,,,,0,,68,0
7380,note_on,,1,0,1,,,,,,,,0,,71,127
7439,note_on,,59,0,1,,,,,,,,0,,71,0
7439,note_on,,119,0,2,,,,,,,,1,,50,0
7440,note_on,,1,0,2,,,,,,,,1,,49,127
7440,note_on,,1,0,1,,,,,,,,0,,69,127
7499,note_on,,59,0,2,,,,,,,,1,,49,0
7500,note_on,,1,0,2,,,,,,,,1,,57,127
7559,note_on,,119,0,1,,,,,,,,0,,69,0
7559,note_on,,59,0,2,,,,,,,,1,,57,0
7560,polytouch,,1,0,1,,,,,,,64,0,,69,
7560,note_on,,1,0,2,,,,,,,,1,,52,127
7619,note_on,,59,0,2,,,,,,,,1,,52,0
7620,note_on,,1,0,2,,,,,,,,1,,49,127
7679,note_on,,59,0,2,,,,,,,,1,,49,0
7680,polytouch,,120,0,1,,,,,,,64,0,,73,
7680,note_on,,1,0,2,,,,,,,,1,,57,127
7799,note_on,,119,0,2,,,,,,,,1,,57,0
7800,note_on,,0,0,1,,,,,,,,0,,72,127
7800,note_on,,120,0,1,,,,,,,,0,,76,127
7800,polytouch,,1,0,2,,,,,,,64,1,,57,
7919,note_on,,0,0,1,,,,,,,,0,,76,0
7919,note_on,,119,0,1,,,,,,,,0,,72,0
7920,polytouch,,1,0,1,,,,,,,64,0,,73,
7920,note_on,,120,0,2,,,,,,,,1,,50,127
8039,note_on,,119,0,2,,,,,,,,1,,50,0
8040,note_on,,0,0,1,,,,,,,,0,,74,127
8040,note_on,,120,0,1,,,,,,,,0,,77,127
8040,polytouch,,1,0,2,,,,,,,64,1,,57,
8159,note_on,,0,0,1,,,,,,,,0,,77,0
8159,note_on,,119,0,1,,,,,,,,0,,74,0
8160,polytouch,,1,0,1,,,,,,,64,0,,74,
8160,note_on,,120,0,2,,,,,,,,1,,52,127
8279,note_on,,119,0,2,,,,,,,,1,,52,0
8280,polytouch,,1,0,2,,,,,,,64,1,,52,
8280,note_on,,120,0,1,,,,,,,,0,,80,127
8280,note_on,,0,0,1,,,,,,,,0,,71,127
8399,note_on,,119,0,1,,,,,,,,0,,71,0
8399,note_on,,0,0,1,,,,,,,,0,,80,0
8400,note_on,,120,0,2,,,,,,,,1,,45,127
8400,polytouch,,1,0,1,,,,,,,64,0,,80,
8519,note_on,,119,0,2,,,,,,,,1,,45,0
8520,note_on,,0,0,1,,,,,,,,0,,72,127
8520,note_on,,120,0,1,,,,,,,,0,,81,127
8520,polytouch,,1,0,2,,,,,,,64,1,,45,
8639,note_on,,0,0,1,,,,,,,,0,,81,0
8639,note_on,,119,0,1,,,,,,,,0,,72,0
8640,note_on,,0,0,1,,,,,,,,0,,68,127
8640,note_on,,0,0,2,,,,,,,,1,,40,127
8640,note_on,,120,0,2,,,,,,,,1,,52,127
8640,note_on,,1,0,1,,,,,,,,0,,71,127
8760,note_on,,0,0,1,,,,,,,,0,,71,0
8760,note_on,,0,0,1,,,,,,,,0,,68,0
8760,note_on,,0,0,1,,,,,,,,0,,69,127
8760,note_on,,120,0,1,,,,,,,,0,,72,127
8877,note_on,,117,0,1,,,,,,,,0,,72,0
8877,note_on,,0,0,1,,,,,,,,0,,69,0
8879,note_on,,239,0,2,,,,,,,,1,,40,0
8879,note_on,,0,0,2,,,,,,,,1,,52,0
8880,note_on,,0,0,2,,,,,,,,1,,40,127
8880,note_on,,3,0,1,,,,,,,,0,,74,127
8880,note_on,,0,0,1,,,,,,,,0,,71,127
8880,note_on,,1,0,2,,,,,,,,1,,52,127
8999,note_on,,0,0,2,,,,,,,,1,,52,0
8999,note_on,,119,0,2,,,,,,,,1,,40,0
9000,note_on,,0,0,1,,,,,,,,0,,69,127
9000,note_on,,0,0,1,,,,,,,,0,,71,0
9000,note_on,,0,0,1,,,,,,,,0,,74,0
9000,note_on,,120,0,1,,,,,,,,0,,72,127
9000,note_on,,1,0,2,,,,,,,,1,,52,127
9000,note_on,,0,0,2,,,,,,,,1,,40,127
9117,note_on,,117,0,1,,,,,,,,0,,72,0
9117,note_on,,0,0,1,,,,,,,,0,,69,0
9119,note_on,,119,0,2,,,,,,,,1,,40,0
9119,note_on,,0,0,2,,,,,,,,1,,52,0
9120,note_on,,1,0,2,,,,,,,,1,,52,127
9120,note_on,,0,0,2,,,,,,,,1,,40,127
9120,note_on,,0,0,1,,,,,,,,0,,68,127
9120,note_on,,3,0,1,,,,,,,,0,,71,127
9179,note_on,,59,0,2,,,,,,,,1,,40,0
9179,note_on,,0,0,2,,,,,,,,1,,52,0
9179,note_on,,0,0,1,,,,,,,,0,,71,0
9179,note_on,,59,0,1,,,,,,,,0,,68,0
9180,note_on,,0,0,1,,,,,,,,0,,69,127
9180,note_on,,1,0,1,,,,,,,,0,,72,127
9180,note_on,,0,0,2,,,,,,,,1,,40,127
9180,note_on,,1,0,2,,,,,,,,1,,52,127
9239,note_on,,0,0,1,,,,,,,,0,,72,0
9239,note_on,,59,0,1,,,,,,,,0,,69,0
9239,note_on,,59,0,2,,,,,,,,1,,40,0
9239,note_on,,0,0,2,,,,,,,,1,,52,0
9240,note_on,,0,0,1,,,,,,,,0,,71,127
9240,note_on,,1,0,1,,,,,,,,0,,74,127
9240,note_on,,1,0,2,,,,,,,,1,,52,127
9240,note_on,,0,0,2,,,,,,,,1,,40,127
9299,note_on,,59,0,2,,,,,,,,1,,40,0
9299,note_on,,0,0,2,,,,,,,,1,,52,0
9299,note_on,,59,0,1,,,,,,,,0,,71,0
9299,note_on,,0,0,1,,,,,,,,0,,74,0
9300,note_on,,1,0,1,,,,,,,,0,,72,127
9300,note_on,,0,0,2,,,,,,,,1,,40,127
9300,note_on,,0,0,1,,,,,,,,0,,69,127
9300,note_on,,1,0,2,,,,,,,,1,,52,127
9359,note_on,,59,0,2,,,,,,,,1,,40,0
