tick,type,time,meta,track,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,program,channel,control,value,note,velocity
144,note_on,0,0,13,,,,,,,,6,,,48,100
144,note_on,0,0,10,,,,,,,,6,,,72,100
144,note_on,48,0,10,,,,,,,,6,,,60,0
144,note_on,0,0,9,,,,,,,,5,,,48,100
144,note_on,48,0,9,,,,,,,,5,,,48,0
144,note_on,48,0,11,,,,,,,,6,,,60,0
144,note_on,0,0,11,,,,,,,,6,,,72,100
168,note_on,0,0,11,,,,,,,,6,,,74,100
168,note_on,24,0,10,,,,,,,,6,,,72,0
168,note_on,24,0,11,,,,,,,,6,,,72,0
168,note_on,0,0,10,,,,,,,,6,,,74,100
192,note_on,0,0,10,,,,,,,,6,,,72,100
192,note_on,24,0,10,,,,,,,,6,,,74,0
192,note_on,48,0,13,,,,,,,,6,,,48,0
192,note_on,24,0,11,,,,,,,,6,,,74,0
192,note_on,0,0,9,,,,,,,,5,,,48,100
192,note_on,48,0,9,,,,,,,,5,,,48,0
192,note_on,0,0,11,,,,,,,,6,,,72,100
192,note_on,0,0,13,,,,,,,,6,,,48,100
240,note_on,48,0,13,,,,,,,,6,,,48,0
240,note_on,0,0,13,,,,,,,,6,,,48,100
240,note_on,0,0,9,,,,,,,,5,,,48,100
240,note_on,48,0,9,,,,,,,,5,,,48,0
240,note_on,0,0,11,,,,,,,,6,,,71,100
240,note_on,48,0,11,,,,,,,,6,,,72,0
240,note_on,48,0,10,,,,,,,,6,,,72,0
240,note_on,0,0,10,,,,,,,,6,,,71,100
264,note_on,24,0,11,,,,,,,,6,,,71,0
264,note_on,0,0,11,,,,,,,,6,,,72,100
264,note_on,24,0,10,,,,,,,,6,,,71,0
264,note_on,0,0,10,,,,,,,,6,,,72,100
288,note_on,0,0,12,,,,,,,,6,,,62,100
288,note_on,0,0,9,,,,,,,,5,,,50,100
288,note_on,0,0,14,,,,,,,,7,,,65,100
288,note_on,24,0,10,,,,,,,,6,,,72,0
288,note_on,0,0,11,,,,,,,,6,,,71,100
288,note_on,24,0,11,,,,,,,,6,,,72,0
288,note_on,288,0,2,,,,,,,,0,,,64,0
288,note_on,0,0,2,,,,,,,,0,,,65,100
288,note_on,0,0,10,,,,,,,,6,,,71,100
288,note_on,48,0,9,,,,,,,,5,,,48,0
288,note_on,0,0,3,,,,,,,,0,,,55,100
288,note_on,288,0,3,,,,,,,,0,,,55,0
288,note_on,288,0,14,,,,,,,,7,,,67,0
288,note_on,0,0,1,,,,,,,,0,,,71,100
288,note_on,288,0,1,,,,,,,,0,,,72,0
288,note_on,288,0,4,,,,,,,,0,,,48,0
288,note_on,0,0,4,,,,,,,,0,,,50,100
288,note_on,0,0,12,,,,,,,,6,,,67,0
288,note_on,0,0,14,,,,,,,,7,,,62,100
288,note_on,0,0,14,,,,,,,,7,,,71,100
288,note_on,0,0,15,,,,,,,,7,,,38,100
288,note_on,0,0,15,,,,,,,,7,,,50,100
288,note_on,0,0,15,,,,,,,,7,,,48,0
288,note_on,288,0,15,,,,,,,,7,,,36,0
288,note_on,0,0,14,,,,,,,,7,,,72,0
288,note_on,0,0,13,,,,,,,,6,,,50,100
288,note_on,48,0,13,,,,,,,,6,,,48,0
288,note_on,0,0,14,,,,,,,,7,,,64,0
288,note_on,0,0,12,,,,,,,,6,,,67,100
288,note_on,288,0,12,,,,,,,,6,,,64,0
384,note_on,96,0,10,,,,,,,,6,,,71,0
384,note_on,0,0,14,,,,,,,,7,,,71,0
384,note_on,96,0,3,,,,,,,,0,,,55,0
384,note_on,96,0,15,,,,,,,,7,,,38,0
384,note_on,0,0,15,,,,,,,,7,,,50,0
384,note_on,96,0,4,,,,,,,,0,,,50,0
384,note_on,0,0,12,,,,,,,,6,,,67,0
384,note_on,96,0,12,,,,,,,,6,,,62,0
384,note_on,96,0,2,,,,,,,,0,,,65,0
384,note_on,0,0,14,,,,,,,,7,,,62,0
384,note_on,96,0,13,,,,,,,,6,,,50,0
384,note_on,96,0,14,,,,,,,,7,,,65,0
384,note_on,96,0,11,,,,,,,,6,,,71,0
384,note_on,96,0,1,,,,,,,,0,,,71,0
384,note_on,96,0,9,,,,,,,,5,,,50,0
408,note_on,24,0,11,,,,,,,,6,,,69,100
408,note_on,24,0,10,,,,,,,,6,,,69,100
432,note_on,24,0,10,,,,,,,,6,,,69,0
432,note_on,0,0,10,,,,,,,,6,,,67,100
432,note_on,24,0,11,,,,,,,,6,,,69,0
432,note_on,0,0,11,,,,,,,,6,,,67,100
456,note_on,0,0,10,,,,,,,,6,,,66,100
456,note_on,0,0,11,,,,,,,,6,,,66,100
456,note_on,24,0,10,,,,,,,,6,,,67,0
456,note_on,24,0,11,,,,,,,,6,,,67,0
480,note_on,24,0,10,,,,,,,,6,,,66,0
480,note_on,0,0,10,,,,,,,,6,,,67,100
480,note_on,24,0,11,,,,,,,,6,,,66,0
480,note_on,0,0,11,,,,,,,,6,,,67,100
504,note_on,24,0,10,,,,,,,,6,,,67,0
504,note_on,24,0,11,,,,,,,,6,,,67,0
528,note_on,24,0,10,,,,,,,,6,,,69,100
528,note_on,24,0,11,,,,,,,,6,,,69,100
552,note_on,24,0,11,,,,,,,,6,,,69,0
552,note_on,24,0,10,,,,,,,,6,,,69,0
576,note_on,24,0,10,,,,,,,,6,,,71,100
576,note_on,24,0,11,,,,,,,,6,,,71,100
600,note_on,24,0,11,,,,,,,,6,,,71,0
600,note_on,24,0,10,,,,,,,,6,,,71,0
624,note_on,24,0,10,,,,,,,,6,,,69,100
624,note_on,24,0,11,,,,,,,,6,,,69,100
648,note_on,24,0,10,,,,,,,,6,,,69,0
648,note_on,24,0,11,,,,,,,,6,,,69,0
672,note_on,24,0,10,,,,,,,,6,,,67,100
672,note_on,24,0,11,,,,,,,,6,,,67,100
696,note_on,24,0,10,,,,,,,,6,,,67,0
696,note_on,24,0,11,,,,,,,,6,,,67,0
720,note_on,24,0,10,,,,,,,,6,,,69,100
720,note_on,24,0,11,,,,,,,,6,,,69,100
744,note_on,24,0,10,,,,,,,,6,,,69,0
744,note_on,24,0,11,,,,,,,,6,,,69,0
768,note_on,24,0,11,,,,,,,,6,,,71,100
768,note_on,24,0,10,,,,,,,,6,,,71,100
792,note_on,24,0,10,,,,,,,,6,,,71,0
792,note_on,24,0,11,,,,,,,,6,,,71,0
816,note_on,24,0,10,,,,,,,,6,,,72,100
816,note_on,24,0,11,,,,,,,,6,,,72,100
840,note_on,24,0,11,,,,,,,,6,,,72,0
840,note_on,24,0,10,,,,,,,,6,,,72,0
864,note_on,24,0,11,,,,,,,,6,,,74,100
864,note_on,24,0,10,,,,,,,,6,,,74,100
888,note_on,24,0,10,,,,,,,,6,,,74,0
888,note_on,24,0,11,,,,,,,,6,,,74,0
912,note_on,24,0,10,,,,,,,,6,,,72,100
912,note_on,24,0,11,,,,,,,,6,,,72,100
936,note_on,24,0,10,,,,,,,,6,,,72,0
936,note_on,24,0,11,,,,,,,,6,,,72,0
960,note_on,24,0,10,,,,,,,,6,,,71,100
960,note_on,24,0,11,,,,,,,,6,,,71,100
984,note_on,24,0,10,,,,,,,,6,,,71,0
984,note_on,24,0,11,,,,,,,,6,,,71,0
1008,note_on,24,0,11,,,,,,,,6,,,72,100
1008,note_on,24,0,10,,,,,,,,6,,,72,100
1032,note_on,24,0,11,,,,,,,,6,,,72,0
1032,note_on,24,0,10,,,,,,,,6,,,72,0
1056,note_on,24,0,11,,,,,,,,6,,,74,100
1056,note_on,24,0,10,,,,,,,,6,,,74,100
1080,note_on,24,0,10,,,,,,,,6,,,74,0
1080,note_on,24,0,11,,,,,,,,6,,,74,0
1104,note_on,24,0,10,,,,,,,,6,,,76,100
1104,note_on,24,0,11,,,,,,,,6,,,76,100
1128,note_on,24,0,10,,,,,,,,6,,,76,0
1128,note_on,24,0,11,,,,,,,,6,,,76,0
1152,note_on,768,0,3,,,,,,,,0,,,62,100
1152,note_on,768,0,13,,,,,,,,6,,,47,100
1152,note_on,24,0,10,,,,,,,,6,,,77,100
1152,note_on,768,0,9,,,,,,,,5,,,47,100
1152,note_on,0,0,13,,,,,,,,6,,,35,100
1152,note_on,0,0,12,,,,,,,,6,,,67,100
1152,note_on,768,0,12,,,,,,,,6,,,62,100
1152,note_on,768,0,2,,,,,,,,0,,,67,100
1152,note_on,0,0,14,,,,,,,,7,,,67,100
1152,note_on,0,0,14,,,,,,,,7,,,74,100
1152,note_on,768,0,15,,,,,,,,7,,,47,100
1152,note_on,0,0,15,,,,,,,,7,,,35,100
1152,note_on,768,0,1,,,,,,,,0,,,77,100
1152,note_on,24,0,11,,,,,,,,6,,,77,100
1152,note_on,768,0,14,,,,,,,,7,,,77,100
1152,note_on,768,0,4,,,,,,,,0,,,47,100
1200,note_on,48,0,13,,,,,,,,6,,,35,0
1200,note_on,0,0,9,,,,,,,,5,,,47,100
1200,note_on,0,0,13,,,,,,,,6,,,47,100
1200,note_on,0,0,13,,,,,,,,6,,,47,0
1200,note_on,48,0,9,,,,,,,,5,,,47,0
1248,note_on,96,0,10,,,,,,,,6,,,77,0
1248,note_on,0,0,10,,,,,,,,6,,,67,100
1248,note_on,0,0,13,,,,,,,,6,,,47,100
1248,note_on,0,0,11,,,,,,,,6,,,67,100
1248,note_on,48,0,9,,,,,,,,5,,,47,0
1248,note_on,96,0,11,,,,,,,,6,,,77,0
1248,note_on,0,0,9,,,,,,,,5,,,47,100
1248,note_on,48,0,13,,,,,,,,6,,,47,0
1296,note_on,48,0,13,,,,,,,,6,,,47,0
1296,note_on,0,0,13,,,,,,,,6,,,47,100
1296,note_on,0,0,9,,,,,,,,5,,,47,100
1296,note_on,48,0,11,,,,,,,,6,,,67,0
1296,note_on,0,0,11,,,,,,,,6,,,77,100
1296,note_on,48,0,10,,,,,,,,6,,,67,0
1296,note_on,0,0,10,,,,,,,,6,,,77,100
1296,note_on,48,0,9,,,,,,,,5,,,47,0
1320,note_on,0,0,10,,,,,,,,6,,,79,100
1320,note_on,24,0,11,,,,,,,,6,,,77,0
1320,note_on,0,0,11,,,,,,,,6,,,79,100
1320,note_on,24,0,10,,,,,,,,6,,,77,0
1344,note_on,0,0,9,,,,,,,,5,,,47,100
1344,note_on,48,0,9,,,,,,,,5,,,47,0
1344,note_on,24,0,11,,,,,,,,6,,,79,0
1344,note_on,48,0,13,,,,,,,,6,,,47,0
1344,note_on,0,0,13,,,,,,,,6,,,47,100
1344,note_on,24,0,10,,,,,,,,6,,,79,0
1344,note_on,0,0,10,,,,,,,,6,,,77,100
1344,note_on,0,0,11,,,,,,,,6,,,77,100
1392,note_on,48,0,13,,,,,,,,6,,,47,0
1392,note_on,0,0,9,,,,,,,,5,,,47,100
1392,note_on,48,0,9,,,,,,,,5,,,47,0
1392,note_on,48,0,10,,,,,,,,6,,,77,0
1392,note_on,0,0,11,,,,,,,,6,,,76,100
1392,note_on,0,0,13,,,,,,,,6,,,47,100
1392,note_on,0,0,10,,,,,,,,6,,,76,100
1392,note_on,48,0,11,,,,,,,,6,,,77,0
1416,note_on,264,0,3,,,,,,,,0,,,62,0
1416,note_on,0,0,3,,,,,,,,0,,,62,100
1416,note_on,24,0,10,,,,,,,,6,,,76,0
1416,note_on,264,0,2,,,,,,,,0,,,67,0
1416,note_on,0,0,2,,,,,,,,0,,,67,100
1416,note_on,264,0,1,,,,,,,,0,,,77,0
1416,note_on,264,0,4,,,,,,,,0,,,47,0
1416,note_on,0,0,4,,,,,,,,0,,,47,100
1416,note_on,0,0,1,,,,,,,,0,,,77,100
1416,note_on,0,0,10,,,,,,,,6,,,77,100
1416,note_on,24,0,11,,,,,,,,6,,,76,0
1416,note_on,0,0,11,,,,,,,,6,,,77,100
1440,note_on,0,0,14,,,,,,,,7,,,74,0
1440,note_on,48,0,9,,,,,,,,5,,,47,0
1440,note_on,0,0,9,,,,,,,,5,,,48,100
1440,note_on,24,0,1,,,,,,,,0,,,77,0
1440,note_on,0,0,1,,,,,,,,0,,,76,100
1440,note_on,0,0,2,,,,,,,,0,,,67,100
1440,note_on,24,0,2,,,,,,,,0,,,67,0
1440,note_on,0,0,12,,,,,,,,6,,,62,0
1440,note_on,0,0,10,,,,,,,,6,,,76,100
1440,note_on,24,0,10,,,,,,,,6,,,77,0
1440,note_on,0,0,15,,,,,,,,7,,,47,0
1440,note_on,0,0,15,,,,,,,,7,,,48,100
1440,note_on,48,0,13,,,,,,,,6,,,47,0
1440,note_on,0,0,13,,,,,,,,6,,,48,100
1440,note_on,288,0,14,,,,,,,,7,,,67,0
1440,note_on,0,0,4,,,,,,,,0,,,48,100
1440,note_on,24,0,4,,,,,,,,0,,,47,0
1440,note_on,0,0,12,,,,,,,,6,,,67,100
1440,note_on,288,0,15,,,,,,,,7,,,35,0
1440,note_on,0,0,11,,,,,,,,6,,,76,100
1440,note_on,288,0,12,,,,,,,,6,,,67,0
1440,note_on,24,0,3,,,,,,,,0,,,62,0
1440,note_on,0,0,3,,,,,,,,0,,,60,100
1440,note_on,24,0,11,,,,,,,,6,,,77,0
1440,note_on,0,0,14,,,,,,,,7,,,67,100
1440,note_on,0,0,14,,,,,,,,7,,,72,100
1440,note_on,0,0,14,,,,,,,,7,,,77,0
1440,note_on,0,0,14,,,,,,,,7,,,76,100
1536,note_on,96,0,1,,,,,,,,0,,,76,0
1536,note_on,96,0,10,,,,,,,,6,,,76,0
1536,note_on,96,0,3,,,,,,,,0,,,60,0
1536,note_on,0,0,14,,,,,,,,7,,,76,0
1536,note_on,96,0,15,,,,,,,,7,,,48,0
1536,note_on,0,0,14,,,,,,,,7,,,72,0
1536,note_on,96,0,14,,,,,,,,7,,,67,0
1536,note_on,96,0,13,,,,,,,,6,,,48,0
1536,note_on,96,0,4,,,,,,,,0,,,48,0
1536,note_on,96,0,11,,,,,,,,6,,,76,0
1536,note_on,96,0,12,,,,,,,,6,,,67,0
1536,note_on,96,0,9,,,,,,,,5,,,48,0
1536,note_on,96,0,2,,,,,,,,0,,,67,0
1560,note_on,24,0,11,,,,,,,,6,,,74,100
1560,note_on,24,0,10,,,,,,,,6,,,74,100
1584,note_on,24,0,11,,,,,,,,6,,,74,0
1584,note_on,0,0,11,,,,,,,,6,,,72,100
1584,note_on,0,0,10,,,,,,,,6,,,72,100
1584,note_on,24,0,10,,,,,,,,6,,,74,0
1608,note_on,0,0,10,,,,,,,,6,,,71,100
1608,note_on,24,0,10,,,,,,,,6,,,72,0
1608,note_on,0,0,11,,,,,,,,6,,,71,100
1608,note_on,24,0,11,,,,,,,,6,,,72,0
1632,note_on,24,0,11,,,,,,,,6,,,71,0
1632,note_on,0,0,11,,,,,,,,6,,,72,100
1632,note_on,0,0,10,,,,,,,,6,,,72,100
1632,note_on,24,0,10,,,,,,,,6,,,71,0
1656,note_on,24,0,11,,,,,,,,6,,,72,0
1656,note_on,24,0,10,,,,,,,,6,,,72,0
1680,note_on,24,0,11,,,,,,,,6,,,74,100
1680,note_on,24,0,10,,,,,,,,6,,,74,100
1704,note_on,24,0,10,,,,,,,,6,,,74,0
1704,note_on,24,0,11,,,,,,,,6,,,74,0
1728,note_on,24,0,10,,,,,,,,6,,,76,100
1728,note_on,24,0,11,,,,,,,,6,,,76,100
1752,note_on,24,0,10,,,,,,,,6,,,76,0
1752,note_on,24,0,11,,,,,,,,6,,,76,0
1776,note_on,24,0,11,,,,,,,,6,,,74,100
1776,note_on,24,0,10,,,,,,,,6,,,74,100
1800,note_on,24,0,10,,,,,,,,6,,,74,0
1800,note_on,24,0,11,,,,,,,,6,,,74,0
1824,note_on,24,0,10,,,,,,,,6,,,72,100
1824,note_on,24,0,11,,,,,,,,6,,,72,100
1848,note_on,24,0,11,,,,,,,,6,,,72,0
1848,note_on,24,0,10,,,,,,,,6,,,72,0
1872,note_on,24,0,11,,,,,,,,6,,,74,100
1872,note_on,24,0,10,,,,,,,,6,,,74,100
1896,note_on,24,0,10,,,,,,,,6,,,74,0
1896,note_on,24,0,11,,,,,,,,6,,,74,0
1920,note_on,24,0,11,,,,,,,,6,,,76,100
1920,note_on,24,0,10,,,,,,,,6,,,76,100
1944,note_on,24,0,11,,,,,,,,6,,,76,0
1944,note_on,24,0,10,,,,,,,,6,,,76,0
1968,note_on,24,0,11,,,,,,,,6,,,77,100
1968,note_on,24,0,10,,,,,,,,6,,,77,100
1992,note_on,24,0,11,,,,,,,,6,,,77,0
1992,note_on,24,0,10,,,,,,,,6,,,77,0
2016,note_on,24,0,11,,,,,,,,6,,,79,100
2016,note_on,24,0,10,,,,,,,,6,,,79,100
2040,note_on,24,0,10,,,,,,,,6,,,79,0
2040,note_on,24,0,11,,,,,,,,6,,,79,0
2064,note_on,24,0,11,,,,,,,,6,,,77,100
2064,note_on,24,0,10,,,,,,,,6,,,77,100
2088,note_on,24,0,10,,,,,,,,6,,,77,0
2088,note_on,24,0,11,,,,,,,,6,,,77,0
2112,note_on,24,0,11,,,,,,,,6,,,76,100
2112,note_on,24,0,10,,,,,,,,6,,,76,100
2136,note_on,24,0,10,,,,,,,,6,,,76,0
2136,note_on,24,0,11,,,,,,,,6,,,76,0
2160,note_on,24,0,11,,,,,,,,6,,,77,100
2160,note_on,24,0,10,,,,,,,,6,,,77,100
2184,note_on,24,0,10,,,,,,,,6,,,77,0
2184,note_on,24,0,11,,,,,,,,6,,,77,0
2208,note_on,24,0,10,,,,,,,,6,,,79,100
2208,note_on,24,0,11,,,,,,,,6,,,79,100
2232,note_on,24,0,10,,,,,,,,6,,,79,0
2232,note_on,24,0,11,,,,,,,,6,,,79,0
2256,note_on,24,0,10,,,,,,,,6,,,80,100
2256,note_on,24,0,11,,,,,,,,6,,,80,100
2280,note_on,24,0,10,,,,,,,,6,,,80,0
2280,note_on,24,0,11,,,,,,,,6,,,80,0
2304,note_on,0,0,14,,,,,,,,7,,,65,100
2304,note_on,768,0,2,,,,,,,,0,,,69,100
2304,note_on,768,0,14,,,,,,,,7,,,72,100
2304,note_on,0,0,14,,,,,,,,7,,,69,100
2304,note_on,768,0,9,,,,,,,,5,,,48,100
2304,note_on,768,0,4,,,,,,,,0,,,48,100
2304,note_on,768,0,3,,,,,,,,0,,,60,100
2304,note_on,768,0,12,,,,,,,,6,,,72,100
2304,note_on,24,0,11,,,,,,,,6,,,81,100
2304,note_on,768,0,15,,,,,,,,7,,,48,100
2304,note_on,768,0,1,,,,,,,,0,,,77,100
2304,note_on,0,0,15,,,,,,,,7,,,36,100
2304,note_on,0,0,13,,,,,,,,6,,,36,100
2304,note_on,768,0,13,,,,,,,,6,,,48,100
2304,note_on,24,0,10,,,,,,,,6,,,81,100
2352,note_on,48,0,13,,,,,,,,6,,,36,0
2352,note_on,0,0,13,,,,,,,,6,,,48,0
2352,note_on,0,0,13,,,,,,,,6,,,60,100
2352,note_on,48,0,9,,,,,,,,5,,,48,0
2352,note_on,0,0,9,,,,,,,,5,,,48,100
2400,note_on,0,0,14,,,,,,,,7,,,60,100
2400,note_on,0,0,11,,,,,,,,6,,,77,100
2400,note_on,0,0,14,,,,,,,,7,,,65,100
2400,note_on,96,0,11,,,,,,,,6,,,81,0
2400,note_on,48,0,9,,,,,,,,5,,,48,0
2400,note_on,0,0,14,,,,,,,,7,,,69,100
2400,note_on,0,0,13,,,,,,,,6,,,60,100
2400,note_on,0,0,14,,,,,,,,7,,,69,0
2400,note_on,96,0,14,,,,,,,,7,,,65,0
2400,note_on,48,0,13,,,,,,,,6,,,60,0
2400,note_on,96,0,10,,,,,,,,6,,,81,0
2400,note_on,0,0,10,,,,,,,,6,,,81,100
2400,note_on,0,0,9,,,,,,,,5,,,48,100
2400,note_on,96,0,12,,,,,,,,6,,,72,0
2400,note_on,0,0,14,,,,,,,,7,,,72,0
2400,note_on,0,0,12,,,,,,,,6,,,72,100
2448,note_on,48,0,13,,,,,,,,6,,,60,0
2448,note_on,0,0,13,,,,,,,,6,,,60,100
2448,note_on,0,0,9,,,,,,,,5,,,48,100
2448,note_on,0,0,2,,,,,,,,0,,,69,100
2448,note_on,0,0,4,,,,,,,,0,,,48,100
2448,note_on,48,0,9,,,,,,,,5,,,48,0
2448,note_on,144,0,4,,,,,,,,0,,,48,0
2448,note_on,0,0,1,,,,,,,,0,,,72,100
2448,note_on,144,0,1,,,,,,,,0,,,77,0
2448,note_on,144,0,3,,,,,,,,0,,,60,0
2448,note_on,144,0,2,,,,,,,,0,,,69,0
2448,note_on,0,0,3,,,,,,,,0,,,60,100
2496,note_on,0,0,3,,,,,,,,0,,,60,100
2496,note_on,48,0,3,,,,,,,,0,,,60,0
2496,note_on,0,0,13,,,,,,,,6,,,60,100
2496,note_on,96,0,12,,,,,,,,6,,,72,0
2496,note_on,0,0,12,,,,,,,,6,,,72,100
2496,note_on,48,0,4,,,,,,,,0,,,48,0
2496,note_on,0,0,4,,,,,,,,0,,,48,100
2496,note_on,48,0,13,,,,,,,,6,,,60,0
2496,note_on,48,0,1,,,,,,,,0,,,72,0
2496,note_on,96,0,14,,,,,,,,7,,,60,0
2496,note_on,0,0,14,,,,,,,,7,,,69,100
2496,note_on,96,0,10,,,,,,,,6,,,81,0
2496,note_on,0,0,10,,,,,,,,6,,,81,100
2496,note_on,48,0,9,,,,,,,,5,,,48,0
