tick,type,key,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,note,velocity
2280,note_on,,0,0,1,,,,,,,,0,,69,100
2280,note_on,,1,0,1,,,,,,,,0,,72,100
2339,note_on,,59,0,1,,,,,,,,0,,69,0
2340,note_on,,1,0,1,,,,,,,,0,,62,100
2399,note_on,,0,0,1,,,,,,,,0,,72,0
2399,note_on,,59,0,1,,,,,,,,0,,62,0
2400,note_on,,0,0,2,,,,,,,,1,,38,95
2400,note_on,,0,0,1,,,,,,,,0,,71,100
2400,note_on,,1,0,1,,,,,,,,0,,74,100
2400,note_on,,240,0,2,,,,,,,,1,,50,95
2459,note_on,,59,0,1,,,,,,,,0,,71,0
2460,note_on,,1,0,1,,,,,,,,0,,62,100
2519,note_on,,59,0,1,,,,,,,,0,,62,0
2520,note_on,,1,0,1,,,,,,,,0,,76,100
2520,note_on,,0,0,1,,,,,,,,0,,74,0
2520,note_on,,0,0,1,,,,,,,,0,,72,100
2579,note_on,,59,0,1,,,,,,,,0,,72,0
2580,note_on,,1,0,1,,,,,,,,0,,62,100
2637,note_on,,57,0,1,,,,,,,,0,,76,0
2639,note_on,,0,0,2,,,,,,,,1,,50,0
2639,note_on,,239,0,2,,,,,,,,1,,38,0
2639,note_on,,2,0,1,,,,,,,,0,,62,0
2640,note_on,,0,0,1,,,,,,,,0,,66,100
2640,note_on,,1,0,1,,,,,,,,0,,69,100
2640,polytouch,,1,0,2,,,,,,,64,1,,38,
2699,note_on,,59,0,1,,,,,,,,0,,66,0
2700,note_on,,1,0,1,,,,,,,,0,,62,100
2759,note_on,,0,0,1,,,,,,,,0,,69,0
2759,note_on,,59,0,1,,,,,,,,0,,62,0
2760,note_on,,1,0,1,,,,,,,,0,,71,100
2760,note_on,,0,0,1,,,,,,,,0,,67,100
2819,note_on,,59,0,1,,,,,,,,0,,67,0
2820,note_on,,1,0,1,,,,,,,,0,,62,100
2879,note_on,,0,0,1,,,,,,,,0,,71,0
2879,note_on,,59,0,1,,,,,,,,0,,62,0
2880,note_on,,1,0,1,,,,,,,,0,,72,100
2880,note_on,,0,0,2,,,,,,,,1,,38,95
2880,note_on,,240,0,2,,,,,,,,1,,50,95
2880,note_on,,0,0,1,,,,,,,,0,,69,100
2939,note_on,,59,0,1,,,,,,,,0,,69,0
2940,note_on,,1,0,1,,,,,,,,0,,62,100
2999,note_on,,59,0,1,,,,,,,,0,,62,0
3000,note_on,,0,0,1,,,,,,,,0,,72,0
3000,note_on,,1,0,1,,,,,,,,0,,74,100
3000,note_on,,0,0,1,,,,,,,,0,,71,100
3059,note_on,,59,0,1,,,,,,,,0,,71,0
3060,note_on,,1,0,1,,,,,,,,0,,62,100
3117,note_on,,57,0,1,,,,,,,,0,,74,0
3119,note_on,,0,0,2,,,,,,,,1,,50,0
3119,note_on,,2,0,1,,,,,,,,0,,62,0
3119,note_on,,239,0,2,,,,,,,,1,,38,0
3120,polytouch,,1,0,2,,,,,,,64,1,,38,
3120,note_on,,1,0,1,,,,,,,,0,,67,100
3120,note_on,,0,0,1,,,,,,,,0,,64,100
3179,note_on,,59,0,1,,,,,,,,0,,64,0
3180,note_on,,1,0,1,,,,,,,,0,,62,100
3239,note_on,,59,0,1,,,,,,,,0,,62,0
3239,note_on,,0,0,1,,,,,,,,0,,67,0
3240,note_on,,120,0,2,,,,,,,,1,,50,95
3240,note_on,,1,0,1,,,,,,,,0,,69,100
3240,note_on,,0,0,1,,,,,,,,0,,66,100
3299,note_on,,59,0,1,,,,,,,,0,,66,0
3300,note_on,,1,0,1,,,,,,,,0,,62,100
3359,note_on,,119,0,2,,,,,,,,1,,50,0
3359,note_on,,59,0,1,,,,,,,,0,,62,0
3359,note_on,,0,0,1,,,,,,,,0,,69,0
3360,note_on,,1,0,2,,,,,,,,1,,55,95
3360,note_on,,1,0,1,,,,,,,,0,,71,100
3419,note_on,,59,0,1,,,,,,,,0,,71,0
3420,note_on,,1,0,1,,,,,,,,0,,67,100
3479,note_on,,59,0,1,,,,,,,,0,,67,0
3480,note_on,,1,0,1,,,,,,,,0,,72,100
3480,note_on,,120,0,2,,,,,,,,1,,52,95
3539,note_on,,59,0,1,,,,,,,,0,,72,0
3540,note_on,,1,0,1,,,,,,,,0,,69,100
3599,note_on,,0,0,2,,,,,,,,1,,55,0
3599,note_on,,119,0,2,,,,,,,,1,,52,0
3599,note_on,,59,0,1,,,,,,,,0,,69,0
3600,note_on,,1,0,2,,,,,,,,1,,48,95
3600,note_on,,1,0,1,,,,,,,,0,,71,100
3615,note_on,,15,0,1,,,,,,,,0,,69,100
3615,note_on,,0,0,1,,,,,,,,0,,71,0
3630,note_on,,15,0,1,,,,,,,,0,,71,100
3630,note_on,,0,0,1,,,,,,,,0,,69,0
3645,note_on,,0,0,1,,,,,,,,0,,71,0
3645,note_on,,15,0,1,,,,,,,,0,,69,100
3660,note_on,,15,0,1,,,,,,,,0,,71,100
3660,note_on,,0,0,1,,,,,,,,0,,69,0
3675,note_on,,0,0,1,,,,,,,,0,,71,0
3675,note_on,,15,0,1,,,,,,,,0,,69,100
3690,note_on,,15,0,1,,,,,,,,0,,71,100
3690,note_on,,0,0,1,,,,,,,,0,,69,0
3705,note_on,,0,0,1,,,,,,,,0,,71,0
3705,note_on,,15,0,1,,,,,,,,0,,69,100
3719,note_on,,119,0,2,,,,,,,,1,,48,0
3720,note_on,,15,0,1,,,,,,,,0,,71,100
3720,note_on,,0,0,2,,,,,,,,1,,50,95
3720,note_on,,0,0,1,,,,,,,,0,,69,0
3720,note_on,,1,0,2,,,,,,,,1,,54,95
3735,note_on,,0,0,1,,,,,,,,0,,71,0
3735,note_on,,15,0,1,,,,,,,,0,,69,100
3750,note_on,,0,0,1,,,,,,,,0,,69,0
3750,note_on,,15,0,1,,,,,,,,0,,71,100
3765,note_on,,0,0,1,,,,,,,,0,,71,0
3765,note_on,,15,0,1,,,,,,,,0,,69,100
3780,note_on,,0,0,1,,,,,,,,0,,69,0
3780,note_on,,15,0,1,,,,,,,,0,,67,100
3810,note_on,,30,0,1,,,,,,,,0,,69,100
3810,note_on,,0,0,1,,,,,,,,0,,67,0
3839,note_on,,0,0,2,,,,,,,,1,,54,0
3839,note_on,,119,0,2,,,,,,,,1,,50,0
3840,note_on,,30,0,1,,,,,,,,0,,67,100
3840,note_on,,1,0,2,,,,,,,,1,,55,95
3840,note_on,,0,0,2,,,,,,,,1,,43,95
3840,note_on,,0,0,1,,,,,,,,0,,69,0
4079,note_on,,239,0,2,,,,,,,,1,,43,0
4079,note_on,,0,0,2,,,,,,,,1,,55,0
4079,note_on,,239,0,1,,,,,,,,0,,67,0
4080,note_on,,1,0,2,,,,,,,,1,,55,60
4080,note_on,,1,0,1,,,,,,,,0,,71,64
4080,note_on,,0,0,1,,,,,,,,0,,67,64
4199,note_on,,119,0,2,,,,,,,,1,,55,0
4199,note_on,,0,0,1,,,,,,,,0,,71,0
4199,note_on,,119,0,1,,,,,,,,0,,67,0
4200,note_on,,0,0,1,,,,,,,,0,,69,64
4200,note_on,,1,0,1,,,,,,,,0,,72,64
4200,note_on,,1,0,2,,,,,,,,1,,55,60
4319,note_on,,119,0,2,,,,,,,,1,,55,0
4319,note_on,,119,0,1,,,,,,,,0,,69,0
4319,note_on,,0,0,1,,,,,,,,0,,72,0
4320,note_on,,1,0,2,,,,,,,,1,,55,60
4320,note_on,,1,0,1,,,,,,,,0,,74,64
4320,note_on,,0,0,1,,,,,,,,0,,71,64
4439,note_on,,119,0,2,,,,,,,,1,,55,0
4440,polytouch,,1,0,2,,,,,,,64,1,,55,
4440,note_on,,120,0,1,,,,,,,,0,,76,64
4440,note_on,,0,0,1,,,,,,,,0,,72,64
4440,note_on,,0,0,1,,,,,,,,0,,71,0
4440,note_on,,0,0,1,,,,,,,,0,,74,0
4557,note_on,,117,0,1,,,,,,,,0,,76,0
4557,note_on,,0,0,1,,,,,,,,0,,72,0
4560,note_on,,120,0,2,,,,,,,,1,,62,60
4560,note_on,,3,0,1,,,,,,,,0,,69,64
4560,note_on,,0,0,1,,,,,,,,0,,66,64
4679,note_on,,119,0,2,,,,,,,,1,,62,0
4679,note_on,,119,0,1,,,,,,,,0,,66,0
4679,note_on,,0,0,1,,,,,,,,0,,69,0
4680,note_on,,0,0,1,,,,,,,,0,,67,64
4680,note_on,,1,0,2,,,,,,,,1,,62,60
4680,note_on,,1,0,1,,,,,,,,0,,71,64
4799,note_on,,119,0,1,,,,,,,,0,,67,0
4799,note_on,,0,0,1,,,,,,,,0,,71,0
4799,note_on,,119,0,2,,,,,,,,1,,62,0
4800,note_on,,0,0,1,,,,,,,,0,,69,64
4800,note_on,,1,0,2,,,,,,,,1,,62,60
4800,note_on,,1,0,1,,,,,,,,0,,72,64
4919,note_on,,119,0,2,,,,,,,,1,,62,0
4920,note_on,,120,0,1,,,,,,,,0,,74,64
4920,note_on,,0,0,1,,,,,,,,0,,71,64
4920,note_on,,0,0,1,,,,,,,,0,,69,0
4920,note_on,,0,0,1,,,,,,,,0,,72,0
4920,polytouch,,1,0,2,,,,,,,64,1,,62,
5037,note_on,,117,0,1,,,,,,,,0,,74,0
5037,note_on,,0,0,1,,,,,,,,0,,71,0
5040,note_on,,0,0,1,,,,,,,,0,,64,64
5040,note_on,,3,0,1,,,,,,,,0,,67,64
5159,note_on,,0,0,1,,,,,,,,0,,67,0
5159,note_on,,119,0,1,,,,,,,,0,,64,0
5160,note_on,,0,0,1,,,,,,,,0,,66,64
5160,note_on,,1,0,1,,,,,,,,0,,69,64
5160,note_on,,240,0,2,,,,,,,,1,,50,60
5279,note_on,,119,0,1,,,,,,,,0,,66,0
5279,note_on,,0,0,1,,,,,,,,0,,69,0
5279,note_on,,119,0,2,,,,,,,,1,,50,0
5280,note_on,,1,0,2,,,,,,,,1,,43,60
5280,note_on,,1,0,1,,,,,,,,0,,71,64
5280,note_on,,0,0,1,,,,,,,,0,,67,64
5399,note_on,,119,0,1,,,,,,,,0,,71,0
5399,note_on,,119,0,2,,,,,,,,1,,43,0
5400,note_on,,1,0,1,,,,,,,,0,,72,64
5400,note_on,,1,0,2,,,,,,,,1,,45,60
5519,note_on,,119,0,2,,,,,,,,1,,45,0
5519,note_on,,119,0,1,,,,,,,,0,,72,0
5520,note_on,,1,0,1,,,,,,,,0,,76,64
5520,note_on,,1,0,2,,,,,,,,1,,47,60
5580,note_on,,0,0,1,,,,,,,,0,,76,0
5580,note_on,,60,0,1,,,,,,,,0,,74,64
5637,note_on,,57,0,1,,,,,,,,0,,74,0
5639,note_on,,119,0,2,,,,,,,,1,,47,0
5640,note_on,,3,0,1,,,,,,,,0,,72,64
5640,note_on,,1,0,2,,,,,,,,1,,48,60
5699,note_on,,59,0,1,,,,,,,,0,,72,0
5700,note_on,,1,0,1,,,,,,,,0,,71,64
5759,note_on,,119,0,2,,,,,,,,1,,48,0
5759,note_on,,0,0,1,,,,,,,,0,,67,0
5759,note_on,,59,0,1,,,,,,,,0,,71,0
5760,note_on,,0,0,1,,,,,,,,0,,67,64
5760,note_on,,1,0,1,,,,,,,,0,,71,64
5760,note_on,,1,0,2,,,,,,,,1,,50,60
5880,note_on,,0,0,1,,,,,,,,0,,66,64
5880,note_on,,120,0,1,,,,,,,,0,,69,64
5880,note_on,,0,0,1,,,,,,,,0,,71,0
5880,note_on,,0,0,1,,,,,,,,0,,67,0
5997,note_on,,0,0,1,,,,,,,,0,,66,0
5997,note_on,,117,0,1,,,,,,,,0,,69,0
5999,note_on,,239,0,2,,,,,,,,1,,50,0
6000,note_on,,0,0,1,,,,,,,,0,,67,100
6000,polytouch,,1,0,2,,,,,,,64,1,,50,
6000,note_on,,3,0,1,,,,,,,,0,,71,100
6059,note_on,,59,0,1,,,,,,,,0,,67,0
6060,note_on,,1,0,1,,,,,,,,0,,62,100
6119,note_on,,0,0,1,,,,,,,,0,,71,0
6119,note_on,,59,0,1,,,,,,,,0,,62,0
6120,note_on,,1,0,1,,,,,,,,0,,72,100
6120,note_on,,0,0,1,,,,,,,,0,,69,100
6179,note_on,,59,0,1,,,,,,,,0,,69,0
6180,note_on,,1,0,1,,,,,,,,0,,62,100
6239,note_on,,59,0,1,,,,,,,,0,,62,0
6239,note_on,,0,0,1,,,,,,,,0,,72,0
6240,note_on,,0,0,2,,,,,,,,1,,38,95
6240,note_on,,240,0,2,,,,,,,,1,,50,95
6240,note_on,,1,0,1,,,,,,,,0,,74,100
6240,note_on,,0,0,1,,,,,,,,0,,71,100
6299,note_on,,59,0,1,,,,,,,,0,,71,0
6300,note_on,,1,0,1,,,,,,,,0,,62,100
6359,note_on,,59,0,1,,,,,,,,0,,62,0
6360,note_on,,1,0,1,,,,,,,,0,,76,100
6360,note_on,,0,0,1,,,,,,,,0,,72,100
6360,note_on,,0,0,1,,,,,,,,0,,74,0
6419,note_on,,59,0,1,,,,,,,,0,,72,0
6420,note_on,,1,0,1,,,,,,,,0,,62,100
6477,note_on,,57,0,1,,,,,,,,0,,76,0
6479,note_on,,2,0,1,,,,,,,,0,,62,0
6479,note_on,,239,0,2,,,,,,,,1,,38,0
6479,note_on,,0,0,2,,,,,,,,1,,50,0
6480,note_on,,1,0,1,,,,,,,,0,,69,100
6480,note_on,,0,0,1,,,,,,,,0,,66,100
6480,polytouch,,1,0,2,,,,,,,64,1,,38,
6539,note_on,,59,0,1,,,,,,,,0,,66,0
6540,note_on,,1,0,1,,,,,,,,0,,62,100
6599,note_on,,0,0,1,,,,,,,,0,,69,0
6599,note_on,,59,0,1,,,,,,,,0,,62,0
6600,note_on,,1,0,1,,,,,,,,0,,71,100
6600,note_on,,0,0,1,,,,,,,,0,,67,100
6659,note_on,,59,0,1,,,,,,,,0,,67,0
6660,note_on,,1,0,1,,,,,,,,0,,62,100
6719,note_on,,59,0,1,,,,,,,,0,,62,0
6719,note_on,,0,0,1,,,,,,,,0,,71,0
6720,note_on,,240,0,2,,,,,,,,1,,50,95
6720,note_on,,1,0,1,,,,,,,,0,,72,100
6720,note_on,,0,0,1,,,,,,,,0,,69,100
6720,note_on,,0,0,2,,,,,,,,1,,38,95
6779,note_on,,59,0,1,,,,,,,,0,,69,0
6780,note_on,,1,0,1,,,,,,,,0,,62,100
6839,note_on,,59,0,1,,,,,,,,0,,62,0
6840,note_on,,1,0,1,,,,,,,,0,,74,100
6840,note_on,,0,0,1,,,,,,,,0,,71,100
6840,note_on,,0,0,1,,,,,,,,0,,72,0
6899,note_on,,59,0,1,,,,,,,,0,,71,0
6900,note_on,,1,0,1,,,,,,,,0,,62,100
6957,note_on,,57,0,1,,,,,,,,0,,74,0
6959,note_on,,239,0,2,,,,,,,,1,,38,0
6959,note_on,,0,0,2,,,,,,,,1,,50,0
6959,note_on,,2,0,1,,,,,,,,0,,62,0
6960,polytouch,,1,0,2,,,,,,,64,1,,38,
6960,note_on,,0,0,1,,,,,,,,0,,64,100
6960,note_on,,1,0,1,,,,,,,,0,,67,100
7019,note_on,,59,0,1,,,,,,,,0,,64,0
7020,note_on,,1,0,1,,,,,,,,0,,62,100
7079,note_on,,59,0,1,,,,,,,,0,,62,0
7079,note_on,,0,0,1,,,,,,,,0,,67,0
7080,note_on,,1,0,1,,,,,,,,0,,69,100
7080,note_on,,0,0,1,,,,,,,,0,,66,100
7080,note_on,,120,0,2,,,,,,,,1,,50,95
7139,note_on,,59,0,1,,,,,,,,0,,66,0
7140,note_on,,1,0,1,,,,,,,,0,,62,100
7199,note_on,,119,0,2,,,,,,,,1,,50,0
7199,note_on,,0,0,1,,,,,,,,0,,69,0
7199,note_on,,59,0,1,,,,,,,,0,,62,0
7200,note_on,,1,0,2,,,,,,,,1,,55,95
7200,note_on,,1,0,1,,,,,,,,0,,71,100
7259,note_on,,59,0,1,,,,,,,,0,,71,0
7260,note_on,,1,0,1,,,,,,,,0,,67,100
7319,note_on,,59,0,1,,,,,,,,0,,67,0
7320,note_on,,1,0,1,,,,,,,,0,,72,100
7320,note_on,,120,0,2,,,,,,,,1,,52,95
7379,note_on,,59,0,1,,,,,,,,0,,72,0
7380,note_on,,1,0,1,,,,,,,,0,,69,100
7439,note_on,,0,0,2,,,,,,,,1,,55,0
7439,note_on,,119,0,2,,,,,,,,1,,52,0
7439,note_on,,59,0,1,,,,,,,,0,,69,0
7440,note_on,,1,0,1,,,,,,,,0,,71,100
7440,note_on,,1,0,2,,,,,,,,1,,48,95
7455,note_on,,0,0,1,,,,,,,,0,,71,0
7455,note_on,,15,0,1,,,,,,,,0,,69,100
7470,note_on,,0,0,1,,,,,,,,0,,69,0
7470,note_on,,15,0,1,,,,,,,,0,,71,100
7485,note_on,,0,0,1,,,,,,,,0,,71,0
7485,note_on,,15,0,1,,,,,,,,0,,69,100
7500,note_on,,15,0,1,,,,,,,,0,,71,100
7500,note_on,,0,0,1,,,,,,,,0,,69,0
7515,note_on,,0,0,1,,,,,,,,0,,71,0
7515,note_on,,15,0,1,,,,,,,,0,,69,100
7530,note_on,,0,0,1,,,,,,,,0,,69,0
7530,note_on,,15,0,1,,,,,,,,0,,71,100
7545,note_on,,0,0,1,,,,,,,,0,,71,0
7545,note_on,,15,0,1,,,,,,,,0,,69,100
7559,note_on,,119,0,2,,,,,,,,1,,48,0
7560,note_on,,0,0,2,,,,,,,,1,,50,95
7560,note_on,,1,0,2,,,,,,,,1,,54,95
7560,note_on,,15,0,1,,,,,,,,0,,71,100
7560,note_on,,0,0,1,,,,,,,,0,,69,0
7575,note_on,,15,0,1,,,,,,,,0,,69,100
7575,note_on,,0,0,1,,,,,,,,0,,71,0
7590,note_on,,15,0,1,,,,,,,,0,,71,100
7590,note_on,,0,0,1,,,,,,,,0,,69,0
7605,note_on,,15,0,1,,,,,,,,0,,69,100
7605,note_on,,0,0,1,,,,,,,,0,,71,0
7620,note_on,,0,0,1,,,,,,,,0,,69,0
7620,note_on,,15,0,1,,,,,,,,0,,67,100
7650,note_on,,30,0,1,,,,,,,,0,,69,100
7650,note_on,,0,0,1,,,,,,,,0,,67,0
7679,note_on,,119,0,2,,,,,,,,1,,50,0
7679,note_on,,0,0,2,,,,,,,,1,,54,0
7680,note_on,,30,0,1,,,,,,,,0,,67,100
7680,note_on,,0,0,1,,,,,,,,0,,69,0
7680,note_on,,0,0,2,,,,,,,,1,,43,95
7680,note_on,,1,0,2,,,,,,,,1,,55,95
7919,note_on,,0,0,2,,,,,,,,1,,55,0
7919,note_on,,239,0,2,,,,,,,,1,,43,0
7919,note_on,,239,0,1,,,,,,,,0,,67,0
7920,note_on,,1,0,2,,,,,,,,1,,55,60
7920,note_on,,1,0,1,,,,,,,,0,,71,64
8039,note_on,,119,0,2,,,,,,,,1,,55,0
8039,note_on,,119,0,1,,,,,,,,0,,71,0
8040,note_on,,1,0,2,,,,,,,,1,,57,60
8040,note_on,,1,0,1,,,,,,,,0,,74,64
8069,note_on,,29,0,1,,,,,,,,0,,74,0
8070,note_on,,1,0,1,,,,,,,,0,,72,64
8099,note_on,,29,0,1,,,,,,,,0,,72,0
8100,note_on,,1,0,1,,,,,,,,0,,71,64
8129,note_on,,29,0,1,,,,,,,,0,,71,0
8130,note_on,,1,0,1,,,,,,,,0,,72,64
8159,note_on,,29,0,1,,,,,,,,0,,72,0
8159,note_on,,119,0,2,,,,,,,,1,,57,0
8160,note_on,,1,0,2,,,,,,,,1,,59,60
8160,note_on,,1,0,1,,,,,,,,0,,74,64
8279,note_on,,119,0,2,,,,,,,,1,,59,0
8279,note_on,,119,0,1,,,,,,,,0,,74,0
8280,note_on,,1,0,1,,,,,,,,0,,79,64
8280,note_on,,0,0,1,,,,,,,,0,,72,64
8280,note_on,,1,0,2,,,,,,,,1,,64,60
8399,note_on,,119,0,2,,,,,,,,1,,64,0
8399,note_on,,119,0,1,,,,,,,,0,,72,0
8399,note_on,,0,0,1,,,,,,,,0,,79,0
8400,note_on,,0,0,1,,,,,,,,0,,71,64
8400,note_on,,1,0,1,,,,,,,,0,,79,64
8400,note_on,,1,0,2,,,,,,,,1,,62,60
8519,note_on,,119,0,1,,,,,,,,0,,71,0
8519,note_on,,0,0,1,,,,,,,,0,,79,0
8519,note_on,,119,0,2,,,,,,,,1,,62,0
8520,note_on,,1,0,1,,,,,,,,0,,79,64
8520,note_on,,0,0,1,,,,,,,,0,,76,64
8520,note_on,,1,0,2,,,,,,,,1,,60,60
8639,note_on,,119,0,2,,,,,,,,1,,60,0
8639,note_on,,119,0,1,,,,,,,,0,,76,0
8639,note_on,,0,0,1,,,,,,,,0,,79,0
8640,note_on,,1,0,2,,,,,,,,1,,59,60
8640,note_on,,1,0,1,,,,,,,,0,,79,64
8640,note_on,,0,0,1,,,,,,,,0,,74,64
8759,note_on,,119,0,2,,,,,,,,1,,59,0
8760,note_on,,1,0,2,,,,,,,,1,,55,60
8760,note_on,,0,0,1,,,,,,,,0,,74,0
8760,note_on,,120,0,1,,,,,,,,0,,71,64
8877,note_on,,117,0,1,,,,,,,,0,,71,0
8879,note_on,,2,0,1,,,,,,,,0,,79,0
8879,note_on,,119,0,2,,,,,,,,1,,55,0
8880,polytouch,,1,0,2,,,,,,,64,1,,55,
8880,note_on,,1,0,1,,,,,,,,0,,81,64
8940,note_on,,60,0,1,,,,,,,,0,,79,64
8940,note_on,,0,0,1,,,,,,,,0,,81,0
8997,note_on,,57,0,1,,,,,,,,0,,79,0
9000,note_on,,3,0,1,,,,,,,,0,,78,64
9059,note_on,,59,0,1,,,,,,,,0,,78,0
9060,note_on,,1,0,1,,,,,,,,0,,76,64
9119,note_on,,59,0,1,,,,,,,,0,,76,0
9120,note_on,,1,0,1,,,,,,,,0,,74,64
9120,note_on,,240,0,2,,,,,,,,1,,55,60
9239,note_on,,119,0,1,,,,,,,,0,,74,0
9240,note_on,,0,0,1,,,,,,,,0,,71,64
9240,note_on,,1,0,1,,,,,,,,0,,74,64
