tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,channel,control,value,program,note,velocity
2349,note_off,,21,0,1,,,,,,0,,,,70,0
2349,note_off,,0,0,1,,,,,,0,,,,62,0
2352,note_on,,0,0,1,,,,,,0,,,,69,26
2352,note_on,,3,0,1,,,,,,0,,,,60,26
2373,note_off,,21,0,1,,,,,,0,,,,69,0
2373,note_off,,0,0,1,,,,,,0,,,,60,0
2376,note_on,,0,0,1,,,,,,0,,,,70,26
2376,note_on,,3,0,1,,,,,,0,,,,62,26
2390,note_off,,86,0,2,,,,,,1,,,,53,0
2397,note_off,,0,0,1,,,,,,0,,,,62,0
2397,note_off,,21,0,1,,,,,,0,,,,70,0
2400,note_on,,10,0,2,,,,,,1,,,,53,78
2400,note_on,,0,0,1,,,,,,0,,,,69,26
2400,note_on,,3,0,1,,,,,,0,,,,60,26
2421,note_off,,21,0,1,,,,,,0,,,,69,0
2421,note_off,,0,0,1,,,,,,0,,,,60,0
2424,note_on,,3,0,1,,,,,,0,,,,62,26
2424,note_on,,0,0,1,,,,,,0,,,,70,26
2445,note_off,,21,0,1,,,,,,0,,,,70,0
2445,note_off,,0,0,1,,,,,,0,,,,62,0
2448,note_on,,3,0,1,,,,,,0,,,,60,26
2448,note_on,,0,0,1,,,,,,0,,,,69,26
2469,note_off,,21,0,1,,,,,,0,,,,69,0
2469,note_off,,0,0,1,,,,,,0,,,,60,0
2472,note_on,,3,0,1,,,,,,0,,,,62,26
2472,note_on,,0,0,1,,,,,,0,,,,70,26
2486,note_off,,86,0,2,,,,,,1,,,,53,0
2493,note_off,,21,0,1,,,,,,0,,,,70,0
2493,note_off,,0,0,1,,,,,,0,,,,62,0
2496,note_on,,0,0,1,,,,,,0,,,,69,26
2496,note_on,,10,0,2,,,,,,1,,,,53,78
2496,note_on,,3,0,1,,,,,,0,,,,60,26
2517,note_off,,21,0,1,,,,,,0,,,,69,0
2517,note_off,,0,0,1,,,,,,0,,,,60,0
2520,note_on,,3,0,1,,,,,,0,,,,62,26
2520,note_on,,0,0,1,,,,,,0,,,,70,26
2541,note_off,,21,0,1,,,,,,0,,,,70,0
2541,note_off,,0,0,1,,,,,,0,,,,62,0
2544,note_on,,3,0,1,,,,,,0,,,,60,26
2544,note_on,,0,0,1,,,,,,0,,,,69,26
2565,note_off,,21,0,1,,,,,,0,,,,69,0
2565,note_off,,0,0,1,,,,,,0,,,,60,0
2568,note_on,,0,0,1,,,,,,0,,,,70,26
2568,note_on,,3,0,1,,,,,,0,,,,62,26
2582,note_off,,86,0,2,,,,,,1,,,,53,0
2589,note_off,,0,0,1,,,,,,0,,,,62,0
2589,note_off,,21,0,1,,,,,,0,,,,70,0
2592,note_on,,10,0,2,,,,,,1,,,,53,78
2592,note_on,,3,0,1,,,,,,0,,,,58,78
2592,note_on,,0,0,1,,,,,,0,,,,67,78
2678,note_off,,0,0,1,,,,,,0,,,,58,0
2678,note_off,,86,0,2,,,,,,1,,,,53,0
2678,note_off,,86,0,1,,,,,,0,,,,67,0
2688,note_on,,10,0,1,,,,,,0,,,,65,78
2688,note_on,,10,0,2,,,,,,1,,,,53,78
2688,note_on,,0,0,1,,,,,,0,,,,57,78
2774,note_off,,86,0,2,,,,,,1,,,,53,0
2784,note_on,,10,0,2,,,,,,1,,,,53,78
2860,note_off,,172,0,1,,,,,,0,,,,57,0
2860,note_off,,0,0,1,,,,,,0,,,,65,0
2870,note_off,,86,0,2,,,,,,1,,,,53,0
2880,note_on,,10,0,2,,,,,,1,,,,36,78
2880,note_on,,0,0,1,,,,,,0,,,,67,78
2880,note_on,,20,0,1,,,,,,0,,,,64,78
2966,note_off,,86,0,2,,,,,,1,,,,36,0
2976,note_on,,10,0,2,,,,,,1,,,,48,78
3052,note_off,,0,0,1,,,,,,0,,,,64,0
3052,note_off,,172,0,1,,,,,,0,,,,67,0
3062,note_off,,86,0,2,,,,,,1,,,,48,0
3072,note_on,,10,0,2,,,,,,1,,,,48,78
3072,note_on,,20,0,1,,,,,,0,,,,64,78
3072,note_on,,0,0,1,,,,,,0,,,,67,78
3158,note_off,,86,0,2,,,,,,1,,,,48,0
3168,note_on,,10,0,2,,,,,,1,,,,48,78
3244,note_off,,172,0,1,,,,,,0,,,,67,0
3244,note_off,,0,0,1,,,,,,0,,,,64,0
3254,note_off,,86,0,2,,,,,,1,,,,48,0
3264,note_on,,20,0,1,,,,,,0,,,,68,78
3264,note_on,,10,0,2,,,,,,1,,,,48,78
3264,note_on,,0,0,1,,,,,,0,,,,64,78
3350,note_off,,86,0,2,,,,,,1,,,,48,0
3360,note_on,,10,0,2,,,,,,1,,,,48,78
3436,note_off,,172,0,1,,,,,,0,,,,64,0
3436,note_off,,0,0,1,,,,,,0,,,,68,0
3446,note_off,,86,0,2,,,,,,1,,,,48,0
3456,note_on,,20,0,1,,,,,,0,,,,65,78
3456,note_on,,0,0,1,,,,,,0,,,,69,78
3456,note_on,,10,0,2,,,,,,1,,,,48,78
3542,note_off,,86,0,2,,,,,,1,,,,48,0
3552,note_on,,10,0,2,,,,,,1,,,,48,78
3638,note_off,,86,0,2,,,,,,1,,,,48,0
3648,note_on,,10,0,2,,,,,,1,,,,48,78
3734,note_off,,86,0,2,,,,,,1,,,,48,0
3744,note_on,,10,0,2,,,,,,1,,,,48,78
3744,note_off,,288,0,1,,,,,,0,,,,69,0
3744,note_off,,0,0,1,,,,,,0,,,,65,0
3744,note_on,,0,0,1,,,,,,0,,,,64,78
3744,note_on,,0,0,1,,,,,,0,,,,68,78
3830,note_off,,86,0,2,,,,,,1,,,,48,0
3840,note_off,,0,0,1,,,,,,0,,,,64,0
3840,note_on,,10,0,2,,,,,,1,,,,48,78
3840,note_on,,0,0,1,,,,,,0,,,,69,78
3840,note_on,,0,0,1,,,,,,0,,,,65,78
3840,note_off,,96,0,1,,,,,,0,,,,68,0
3926,note_off,,86,0,2,,,,,,1,,,,48,0
3936,note_on,,10,0,2,,,,,,1,,,,48,78
4022,note_off,,86,0,2,,,,,,1,,,,48,0
4032,note_on,,0,0,1,,,,,,0,,,,69,78
4032,note_off,,0,0,1,,,,,,0,,,,65,0
4032,note_on,,0,0,1,,,,,,0,,,,65,78
4032,note_on,,10,0,2,,,,,,1,,,,36,78
4032,note_off,,192,0,1,,,,,,0,,,,69,0
4118,note_off,,86,0,2,,,,,,1,,,,36,0
4128,note_on,,10,0,2,,,,,,1,,,,48,78
4204,note_off,,0,0,1,,,,,,0,,,,65,0
4204,note_off,,172,0,1,,,,,,0,,,,69,0
4214,note_off,,86,0,2,,,,,,1,,,,48,0
4224,note_on,,20,0,1,,,,,,0,,,,65,78
4224,note_on,,10,0,2,,,,,,1,,,,48,78
4224,note_on,,0,0,1,,,,,,0,,,,69,78
4310,note_off,,86,0,2,,,,,,1,,,,48,0
4320,note_on,,10,0,2,,,,,,1,,,,48,78
4396,note_off,,0,0,1,,,,,,0,,,,65,0
4396,note_off,,172,0,1,,,,,,0,,,,69,0
4406,note_off,,86,0,2,,,,,,1,,,,48,0
4416,note_on,,10,0,2,,,,,,1,,,,48,78
4416,note_on,,0,0,1,,,,,,0,,,,69,78
4416,note_on,,20,0,1,,,,,,0,,,,66,78
4502,note_off,,86,0,2,,,,,,1,,,,48,0
4512,note_on,,10,0,2,,,,,,1,,,,48,78
4588,note_off,,172,0,1,,,,,,0,,,,69,0
4588,note_off,,0,0,1,,,,,,0,,,,66,0
4598,note_off,,86,0,2,,,,,,1,,,,48,0
4608,note_on,,20,0,1,,,,,,0,,,,67,78
4608,note_on,,10,0,2,,,,,,1,,,,48,78
4608,note_on,,0,0,1,,,,,,0,,,,70,78
4694,note_off,,86,0,2,,,,,,1,,,,48,0
4704,note_on,,10,0,2,,,,,,1,,,,48,78
4790,note_off,,86,0,2,,,,,,1,,,,48,0
4800,note_on,,10,0,2,,,,,,1,,,,48,78
4886,note_off,,86,0,2,,,,,,1,,,,48,0
4896,note_on,,0,0,1,,,,,,0,,,,69,78
4896,note_on,,0,0,1,,,,,,0,,,,66,78
4896,note_off,,0,0,1,,,,,,0,,,,67,0
4896,note_off,,288,0,1,,,,,,0,,,,70,0
4896,note_on,,10,0,2,,,,,,1,,,,48,78
4982,note_off,,86,0,2,,,,,,1,,,,48,0
4992,note_on,,0,0,1,,,,,,0,,,,70,78
4992,note_off,,0,0,1,,,,,,0,,,,66,0
4992,note_on,,0,0,1,,,,,,0,,,,67,78
4992,note_on,,10,0,2,,,,,,1,,,,48,78
4992,note_off,,96,0,1,,,,,,0,,,,69,0
5078,note_off,,86,0,2,,,,,,1,,,,48,0
5088,note_on,,10,0,2,,,,,,1,,,,48,78
5174,note_off,,86,0,2,,,,,,1,,,,48,0
5184,note_on,,10,0,2,,,,,,1,,,,53,78
5184,note_on,,0,0,1,,,,,,0,,,,69,78
5184,note_off,,192,0,1,,,,,,0,,,,70,0
5184,note_off,,0,0,1,,,,,,0,,,,67,0
5184,note_on,,0,0,1,,,,,,0,,,,65,78
5328,note_off,,0,0,1,,,,,,0,,,,65,0
5328,note_on,,0,0,1,,,,,,0,,,,72,78
5328,note_off,,144,0,1,,,,,,0,,,,69,0
5356,note_off,,172,0,2,,,,,,1,,,,53,0
5371,note_off,,43,0,1,,,,,,0,,,,72,0
5376,note_on,,0,0,1,,,,,,0,,,,65,78
5376,note_on,,20,0,2,,,,,,1,,,,45,78
5376,note_on,,5,0,1,,,,,,0,,,,60,78
5376,note_on,,0,0,2,,,,,,1,,,,53,78
5419,note_off,,43,0,1,,,,,,0,,,,65,0
5419,note_off,,43,0,2,,,,,,1,,,,53,0
5419,note_off,,0,0,1,,,,,,0,,,,60,0
5419,note_off,,0,0,2,,,,,,1,,,,45,0
5472,note_on,,53,0,1,,,,,,0,,,,60,78
5472,note_on,,0,0,1,,,,,,0,,,,65,78
5472,note_on,,0,0,2,,,,,,1,,,,53,78
5472,note_on,,53,0,2,,,,,,1,,,,45,78
5515,note_off,,0,0,1,,,,,,0,,,,60,0
5515,note_off,,43,0,2,,,,,,1,,,,53,0
5515,note_off,,43,0,1,,,,,,0,,,,65,0
5515,note_off,,0,0,2,,,,,,1,,,,45,0
5568,note_on,,53,0,2,,,,,,1,,,,48,78
5568,note_on,,0,0,2,,,,,,1,,,,55,78
5568,note_on,,0,0,1,,,,,,0,,,,67,78
5568,note_on,,53,0,1,,,,,,0,,,,64,78
5611,note_off,,0,0,1,,,,,,0,,,,64,0
5611,note_off,,43,0,1,,,,,,0,,,,67,0
5611,note_off,,43,0,2,,,,,,1,,,,55,0
5611,note_off,,0,0,2,,,,,,1,,,,48,0
5664,note_on,,53,0,2,,,,,,1,,,,48,78
5664,note_on,,0,0,1,,,,,,0,,,,67,78
5664,note_on,,53,0,1,,,,,,0,,,,64,78
5664,note_on,,0,0,2,,,,,,1,,,,55,78
5707,note_off,,0,0,1,,,,,,0,,,,64,0
5707,note_off,,43,0,1,,,,,,0,,,,67,0
5707,note_off,,43,0,2,,,,,,1,,,,55,0
5707,note_off,,0,0,2,,,,,,1,,,,48,0
5760,note_on,,53,0,1,,,,,,0,,,,65,78
5760,note_on,,0,0,2,,,,,,1,,,,53,78
5760,note_on,,53,0,2,,,,,,1,,,,57,78
5760,note_on,,0,0,1,,,,,,0,,,,69,78
5904,note_off,,0,0,1,,,,,,0,,,,65,0
5904,note_off,,144,0,1,,,,,,0,,,,69,0
5904,note_on,,0,0,1,,,,,,0,,,,72,78
5932,note_off,,0,0,2,,,,,,1,,,,57,0
5932,note_off,,172,0,2,,,,,,1,,,,53,0
5947,note_off,,43,0,1,,,,,,0,,,,72,0
5952,note_on,,5,0,1,,,,,,0,,,,65,78
5952,note_on,,0,0,2,,,,,,1,,,,53,78
5952,note_on,,0,0,1,,,,,,0,,,,60,78
5952,note_on,,20,0,2,,,,,,1,,,,45,78
5995,note_off,,43,0,2,,,,,,1,,,,53,0
5995,note_off,,0,0,2,,,,,,1,,,,45,0
5995,note_off,,43,0,1,,,,,,0,,,,60,0
5995,note_off,,0,0,1,,,,,,0,,,,65,0
6048,note_on,,53,0,2,,,,,,1,,,,45,78
6048,note_on,,0,0,2,,,,,,1,,,,53,78
6048,note_on,,0,0,1,,,,,,0,,,,60,78
6048,note_on,,53,0,1,,,,,,0,,,,65,78
6091,note_off,,43,0,2,,,,,,1,,,,53,0
6091,note_off,,0,0,2,,,,,,1,,,,45,0
6091,note_off,,0,0,1,,,,,,0,,,,65,0
6091,note_off,,43,0,1,,,,,,0,,,,60,0
6144,note_on,,0,0,1,,,,,,0,,,,67,78
6144,note_on,,0,0,2,,,,,,1,,,,55,78
6144,note_on,,53,0,2,,,,,,1,,,,48,78
6144,note_on,,53,0,1,,,,,,0,,,,64,78
6187,note_off,,43,0,1,,,,,,0,,,,67,0
6187,note_off,,0,0,1,,,,,,0,,,,64,0
6187,note_off,,43,0,2,,,,,,1,,,,55,0
6187,note_off,,0,0,2,,,,,,1,,,,48,0
6240,note_on,,53,0,1,,,,,,0,,,,64,77
6240,note_on,,53,0,2,,,,,,1,,,,48,78
6240,note_on,,0,0,2,,,,,,1,,,,55,78
6240,note_on,,0,0,1,,,,,,0,,,,67,77
6283,note_off,,43,0,2,,,,,,1,,,,55,0
6283,note_off,,0,0,2,,,,,,1,,,,48,0
6283,note_off,,0,0,1,,,,,,0,,,,64,0
6283,note_off,,43,0,1,,,,,,0,,,,67,0
6336,note_on,,0,0,2,,,,,,1,,,,57,78
6336,note_on,,53,0,1,,,,,,0,,,,69,78
6336,note_on,,53,0,2,,,,,,1,,,,53,78
6480,note_on,,0,0,1,,,,,,0,,,,77,78
6480,note_off,,144,0,1,,,,,,0,,,,69,0
6508,note_off,,172,0,2,,,,,,1,,,,57,0
6508,note_off,,0,0,2,,,,,,1,,,,53,0
6523,note_off,,43,0,1,,,,,,0,,,,77,0
6528,note_on,,20,0,2,,,,,,1,,,,46,78
6528,note_on,,5,0,1,,,,,,0,,,,67,78
6672,note_on,,0,0,1,,,,,,0,,,,74,78
6672,note_off,,144,0,1,,,,,,0,,,,67,0
6700,note_off,,172,0,2,,,,,,1,,,,46,0
6715,note_off,,43,0,1,,,,,,0,,,,74,0
6720,note_on,,5,0,1,,,,,,0,,,,72,78
6720,note_on,,20,0,2,,,,,,1,,,,48,78
6864,note_off,,144,0,1,,,,,,0,,,,72,0
6864,note_on,,0,0,1,,,,,,0,,,,64,78
6892,note_off,,172,0,2,,,,,,1,,,,48,0
6907,note_off,,43,0,1,,,,,,0,,,,64,0
6912,note_on,,5,0,1,,,,,,0,,,,65,78
6912,note_on,,20,0,2,,,,,,1,,,,41,78
7084,note_off,,172,0,1,,,,,,0,,,,65,0
7084,note_off,,172,0,2,,,,,,1,,,,41,0
7104,note_on,,20,0,2,,,,,,1,,,,53,60
7200,note_on,,116,0,1,,,,,,0,,,,65,60
7276,note_off,,172,0,2,,,,,,1,,,,53,0
7286,note_off,,86,0,1,,,,,,0,,,,65,0
7296,note_on,,10,0,1,,,,,,0,,,,64,60
7296,note_on,,0,0,1,,,,,,0,,,,67,60
7382,note_off,,86,0,1,,,,,,0,,,,67,0
7382,note_off,,0,0,1,,,,,,0,,,,64,0
7392,note_on,,10,0,1,,,,,,0,,,,63,60
7392,note_on,,0,0,1,,,,,,0,,,,69,60
7478,note_off,,86,0,1,,,,,,0,,,,69,0
7478,note_off,,0,0,1,,,,,,0,,,,63,0
7488,note_on,,10,0,1,,,,,,0,,,,72,60
7488,note_on,,0,0,2,,,,,,1,,,,53,60
7488,note_on,,212,0,2,,,,,,1,,,,62,60
7512,note_on,,0,0,1,,,,,,0,,,,70,60
7512,note_off,,24,0,1,,,,,,0,,,,72,0
7584,note_off,,72,0,1,,,,,,0,,,,70,0
7584,note_on,,0,0,1,,,,,,0,,,,69,60
7680,note_off,,96,0,1,,,,,,0,,,,69,0
7680,note_on,,0,0,1,,,,,,0,,,,70,60
7776,note_off,,96,0,1,,,,,,0,,,,70,0
7776,note_on,,0,0,1,,,,,,0,,,,74,60
7872,note_on,,0,0,1,,,,,,0,,,,72,60
7872,note_off,,96,0,1,,,,,,0,,,,74,0
7872,note_off,,384,0,2,,,,,,1,,,,62,0
7872,note_on,,0,0,2,,,,,,1,,,,64,60
7968,note_off,,96,0,1,,,,,,0,,,,72,0
7968,note_on,,0,0,1,,,,,,0,,,,70,60
8044,note_off,,172,0,2,,,,,,1,,,,64,0
8064,note_off,,96,0,1,,,,,,0,,,,70,0
8064,note_on,,0,0,1,,,,,,0,,,,68,60
8064,note_off,,20,0,2,,,,,,1,,,,53,0
8064,note_on,,0,0,2,,,,,,1,,,,53,60
8064,note_on,,0,0,2,,,,,,1,,,,65,60
8160,note_on,,0,0,1,,,,,,0,,,,69,60
8160,note_off,,96,0,1,,,,,,0,,,,68,0
8236,note_off,,172,0,2,,,,,,1,,,,65,0
8236,note_off,,0,0,2,,,,,,1,,,,53,0
8256,note_on,,20,0,2,,,,,,1,,,,53,60
8256,note_off,,96,0,1,,,,,,0,,,,69,0
8299,note_off,,43,0,2,,,,,,1,,,,53,0
8352,note_on,,53,0,2,,,,,,1,,,,53,60
8352,note_on,,96,0,1,,,,,,0,,,,69,60
8448,note_off,,96,0,2,,,,,,1,,,,53,0
8448,note_on,,0,0,2,,,,,,1,,,,55,60
8448,note_off,,96,0,1,,,,,,0,,,,69,0
8448,note_on,,0,0,1,,,,,,0,,,,70,60
8544,note_off,,96,0,1,,,,,,0,,,,70,0
8544,note_on,,0,0,1,,,,,,0,,,,72,60
8544,note_on,,0,0,2,,,,,,1,,,,57,60
8544,note_off,,96,0,2,,,,,,1,,,,55,0
8630,note_off,,86,0,2,,,,,,1,,,,57,0
8640,note_on,,0,0,2,,,,,,1,,,,53,60
8640,note_off,,96,0,1,,,,,,0,,,,72,0
8640,note_on,,0,0,1,,,,,,0,,,,76,60
8640,note_on,,10,0,2,,,,,,1,,,,58,60
8664,note_off,,24,0,1,,,,,,0,,,,76,0
8664,note_on,,0,0,1,,,,,,0,,,,74,60
8726,note_off,,86,0,2,,,,,,1,,,,58,0
8736,note_on,,0,0,1,,,,,,0,,,,73,60
8736,note_on,,10,0,2,,,,,,1,,,,57,60
8736,note_off,,72,0,1,,,,,,0,,,,74,0
8822,note_off,,86,0,2,,,,,,1,,,,57,0
8832,note_on,,10,0,2,,,,,,1,,,,58,60
8832,note_off,,96,0,1,,,,,,0,,,,73,0
8832,note_on,,0,0,1,,,,,,0,,,,74,60
8918,note_off,,86,0,2,,,,,,1,,,,58,0
8928,note_on,,10,0,2,,,,,,1,,,,62,60
8928,note_on,,0,0,1,,,,,,0,,,,77,60
8928,note_off,,96,0,1,,,,,,0,,,,74,0
9014,note_off,,86,0,2,,,,,,1,,,,62,0
9024,note_on,,0,0,1,,,,,,0,,,,76,60
9024,note_on,,10,0,2,,,,,,1,,,,60,60
9024,note_off,,96,0,1,,,,,,0,,,,77,0
9110,note_off,,86,0,2,,,,,,1,,,,60,0
9120,note_off,,96,0,1,,,,,,0,,,,76,0
9120,note_on,,0,0,1,,,,,,0,,,,74,60
9120,note_on,,10,0,2,,,,,,1,,,,58,60
9206,note_off,,86,0,2,,,,,,1,,,,58,0
9216,note_off,,96,0,1,,,,,,0,,,,74,0
9216,note_on,,0,0,2,,,,,,1,,,,53,60
9216,note_on,,0,0,1,,,,,,0,,,,77,60
9216,note_off,,10,0,2,,,,,,1,,,,53,0
9216,note_on,,0,0,2,,,,,,1,,,,62,60
9345,note_off,,129,0,2,,,,,,1,,,,62,0
9360,note_on,,15,0,2,,,,,,1,,,,58,60
9360,note_on,,0,0,1,,,,,,0,,,,74,60
9360,note_off,,144,0,1,,,,,,0,,,,77,0
9388,note_off,,28,0,2,,,,,,1,,,,53,0
9403,note_off,,15,0,2,,,,,,1,,,,58,0
9408,note_off,,48,0,1,,,,,,0,,,,74,0
9408,note_on,,0,0,2,,,,,,1,,,,57,60
9408,note_on,,5,0,2,,,,,,1,,,,53,60
9408,note_on,,0,0,1,,,,,,0,,,,72,60
9580,note_off,,0,0,2,,,,,,1,,,,53,0
9580,note_off,,172,0,2,,,,,,1,,,,57,0
