tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
1920,note_on,60,0,1,,,,,,,,,,,0,,69,0
1980,note_on,60,0,1,,,,,,,,,,,0,,79,0
1980,note_on,0,0,1,,,,,,,,,,,0,,70,86
1980,note_on,60,0,2,,,,,,,,,,,1,,55,0
1980,note_on,0,0,2,,,,,,,,,,,1,,63,96
2025,note_on,45,0,1,,,,,,,,,,,0,,70,0
2025,note_on,0,0,1,,,,,,,,,,,0,,69,96
2039,note_on,14,0,1,,,,,,,,,,,0,,69,0
2040,note_on,60,0,2,,,,,,,,,,,1,,63,0
2040,note_on,1,0,1,,,,,,,,,,,0,,70,97
2040,note_on,0,0,2,,,,,,,,,,,1,,62,97
2100,note_on,60,0,1,,,,,,,,,,,0,,70,0
2100,note_on,60,0,2,,,,,,,,,,,1,,62,0
2100,note_on,0,0,2,,,,,,,,,,,1,,57,97
2100,note_on,0,0,1,,,,,,,,,,,0,,66,97
2160,note_on,0,0,2,,,,,,,,,,,1,,60,98
2160,note_on,60,0,2,,,,,,,,,,,1,,57,0
2160,note_on,0,0,1,,,,,,,,,,,0,,75,98
2160,note_on,60,0,1,,,,,,,,,,,0,,66,0
2220,note_on,60,0,1,,,,,,,,,,,0,,75,0
2220,note_on,0,0,2,,,,,,,,,,,1,,58,86
2220,note_on,60,0,2,,,,,,,,,,,1,,60,0
2220,note_on,0,0,1,,,,,,,,,,,0,,74,98
2265,note_on,0,0,2,,,,,,,,,,,1,,57,98
2265,note_on,45,0,2,,,,,,,,,,,1,,58,0
2279,note_on,14,0,2,,,,,,,,,,,1,,57,0
2280,note_on,1,0,2,,,,,,,,,,,1,,58,99
2280,note_on,0,0,1,,,,,,,,,,,0,,76,99
2280,note_on,60,0,1,,,,,,,,,,,0,,74,0
2340,note_on,0,0,2,,,,,,,,,,,1,,57,99
2340,note_on,60,0,2,,,,,,,,,,,1,,58,0
2340,note_on,0,0,1,,,,,,,,,,,0,,78,99
2340,note_on,60,0,1,,,,,,,,,,,0,,76,0
2400,note_on,60,0,2,,,,,,,,,,,1,,57,0
2400,note_on,0,0,2,,,,,,,,,,,1,,55,100
2400,note_on,60,0,1,,,,,,,,,,,0,,78,0
2400,note_on,0,0,1,,,,,,,,,,,0,,79,100
2460,note_on,60,0,1,,,,,,,,,,,0,,79,0
2460,note_on,0,0,2,,,,,,,,,,,1,,38,100
2460,note_on,60,0,2,,,,,,,,,,,1,,55,0
2460,note_on,0,0,1,,,,,,,,,,,0,,82,86
2505,note_on,0,0,1,,,,,,,,,,,0,,81,100
2505,note_on,45,0,1,,,,,,,,,,,0,,82,0
2519,note_on,14,0,1,,,,,,,,,,,0,,81,0
2520,note_on,0,0,2,,,,,,,,,,,1,,40,101
2520,note_on,60,0,2,,,,,,,,,,,1,,38,0
2520,note_on,1,0,1,,,,,,,,,,,0,,82,101
2580,note_on,60,0,2,,,,,,,,,,,1,,40,0
2580,note_on,0,0,2,,,,,,,,,,,1,,42,101
2580,note_on,60,0,1,,,,,,,,,,,0,,82,0
2580,note_on,0,0,1,,,,,,,,,,,0,,81,101
2630,set_tempo,2630,1,0,,,,,,,1111111,,,,,,,
2640,note_on,60,0,1,,,,,,,,,,,0,,81,0
2640,note_on,0,0,1,,,,,,,,,,,0,,79,102
2640,note_on,0,0,2,,,,,,,,,,,1,,43,102
2640,note_on,60,0,2,,,,,,,,,,,1,,42,0
2643,set_tempo,13,1,0,,,,,,,1132075,,,,,,,
2658,set_tempo,15,1,0,,,,,,,1153846,,,,,,,
2672,set_tempo,14,1,0,,,,,,,1176471,,,,,,,
2687,set_tempo,15,1,0,,,,,,,1200000,,,,,,,
2700,note_on,60,0,2,,,,,,,,,,,1,,43,0
2700,note_on,60,0,1,,,,,,,,,,,0,,79,0
2700,note_on,0,0,1,,,,,,,,,,,0,,74,102
2700,note_on,0,0,1,,,,,,,,,,,0,,77,102
2700,note_on,0,0,2,,,,,,,,,,,1,,67,102
2700,note_on,0,0,2,,,,,,,,,,,1,,79,102
2701,set_tempo,14,1,0,,,,,,,1224490,,,,,,,
2716,set_tempo,15,1,0,,,,,,,1250000,,,,,,,
2730,set_tempo,14,1,0,,,,,,,1276596,,,,,,,
2745,set_tempo,15,1,0,,,,,,,1304348,,,,,,,
2760,note_on,0,0,1,,,,,,,,,,,0,,75,125
2760,note_on,0,0,1,,,,,,,,,,,0,,72,125
2760,note_on,0,0,1,,,,,,,,,,,0,,74,0
2760,set_tempo,15,1,0,,,,,,,1333333,,,,,,,
2760,note_on,60,0,1,,,,,,,,,,,0,,77,0
2773,set_tempo,13,1,0,,,,,,,1363636,,,,,,,
2788,set_tempo,15,1,0,,,,,,,1395349,,,,,,,
2802,set_tempo,14,1,0,,,,,,,1428571,,,,,,,
2817,set_tempo,15,1,0,,,,,,,1463415,,,,,,,
2820,note_on,0,0,1,,,,,,,,,,,0,,72,0
2820,note_on,0,0,1,,,,,,,,,,,0,,67,125
2820,note_on,0,0,2,,,,,,,,,,,1,,79,0
2820,note_on,120,0,2,,,,,,,,,,,1,,67,0
2820,note_on,0,0,1,,,,,,,,,,,0,,78,125
2820,note_on,0,0,1,,,,,,,,,,,0,,75,125
2820,note_on,0,0,1,,,,,,,,,,,0,,72,125
2820,note_on,60,0,1,,,,,,,,,,,0,,75,0
2831,set_tempo,14,1,0,,,,,,,1500000,,,,,,,
2846,set_tempo,15,1,0,,,,,,,1538462,,,,,,,
2860,set_tempo,14,1,0,,,,,,,1578947,,,,,,,
2875,set_tempo,15,1,0,,,,,,,1621622,,,,,,,
2880,note_on,60,0,1,,,,,,,,,,,0,,78,0
2880,note_on,0,0,1,,,,,,,,,,,0,,67,0
2880,note_on,0,0,1,,,,,,,,,,,0,,72,0
2880,note_on,0,0,1,,,,,,,,,,,0,,75,0
2880,note_on,0,0,1,,,,,,,,,,,0,,74,125
2880,note_on,0,0,1,,,,,,,,,,,0,,79,125
2880,note_on,0,0,2,,,,,,,,,,,1,,67,104
2880,note_on,60,0,2,,,,,,,,,,,1,,71,104
2888,set_tempo,13,1,0,,,,,,,1666667,,,,,,,
2903,set_tempo,15,1,0,,,,,,,1714286,,,,,,,
2917,set_tempo,14,1,0,,,,,,,1764706,,,,,,,
2932,set_tempo,15,1,0,,,,,,,1818182,,,,,,,
2946,set_tempo,14,1,0,,,,,,,1875000,,,,,,,
2961,set_tempo,15,1,0,,,,,,,1935484,,,,,,,
2975,set_tempo,14,1,0,,,,,,,2000000,,,,,,,
2990,set_tempo,15,1,0,,,,,,,2068966,,,,,,,
3003,set_tempo,13,1,0,,,,,,,2142857,,,,,,,
3018,set_tempo,15,1,0,,,,,,,2222222,,,,,,,
3032,set_tempo,14,1,0,,,,,,,2307692,,,,,,,
3047,set_tempo,15,1,0,,,,,,,2400000,,,,,,,
3061,set_tempo,14,1,0,,,,,,,2500000,,,,,,,
3076,set_tempo,15,1,0,,,,,,,2608696,,,,,,,
3090,set_tempo,14,1,0,,,,,,,2727273,,,,,,,
3105,set_tempo,15,1,0,,,,,,,2857143,,,,,,,
3120,note_on,240,0,2,,,,,,,,,,,1,,67,0
3120,note_on,240,0,1,,,,,,,,,,,0,,79,0
3120,note_on,0,0,1,,,,,,,,,,,0,,74,0
3120,set_tempo,15,1,0,,,,,,,3000000,,,,,,,
3120,note_on,0,0,2,,,,,,,,,,,1,,71,0
3120,end_of_track,0,1,0,,,,,,,,,,,,,,
3120,end_of_track,0,1,1,,,,,,,,,,,,,,
3120,end_of_track,0,1,2,,,,,,,,,,,,,,
