tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,program,channel,control,value,note,velocity
1312,note_on,2,0,2,,,,,,,,,1,,,72,75
1342,note_on,30,0,1,,,,,,,,,0,,,81,0
1342,note_on,30,0,2,,,,,,,,,1,,,72,0
1344,note_on,2,0,1,,,,,,,,,0,,,83,92
1344,note_on,2,0,2,,,,,,,,,1,,,74,75
1374,note_on,30,0,1,,,,,,,,,0,,,83,0
1374,note_on,30,0,2,,,,,,,,,1,,,74,0
1376,note_on,2,0,2,,,,,,,,,1,,,72,75
1376,note_on,2,0,1,,,,,,,,,0,,,81,92
1406,note_on,30,0,2,,,,,,,,,1,,,72,0
1406,note_on,30,0,1,,,,,,,,,0,,,81,0
1408,note_on,2,0,2,,,,,,,,,1,,,71,75
1408,note_on,2,0,1,,,,,,,,,0,,,79,92
1438,note_on,30,0,1,,,,,,,,,0,,,79,0
1438,note_on,30,0,2,,,,,,,,,1,,,71,0
1440,note_on,2,0,1,,,,,,,,,0,,,81,92
1440,note_on,2,0,2,,,,,,,,,1,,,72,75
1470,note_on,30,0,1,,,,,,,,,0,,,81,0
1470,note_on,30,0,2,,,,,,,,,1,,,72,0
1472,note_on,2,0,1,,,,,,,,,0,,,79,92
1472,note_on,2,0,2,,,,,,,,,1,,,71,75
1488,note_on,16,0,2,,,,,,,,,1,,,67,0
1502,note_on,30,0,1,,,,,,,,,0,,,79,0
1502,note_on,14,0,2,,,,,,,,,1,,,71,0
1504,note_on,2,0,1,,,,,,,,,0,,,78,92
1504,note_on,2,0,2,,,,,,,,,1,,,69,75
1534,note_on,30,0,1,,,,,,,,,0,,,78,0
1534,note_on,30,0,2,,,,,,,,,1,,,69,0
1536,note_on,2,0,2,,,,,,,,,1,,,67,75
1536,note_on,0,0,2,,,,,,,,,1,,,71,75
1536,note_on,2,0,1,,,,,,,,,0,,,79,92
1566,note_on,30,0,1,,,,,,,,,0,,,79,0
1566,note_on,30,0,2,,,,,,,,,1,,,67,0
1568,note_on,2,0,2,,,,,,,,,1,,,69,70
1568,note_on,2,0,1,,,,,,,,,0,,,83,85
1598,note_on,30,0,2,,,,,,,,,1,,,69,0
1598,note_on,30,0,1,,,,,,,,,0,,,83,0
1600,note_on,2,0,2,,,,,,,,,1,,,67,65
1600,note_on,2,0,1,,,,,,,,,0,,,81,77
1630,note_on,30,0,2,,,,,,,,,1,,,71,0
1630,note_on,0,0,2,,,,,,,,,1,,,67,0
1630,note_on,30,0,1,,,,,,,,,0,,,81,0
1632,note_on,2,0,2,,,,,,,,,1,,,65,60
1632,note_on,2,0,1,,,,,,,,,0,,,79,69
1662,note_on,30,0,2,,,,,,,,,1,,,65,0
1662,note_on,30,0,1,,,,,,,,,0,,,79,0
1664,note_on,2,0,2,,,,,,,,,1,,,64,55
1664,note_on,2,0,1,,,,,,,,,0,,,81,61
1694,note_on,30,0,2,,,,,,,,,1,,,64,0
1694,note_on,30,0,1,,,,,,,,,0,,,81,0
1696,note_on,2,0,1,,,,,,,,,0,,,83,53
1696,note_on,2,0,2,,,,,,,,,1,,,62,50
1726,note_on,30,0,2,,,,,,,,,1,,,62,0
1726,note_on,30,0,1,,,,,,,,,0,,,83,0
1728,note_on,2,0,2,,,,,,,,,1,,,60,45
1728,note_on,2,0,1,,,,,,,,,0,,,84,45
1760,note_on,32,0,1,,,,,,,,,0,,,84,0
1760,note_on,32,0,2,,,,,,,,,1,,,60,0
1824,note_on,64,0,2,,,,,,,,,1,,,64,45
1824,note_on,0,0,2,,,,,,,,,1,,,67,45
1824,note_on,0,0,2,,,,,,,,,1,,,72,45
1824,note_on,64,0,1,,,,,,,,,0,,,84,45
1846,note_on,22,0,1,,,,,,,,,0,,,84,0
1848,note_on,2,0,1,,,,,,,,,0,,,86,45
1856,note_on,32,0,2,,,,,,,,,1,,,64,0
1856,note_on,0,0,2,,,,,,,,,1,,,67,0
1856,note_on,0,0,2,,,,,,,,,1,,,72,0
1870,note_on,22,0,1,,,,,,,,,0,,,86,0
1872,note_on,2,0,1,,,,,,,,,0,,,88,45
1894,note_on,22,0,1,,,,,,,,,0,,,88,0
1896,note_on,2,0,1,,,,,,,,,0,,,86,45
1918,note_on,22,0,1,,,,,,,,,0,,,86,0
1920,note_on,2,0,1,,,,,,,,,0,,,86,45
1920,note_on,64,0,2,,,,,,,,,1,,,55,45
1952,note_on,32,0,1,,,,,,,,,0,,,86,0
1952,note_on,32,0,2,,,,,,,,,1,,,55,0
2016,note_on,0,0,2,,,,,,,,,1,,,71,45
2016,note_on,0,0,2,,,,,,,,,1,,,67,45
2016,note_on,64,0,1,,,,,,,,,0,,,86,45
2016,note_on,64,0,2,,,,,,,,,1,,,65,45
2038,note_on,22,0,1,,,,,,,,,0,,,86,0
2040,note_on,2,0,1,,,,,,,,,0,,,88,45
2048,note_on,32,0,2,,,,,,,,,1,,,65,0
2048,note_on,0,0,2,,,,,,,,,1,,,71,0
2048,note_on,0,0,2,,,,,,,,,1,,,67,0
2062,note_on,22,0,1,,,,,,,,,0,,,88,0
2064,note_on,2,0,1,,,,,,,,,0,,,89,45
2086,note_on,22,0,1,,,,,,,,,0,,,89,0
2088,note_on,2,0,1,,,,,,,,,0,,,88,45
2110,note_on,22,0,1,,,,,,,,,0,,,88,0
2112,note_on,2,0,1,,,,,,,,,0,,,88,45
2112,note_on,64,0,2,,,,,,,,,1,,,48,45
2144,note_on,32,0,2,,,,,,,,,1,,,48,0
2206,note_on,94,0,1,,,,,,,,,0,,,88,0
2208,note_on,64,0,2,,,,,,,,,1,,,64,45
2208,note_on,0,0,2,,,,,,,,,1,,,67,45
2208,note_on,0,0,2,,,,,,,,,1,,,72,45
2208,note_on,2,0,1,,,,,,,,,0,,,84,45
2240,note_on,32,0,1,,,,,,,,,0,,,84,0
2240,note_on,0,0,2,,,,,,,,,1,,,72,0
2240,note_on,0,0,2,,,,,,,,,1,,,67,0
2240,note_on,32,0,2,,,,,,,,,1,,,64,0
2304,note_on,64,0,2,,,,,,,,,1,,,36,45
2334,note_on,30,0,2,,,,,,,,,1,,,36,0
2336,note_on,2,0,2,,,,,,,,,1,,,40,45
2366,note_on,30,0,2,,,,,,,,,1,,,40,0
2368,note_on,2,0,2,,,,,,,,,1,,,43,45
2398,note_on,30,0,2,,,,,,,,,1,,,43,0
2400,note_on,2,0,2,,,,,,,,,1,,,48,45
2430,note_on,30,0,2,,,,,,,,,1,,,48,0
2432,note_on,2,0,2,,,,,,,,,1,,,52,45
2462,note_on,30,0,2,,,,,,,,,1,,,52,0
2464,note_on,2,0,2,,,,,,,,,1,,,55,45
2494,note_on,30,0,2,,,,,,,,,1,,,55,0
2496,note_on,256,0,1,,,,,,,,,0,,,60,45
2526,note_on,30,0,1,,,,,,,,,0,,,60,0
2528,note_on,2,0,1,,,,,,,,,0,,,64,45
2558,note_on,30,0,1,,,,,,,,,0,,,64,0
2560,note_on,2,0,1,,,,,,,,,0,,,67,45
2590,note_on,30,0,1,,,,,,,,,0,,,67,0
2592,note_on,2,0,1,,,,,,,,,0,,,72,45
2622,note_on,30,0,1,,,,,,,,,0,,,72,0
2624,note_on,2,0,1,,,,,,,,,0,,,76,45
2654,note_on,30,0,1,,,,,,,,,0,,,76,0
2656,note_on,2,0,1,,,,,,,,,0,,,79,45
2686,note_on,30,0,1,,,,,,,,,0,,,79,0
2688,note_on,2,0,1,,,,,,,,,0,,,84,45
2720,note_on,32,0,1,,,,,,,,,0,,,84,0
2784,note_on,290,0,2,,,,,,,,,1,,,48,45
2816,note_on,32,0,2,,,,,,,,,1,,,48,0
2880,note_on,160,0,1,,,,,,,,,0,,,81,92
2912,note_on,32,0,1,,,,,,,,,0,,,81,0
2976,note_on,160,0,2,,,,,,,,,1,,,41,92
3008,note_on,32,0,2,,,,,,,,,1,,,41,0
3072,note_on,64,0,2,,,,,,,,,1,,,81,127
3168,note_on,256,0,1,,,,,,,,,0,,,89,127
3232,note_on,160,0,2,,,,,,,,,1,,,81,0
3262,note_on,94,0,1,,,,,,,,,0,,,89,0
3264,note_on,32,0,2,,,,,,,,,1,,,81,92
3264,note_on,2,0,1,,,,,,,,,0,,,89,92
3294,note_on,30,0,1,,,,,,,,,0,,,89,0
3294,note_on,30,0,2,,,,,,,,,1,,,81,0
3296,note_on,2,0,1,,,,,,,,,0,,,88,92
3296,note_on,2,0,2,,,,,,,,,1,,,79,92
3326,note_on,30,0,2,,,,,,,,,1,,,79,0
3326,note_on,30,0,1,,,,,,,,,0,,,88,0
3328,note_on,2,0,1,,,,,,,,,0,,,86,92
3328,note_on,2,0,2,,,,,,,,,1,,,77,92
3358,note_on,30,0,1,,,,,,,,,0,,,86,0
3358,note_on,30,0,2,,,,,,,,,1,,,77,0
3360,note_on,2,0,1,,,,,,,,,0,,,88,92
3360,note_on,2,0,2,,,,,,,,,1,,,79,92
3390,note_on,30,0,1,,,,,,,,,0,,,88,0
3390,note_on,30,0,2,,,,,,,,,1,,,79,0
3392,note_on,2,0,2,,,,,,,,,1,,,77,92
3392,note_on,2,0,1,,,,,,,,,0,,,86,92
3422,note_on,30,0,2,,,,,,,,,1,,,77,0
3422,note_on,30,0,1,,,,,,,,,0,,,86,0
3424,note_on,2,0,1,,,,,,,,,0,,,84,92
3424,note_on,2,0,2,,,,,,,,,1,,,76,92
3454,note_on,30,0,1,,,,,,,,,0,,,84,0
3454,note_on,30,0,2,,,,,,,,,1,,,76,0
3456,note_on,0,0,2,,,,,,,,,1,,,77,92
3456,note_on,2,0,2,,,,,,,,,1,,,67,92
3456,note_on,2,0,1,,,,,,,,,0,,,86,92
3486,note_on,30,0,1,,,,,,,,,0,,,86,0
3486,note_on,30,0,2,,,,,,,,,1,,,77,0
3488,note_on,2,0,1,,,,,,,,,0,,,84,92
3488,note_on,2,0,2,,,,,,,,,1,,,76,92
3518,note_on,30,0,2,,,,,,,,,1,,,76,0
3518,note_on,30,0,1,,,,,,,,,0,,,84,0
3520,note_on,2,0,1,,,,,,,,,0,,,83,92
3520,note_on,2,0,2,,,,,,,,,1,,,74,92
3550,note_on,30,0,2,,,,,,,,,1,,,74,0
3550,note_on,30,0,1,,,,,,,,,0,,,83,0
3552,note_on,2,0,2,,,,,,,,,1,,,76,92
3552,note_on,2,0,1,,,,,,,,,0,,,84,92
3582,note_on,30,0,2,,,,,,,,,1,,,76,0
3582,note_on,30,0,1,,,,,,,,,0,,,84,0
3584,note_on,2,0,2,,,,,,,,,1,,,74,92
3584,note_on,2,0,1,,,,,,,,,0,,,83,92
3614,note_on,30,0,2,,,,,,,,,1,,,74,0
3614,note_on,30,0,1,,,,,,,,,0,,,83,0
3616,note_on,2,0,1,,,,,,,,,0,,,81,92
3616,note_on,2,0,2,,,,,,,,,1,,,72,92
3646,note_on,30,0,2,,,,,,,,,1,,,72,0
3646,note_on,30,0,1,,,,,,,,,0,,,81,0
3648,note_on,2,0,1,,,,,,,,,0,,,83,92
3648,note_on,2,0,2,,,,,,,,,1,,,74,92
3678,note_on,30,0,2,,,,,,,,,1,,,74,0
3678,note_on,30,0,1,,,,,,,,,0,,,83,0
3680,note_on,2,0,1,,,,,,,,,0,,,81,92
3680,note_on,2,0,2,,,,,,,,,1,,,72,92
3710,note_on,30,0,2,,,,,,,,,1,,,72,0
3710,note_on,30,0,1,,,,,,,,,0,,,81,0
3712,note_on,2,0,1,,,,,,,,,0,,,79,92
3712,note_on,2,0,2,,,,,,,,,1,,,71,92
3742,note_on,30,0,1,,,,,,,,,0,,,79,0
3742,note_on,30,0,2,,,,,,,,,1,,,71,0
3744,note_on,2,0,1,,,,,,,,,0,,,81,92
3744,note_on,2,0,2,,,,,,,,,1,,,72,92
3774,note_on,30,0,1,,,,,,,,,0,,,81,0
3774,note_on,30,0,2,,,,,,,,,1,,,72,0
3776,note_on,2,0,1,,,,,,,,,0,,,79,92
3776,note_on,2,0,2,,,,,,,,,1,,,71,92
3792,note_on,16,0,2,,,,,,,,,1,,,67,0
3806,note_on,30,0,1,,,,,,,,,0,,,79,0
3806,note_on,14,0,2,,,,,,,,,1,,,71,0
3808,note_on,2,0,2,,,,,,,,,1,,,69,92
3808,note_on,2,0,1,,,,,,,,,0,,,78,92
3838,note_on,30,0,2,,,,,,,,,1,,,69,0
3838,note_on,30,0,1,,,,,,,,,0,,,78,0
3840,note_on,2,0,1,,,,,,,,,0,,,79,92
3840,note_on,0,0,2,,,,,,,,,1,,,71,92
3840,note_on,2,0,2,,,,,,,,,1,,,67,92
3870,note_on,30,0,1,,,,,,,,,0,,,79,0
3870,note_on,30,0,2,,,,,,,,,1,,,67,0
3872,note_on,2,0,2,,,,,,,,,1,,,69,85
3872,note_on,2,0,1,,,,,,,,,0,,,83,85
3902,note_on,30,0,1,,,,,,,,,0,,,83,0
3902,note_on,30,0,2,,,,,,,,,1,,,69,0
3904,note_on,2,0,1,,,,,,,,,0,,,81,77
3904,note_on,2,0,2,,,,,,,,,1,,,67,77
3934,note_on,30,0,1,,,,,,,,,0,,,81,0
3934,note_on,0,0,2,,,,,,,,,1,,,67,0
3934,note_on,30,0,2,,,,,,,,,1,,,71,0
3936,note_on,2,0,2,,,,,,,,,1,,,65,69
3936,note_on,2,0,1,,,,,,,,,0,,,79,69
3966,note_on,30,0,1,,,,,,,,,0,,,79,0
3966,note_on,30,0,2,,,,,,,,,1,,,65,0
3968,note_on,2,0,1,,,,,,,,,0,,,81,61
3968,note_on,2,0,2,,,,,,,,,1,,,64,61
3998,note_on,30,0,2,,,,,,,,,1,,,64,0
3998,note_on,30,0,1,,,,,,,,,0,,,81,0
4000,note_on,2,0,2,,,,,,,,,1,,,62,53
4000,note_on,2,0,1,,,,,,,,,0,,,83,53
4030,note_on,30,0,1,,,,,,,,,0,,,83,0
4030,note_on,30,0,2,,,,,,,,,1,,,62,0
4032,note_on,2,0,2,,,,,,,,,1,,,60,45
4032,note_on,2,0,1,,,,,,,,,0,,,84,45
4064,note_on,32,0,1,,,,,,,,,0,,,84,0
4064,note_on,32,0,2,,,,,,,,,1,,,60,0
4128,note_on,64,0,1,,,,,,,,,0,,,84,45
4128,note_on,64,0,2,,,,,,,,,1,,,64,45
4128,note_on,0,0,2,,,,,,,,,1,,,67,45
4128,note_on,0,0,2,,,,,,,,,1,,,72,45
4150,note_on,22,0,1,,,,,,,,,0,,,84,0
4152,note_on,2,0,1,,,,,,,,,0,,,86,45
4160,note_on,0,0,2,,,,,,,,,1,,,72,0
4160,note_on,0,0,2,,,,,,,,,1,,,67,0
4160,note_on,32,0,2,,,,,,,,,1,,,64,0
4174,note_on,22,0,1,,,,,,,,,0,,,86,0
4176,note_on,2,0,1,,,,,,,,,0,,,88,45
4198,note_on,22,0,1,,,,,,,,,0,,,88,0
4200,note_on,2,0,1,,,,,,,,,0,,,86,45
4222,note_on,22,0,1,,,,,,,,,0,,,86,0
4224,note_on,64,0,2,,,,,,,,,1,,,55,45
4224,note_on,2,0,1,,,,,,,,,0,,,86,45
4256,note_on,32,0,1,,,,,,,,,0,,,86,0
4256,note_on,32,0,2,,,,,,,,,1,,,55,0
4320,note_on,64,0,1,,,,,,,,,0,,,86,45
4320,note_on,0,0,2,,,,,,,,,1,,,71,45
4320,note_on,0,0,2,,,,,,,,,1,,,67,45
4320,note_on,64,0,2,,,,,,,,,1,,,65,45
4342,note_on,22,0,1,,,,,,,,,0,,,86,0
4344,note_on,2,0,1,,,,,,,,,0,,,88,45
4352,note_on,0,0,2,,,,,,,,,1,,,71,0
4352,note_on,0,0,2,,,,,,,,,1,,,67,0
4352,note_on,32,0,2,,,,,,,,,1,,,65,0
4366,note_on,22,0,1,,,,,,,,,0,,,88,0
4368,note_on,2,0,1,,,,,,,,,0,,,89,45
4390,note_on,22,0,1,,,,,,,,,0,,,89,0
4392,note_on,2,0,1,,,,,,,,,0,,,88,45
4414,note_on,22,0,1,,,,,,,,,0,,,88,0
4416,note_on,2,0,1,,,,,,,,,0,,,84,45
4416,note_on,64,0,2,,,,,,,,,1,,,48,45
4448,note_on,32,0,2,,,,,,,,,1,,,48,0
4510,note_on,94,0,1,,,,,,,,,0,,,84,0
4512,note_on,64,0,2,,,,,,,,,1,,,64,45
4512,note_on,0,0,2,,,,,,,,,1,,,67,45
4512,note_on,0,0,2,,,,,,,,,1,,,72,45
4544,note_on,32,0,2,,,,,,,,,1,,,64,0
4544,note_on,0,0,2,,,,,,,,,1,,,72,0
4544,note_on,0,0,2,,,,,,,,,1,,,67,0
4608,set_tempo,4608,1,0,500000,,,,,,,,,,,,
4608,control_change,64,0,2,,,,,,,,,1,91,84,,
4608,control_change,0,0,2,,,,,,,,,1,93,84,,
4608,control_change,98,0,1,,,,,,,,,0,91,84,,
4608,control_change,0,0,1,,,,,,,,,0,93,84,,
4608,note_on,0,0,2,,,,,,,,,1,,,36,45
4608,set_tempo,0,1,0,500000,,,,,,,,,,,,
4638,note_on,30,0,2,,,,,,,,,1,,,36,0
4640,note_on,2,0,2,,,,,,,,,1,,,40,45
4670,note_on,30,0,2,,,,,,,,,1,,,40,0
4672,note_on,2,0,2,,,,,,,,,1,,,43,45
4702,note_on,30,0,2,,,,,,,,,1,,,43,0
4704,note_on,2,0,2,,,,,,,,,1,,,48,45
4734,note_on,30,0,2,,,,,,,,,1,,,48,0
4736,note_on,2,0,2,,,,,,,,,1,,,52,45
4766,note_on,30,0,2,,,,,,,,,1,,,52,0
4768,note_on,2,0,2,,,,,,,,,1,,,55,45
4798,note_on,30,0,2,,,,,,,,,1,,,55,0
4800,note_on,192,0,1,,,,,,,,,0,,,60,45
4830,note_on,30,0,1,,,,,,,,,0,,,60,0
4832,note_on,2,0,1,,,,,,,,,0,,,64,45
4862,note_on,30,0,1,,,,,,,,,0,,,64,0
4864,note_on,2,0,1,,,,,,,,,0,,,67,45
4894,note_on,30,0,1,,,,,,,,,0,,,67,0
4896,note_on,2,0,1,,,,,,,,,0,,,72,45
4926,note_on,30,0,1,,,,,,,,,0,,,72,0
4928,note_on,2,0,1,,,,,,,,,0,,,76,50
4958,note_on,30,0,1,,,,,,,,,0,,,76,0
4960,note_on,2,0,1,,,,,,,,,0,,,79,55
4990,note_on,30,0,1,,,,,,,,,0,,,79,0
4992,note_on,2,0,1,,,,,,,,,0,,,84,60
5024,note_on,32,0,1,,,,,,,,,0,,,84,0
5088,note_on,290,0,2,,,,,,,,,1,,,48,60
5120,note_on,32,0,2,,,,,,,,,1,,,48,0
5184,note_on,160,0,1,,,,,,,,,0,,,81,92
5216,note_on,32,0,1,,,,,,,,,0,,,81,0
5280,note_on,160,0,2,,,,,,,,,1,,,41,75
5312,note_on,32,0,2,,,,,,,,,1,,,41,0
5376,note_on,64,0,2,,,,,,,,,1,,,81,105
5472,note_on,256,0,1,,,,,,,,,0,,,89,127
5536,note_on,160,0,2,,,,,,,,,1,,,81,0
5566,note_on,94,0,1,,,,,,,,,0,,,89,0
5568,note_on,2,0,1,,,,,,,,,0,,,89,92
5568,note_on,32,0,2,,,,,,,,,1,,,81,75
5598,note_on,30,0,1,,,,,,,,,0,,,89,0
5598,note_on,30,0,2,,,,,,,,,1,,,81,0
5600,note_on,2,0,1,,,,,,,,,0,,,88,92
5600,note_on,2,0,2,,,,,,,,,1,,,79,75
5630,note_on,30,0,2,,,,,,,,,1,,,79,0
5630,note_on,30,0,1,,,,,,,,,0,,,88,0
5632,note_on,2,0,1,,,,,,,,,0,,,86,92
5632,note_on,2,0,2,,,,,,,,,1,,,77,75
5662,note_on,30,0,2,,,,,,,,,1,,,77,0
5662,note_on,30,0,1,,,,,,,,,0,,,86,0
5664,note_on,2,0,2,,,,,,,,,1,,,79,75
5664,note_on,2,0,1,,,,,,,,,0,,,88,92
5694,note_on,30,0,2,,,,,,,,,1,,,79,0
5694,note_on,30,0,1,,,,,,,,,0,,,88,0
5696,note_on,2,0,2,,,,,,,,,1,,,77,75
5696,note_on,2,0,1,,,,,,,,,0,,,86,92
5726,note_on,30,0,1,,,,,,,,,0,,,86,0
5726,note_on,30,0,2,,,,,,,,,1,,,77,0
5728,note_on,2,0,1,,,,,,,,,0,,,84,92
5728,note_on,2,0,2,,,,,,,,,1,,,76,75
5758,note_on,30,0,1,,,,,,,,,0,,,84,0
5758,note_on,30,0,2,,,,,,,,,1,,,76,0
5760,note_on,2,0,2,,,,,,,,,1,,,67,75
5760,note_on,2,0,1,,,,,,,,,0,,,86,92
5760,note_on,0,0,2,,,,,,,,,1,,,77,75
5790,note_on,30,0,2,,,,,,,,,1,,,77,0
5790,note_on,30,0,1,,,,,,,,,0,,,86,0
5792,note_on,2,0,1,,,,,,,,,0,,,84,92
5792,note_on,2,0,2,,,,,,,,,1,,,76,75
5822,note_on,30,0,1,,,,,,,,,0,,,84,0
5822,note_on,30,0,2,,,,,,,,,1,,,76,0
5824,note_on,2,0,2,,,,,,,,,1,,,74,75
5824,note_on,2,0,1,,,,,,,,,0,,,83,92
5854,note_on,30,0,1,,,,,,,,,0,,,83,0
5854,note_on,30,0,2,,,,,,,,,1,,,74,0
5856,note_on,2,0,2,,,,,,,,,1,,,76,75
5856,note_on,2,0,1,,,,,,,,,0,,,84,92
5886,note_on,30,0,1,,,,,,,,,0,,,84,0
5886,note_on,30,0,2,,,,,,,,,1,,,76,0
5888,note_on,2,0,1,,,,,,,,,0,,,83,92
5888,note_on,2,0,2,,,,,,,,,1,,,74,75
5918,note_on,30,0,2,,,,,,,,,1,,,74,0
5918,note_on,30,0,1,,,,,,,,,0,,,83,0
