tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity,pitch
0,track_name,0,1,14,,,,,,,,,,,,,,
0,midi_port,0,1,14,,,,,,,0,,,,,,,
0,note_on,0,0,13,,,,,,,,,11,,,54,112,
0,control_change,0,0,13,,,,,,,,,11,93,96,,,
0,control_change,0,0,13,,,,,,,,,11,91,42,,,
0,control_change,0,0,13,,,,,,,,,11,64,0,,,
0,control_change,0,0,13,,,,,,,,,11,11,100,,,
0,midi_port,0,1,15,,,,,,,0,,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,,,
0,program_change,0,0,15,,,,,,,,48,13,,,,,
0,program_change,0,0,15,,,,,,,,45,13,,,,,
0,midi_port,0,1,19,,,,,,,0,,,,,,,
0,end_of_track,0,1,18,,,,,,,,,,,,,,
0,track_name,0,1,18,,,,,,,,,,,,,,
0,midi_port,0,1,18,,,,,,,0,,,,,,,
0,end_of_track,0,1,17,,,,,,,,,,,,,,
0,track_name,0,1,17,,,,,,,,,,,,,,
0,midi_port,0,1,17,,,,,,,0,,,,,,,
0,end_of_track,0,1,16,,,,,,,,,,,,,,
0,control_change,0,0,13,,,,,,,,,11,10,73,,,
0,track_name,0,1,16,,,,,,,,,,,,,,
0,note_on,0,0,15,,,,,,,,,13,,,35,127,
0,control_change,0,0,15,,,,,,,,,13,93,64,,,
0,control_change,0,0,15,,,,,,,,,13,91,93,,,
0,control_change,0,0,15,,,,,,,,,13,64,0,,,
0,control_change,0,0,15,,,,,,,,,13,11,70,,,
0,control_change,0,0,15,,,,,,,,,13,10,123,,,
0,control_change,0,0,15,,,,,,,,,13,7,57,,,
0,pitchwheel,0,0,15,,,,,,,,,13,,,,,300
0,midi_port,0,1,16,,,,,,,0,,,,,,,
0,control_change,0,0,13,,,,,,,,,11,7,57,,,
0,pitchwheel,0,0,13,,,,,,,,,11,,,,,100
0,program_change,0,0,13,,,,,,,,48,11,,,,,
0,pitchwheel,0,0,11,,,,,,,,,8,,,,,300
0,program_change,0,0,11,,,,,,,,50,8,,,,,
0,program_change,0,0,11,,,,,,,,48,8,,,,,
0,track_name,0,1,11,,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,,
0,track_name,0,1,19,,,,,,,,,,,,,,
0,control_change,0,0,10,,,,,,,,,7,93,1,,,
0,control_change,0,0,10,,,,,,,,,7,91,110,,,
0,control_change,0,0,11,,,,,,,,,8,7,37,,,
0,control_change,0,0,10,,,,,,,,,7,64,0,,,
0,control_change,0,0,10,,,,,,,,,7,10,60,,,
0,control_change,0,0,10,,,,,,,,,7,7,60,,,
0,program_change,0,0,10,,,,,,,,0,7,,,,,
0,program_change,0,0,10,,,,,,,,0,7,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,,
0,control_change,0,0,9,,,,,,,,,6,93,16,,,
0,control_change,0,0,9,,,,,,,,,6,91,119,,,
0,control_change,0,0,10,,,,,,,,,7,11,127,,,
0,track_name,0,1,1,,,,,,,,,,,,,,
0,control_change,0,0,11,,,,,,,,,8,10,26,,,
0,control_change,0,0,11,,,,,,,,,8,64,0,,,
0,program_change,0,0,13,,,,,,,,48,11,,,,,
0,track_name,0,1,13,,,,,,,,,,,,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,,
0,note_on,0,0,12,,,,,,,,,10,,,59,107,
0,control_change,0,0,12,,,,,,,,,10,93,120,,,
0,control_change,0,0,12,,,,,,,,,10,91,64,,,
0,control_change,0,0,12,,,,,,,,,10,11,100,,,
0,control_change,0,0,12,,,,,,,,,10,64,0,,,
0,control_change,0,0,11,,,,,,,,,8,11,127,,,
0,control_change,0,0,12,,,,,,,,,10,10,41,,,
0,pitchwheel,0,0,12,,,,,,,,,10,,,,,-300
0,program_change,0,0,12,,,,,,,,48,10,,,,,
0,program_change,0,0,12,,,,,,,,48,10,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,,
0,note_on,0,0,11,,,,,,,,,8,,,63,112,
0,control_change,0,0,11,,,,,,,,,8,93,120,,,
0,control_change,0,0,11,,,,,,,,,8,91,64,,,
0,control_change,0,0,12,,,,,,,,,10,7,37,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,,
0,end_of_track,0,1,19,,,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,1411765,,,,,,,,
0,key_signature,0,1,0,,,,,B,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,,
1,control_change,1,0,12,,,,,,,,,10,7,38,,,
1,control_change,1,0,11,,,,,,,,,8,7,38,,,
3,control_change,2,0,11,,,,,,,,,8,7,39,,,
3,control_change,2,0,12,,,,,,,,,10,7,39,,,
4,control_change,1,0,11,,,,,,,,,8,7,40,,,
4,control_change,1,0,12,,,,,,,,,10,7,40,,,
6,control_change,2,0,11,,,,,,,,,8,7,41,,,
6,control_change,2,0,12,,,,,,,,,10,7,41,,,
7,control_change,1,0,12,,,,,,,,,10,7,42,,,
7,control_change,1,0,11,,,,,,,,,8,7,42,,,
9,control_change,2,0,12,,,,,,,,,10,7,43,,,
9,control_change,2,0,11,,,,,,,,,8,7,43,,,
10,control_change,1,0,12,,,,,,,,,10,7,44,,,
10,control_change,1,0,11,,,,,,,,,8,7,44,,,
12,control_change,2,0,11,,,,,,,,,8,7,45,,,
12,control_change,2,0,12,,,,,,,,,10,7,45,,,
13,control_change,1,0,11,,,,,,,,,8,7,46,,,
13,control_change,1,0,12,,,,,,,,,10,7,46,,,
15,control_change,2,0,12,,,,,,,,,10,7,47,,,
15,control_change,2,0,11,,,,,,,,,8,7,47,,,
16,control_change,1,0,11,,,,,,,,,8,7,48,,,
16,control_change,1,0,12,,,,,,,,,10,7,48,,,
18,control_change,2,0,12,,,,,,,,,10,7,49,,,
18,control_change,2,0,11,,,,,,,,,8,7,49,,,
19,control_change,1,0,12,,,,,,,,,10,7,50,,,
19,control_change,1,0,11,,,,,,,,,8,7,50,,,
21,control_change,2,0,12,,,,,,,,,10,7,51,,,
21,control_change,2,0,11,,,,,,,,,8,7,51,,,
22,control_change,1,0,12,,,,,,,,,10,7,52,,,
22,control_change,1,0,11,,,,,,,,,8,7,52,,,
24,control_change,2,0,11,,,,,,,,,8,7,53,,,
24,control_change,2,0,12,,,,,,,,,10,7,53,,,
25,control_change,1,0,12,,,,,,,,,10,7,54,,,
25,control_change,1,0,11,,,,,,,,,8,7,54,,,
27,control_change,2,0,12,,,,,,,,,10,7,55,,,
27,control_change,2,0,11,,,,,,,,,8,7,55,,,
28,control_change,1,0,12,,,,,,,,,10,7,56,,,
28,control_change,1,0,11,,,,,,,,,8,7,56,,,
30,control_change,2,0,12,,,,,,,,,10,7,57,,,
30,control_change,2,0,11,,,,,,,,,8,7,57,,,
120,note_on,120,0,14,,,,,,,,,12,,,47,0,
120,note_on,120,0,15,,,,,,,,,13,,,35,0,
240,note_on,0,0,13,,,,,,,,,11,,,54,112,
240,note_on,120,0,14,,,,,,,,,12,,,54,112,
240,note_on,0,0,12,,,,,,,,,10,,,58,107,
240,note_on,240,0,13,,,,,,,,,11,,,54,0,
240,note_on,120,0,15,,,,,,,,,13,,,42,127,
240,note_on,210,0,12,,,,,,,,,10,,,59,0,
240,note_on,210,0,11,,,,,,,,,8,,,63,0,
240,note_on,0,0,11,,,,,,,,,8,,,61,112,
360,note_on,120,0,11,,,,,,,,,8,,,61,0,
360,note_on,0,0,11,,,,,,,,,8,,,63,112,
360,note_on,120,0,13,,,,,,,,,11,,,54,0,
360,note_on,120,0,12,,,,,,,,,10,,,58,0,
360,note_on,0,0,12,,,,,,,,,10,,,59,107,
360,note_on,0,0,15,,,,,,,,,13,,,35,127,
360,note_on,120,0,15,,,,,,,,,13,,,42,0,
360,note_on,0,0,13,,,,,,,,,11,,,54,112,
360,note_on,120,0,14,,,,,,,,,12,,,54,0,
360,note_on,0,0,14,,,,,,,,,12,,,47,112,
480,note_on,0,0,13,,,,,,,,,11,,,56,112,
480,note_on,120,0,13,,,,,,,,,11,,,54,0,
480,note_on,120,0,14,,,,,,,,,12,,,47,0,
480,note_on,120,0,11,,,,,,,,,8,,,63,0,
480,note_on,120,0,15,,,,,,,,,13,,,35,0,
480,note_on,0,0,15,,,,,,,,,13,,,40,127,
480,note_on,0,0,14,,,,,,,,,12,,,52,112,
480,note_on,0,0,11,,,,,,,,,8,,,59,112,
480,note_on,0,0,12,,,,,,,,,10,,,56,107,
480,note_on,120,0,12,,,,,,,,,10,,,59,0,
600,note_on,0,0,11,,,,,,,,,8,,,64,112,
600,note_on,120,0,12,,,,,,,,,10,,,56,0,
600,note_on,0,0,12,,,,,,,,,10,,,61,107,
600,note_on,120,0,14,,,,,,,,,12,,,52,0,
600,note_on,0,0,15,,,,,,,,,13,,,37,127,
600,note_on,0,0,13,,,,,,,,,11,,,56,112,
600,note_on,120,0,13,,,,,,,,,11,,,56,0,
600,note_on,120,0,15,,,,,,,,,13,,,40,0,
600,note_on,120,0,11,,,,,,,,,8,,,59,0,
600,note_on,0,0,14,,,,,,,,,12,,,49,112,
720,note_on,0,0,15,,,,,,,,,13,,,42,127,
720,note_on,0,0,14,,,,,,,,,12,,,54,112,
720,note_on,120,0,13,,,,,,,,,11,,,56,0,
720,note_on,0,0,13,,,,,,,,,11,,,54,112,
720,note_on,120,0,14,,,,,,,,,12,,,49,0,
720,note_on,120,0,15,,,,,,,,,13,,,37,0,
720,note_on,0,0,11,,,,,,,,,8,,,61,112,
720,note_on,120,0,11,,,,,,,,,8,,,64,0,
720,note_on,0,0,12,,,,,,,,,10,,,58,107,
720,note_on,120,0,12,,,,,,,,,10,,,61,0,
900,note_on,0,0,15,,,,,,,,,13,,,40,127,
900,note_on,180,0,14,,,,,,,,,12,,,54,0,
900,note_on,0,0,14,,,,,,,,,12,,,52,112,
900,note_on,180,0,15,,,,,,,,,13,,,42,0,
960,note_on,0,0,15,,,,,,,,,13,,,39,127,
960,note_on,60,0,15,,,,,,,,,13,,,40,0,
960,note_on,240,0,12,,,,,,,,,10,,,58,0,
960,note_on,0,0,11,,,,,,,,,8,,,66,112,
960,note_on,0,0,12,,,,,,,,,10,,,59,107,
960,note_on,0,0,13,,,,,,,,,11,,,54,112,
960,note_on,240,0,13,,,,,,,,,11,,,54,0,
960,note_on,60,0,14,,,,,,,,,12,,,52,0,
960,note_on,240,0,11,,,,,,,,,8,,,61,0,
960,note_on,0,0,14,,,,,,,,,12,,,51,112,
1080,note_on,0,0,14,,,,,,,,,12,,,50,112,
1080,note_on,120,0,14,,,,,,,,,12,,,51,0,
1080,note_on,0,0,12,,,,,,,,,10,,,59,107,
1080,note_on,0,0,15,,,,,,,,,13,,,38,127,
1080,note_on,120,0,15,,,,,,,,,13,,,39,0,
1080,note_on,120,0,11,,,,,,,,,8,,,66,0,
1080,note_on,0,0,11,,,,,,,,,8,,,66,112,
1080,note_on,120,0,12,,,,,,,,,10,,,59,0,
1080,note_on,0,0,13,,,,,,,,,11,,,66,112,
1080,note_on,120,0,13,,,,,,,,,11,,,54,0,
1200,note_on,0,0,15,,,,,,,,,13,,,37,127,
1200,note_on,120,0,11,,,,,,,,,8,,,66,0,
1200,note_on,120,0,12,,,,,,,,,10,,,59,0,
1200,note_on,0,0,12,,,,,,,,,10,,,59,107,
1200,note_on,120,0,13,,,,,,,,,11,,,66,0,
1200,note_on,0,0,13,,,,,,,,,11,,,65,112,
1200,note_on,120,0,14,,,,,,,,,12,,,50,0,
1200,note_on,0,0,14,,,,,,,,,12,,,49,112,
1200,note_on,120,0,15,,,,,,,,,13,,,38,0,
1200,note_on,0,0,11,,,,,,,,,8,,,68,112,
1320,note_on,120,0,12,,,,,,,,,10,,,59,0,
1320,note_on,120,0,13,,,,,,,,,11,,,65,0,
1320,note_on,0,0,13,,,,,,,,,11,,,64,112,
1320,note_on,0,0,15,,,,,,,,,13,,,30,127,
1320,note_on,120,0,15,,,,,,,,,13,,,37,0,
1320,note_on,120,0,14,,,,,,,,,12,,,49,0,
1320,note_on,0,0,14,,,,,,,,,12,,,42,112,
1320,note_on,0,0,12,,,,,,,,,10,,,61,107,
1320,note_on,0,0,11,,,,,,,,,8,,,70,112,
1320,note_on,120,0,11,,,,,,,,,8,,,68,0,
1440,note_on,120,0,14,,,,,,,,,12,,,42,0,
1440,note_on,0,0,14,,,,,,,,,12,,,47,112,
1440,note_on,0,0,13,,,,,,,,,11,,,63,112,
1440,note_on,120,0,13,,,,,,,,,11,,,64,0,
1440,note_on,120,0,12,,,,,,,,,10,,,61,0,
1440,note_on,0,0,12,,,,,,,,,10,,,59,107,
1440,note_on,120,0,15,,,,,,,,,13,,,30,0,
1440,note_on,120,0,11,,,,,,,,,8,,,70,0,
1440,note_on,0,0,11,,,,,,,,,8,,,71,112,
1440,note_on,0,0,15,,,,,,,,,13,,,35,127,
1560,note_on,0,0,15,,,,,,,,,13,,,39,127,
1560,note_on,120,0,13,,,,,,,,,11,,,63,0,
1560,note_on,0,0,11,,,,,,,,,8,,,63,112,
1560,note_on,120,0,11,,,,,,,,,8,,,71,0,
1560,note_on,120,0,15,,,,,,,,,13,,,35,0,
1560,note_on,0,0,13,,,,,,,,,11,,,54,112,
1560,note_on,120,0,12,,,,,,,,,10,,,59,0,
1560,note_on,0,0,12,,,,,,,,,10,,,59,107,
1560,note_on,120,0,14,,,,,,,,,12,,,47,0,
1560,note_on,0,0,14,,,,,,,,,12,,,51,112,
1680,note_on,120,0,11,,,,,,,,,8,,,63,0,
1680,note_on,120,0,15,,,,,,,,,13,,,39,0,
1680,note_on,0,0,11,,,,,,,,,8,,,61,112,
1680,note_on,0,0,14,,,,,,,,,12,,,54,112,
1680,note_on,0,0,12,,,,,,,,,10,,,58,107,
1680,note_on,120,0,14,,,,,,,,,12,,,51,0,
1680,note_on,0,0,15,,,,,,,,,13,,,42,127,
1680,note_on,120,0,13,,,,,,,,,11,,,54,0,
1680,note_on,0,0,13,,,,,,,,,11,,,54,112,
1680,note_on,120,0,12,,,,,,,,,10,,,59,0,
1800,note_on,120,0,15,,,,,,,,,13,,,42,0,
1800,note_on,120,0,14,,,,,,,,,12,,,54,0,
1920,note_on,240,0,12,,,,,,,,,10,,,58,0,
1920,note_on,240,0,13,,,,,,,,,11,,,54,0,
1920,note_on,240,0,11,,,,,,,,,8,,,61,0,
1920,note_on,0,0,11,,,,,,,,,8,,,66,112,
1920,note_on,120,0,14,,,,,,,,,12,,,46,112,
1920,note_on,0,0,13,,,,,,,,,11,,,54,112,
1920,note_on,120,0,15,,,,,,,,,13,,,34,127,
1920,note_on,0,0,12,,,,,,,,,10,,,61,107,
2040,note_on,120,0,14,,,,,,,,,12,,,46,0,
2040,note_on,0,0,14,,,,,,,,,12,,,42,112,
2040,note_on,0,0,12,,,,,,,,,10,,,61,107,
2040,note_on,120,0,13,,,,,,,,,11,,,54,0,
2040,note_on,0,0,15,,,,,,,,,13,,,30,127,
2040,note_on,120,0,11,,,,,,,,,8,,,66,0,
2040,note_on,0,0,13,,,,,,,,,11,,,54,112,
2040,note_on,0,0,11,,,,,,,,,8,,,76,112,
2040,note_on,120,0,12,,,,,,,,,10,,,61,0,
2040,note_on,120,0,15,,,,,,,,,13,,,34,0,
2040,control_change,0,0,11,,,,,,,,,8,7,37,,,
2043,control_change,3,0,11,,,,,,,,,8,7,38,,,
2046,control_change,3,0,11,,,,,,,,,8,7,39,,,
2049,control_change,3,0,11,,,,,,,,,8,7,40,,,
2052,control_change,3,0,11,,,,,,,,,8,7,41,,,
2055,control_change,3,0,11,,,,,,,,,8,7,42,,,
2058,control_change,3,0,11,,,,,,,,,8,7,43,,,
2061,control_change,3,0,11,,,,,,,,,8,7,44,,,
2064,control_change,3,0,11,,,,,,,,,8,7,45,,,
2067,control_change,3,0,11,,,,,,,,,8,7,46,,,
2070,control_change,3,0,11,,,,,,,,,8,7,47,,,
2073,control_change,3,0,11,,,,,,,,,8,7,48,,,
2076,control_change,3,0,11,,,,,,,,,8,7,49,,,
2079,control_change,3,0,11,,,,,,,,,8,7,50,,,
2082,control_change,3,0,11,,,,,,,,,8,7,51,,,
2085,control_change,3,0,11,,,,,,,,,8,7,52,,,
2088,control_change,3,0,11,,,,,,,,,8,7,53,,,
2091,control_change,3,0,11,,,,,,,,,8,7,54,,,
2094,control_change,3,0,11,,,,,,,,,8,7,55,,,
2097,control_change,3,0,11,,,,,,,,,8,7,56,,,
2100,control_change,3,0,11,,,,,,,,,8,7,57,,,
2160,note_on,120,0,14,,,,,,,,,12,,,42,0,
2160,note_on,0,0,13,,,,,,,,,11,,,54,112,
2160,note_on,120,0,13,,,,,,,,,11,,,54,0,
2160,note_on,0,0,11,,,,,,,,,8,,,75,112,
2160,note_on,60,0,11,,,,,,,,,8,,,76,0,
2160,note_on,0,0,14,,,,,,,,,12,,,47,112,
2160,note_on,0,0,15,,,,,,,,,13,,,35,127,
2160,note_on,120,0,15,,,,,,,,,13,,,30,0,
2160,note_on,0,0,12,,,,,,,,,10,,,63,107,
2160,note_on,120,0,12,,,,,,,,,10,,,61,0,
2250,note_on,90,0,11,,,,,,,,,8,,,75,0,
2250,note_on,0,0,11,,,,,,,,,8,,,71,112,
2280,note_on,30,0,11,,,,,,,,,8,,,71,0,
2280,note_on,120,0,14,,,,,,,,,12,,,47,0,
2280,note_on,0,0,11,,,,,,,,,8,,,66,112,
2280,note_on,120,0,15,,,,,,,,,13,,,35,0,
2340,note_on,60,0,15,,,,,,,,,13,,,35,127,
2340,note_on,180,0,13,,,,,,,,,11,,,54,0,
2340,note_on,180,0,12,,,,,,,,,10,,,63,0,
2340,note_on,0,0,12,,,,,,,,,10,,,63,107,
2340,note_on,0,0,13,,,,,,,,,11,,,54,112,
2340,note_on,60,0,14,,,,,,,,,12,,,47,112,
2340,note_on,60,0,11,,,,,,,,,8,,,66,0,
2340,note_on,0,0,11,,,,,,,,,8,,,66,112,
2400,note_on,60,0,13,,,,,,,,,11,,,54,0,
2400,note_on,60,0,11,,,,,,,,,8,,,66,0,
2400,note_on,0,0,11,,,,,,,,,8,,,66,112,
2400,note_on,0,0,12,,,,,,,,,10,,,61,107,
2400,note_on,0,0,15,,,,,,,,,13,,,34,127,
2400,note_on,60,0,14,,,,,,,,,12,,,47,0,
2400,note_on,0,0,14,,,,,,,,,12,,,46,112,
2400,note_on,60,0,12,,,,,,,,,10,,,63,0,
2400,note_on,0,0,13,,,,,,,,,11,,,54,112,
2400,note_on,60,0,15,,,,,,,,,13,,,35,0,
2520,note_on,0,0,11,,,,,,,,,8,,,76,112,
2520,note_on,120,0,15,,,,,,,,,13,,,34,0,
2520,note_on,120,0,13,,,,,,,,,11,,,54,0,
2520,note_on,0,0,14,,,,,,,,,12,,,42,112,
2520,note_on,0,0,15,,,,,,,,,13,,,30,127,
2520,note_on,0,0,12,,,,,,,,,10,,,61,107,
2520,control_change,0,0,11,,,,,,,,,8,7,37,,,
2520,note_on,120,0,12,,,,,,,,,10,,,61,0,
2520,note_on,120,0,11,,,,,,,,,8,,,66,0,
2520,note_on,0,0,13,,,,,,,,,11,,,54,112,
2520,note_on,120,0,14,,,,,,,,,12,,,46,0,
2523,control_change,3,0,11,,,,,,,,,8,7,38,,,
2526,control_change,3,0,11,,,,,,,,,8,7,39,,,
2529,control_change,3,0,11,,,,,,,,,8,7,40,,,
2532,control_change,3,0,11,,,,,,,,,8,7,41,,,
2535,control_change,3,0,11,,,,,,,,,8,7,42,,,
2538,control_change,3,0,11,,,,,,,,,8,7,43,,,
2541,control_change,3,0,11,,,,,,,,,8,7,44,,,
2544,control_change,3,0,11,,,,,,,,,8,7,45,,,
2547,control_change,3,0,11,,,,,,,,,8,7,46,,,
2550,control_change,3,0,11,,,,,,,,,8,7,47,,,
2553,control_change,3,0,11,,,,,,,,,8,7,48,,,
2556,control_change,3,0,11,,,,,,,,,8,7,49,,,
2559,control_change,3,0,11,,,,,,,,,8,7,50,,,
2562,control_change,3,0,11,,,,,,,,,8,7,51,,,
2565,control_change,3,0,11,,,,,,,,,8,7,52,,,
2568,control_change,3,0,11,,,,,,,,,8,7,53,,,
2571,control_change,3,0,11,,,,,,,,,8,7,54,,,
2574,control_change,3,0,11,,,,,,,,,8,7,55,,,
2577,control_change,3,0,11,,,,,,,,,8,7,56,,,
2580,control_change,3,0,11,,,,,,,,,8,7,57,,,
2640,note_on,0,0,14,,,,,,,,,12,,,47,112,
2640,note_on,120,0,14,,,,,,,,,12,,,42,0,
2640,note_on,120,0,15,,,,,,,,,13,,,30,0,
2640,note_on,0,0,15,,,,,,,,,13,,,35,127,
2640,note_on,60,0,11,,,,,,,,,8,,,76,0,
2640,note_on,0,0,12,,,,,,,,,10,,,63,107,
2640,note_on,0,0,13,,,,,,,,,11,,,54,112,
2640,note_on,120,0,13,,,,,,,,,11,,,54,0,
2640,note_on,120,0,12,,,,,,,,,10,,,61,0,
2640,note_on,0,0,11,,,,,,,,,8,,,75,112,
2730,note_on,0,0,11,,,,,,,,,8,,,71,112,
2730,note_on,90,0,11,,,,,,,,,8,,,75,0,
2760,note_on,0,0,11,,,,,,,,,8,,,66,112,
2760,note_on,30,0,11,,,,,,,,,8,,,71,0,
2760,note_on,120,0,14,,,,,,,,,12,,,47,0,
2760,note_on,120,0,15,,,,,,,,,13,,,35,0,
2820,program_change,0,0,14,,,,,,,,48,12,,,,,
2820,control_change,60,0,14,,,,,,,,,12,11,80,,,
2820,program_change,0,0,15,,,,,,,,48,13,,,,,
2820,control_change,60,0,15,,,,,,,,,13,11,80,,,
2820,note_on,0,0,15,,,,,,,,,13,,,35,127,
2820,note_on,180,0,12,,,,,,,,,10,,,63,0,
2820,note_on,0,0,12,,,,,,,,,10,,,63,107,
2820,note_on,0,0,13,,,,,,,,,11,,,51,112,
2820,note_on,0,0,11,,,,,,,,,8,,,66,112,
2820,note_on,60,0,11,,,,,,,,,8,,,66,0,
