tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,control,value,channel,program,note,velocity,data
0,time_signature,,0,1,0,3,4,24,8,,,,,,,,,
0,midi_port,,0,1,4,,,,,,0,,,,,,,
0,key_signature,,0,1,0,,,,,Dm,,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,
0,track_name,,0,1,8,,,,,,,,,,,,,
0,track_name,,0,1,7,,,,,,,,,,,,,
8,sysex,,8,0,16,,,,,,,,,,,,,"(65, 16, 66, 18, 64, 0, 127, 0, 65)"
12,sysex,,4,0,16,,,,,,,,,,,,,"(65, 16, 66, 18, 64, 0, 4, 127, 61)"
16,set_tempo,689655,16,1,0,,,,,,,,,,,,,
20,sysex,,8,0,16,,,,,,,,,,,,,"(65, 16, 66, 18, 64, 0, 0, 0, 4, 14, 9, 37)"
28,sysex,,8,0,16,,,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 48, 3, 12)"
32,sysex,,4,0,16,,,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 51, 78, 62)"
40,sysex,,8,0,16,,,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 56, 0, 7)"
44,sysex,,4,0,16,,,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 58, 20, 113)"
176,program_change,,176,0,15,,,,,,,,,9,48,,,
176,control_change,,176,0,3,,,,,,,91,80,2,,,,
176,control_change,,0,0,15,,,,,,,7,120,9,,,,
178,control_change,,2,0,3,,,,,,,93,20,2,,,,
180,control_change,,180,0,8,,,,,,,91,50,7,,,,
180,control_change,,180,0,5,,,,,,,7,120,4,,,,
180,control_change,,2,0,3,,,,,,,10,64,2,,,,
182,control_change,,2,0,3,,,,,,,99,1,2,,,,
183,control_change,,183,0,2,,,,,,,7,123,1,,,,
184,control_change,,4,0,8,,,,,,,93,5,7,,,,
184,control_change,,2,0,3,,,,,,,98,32,2,,,,
184,control_change,,184,0,1,,,,,,,7,123,0,,,,
186,control_change,,186,0,4,,,,,,,91,80,3,,,,
186,control_change,,2,0,1,,,,,,,91,80,0,,,,
186,control_change,,10,0,15,,,,,,,11,120,9,,,,
186,control_change,,186,0,6,,,,,,,91,50,5,,,,
186,control_change,,2,0,3,,,,,,,6,59,2,,,,
186,control_change,,3,0,2,,,,,,,91,80,1,,,,
186,control_change,,186,0,9,,,,,,,91,50,8,,,,
186,control_change,,6,0,5,,,,,,,91,80,4,,,,
186,control_change,,186,0,7,,,,,,,91,50,6,,,,
188,control_change,,2,0,7,,,,,,,93,5,6,,,,
188,control_change,,2,0,15,,,,,,,91,85,9,,,,
188,control_change,,2,0,9,,,,,,,93,5,8,,,,
188,control_change,,2,0,5,,,,,,,93,20,4,,,,
188,control_change,,2,0,4,,,,,,,93,20,3,,,,
188,control_change,,4,0,8,,,,,,,10,69,7,,,,
188,control_change,,2,0,3,,,,,,,98,33,2,,,,
188,control_change,,2,0,6,,,,,,,93,5,5,,,,
188,control_change,,2,0,1,,,,,,,93,20,0,,,,
188,control_change,,2,0,2,,,,,,,93,20,1,,,,
190,control_change,,2,0,7,,,,,,,10,54,6,,,,
190,control_change,,2,0,1,,,,,,,10,30,0,,,,
190,control_change,,2,0,15,,,,,,,93,15,9,,,,
190,control_change,,2,0,6,,,,,,,10,34,5,,,,
190,control_change,,2,0,9,,,,,,,10,72,8,,,,
190,control_change,,2,0,3,,,,,,,6,50,2,,,,
190,control_change,,2,0,5,,,,,,,10,106,4,,,,
190,control_change,,2,0,4,,,,,,,10,100,3,,,,
190,control_change,,2,0,2,,,,,,,10,45,1,,,,
192,sysex,,2,0,15,,,,,,,,,,,,,"(65, 16, 66, 18, 64, 16, 20, 1, 27)"
192,control_change,,0,0,10,,,,,,,10,84,10,,,,
192,control_change,,0,0,10,,,,,,,7,110,10,,,,
192,control_change,,0,0,10,,,,,,,11,120,10,,,,
192,control_change,,0,0,12,,,,,,,93,20,12,,,,
192,control_change,,192,0,11,,,,,,,91,50,11,,,,
192,control_change,,0,0,11,,,,,,,93,45,11,,,,
192,control_change,,0,0,11,,,,,,,10,84,11,,,,
192,control_change,,0,0,11,,,,,,,7,110,11,,,,
192,control_change,,0,0,11,,,,,,,11,120,11,,,,
192,control_change,,2,0,9,,,,,,,7,93,8,,,,
192,program_change,,2,0,5,,,,,,,,,4,48,,,
192,control_change,,0,0,5,,,,,,,11,120,4,,,,
192,control_change,,0,0,5,,,,,,,99,1,4,,,,
192,control_change,,0,0,5,,,,,,,98,99,4,,,,
192,control_change,,0,0,5,,,,,,,6,14,4,,,,
192,note_on,,0,0,5,,,,,,,,,4,,50,110,
192,control_change,,192,0,13,,,,,,,10,79,13,,,,
192,control_change,,0,0,10,,,,,,,93,45,10,,,,
192,control_change,,0,0,3,,,,,,,98,99,2,,,,
192,sysex,,148,0,16,,,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 16, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 0, 0, 0, 23)"
192,time_signature,,176,1,0,4,4,24,8,,,,,,,,,
192,control_change,,2,0,1,,,,,,,11,120,0,,,,
192,program_change,,0,0,1,,,,,,,,,0,48,,,
192,control_change,,0,0,1,,,,,,,99,1,0,,,,
192,control_change,,0,0,1,,,,,,,98,99,0,,,,
192,control_change,,0,0,1,,,,,,,6,14,0,,,,
192,note_on,,0,0,1,,,,,,,,,0,,86,110,
192,set_tempo,344827,0,1,0,,,,,,,,,,,,,
192,control_change,,2,0,4,,,,,,,99,1,3,,,,
192,control_change,,0,0,4,,,,,,,98,32,3,,,,
192,control_change,,0,0,4,,,,,,,6,54,3,,,,
192,control_change,,0,0,4,,,,,,,98,33,3,,,,
192,control_change,,0,0,4,,,,,,,6,48,3,,,,
192,control_change,,192,0,10,,,,,,,91,50,10,,,,
192,control_change,,0,0,4,,,,,,,7,123,3,,,,
192,control_change,,0,0,4,,,,,,,99,1,3,,,,
192,control_change,,0,0,4,,,,,,,98,99,3,,,,
192,control_change,,0,0,4,,,,,,,6,14,3,,,,
192,program_change,,0,0,4,,,,,,,,,3,48,,,
192,note_on,,0,0,4,,,,,,,,,3,,62,110,
192,control_change,,4,0,8,,,,,,,7,83,7,,,,
192,control_change,,2,0,7,,,,,,,7,86,6,,,,
192,note_on,,0,0,3,,,,,,,,,2,,74,110,
192,program_change,,0,0,3,,,,,,,,,2,48,,,
192,control_change,,0,0,3,,,,,,,6,14,2,,,,
192,control_change,,0,0,3,,,,,,,99,1,2,,,,
192,control_change,,0,0,12,,,,,,,10,49,12,,,,
192,control_change,,2,0,3,,,,,,,7,123,2,,,,
192,control_change,,0,0,4,,,,,,,11,120,3,,,,
192,control_change,,2,0,6,,,,,,,7,105,5,,,,
192,control_change,,0,0,3,,,,,,,11,120,2,,,,
192,control_change,,192,0,12,,,,,,,91,95,12,,,,
192,control_change,,0,0,12,,,,,,,7,108,12,,,,
192,control_change,,0,0,12,,,,,,,11,120,12,,,,
192,program_change,,2,0,2,,,,,,,,,1,48,,,
192,control_change,,0,0,2,,,,,,,11,120,1,,,,
192,control_change,,0,0,2,,,,,,,99,1,1,,,,
192,control_change,,0,0,2,,,,,,,98,99,1,,,,
192,note_on,,0,0,2,,,,,,,,,1,,86,110,
192,control_change,,0,0,2,,,,,,,6,14,1,,,,
194,control_change,,2,0,7,,,,,,,11,120,6,,,,
194,control_change,,2,0,9,,,,,,,11,120,8,,,,
194,control_change,,2,0,8,,,,,,,11,120,7,,,,
195,control_change,,3,0,6,,,,,,,11,120,5,,,,
227,note_on,,35,0,2,,,,,,,,,1,,86,0,
227,note_on,,35,0,4,,,,,,,,,3,,62,0,
227,note_on,,35,0,3,,,,,,,,,2,,74,0,
227,note_on,,35,0,5,,,,,,,,,4,,50,0,
232,note_on,,40,0,1,,,,,,,,,0,,86,0,
264,note_on,,37,0,2,,,,,,,,,1,,74,100,
264,note_on,,37,0,4,,,,,,,,,3,,50,100,
264,note_on,,37,0,5,,,,,,,,,4,,38,100,
264,note_on,,37,0,3,,,,,,,,,2,,62,100,
267,note_on,,35,0,1,,,,,,,,,0,,74,100,
276,note_on,,12,0,4,,,,,,,,,3,,50,0,
276,note_on,,12,0,3,,,,,,,,,2,,62,0,
276,note_on,,12,0,2,,,,,,,,,1,,74,0,
276,note_on,,12,0,5,,,,,,,,,4,,38,0,
285,note_on,,18,0,1,,,,,,,,,0,,74,0,
288,note_on,,12,0,5,,,,,,,,,4,,38,100,
288,note_on,,12,0,3,,,,,,,,,2,,62,100,
288,note_on,,12,0,2,,,,,,,,,1,,74,100,
288,note_on,,12,0,4,,,,,,,,,3,,50,100,
291,note_on,,6,0,1,,,,,,,,,0,,74,100,
312,note_on,,24,0,4,,,,,,,,,3,,50,0,
312,note_on,,24,0,3,,,,,,,,,2,,62,0,
312,note_on,,24,0,2,,,,,,,,,1,,74,0,
312,note_on,,24,0,5,,,,,,,,,4,,38,0,
329,note_on,,38,0,1,,,,,,,,,0,,74,0,
336,set_tempo,504201,144,1,0,,,,,,,,,,,,,
480,note_on,,168,0,2,,,,,,,,,1,,81,110,
480,note_on,,168,0,3,,,,,,,,,2,,69,110,
480,set_tempo,344827,144,1,0,,,,,,,,,,,,,
480,note_on,,168,0,4,,,,,,,,,3,,57,110,
480,note_on,,168,0,5,,,,,,,,,4,,45,110,
483,note_on,,154,0,1,,,,,,,,,0,,81,110,
515,note_on,,35,0,5,,,,,,,,,4,,45,0,
515,note_on,,35,0,4,,,,,,,,,3,,57,0,
515,note_on,,35,0,3,,,,,,,,,2,,69,0,
515,note_on,,35,0,2,,,,,,,,,1,,81,0,
518,note_on,,35,0,1,,,,,,,,,0,,81,0,
552,note_on,,37,0,4,,,,,,,,,3,,45,100,
552,note_on,,37,0,2,,,,,,,,,1,,69,100,
552,note_on,,37,0,3,,,,,,,,,2,,57,100,
552,note_on,,37,0,5,,,,,,,,,4,,33,100,
555,note_on,,37,0,1,,,,,,,,,0,,69,100,
564,note_on,,12,0,5,,,,,,,,,4,,33,0,
564,note_on,,12,0,3,,,,,,,,,2,,57,0,
564,note_on,,12,0,4,,,,,,,,,3,,45,0,
564,note_on,,12,0,2,,,,,,,,,1,,69,0,
567,note_on,,12,0,1,,,,,,,,,0,,69,0,
576,note_on,,12,0,2,,,,,,,,,1,,69,100,
576,note_on,,12,0,3,,,,,,,,,2,,57,100,
576,note_on,,12,0,4,,,,,,,,,3,,45,100,
576,note_on,,12,0,5,,,,,,,,,4,,33,100,
579,note_on,,12,0,1,,,,,,,,,0,,69,100,
600,note_on,,24,0,4,,,,,,,,,3,,45,0,
600,note_on,,24,0,3,,,,,,,,,2,,57,0,
600,note_on,,24,0,2,,,,,,,,,1,,69,0,
600,note_on,,24,0,5,,,,,,,,,4,,33,0,
603,note_on,,24,0,1,,,,,,,,,0,,69,0,
624,set_tempo,504201,144,1,0,,,,,,,,,,,,,
768,set_tempo,363636,144,1,0,,,,,,,,,,,,,
768,control_change,,574,0,8,,,,,,,1,0,7,,,,
768,control_change,,573,0,6,,,,,,,1,0,5,,,,
768,note_on,,576,0,15,,,,,,,,,9,,53,120,
768,control_change,,574,0,7,,,,,,,1,0,6,,,,
836,note_on,,68,0,15,,,,,,,,,9,,53,0,
840,note_on,,4,0,15,,,,,,,,,9,,41,100,
862,note_on,,22,0,15,,,,,,,,,9,,41,0,
864,note_on,,2,0,15,,,,,,,,,9,,41,100,
900,program_change,,706,0,9,,,,,,,,,8,70,,,
902,control_change,,2,0,9,,,,,,,99,1,8,,,,
904,control_change,,2,0,9,,,,,,,98,32,8,,,,
906,control_change,,2,0,9,,,,,,,6,50,8,,,,
908,control_change,,2,0,9,,,,,,,98,33,8,,,,
909,note_on,,45,0,15,,,,,,,,,9,,41,0,
910,control_change,,2,0,9,,,,,,,6,50,8,,,,
912,program_change,,0,0,11,,,,,,,,,11,60,,,
912,note_on,,0,0,11,,,,,,,,,11,,62,110,
912,note_on,,312,0,5,,,,,,,,,4,,38,110,
912,note_on,,312,0,2,,,,,,,,,1,,74,110,
912,note_on,,312,0,3,,,,,,,,,2,,62,110,
912,control_change,,720,0,11,,,,,,,1,0,11,,,,
912,note_on,,0,0,9,,,,,,,,,8,,50,110,
912,note_on,,0,0,6,,,,,,,,,5,,86,110,
912,control_change,,2,0,9,,,,,,,1,0,8,,,,
912,program_change,,144,0,6,,,,,,,,,5,73,,,
912,control_change,,0,0,10,,,,,,,1,0,10,,,,
912,note_on,,0,0,10,,,,,,,,,10,,62,110,
912,program_change,,144,0,7,,,,,,,,,6,68,,,
912,note_on,,312,0,4,,,,,,,,,3,,50,110,
912,note_on,,0,0,7,,,,,,,,,6,,74,110,
912,note_on,,0,0,8,,,,,,,,,7,,74,110,
912,set_tempo,357142,144,1,0,,,,,,,,,,,,,
912,program_change,,144,0,8,,,,,,,,,7,71,,,
912,note_on,,0,0,7,,,,,,,,,6,,86,110,
912,program_change,,720,0,10,,,,,,,,,10,60,,,
915,note_on,,312,0,1,,,,,,,,,0,,74,110,
936,note_on,,24,0,9,,,,,,,,,8,,50,0,
947,note_on,,35,0,10,,,,,,,,,10,,62,0,
947,note_on,,35,0,2,,,,,,,,,1,,74,0,
947,note_on,,35,0,8,,,,,,,,,7,,74,0,
947,note_on,,35,0,4,,,,,,,,,3,,50,0,
947,note_on,,35,0,6,,,,,,,,,5,,86,0,
947,note_on,,35,0,7,,,,,,,,,6,,86,0,
947,note_on,,0,0,7,,,,,,,,,6,,74,0,
947,note_on,,35,0,11,,,,,,,,,11,,62,0,
947,note_on,,35,0,5,,,,,,,,,4,,38,0,
947,note_on,,35,0,3,,,,,,,,,2,,62,0,
950,note_on,,35,0,1,,,,,,,,,0,,74,0,
984,note_on,,37,0,11,,,,,,,,,11,,50,100,
984,note_on,,37,0,3,,,,,,,,,2,,50,100,
984,note_on,,37,0,2,,,,,,,,,1,,62,100,
984,note_on,,37,0,5,,,,,,,,,4,,26,100,
984,note_on,,0,0,7,,,,,,,,,6,,74,100,
984,note_on,,37,0,7,,,,,,,,,6,,62,100,
984,note_on,,37,0,6,,,,,,,,,5,,74,100,
984,note_on,,48,0,9,,,,,,,,,8,,38,100,
984,note_on,,37,0,8,,,,,,,,,7,,62,100,
984,note_on,,37,0,10,,,,,,,,,10,,50,100,
984,note_on,,37,0,4,,,,,,,,,3,,38,100,
987,note_on,,37,0,1,,,,,,,,,0,,62,100,
996,note_on,,12,0,9,,,,,,,,,8,,38,0,
996,note_on,,12,0,2,,,,,,,,,1,,62,0,
996,note_on,,12,0,5,,,,,,,,,4,,26,0,
996,note_on,,12,0,4,,,,,,,,,3,,38,0,
996,note_on,,12,0,8,,,,,,,,,7,,62,0,
996,note_on,,12,0,6,,,,,,,,,5,,74,0,
996,note_on,,12,0,7,,,,,,,,,6,,74,0,
996,note_on,,0,0,7,,,,,,,,,6,,62,0,
996,note_on,,12,0,11,,,,,,,,,11,,50,0,
996,note_on,,12,0,3,,,,,,,,,2,,50,0,
996,note_on,,12,0,10,,,,,,,,,10,,50,0,
999,note_on,,12,0,1,,,,,,,,,0,,62,0,
1008,note_on,,12,0,5,,,,,,,,,4,,26,100,
1008,note_on,,12,0,2,,,,,,,,,1,,62,100,
1008,note_on,,12,0,3,,,,,,,,,2,,50,100,
1008,note_on,,0,0,7,,,,,,,,,6,,74,100,
1008,note_on,,12,0,7,,,,,,,,,6,,62,100,
1008,note_on,,12,0,11,,,,,,,,,11,,50,100,
1008,note_on,,12,0,10,,,,,,,,,10,,50,100,
1008,note_on,,12,0,4,,,,,,,,,3,,38,100,
1008,note_on,,12,0,6,,,,,,,,,5,,74,100,
1008,note_on,,12,0,9,,,,,,,,,8,,38,100,
1008,note_on,,12,0,8,,,,,,,,,7,,62,100,
1011,note_on,,12,0,1,,,,,,,,,0,,62,100,
1032,note_on,,24,0,3,,,,,,,,,2,,50,0,
1032,note_on,,24,0,4,,,,,,,,,3,,38,0,
1032,note_on,,24,0,11,,,,,,,,,11,,50,0,
1032,note_on,,24,0,10,,,,,,,,,10,,50,0,
1032,note_on,,24,0,2,,,,,,,,,1,,62,0,
1032,note_on,,24,0,9,,,,,,,,,8,,38,0,
1032,note_on,,24,0,5,,,,,,,,,4,,26,0,
1032,note_on,,24,0,6,,,,,,,,,5,,74,0,
1032,note_on,,24,0,7,,,,,,,,,6,,74,0,
1032,note_on,,0,0,7,,,,,,,,,6,,62,0,
1032,note_on,,24,0,8,,,,,,,,,7,,62,0,
1035,note_on,,24,0,1,,,,,,,,,0,,62,0,
1056,set_tempo,491803,144,1,0,,,,,,,,,,,,,
1200,set_tempo,555555,144,1,0,,,,,,,,,,,,,
1344,set_tempo,368098,144,1,0,,,,,,,,,,,,,
1344,note_on,,312,0,2,,,,,,,,,1,,81,60,
1344,note_on,,312,0,7,,,,,,,,,6,,81,50,
1368,note_on,,24,0,7,,,,,,,,,6,,81,0,
1379,note_on,,35,0,2,,,,,,,,,1,,81,0,
1416,note_on,,37,0,2,,,,,,,,,1,,69,50,
1428,note_on,,12,0,2,,,,,,,,,1,,69,0,
1440,note_on,,12,0,2,,,,,,,,,1,,69,50,
1464,note_on,,24,0,2,,,,,,,,,1,,69,0,
1488,set_tempo,363636,144,1,0,,,,,,,,,,,,,
1488,note_on,,24,0,2,,,,,,,,,1,,74,55,
1488,note_on,,120,0,7,,,,,,,,,6,,74,50,
1512,note_on,,24,0,2,,,,,,,,,1,,74,0,
1512,note_on,,24,0,7,,,,,,,,,6,,74,0,
1536,note_on,,24,0,2,,,,,,,,,1,,76,50,
1560,note_on,,24,0,2,,,,,,,,,1,,76,0,
1584,note_on,,24,0,2,,,,,,,,,1,,77,50,
1608,note_on,,24,0,2,,,,,,,,,1,,77,0,
1632,note_on,,24,0,2,,,,,,,,,1,,76,55,
1632,note_on,,120,0,7,,,,,,,,,6,,76,50,
1632,set_tempo,350877,144,1,0,,,,,,,,,,,,,
1656,note_on,,24,0,7,,,,,,,,,6,,76,0,
1656,note_on,,24,0,2,,,,,,,,,1,,76,0,
1680,note_on,,24,0,2,,,,,,,,,1,,77,50,
1704,note_on,,24,0,2,,,,,,,,,1,,77,0,
1728,note_on,,24,0,2,,,,,,,,,1,,79,50,
1752,note_on,,24,0,2,,,,,,,,,1,,79,0,
1776,note_on,,120,0,7,,,,,,,,,6,,77,50,
1776,note_on,,24,0,2,,,,,,,,,1,,77,55,
1776,set_tempo,357142,144,1,0,,,,,,,,,,,,,
1800,note_on,,24,0,2,,,,,,,,,1,,77,0,
1800,note_on,,24,0,7,,,,,,,,,6,,77,0,
1824,note_on,,24,0,2,,,,,,,,,1,,76,50,
1848,note_on,,24,0,2,,,,,,,,,1,,76,0,
1872,note_on,,24,0,2,,,,,,,,,1,,74,50,
1896,note_on,,24,0,2,,,,,,,,,1,,74,0,
1920,set_tempo,368098,144,1,0,,,,,,,,,,,,,
1920,note_on,,24,0,2,,,,,,,,,1,,77,55,
1920,note_on,,888,0,3,,,,,,,,,2,,74,60,
1920,note_on,,120,0,7,,,,,,,,,6,,77,50,
1920,note_on,,888,0,8,,,,,,,,,7,,74,50,
1944,note_on,,24,0,8,,,,,,,,,7,,74,0,
1944,note_on,,24,0,2,,,,,,,,,1,,77,0,
1944,note_on,,24,0,7,,,,,,,,,6,,77,0,
1955,note_on,,35,0,3,,,,,,,,,2,,74,0,
1968,note_on,,24,0,2,,,,,,,,,1,,76,50,
1992,note_on,,24,0,2,,,,,,,,,1,,76,0,
1992,note_on,,37,0,3,,,,,,,,,2,,62,50,
2004,note_on,,12,0,3,,,,,,,,,2,,62,0,
2016,note_on,,24,0,2,,,,,,,,,1,,74,50,
2016,note_on,,12,0,3,,,,,,,,,2,,62,50,
2040,note_on,,24,0,2,,,,,,,,,1,,74,0,
2040,note_on,,24,0,3,,,,,,,,,2,,62,0,
2064,note_on,,24,0,3,,,,,,,,,2,,69,55,
2064,set_tempo,363636,144,1,0,,,,,,,,,,,,,
2064,note_on,,24,0,2,,,,,,,,,1,,72,55,
2064,note_on,,120,0,8,,,,,,,,,7,,69,50,
2064,note_on,,120,0,7,,,,,,,,,6,,72,50,
2088,note_on,,24,0,3,,,,,,,,,2,,69,0,
2088,note_on,,24,0,2,,,,,,,,,1,,72,0,
2088,note_on,,24,0,7,,,,,,,,,6,,72,0,
2088,note_on,,24,0,8,,,,,,,,,7,,69,0,
2112,note_on,,24,0,2,,,,,,,,,1,,71,50,
2112,note_on,,24,0,3,,,,,,,,,2,,71,50,
2136,note_on,,24,0,2,,,,,,,,,1,,71,0,
2136,note_on,,24,0,3,,,,,,,,,2,,71,0,
2160,note_on,,24,0,3,,,,,,,,,2,,72,50,
2160,note_on,,24,0,2,,,,,,,,,1,,69,50,
2184,note_on,,24,0,3,,,,,,,,,2,,72,0,
2184,note_on,,24,0,2,,,,,,,,,1,,69,0,
2208,note_on,,24,0,3,,,,,,,,,2,,71,55,
2208,note_on,,24,0,2,,,,,,,,,1,,68,55,
2208,note_on,,120,0,8,,,,,,,,,7,,71,50,
2208,note_on,,120,0,7,,,,,,,,,6,,68,50,
2208,set_tempo,350877,144,1,0,,,,,,,,,,,,,
2232,note_on,,24,0,8,,,,,,,,,7,,71,0,
2232,note_on,,24,0,2,,,,,,,,,1,,68,0,
2232,note_on,,24,0,3,,,,,,,,,2,,71,0,
2232,note_on,,24,0,7,,,,,,,,,6,,68,0,
2256,note_on,,24,0,2,,,,,,,,,1,,69,50,
2256,note_on,,24,0,3,,,,,,,,,2,,72,50,
2280,note_on,,24,0,3,,,,,,,,,2,,72,0,
2280,note_on,,24,0,2,,,,,,,,,1,,69,0,
2304,note_on,,24,0,3,,,,,,,,,2,,74,50,
2304,note_on,,24,0,2,,,,,,,,,1,,71,50,
2328,note_on,,24,0,3,,,,,,,,,2,,74,0,
2328,note_on,,24,0,2,,,,,,,,,1,,71,0,
2352,note_on,,120,0,8,,,,,,,,,7,,72,50,
2352,note_on,,24,0,3,,,,,,,,,2,,72,55,
2352,note_on,,120,0,7,,,,,,,,,6,,69,50,
2352,note_on,,24,0,2,,,,,,,,,1,,69,55,
2352,set_tempo,357142,144,1,0,,,,,,,,,,,,,
2376,note_on,,24,0,2,,,,,,,,,1,,69,0,
2376,note_on,,24,0,7,,,,,,,,,6,,69,0,
2376,note_on,,24,0,8,,,,,,,,,7,,72,0,
2376,note_on,,24,0,3,,,,,,,,,2,,72,0,
2400,note_on,,24,0,3,,,,,,,,,2,,71,50,
2400,note_on,,24,0,2,,,,,,,,,1,,68,50,
2424,note_on,,24,0,2,,,,,,,,,1,,68,0,
2424,note_on,,24,0,3,,,,,,,,,2,,71,0,
2448,note_on,,24,0,3,,,,,,,,,2,,69,50,
2448,note_on,,24,0,2,,,,,,,,,1,,69,50,
2472,note_on,,24,0,3,,,,,,,,,2,,69,0,
2472,note_on,,24,0,2,,,,,,,,,1,,69,0,
2496,note_on,,24,0,2,,,,,,,,,1,,67,55,
2496,note_on,,120,0,7,,,,,,,,,6,,67,50,
2496,note_on,,1464,0,10,,,,,,,,,10,,69,50,
2496,note_on,,24,0,3,,,,,,,,,2,,70,55,
2496,note_on,,1464,0,4,,,,,,,,,3,,69,60,
2496,note_on,,120,0,8,,,,,,,,,7,,70,50,
2496,note_on,,1464,0,9,,,,,,,,,8,,69,50,
2496,set_tempo,368098,144,1,0,,,,,,,,,,,,,
2520,note_on,,24,0,10,,,,,,,,,10,,69,0,
2520,note_on,,24,0,9,,,,,,,,,8,,69,0,
2520,note_on,,24,0,2,,,,,,,,,1,,67,0,
2520,note_on,,24,0,8,,,,,,,,,7,,70,0,
2520,note_on,,24,0,7,,,,,,,,,6,,67,0,
2520,note_on,,24,0,3,,,,,,,,,2,,70,0,
2531,note_on,,35,0,4,,,,,,,,,3,,69,0,
2544,note_on,,24,0,2,,,,,,,,,1,,65,50,
2544,note_on,,24,0,3,,,,,,,,,2,,69,50,
2568,note_on,,37,0,4,,,,,,,,,3,,57,50,
2568,note_on,,24,0,3,,,,,,,,,2,,69,0,
2568,note_on,,24,0,2,,,,,,,,,1,,65,0,
2580,note_on,,12,0,4,,,,,,,,,3,,57,0,
2592,note_on,,12,0,4,,,,,,,,,3,,57,50,
2592,note_on,,24,0,3,,,,,,,,,2,,67,50,
2592,note_on,,24,0,2,,,,,,,,,1,,64,50,
2616,note_on,,24,0,3,,,,,,,,,2,,67,0,
2616,note_on,,24,0,4,,,,,,,,,3,,57,0,
2616,note_on,,24,0,2,,,,,,,,,1,,64,0,
2640,note_on,,120,0,9,,,,,,,,,8,,62,50,
2640,note_on,,24,0,2,,,,,,,,,1,,62,55,
2640,set_tempo,363636,144,1,0,,,,,,,,,,,,,
2640,note_on,,120,0,8,,,,,,,,,7,,65,50,
2640,note_on,,24,0,3,,,,,,,,,2,,65,55,
2640,note_on,,120,0,10,,,,,,,,,10,,62,50,
2640,note_on,,24,0,4,,,,,,,,,3,,50,55,
2640,note_on,,120,0,7,,,,,,,,,6,,62,50,
2664,note_on,,24,0,9,,,,,,,,,8,,62,0,
2664,note_on,,24,0,10,,,,,,,,,10,,62,0,
2664,note_on,,24,0,7,,,,,,,,,6,,62,0,
2664,note_on,,24,0,2,,,,,,,,,1,,62,0,
2664,note_on,,24,0,4,,,,,,,,,3,,50,0,
2664,note_on,,24,0,8,,,,,,,,,7,,65,0,
2664,note_on,,24,0,3,,,,,,,,,2,,65,0,
2688,note_on,,24,0,2,,,,,,,,,1,,67,50,
2688,note_on,,24,0,3,,,,,,,,,2,,64,50,
