tick,type,key,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,channel,note,velocity,control,value,program,data
1046,control_change,,25,0,13,,,,,,,,,,,,11,,,93,17,,
1055,program_change,,9,0,13,,,,,,,,,,,,12,,,,,48,
1057,control_change,,2,0,13,,,,,,,,,,,,12,,,7,127,,
1081,control_change,,24,0,13,,,,,,,,,,,,12,,,10,90,,
1106,control_change,,25,0,13,,,,,,,,,,,,12,,,91,127,,
1131,control_change,,25,0,13,,,,,,,,,,,,12,,,93,27,,
1657,control_change,,526,0,13,,,,,,,,,,,,0,,,11,80,,
1707,control_change,,50,0,13,,,,,,,,,,,,1,,,11,80,,
1757,control_change,,50,0,13,,,,,,,,,,,,2,,,11,80,,
1807,control_change,,50,0,13,,,,,,,,,,,,3,,,11,80,,
1857,control_change,,50,0,13,,,,,,,,,,,,4,,,11,80,,
1907,control_change,,50,0,13,,,,,,,,,,,,5,,,11,80,,
1957,control_change,,50,0,13,,,,,,,,,,,,6,,,11,127,,
1988,control_change,,31,0,13,,,,,,,,,,,,7,,,11,127,,
2057,control_change,,69,0,13,,,,,,,,,,,,8,,,11,127,,
2107,control_change,,50,0,13,,,,,,,,,,,,10,,,11,127,,
2157,control_change,,50,0,13,,,,,,,,,,,,11,,,11,80,,
2207,control_change,,50,0,13,,,,,,,,,,,,12,,,11,80,,
2392,note_on,,2392,0,8,,,,,,,,,,,,7,65,127,,,,
2400,note_on,,0,0,4,,,,,,,,,,,,3,53,100,,,,
2400,note_on,,2400,0,5,,,,,,,,,,,,4,53,70,,,,
2400,note_on,,2400,0,4,,,,,,,,,,,,3,41,100,,,,
2400,control_change,,193,0,13,,,,,,,,,,,,7,,,99,1,,
2400,note_on,,2400,0,10,,,,,,,,,,,,10,53,127,,,,
2400,note_on,,2400,0,1,,,,,,,,,,,,0,77,110,,,,
2400,note_on,,2400,0,3,,,,,,,,,,,,2,65,110,,,,
2400,note_on,,2400,0,2,,,,,,,,,,,,1,65,110,,,,
2400,note_on,,2400,0,11,,,,,,,,,,,,11,41,100,,,,
2400,note_on,,2400,0,12,,,,,,,,,,,,12,29,90,,,,
2405,control_change,,5,0,13,,,,,,,,,,,,7,,,98,99,,
2410,control_change,,5,0,13,,,,,,,,,,,,7,,,6,59,,
2415,control_change,,5,0,13,,,,,,,,,,,,8,,,99,1,,
2420,control_change,,5,0,13,,,,,,,,,,,,8,,,98,99,,
2425,control_change,,5,0,13,,,,,,,,,,,,8,,,6,59,,
2430,control_change,,5,0,13,,,,,,,,,,,,10,,,99,1,,
2435,control_change,,5,0,13,,,,,,,,,,,,10,,,98,99,,
2440,control_change,,5,0,13,,,,,,,,,,,,10,,,6,59,,
2450,control_change,,10,0,13,,,,,,,,,,,,11,,,99,1,,
2455,control_change,,5,0,13,,,,,,,,,,,,11,,,98,99,,
2460,control_change,,5,0,13,,,,,,,,,,,,11,,,6,59,,
2465,control_change,,5,0,13,,,,,,,,,,,,12,,,99,1,,
2470,control_change,,5,0,13,,,,,,,,,,,,12,,,98,99,,
2475,control_change,,5,0,13,,,,,,,,,,,,12,,,6,59,,
2475,end_of_track,,0,1,13,,,,,,,,,,,,,,,,,,
2870,note_on,,2870,0,7,,,,,,,,,,,,6,46,100,,,,
2872,note_on,,480,0,8,,,,,,,,,,,,7,70,127,,,,
2877,note_on,,2877,0,9,,,,,,,,,,,,8,62,127,,,,
2880,note_on,,480,0,12,,,,,,,,,,,,12,34,90,,,,
2880,note_on,,480,0,1,,,,,,,,,,,,0,82,110,,,,
2880,note_on,,480,0,2,,,,,,,,,,,,1,70,110,,,,
2880,note_on,,480,0,3,,,,,,,,,,,,2,62,110,,,,
2880,note_on,,0,0,3,,,,,,,,,,,,2,70,110,,,,
2880,note_on,,480,0,11,,,,,,,,,,,,11,46,100,,,,
2880,note_on,,0,0,6,,,,,,,,,,,,5,70,120,,,,
2880,note_on,,2880,0,6,,,,,,,,,,,,5,58,120,,,,
2880,note_on,,480,0,4,,,,,,,,,,,,3,46,100,,,,
2880,note_on,,0,0,4,,,,,,,,,,,,3,58,100,,,,
2880,note_on,,0,0,5,,,,,,,,,,,,4,58,70,,,,
2880,note_on,,480,0,5,,,,,,,,,,,,4,50,70,,,,
2880,note_on,,480,0,10,,,,,,,,,,,,10,58,127,,,,
2902,note_on,,30,0,8,,,,,,,,,,,,7,65,0,,,,
2910,note_on,,30,0,2,,,,,,,,,,,,1,65,0,,,,
2910,note_on,,30,0,4,,,,,,,,,,,,3,41,0,,,,
2910,note_on,,30,0,5,,,,,,,,,,,,4,53,0,,,,
2910,note_on,,0,0,4,,,,,,,,,,,,3,53,0,,,,
2910,note_on,,30,0,3,,,,,,,,,,,,2,65,0,,,,
2910,note_on,,30,0,10,,,,,,,,,,,,10,53,0,,,,
2910,note_on,,30,0,1,,,,,,,,,,,,0,77,0,,,,
2910,note_on,,30,0,12,,,,,,,,,,,,12,29,0,,,,
2910,note_on,,30,0,11,,,,,,,,,,,,11,41,0,,,,
3082,note_on,,180,0,8,,,,,,,,,,,,7,70,0,,,,
3087,note_on,,210,0,9,,,,,,,,,,,,8,62,0,,,,
3090,note_on,,180,0,5,,,,,,,,,,,,4,50,0,,,,
3090,note_on,,180,0,12,,,,,,,,,,,,12,34,0,,,,
3090,note_on,,210,0,6,,,,,,,,,,,,5,58,0,,,,
3090,note_on,,0,0,4,,,,,,,,,,,,3,58,0,,,,
3090,note_on,,180,0,4,,,,,,,,,,,,3,46,0,,,,
3090,note_on,,0,0,6,,,,,,,,,,,,5,70,0,,,,
3090,note_on,,180,0,10,,,,,,,,,,,,10,58,0,,,,
3090,note_on,,0,0,5,,,,,,,,,,,,4,58,0,,,,
3090,note_on,,0,0,3,,,,,,,,,,,,2,70,0,,,,
3090,note_on,,180,0,3,,,,,,,,,,,,2,62,0,,,,
3090,note_on,,180,0,11,,,,,,,,,,,,11,46,0,,,,
3090,note_on,,180,0,2,,,,,,,,,,,,1,70,0,,,,
3090,note_on,,180,0,1,,,,,,,,,,,,0,82,0,,,,
3320,note_on,,450,0,7,,,,,,,,,,,,6,46,0,,,,
3350,note_on,,30,0,7,,,,,,,,,,,,6,46,100,,,,
3352,note_on,,270,0,8,,,,,,,,,,,,7,65,127,,,,
3357,note_on,,0,0,9,,,,,,,,,,,,8,62,127,,,,
3357,note_on,,270,0,9,,,,,,,,,,,,8,58,127,,,,
3360,note_on,,270,0,11,,,,,,,,,,,,11,46,100,,,,
3360,note_on,,270,0,2,,,,,,,,,,,,1,70,110,,,,
3360,note_on,,0,0,2,,,,,,,,,,,,1,74,110,,,,
3360,note_on,,270,0,3,,,,,,,,,,,,2,58,110,,,,
3360,note_on,,0,0,3,,,,,,,,,,,,2,62,110,,,,
3360,note_on,,270,0,1,,,,,,,,,,,,0,82,110,,,,
3360,note_on,,270,0,10,,,,,,,,,,,,10,53,127,,,,
3360,note_on,,0,0,6,,,,,,,,,,,,5,70,120,,,,
3360,note_on,,270,0,6,,,,,,,,,,,,5,58,120,,,,
3360,note_on,,270,0,12,,,,,,,,,,,,12,34,90,,,,
3360,note_on,,270,0,4,,,,,,,,,,,,3,46,100,,,,
3360,note_on,,0,0,5,,,,,,,,,,,,4,58,70,,,,
3360,note_on,,270,0,5,,,,,,,,,,,,4,50,70,,,,
3800,note_on,,450,0,7,,,,,,,,,,,,6,46,0,,,,
3810,note_on,,450,0,6,,,,,,,,,,,,5,58,0,,,,
3810,note_on,,0,0,6,,,,,,,,,,,,5,70,0,,,,
3832,note_on,,480,0,8,,,,,,,,,,,,7,74,127,,,,
3862,note_on,,30,0,8,,,,,,,,,,,,7,65,0,,,,
4042,note_on,,180,0,8,,,,,,,,,,,,7,74,0,,,,
4047,note_on,,0,0,9,,,,,,,,,,,,8,62,0,,,,
4047,note_on,,690,0,9,,,,,,,,,,,,8,58,0,,,,
4050,note_on,,690,0,4,,,,,,,,,,,,3,46,0,,,,
4050,note_on,,690,0,10,,,,,,,,,,,,10,53,0,,,,
4050,note_on,,690,0,11,,,,,,,,,,,,11,46,0,,,,
4050,note_on,,690,0,1,,,,,,,,,,,,0,82,0,,,,
4050,note_on,,690,0,2,,,,,,,,,,,,1,70,0,,,,
4050,note_on,,690,0,5,,,,,,,,,,,,4,50,0,,,,
4050,note_on,,0,0,2,,,,,,,,,,,,1,74,0,,,,
4050,note_on,,0,0,3,,,,,,,,,,,,2,62,0,,,,
4050,note_on,,0,0,5,,,,,,,,,,,,4,58,0,,,,
4050,note_on,,690,0,12,,,,,,,,,,,,12,34,0,,,,
4050,note_on,,690,0,3,,,,,,,,,,,,2,58,0,,,,
4310,note_on,,510,0,7,,,,,,,,,,,,6,46,100,,,,
4312,note_on,,270,0,8,,,,,,,,,,,,7,70,127,,,,
4317,note_on,,270,0,9,,,,,,,,,,,,8,58,127,,,,
4317,note_on,,0,0,9,,,,,,,,,,,,8,62,127,,,,
4320,note_on,,270,0,1,,,,,,,,,,,,0,82,110,,,,
4320,note_on,,270,0,4,,,,,,,,,,,,3,46,100,,,,
4320,note_on,,510,0,6,,,,,,,,,,,,5,58,120,,,,
4320,note_on,,270,0,11,,,,,,,,,,,,11,46,100,,,,
4320,note_on,,270,0,3,,,,,,,,,,,,2,58,110,,,,
4320,note_on,,0,0,6,,,,,,,,,,,,5,70,120,,,,
4320,note_on,,0,0,2,,,,,,,,,,,,1,74,110,,,,
4320,note_on,,0,0,5,,,,,,,,,,,,4,58,70,,,,
4320,note_on,,270,0,5,,,,,,,,,,,,4,50,70,,,,
4320,note_on,,270,0,12,,,,,,,,,,,,12,34,90,,,,
4320,note_on,,270,0,2,,,,,,,,,,,,1,70,110,,,,
4320,note_on,,270,0,10,,,,,,,,,,,,10,53,127,,,,
4320,note_on,,0,0,3,,,,,,,,,,,,2,62,110,,,,
4760,note_on,,450,0,7,,,,,,,,,,,,6,46,0,,,,
4770,note_on,,450,0,6,,,,,,,,,,,,5,58,0,,,,
4770,note_on,,0,0,6,,,,,,,,,,,,5,70,0,,,,
4792,note_on,,480,0,8,,,,,,,,,,,,7,77,127,,,,
4822,note_on,,30,0,8,,,,,,,,,,,,7,70,0,,,,
4942,note_on,,120,0,8,,,,,,,,,,,,7,77,0,,,,
4947,note_on,,630,0,9,,,,,,,,,,,,8,58,0,,,,
4947,note_on,,0,0,9,,,,,,,,,,,,8,62,0,,,,
4950,note_on,,630,0,3,,,,,,,,,,,,2,58,0,,,,
4950,note_on,,630,0,10,,,,,,,,,,,,10,53,0,,,,
4950,note_on,,630,0,12,,,,,,,,,,,,12,34,0,,,,
4950,note_on,,630,0,5,,,,,,,,,,,,4,50,0,,,,
4950,note_on,,0,0,5,,,,,,,,,,,,4,58,0,,,,
4950,note_on,,630,0,2,,,,,,,,,,,,1,70,0,,,,
4950,note_on,,0,0,2,,,,,,,,,,,,1,74,0,,,,
4950,note_on,,0,0,3,,,,,,,,,,,,2,62,0,,,,
4950,note_on,,630,0,1,,,,,,,,,,,,0,82,0,,,,
4950,note_on,,630,0,11,,,,,,,,,,,,11,46,0,,,,
4950,note_on,,630,0,4,,,,,,,,,,,,3,46,0,,,,
5270,note_on,,510,0,7,,,,,,,,,,,,6,46,100,,,,
5272,note_on,,330,0,8,,,,,,,,,,,,7,74,127,,,,
5277,note_on,,330,0,9,,,,,,,,,,,,8,58,127,,,,
5277,note_on,,0,0,9,,,,,,,,,,,,8,62,127,,,,
5280,note_on,,0,0,6,,,,,,,,,,,,5,70,120,,,,
5280,note_on,,330,0,10,,,,,,,,,,,,10,53,127,,,,
5280,note_on,,330,0,3,,,,,,,,,,,,2,58,110,,,,
5280,note_on,,330,0,1,,,,,,,,,,,,0,82,110,,,,
5280,note_on,,330,0,4,,,,,,,,,,,,3,46,100,,,,
5280,note_on,,330,0,12,,,,,,,,,,,,12,34,90,,,,
5280,note_on,,330,0,5,,,,,,,,,,,,4,50,70,,,,
5280,note_on,,0,0,5,,,,,,,,,,,,4,58,70,,,,
5280,note_on,,330,0,11,,,,,,,,,,,,11,46,100,,,,
5280,note_on,,510,0,6,,,,,,,,,,,,5,58,120,,,,
5280,note_on,,0,0,2,,,,,,,,,,,,1,74,110,,,,
5280,note_on,,0,0,3,,,,,,,,,,,,2,62,110,,,,
5280,note_on,,330,0,2,,,,,,,,,,,,1,70,110,,,,
5422,note_on,,150,0,8,,,,,,,,,,,,7,74,0,,,,
5427,note_on,,150,0,9,,,,,,,,,,,,8,58,0,,,,
5427,note_on,,0,0,9,,,,,,,,,,,,8,62,0,,,,
5430,note_on,,150,0,12,,,,,,,,,,,,12,34,0,,,,
5430,note_on,,150,0,5,,,,,,,,,,,,4,50,0,,,,
5430,note_on,,0,0,5,,,,,,,,,,,,4,58,0,,,,
5430,note_on,,150,0,11,,,,,,,,,,,,11,46,0,,,,
5430,note_on,,0,0,6,,,,,,,,,,,,5,70,0,,,,
5430,note_on,,150,0,6,,,,,,,,,,,,5,58,0,,,,
5430,note_on,,150,0,10,,,,,,,,,,,,10,53,0,,,,
5490,note_on,,210,0,2,,,,,,,,,,,,1,70,0,,,,
5490,note_on,,0,0,2,,,,,,,,,,,,1,74,0,,,,
5490,note_on,,210,0,1,,,,,,,,,,,,0,82,0,,,,
5490,note_on,,0,0,3,,,,,,,,,,,,2,62,0,,,,
5490,note_on,,210,0,3,,,,,,,,,,,,2,58,0,,,,
5490,note_on,,210,0,4,,,,,,,,,,,,3,46,0,,,,
5720,note_on,,450,0,7,,,,,,,,,,,,6,46,0,,,,
5750,note_on,,30,0,7,,,,,,,,,,,,6,41,100,,,,
5752,note_on,,330,0,8,,,,,,,,,,,,7,77,127,,,,
5757,note_on,,0,0,9,,,,,,,,,,,,8,63,127,,,,
5757,note_on,,330,0,9,,,,,,,,,,,,8,60,127,,,,
5760,note_on,,270,0,1,,,,,,,,,,,,0,81,110,,,,
5760,note_on,,0,0,3,,,,,,,,,,,,2,63,110,,,,
5760,note_on,,270,0,3,,,,,,,,,,,,2,60,110,,,,
5760,note_on,,0,0,2,,,,,,,,,,,,1,75,110,,,,
5760,note_on,,270,0,2,,,,,,,,,,,,1,72,110,,,,
5760,note_on,,330,0,5,,,,,,,,,,,,4,53,70,,,,
5760,note_on,,330,0,12,,,,,,,,,,,,12,29,90,,,,
5760,note_on,,330,0,10,,,,,,,,,,,,10,53,127,,,,
5760,note_on,,330,0,6,,,,,,,,,,,,5,53,120,,,,
5760,note_on,,0,0,6,,,,,,,,,,,,5,65,120,,,,
5760,note_on,,270,0,4,,,,,,,,,,,,3,41,100,,,,
5760,note_on,,330,0,11,,,,,,,,,,,,11,41,100,,,,
5760,note_on,,0,0,5,,,,,,,,,,,,4,60,70,,,,
6200,note_on,,450,0,7,,,,,,,,,,,,6,41,0,,,,
6210,note_on,,450,0,6,,,,,,,,,,,,5,53,0,,,,
6210,note_on,,0,0,6,,,,,,,,,,,,5,65,0,,,,
6232,note_on,,480,0,8,,,,,,,,,,,,7,75,127,,,,
6240,note_on,,480,0,11,,,,,,,,,,,,11,45,100,,,,
6240,note_on,,480,0,12,,,,,,,,,,,,12,33,90,,,,
6240,note_on,,480,0,4,,,,,,,,,,,,3,45,100,,,,
6262,note_on,,30,0,8,,,,,,,,,,,,7,77,0,,,,
6270,note_on,,30,0,12,,,,,,,,,,,,12,29,0,,,,
6270,note_on,,30,0,4,,,,,,,,,,,,3,41,0,,,,
6270,note_on,,30,0,11,,,,,,,,,,,,11,41,0,,,,
6442,note_on,,180,0,8,,,,,,,,,,,,7,75,0,,,,
6447,note_on,,690,0,9,,,,,,,,,,,,8,60,0,,,,
6447,note_on,,0,0,9,,,,,,,,,,,,8,63,0,,,,
6450,note_on,,690,0,3,,,,,,,,,,,,2,60,0,,,,
6450,note_on,,690,0,2,,,,,,,,,,,,1,72,0,,,,
6450,note_on,,690,0,10,,,,,,,,,,,,10,53,0,,,,
6450,note_on,,0,0,2,,,,,,,,,,,,1,75,0,,,,
6450,note_on,,0,0,3,,,,,,,,,,,,2,63,0,,,,
6450,note_on,,0,0,5,,,,,,,,,,,,4,60,0,,,,
6450,note_on,,690,0,5,,,,,,,,,,,,4,53,0,,,,
6450,note_on,,690,0,1,,,,,,,,,,,,0,81,0,,,,
6710,note_on,,510,0,7,,,,,,,,,,,,6,41,100,,,,
6712,note_on,,270,0,8,,,,,,,,,,,,7,72,127,,,,
6717,note_on,,0,0,9,,,,,,,,,,,,8,63,127,,,,
6717,note_on,,270,0,9,,,,,,,,,,,,8,60,127,,,,
6720,note_on,,0,0,2,,,,,,,,,,,,1,75,110,,,,
6720,note_on,,0,0,3,,,,,,,,,,,,2,63,110,,,,
6720,note_on,,270,0,3,,,,,,,,,,,,2,60,110,,,,
6720,note_on,,270,0,10,,,,,,,,,,,,10,53,127,,,,
6720,note_on,,450,0,4,,,,,,,,,,,,3,48,100,,,,
6720,text,,6720,1,17,,,,,,,,,,,,,,,,,,
6720,text,,6720,1,14,,,,,,,,,,,,,,,,,,
6720,note_on,,450,0,11,,,,,,,,,,,,11,48,100,,,,
6720,note_on,,270,0,2,,,,,,,,,,,,1,72,110,,,,
6720,end_of_track,,0,1,14,,,,,,,,,,,,,,,,,,
6720,text,,6720,1,16,,,,,,,,,,,,,,,,,,
6720,end_of_track,,0,1,16,,,,,,,,,,,,,,,,,,
6720,note_on,,0,0,6,,,,,,,,,,,,5,65,120,,,,
6720,note_on,,510,0,6,,,,,,,,,,,,5,53,120,,,,
6720,note_on,,0,0,5,,,,,,,,,,,,4,60,70,,,,
6720,text,,6720,1,15,,,,,,,,,,,,,,,,,,
6720,note_on,,450,0,12,,,,,,,,,,,,12,36,90,,,,
6720,end_of_track,,0,1,15,,,,,,,,,,,,,,,,,,
6720,text,,6720,1,18,,,,,,,,,,,,,,,,,,
6720,note_on,,270,0,5,,,,,,,,,,,,4,53,70,,,,
6720,end_of_track,,0,1,17,,,,,,,,,,,,,,,,,,
6720,end_of_track,,0,1,18,,,,,,,,,,,,,,,,,,
6720,note_on,,270,0,1,,,,,,,,,,,,0,81,110,,,,
6750,note_on,,30,0,12,,,,,,,,,,,,12,33,0,,,,
6750,note_on,,30,0,4,,,,,,,,,,,,3,45,0,,,,
6750,note_on,,30,0,11,,,,,,,,,,,,11,45,0,,,,
6862,note_on,,150,0,8,,,,,,,,,,,,7,72,0,,,,
6867,note_on,,0,0,9,,,,,,,,,,,,8,63,0,,,,
6867,note_on,,150,0,9,,,,,,,,,,,,8,60,0,,,,
6870,note_on,,0,0,5,,,,,,,,,,,,4,60,0,,,,
6870,note_on,,150,0,5,,,,,,,,,,,,4,53,0,,,,
6870,note_on,,120,0,12,,,,,,,,,,,,12,36,0,,,,
6870,note_on,,150,0,6,,,,,,,,,,,,5,53,0,,,,
6870,note_on,,0,0,6,,,,,,,,,,,,5,65,0,,,,
6870,note_on,,120,0,11,,,,,,,,,,,,11,48,0,,,,
6870,note_on,,150,0,10,,,,,,,,,,,,10,53,0,,,,
6930,note_on,,210,0,1,,,,,,,,,,,,0,81,0,,,,
