tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,key,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,control,value,note,velocity
23820,control_change,,1,0,10,,,,,,,,,,,,,,,6,11,104,,
23820,control_change,,15,0,9,,,,,,,,,,,,,,,5,11,106,,
23830,control_change,,17,0,8,,,,,,,,,,,,,,,4,11,106,,
23835,control_change,,15,0,9,,,,,,,,,,,,,,,5,11,109,,
23835,control_change,,15,0,7,,,,,,,,,,,,,,,3,11,109,,
23840,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,106,,
23848,control_change,,18,0,8,,,,,,,,,,,,,,,4,11,109,,
23850,control_change,,15,0,7,,,,,,,,,,,,,,,3,11,112,,
23850,control_change,,15,0,9,,,,,,,,,,,,,,,5,11,112,,
23860,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,109,,
23865,control_change,,15,0,9,,,,,,,,,,,,,,,5,11,114,,
23865,control_change,,17,0,8,,,,,,,,,,,,,,,4,11,112,,
23865,control_change,,15,0,7,,,,,,,,,,,,,,,3,11,114,,
23879,note_on,,14,0,9,,,,,,,,,,,,,,,5,,,77,0
23879,note_on,,19,0,10,,,,,,,,,,,,,,,6,,,58,0
23879,note_on,,14,0,8,,,,,,,,,,,,,,,4,,,55,0
23879,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,70,0
23879,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,70,0
23879,note_on,,14,0,7,,,,,,,,,,,,,,,3,,,77,0
23880,control_change,,1,0,10,,,,,,,,,,,,,,,6,11,112,,
23880,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,72,64
23880,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,75,64
23880,control_change,,1,0,7,,,,,,,,,,,,,,,3,11,117,,
23880,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,72,64
23880,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,75,64
23880,control_change,,1,0,9,,,,,,,,,,,,,,,5,11,117,,
23880,note_on,,1,0,8,,,,,,,,,,,,,,,4,,,57,64
23883,control_change,,3,0,8,,,,,,,,,,,,,,,4,11,114,,
23895,control_change,,15,0,9,,,,,,,,,,,,,,,5,11,119,,
23895,control_change,,15,0,7,,,,,,,,,,,,,,,3,11,119,,
23900,control_change,,17,0,8,,,,,,,,,,,,,,,4,11,117,,
23900,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,114,,
23910,control_change,,15,0,9,,,,,,,,,,,,,,,5,11,122,,
23910,control_change,,15,0,7,,,,,,,,,,,,,,,3,11,122,,
23918,control_change,,18,0,8,,,,,,,,,,,,,,,4,11,119,,
23920,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,117,,
23925,control_change,,15,0,7,,,,,,,,,,,,,,,3,11,124,,
23925,control_change,,15,0,9,,,,,,,,,,,,,,,5,11,124,,
23935,control_change,,17,0,8,,,,,,,,,,,,,,,4,11,122,,
23939,note_on,,14,0,7,,,,,,,,,,,,,,,3,,,75,0
23940,note_on,,1,0,7,,,,,,,,,,,,,,,3,,,79,64
23940,control_change,,0,0,10,,,,,,,,,,,,,,,6,11,119,,
23940,note_on,,20,0,10,,,,,,,,,,,,,,,6,,,63,64
23953,control_change,,18,0,8,,,,,,,,,,,,,,,4,11,124,,
23960,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,122,,
23969,note_on,,29,0,7,,,,,,,,,,,,,,,3,,,79,0
23970,note_on,,1,0,7,,,,,,,,,,,,,,,3,,,75,64
23980,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,124,,
23999,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,75,0
23999,note_on,,29,0,7,,,,,,,,,,,,,,,3,,,72,0
23999,note_on,,19,0,10,,,,,,,,,,,,,,,6,,,63,0
23999,note_on,,46,0,8,,,,,,,,,,,,,,,4,,,48,0
24000,control_change,,1,0,10,,,,,,,,,,,,,,,6,11,127,,
24000,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,75,64
24000,note_on,,1,0,7,,,,,,,,,,,,,,,3,,,72,64
24000,control_change,,0,0,8,,,,,,,,,,,,,,,4,11,127,,
24000,note_on,,1,0,8,,,,,,,,,,,,,,,4,,,53,64
24000,control_change,,75,0,9,,,,,,,,,,,,,,,5,11,127,,
24000,control_change,,0,0,7,,,,,,,,,,,,,,,3,11,127,,
24010,control_change,,10,0,9,,,,,,,,,,,,,,,5,11,124,,
24010,control_change,,10,0,8,,,,,,,,,,,,,,,4,11,124,,
24020,control_change,,10,0,8,,,,,,,,,,,,,,,4,11,122,,
24020,control_change,,10,0,9,,,,,,,,,,,,,,,5,11,122,,
24020,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,122,,
24020,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,122,,
24030,control_change,,10,0,9,,,,,,,,,,,,,,,5,11,119,,
24030,control_change,,10,0,8,,,,,,,,,,,,,,,4,11,119,,
24030,control_change,,290,0,13,,,,,,,,,,,,,,,11,11,96,,
24030,note_on,,0,0,13,,,,,,,,,,,,,,,11,,,75,56
24040,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,117,,
24040,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,117,,
24040,control_change,,10,0,8,,,,,,,,,,,,,,,4,11,117,,
24040,control_change,,10,0,9,,,,,,,,,,,,,,,5,11,117,,
24050,control_change,,10,0,9,,,,,,,,,,,,,,,5,11,114,,
24050,control_change,,10,0,8,,,,,,,,,,,,,,,4,11,114,,
24059,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,75,0
24059,note_on,,0,0,8,,,,,,,,,,,,,,,4,,,53,0
24059,note_on,,19,0,7,,,,,,,,,,,,,,,3,,,72,0
24059,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,75,0
24059,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,72,0
24059,note_on,,9,0,9,,,,,,,,,,,,,,,5,,,75,0
24059,note_on,,9,0,8,,,,,,,,,,,,,,,4,,,57,0
24060,control_change,,1,0,7,,,,,,,,,,,,,,,3,11,112,,
24060,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,70,64
24060,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,74,64
24060,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,74,56
24060,note_on,,301,0,15,,,,,,,,,,,,,,,13,,,58,64
24060,control_change,,361,0,16,,,,,,,,,,,,,,,14,11,80,,
24060,note_on,,0,0,10,,,,,,,,,,,,,,,6,,,62,64
24060,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,112,,
24060,control_change,,361,0,14,,,,,,,,,,,,,,,12,11,80,,
24060,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,58,64
24060,note_on,,0,0,8,,,,,,,,,,,,,,,4,,,58,64
24060,control_change,,1,0,8,,,,,,,,,,,,,,,4,11,112,,
24060,note_on,,0,0,8,,,,,,,,,,,,,,,4,,,55,64
24060,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,70,64
24060,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,74,64
24060,control_change,,0,0,15,,,,,,,,,,,,,,,13,11,80,,
24060,note_on,,0,0,16,,,,,,,,,,,,,,,14,,,55,64
24060,control_change,,1,0,9,,,,,,,,,,,,,,,5,11,112,,
24070,control_change,,10,0,8,,,,,,,,,,,,,,,4,11,109,,
24070,control_change,,10,0,9,,,,,,,,,,,,,,,5,11,109,,
24080,control_change,,10,0,8,,,,,,,,,,,,,,,4,11,106,,
24080,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,106,,
24080,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,106,,
24080,control_change,,10,0,9,,,,,,,,,,,,,,,5,11,106,,
24089,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,74,0
24090,control_change,,10,0,8,,,,,,,,,,,,,,,4,11,104,,
24090,control_change,,10,0,9,,,,,,,,,,,,,,,5,11,104,,
24090,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,70,56
24100,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,101,,
24100,control_change,,10,0,9,,,,,,,,,,,,,,,5,11,101,,
24100,control_change,,10,0,8,,,,,,,,,,,,,,,4,11,101,,
24100,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,101,,
24110,control_change,,10,0,9,,,,,,,,,,,,,,,5,11,99,,
24110,control_change,,10,0,8,,,,,,,,,,,,,,,4,11,99,,
24119,note_on,,19,0,7,,,,,,,,,,,,,,,3,,,70,0
24119,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,74,0
24119,note_on,,0,0,8,,,,,,,,,,,,,,,4,,,55,0
24119,note_on,,59,0,14,,,,,,,,,,,,,,,12,,,58,0
24119,note_on,,59,0,15,,,,,,,,,,,,,,,13,,,58,0
24119,note_on,,59,0,16,,,,,,,,,,,,,,,14,,,55,0
24119,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,74,0
24119,note_on,,9,0,9,,,,,,,,,,,,,,,5,,,70,0
24119,note_on,,9,0,8,,,,,,,,,,,,,,,4,,,58,0
24119,note_on,,19,0,10,,,,,,,,,,,,,,,6,,,62,0
24119,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,70,0
24120,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,67,64
24120,control_change,,0,0,7,,,,,,,,,,,,,,,3,11,96,,
24120,note_on,,1,0,7,,,,,,,,,,,,,,,3,,,67,64
24120,note_on,,1,0,10,,,,,,,,,,,,,,,6,,,67,64
24120,control_change,,0,0,10,,,,,,,,,,,,,,,6,11,96,,
24120,control_change,,0,0,16,,,,,,,,,,,,,,,14,11,80,,
24120,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,51,64
24120,note_on,,0,0,15,,,,,,,,,,,,,,,13,,,55,64
24120,control_change,,1,0,15,,,,,,,,,,,,,,,13,11,80,,
24120,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,70,64
24120,control_change,,0,0,14,,,,,,,,,,,,,,,12,11,80,,
24120,note_on,,0,0,15,,,,,,,,,,,,,,,13,,,51,64
24120,note_on,,1,0,9,,,,,,,,,,,,,,,5,,,70,64
24120,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,75,64
24120,control_change,,0,0,9,,,,,,,,,,,,,,,5,11,96,,
24120,control_change,,1,0,13,,,,,,,,,,,,,,,11,11,80,,
24120,note_on,,0,0,13,,,,,,,,,,,,,,,11,,,79,64
24149,note_on,,29,0,10,,,,,,,,,,,,,,,6,,,67,0
24150,note_on,,1,0,10,,,,,,,,,,,,,,,6,,,63,64
24170,control_change,,50,0,16,,,,,,,,,,,,,,,14,11,84,,
24170,control_change,,50,0,14,,,,,,,,,,,,,,,12,11,84,,
24170,control_change,,50,0,7,,,,,,,,,,,,,,,3,11,99,,
24170,control_change,,50,0,9,,,,,,,,,,,,,,,5,11,99,,
24170,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,99,,
24170,control_change,,50,0,13,,,,,,,,,,,,,,,11,11,84,,
24170,control_change,,50,0,15,,,,,,,,,,,,,,,13,11,84,,
24179,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,75,0
24179,note_on,,9,0,10,,,,,,,,,,,,,,,6,,,63,0
24179,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,67,0
24179,note_on,,9,0,16,,,,,,,,,,,,,,,14,,,51,0
24179,note_on,,9,0,14,,,,,,,,,,,,,,,12,,,70,0
24179,note_on,,9,0,9,,,,,,,,,,,,,,,5,,,70,0
24180,note_on,,1,0,9,,,,,,,,,,,,,,,5,,,70,64
24180,note_on,,1,0,10,,,,,,,,,,,,,,,6,,,58,64
24180,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,75,64
24180,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,70,64
24180,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,67,64
24180,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,51,64
24209,note_on,,29,0,10,,,,,,,,,,,,,,,6,,,58,0
24210,note_on,,1,0,10,,,,,,,,,,,,,,,6,,,55,64
24220,control_change,,40,0,9,,,,,,,,,,,,,,,5,11,101,,
24220,control_change,,50,0,13,,,,,,,,,,,,,,,11,11,88,,
24220,control_change,,40,0,16,,,,,,,,,,,,,,,14,11,88,,
24220,control_change,,10,0,10,,,,,,,,,,,,,,,6,11,101,,
24220,control_change,,40,0,14,,,,,,,,,,,,,,,12,11,88,,
24220,control_change,,50,0,15,,,,,,,,,,,,,,,13,11,88,,
24220,control_change,,50,0,7,,,,,,,,,,,,,,,3,11,101,,
24239,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,70,0
24239,note_on,,19,0,14,,,,,,,,,,,,,,,12,,,67,0
24239,note_on,,19,0,16,,,,,,,,,,,,,,,14,,,51,0
24239,note_on,,19,0,9,,,,,,,,,,,,,,,5,,,70,0
24239,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,75,0
24239,note_on,,19,0,10,,,,,,,,,,,,,,,6,,,55,0
24240,note_on,,1,0,9,,,,,,,,,,,,,,,5,,,70,64
24240,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,70,64
24240,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,67,64
24240,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,75,64
24240,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,51,64
24240,note_on,,1,0,10,,,,,,,,,,,,,,,6,,,51,64
24240,note_on,,20,0,7,,,,,,,,,,,,,,,3,,,70,64
24269,note_on,,29,0,10,,,,,,,,,,,,,,,6,,,51,0
24270,control_change,,50,0,13,,,,,,,,,,,,,,,11,11,92,,
24270,control_change,,30,0,9,,,,,,,,,,,,,,,5,11,104,,
24270,control_change,,1,0,10,,,,,,,,,,,,,,,6,11,104,,
24270,control_change,,30,0,7,,,,,,,,,,,,,,,3,11,104,,
24270,control_change,,30,0,16,,,,,,,,,,,,,,,14,11,92,,
24270,control_change,,50,0,15,,,,,,,,,,,,,,,13,11,92,,
24270,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,92,,
24299,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,75,0
24299,note_on,,29,0,9,,,,,,,,,,,,,,,5,,,70,0
24299,note_on,,29,0,14,,,,,,,,,,,,,,,12,,,67,0
24299,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,70,0
24299,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,79,0
24300,note_on,,30,0,10,,,,,,,,,,,,,,,6,,,67,64
24300,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,58,64
24300,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,55,64
24320,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,106,,
24320,control_change,,20,0,13,,,,,,,,,,,,,,,11,11,96,,
24320,control_change,,50,0,16,,,,,,,,,,,,,,,14,11,96,,
24320,control_change,,50,0,7,,,,,,,,,,,,,,,3,11,106,,
24320,control_change,,21,0,9,,,,,,,,,,,,,,,5,11,106,,
24320,control_change,,50,0,15,,,,,,,,,,,,,,,13,11,96,,
24320,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,96,,
24329,note_on,,9,0,10,,,,,,,,,,,,,,,6,,,67,0
24359,note_on,,39,0,16,,,,,,,,,,,,,,,14,,,51,0
24359,note_on,,39,0,14,,,,,,,,,,,,,,,12,,,58,0
24360,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,70,64
24360,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,67,64
24370,control_change,,50,0,9,,,,,,,,,,,,,,,5,11,109,,
24370,control_change,,41,0,10,,,,,,,,,,,,,,,6,11,109,,
24370,control_change,,11,0,16,,,,,,,,,,,,,,,14,11,100,,
24370,control_change,,10,0,14,,,,,,,,,,,,,,,12,11,100,,
24370,control_change,,50,0,7,,,,,,,,,,,,,,,3,11,109,,
24370,control_change,,50,0,15,,,,,,,,,,,,,,,13,11,100,,
24370,control_change,,50,0,13,,,,,,,,,,,,,,,11,11,100,,
24389,note_on,,19,0,13,,,,,,,,,,,,,,,11,,,55,0
24390,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,67,64
24419,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,67,0
24420,note_on,,50,0,9,,,,,,,,,,,,,,,5,,,75,64
24420,control_change,,1,0,13,,,,,,,,,,,,,,,11,11,104,,
24420,note_on,,50,0,16,,,,,,,,,,,,,,,14,,,63,64
24420,control_change,,0,0,9,,,,,,,,,,,,,,,5,11,112,,
24420,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,70,64
24420,note_on,,50,0,10,,,,,,,,,,,,,,,6,,,67,64
24420,control_change,,0,0,16,,,,,,,,,,,,,,,14,11,104,,
24420,control_change,,50,0,7,,,,,,,,,,,,,,,3,11,112,,
24420,note_on,,0,0,13,,,,,,,,,,,,,,,11,,,79,64
24420,control_change,,50,0,14,,,,,,,,,,,,,,,12,11,104,,
24420,control_change,,50,0,15,,,,,,,,,,,,,,,13,11,104,,
24420,control_change,,0,0,10,,,,,,,,,,,,,,,6,11,112,,
24449,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,79,0
24449,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,70,0
24449,note_on,,29,0,9,,,,,,,,,,,,,,,5,,,75,0
24449,note_on,,29,0,10,,,,,,,,,,,,,,,6,,,67,0
24450,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,79,64
24470,control_change,,20,0,13,,,,,,,,,,,,,,,11,11,107,,
24470,control_change,,21,0,9,,,,,,,,,,,,,,,5,11,114,,
24470,control_change,,50,0,7,,,,,,,,,,,,,,,3,11,114,,
24470,control_change,,50,0,14,,,,,,,,,,,,,,,12,11,107,,
24470,control_change,,21,0,10,,,,,,,,,,,,,,,6,11,114,,
24470,control_change,,50,0,15,,,,,,,,,,,,,,,13,11,107,,
24470,control_change,,50,0,16,,,,,,,,,,,,,,,14,11,107,,
24479,note_on,,0,0,15,,,,,,,,,,,,,,,13,,,51,0
24479,note_on,,9,0,16,,,,,,,,,,,,,,,14,,,63,0
24479,note_on,,9,0,7,,,,,,,,,,,,,,,3,,,67,0
24479,note_on,,9,0,14,,,,,,,,,,,,,,,12,,,67,0
24479,note_on,,9,0,13,,,,,,,,,,,,,,,11,,,79,0
24479,note_on,,9,0,15,,,,,,,,,,,,,,,13,,,55,0
24479,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,70,0
24480,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,64,64
24480,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,72,64
24480,note_on,,0,0,15,,,,,,,,,,,,,,,13,,,52,64
24480,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,55,64
24480,note_on,,1,0,7,,,,,,,,,,,,,,,3,,,58,64
24480,note_on,,10,0,9,,,,,,,,,,,,,,,5,,,70,64
24480,note_on,,10,0,10,,,,,,,,,,,,,,,6,,,67,64
24480,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,79,64
24509,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,79,0
24510,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,67,64
24520,control_change,,40,0,7,,,,,,,,,,,,,,,3,11,117,,
24520,control_change,,40,0,15,,,,,,,,,,,,,,,13,11,111,,
24520,control_change,,40,0,16,,,,,,,,,,,,,,,14,11,111,,
24520,control_change,,40,0,10,,,,,,,,,,,,,,,6,11,117,,
24520,control_change,,41,0,14,,,,,,,,,,,,,,,12,11,111,,
24520,control_change,,40,0,9,,,,,,,,,,,,,,,5,11,117,,
24520,control_change,,10,0,13,,,,,,,,,,,,,,,11,11,111,,
24539,note_on,,19,0,10,,,,,,,,,,,,,,,6,,,67,0
24539,note_on,,19,0,13,,,,,,,,,,,,,,,11,,,67,0
24540,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,79,64
24540,note_on,,20,0,14,,,,,,,,,,,,,,,12,,,58,64
24569,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,79,0
24570,control_change,,30,0,14,,,,,,,,,,,,,,,12,11,115,,
24570,control_change,,50,0,9,,,,,,,,,,,,,,,5,11,119,,
24570,control_change,,31,0,10,,,,,,,,,,,,,,,6,11,119,,
24570,control_change,,50,0,15,,,,,,,,,,,,,,,13,11,115,,
24570,control_change,,50,0,16,,,,,,,,,,,,,,,14,11,115,,
24570,control_change,,50,0,7,,,,,,,,,,,,,,,3,11,119,,
24570,control_change,,1,0,13,,,,,,,,,,,,,,,11,11,115,,
24570,note_on,,0,0,13,,,,,,,,,,,,,,,11,,,79,64
24599,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,79,0
24599,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,58,0
24599,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,72,0
24599,note_on,,29,0,7,,,,,,,,,,,,,,,3,,,70,0
24599,note_on,,29,0,16,,,,,,,,,,,,,,,14,,,64,0
24599,note_on,,29,0,9,,,,,,,,,,,,,,,5,,,70,0
24599,note_on,,29,0,14,,,,,,,,,,,,,,,12,,,58,0
24600,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,64,64
24600,note_on,,1,0,14,,,,,,,,,,,,,,,12,,,72,64
24600,note_on,,1,0,7,,,,,,,,,,,,,,,3,,,72,64
24600,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,60,64
24600,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,79,64
24620,control_change,,21,0,9,,,,,,,,,,,,,,,5,11,122,,
24620,control_change,,50,0,15,,,,,,,,,,,,,,,13,11,119,,
24620,control_change,,20,0,13,,,,,,,,,,,,,,,11,11,119,,
24620,control_change,,50,0,10,,,,,,,,,,,,,,,6,11,122,,
24620,control_change,,20,0,7,,,,,,,,,,,,,,,3,11,122,,
24620,control_change,,20,0,14,,,,,,,,,,,,,,,12,11,119,,
24620,control_change,,21,0,16,,,,,,,,,,,,,,,14,11,119,,
24629,note_on,,9,0,13,,,,,,,,,,,,,,,11,,,79,0
24630,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,79,64
24659,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,79,0
24660,note_on,,40,0,10,,,,,,,,,,,,,,,6,,,67,64
24660,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,72,64
24660,note_on,,40,0,9,,,,,,,,,,,,,,,5,,,70,64
24660,note_on,,40,0,16,,,,,,,,,,,,,,,14,,,52,64
24660,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,81,64
24670,control_change,,10,0,10,,,,,,,,,,,,,,,6,11,124,,
24670,control_change,,10,0,16,,,,,,,,,,,,,,,14,11,123,,
24670,control_change,,50,0,7,,,,,,,,,,,,,,,3,11,124,,
24670,control_change,,50,0,14,,,,,,,,,,,,,,,12,11,123,,
24670,control_change,,10,0,9,,,,,,,,,,,,,,,5,11,124,,
24670,control_change,,50,0,15,,,,,,,,,,,,,,,13,11,123,,
24670,control_change,,10,0,13,,,,,,,,,,,,,,,11,11,123,,
24689,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,72,0
24689,note_on,,19,0,10,,,,,,,,,,,,,,,6,,,67,0
24689,note_on,,19,0,9,,,,,,,,,,,,,,,5,,,70,0
24689,note_on,,19,0,13,,,,,,,,,,,,,,,11,,,81,0
24690,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,82,64
24719,note_on,,49,0,16,,,,,,,,,,,,,,,14,,,52,0
24719,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,64,0
24719,note_on,,49,0,14,,,,,,,,,,,,,,,12,,,72,0
24719,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,82,0
24720,control_change,,0,0,10,,,,,,,,,,,,,,,6,11,127,,
24720,note_on,,1,0,16,,,,,,,,,,,,,,,14,,,52,64
24720,control_change,,0,0,16,,,,,,,,,,,,,,,14,11,127,,
24720,control_change,,50,0,7,,,,,,,,,,,,,,,3,11,127,,
24720,note_on,,31,0,10,,,,,,,,,,,,,,,6,,,67,64
24720,control_change,,50,0,15,,,,,,,,,,,,,,,13,11,127,,
24720,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,70,64
24720,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,72,64
24720,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,82,64
24720,control_change,,31,0,9,,,,,,,,,,,,,,,5,11,127,,
24735,control_change,,15,0,7,,,,,,,,,,,,,,,3,11,124,,
24738,control_change,,18,0,15,,,,,,,,,,,,,,,13,11,124,,
24740,control_change,,20,0,9,,,,,,,,,,,,,,,5,11,124,,
24740,control_change,,20,0,16,,,,,,,,,,,,,,,14,11,124,,
24740,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,124,,
24749,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,82,0
24749,note_on,,9,0,9,,,,,,,,,,,,,,,5,,,72,0
24749,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,70,0
24749,note_on,,9,0,10,,,,,,,,,,,,,,,6,,,67,0
24750,control_change,,1,0,13,,,,,,,,,,,,,,,11,11,127,,
24750,note_on,,0,0,13,,,,,,,,,,,,,,,11,,,82,64
24750,control_change,,15,0,7,,,,,,,,,,,,,,,3,11,122,,
24755,control_change,,17,0,15,,,,,,,,,,,,,,,13,11,122,,
24760,control_change,,11,0,9,,,,,,,,,,,,,,,5,11,122,,
24760,control_change,,11,0,10,,,,,,,,,,,,,,,6,11,122,,
24760,control_change,,20,0,16,,,,,,,,,,,,,,,14,11,122,,
24765,control_change,,15,0,7,,,,,,,,,,,,,,,3,11,119,,
24770,control_change,,20,0,13,,,,,,,,,,,,,,,11,11,124,,
24773,control_change,,18,0,15,,,,,,,,,,,,,,,13,11,119,,
24779,note_on,,19,0,16,,,,,,,,,,,,,,,14,,,52,0
24779,note_on,,6,0,15,,,,,,,,,,,,,,,13,,,55,0
24779,note_on,,14,0,7,,,,,,,,,,,,,,,3,,,72,0
24779,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,60,0
24779,note_on,,9,0,13,,,,,,,,,,,,,,,11,,,82,0
24779,note_on,,0,0,15,,,,,,,,,,,,,,,13,,,52,0
24780,note_on,,0,0,14,,,,,,,,,,,,,,,12,,,62,64
24780,control_change,,1,0,16,,,,,,,,,,,,,,,14,11,119,,
24780,note_on,,0,0,16,,,,,,,,,,,,,,,14,,,53,64
24780,note_on,,61,0,14,,,,,,,,,,,,,,,12,,,65,64
24780,note_on,,1,0,7,,,,,,,,,,,,,,,3,,,62,64
24780,note_on,,0,0,10,,,,,,,,,,,,,,,6,,,65,64
24780,note_on,,0,0,7,,,,,,,,,,,,,,,3,,,74,64
24780,control_change,,20,0,9,,,,,,,,,,,,,,,5,11,119,,
24780,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,70,64
24780,note_on,,0,0,9,,,,,,,,,,,,,,,5,,,74,64
24780,control_change,,0,0,7,,,,,,,,,,,,,,,3,11,117,,
24780,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,119,,
24780,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,58,64
24780,control_change,,0,0,14,,,,,,,,,,,,,,,12,11,127,,
24780,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,81,64
24780,note_on,,0,0,15,,,,,,,,,,,,,,,13,,,53,64
24790,control_change,,10,0,15,,,,,,,,,,,,,,,13,11,117,,
24790,control_change,,10,0,13,,,,,,,,,,,,,,,11,11,122,,
24795,control_change,,15,0,7,,,,,,,,,,,,,,,3,11,114,,
24800,control_change,,20,0,9,,,,,,,,,,,,,,,5,11,117,,
24800,control_change,,20,0,10,,,,,,,,,,,,,,,6,11,117,,
24800,control_change,,20,0,16,,,,,,,,,,,,,,,14,11,117,,
