tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,note,velocity
10752,note_off,,,,,128,0,1,,,,,1,,69,64
10752,note_off,,,,,0,0,1,,,,,1,,66,64
10752,note_on,,,,,0,0,1,,,,,1,,56,50
10752,note_on,,,,,0,0,1,,,,,1,,68,65
10880,note_on,,,,,0,0,1,,,,,1,,59,50
10880,note_off,,,,,128,0,1,,,,,1,,56,64
11008,note_off,,,,,128,0,1,,,,,1,,59,64
11008,note_on,,,,,0,0,1,,,,,1,,64,50
11136,note_on,,,,,0,0,1,,,,,1,,56,50
11136,note_off,,,,,128,0,1,,,,,1,,64,64
11264,note_on,,,,,0,0,1,,,,,1,,59,50
11264,note_off,,,,,128,0,1,,,,,1,,56,64
11392,note_on,,,,,0,0,1,,,,,1,,64,50
11392,note_off,,,,,128,0,1,,,,,1,,59,64
11520,note_on,,,,,0,0,1,,,,,1,,66,60
11520,note_on,,,,,0,0,1,,,,,1,,57,60
11520,note_on,,,,,0,0,2,,,,,2,,47,50
11520,note_on,,,,,0,0,2,,,,,2,,35,50
11520,note_off,,,,,0,0,2,,,,,2,,35,64
11520,note_off,,,,,0,0,1,,,,,1,,64,64
11520,note_off,,,,,128,0,1,,,,,1,,68,64
11520,note_off,,,,,768,0,2,,,,,2,,47,64
11648,note_on,,,,,128,0,1,,,,,1,,59,62
11776,note_on,,,,,0,0,1,,,,,1,,63,65
11776,note_off,,,,,128,0,1,,,,,1,,57,64
11904,note_on,,,,,0,0,1,,,,,1,,71,67
11904,note_on,,,,,0,0,1,,,,,1,,57,67
11904,note_off,,,,,0,0,1,,,,,1,,59,64
11904,note_off,,,,,128,0,1,,,,,1,,66,64
12032,note_on,,,,,0,0,1,,,,,1,,59,70
12032,note_off,,,,,128,0,1,,,,,1,,63,64
12160,note_on,,,,,0,0,1,,,,,1,,63,72
12160,note_off,,,,,128,0,1,,,,,1,,57,64
12288,note_on,,,,,0,0,1,,,,,1,,64,75
12288,note_on,,,,,0,0,1,,,,,1,,56,75
12288,note_off,,,,,0,0,1,,,,,1,,59,64
12288,note_off,,,,,128,0,1,,,,,1,,71,64
12288,note_off,,,,,768,0,2,,,,,2,,35,64
12288,note_off,,,,,0,0,1,,,,,1,,63,64
12288,note_on,,,,,0,0,2,,,,,2,,40,50
12288,note_on,,,,,0,0,2,,,,,2,,52,50
12288,note_off,,,,,0,0,2,,,,,2,,47,64
12416,note_off,,,,,128,0,1,,,,,1,,56,64
12416,note_on,,,,,0,0,1,,,,,1,,59,73
12544,note_off,,,,,128,0,1,,,,,1,,59,64
12544,note_on,,,,,0,0,1,,,,,1,,64,71
12672,note_off,,,,,128,0,1,,,,,1,,64,64
12672,note_off,,,,,0,0,1,,,,,1,,64,64
12672,note_on,,,,,0,0,1,,,,,1,,56,50
12800,note_on,,,,,128,0,1,,,,,1,,59,50
12928,note_on,,,,,128,0,1,,,,,1,,64,50
13056,note_off,,,,,128,0,1,,,,,1,,56,64
13056,note_on,,,,,0,0,1,,,,,1,,56,50
13184,note_on,,,,,0,0,1,,,,,1,,59,50
13184,note_off,,,,,128,0,1,,,,,1,,59,64
13312,note_off,,,,,128,0,1,,,,,1,,64,64
13312,note_on,,,,,0,0,1,,,,,1,,64,50
13440,note_off,,,,,128,0,1,,,,,1,,56,64
13440,note_on,,,,,0,0,1,,,,,1,,56,50
13568,note_on,,,,,0,0,1,,,,,1,,59,50
13568,note_off,,,,,128,0,1,,,,,1,,59,64
13696,note_off,,,,,128,0,1,,,,,1,,64,64
13696,note_on,,,,,0,0,1,,,,,1,,64,50
13824,note_off,,,,,0,0,2,,,,,2,,40,64
13824,note_on,,,,,0,0,2,,,,,2,,40,50
13824,note_on,,,,,0,0,1,,,,,1,,55,50
13824,note_off,,,,,128,0,1,,,,,1,,56,64
13824,note_off,,,,,1536,0,2,,,,,2,,52,64
13824,note_on,,,,,0,0,2,,,,,2,,52,50
13952,note_on,,,,,0,0,1,,,,,1,,59,50
13952,note_off,,,,,128,0,1,,,,,1,,59,64
14080,note_on,,,,,0,0,1,,,,,1,,64,50
14080,note_off,,,,,128,0,1,,,,,1,,64,64
14208,note_on,,,,,0,0,1,,,,,1,,55,50
14208,note_off,,,,,128,0,1,,,,,1,,55,64
14336,note_on,,,,,0,0,1,,,,,1,,59,50
14336,note_off,,,,,128,0,1,,,,,1,,59,64
14464,note_on,,,,,0,0,1,,,,,1,,64,50
14464,note_off,,,,,128,0,1,,,,,1,,64,64
14592,note_off,,,,,128,0,1,,,,,1,,55,64
14592,note_on,,,,,0,0,1,,,,,1,,55,50
14720,note_off,,,,,128,0,1,,,,,1,,59,64
14720,note_on,,,,,0,0,1,,,,,1,,59,50
14848,note_off,,,,,128,0,1,,,,,1,,64,64
14848,note_on,,,,,0,0,1,,,,,1,,64,50
14976,note_on,,,,,0,0,1,,,,,1,,55,50
14976,note_on,,,,,0,0,1,,,,,1,,67,65
14976,note_off,,,,,128,0,1,,,,,1,,55,64
15104,note_on,,,,,0,0,1,,,,,1,,59,50
15104,note_off,,,,,0,0,1,,,,,1,,55,64
15104,note_off,,,,,128,0,1,,,,,1,,59,64
15232,note_off,,,,,0,0,1,,,,,1,,59,64
15232,note_on,,,,,0,0,1,,,,,1,,64,50
15232,note_off,,,,,128,0,1,,,,,1,,64,64
15264,note_on,,,,,0,0,1,,,,,1,,67,65
15264,note_off,,,,,32,0,1,,,,,1,,67,64
15360,note_off,,,,,96,0,1,,,,,1,,64,64
15360,note_off,,,,,0,0,1,,,,,1,,67,64
15360,note_on,,,,,0,0,1,,,,,1,,55,50
15360,note_on,,,,,0,0,1,,,,,1,,67,65
15360,note_off,,,,,0,0,2,,,,,2,,40,64
15360,note_on,,,,,0,0,2,,,,,2,,38,50
15360,note_on,,,,,0,0,2,,,,,2,,50,50
15360,note_off,,,,,1536,0,2,,,,,2,,52,64
15488,note_off,,,,,128,0,1,,,,,1,,55,64
15488,note_on,,,,,0,0,1,,,,,1,,59,50
15616,note_off,,,,,128,0,1,,,,,1,,59,64
15616,note_on,,,,,0,0,1,,,,,1,,65,50
15744,note_off,,,,,128,0,1,,,,,1,,65,64
15744,note_on,,,,,0,0,1,,,,,1,,55,50
15872,note_off,,,,,128,0,1,,,,,1,,55,64
15872,note_on,,,,,0,0,1,,,,,1,,59,50
16000,note_on,,,,,0,0,1,,,,,1,,65,50
16000,note_off,,,,,128,0,1,,,,,1,,59,64
16128,note_off,,,,,128,0,1,,,,,1,,65,64
16128,note_on,,,,,0,0,1,,,,,1,,55,50
16256,note_on,,,,,0,0,1,,,,,1,,59,50
16256,note_off,,,,,128,0,1,,,,,1,,55,64
16384,note_off,,,,,128,0,1,,,,,1,,59,64
16384,note_on,,,,,0,0,1,,,,,1,,65,50
16512,note_off,,,,,0,0,1,,,,,1,,65,64
16512,note_on,,,,,0,0,1,,,,,1,,67,65
16512,note_on,,,,,0,0,1,,,,,1,,55,50
16512,note_off,,,,,128,0,1,,,,,1,,67,64
16640,note_on,,,,,0,0,1,,,,,1,,59,50
16640,note_off,,,,,128,0,1,,,,,1,,55,64
16768,note_on,,,,,0,0,1,,,,,1,,65,50
16768,note_off,,,,,128,0,1,,,,,1,,59,64
16800,note_on,,,,,0,0,1,,,,,1,,67,65
16800,note_off,,,,,32,0,1,,,,,1,,67,64
16896,note_on,,,,,0,0,1,,,,,1,,67,50
16896,note_on,,,,,0,0,1,,,,,1,,55,50
16896,note_off,,,,,0,0,1,,,,,1,,67,64
16896,note_off,,,,,96,0,1,,,,,1,,65,64
16896,note_off,,,,,1536,0,2,,,,,2,,38,64
16896,note_off,,,,,0,0,2,,,,,2,,50,64
16896,note_on,,,,,0,0,2,,,,,2,,36,50
16896,note_on,,,,,0,0,2,,,,,2,,48,50
17024,note_on,,,,,0,0,1,,,,,1,,60,56
17024,note_off,,,,,128,0,1,,,,,1,,55,64
17152,note_off,,,,,128,0,1,,,,,1,,60,64
17152,note_on,,,,,0,0,1,,,,,1,,64,62
17280,note_off,,,,,384,0,2,,,,,2,,36,64
17280,note_off,,,,,128,0,1,,,,,1,,64,64
17280,note_off,,,,,0,0,2,,,,,2,,48,64
17280,note_on,,,,,0,0,2,,,,,2,,35,50
17280,note_on,,,,,0,0,2,,,,,2,,47,50
17280,note_on,,,,,0,0,1,,,,,1,,55,68
17408,note_on,,,,,0,0,1,,,,,1,,59,75
17408,note_off,,,,,128,0,1,,,,,1,,55,64
17536,note_off,,,,,128,0,1,,,,,1,,59,64
17536,note_on,,,,,0,0,1,,,,,1,,64,74
17664,note_on,,,,,0,0,2,,,,,2,,46,50
17664,note_off,,,,,384,0,2,,,,,2,,35,64
17664,note_off,,,,,0,0,2,,,,,2,,47,64
17664,note_on,,,,,0,0,2,,,,,2,,34,50
17664,note_off,,,,,128,0,1,,,,,1,,64,64
17664,note_on,,,,,0,0,1,,,,,1,,55,72
17792,note_off,,,,,128,0,1,,,,,1,,55,64
17792,note_on,,,,,0,0,1,,,,,1,,61,70
17920,note_off,,,,,128,0,1,,,,,1,,61,64
17920,note_on,,,,,0,0,1,,,,,1,,64,68
18048,note_off,,,,,128,0,1,,,,,1,,67,64
18048,note_off,,,,,0,0,1,,,,,1,,64,64
18048,note_on,,,,,0,0,1,,,,,1,,54,66
18048,note_on,,,,,0,0,1,,,,,1,,66,66
18176,note_off,,,,,128,0,1,,,,,1,,54,64
18176,note_on,,,,,0,0,1,,,,,1,,61,64
18304,note_off,,,,,128,0,1,,,,,1,,61,64
18304,note_on,,,,,0,0,1,,,,,1,,64,62
18432,note_off,,,,,768,0,2,,,,,2,,34,64
18432,note_on,,,,,0,0,2,,,,,2,,35,50
18432,note_on,,,,,0,0,2,,,,,2,,47,50
18432,note_on,,,,,0,0,1,,,,,1,,66,65
18432,note_off,,,,,0,0,1,,,,,1,,64,64
18432,note_off,,,,,128,0,1,,,,,1,,66,64
18432,note_on,,,,,0,0,1,,,,,1,,54,50
18432,note_off,,,,,0,0,2,,,,,2,,46,64
18560,note_on,,,,,128,0,1,,,,,1,,59,50
18688,note_off,,,,,128,0,1,,,,,1,,54,64
18688,note_on,,,,,0,0,1,,,,,1,,62,50
18816,note_off,,,,,128,0,1,,,,,1,,59,64
18816,note_on,,,,,0,0,1,,,,,1,,54,50
18944,note_off,,,,,128,0,1,,,,,1,,62,64
18944,note_on,,,,,0,0,1,,,,,1,,59,50
19072,note_off,,,,,128,0,1,,,,,1,,54,64
19072,note_on,,,,,0,0,1,,,,,1,,62,50
19200,note_on,,,,,0,0,2,,,,,2,,40,50
19200,note_off,,,,,0,0,2,,,,,2,,35,64
19200,note_off,,,,,768,0,2,,,,,2,,47,64
19200,note_off,,,,,0,0,1,,,,,1,,59,64
19200,note_on,,,,,0,0,1,,,,,1,,67,65
19200,note_on,,,,,0,0,1,,,,,1,,55,50
19200,note_off,,,,,128,0,1,,,,,1,,66,64
19328,note_on,,,,,0,0,1,,,,,1,,59,50
19328,note_off,,,,,0,0,1,,,,,1,,55,64
19328,note_off,,,,,128,0,1,,,,,1,,62,64
19456,note_off,,,,,128,0,1,,,,,1,,59,64
19456,note_on,,,,,0,0,1,,,,,1,,61,50
19584,note_off,,,,,128,0,1,,,,,1,,67,64
19584,note_off,,,,,0,0,1,,,,,1,,61,64
19584,note_on,,,,,0,0,1,,,,,1,,52,50
19584,note_on,,,,,0,0,1,,,,,1,,64,65
19584,note_on,,,,,0,0,2,,,,,2,,43,50
19584,note_off,,,,,384,0,2,,,,,2,,40,64
19712,note_off,,,,,128,0,1,,,,,1,,52,64
19712,note_on,,,,,0,0,1,,,,,1,,59,50
19840,note_on,,,,,0,0,1,,,,,1,,61,50
19840,note_off,,,,,128,0,1,,,,,1,,59,64
19968,note_off,,,,,384,0,2,,,,,2,,43,64
19968,note_on,,,,,0,0,2,,,,,2,,42,50
19968,note_on,,,,,13440,0,3,,,,,4,,54,50
19968,note_off,,,,,128,0,1,,,,,1,,64,64
19968,note_on,,,,,0,0,1,,,,,1,,66,65
19968,note_off,,,,,0,0,1,,,,,1,,61,64
20096,note_on,,,,,128,0,3,,,,,4,,59,50
20224,note_on,,,,,128,0,3,,,,,4,,62,50
20352,note_on,,,,,0,0,3,,,,,4,,54,50
20352,note_off,,,,,128,0,3,,,,,4,,54,64
20480,note_off,,,,,128,0,3,,,,,4,,59,64
20480,note_on,,,,,0,0,3,,,,,4,,59,50
20608,note_off,,,,,128,0,3,,,,,4,,62,64
20608,note_on,,,,,0,0,3,,,,,4,,62,50
20736,note_off,,,,,768,0,2,,,,,2,,42,64
20736,note_on,,,,,0,0,1,,,,,1,,66,65
20736,note_off,,,,,768,0,1,,,,,1,,66,64
20736,note_on,,,,,0,0,2,,,,,2,,42,50
20736,note_on,,,,,0,0,2,,,,,2,,30,50
20736,note_on,,,,,0,0,3,,,,,4,,54,50
20736,note_off,,,,,128,0,3,,,,,4,,54,64
20864,note_on,,,,,0,0,3,,,,,4,,58,50
20864,note_off,,,,,128,0,3,,,,,4,,59,64
20992,note_on,,,,,0,0,3,,,,,4,,61,49
20992,note_off,,,,,128,0,3,,,,,4,,62,64
21120,note_on,,,,,0,0,3,,,,,4,,54,48
