tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity,pitch
630,note_on,0,0,2,,,,,,,,,1,,,62,59,
660,note_on,60,0,1,,,,,,,,,0,,,79,0,
660,note_on,0,0,1,,,,,,,,,0,,,79,63,
660,note_on,30,0,2,,,,,,,,,1,,,62,0,
660,note_on,0,0,2,,,,,,,,,1,,,67,59,
690,note_on,30,0,2,,,,,,,,,1,,,67,0,
690,note_on,0,0,2,,,,,,,,,1,,,62,58,
720,note_on,30,0,2,,,,,,,,,1,,,62,0,
720,note_on,0,0,2,,,,,,,,,1,,,59,58,
720,note_on,0,0,1,,,,,,,,,0,,,77,63,
720,note_on,60,0,1,,,,,,,,,0,,,79,0,
750,note_on,30,0,2,,,,,,,,,1,,,59,0,
750,note_on,0,0,2,,,,,,,,,1,,,62,58,
780,note_on,0,0,2,,,,,,,,,1,,,67,57,
780,note_on,30,0,2,,,,,,,,,1,,,62,0,
810,note_on,0,0,2,,,,,,,,,1,,,62,57,
810,note_on,30,0,2,,,,,,,,,1,,,67,0,
840,note_on,0,0,2,,,,,,,,,1,,,67,56,
840,note_on,30,0,2,,,,,,,,,1,,,62,0,
840,note_on,0,0,1,,,,,,,,,0,,,74,49,
840,note_on,120,0,1,,,,,,,,,0,,,77,0,
870,note_on,30,0,2,,,,,,,,,1,,,67,0,
870,note_on,0,0,2,,,,,,,,,1,,,62,53,
900,note_on,0,0,2,,,,,,,,,1,,,60,52,
900,note_on,60,0,1,,,,,,,,,0,,,74,0,
900,note_on,30,0,2,,,,,,,,,1,,,62,0,
900,note_on,0,0,1,,,,,,,,,0,,,76,49,
930,note_on,30,0,1,,,,,,,,,0,,,76,0,
930,note_on,0,0,1,,,,,,,,,0,,,72,49,
960,note_on,0,0,1,,,,,,,,,0,,,77,49,
960,note_on,30,0,1,,,,,,,,,0,,,72,0,
990,note_on,30,0,1,,,,,,,,,0,,,77,0,
990,note_on,0,0,1,,,,,,,,,0,,,74,49,
1020,note_on,30,0,1,,,,,,,,,0,,,74,0,
1020,note_on,0,0,1,,,,,,,,,0,,,79,49,
1050,note_on,0,0,1,,,,,,,,,0,,,76,49,
1050,note_on,30,0,1,,,,,,,,,0,,,79,0,
1080,note_on,0,0,2,,,,,,,,,1,,,53,48,
1080,note_on,180,0,2,,,,,,,,,1,,,60,0,
1080,note_on,30,0,1,,,,,,,,,0,,,76,0,
1080,note_on,0,0,1,,,,,,,,,0,,,81,49,
1110,note_on,30,0,1,,,,,,,,,0,,,81,0,
1110,note_on,0,0,1,,,,,,,,,0,,,79,49,
1140,note_on,30,0,1,,,,,,,,,0,,,79,0,
1140,note_on,0,0,1,,,,,,,,,0,,,77,49,
1170,note_on,30,0,1,,,,,,,,,0,,,77,0,
1170,note_on,0,0,1,,,,,,,,,0,,,76,49,
1200,note_on,0,0,2,,,,,,,,,1,,,54,48,
1200,note_on,120,0,2,,,,,,,,,1,,,53,0,
1200,note_on,30,0,1,,,,,,,,,0,,,76,0,
1200,note_on,0,0,1,,,,,,,,,0,,,74,49,
1230,note_on,30,0,1,,,,,,,,,0,,,74,0,
1230,note_on,0,0,1,,,,,,,,,0,,,72,49,
1260,note_on,0,0,2,,,,,,,,,1,,,55,48,
1260,note_on,60,0,2,,,,,,,,,1,,,54,0,
1260,note_on,30,0,1,,,,,,,,,0,,,72,0,
1260,note_on,0,0,1,,,,,,,,,0,,,71,49,
1290,note_on,0,0,1,,,,,,,,,0,,,72,49,
1290,note_on,30,0,1,,,,,,,,,0,,,71,0,
1320,note_on,0,0,1,,,,,,,,,0,,,74,49,
1320,note_on,30,0,1,,,,,,,,,0,,,72,0,
1350,note_on,0,0,1,,,,,,,,,0,,,72,49,
1350,note_on,30,0,1,,,,,,,,,0,,,74,0,
1380,note_on,0,0,1,,,,,,,,,0,,,71,49,
1380,note_on,30,0,1,,,,,,,,,0,,,72,0,
1410,note_on,0,0,1,,,,,,,,,0,,,69,49,
1410,note_on,30,0,1,,,,,,,,,0,,,71,0,
1440,note_on,0,0,1,,,,,,,,,0,,,67,49,
1440,note_on,30,0,1,,,,,,,,,0,,,69,0,
1440,note_on,180,0,2,,,,,,,,,1,,,55,0,
1470,note_on,30,0,1,,,,,,,,,0,,,67,0,
1470,note_on,0,0,1,,,,,,,,,0,,,66,49,
1500,note_on,30,0,1,,,,,,,,,0,,,66,0,
1500,note_on,0,0,1,,,,,,,,,0,,,67,49,
1530,note_on,30,0,1,,,,,,,,,0,,,67,0,
1530,note_on,0,0,1,,,,,,,,,0,,,65,49,
1560,note_on,0,0,1,,,,,,,,,0,,,64,49,
1560,note_on,30,0,1,,,,,,,,,0,,,65,0,
1590,note_on,0,0,1,,,,,,,,,0,,,62,49,
1590,note_on,30,0,1,,,,,,,,,0,,,64,0,
1605,note_on,15,0,1,,,,,,,,,0,,,78,72,
1620,note_on,180,0,2,,,,,,,,,1,,,60,66,
1620,note_on,0,0,1,,,,,,,,,0,,,79,72,
1620,note_on,0,0,1,,,,,,,,,0,,,62,0,
1620,note_on,15,0,1,,,,,,,,,0,,,78,0,
1650,note_on,30,0,2,,,,,,,,,1,,,60,0,
1650,note_on,0,0,2,,,,,,,,,1,,,64,68,
1680,note_on,60,0,1,,,,,,,,,0,,,79,0,
1680,note_on,0,0,1,,,,,,,,,0,,,79,73,
1680,note_on,30,0,2,,,,,,,,,1,,,64,0,
1680,note_on,0,0,2,,,,,,,,,1,,,67,69,
1710,note_on,30,0,2,,,,,,,,,1,,,67,0,
1710,note_on,0,0,2,,,,,,,,,1,,,64,70,
1740,note_on,60,0,1,,,,,,,,,0,,,79,0,
1740,note_on,0,0,1,,,,,,,,,0,,,79,74,
1740,note_on,30,0,2,,,,,,,,,1,,,64,0,
1740,note_on,0,0,2,,,,,,,,,1,,,67,71,
1770,note_on,0,0,2,,,,,,,,,1,,,64,71,
1770,note_on,30,0,2,,,,,,,,,1,,,67,0,
1800,note_on,30,0,2,,,,,,,,,1,,,64,0,
1800,note_on,0,0,2,,,,,,,,,1,,,60,72,
1800,note_on,60,0,1,,,,,,,,,0,,,79,0,
1800,note_on,0,0,1,,,,,,,,,0,,,76,74,
1830,note_on,30,0,2,,,,,,,,,1,,,60,0,
1830,note_on,0,0,2,,,,,,,,,1,,,64,73,
1860,note_on,30,0,2,,,,,,,,,1,,,64,0,
1860,note_on,0,0,2,,,,,,,,,1,,,67,73,
1890,note_on,30,0,2,,,,,,,,,1,,,67,0,
1890,note_on,0,0,2,,,,,,,,,1,,,64,73,
1920,note_on,120,0,1,,,,,,,,,0,,,76,0,
1920,note_on,0,0,2,,,,,,,,,1,,,67,73,
1920,note_on,30,0,2,,,,,,,,,1,,,64,0,
1920,note_on,0,0,1,,,,,,,,,0,,,72,74,
1950,note_on,0,0,2,,,,,,,,,1,,,64,74,
1950,note_on,30,0,2,,,,,,,,,1,,,67,0,
1965,note_on,45,0,1,,,,,,,,,0,,,78,74,
1980,note_on,15,0,1,,,,,,,,,0,,,78,0,
1980,note_on,30,0,2,,,,,,,,,1,,,64,0,
1980,note_on,0,0,2,,,,,,,,,1,,,59,74,
1980,note_on,0,0,1,,,,,,,,,0,,,72,0,
1980,note_on,0,0,1,,,,,,,,,0,,,79,74,
2010,note_on,30,0,2,,,,,,,,,1,,,59,0,
2010,note_on,0,0,2,,,,,,,,,1,,,62,74,
2040,note_on,0,0,2,,,,,,,,,1,,,67,74,
2040,note_on,30,0,2,,,,,,,,,1,,,62,0,
2040,note_on,60,0,1,,,,,,,,,0,,,79,0,
2040,note_on,0,0,1,,,,,,,,,0,,,79,74,
2070,note_on,30,0,2,,,,,,,,,1,,,67,0,
2070,note_on,0,0,2,,,,,,,,,1,,,62,74,
2100,note_on,30,0,2,,,,,,,,,1,,,62,0,
2100,note_on,0,0,2,,,,,,,,,1,,,67,74,
2100,note_on,60,0,1,,,,,,,,,0,,,79,0,
2100,note_on,0,0,1,,,,,,,,,0,,,79,74,
2130,note_on,0,0,2,,,,,,,,,1,,,62,73,
2130,note_on,30,0,2,,,,,,,,,1,,,67,0,
2160,note_on,0,0,2,,,,,,,,,1,,,59,72,
2160,note_on,30,0,2,,,,,,,,,1,,,62,0,
2160,note_on,60,0,1,,,,,,,,,0,,,79,0,
2160,note_on,0,0,1,,,,,,,,,0,,,77,74,
2190,note_on,30,0,2,,,,,,,,,1,,,59,0,
2190,note_on,0,0,2,,,,,,,,,1,,,62,72,
2220,note_on,0,0,2,,,,,,,,,1,,,67,71,
2220,note_on,30,0,2,,,,,,,,,1,,,62,0,
2250,note_on,30,0,2,,,,,,,,,1,,,67,0,
2250,note_on,0,0,2,,,,,,,,,1,,,62,69,
2280,note_on,30,0,2,,,,,,,,,1,,,62,0,
2280,note_on,0,0,2,,,,,,,,,1,,,67,68,
2280,note_on,120,0,1,,,,,,,,,0,,,77,0,
2280,note_on,0,0,1,,,,,,,,,0,,,74,74,
2310,note_on,0,0,2,,,,,,,,,1,,,62,67,
2310,note_on,30,0,2,,,,,,,,,1,,,67,0,
2340,note_on,0,0,1,,,,,,,,,0,,,76,73,
2340,note_on,60,0,1,,,,,,,,,0,,,74,0,
2340,note_on,30,0,2,,,,,,,,,1,,,62,0,
2340,note_on,0,0,2,,,,,,,,,1,,,60,64,
2370,note_on,30,0,1,,,,,,,,,0,,,76,0,
2370,note_on,0,0,1,,,,,,,,,0,,,72,73,
2400,note_on,30,0,1,,,,,,,,,0,,,72,0,
2400,note_on,0,0,1,,,,,,,,,0,,,77,72,
2430,note_on,30,0,1,,,,,,,,,0,,,77,0,
2430,note_on,0,0,1,,,,,,,,,0,,,74,72,
2460,note_on,30,0,1,,,,,,,,,0,,,74,0,
2460,note_on,0,0,1,,,,,,,,,0,,,79,72,
2490,note_on,0,0,1,,,,,,,,,0,,,76,72,
2490,note_on,30,0,1,,,,,,,,,0,,,79,0,
2520,note_on,0,0,2,,,,,,,,,1,,,53,76,
2520,note_on,180,0,2,,,,,,,,,1,,,60,0,
2520,note_on,30,0,1,,,,,,,,,0,,,76,0,
2520,note_on,0,0,1,,,,,,,,,0,,,81,72,
2550,note_on,30,0,1,,,,,,,,,0,,,81,0,
2550,note_on,0,0,1,,,,,,,,,0,,,79,72,
2580,note_on,30,0,1,,,,,,,,,0,,,79,0,
2580,note_on,0,0,1,,,,,,,,,0,,,77,72,
2610,note_on,30,0,1,,,,,,,,,0,,,77,0,
2610,note_on,0,0,1,,,,,,,,,0,,,76,73,
2640,note_on,120,0,2,,,,,,,,,1,,,53,0,
2640,note_on,30,0,1,,,,,,,,,0,,,76,0,
2640,note_on,0,0,1,,,,,,,,,0,,,74,74,
2640,note_on,0,0,2,,,,,,,,,1,,,55,76,
2670,note_on,0,0,1,,,,,,,,,0,,,72,75,
2670,note_on,30,0,1,,,,,,,,,0,,,74,0,
2700,note_on,30,0,1,,,,,,,,,0,,,72,0,
2700,note_on,0,0,1,,,,,,,,,0,,,72,77,
2700,note_on,60,0,2,,,,,,,,,1,,,55,0,
2700,note_on,0,0,2,,,,,,,,,1,,,48,76,
2730,note_on,30,0,2,,,,,,,,,1,,,48,0,
2730,note_on,0,0,2,,,,,,,,,1,,,52,76,
2760,note_on,0,0,2,,,,,,,,,1,,,55,76,
2760,note_on,30,0,2,,,,,,,,,1,,,52,0,
2790,note_on,0,0,2,,,,,,,,,1,,,60,76,
2790,note_on,30,0,2,,,,,,,,,1,,,55,0,
2820,note_on,0,0,2,,,,,,,,,1,,,59,76,
2820,note_on,30,0,2,,,,,,,,,1,,,60,0,
2850,note_on,30,0,2,,,,,,,,,1,,,59,0,
2850,note_on,0,0,2,,,,,,,,,1,,,60,76,
2880,note_on,30,0,2,,,,,,,,,1,,,60,0,
2880,note_on,0,0,2,,,,,,,,,1,,,48,76,
2880,note_on,180,0,1,,,,,,,,,0,,,72,0,
3060,note_on,180,0,2,,,,,,,,,1,,,48,0,
3060,note_on,0,0,2,,,,,,,,,1,,,67,40,
3060,note_on,180,0,1,,,,,,,,,0,,,72,51,
3060,note_on,0,0,1,,,,,,,,,0,,,76,51,
3060,note_on,0,0,2,,,,,,,,,1,,,55,40,
3120,note_on,0,0,2,,,,,,,,,1,,,67,41,
3120,note_on,0,0,2,,,,,,,,,1,,,55,0,
3120,note_on,60,0,2,,,,,,,,,1,,,67,0,
3173,note_on,53,0,2,,,,,,,,,1,,,67,0,
3180,note_on,120,0,1,,,,,,,,,0,,,76,0,
3180,note_on,0,0,1,,,,,,,,,0,,,72,0,
3180,note_on,7,0,2,,,,,,,,,1,,,67,41,
3180,note_on,0,0,1,,,,,,,,,0,,,72,52,
3180,note_on,0,0,1,,,,,,,,,0,,,76,52,
3225,note_on,0,0,1,,,,,,,,,0,,,77,52,
3225,note_on,45,0,1,,,,,,,,,0,,,74,52,
3233,note_on,53,0,2,,,,,,,,,1,,,67,0,
3240,note_on,0,0,1,,,,,,,,,0,,,72,0,
3240,note_on,0,0,1,,,,,,,,,0,,,76,0,
3240,note_on,0,0,1,,,,,,,,,0,,,72,52,
3240,note_on,0,0,1,,,,,,,,,0,,,76,52,
3240,note_on,7,0,2,,,,,,,,,1,,,67,42,
3240,note_on,15,0,1,,,,,,,,,0,,,77,0,
3240,note_on,0,0,1,,,,,,,,,0,,,74,0,
3293,note_on,53,0,2,,,,,,,,,1,,,67,0,
3300,note_on,0,0,1,,,,,,,,,0,,,74,52,
3300,note_on,7,0,2,,,,,,,,,1,,,67,42,
3300,note_on,0,0,1,,,,,,,,,0,,,72,0,
3300,note_on,60,0,1,,,,,,,,,0,,,76,0,
3300,note_on,0,0,1,,,,,,,,,0,,,71,52,
3353,note_on,53,0,2,,,,,,,,,1,,,67,0,
3360,note_on,0,0,1,,,,,,,,,0,,,71,0,
3360,note_on,60,0,1,,,,,,,,,0,,,74,0,
3360,note_on,0,0,1,,,,,,,,,0,,,76,52,
3360,note_on,0,0,1,,,,,,,,,0,,,72,52,
3360,note_on,7,0,2,,,,,,,,,1,,,67,41,
3413,note_on,53,0,2,,,,,,,,,1,,,67,0,
3420,note_on,7,0,2,,,,,,,,,1,,,67,63,
3420,note_on,60,0,1,,,,,,,,,0,,,76,0,
3420,note_on,0,0,1,,,,,,,,,0,,,72,0,
3420,note_on,0,0,1,,,,,,,,,0,,,73,52,
3420,note_on,0,0,1,,,,,,,,,0,,,76,52,
3473,note_on,53,0,2,,,,,,,,,1,,,67,0,
3480,note_on,7,0,2,,,,,,,,,1,,,67,63,
3533,note_on,53,0,2,,,,,,,,,1,,,67,0,
3540,note_on,7,0,2,,,,,,,,,1,,,67,63,
3593,note_on,53,0,2,,,,,,,,,1,,,67,0,
3600,note_on,180,0,1,,,,,,,,,0,,,76,0,
3600,note_on,0,0,1,,,,,,,,,0,,,73,0,
3600,note_on,0,0,1,,,,,,,,,0,,,74,52,
3600,note_on,0,0,1,,,,,,,,,0,,,77,52,
3600,note_on,7,0,2,,,,,,,,,1,,,67,63,
3653,note_on,53,0,2,,,,,,,,,1,,,67,0,
3660,note_on,7,0,2,,,,,,,,,1,,,67,63,
3713,note_on,53,0,2,,,,,,,,,1,,,67,0,
3720,note_on,120,0,1,,,,,,,,,0,,,77,0,
3720,note_on,0,0,1,,,,,,,,,0,,,74,0,
3720,note_on,0,0,1,,,,,,,,,0,,,67,52,
3720,note_on,7,0,2,,,,,,,,,1,,,67,63,
3773,note_on,53,0,2,,,,,,,,,1,,,67,0,
3780,note_on,7,0,2,,,,,,,,,1,,,55,36,
3780,note_on,60,0,1,,,,,,,,,0,,,67,0,
3780,note_on,0,0,2,,,,,,,,,1,,,67,36,
3780,note_on,0,0,1,,,,,,,,,0,,,74,52,
3780,note_on,0,0,1,,,,,,,,,0,,,77,52,
3833,note_on,53,0,2,,,,,,,,,1,,,67,0,
3833,note_on,0,0,2,,,,,,,,,1,,,55,0,
3840,note_on,7,0,2,,,,,,,,,1,,,67,36,
3893,note_on,53,0,2,,,,,,,,,1,,,67,0,
3900,note_on,0,0,1,,,,,,,,,0,,,77,52,
3900,note_on,0,0,1,,,,,,,,,0,,,74,52,
3900,note_on,0,0,1,,,,,,,,,0,,,74,0,
3900,note_on,120,0,1,,,,,,,,,0,,,77,0,
3900,note_on,7,0,2,,,,,,,,,1,,,67,37,
3945,note_on,0,0,1,,,,,,,,,0,,,76,52,
3945,note_on,45,0,1,,,,,,,,,0,,,79,52,
3953,note_on,53,0,2,,,,,,,,,1,,,67,0,
3960,note_on,0,0,1,,,,,,,,,0,,,74,0,
3960,note_on,0,0,1,,,,,,,,,0,,,77,52,
3960,note_on,0,0,1,,,,,,,,,0,,,77,0,
3960,note_on,0,0,1,,,,,,,,,0,,,74,52,
3960,note_on,0,0,1,,,,,,,,,0,,,79,0,
3960,note_on,7,0,2,,,,,,,,,1,,,67,37,
3960,note_on,15,0,1,,,,,,,,,0,,,76,0,
4013,note_on,53,0,2,,,,,,,,,1,,,67,0,
4020,note_on,0,0,1,,,,,,,,,0,,,76,52,
4020,note_on,60,0,1,,,,,,,,,0,,,77,0,
4020,note_on,0,0,1,,,,,,,,,0,,,74,0,
4020,note_on,7,0,2,,,,,,,,,1,,,67,38,
4020,note_on,0,0,1,,,,,,,,,0,,,73,52,
4073,note_on,53,0,2,,,,,,,,,1,,,67,0,
4080,note_on,60,0,1,,,,,,,,,0,,,76,0,
4080,note_on,0,0,1,,,,,,,,,0,,,73,0,
4080,note_on,0,0,1,,,,,,,,,0,,,77,52,
4080,note_on,7,0,2,,,,,,,,,1,,,67,38,
4080,note_on,0,0,1,,,,,,,,,0,,,74,52,
4133,note_on,53,0,2,,,,,,,,,1,,,67,0,
4140,note_on,60,0,1,,,,,,,,,0,,,77,0,
4140,note_on,0,0,1,,,,,,,,,0,,,74,0,
4140,note_on,0,0,1,,,,,,,,,0,,,75,52,
4140,note_on,0,0,1,,,,,,,,,0,,,78,52,
4140,note_on,7,0,2,,,,,,,,,1,,,67,72,
4193,note_on,53,0,2,,,,,,,,,1,,,67,0,
4200,note_on,7,0,2,,,,,,,,,1,,,67,72,
4253,note_on,53,0,2,,,,,,,,,1,,,67,0,
4260,note_on,7,0,2,,,,,,,,,1,,,67,73,
4313,note_on,53,0,2,,,,,,,,,1,,,67,0,
4320,note_on,7,0,2,,,,,,,,,1,,,67,73,
4320,note_on,0,0,1,,,,,,,,,0,,,76,52,
4320,note_on,0,0,1,,,,,,,,,0,,,79,52,
4320,note_on,0,0,1,,,,,,,,,0,,,75,0,
4320,note_on,180,0,1,,,,,,,,,0,,,78,0,
4373,note_on,53,0,2,,,,,,,,,1,,,67,0,
4380,note_on,7,0,2,,,,,,,,,1,,,67,73,
4433,note_on,53,0,2,,,,,,,,,1,,,67,0,
4440,note_on,7,0,2,,,,,,,,,1,,,67,74,
4493,note_on,53,0,2,,,,,,,,,1,,,67,0,
4500,note_on,0,0,2,,,,,,,,,1,,,64,75,
4500,note_on,7,0,2,,,,,,,,,1,,,60,75,
4500,note_on,0,0,1,,,,,,,,,0,,,79,0,
4500,note_on,180,0,1,,,,,,,,,0,,,76,0,
4530,note_on,30,0,1,,,,,,,,,0,,,79,85,
4560,note_on,30,0,1,,,,,,,,,0,,,79,0,
4560,note_on,0,0,1,,,,,,,,,0,,,78,85,
4590,note_on,30,0,1,,,,,,,,,0,,,78,0,
4590,note_on,0,0,1,,,,,,,,,0,,,79,85,
4620,note_on,0,0,1,,,,,,,,,0,,,81,85,
4620,note_on,30,0,1,,,,,,,,,0,,,79,0,
4650,note_on,0,0,1,,,,,,,,,0,,,79,85,
4650,note_on,30,0,1,,,,,,,,,0,,,81,0,
4680,note_on,30,0,1,,,,,,,,,0,,,79,0,
4680,note_on,0,0,1,,,,,,,,,0,,,77,85,
4680,note_on,0,0,2,,,,,,,,,1,,,62,75,
4680,note_on,0,0,2,,,,,,,,,1,,,59,75,
4680,note_on,0,0,2,,,,,,,,,1,,,60,0,
4680,note_on,180,0,2,,,,,,,,,1,,,64,0,
4710,note_on,0,0,1,,,,,,,,,0,,,76,85,
4710,note_on,30,0,1,,,,,,,,,0,,,77,0,
4740,note_on,30,0,1,,,,,,,,,0,,,76,0,
4740,note_on,0,0,1,,,,,,,,,0,,,77,85,
4770,note_on,30,0,1,,,,,,,,,0,,,77,0,
4770,note_on,0,0,1,,,,,,,,,0,,,74,85,
4800,note_on,30,0,1,,,,,,,,,0,,,74,0,
4800,note_on,0,0,1,,,,,,,,,0,,,72,85,
4830,note_on,30,0,1,,,,,,,,,0,,,72,0,
4830,note_on,0,0,1,,,,,,,,,0,,,71,85,
4860,note_on,0,0,2,,,,,,,,,1,,,59,0,
4860,note_on,30,0,1,,,,,,,,,0,,,71,0,
4860,note_on,0,0,2,,,,,,,,,1,,,60,75,
4860,note_on,0,0,2,,,,,,,,,1,,,64,75,
4860,note_on,180,0,2,,,,,,,,,1,,,62,0,
4890,note_on,30,0,1,,,,,,,,,0,,,79,85,
4920,note_on,30,0,1,,,,,,,,,0,,,79,0,
4920,note_on,0,0,1,,,,,,,,,0,,,78,85,
4950,note_on,30,0,1,,,,,,,,,0,,,78,0,
4950,note_on,0,0,1,,,,,,,,,0,,,79,85,
4980,note_on,0,0,1,,,,,,,,,0,,,81,85,
4980,note_on,30,0,1,,,,,,,,,0,,,79,0,
5010,note_on,30,0,1,,,,,,,,,0,,,81,0,
5010,note_on,0,0,1,,,,,,,,,0,,,79,85,
5040,note_on,180,0,2,,,,,,,,,1,,,64,0,
5040,note_on,0,0,2,,,,,,,,,1,,,59,75,
5040,note_on,0,0,2,,,,,,,,,1,,,62,75,
5040,note_on,30,0,1,,,,,,,,,0,,,79,0,
5040,note_on,0,0,1,,,,,,,,,0,,,77,85,
5040,note_on,0,0,2,,,,,,,,,1,,,60,0,
5070,note_on,30,0,1,,,,,,,,,0,,,77,0,
5070,note_on,0,0,1,,,,,,,,,0,,,76,85,
5100,note_on,0,0,1,,,,,,,,,0,,,77,85,
5100,note_on,30,0,1,,,,,,,,,0,,,76,0,
5130,note_on,30,0,1,,,,,,,,,0,,,77,0,
5130,note_on,0,0,1,,,,,,,,,0,,,74,85,
5160,note_on,30,0,1,,,,,,,,,0,,,74,0,
5160,note_on,0,0,1,,,,,,,,,0,,,72,85,
5190,note_on,30,0,1,,,,,,,,,0,,,72,0,
5190,note_on,0,0,1,,,,,,,,,0,,,71,85,
5220,note_on,180,0,2,,,,,,,,,1,,,62,0,
5220,note_on,0,0,2,,,,,,,,,1,,,59,0,
5220,note_on,0,0,2,,,,,,,,,1,,,60,75,
5220,note_on,0,0,2,,,,,,,,,1,,,64,75,
5220,note_on,0,0,1,,,,,,,,,0,,,72,85,
5220,note_on,30,0,1,,,,,,,,,0,,,71,0,
5280,note_on,0,0,1,,,,,,,,,0,,,84,85,
5280,note_on,60,0,1,,,,,,,,,0,,,72,0,
5340,note_on,60,0,1,,,,,,,,,0,,,84,0,
5340,note_on,0,0,1,,,,,,,,,0,,,83,85,
5400,note_on,180,0,2,,,,,,,,,1,,,64,0,
5400,note_on,0,0,2,,,,,,,,,1,,,60,0,
5400,note_on,60,0,1,,,,,,,,,0,,,83,0,
5400,note_on,0,0,1,,,,,,,,,0,,,81,85,
5460,note_on,60,0,1,,,,,,,,,0,,,81,0,
5460,note_on,0,0,1,,,,,,,,,0,,,81,85,
5520,note_on,0,0,1,,,,,,,,,0,,,79,85,
5520,note_on,60,0,1,,,,,,,,,0,,,81,0,
5580,note_on,0,0,1,,,,,,,,,0,,,78,85,
5580,note_on,60,0,1,,,,,,,,,0,,,79,0,
5640,note_on,0,0,1,,,,,,,,,0,,,78,85,
5640,note_on,60,0,1,,,,,,,,,0,,,78,0,
5700,note_on,60,0,1,,,,,,,,,0,,,78,0,
5700,note_on,0,0,1,,,,,,,,,0,,,78,85,
5740,note_on,40,0,1,,,,,,,,,0,,,78,85,
