tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,note,velocity,control,value
2890,note_on,,,,,0,0,1,,,,,0,44,0,,
2900,note_on,,,,,10,0,1,,,,,0,37,58,,
2923,note_on,,,,,23,0,1,,,,,0,76,58,,
3030,note_on,,,,,107,0,1,,,,,0,76,0,,
3040,note_on,,,,,10,0,1,,,,,0,68,58,,
3133,note_on,,,,,93,0,1,,,,,0,68,0,,
3133,note_on,,,,,0,0,1,,,,,0,37,0,,
3143,note_on,,,,,10,0,1,,,,,0,44,58,,
3160,note_on,,,,,17,0,1,,,,,0,73,58,,
3270,note_on,,,,,110,0,1,,,,,0,73,0,,
3280,note_on,,,,,10,0,1,,,,,0,76,58,,
3373,note_on,,,,,93,0,1,,,,,0,76,0,,
3373,note_on,,,,,0,0,1,,,,,0,44,0,,
3383,control_change,,,,,10,0,1,,,,,0,,,64,127
3383,note_on,,,,,0,0,1,,,,,0,80,71,,
3383,note_on,,,,,0,0,1,,,,,0,37,71,,
3383,note_on,,,,,0,0,1,,,,,0,68,71,,
3383,note_on,,,,,0,0,1,,,,,0,73,71,,
3383,note_on,,,,,0,0,1,,,,,0,49,71,,
3383,note_on,,,,,0,0,1,,,,,0,76,71,,
3612,note_on,,,,,229,0,1,,,,,0,76,0,,
3612,note_on,,,,,0,0,1,,,,,0,37,0,,
3612,note_on,,,,,0,0,1,,,,,0,80,0,,
3612,note_on,,,,,0,0,1,,,,,0,49,0,,
3612,note_on,,,,,0,0,1,,,,,0,73,0,,
3612,note_on,,,,,0,0,1,,,,,0,68,0,,
3622,note_on,,,,,10,0,1,,,,,0,68,71,,
3622,note_on,,,,,0,0,1,,,,,0,73,71,,
3622,note_on,,,,,0,0,1,,,,,0,76,71,,
3622,note_on,,,,,0,0,1,,,,,0,80,71,,
3622,note_on,,,,,0,0,1,,,,,0,44,71,,
3852,note_on,,,,,230,0,1,,,,,0,44,0,,
3852,note_on,,,,,0,0,1,,,,,0,76,0,,
3852,note_on,,,,,0,0,1,,,,,0,68,0,,
3852,note_on,,,,,0,0,1,,,,,0,73,0,,
3852,note_on,,,,,0,0,1,,,,,0,80,0,,
3860,control_change,,,,,8,0,1,,,,,0,,,64,0
3862,note_on,,,,,2,0,1,,,,,0,36,58,,
3980,note_on,,,,,118,0,1,,,,,0,44,58,,
4090,note_on,,,,,110,0,1,,,,,0,44,0,,
4090,note_on,,,,,0,0,1,,,,,0,36,0,,
4100,note_on,,,,,10,0,1,,,,,0,44,58,,
4123,note_on,,,,,23,0,1,,,,,0,48,58,,
4233,note_on,,,,,110,0,1,,,,,0,48,0,,
4243,note_on,,,,,10,0,1,,,,,0,51,58,,
4330,note_on,,,,,0,0,1,,,,,0,44,0,,
4330,note_on,,,,,87,0,1,,,,,0,51,0,,
4340,note_on,,,,,10,0,1,,,,,0,36,58,,
4360,note_on,,,,,20,0,1,,,,,0,56,58,,
4470,note_on,,,,,110,0,1,,,,,0,56,0,,
4480,note_on,,,,,10,0,1,,,,,0,48,58,,
4573,note_on,,,,,93,0,1,,,,,0,48,0,,
4573,note_on,,,,,0,0,1,,,,,0,36,0,,
4583,note_on,,,,,10,0,1,,,,,0,44,58,,
4600,note_on,,,,,17,0,1,,,,,0,51,58,,
4710,note_on,,,,,110,0,1,,,,,0,51,0,,
4720,note_on,,,,,10,0,1,,,,,0,56,58,,
4813,note_on,,,,,93,0,1,,,,,0,56,0,,
4813,note_on,,,,,0,0,1,,,,,0,44,0,,
4823,note_on,,,,,10,0,1,,,,,0,36,58,,
4840,note_on,,,,,17,0,1,,,,,0,60,58,,
4950,note_on,,,,,110,0,1,,,,,0,60,0,,
4960,note_on,,,,,10,0,1,,,,,0,51,58,,
5052,note_on,,,,,0,0,1,,,,,0,36,0,,
5052,note_on,,,,,92,0,1,,,,,0,51,0,,
5062,note_on,,,,,10,0,1,,,,,0,44,58,,
5080,note_on,,,,,18,0,1,,,,,0,56,58,,
5190,note_on,,,,,110,0,1,,,,,0,56,0,,
5200,note_on,,,,,10,0,1,,,,,0,60,58,,
5292,note_on,,,,,92,0,1,,,,,0,60,0,,
5292,note_on,,,,,0,0,1,,,,,0,44,0,,
5302,note_on,,,,,10,0,1,,,,,0,36,58,,
5320,note_on,,,,,18,0,1,,,,,0,63,58,,
5433,note_on,,,,,113,0,1,,,,,0,63,0,,
5443,note_on,,,,,10,0,1,,,,,0,56,58,,
5530,note_on,,,,,87,0,1,,,,,0,56,0,,
5530,note_on,,,,,0,0,1,,,,,0,36,0,,
5540,note_on,,,,,10,0,1,,,,,0,44,58,,
5563,note_on,,,,,23,0,1,,,,,0,60,58,,
5673,note_on,,,,,110,0,1,,,,,0,60,0,,
5683,note_on,,,,,10,0,1,,,,,0,63,58,,
5770,note_on,,,,,0,0,1,,,,,0,44,0,,
5770,note_on,,,,,87,0,1,,,,,0,63,0,,
5780,note_on,,,,,10,0,1,,,,,0,36,58,,
5800,note_on,,,,,20,0,1,,,,,0,68,58,,
5910,note_on,,,,,110,0,1,,,,,0,68,0,,
5920,note_on,,,,,10,0,1,,,,,0,60,58,,
6013,note_on,,,,,0,0,1,,,,,0,36,0,,
6013,note_on,,,,,93,0,1,,,,,0,60,0,,
6023,note_on,,,,,10,0,1,,,,,0,44,58,,
6040,note_on,,,,,17,0,1,,,,,0,63,58,,
6150,note_on,,,,,110,0,1,,,,,0,63,0,,
6160,note_on,,,,,10,0,1,,,,,0,68,58,,
6253,note_on,,,,,93,0,1,,,,,0,68,0,,
6253,note_on,,,,,0,0,1,,,,,0,44,0,,
6263,note_on,,,,,10,0,1,,,,,0,36,58,,
6280,note_on,,,,,17,0,1,,,,,0,72,58,,
6390,note_on,,,,,110,0,1,,,,,0,72,0,,
6400,note_on,,,,,10,0,1,,,,,0,63,58,,
6492,note_on,,,,,92,0,1,,,,,0,63,0,,
6492,note_on,,,,,0,0,1,,,,,0,36,0,,
6502,note_on,,,,,10,0,1,,,,,0,44,58,,
6520,note_on,,,,,18,0,1,,,,,0,68,58,,
6630,note_on,,,,,110,0,1,,,,,0,68,0,,
6640,note_on,,,,,10,0,1,,,,,0,72,58,,
6732,note_on,,,,,92,0,1,,,,,0,72,0,,
6732,note_on,,,,,0,0,1,,,,,0,44,0,,
6742,note_on,,,,,10,0,1,,,,,0,36,58,,
6763,note_on,,,,,21,0,1,,,,,0,75,58,,
6873,note_on,,,,,110,0,1,,,,,0,75,0,,
6883,note_on,,,,,10,0,1,,,,,0,68,58,,
6970,note_on,,,,,87,0,1,,,,,0,68,0,,
6970,note_on,,,,,0,0,1,,,,,0,36,0,,
6980,note_on,,,,,10,0,1,,,,,0,44,58,,
7003,note_on,,,,,23,0,1,,,,,0,72,58,,
7110,note_on,,,,,107,0,1,,,,,0,72,0,,
7120,note_on,,,,,10,0,1,,,,,0,75,58,,
7213,note_on,,,,,93,0,1,,,,,0,75,0,,
7213,note_on,,,,,0,0,1,,,,,0,44,0,,
7223,note_on,,,,,0,0,1,,,,,0,75,71,,
7223,note_on,,,,,0,0,1,,,,,0,80,71,,
7223,note_on,,,,,0,0,1,,,,,0,36,71,,
7223,note_on,,,,,0,0,1,,,,,0,48,71,,
7223,control_change,,,,,10,0,1,,,,,0,,,64,127
7223,note_on,,,,,0,0,1,,,,,0,68,71,,
7223,note_on,,,,,0,0,1,,,,,0,72,71,,
7453,note_on,,,,,230,0,1,,,,,0,36,0,,
7453,note_on,,,,,0,0,1,,,,,0,68,0,,
7453,note_on,,,,,0,0,1,,,,,0,72,0,,
7453,note_on,,,,,0,0,1,,,,,0,48,0,,
7453,note_on,,,,,0,0,1,,,,,0,80,0,,
7453,note_on,,,,,0,0,1,,,,,0,75,0,,
7463,note_on,,,,,0,0,1,,,,,0,72,71,,
7463,note_on,,,,,10,0,1,,,,,0,68,71,,
7463,note_on,,,,,0,0,1,,,,,0,75,71,,
7463,note_on,,,,,0,0,1,,,,,0,44,71,,
7463,note_on,,,,,0,0,1,,,,,0,80,71,,
7693,note_on,,,,,230,0,1,,,,,0,44,0,,
7693,note_on,,,,,0,0,1,,,,,0,75,0,,
7693,note_on,,,,,0,0,1,,,,,0,72,0,,
7693,note_on,,,,,0,0,1,,,,,0,80,0,,
7693,note_on,,,,,0,0,1,,,,,0,68,0,,
7699,control_change,,,,,6,0,1,,,,,0,,,64,0
7703,note_on,,,,,4,0,1,,,,,0,35,58,,
7820,note_on,,,,,117,0,1,,,,,0,49,58,,
7932,note_on,,,,,112,0,1,,,,,0,49,0,,
7932,note_on,,,,,0,0,1,,,,,0,35,0,,
7942,note_on,,,,,10,0,1,,,,,0,44,58,,
7960,note_on,,,,,18,0,1,,,,,0,53,58,,
8073,note_on,,,,,113,0,1,,,,,0,53,0,,
8083,note_on,,,,,10,0,1,,,,,0,56,58,,
8170,note_on,,,,,87,0,1,,,,,0,56,0,,
8170,note_on,,,,,0,0,1,,,,,0,44,0,,
8180,note_on,,,,,10,0,1,,,,,0,35,58,,
8203,note_on,,,,,23,0,1,,,,,0,61,58,,
8313,note_on,,,,,110,0,1,,,,,0,61,0,,
8323,note_on,,,,,10,0,1,,,,,0,53,58,,
8410,note_on,,,,,0,0,1,,,,,0,35,0,,
8410,note_on,,,,,87,0,1,,,,,0,53,0,,
8420,note_on,,,,,10,0,1,,,,,0,44,58,,
8440,note_on,,,,,20,0,1,,,,,0,56,58,,
8550,note_on,,,,,110,0,1,,,,,0,56,0,,
8560,note_on,,,,,10,0,1,,,,,0,61,58,,
8653,note_on,,,,,93,0,1,,,,,0,61,0,,
8653,note_on,,,,,0,0,1,,,,,0,44,0,,
8663,note_on,,,,,10,0,1,,,,,0,35,58,,
8680,note_on,,,,,17,0,1,,,,,0,65,58,,
8790,note_on,,,,,110,0,1,,,,,0,65,0,,
8800,note_on,,,,,10,0,1,,,,,0,56,58,,
8893,note_on,,,,,93,0,1,,,,,0,56,0,,
8893,note_on,,,,,0,0,1,,,,,0,35,0,,
8903,note_on,,,,,10,0,1,,,,,0,44,58,,
8920,note_on,,,,,17,0,1,,,,,0,61,58,,
9030,note_on,,,,,110,0,1,,,,,0,61,0,,
9040,note_on,,,,,10,0,1,,,,,0,65,58,,
9132,note_on,,,,,92,0,1,,,,,0,65,0,,
9132,note_on,,,,,0,0,1,,,,,0,44,0,,
9142,note_on,,,,,10,0,1,,,,,0,35,58,,
9160,note_on,,,,,18,0,1,,,,,0,68,58,,
9270,note_on,,,,,110,0,1,,,,,0,68,0,,
9280,note_on,,,,,10,0,1,,,,,0,61,58,,
9372,note_on,,,,,92,0,1,,,,,0,61,0,,
9372,note_on,,,,,0,0,1,,,,,0,35,0,,
9382,note_on,,,,,10,0,1,,,,,0,44,58,,
9400,note_on,,,,,18,0,1,,,,,0,65,58,,
9513,note_on,,,,,113,0,1,,,,,0,65,0,,
9523,note_on,,,,,10,0,1,,,,,0,68,58,,
9610,note_on,,,,,0,0,1,,,,,0,44,0,,
9610,note_on,,,,,87,0,1,,,,,0,68,0,,
9620,note_on,,,,,10,0,1,,,,,0,35,58,,
9640,note_on,,,,,20,0,1,,,,,0,73,58,,
9753,note_on,,,,,113,0,1,,,,,0,73,0,,
9763,note_on,,,,,10,0,1,,,,,0,65,58,,
9850,note_on,,,,,87,0,1,,,,,0,65,0,,
9850,note_on,,,,,0,0,1,,,,,0,35,0,,
9860,note_on,,,,,10,0,1,,,,,0,44,58,,
9880,note_on,,,,,20,0,1,,,,,0,68,58,,
9990,note_on,,,,,110,0,1,,,,,0,68,0,,
10000,note_on,,,,,10,0,1,,,,,0,73,58,,
10093,note_on,,,,,93,0,1,,,,,0,73,0,,
10093,note_on,,,,,0,0,1,,,,,0,44,0,,
10103,note_on,,,,,10,0,1,,,,,0,35,58,,
10120,note_on,,,,,17,0,1,,,,,0,77,58,,
10230,note_on,,,,,110,0,1,,,,,0,77,0,,
10240,note_on,,,,,10,0,1,,,,,0,68,58,,
10333,note_on,,,,,93,0,1,,,,,0,68,0,,
10333,note_on,,,,,0,0,1,,,,,0,35,0,,
10343,note_on,,,,,10,0,1,,,,,0,44,58,,
10360,note_on,,,,,17,0,1,,,,,0,73,58,,
10470,note_on,,,,,110,0,1,,,,,0,73,0,,
10480,note_on,,,,,10,0,1,,,,,0,77,58,,
10572,note_on,,,,,92,0,1,,,,,0,77,0,,
10572,note_on,,,,,0,0,1,,,,,0,44,0,,
10582,note_on,,,,,10,0,1,,,,,0,35,58,,
10600,note_on,,,,,18,0,1,,,,,0,80,58,,
10710,note_on,,,,,110,0,1,,,,,0,80,0,,
10720,note_on,,,,,10,0,1,,,,,0,73,58,,
10812,note_on,,,,,92,0,1,,,,,0,73,0,,
10812,note_on,,,,,0,0,1,,,,,0,35,0,,
10822,note_on,,,,,10,0,1,,,,,0,44,58,,
10843,note_on,,,,,21,0,1,,,,,0,77,58,,
10953,note_on,,,,,110,0,1,,,,,0,77,0,,
10963,note_on,,,,,10,0,1,,,,,0,80,58,,
11050,note_on,,,,,87,0,1,,,,,0,80,0,,
11050,note_on,,,,,0,0,1,,,,,0,44,0,,
11060,note_on,,,,,10,0,1,,,,,0,35,71,,
11062,note_on,,,,,2,0,1,,,,,0,80,71,,
11062,note_on,,,,,0,0,1,,,,,0,77,71,,
11063,control_change,,,,,1,0,1,,,,,0,,,64,127
11065,note_on,,,,,2,0,1,,,,,0,73,71,,
11065,note_on,,,,,0,0,1,,,,,0,47,71,,
11080,note_on,,,,,15,0,1,,,,,0,85,71,,
11293,note_on,,,,,0,0,1,,,,,0,47,0,,
11293,note_on,,,,,213,0,1,,,,,0,85,0,,
11293,note_on,,,,,0,0,1,,,,,0,35,0,,
11303,note_on,,,,,10,0,1,,,,,0,44,71,,
11310,note_on,,,,,7,0,1,,,,,0,80,0,,
11310,note_on,,,,,0,0,1,,,,,0,77,0,,
11310,note_on,,,,,0,0,1,,,,,0,73,0,,
11320,note_on,,,,,10,0,1,,,,,0,85,71,,
11322,note_on,,,,,2,0,1,,,,,0,80,71,,
11322,note_on,,,,,0,0,1,,,,,0,77,71,,
11325,note_on,,,,,3,0,1,,,,,0,73,71,,
11533,note_on,,,,,208,0,1,,,,,0,80,0,,
11533,note_on,,,,,0,0,1,,,,,0,44,0,,
11533,note_on,,,,,0,0,1,,,,,0,85,0,,
11539,control_change,,,,,6,0,1,,,,,0,,,64,0
11543,note_on,,,,,4,0,1,,,,,0,33,58,,
11653,note_on,,,,,110,0,1,,,,,0,77,0,,
11653,note_on,,,,,0,0,1,,,,,0,73,0,,
11663,note_on,,,,,10,0,1,,,,,0,49,58,,
11770,note_on,,,,,107,0,1,,,,,0,33,0,,
11780,note_on,,,,,10,0,1,,,,,0,54,58,,
11782,note_on,,,,,2,0,1,,,,,0,45,58,,
11890,note_on,,,,,108,0,1,,,,,0,49,0,,
11900,note_on,,,,,10,0,1,,,,,0,57,58,,
12012,note_on,,,,,112,0,1,,,,,0,57,0,,
12012,note_on,,,,,0,0,1,,,,,0,45,0,,
12012,note_on,,,,,0,0,1,,,,,0,54,0,,
12022,note_on,,,,,10,0,1,,,,,0,33,58,,
12040,note_on,,,,,18,0,1,,,,,0,61,58,,
12153,note_on,,,,,113,0,1,,,,,0,61,0,,
12163,note_on,,,,,10,0,1,,,,,0,61,59,,
12250,note_on,,,,,87,0,1,,,,,0,33,0,,
12260,note_on,,,,,10,0,1,,,,,0,66,59,,
12260,note_on,,,,,0,0,1,,,,,0,45,58,,
12370,note_on,,,,,110,0,1,,,,,0,61,0,,
12380,note_on,,,,,10,0,1,,,,,0,69,59,,
12490,note_on,,,,,110,0,1,,,,,0,69,0,,
12490,note_on,,,,,0,0,1,,,,,0,45,0,,
12490,note_on,,,,,0,0,1,,,,,0,66,0,,
12500,note_on,,,,,10,0,1,,,,,0,33,58,,
12520,note_on,,,,,20,0,1,,,,,0,73,63,,
12630,note_on,,,,,110,0,1,,,,,0,73,0,,
12640,note_on,,,,,10,0,1,,,,,0,73,67,,
12733,note_on,,,,,93,0,1,,,,,0,33,0,,
12743,note_on,,,,,10,0,1,,,,,0,78,67,,
12743,note_on,,,,,0,0,1,,,,,0,45,58,,
12853,note_on,,,,,110,0,1,,,,,0,73,0,,
12863,note_on,,,,,10,0,1,,,,,0,81,67,,
12973,note_on,,,,,0,0,1,,,,,0,45,0,,
12973,note_on,,,,,0,0,1,,,,,0,78,0,,
12973,note_on,,,,,110,0,1,,,,,0,81,0,,
12983,note_on,,,,,0,0,1,,,,,0,78,79,,
12983,control_change,,,,,10,0,1,,,,,0,,,64,127
12983,note_on,,,,,0,0,1,,,,,0,33,58,,
12986,note_on,,,,,3,0,1,,,,,0,73,79,,
13000,note_on,,,,,14,0,1,,,,,0,85,79,,
13210,note_on,,,,,0,0,1,,,,,0,33,0,,
13210,note_on,,,,,210,0,1,,,,,0,85,0,,
13220,note_on,,,,,10,0,1,,,,,0,45,58,,
13230,note_on,,,,,0,0,1,,,,,0,78,0,,
13230,note_on,,,,,10,0,1,,,,,0,73,0,,
13240,note_on,,,,,10,0,1,,,,,0,85,79,,
13240,note_on,,,,,0,0,1,,,,,0,78,79,,
13242,note_on,,,,,2,0,1,,,,,0,73,79,,
13452,note_on,,,,,0,0,1,,,,,0,78,0,,
13452,note_on,,,,,0,0,1,,,,,0,45,0,,
13452,note_on,,,,,210,0,1,,,,,0,73,0,,
13452,note_on,,,,,0,0,1,,,,,0,85,0,,
13459,control_change,,,,,7,0,1,,,,,0,,,64,0
13462,note_on,,,,,3,0,1,,,,,0,33,58,,
13580,note_on,,,,,118,0,1,,,,,0,49,58,,
13690,note_on,,,,,110,0,1,,,,,0,33,0,,
13700,note_on,,,,,10,0,1,,,,,0,52,58,,
13700,note_on,,,,,0,0,1,,,,,0,45,58,,
13810,note_on,,,,,110,0,1,,,,,0,49,0,,
13820,note_on,,,,,10,0,1,,,,,0,55,58,,
13933,note_on,,,,,0,0,1,,,,,0,45,0,,
13933,note_on,,,,,0,0,1,,,,,0,52,0,,
13933,note_on,,,,,113,0,1,,,,,0,55,0,,
13943,note_on,,,,,10,0,1,,,,,0,33,58,,
13960,note_on,,,,,17,0,1,,,,,0,61,58,,
14070,note_on,,,,,110,0,1,,,,,0,61,0,,
14080,note_on,,,,,10,0,1,,,,,0,61,59,,
14173,note_on,,,,,93,0,1,,,,,0,33,0,,
14183,note_on,,,,,10,0,1,,,,,0,64,59,,
14183,note_on,,,,,0,0,1,,,,,0,45,58,,
14293,note_on,,,,,110,0,1,,,,,0,61,0,,
14303,note_on,,,,,10,0,1,,,,,0,67,59,,
14412,note_on,,,,,0,0,1,,,,,0,45,0,,
14412,note_on,,,,,0,0,1,,,,,0,64,0,,
14412,note_on,,,,,109,0,1,,,,,0,67,0,,
14422,note_on,,,,,10,0,1,,,,,0,33,58,,
14440,note_on,,,,,18,0,1,,,,,0,73,59,,
14550,note_on,,,,,110,0,1,,,,,0,73,0,,
14560,note_on,,,,,10,0,1,,,,,0,73,67,,
14650,note_on,,,,,90,0,1,,,,,0,33,0,,
14660,note_on,,,,,10,0,1,,,,,0,76,67,,
14662,note_on,,,,,2,0,1,,,,,0,45,58,,
14770,note_on,,,,,108,0,1,,,,,0,73,0,,
14780,note_on,,,,,10,0,1,,,,,0,79,67,,
14892,note_on,,,,,112,0,1,,,,,0,79,0,,
14892,note_on,,,,,0,0,1,,,,,0,45,0,,
14892,note_on,,,,,0,0,1,,,,,0,76,0,,
14902,note_on,,,,,0,0,1,,,,,0,73,79,,
14902,note_on,,,,,10,0,1,,,,,0,33,58,,
14902,note_on,,,,,0,0,1,,,,,0,79,79,,
14903,control_change,,,,,1,0,1,,,,,0,,,64,127
14923,note_on,,,,,20,0,1,,,,,0,85,79,,
15130,note_on,,,,,207,0,1,,,,,0,85,0,,
15130,note_on,,,,,0,0,1,,,,,0,33,0,,
15140,note_on,,,,,10,0,1,,,,,0,45,58,,
15153,note_on,,,,,13,0,1,,,,,0,73,0,,
15153,note_on,,,,,0,0,1,,,,,0,79,0,,
15163,note_on,,,,,10,0,1,,,,,0,85,79,,
15163,note_on,,,,,0,0,1,,,,,0,79,79,,
15163,note_on,,,,,0,0,1,,,,,0,73,79,,
15360,set_tempo,,,,,15360,1,0,,666667,,,,,,,
15373,note_on,,,,,0,0,1,,,,,0,45,0,,
15373,note_on,,,,,210,0,1,,,,,0,85,0,,
15376,note_on,,,,,3,0,1,,,,,0,79,0,,
15376,note_on,,,,,0,0,1,,,,,0,73,0,,
15379,control_change,,,,,3,0,1,,,,,0,,,64,0
15383,note_on,,,,,4,0,1,,,,,0,44,75,,
15386,note_on,,,,,3,0,1,,,,,0,32,75,,
15400,note_on,,,,,14,0,1,,,,,0,84,75,,
15402,note_on,,,,,2,0,1,,,,,0,80,75,,
15402,note_on,,,,,0,0,1,,,,,0,72,75,,
15600,set_tempo,,,,,240,1,0,,375000,,,,,,,
15630,note_on,,,,,228,0,1,,,,,0,72,0,,
15630,note_on,,,,,0,0,1,,,,,0,44,0,,
15630,note_on,,,,,0,0,1,,,,,0,32,0,,
15630,note_on,,,,,0,0,1,,,,,0,80,0,,
15630,note_on,,,,,0,0,1,,,,,0,84,0,,
15640,note_on,,,,,10,0,1,,,,,0,68,75,,
15642,note_on,,,,,2,0,1,,,,,0,60,75,,
15642,note_on,,,,,0,0,1,,,,,0,56,75,,
15750,note_on,,,,,108,0,1,,,,,0,68,0,,
15760,note_on,,,,,10,0,1,,,,,0,80,75,,
15870,note_on,,,,,0,0,1,,,,,0,60,0,,
15870,note_on,,,,,110,0,1,,,,,0,80,0,,
15880,note_on,,,,,10,0,1,,,,,0,68,75,,
15880,note_on,,,,,0,0,1,,,,,0,60,75,,
15990,note_on,,,,,110,0,1,,,,,0,68,0,,
16000,note_on,,,,,10,0,1,,,,,0,80,75,,
16110,note_on,,,,,110,0,1,,,,,0,80,0,,
16110,note_on,,,,,0,0,1,,,,,0,60,0,,
16120,note_on,,,,,10,0,1,,,,,0,70,75,,
16120,note_on,,,,,0,0,1,,,,,0,61,75,,
16233,note_on,,,,,113,0,1,,,,,0,70,0,,
16243,note_on,,,,,10,0,1,,,,,0,80,75,,
16353,note_on,,,,,110,0,1,,,,,0,80,0,,
16353,note_on,,,,,0,0,1,,,,,0,61,0,,
16363,note_on,,,,,10,0,1,,,,,0,72,75,,
16363,note_on,,,,,0,0,1,,,,,0,63,75,,
16473,note_on,,,,,110,0,1,,,,,0,72,0,,
16483,note_on,,,,,10,0,1,,,,,0,80,75,,
16590,note_on,,,,,107,0,1,,,,,0,80,0,,
16590,note_on,,,,,0,0,1,,,,,0,63,0,,
16600,note_on,,,,,10,0,1,,,,,0,73,75,,
16603,note_on,,,,,3,0,1,,,,,0,64,75,,
16710,note_on,,,,,107,0,1,,,,,0,73,0,,
16720,note_on,,,,,10,0,1,,,,,0,80,75,,
16830,note_on,,,,,0,0,1,,,,,0,64,0,,
16830,note_on,,,,,110,0,1,,,,,0,80,0,,
16840,note_on,,,,,10,0,1,,,,,0,75,75,,
16842,note_on,,,,,2,0,1,,,,,0,66,75,,
16950,note_on,,,,,108,0,1,,,,,0,75,0,,
16960,note_on,,,,,10,0,1,,,,,0,80,75,,
17070,note_on,,,,,110,0,1,,,,,0,80,0,,
17070,note_on,,,,,0,0,1,,,,,0,66,0,,
17080,note_on,,,,,10,0,1,,,,,0,72,75,,
