tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity,pitch
0,track_name,0,1,17,,,,,,,,,,,,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,,
0,program_change,0,0,12,,,,,,,,48,12,,,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,,
0,track_name,0,1,13,,,,,,,,,,,,,,
0,program_change,0,0,13,,,,,,,,48,13,,,,,
0,midi_port,0,1,14,,,,,,,0,,,,,,,
0,program_change,0,0,11,,,,,,,,48,11,,,,,
0,track_name,0,1,14,,,,,,,,,,,,,,
0,midi_port,0,1,15,,,,,,,0,,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,,,
0,midi_port,0,1,16,,,,,,,0,,,,,,,
0,track_name,0,1,16,,,,,,,,,,,,,,
0,end_of_track,0,1,16,,,,,,,,,,,,,,
0,midi_port,0,1,17,,,,,,,0,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,
0,track_name,0,1,11,,,,,,,,,,,,,,
0,program_change,0,0,10,,,,,,,,48,10,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,,
0,program_change,0,0,9,,,,,,,,48,8,,,,,
0,program_change,0,0,9,,,,,,,,48,8,,,,,
0,pitchwheel,0,0,9,,,,,,,,,8,,,,,300
0,control_change,0,0,9,,,,,,,,,8,7,127,,,
0,control_change,0,0,9,,,,,,,,,8,10,12,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,,
0,control_change,0,0,9,,,,,,,,,8,11,100,,,
0,control_change,0,0,9,,,,,,,,,8,91,64,,,
0,control_change,0,0,9,,,,,,,,,8,93,120,,,
0,note_on,0,0,9,,,,,,,,,8,,,63,117,
0,note_on,0,0,9,,,,,,,,,8,,,55,117,
0,note_on,0,0,9,,,,,,,,,8,,,75,117,
0,midi_port,0,1,10,,,,,,,0,,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,,
0,control_change,0,0,9,,,,,,,,,8,64,0,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,,
0,end_of_track,0,1,17,,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,,
0,key_signature,0,1,0,,,,,Eb,,,,,,,,,
0,set_tempo,0,1,0,,,,,,485830,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
1,program_change,1,0,6,,,,,,,,56,5,,,,,
1,control_change,0,0,6,,,,,,,,,5,7,127,,,
1,control_change,0,0,6,,,,,,,,,5,10,77,,,
1,control_change,0,0,6,,,,,,,,,5,64,0,,,
1,control_change,0,0,6,,,,,,,,,5,91,106,,,
1,control_change,0,0,6,,,,,,,,,5,93,32,,,
1,note_on,0,0,6,,,,,,,,,5,,,75,104,
1,note_on,0,0,6,,,,,,,,,5,,,63,104,
1,control_change,0,0,6,,,,,,,,,5,11,100,,,
1,note_on,0,0,2,,,,,,,,,1,,,79,98,
1,control_change,0,0,2,,,,,,,,,1,93,24,,,
1,control_change,0,0,2,,,,,,,,,1,91,72,,,
1,control_change,0,0,2,,,,,,,,,1,64,0,,,
1,control_change,0,0,2,,,,,,,,,1,11,100,,,
1,control_change,0,0,2,,,,,,,,,1,10,80,,,
1,control_change,0,0,2,,,,,,,,,1,7,127,,,
1,program_change,1,0,2,,,,,,,,68,1,,,,,
1,note_on,0,0,2,,,,,,,,,1,,,75,98,
2,control_change,0,0,5,,,,,,,,,4,64,0,,,
2,control_change,0,0,5,,,,,,,,,4,91,106,,,
2,control_change,0,0,5,,,,,,,,,4,93,32,,,
2,note_on,0,0,5,,,,,,,,,4,,,63,107,
2,note_on,0,0,5,,,,,,,,,4,,,55,107,
2,program_change,2,0,10,,,,,,,,48,10,,,,,
2,pitchwheel,0,0,10,,,,,,,,,10,,,,,-300
2,control_change,0,0,10,,,,,,,,,10,91,64,,,
2,control_change,0,0,10,,,,,,,,,10,10,90,,,
2,control_change,0,0,10,,,,,,,,,10,11,100,,,
2,control_change,0,0,10,,,,,,,,,10,64,0,,,
2,control_change,0,0,10,,,,,,,,,10,93,120,,,
2,note_on,0,0,10,,,,,,,,,10,,,63,112,
2,note_on,0,0,10,,,,,,,,,10,,,55,112,
2,control_change,0,0,5,,,,,,,,,4,11,100,,,
2,control_change,0,0,10,,,,,,,,,10,7,127,,,
2,control_change,0,0,5,,,,,,,,,4,7,127,,,
2,control_change,0,0,5,,,,,,,,,4,10,54,,,
2,control_change,0,0,3,,,,,,,,,2,91,89,,,
2,control_change,0,0,3,,,,,,,,,2,93,24,,,
2,program_change,2,0,5,,,,,,,,60,4,,,,,
2,control_change,0,0,3,,,,,,,,,2,64,0,,,
2,control_change,0,0,3,,,,,,,,,2,11,100,,,
2,control_change,0,0,3,,,,,,,,,2,10,65,,,
2,control_change,0,0,3,,,,,,,,,2,7,127,,,
2,program_change,2,0,3,,,,,,,,71,2,,,,,
2,note_on,0,0,3,,,,,,,,,2,,,67,94,
2,note_on,0,0,3,,,,,,,,,2,,,75,94,
4,note_on,0,0,11,,,,,,,,,11,,,55,117,
4,control_change,0,0,11,,,,,,,,,11,93,96,,,
4,control_change,0,0,11,,,,,,,,,11,91,42,,,
4,control_change,0,0,11,,,,,,,,,11,64,0,,,
4,control_change,0,0,11,,,,,,,,,11,11,100,,,
4,control_change,0,0,11,,,,,,,,,11,10,40,,,
4,control_change,0,0,11,,,,,,,,,11,7,127,,,
4,note_on,0,0,11,,,,,,,,,11,,,51,117,
4,program_change,4,0,11,,,,,,,,48,11,,,,,
4,pitchwheel,0,0,11,,,,,,,,,11,,,,,300
5,control_change,0,0,12,,,,,,,,,12,93,80,,,
5,control_change,0,0,12,,,,,,,,,12,91,62,,,
5,control_change,0,0,12,,,,,,,,,12,64,0,,,
5,control_change,0,0,12,,,,,,,,,12,11,100,,,
5,control_change,0,0,12,,,,,,,,,12,10,100,,,
5,control_change,0,0,12,,,,,,,,,12,7,127,,,
5,pitchwheel,0,0,12,,,,,,,,,12,,,,,-300
5,program_change,5,0,12,,,,,,,,48,12,,,,,
5,note_on,0,0,12,,,,,,,,,12,,,39,117,
6,note_on,0,0,4,,,,,,,,,3,,,55,110,
6,control_change,0,0,4,,,,,,,,,3,93,24,,,
6,control_change,0,0,4,,,,,,,,,3,91,89,,,
6,control_change,0,0,4,,,,,,,,,3,64,0,,,
6,control_change,0,0,4,,,,,,,,,3,11,100,,,
6,control_change,0,0,4,,,,,,,,,3,10,80,,,
6,control_change,0,0,7,,,,,,,,,6,64,0,,,
6,note_on,0,0,7,,,,,,,,,6,,,51,127,
6,control_change,0,0,7,,,,,,,,,6,93,16,,,
6,control_change,0,0,7,,,,,,,,,6,91,119,,,
6,program_change,6,0,4,,,,,,,,70,3,,,,,
6,control_change,0,0,7,,,,,,,,,6,10,67,,,
6,control_change,0,0,7,,,,,,,,,6,7,127,,,
6,program_change,6,0,7,,,,,,,,47,6,,,,,
6,control_change,0,0,4,,,,,,,,,3,7,127,,,
6,note_on,0,0,4,,,,,,,,,3,,,51,110,
6,control_change,0,0,7,,,,,,,,,6,11,127,,,
7,program_change,7,0,13,,,,,,,,48,13,,,,,
7,note_on,0,0,13,,,,,,,,,13,,,39,127,
7,control_change,0,0,13,,,,,,,,,13,91,93,,,
7,control_change,0,0,13,,,,,,,,,13,64,0,,,
7,control_change,0,0,13,,,,,,,,,13,11,100,,,
7,control_change,0,0,13,,,,,,,,,13,10,127,,,
7,control_change,0,0,13,,,,,,,,,13,93,64,,,
7,pitchwheel,0,0,13,,,,,,,,,13,,,,,300
7,control_change,0,0,13,,,,,,,,,13,7,127,,,
120,note_on,120,0,9,,,,,,,,,8,,,55,0,
120,note_on,0,0,9,,,,,,,,,8,,,63,0,
126,note_on,120,0,7,,,,,,,,,6,,,51,0,
480,set_tempo,480,1,0,,,,,,600000,,,,,,,,
480,note_on,0,0,8,,,,,,,,,7,,,39,106,
480,control_change,480,0,8,,,,,,,,,7,7,125,,,
510,set_tempo,30,1,0,,,,,,441176,,,,,,,,
510,note_on,0,0,8,,,,,,,,,7,,,43,106,
510,note_on,30,0,8,,,,,,,,,7,,,39,0,
540,note_on,0,0,8,,,,,,,,,7,,,46,106,
540,note_on,30,0,8,,,,,,,,,7,,,43,0,
570,control_change,450,0,9,,,,,,,,,8,7,103,,,
570,note_on,0,0,8,,,,,,,,,7,,,51,106,
570,note_on,30,0,8,,,,,,,,,7,,,46,0,
570,control_change,570,0,1,,,,,,,,,0,7,103,,,
571,control_change,1,0,9,,,,,,,,,8,7,101,,,
571,control_change,570,0,2,,,,,,,,,1,7,103,,,
571,control_change,570,0,6,,,,,,,,,5,7,103,,,
571,control_change,1,0,1,,,,,,,,,0,7,101,,,
572,control_change,1,0,6,,,,,,,,,5,7,101,,,
572,control_change,570,0,10,,,,,,,,,10,7,103,,,
572,control_change,570,0,5,,,,,,,,,4,7,103,,,
572,control_change,570,0,3,,,,,,,,,2,7,103,,,
572,control_change,1,0,1,,,,,,,,,0,7,99,,,
572,control_change,1,0,2,,,,,,,,,1,7,101,,,
572,control_change,1,0,9,,,,,,,,,8,7,99,,,
573,control_change,1,0,9,,,,,,,,,8,7,98,,,
573,control_change,1,0,5,,,,,,,,,4,7,101,,,
573,control_change,1,0,3,,,,,,,,,2,7,101,,,
573,control_change,1,0,2,,,,,,,,,1,7,99,,,
573,control_change,1,0,6,,,,,,,,,5,7,99,,,
573,control_change,1,0,10,,,,,,,,,10,7,101,,,
573,control_change,1,0,1,,,,,,,,,0,7,98,,,
574,control_change,1,0,3,,,,,,,,,2,7,99,,,
574,control_change,1,0,9,,,,,,,,,8,7,95,,,
574,control_change,1,0,2,,,,,,,,,1,7,98,,,
574,control_change,1,0,1,,,,,,,,,0,7,95,,,
574,control_change,1,0,6,,,,,,,,,5,7,98,,,
574,control_change,1,0,5,,,,,,,,,4,7,99,,,
574,control_change,1,0,10,,,,,,,,,10,7,99,,,
574,control_change,570,0,11,,,,,,,,,11,7,103,,,
575,control_change,1,0,3,,,,,,,,,2,7,98,,,
575,control_change,570,0,12,,,,,,,,,12,7,103,,,
575,control_change,1,0,5,,,,,,,,,4,7,98,,,
575,control_change,1,0,9,,,,,,,,,8,7,93,,,
575,control_change,1,0,2,,,,,,,,,1,7,95,,,
575,control_change,1,0,6,,,,,,,,,5,7,95,,,
575,control_change,1,0,10,,,,,,,,,10,7,98,,,
575,control_change,1,0,1,,,,,,,,,0,7,93,,,
575,control_change,1,0,11,,,,,,,,,11,7,101,,,
576,control_change,1,0,2,,,,,,,,,1,7,93,,,
576,control_change,1,0,10,,,,,,,,,10,7,95,,,
576,control_change,1,0,1,,,,,,,,,0,7,92,,,
576,control_change,1,0,3,,,,,,,,,2,7,95,,,
576,control_change,1,0,12,,,,,,,,,12,7,101,,,
576,control_change,1,0,5,,,,,,,,,4,7,95,,,
576,control_change,1,0,11,,,,,,,,,11,7,99,,,
576,control_change,1,0,6,,,,,,,,,5,7,93,,,
576,control_change,1,0,9,,,,,,,,,8,7,92,,,
576,control_change,570,0,4,,,,,,,,,3,7,103,,,
577,control_change,1,0,9,,,,,,,,,8,7,90,,,
577,control_change,1,0,3,,,,,,,,,2,7,93,,,
577,control_change,1,0,12,,,,,,,,,12,7,99,,,
577,control_change,1,0,4,,,,,,,,,3,7,101,,,
577,control_change,570,0,13,,,,,,,,,13,7,103,,,
577,control_change,1,0,2,,,,,,,,,1,7,92,,,
577,control_change,1,0,5,,,,,,,,,4,7,93,,,
577,control_change,1,0,6,,,,,,,,,5,7,92,,,
577,control_change,1,0,10,,,,,,,,,10,7,93,,,
577,control_change,1,0,1,,,,,,,,,0,7,90,,,
577,control_change,1,0,11,,,,,,,,,11,7,98,,,
578,control_change,1,0,11,,,,,,,,,11,7,95,,,
578,control_change,1,0,13,,,,,,,,,13,7,101,,,
578,control_change,1,0,12,,,,,,,,,12,7,98,,,
578,control_change,1,0,1,,,,,,,,,0,7,87,,,
578,control_change,1,0,6,,,,,,,,,5,7,90,,,
578,control_change,1,0,9,,,,,,,,,8,7,87,,,
578,control_change,1,0,3,,,,,,,,,2,7,92,,,
578,control_change,1,0,4,,,,,,,,,3,7,99,,,
578,control_change,1,0,2,,,,,,,,,1,7,90,,,
578,control_change,1,0,10,,,,,,,,,10,7,92,,,
578,control_change,1,0,5,,,,,,,,,4,7,92,,,
579,control_change,1,0,13,,,,,,,,,13,7,99,,,
579,control_change,1,0,5,,,,,,,,,4,7,90,,,
579,control_change,1,0,3,,,,,,,,,2,7,90,,,
579,control_change,1,0,6,,,,,,,,,5,7,87,,,
579,control_change,1,0,11,,,,,,,,,11,7,93,,,
579,control_change,1,0,1,,,,,,,,,0,7,86,,,
579,control_change,1,0,9,,,,,,,,,8,7,86,,,
579,control_change,1,0,4,,,,,,,,,3,7,98,,,
579,control_change,1,0,2,,,,,,,,,1,7,87,,,
579,control_change,1,0,10,,,,,,,,,10,7,90,,,
579,control_change,1,0,12,,,,,,,,,12,7,95,,,
580,control_change,1,0,3,,,,,,,,,2,7,87,,,
580,control_change,1,0,1,,,,,,,,,0,7,84,,,
580,control_change,1,0,4,,,,,,,,,3,7,95,,,
580,control_change,1,0,13,,,,,,,,,13,7,98,,,
580,control_change,1,0,9,,,,,,,,,8,7,84,,,
580,control_change,1,0,6,,,,,,,,,5,7,86,,,
580,control_change,1,0,2,,,,,,,,,1,7,86,,,
580,control_change,1,0,11,,,,,,,,,11,7,92,,,
580,control_change,1,0,12,,,,,,,,,12,7,93,,,
580,control_change,1,0,10,,,,,,,,,10,7,87,,,
580,control_change,1,0,5,,,,,,,,,4,7,87,,,
581,control_change,1,0,2,,,,,,,,,1,7,84,,,
581,control_change,1,0,4,,,,,,,,,3,7,93,,,
581,control_change,1,0,1,,,,,,,,,0,7,82,,,
581,control_change,1,0,11,,,,,,,,,11,7,90,,,
581,control_change,1,0,12,,,,,,,,,12,7,92,,,
581,control_change,1,0,13,,,,,,,,,13,7,95,,,
581,control_change,1,0,10,,,,,,,,,10,7,86,,,
581,control_change,1,0,9,,,,,,,,,8,7,82,,,
581,control_change,1,0,5,,,,,,,,,4,7,86,,,
581,control_change,1,0,3,,,,,,,,,2,7,86,,,
581,control_change,1,0,6,,,,,,,,,5,7,84,,,
582,control_change,1,0,13,,,,,,,,,13,7,93,,,
582,control_change,1,0,1,,,,,,,,,0,7,81,,,
582,control_change,1,0,2,,,,,,,,,1,7,82,,,
582,control_change,1,0,4,,,,,,,,,3,7,92,,,
582,control_change,1,0,5,,,,,,,,,4,7,84,,,
582,control_change,1,0,11,,,,,,,,,11,7,87,,,
582,control_change,1,0,10,,,,,,,,,10,7,84,,,
582,control_change,1,0,3,,,,,,,,,2,7,84,,,
582,control_change,1,0,12,,,,,,,,,12,7,90,,,
582,control_change,1,0,9,,,,,,,,,8,7,81,,,
582,control_change,1,0,6,,,,,,,,,5,7,82,,,
583,control_change,1,0,3,,,,,,,,,2,7,82,,,
583,control_change,1,0,12,,,,,,,,,12,7,87,,,
583,control_change,1,0,1,,,,,,,,,0,7,79,,,
583,control_change,1,0,10,,,,,,,,,10,7,82,,,
583,control_change,1,0,11,,,,,,,,,11,7,86,,,
583,control_change,1,0,9,,,,,,,,,8,7,79,,,
583,control_change,1,0,2,,,,,,,,,1,7,81,,,
583,control_change,1,0,5,,,,,,,,,4,7,82,,,
583,control_change,1,0,4,,,,,,,,,3,7,90,,,
583,control_change,1,0,6,,,,,,,,,5,7,81,,,
583,control_change,1,0,13,,,,,,,,,13,7,92,,,
584,control_change,1,0,1,,,,,,,,,0,7,76,,,
584,control_change,1,0,10,,,,,,,,,10,7,81,,,
584,control_change,1,0,3,,,,,,,,,2,7,81,,,
584,control_change,1,0,11,,,,,,,,,11,7,84,,,
584,control_change,1,0,9,,,,,,,,,8,7,76,,,
584,control_change,1,0,13,,,,,,,,,13,7,90,,,
584,control_change,1,0,12,,,,,,,,,12,7,86,,,
584,control_change,1,0,6,,,,,,,,,5,7,79,,,
584,control_change,1,0,4,,,,,,,,,3,7,87,,,
584,control_change,1,0,2,,,,,,,,,1,7,79,,,
584,control_change,1,0,5,,,,,,,,,4,7,81,,,
585,control_change,1,0,12,,,,,,,,,12,7,84,,,
585,control_change,1,0,6,,,,,,,,,5,7,76,,,
585,control_change,1,0,9,,,,,,,,,8,7,75,,,
585,control_change,1,0,2,,,,,,,,,1,7,76,,,
585,control_change,1,0,10,,,,,,,,,10,7,79,,,
585,control_change,1,0,11,,,,,,,,,11,7,82,,,
585,control_change,1,0,1,,,,,,,,,0,7,75,,,
585,control_change,1,0,5,,,,,,,,,4,7,79,,,
585,control_change,1,0,4,,,,,,,,,3,7,86,,,
585,control_change,1,0,3,,,,,,,,,2,7,79,,,
585,control_change,1,0,13,,,,,,,,,13,7,87,,,
586,control_change,1,0,11,,,,,,,,,11,7,81,,,
586,control_change,1,0,13,,,,,,,,,13,7,86,,,
586,control_change,1,0,12,,,,,,,,,12,7,82,,,
586,control_change,1,0,9,,,,,,,,,8,7,73,,,
586,control_change,1,0,4,,,,,,,,,3,7,84,,,
586,control_change,1,0,5,,,,,,,,,4,7,76,,,
586,control_change,1,0,1,,,,,,,,,0,7,73,,,
586,control_change,1,0,2,,,,,,,,,1,7,75,,,
586,control_change,1,0,10,,,,,,,,,10,7,76,,,
586,control_change,1,0,3,,,,,,,,,2,7,76,,,
586,control_change,1,0,6,,,,,,,,,5,7,75,,,
587,control_change,1,0,11,,,,,,,,,11,7,79,,,
587,control_change,1,0,4,,,,,,,,,3,7,82,,,
587,control_change,1,0,12,,,,,,,,,12,7,81,,,
587,control_change,1,0,1,,,,,,,,,0,7,71,,,
587,control_change,1,0,2,,,,,,,,,1,7,73,,,
587,control_change,1,0,13,,,,,,,,,13,7,84,,,
587,control_change,1,0,6,,,,,,,,,5,7,73,,,
587,control_change,1,0,5,,,,,,,,,4,7,75,,,
587,control_change,1,0,9,,,,,,,,,8,7,71,,,
587,control_change,1,0,3,,,,,,,,,2,7,75,,,
587,control_change,1,0,10,,,,,,,,,10,7,75,,,
588,control_change,1,0,3,,,,,,,,,2,7,73,,,
588,control_change,1,0,1,,,,,,,,,0,7,70,,,
588,control_change,1,0,6,,,,,,,,,5,7,71,,,
588,control_change,1,0,2,,,,,,,,,1,7,71,,,
588,control_change,1,0,11,,,,,,,,,11,7,76,,,
588,control_change,1,0,9,,,,,,,,,8,7,70,,,
588,control_change,1,0,4,,,,,,,,,3,7,81,,,
588,control_change,1,0,5,,,,,,,,,4,7,73,,,
588,control_change,1,0,12,,,,,,,,,12,7,79,,,
588,control_change,1,0,13,,,,,,,,,13,7,82,,,
588,control_change,1,0,10,,,,,,,,,10,7,73,,,
589,control_change,1,0,11,,,,,,,,,11,7,75,,,
589,control_change,1,0,4,,,,,,,,,3,7,79,,,
589,control_change,1,0,9,,,,,,,,,8,7,67,,,
589,control_change,1,0,3,,,,,,,,,2,7,71,,,
589,control_change,1,0,12,,,,,,,,,12,7,76,,,
589,control_change,1,0,10,,,,,,,,,10,7,71,,,
589,control_change,1,0,2,,,,,,,,,1,7,70,,,
589,control_change,1,0,5,,,,,,,,,4,7,71,,,
589,control_change,1,0,1,,,,,,,,,0,7,67,,,
589,control_change,1,0,13,,,,,,,,,13,7,81,,,
589,control_change,1,0,6,,,,,,,,,5,7,70,,,
590,control_change,1,0,6,,,,,,,,,5,7,67,,,
590,control_change,1,0,1,,,,,,,,,0,7,65,,,
590,control_change,1,0,3,,,,,,,,,2,7,70,,,
590,control_change,1,0,4,,,,,,,,,3,7,76,,,
590,control_change,1,0,12,,,,,,,,,12,7,75,,,
590,control_change,1,0,10,,,,,,,,,10,7,70,,,
590,control_change,1,0,9,,,,,,,,,8,7,65,,,
590,control_change,1,0,2,,,,,,,,,1,7,67,,,
590,control_change,1,0,5,,,,,,,,,4,7,70,,,
590,control_change,1,0,11,,,,,,,,,11,7,73,,,
590,control_change,1,0,13,,,,,,,,,13,7,79,,,
591,control_change,1,0,13,,,,,,,,,13,7,76,,,
591,control_change,1,0,2,,,,,,,,,1,7,65,,,
591,control_change,1,0,6,,,,,,,,,5,7,65,,,
591,control_change,1,0,4,,,,,,,,,3,7,75,,,
591,control_change,1,0,10,,,,,,,,,10,7,67,,,
591,control_change,1,0,12,,,,,,,,,12,7,73,,,
591,control_change,1,0,1,,,,,,,,,0,7,64,,,
591,control_change,1,0,11,,,,,,,,,11,7,71,,,
591,control_change,1,0,3,,,,,,,,,2,7,67,,,
591,control_change,1,0,5,,,,,,,,,4,7,67,,,
591,control_change,1,0,9,,,,,,,,,8,7,64,,,
592,control_change,1,0,6,,,,,,,,,5,7,64,,,
592,control_change,1,0,12,,,,,,,,,12,7,71,,,
592,control_change,1,0,5,,,,,,,,,4,7,65,,,
592,control_change,1,0,2,,,,,,,,,1,7,64,,,
592,control_change,1,0,10,,,,,,,,,10,7,65,,,
592,control_change,1,0,13,,,,,,,,,13,7,75,,,
592,control_change,1,0,9,,,,,,,,,8,7,62,,,
592,control_change,1,0,4,,,,,,,,,3,7,73,,,
592,control_change,1,0,3,,,,,,,,,2,7,65,,,
592,control_change,1,0,1,,,,,,,,,0,7,62,,,
592,control_change,1,0,11,,,,,,,,,11,7,70,,,
593,control_change,1,0,10,,,,,,,,,10,7,64,,,
593,control_change,1,0,5,,,,,,,,,4,7,64,,,
593,control_change,1,0,6,,,,,,,,,5,7,62,,,
593,control_change,1,0,3,,,,,,,,,2,7,64,,,
593,control_change,1,0,13,,,,,,,,,13,7,73,,,
593,control_change,1,0,2,,,,,,,,,1,7,62,,,
593,control_change,1,0,9,,,,,,,,,8,7,60,,,
593,control_change,1,0,11,,,,,,,,,11,7,67,,,
593,control_change,1,0,4,,,,,,,,,3,7,71,,,
593,control_change,1,0,1,,,,,,,,,0,7,60,,,
593,control_change,1,0,12,,,,,,,,,12,7,70,,,
594,control_change,1,0,13,,,,,,,,,13,7,71,,,
594,control_change,1,0,5,,,,,,,,,4,7,62,,,
594,control_change,1,0,2,,,,,,,,,1,7,60,,,
594,control_change,1,0,3,,,,,,,,,2,7,62,,,
594,control_change,1,0,11,,,,,,,,,11,7,65,,,
594,control_change,1,0,6,,,,,,,,,5,7,60,,,
594,control_change,1,0,9,,,,,,,,,8,7,58,,,
594,control_change,1,0,10,,,,,,,,,10,7,62,,,
594,control_change,1,0,1,,,,,,,,,0,7,58,,,
594,control_change,1,0,12,,,,,,,,,12,7,67,,,
594,control_change,1,0,4,,,,,,,,,3,7,70,,,
595,control_change,1,0,5,,,,,,,,,4,7,60,,,
595,control_change,1,0,3,,,,,,,,,2,7,60,,,
595,control_change,1,0,1,,,,,,,,,0,7,56,,,
595,control_change,1,0,12,,,,,,,,,12,7,65,,,
595,control_change,1,0,6,,,,,,,,,5,7,58,,,
595,control_change,1,0,2,,,,,,,,,1,7,58,,,
595,control_change,1,0,11,,,,,,,,,11,7,64,,,
595,control_change,1,0,10,,,,,,,,,10,7,60,,,
595,control_change,1,0,9,,,,,,,,,8,7,56,,,
595,control_change,1,0,4,,,,,,,,,3,7,67,,,
595,control_change,1,0,13,,,,,,,,,13,7,70,,,
596,control_change,1,0,9,,,,,,,,,8,7,54,,,
596,control_change,1,0,3,,,,,,,,,2,7,58,,,
596,control_change,1,0,2,,,,,,,,,1,7,56,,,
596,control_change,1,0,6,,,,,,,,,5,7,56,,,
596,control_change,1,0,13,,,,,,,,,13,7,67,,,
596,control_change,1,0,5,,,,,,,,,4,7,58,,,
596,control_change,1,0,4,,,,,,,,,3,7,65,,,
596,control_change,1,0,1,,,,,,,,,0,7,54,,,
596,control_change,1,0,12,,,,,,,,,12,7,64,,,
596,control_change,1,0,11,,,,,,,,,11,7,62,,,
596,control_change,1,0,10,,,,,,,,,10,7,58,,,
597,control_change,1,0,6,,,,,,,,,5,7,54,,,
597,control_change,1,0,13,,,,,,,,,13,7,65,,,
597,control_change,1,0,1,,,,,,,,,0,7,53,,,
597,control_change,1,0,2,,,,,,,,,1,7,54,,,
597,control_change,1,0,3,,,,,,,,,2,7,56,,,
597,control_change,1,0,5,,,,,,,,,4,7,56,,,
597,control_change,1,0,10,,,,,,,,,10,7,56,,,
597,control_change,1,0,9,,,,,,,,,8,7,53,,,
597,control_change,1,0,4,,,,,,,,,3,7,64,,,
597,control_change,1,0,11,,,,,,,,,11,7,60,,,
597,control_change,1,0,12,,,,,,,,,12,7,62,,,
598,control_change,1,0,5,,,,,,,,,4,7,54,,,
598,control_change,1,0,2,,,,,,,,,1,7,53,,,
598,control_change,1,0,9,,,,,,,,,8,7,51,,,
598,control_change,1,0,13,,,,,,,,,13,7,64,,,
598,control_change,1,0,4,,,,,,,,,3,7,62,,,
598,control_change,1,0,1,,,,,,,,,0,7,51,,,
598,control_change,1,0,11,,,,,,,,,11,7,58,,,
598,control_change,1,0,10,,,,,,,,,10,7,54,,,
598,control_change,1,0,3,,,,,,,,,2,7,54,,,
598,control_change,1,0,6,,,,,,,,,5,7,53,,,
598,control_change,1,0,12,,,,,,,,,12,7,60,,,
599,control_change,1,0,12,,,,,,,,,12,7,58,,,
599,control_change,1,0,5,,,,,,,,,4,7,53,,,
599,control_change,1,0,3,,,,,,,,,2,7,53,,,
