tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,program,note,velocity
1709,note_off,,,,,29,0,2,,,,1,,55,58
1710,note_off,,,,,1,0,1,,,,0,,67,58
1710,note_off,,,,,1,0,2,,,,1,,51,58
1740,set_tempo,,,,,60,1,0,517241,,,,,,
1799,note_on,,,,,89,0,1,,,,0,,58,55
1799,note_on,,,,,89,0,2,,,,1,,55,56
1799,note_on,,,,,0,0,2,,,,1,,51,54
1800,note_on,,,,,1,0,1,,,,0,,67,62
1879,note_off,,,,,80,0,2,,,,1,,55,61
1879,note_off,,,,,79,0,1,,,,0,,58,61
1880,note_off,,,,,1,0,2,,,,1,,51,62
1881,note_off,,,,,2,0,1,,,,0,,67,61
1889,note_on,,,,,9,0,2,,,,1,,48,59
1889,note_on,,,,,8,0,1,,,,0,,69,67
1890,set_tempo,,,,,150,1,0,535714,,,,,,
1891,note_on,,,,,2,0,1,,,,0,,63,62
1891,note_on,,,,,2,0,2,,,,1,,53,66
1913,note_off,,,,,22,0,1,,,,0,,69,58
1915,note_off,,,,,2,0,1,,,,0,,63,57
1915,note_off,,,,,24,0,2,,,,1,,48,59
1917,note_off,,,,,2,0,2,,,,1,,53,59
1919,note_on,,,,,4,0,1,,,,0,,69,76
1919,note_on,,,,,2,0,2,,,,1,,53,73
1920,note_on,,,,,1,0,1,,,,0,,63,68
1920,set_tempo,,,,,30,1,0,500000,,,,,,
1921,note_on,,,,,2,0,2,,,,1,,48,69
2028,note_off,,,,,107,0,2,,,,1,,53,60
2030,note_off,,,,,110,0,1,,,,0,,63,62
2030,note_off,,,,,0,0,1,,,,0,,69,60
2030,note_off,,,,,2,0,2,,,,1,,48,61
2039,note_on,,,,,9,0,2,,,,1,,50,56
2040,set_tempo,,,,,120,1,0,508475,,,,,,
2041,note_on,,,,,2,0,2,,,,1,,53,57
2041,note_on,,,,,0,0,1,,,,0,,70,67
2041,note_on,,,,,11,0,1,,,,0,,58,64
2070,note_off,,,,,29,0,2,,,,1,,53,57
2070,note_off,,,,,0,0,2,,,,1,,50,59
2070,note_off,,,,,29,0,1,,,,0,,70,57
2072,note_off,,,,,2,0,1,,,,0,,58,57
2100,set_tempo,,,,,60,1,0,535714,,,,,,
2159,note_on,,,,,89,0,2,,,,1,,53,62
2160,note_on,,,,,88,0,1,,,,0,,65,58
2161,note_on,,,,,1,0,1,,,,0,,70,64
2161,note_on,,,,,2,0,2,,,,1,,50,59
2240,note_off,,,,,79,0,1,,,,0,,70,60
2241,note_off,,,,,80,0,2,,,,1,,50,62
2249,note_on,,,,,8,0,2,,,,1,,45,63
2251,note_on,,,,,11,0,1,,,,0,,72,69
2269,note_off,,,,,20,0,2,,,,1,,53,62
2275,note_off,,,,,6,0,2,,,,1,,45,57
2276,note_off,,,,,25,0,1,,,,0,,65,62
2277,note_off,,,,,1,0,1,,,,0,,72,57
2279,note_on,,,,,2,0,1,,,,0,,72,78
2280,note_on,,,,,5,0,2,,,,1,,45,71
2280,note_on,,,,,0,0,2,,,,1,,53,74
2280,set_tempo,,,,,180,1,0,500000,,,,,,
2281,note_on,,,,,2,0,1,,,,0,,65,72
2389,note_off,,,,,109,0,2,,,,1,,45,62
2390,note_off,,,,,109,0,1,,,,0,,72,61
2399,note_on,,,,,9,0,1,,,,0,,70,73
2400,note_on,,,,,1,0,1,,,,0,,74,73
2400,note_on,,,,,11,0,2,,,,1,,44,61
2400,set_tempo,,,,,120,1,0,508475,,,,,,
2428,note_off,,,,,28,0,1,,,,0,,70,57
2429,note_off,,,,,1,0,1,,,,0,,74,57
2429,note_off,,,,,29,0,2,,,,1,,53,63
2431,note_off,,,,,2,0,2,,,,1,,44,57
2432,note_off,,,,,3,0,1,,,,0,,65,63
2460,set_tempo,,,,,60,1,0,517241,,,,,,
2519,note_on,,,,,87,0,1,,,,0,,74,80
2520,note_on,,,,,1,0,1,,,,0,,70,78
2521,note_on,,,,,90,0,2,,,,1,,44,66
2521,note_on,,,,,0,0,2,,,,1,,53,73
2599,note_off,,,,,79,0,1,,,,0,,74,60
2600,note_off,,,,,79,0,2,,,,1,,53,61
2602,note_off,,,,,2,0,2,,,,1,,44,60
2609,note_on,,,,,10,0,1,,,,0,,75,88
2610,set_tempo,,,,,150,1,0,500000,,,,,,
2610,note_on,,,,,8,0,2,,,,1,,43,71
2611,note_on,,,,,1,0,2,,,,1,,51,75
2634,note_off,,,,,25,0,1,,,,0,,75,59
2635,note_off,,,,,1,0,1,,,,0,,70,60
2636,note_off,,,,,25,0,2,,,,1,,51,58
2636,note_off,,,,,0,0,2,,,,1,,43,58
2639,note_on,,,,,0,0,1,,,,0,,75,93
2639,note_on,,,,,4,0,1,,,,0,,70,90
2641,note_on,,,,,5,0,2,,,,1,,43,80
2641,note_on,,,,,0,0,2,,,,1,,51,85
2749,note_off,,,,,110,0,1,,,,0,,75,61
2749,note_off,,,,,0,0,1,,,,0,,70,60
2750,note_off,,,,,109,0,2,,,,1,,51,61
2752,note_off,,,,,2,0,2,,,,1,,43,61
2760,note_on,,,,,11,0,1,,,,0,,70,97
2760,set_tempo,,,,,150,1,0,526316,,,,,,
2760,note_on,,,,,8,0,2,,,,1,,49,101
2761,note_on,,,,,1,0,1,,,,0,,65,92
2761,note_on,,,,,1,0,2,,,,1,,41,97
2761,note_on,,,,,0,0,1,,,,0,,77,98
2761,note_on,,,,,0,0,1,,,,0,,73,98
2791,note_off,,,,,30,0,1,,,,0,,70,58
2791,note_off,,,,,30,0,2,,,,1,,49,57
2792,note_off,,,,,1,0,2,,,,1,,41,57
2792,note_off,,,,,1,0,1,,,,0,,77,58
2792,note_off,,,,,0,0,1,,,,0,,73,57
2792,note_off,,,,,0,0,1,,,,0,,65,57
2879,note_on,,,,,87,0,1,,,,0,,70,97
2879,note_on,,,,,87,0,2,,,,1,,48,106
2879,note_on,,,,,0,0,2,,,,1,,40,101
2880,set_tempo,,,,,120,1,0,508475,,,,,,
2880,control_change,,,,,1,0,2,,64,0,1,,,
2880,control_change,,,,,1,0,1,,64,0,0,,,
2880,note_on,,,,,0,0,1,,,,0,,67,97
2880,note_on,,,,,0,0,1,,,,0,,79,102
2881,note_on,,,,,1,0,1,,,,0,,72,100
2900,control_change,,,,,20,0,2,,64,127,1,,,
2900,control_change,,,,,19,0,1,,64,127,0,,,
2928,note_off,,,,,28,0,2,,,,1,,40,59
2929,note_off,,,,,29,0,1,,,,0,,79,59
2929,note_off,,,,,1,0,2,,,,1,,48,57
2930,note_off,,,,,0,0,1,,,,0,,70,59
2930,note_off,,,,,1,0,1,,,,0,,67,58
2931,note_off,,,,,1,0,1,,,,0,,72,58
2940,control_change,,,,,9,0,1,,64,0,0,,,
2940,control_change,,,,,11,0,2,,64,0,1,,,
2999,note_on,,,,,59,0,1,,,,0,,69,104
2999,note_on,,,,,0,0,1,,,,0,,72,108
2999,note_on,,,,,59,0,2,,,,1,,41,109
2999,note_on,,,,,0,0,2,,,,1,,53,113
3000,control_change,,,,,1,0,1,,64,0,0,,,
3000,set_tempo,,,,,120,1,0,566038,,,,,,
3000,control_change,,,,,1,0,2,,64,0,1,,,
3001,note_on,,,,,1,0,1,,,,0,,60,105
3020,control_change,,,,,19,0,1,,64,127,0,,,
3020,control_change,,,,,20,0,2,,64,127,1,,,
3048,note_off,,,,,28,0,2,,,,1,,41,57
3050,note_off,,,,,2,0,2,,,,1,,53,59
3060,control_change,,,,,40,0,1,,64,0,0,,,
3060,control_change,,,,,10,0,2,,64,0,1,,,
3108,note_off,,,,,0,0,1,,,,0,,69,60
3108,note_off,,,,,48,0,1,,,,0,,72,61
3110,note_off,,,,,2,0,1,,,,0,,60,62
3120,set_tempo,,,,,120,1,0,666667,,,,,,
3239,note_on,,,,,179,0,2,,,,1,,74,55
3240,set_tempo,,,,,120,1,0,500000,,,,,,
3241,note_on,,,,,2,0,2,,,,1,,70,53
3241,note_on,,,,,131,0,1,,,,0,,86,55
3320,note_off,,,,,79,0,2,,,,1,,74,61
3321,note_off,,,,,1,0,2,,,,1,,70,61
3322,note_off,,,,,81,0,1,,,,0,,86,62
3330,note_on,,,,,0,0,1,,,,0,,89,64
3330,set_tempo,,,,,90,1,0,535714,,,,,,
3330,note_on,,,,,9,0,2,,,,1,,65,54
3330,note_on,,,,,0,0,2,,,,1,,72,58
3330,note_on,,,,,8,0,1,,,,0,,81,57
3354,note_off,,,,,0,0,1,,,,0,,81,57
3354,note_off,,,,,24,0,1,,,,0,,89,58
3355,note_off,,,,,25,0,2,,,,1,,72,58
3356,note_off,,,,,1,0,2,,,,1,,65,58
3359,note_on,,,,,5,0,1,,,,0,,84,66
3360,set_tempo,,,,,30,1,0,500000,,,,,,
3361,note_on,,,,,5,0,2,,,,1,,69,62
3361,note_on,,,,,0,0,2,,,,1,,72,65
3361,note_on,,,,,2,0,1,,,,0,,89,72
3470,note_off,,,,,109,0,2,,,,1,,69,62
3470,note_off,,,,,109,0,1,,,,0,,84,60
3471,note_off,,,,,1,0,2,,,,1,,72,60
3472,note_off,,,,,2,0,1,,,,0,,89,62
3479,note_on,,,,,8,0,2,,,,1,,70,55
3479,note_on,,,,,7,0,1,,,,0,,77,57
3479,note_on,,,,,0,0,2,,,,1,,74,58
3480,set_tempo,,,,,120,1,0,508475,,,,,,
3481,note_on,,,,,2,0,1,,,,0,,86,61
3508,note_off,,,,,27,0,1,,,,0,,77,58
3509,note_off,,,,,30,0,2,,,,1,,74,58
3509,note_off,,,,,0,0,2,,,,1,,70,58
3512,note_off,,,,,4,0,1,,,,0,,86,58
3540,set_tempo,,,,,60,1,0,517241,,,,,,
3600,note_on,,,,,91,0,2,,,,1,,67,55
3600,note_on,,,,,0,0,2,,,,1,,70,57
3601,note_on,,,,,89,0,1,,,,0,,82,58
3679,note_off,,,,,79,0,2,,,,1,,70,61
3680,note_off,,,,,1,0,2,,,,1,,67,62
3681,note_off,,,,,80,0,1,,,,0,,82,62
3689,note_on,,,,,9,0,2,,,,1,,69,56
3689,note_on,,,,,8,0,1,,,,0,,78,60
3689,note_on,,,,,0,0,1,,,,0,,86,65
3690,set_tempo,,,,,150,1,0,535714,,,,,,
3691,note_on,,,,,2,0,2,,,,1,,62,56
3713,note_off,,,,,24,0,1,,,,0,,78,59
3714,note_off,,,,,23,0,2,,,,1,,69,58
3715,note_off,,,,,2,0,1,,,,0,,86,58
3717,note_off,,,,,3,0,2,,,,1,,62,59
3720,set_tempo,,,,,30,1,0,500000,,,,,,
3720,note_on,,,,,5,0,1,,,,0,,81,70
3721,note_on,,,,,4,0,2,,,,1,,66,63
3721,note_on,,,,,0,0,2,,,,1,,69,64
3830,note_off,,,,,110,0,1,,,,0,,81,62
3831,note_off,,,,,110,0,2,,,,1,,69,62
3832,note_off,,,,,1,0,2,,,,1,,66,61
3839,note_on,,,,,9,0,1,,,,0,,82,63
3839,note_on,,,,,7,0,2,,,,1,,67,55
3840,set_tempo,,,,,120,1,0,508475,,,,,,
3841,note_on,,,,,2,0,1,,,,0,,74,58
3841,note_on,,,,,2,0,2,,,,1,,70,58
3869,note_off,,,,,28,0,1,,,,0,,82,58
3869,note_off,,,,,28,0,2,,,,1,,67,57
3870,note_off,,,,,1,0,1,,,,0,,74,57
3872,note_off,,,,,3,0,2,,,,1,,70,59
3900,set_tempo,,,,,60,1,0,517241,,,,,,
3959,note_on,,,,,0,0,2,,,,1,,63,56
3959,note_on,,,,,87,0,2,,,,1,,67,58
3961,note_on,,,,,91,0,1,,,,0,,79,56
4038,note_off,,,,,79,0,2,,,,1,,63,60
4039,note_off,,,,,1,0,2,,,,1,,67,61
4041,note_off,,,,,80,0,1,,,,0,,79,60
4049,note_on,,,,,10,0,2,,,,1,,58,57
4050,note_on,,,,,9,0,1,,,,0,,82,68
4050,set_tempo,,,,,150,1,0,535714,,,,,,
4051,note_on,,,,,2,0,2,,,,1,,65,60
4051,note_on,,,,,1,0,1,,,,0,,74,61
4075,note_off,,,,,24,0,2,,,,1,,58,59
4075,note_off,,,,,24,0,1,,,,0,,74,58
4075,note_off,,,,,0,0,1,,,,0,,82,57
4076,note_off,,,,,1,0,2,,,,1,,65,57
4079,note_on,,,,,0,0,2,,,,1,,65,68
4079,note_on,,,,,3,0,2,,,,1,,62,66
4080,set_tempo,,,,,30,1,0,500000,,,,,,
4080,note_on,,,,,5,0,1,,,,0,,77,65
4080,note_on,,,,,0,0,1,,,,0,,82,76
4189,note_off,,,,,110,0,2,,,,1,,62,60
4190,note_off,,,,,1,0,2,,,,1,,65,60
4190,note_off,,,,,110,0,1,,,,0,,82,62
4191,note_off,,,,,1,0,1,,,,0,,77,61
4199,note_on,,,,,9,0,2,,,,1,,63,54
4199,note_on,,,,,0,0,2,,,,1,,67,58
4199,note_on,,,,,8,0,1,,,,0,,70,56
4200,set_tempo,,,,,120,1,0,508475,,,,,,
4200,note_on,,,,,1,0,1,,,,0,,79,60
4228,note_off,,,,,29,0,2,,,,1,,67,59
4229,note_off,,,,,29,0,1,,,,0,,70,59
4230,note_off,,,,,2,0,2,,,,1,,63,57
4230,note_off,,,,,1,0,1,,,,0,,79,59
4260,set_tempo,,,,,60,1,0,517241,,,,,,
4319,note_on,,,,,89,0,1,,,,0,,70,55
4321,note_on,,,,,91,0,2,,,,1,,63,60
4321,note_on,,,,,0,0,2,,,,1,,67,61
4321,note_on,,,,,2,0,1,,,,0,,79,56
4400,note_off,,,,,79,0,1,,,,0,,70,60
4401,note_off,,,,,80,0,2,,,,1,,67,61
4402,note_off,,,,,2,0,1,,,,0,,79,60
4402,note_off,,,,,1,0,2,,,,1,,63,61
4409,note_on,,,,,7,0,1,,,,0,,81,64
4409,note_on,,,,,7,0,2,,,,1,,65,58
4410,note_on,,,,,1,0,1,,,,0,,75,62
4410,note_on,,,,,1,0,2,,,,1,,60,57
4410,set_tempo,,,,,150,1,0,535714,,,,,,
4433,note_off,,,,,23,0,1,,,,0,,81,59
4433,note_off,,,,,23,0,2,,,,1,,65,59
4436,note_off,,,,,3,0,1,,,,0,,75,57
4436,note_off,,,,,3,0,2,,,,1,,60,59
4439,note_on,,,,,3,0,2,,,,1,,65,66
4439,note_on,,,,,3,0,1,,,,0,,81,70
4440,set_tempo,,,,,30,1,0,500000,,,,,,
4441,note_on,,,,,2,0,2,,,,1,,60,63
4441,note_on,,,,,2,0,1,,,,0,,75,66
4548,note_off,,,,,107,0,2,,,,1,,65,61
4550,note_off,,,,,109,0,1,,,,0,,75,60
4550,note_off,,,,,0,0,1,,,,0,,81,60
4551,note_off,,,,,3,0,2,,,,1,,60,61
4560,note_on,,,,,10,0,1,,,,0,,82,56
4560,note_on,,,,,9,0,2,,,,1,,65,58
4560,set_tempo,,,,,120,1,0,508475,,,,,,
4561,note_on,,,,,1,0,2,,,,1,,62,57
4561,note_on,,,,,1,0,1,,,,0,,70,53
4589,note_off,,,,,28,0,2,,,,1,,65,59
4590,note_off,,,,,29,0,1,,,,0,,70,59
4591,note_off,,,,,1,0,1,,,,0,,82,59
4592,note_off,,,,,3,0,2,,,,1,,62,58
4620,set_tempo,,,,,60,1,0,517241,,,,,,
4679,note_on,,,,,87,0,2,,,,1,,74,72
4679,note_on,,,,,0,0,1,,,,0,,77,64
4679,note_on,,,,,88,0,1,,,,0,,82,66
4760,note_off,,,,,81,0,1,,,,0,,82,62
4760,note_off,,,,,81,0,2,,,,1,,74,62
4769,note_on,,,,,9,0,1,,,,0,,84,76
4770,set_tempo,,,,,150,1,0,535714,,,,,,
4770,note_on,,,,,10,0,2,,,,1,,72,64
4771,note_on,,,,,1,0,2,,,,1,,69,64
4794,note_off,,,,,25,0,1,,,,0,,77,60
4795,note_off,,,,,1,0,1,,,,0,,84,59
4796,note_off,,,,,0,0,2,,,,1,,72,57
4796,note_off,,,,,25,0,2,,,,1,,69,58
4799,note_on,,,,,3,0,2,,,,1,,69,76
4800,set_tempo,,,,,30,1,0,500000,,,,,,
4800,note_on,,,,,5,0,1,,,,0,,84,85
4801,note_on,,,,,1,0,1,,,,0,,77,80
4801,note_on,,,,,2,0,2,,,,1,,72,78
4909,note_off,,,,,108,0,1,,,,0,,84,62
4909,note_off,,,,,108,0,2,,,,1,,69,62
4912,note_off,,,,,3,0,2,,,,1,,72,60
4919,note_on,,,,,10,0,1,,,,0,,86,84
4920,set_tempo,,,,,120,1,0,508475,,,,,,
4921,note_on,,,,,9,0,2,,,,1,,68,73
4921,note_on,,,,,0,0,2,,,,1,,70,76
4950,note_off,,,,,31,0,1,,,,0,,86,57
4950,note_off,,,,,29,0,2,,,,1,,68,57
4951,note_off,,,,,1,0,1,,,,0,,77,65
4951,note_off,,,,,1,0,2,,,,1,,70,59
4980,set_tempo,,,,,60,1,0,517241,,,,,,
5039,note_on,,,,,88,0,1,,,,0,,82,85
5040,note_on,,,,,89,0,2,,,,1,,67,81
5040,note_on,,,,,1,0,1,,,,0,,87,86
5041,note_on,,,,,1,0,2,,,,1,,70,81
5119,note_off,,,,,78,0,2,,,,1,,67,60
5120,note_off,,,,,80,0,1,,,,0,,87,60
5129,note_on,,,,,9,0,1,,,,0,,88,92
5130,note_on,,,,,11,0,2,,,,1,,66,77
5130,set_tempo,,,,,150,1,0,535714,,,,,,
5150,note_off,,,,,20,0,2,,,,1,,70,62
5153,note_off,,,,,24,0,1,,,,0,,88,57
5154,note_off,,,,,4,0,2,,,,1,,66,59
5155,note_off,,,,,2,0,1,,,,0,,82,61
5160,set_tempo,,,,,30,1,0,500000,,,,,,
5161,note_on,,,,,6,0,1,,,,0,,82,92
5161,note_on,,,,,0,0,1,,,,0,,88,93
5161,note_on,,,,,7,0,2,,,,1,,66,86
5161,note_on,,,,,0,0,2,,,,1,,70,91
5270,note_off,,,,,109,0,1,,,,0,,88,61
5271,note_off,,,,,1,0,1,,,,0,,82,62
5271,note_off,,,,,110,0,2,,,,1,,70,62
5272,note_off,,,,,1,0,2,,,,1,,66,60
5279,note_on,,,,,7,0,2,,,,1,,65,99
5279,note_on,,,,,8,0,1,,,,0,,77,95
5279,note_on,,,,,0,0,1,,,,0,,89,99
5280,note_on,,,,,1,0,2,,,,1,,72,102
5280,set_tempo,,,,,120,1,0,508475,,,,,,
5281,note_on,,,,,2,0,1,,,,0,,81,96
5308,note_off,,,,,28,0,2,,,,1,,65,59
5309,note_off,,,,,28,0,1,,,,0,,77,58
5309,note_off,,,,,1,0,2,,,,1,,72,58
5310,note_off,,,,,1,0,1,,,,0,,89,59
5312,note_off,,,,,2,0,1,,,,0,,81,57
5399,note_on,,,,,87,0,1,,,,0,,79,102
5399,note_on,,,,,90,0,2,,,,1,,48,105
5400,set_tempo,,,,,120,1,0,555556,,,,,,
5400,note_on,,,,,0,0,1,,,,0,,91,109
5400,note_on,,,,,0,0,1,,,,0,,88,109
5400,control_change,,,,,1,0,1,,64,0,0,,,
5400,control_change,,,,,1,0,2,,64,0,1,,,
5401,note_on,,,,,1,0,2,,,,1,,60,108
5401,note_on,,,,,1,0,1,,,,0,,82,105
5420,control_change,,,,,19,0,1,,64,127,0,,,
5420,control_change,,,,,19,0,2,,64,127,1,,,
5448,note_off,,,,,28,0,1,,,,0,,79,59
5448,note_off,,,,,28,0,2,,,,1,,48,59
5449,note_off,,,,,1,0,1,,,,0,,88,58
5450,note_off,,,,,1,0,1,,,,0,,91,57
5452,note_off,,,,,2,0,1,,,,0,,82,59
5452,note_off,,,,,4,0,2,,,,1,,60,58
5460,set_tempo,,,,,60,1,0,582524,,,,,,
5460,control_change,,,,,8,0,1,,64,0,0,,,
5460,control_change,,,,,8,0,2,,64,0,1,,,
5519,note_on,,,,,59,0,2,,,,1,,65,114
5520,control_change,,,,,0,0,1,,64,0,0,,,
5520,note_on,,,,,60,0,1,,,,0,,81,110
5520,control_change,,,,,1,0,2,,64,0,1,,,
5521,note_on,,,,,1,0,2,,,,1,,53,112
5521,note_on,,,,,0,0,1,,,,0,,89,110
5521,note_on,,,,,1,0,1,,,,0,,77,108
5540,control_change,,,,,19,0,2,,64,127,1,,,
5540,control_change,,,,,19,0,1,,64,127,0,,,
5569,note_off,,,,,29,0,2,,,,1,,65,57
5570,note_off,,,,,1,0,2,,,,1,,53,57
5571,note_off,,,,,0,0,1,,,,0,,77,59
5571,note_off,,,,,31,0,1,,,,0,,89,59
5571,note_off,,,,,0,0,1,,,,0,,81,57
5580,set_tempo,,,,,120,1,0,714286,,,,,,
