tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
509,note_on,29,0,2,,,,,,,,,,,1,,58,0
510,note_on,1,0,2,,,,,,,,,,,1,,60,89
539,note_on,29,0,2,,,,,,,,,,,1,,60,0
539,note_on,59,0,1,,,,,,,,,,,0,,64,0
540,note_on,1,0,2,,,,,,,,,,,1,,57,89
540,note_on,1,0,1,,,,,,,,,,,0,,65,65
569,note_on,29,0,2,,,,,,,,,,,1,,57,0
570,note_on,1,0,2,,,,,,,,,,,1,,60,89
599,note_on,29,0,2,,,,,,,,,,,1,,60,0
599,note_on,59,0,1,,,,,,,,,,,0,,65,0
600,note_on,1,0,1,,,,,,,,,,,0,,67,65
600,note_on,1,0,2,,,,,,,,,,,1,,55,89
629,note_on,29,0,2,,,,,,,,,,,1,,55,0
630,note_on,1,0,2,,,,,,,,,,,1,,60,89
659,note_on,59,0,1,,,,,,,,,,,0,,67,0
659,note_on,29,0,2,,,,,,,,,,,1,,60,0
660,note_on,1,0,1,,,,,,,,,,,0,,69,65
660,note_on,1,0,2,,,,,,,,,,,1,,53,89
689,note_on,29,0,2,,,,,,,,,,,1,,53,0
690,note_on,1,0,2,,,,,,,,,,,1,,60,88
719,note_on,29,0,2,,,,,,,,,,,1,,60,0
719,note_on,59,0,1,,,,,,,,,,,0,,69,0
720,note_on,1,0,1,,,,,,,,,,,0,,72,65
720,note_on,1,0,2,,,,,,,,,,,1,,52,88
840,note_on,120,0,1,,,,,,,,,,,0,,70,72
844,note_on,4,0,1,,,,,,,,,,,0,,72,0
900,note_on,180,0,2,,,,,,,,,,,1,,52,0
903,note_on,59,0,1,,,,,,,,,,,0,,70,0
960,note_on,60,0,2,,,,,,,,,,,1,,52,63
960,note_on,57,0,1,,,,,,,,,,,0,,79,111
989,note_on,29,0,2,,,,,,,,,,,1,,52,0
990,note_on,1,0,2,,,,,,,,,,,1,,58,63
1019,note_on,29,0,2,,,,,,,,,,,1,,58,0
1020,note_on,1,0,2,,,,,,,,,,,1,,60,63
1049,note_on,29,0,2,,,,,,,,,,,1,,60,0
1050,note_on,1,0,2,,,,,,,,,,,1,,57,63
1079,note_on,29,0,2,,,,,,,,,,,1,,57,0
1080,note_on,1,0,2,,,,,,,,,,,1,,52,62
1080,note_on,120,0,1,,,,,,,,,,,0,,79,109
1083,note_on,3,0,1,,,,,,,,,,,0,,79,0
1109,note_on,29,0,2,,,,,,,,,,,1,,52,0
1110,note_on,1,0,2,,,,,,,,,,,1,,58,62
1139,note_on,56,0,1,,,,,,,,,,,0,,79,0
1139,note_on,29,0,2,,,,,,,,,,,1,,58,0
1140,note_on,1,0,1,,,,,,,,,,,0,,79,108
1140,note_on,1,0,2,,,,,,,,,,,1,,60,62
1169,note_on,29,0,2,,,,,,,,,,,1,,60,0
1170,note_on,1,0,2,,,,,,,,,,,1,,58,61
1199,note_on,29,0,2,,,,,,,,,,,1,,58,0
1199,note_on,59,0,1,,,,,,,,,,,0,,79,0
1200,note_on,1,0,1,,,,,,,,,,,0,,79,107
1200,note_on,1,0,2,,,,,,,,,,,1,,52,61
1229,note_on,29,0,1,,,,,,,,,,,0,,79,0
1230,note_on,1,0,1,,,,,,,,,,,0,,77,107
1259,note_on,29,0,1,,,,,,,,,,,0,,77,0
1260,note_on,1,0,1,,,,,,,,,,,0,,76,107
1289,note_on,29,0,1,,,,,,,,,,,0,,76,0
1290,note_on,1,0,1,,,,,,,,,,,0,,74,106
1319,note_on,29,0,1,,,,,,,,,,,0,,74,0
1320,note_on,1,0,1,,,,,,,,,,,0,,72,106
1324,note_on,124,0,2,,,,,,,,,,,1,,52,0
1349,note_on,29,0,1,,,,,,,,,,,0,,72,0
1350,note_on,1,0,1,,,,,,,,,,,0,,70,106
1379,note_on,29,0,1,,,,,,,,,,,0,,70,0
1380,note_on,1,0,1,,,,,,,,,,,0,,69,106
1409,note_on,29,0,1,,,,,,,,,,,0,,69,0
1410,note_on,1,0,1,,,,,,,,,,,0,,67,106
1439,note_on,29,0,1,,,,,,,,,,,0,,67,0
1440,note_on,1,0,1,,,,,,,,,,,0,,65,106
1440,note_on,116,0,2,,,,,,,,,,,1,,57,79
1469,note_on,29,0,2,,,,,,,,,,,1,,57,0
1470,note_on,1,0,2,,,,,,,,,,,1,,60,79
1499,note_on,29,0,2,,,,,,,,,,,1,,60,0
1499,note_on,59,0,1,,,,,,,,,,,0,,65,0
1500,note_on,1,0,2,,,,,,,,,,,1,,55,79
1500,note_on,1,0,1,,,,,,,,,,,0,,64,64
1529,note_on,29,0,2,,,,,,,,,,,1,,55,0
1530,note_on,1,0,2,,,,,,,,,,,1,,60,79
1559,note_on,59,0,1,,,,,,,,,,,0,,64,0
1559,note_on,29,0,2,,,,,,,,,,,1,,60,0
1560,note_on,1,0,2,,,,,,,,,,,1,,57,79
1560,note_on,1,0,1,,,,,,,,,,,0,,65,65
1589,note_on,29,0,2,,,,,,,,,,,1,,57,0
1590,note_on,1,0,2,,,,,,,,,,,1,,60,79
1619,note_on,59,0,1,,,,,,,,,,,0,,65,0
1619,note_on,29,0,2,,,,,,,,,,,1,,60,0
1620,note_on,1,0,1,,,,,,,,,,,0,,67,66
1620,note_on,1,0,2,,,,,,,,,,,1,,52,79
1649,note_on,29,0,2,,,,,,,,,,,1,,52,0
1650,note_on,1,0,2,,,,,,,,,,,1,,60,79
1679,note_on,59,0,1,,,,,,,,,,,0,,67,0
1679,note_on,29,0,2,,,,,,,,,,,1,,60,0
1680,note_on,1,0,1,,,,,,,,,,,0,,69,66
1680,note_on,1,0,2,,,,,,,,,,,1,,53,79
1793,note_on,113,0,2,,,,,,,,,,,1,,53,0
1793,note_on,113,0,1,,,,,,,,,,,0,,69,0
1800,note_on,7,0,1,,,,,,,,,,,0,,72,67
1829,note_on,29,0,1,,,,,,,,,,,0,,72,0
1830,note_on,1,0,1,,,,,,,,,,,0,,69,67
1859,note_on,29,0,1,,,,,,,,,,,0,,69,0
1860,note_on,1,0,1,,,,,,,,,,,0,,72,67
1889,note_on,29,0,1,,,,,,,,,,,0,,72,0
1890,note_on,1,0,1,,,,,,,,,,,0,,69,67
1919,note_on,29,0,1,,,,,,,,,,,0,,69,0
1920,note_on,1,0,1,,,,,,,,,,,0,,65,67
1920,note_on,127,0,2,,,,,,,,,,,1,,57,64
1949,note_on,29,0,2,,,,,,,,,,,1,,57,0
1950,note_on,1,0,2,,,,,,,,,,,1,,60,64
1979,note_on,29,0,2,,,,,,,,,,,1,,60,0
1979,note_on,59,0,1,,,,,,,,,,,0,,65,0
1980,note_on,1,0,2,,,,,,,,,,,1,,57,64
2009,note_on,29,0,2,,,,,,,,,,,1,,57,0
2010,note_on,1,0,2,,,,,,,,,,,1,,60,64
2025,note_on,46,0,1,,,,,,,,,,,0,,69,67
2039,note_on,29,0,2,,,,,,,,,,,1,,60,0
2040,note_on,1,0,2,,,,,,,,,,,1,,58,64
2040,note_on,15,0,1,,,,,,,,,,,0,,69,0
2040,note_on,0,0,1,,,,,,,,,,,0,,67,67
2069,note_on,29,0,2,,,,,,,,,,,1,,58,0
2070,note_on,1,0,2,,,,,,,,,,,1,,60,65
2099,note_on,29,0,2,,,,,,,,,,,1,,60,0
2100,note_on,1,0,2,,,,,,,,,,,1,,57,65
2100,note_on,60,0,1,,,,,,,,,,,0,,67,0
2100,note_on,0,0,1,,,,,,,,,,,0,,65,67
2129,note_on,29,0,2,,,,,,,,,,,1,,57,0
2130,note_on,1,0,2,,,,,,,,,,,1,,60,65
2145,note_on,45,0,1,,,,,,,,,,,0,,69,67
2159,note_on,29,0,2,,,,,,,,,,,1,,60,0
2159,note_on,14,0,1,,,,,,,,,,,0,,65,0
2160,note_on,0,0,1,,,,,,,,,,,0,,67,67
2160,note_on,1,0,2,,,,,,,,,,,1,,58,66
2160,note_on,1,0,1,,,,,,,,,,,0,,69,0
2189,note_on,29,0,2,,,,,,,,,,,1,,58,0
2190,note_on,1,0,2,,,,,,,,,,,1,,60,66
2219,note_on,29,0,2,,,,,,,,,,,1,,60,0
2220,note_on,1,0,2,,,,,,,,,,,1,,57,66
2220,note_on,0,0,1,,,,,,,,,,,0,,65,67
2220,note_on,60,0,1,,,,,,,,,,,0,,67,0
2249,note_on,29,0,2,,,,,,,,,,,1,,57,0
2250,note_on,1,0,2,,,,,,,,,,,1,,60,66
2279,note_on,59,0,1,,,,,,,,,,,0,,65,0
2279,note_on,29,0,2,,,,,,,,,,,1,,60,0
2280,note_on,1,0,1,,,,,,,,,,,0,,77,68
2309,note_on,29,0,1,,,,,,,,,,,0,,77,0
2310,note_on,1,0,1,,,,,,,,,,,0,,72,68
2339,note_on,29,0,1,,,,,,,,,,,0,,72,0
2340,note_on,1,0,1,,,,,,,,,,,0,,77,68
2369,note_on,29,0,1,,,,,,,,,,,0,,77,0
2370,note_on,1,0,1,,,,,,,,,,,0,,72,68
2399,note_on,29,0,1,,,,,,,,,,,0,,72,0
2400,note_on,121,0,2,,,,,,,,,,,1,,53,65
2400,note_on,1,0,1,,,,,,,,,,,0,,69,68
2429,note_on,29,0,2,,,,,,,,,,,1,,53,0
2430,note_on,1,0,2,,,,,,,,,,,1,,60,65
2459,note_on,59,0,1,,,,,,,,,,,0,,69,0
2459,note_on,29,0,2,,,,,,,,,,,1,,60,0
2460,note_on,1,0,2,,,,,,,,,,,1,,53,65
2489,note_on,29,0,2,,,,,,,,,,,1,,53,0
2490,note_on,1,0,2,,,,,,,,,,,1,,60,65
2505,note_on,46,0,1,,,,,,,,,,,0,,72,69
2519,note_on,29,0,2,,,,,,,,,,,1,,60,0
2520,note_on,15,0,1,,,,,,,,,,,0,,72,0
2520,note_on,0,0,1,,,,,,,,,,,0,,70,69
2520,note_on,1,0,2,,,,,,,,,,,1,,55,65
2549,note_on,29,0,2,,,,,,,,,,,1,,55,0
2550,note_on,1,0,2,,,,,,,,,,,1,,60,65
2579,note_on,29,0,2,,,,,,,,,,,1,,60,0
2580,note_on,1,0,2,,,,,,,,,,,1,,53,65
2580,note_on,60,0,1,,,,,,,,,,,0,,70,0
2580,note_on,0,0,1,,,,,,,,,,,0,,69,69
2609,note_on,29,0,2,,,,,,,,,,,1,,53,0
2610,note_on,1,0,2,,,,,,,,,,,1,,60,66
2625,note_on,45,0,1,,,,,,,,,,,0,,72,69
2639,note_on,14,0,1,,,,,,,,,,,0,,69,0
2639,note_on,29,0,2,,,,,,,,,,,1,,60,0
2640,note_on,1,0,2,,,,,,,,,,,1,,55,66
2640,note_on,0,0,1,,,,,,,,,,,0,,70,69
2640,note_on,1,0,1,,,,,,,,,,,0,,72,0
2669,note_on,29,0,2,,,,,,,,,,,1,,55,0
2670,note_on,1,0,2,,,,,,,,,,,1,,60,67
2699,note_on,29,0,2,,,,,,,,,,,1,,60,0
2700,note_on,0,0,1,,,,,,,,,,,0,,69,70
2700,note_on,60,0,1,,,,,,,,,,,0,,70,0
2700,note_on,1,0,2,,,,,,,,,,,1,,53,67
2729,note_on,29,0,2,,,,,,,,,,,1,,53,0
2730,note_on,1,0,2,,,,,,,,,,,1,,60,67
2759,note_on,29,0,2,,,,,,,,,,,1,,60,0
2759,note_on,59,0,1,,,,,,,,,,,0,,69,0
2760,note_on,1,0,1,,,,,,,,,,,0,,81,110
2789,note_on,29,0,1,,,,,,,,,,,0,,81,0
2790,note_on,1,0,1,,,,,,,,,,,0,,77,110
2819,note_on,29,0,1,,,,,,,,,,,0,,77,0
2820,note_on,1,0,1,,,,,,,,,,,0,,81,110
2849,note_on,29,0,1,,,,,,,,,,,0,,81,0
2850,note_on,1,0,1,,,,,,,,,,,0,,77,110
2879,note_on,29,0,1,,,,,,,,,,,0,,77,0
2880,note_on,121,0,2,,,,,,,,,,,1,,53,72
2880,note_on,0,0,2,,,,,,,,,,,1,,59,72
2880,note_on,1,0,1,,,,,,,,,,,0,,74,110
2939,note_on,59,0,1,,,,,,,,,,,0,,74,0
2940,note_on,1,0,1,,,,,,,,,,,0,,74,110
2999,note_on,59,0,1,,,,,,,,,,,0,,74,0
3000,note_on,1,0,1,,,,,,,,,,,0,,73,110
3029,note_on,29,0,1,,,,,,,,,,,0,,73,0
3030,note_on,1,0,1,,,,,,,,,,,0,,74,110
3059,note_on,29,0,1,,,,,,,,,,,0,,74,0
3060,note_on,1,0,1,,,,,,,,,,,0,,76,110
3089,note_on,29,0,1,,,,,,,,,,,0,,76,0
3090,note_on,1,0,1,,,,,,,,,,,0,,77,110
3117,note_on,237,0,2,,,,,,,,,,,1,,59,0
3117,note_on,0,0,2,,,,,,,,,,,1,,53,0
3119,note_on,29,0,1,,,,,,,,,,,0,,77,0
3120,note_on,1,0,1,,,,,,,,,,,0,,79,110
3120,note_on,0,0,2,,,,,,,,,,,1,,60,72
3120,note_on,3,0,2,,,,,,,,,,,1,,52,72
3179,note_on,59,0,1,,,,,,,,,,,0,,79,0
3180,note_on,1,0,1,,,,,,,,,,,0,,79,110
3239,note_on,59,0,1,,,,,,,,,,,0,,79,0
3240,note_on,1,0,1,,,,,,,,,,,0,,81,69
3269,note_on,29,0,1,,,,,,,,,,,0,,81,0
3270,note_on,1,0,1,,,,,,,,,,,0,,79,69
3299,note_on,29,0,1,,,,,,,,,,,0,,79,0
3300,note_on,1,0,1,,,,,,,,,,,0,,77,69
3329,note_on,29,0,1,,,,,,,,,,,0,,77,0
3330,note_on,1,0,1,,,,,,,,,,,0,,76,69
3357,note_on,0,0,2,,,,,,,,,,,1,,52,0
3357,note_on,237,0,2,,,,,,,,,,,1,,60,0
3359,note_on,29,0,1,,,,,,,,,,,0,,76,0
3360,note_on,3,0,2,,,,,,,,,,,1,,53,73
3360,note_on,0,0,2,,,,,,,,,,,1,,59,73
3360,note_on,1,0,1,,,,,,,,,,,0,,73,69
3389,note_on,29,0,1,,,,,,,,,,,0,,73,0
3390,note_on,1,0,1,,,,,,,,,,,0,,74,69
3419,note_on,29,0,1,,,,,,,,,,,0,,74,0
3420,note_on,1,0,1,,,,,,,,,,,0,,73,69
3449,note_on,29,0,1,,,,,,,,,,,0,,73,0
3450,note_on,1,0,1,,,,,,,,,,,0,,74,69
3479,note_on,29,0,1,,,,,,,,,,,0,,74,0
3480,note_on,1,0,1,,,,,,,,,,,0,,73,70
3509,note_on,29,0,1,,,,,,,,,,,0,,73,0
3510,note_on,1,0,1,,,,,,,,,,,0,,74,70
3539,note_on,29,0,1,,,,,,,,,,,0,,74,0
3540,note_on,1,0,1,,,,,,,,,,,0,,76,71
3569,note_on,29,0,1,,,,,,,,,,,0,,76,0
3570,note_on,1,0,1,,,,,,,,,,,0,,77,71
3597,note_on,0,0,2,,,,,,,,,,,1,,53,0
3597,note_on,237,0,2,,,,,,,,,,,1,,59,0
3599,note_on,29,0,1,,,,,,,,,,,0,,77,0
3600,note_on,0,0,2,,,,,,,,,,,1,,60,79
3600,note_on,3,0,2,,,,,,,,,,,1,,52,79
3600,note_on,1,0,1,,,,,,,,,,,0,,81,71
3629,note_on,29,0,1,,,,,,,,,,,0,,81,0
3630,note_on,1,0,1,,,,,,,,,,,0,,79,72
3659,note_on,29,0,1,,,,,,,,,,,0,,79,0
3660,note_on,1,0,1,,,,,,,,,,,0,,81,72
3689,note_on,29,0,1,,,,,,,,,,,0,,81,0
3690,note_on,1,0,1,,,,,,,,,,,0,,79,72
3719,note_on,29,0,1,,,,,,,,,,,0,,79,0
3720,note_on,1,0,1,,,,,,,,,,,0,,81,73
3749,note_on,29,0,1,,,,,,,,,,,0,,81,0
3750,note_on,1,0,1,,,,,,,,,,,0,,79,73
3779,note_on,29,0,1,,,,,,,,,,,0,,79,0
3780,note_on,1,0,1,,,,,,,,,,,0,,77,74
3809,note_on,29,0,1,,,,,,,,,,,0,,77,0
3810,note_on,1,0,1,,,,,,,,,,,0,,76,75
3837,note_on,237,0,2,,,,,,,,,,,1,,60,0
3837,note_on,0,0,2,,,,,,,,,,,1,,52,0
3839,note_on,29,0,1,,,,,,,,,,,0,,76,0
3840,note_on,1,0,1,,,,,,,,,,,0,,74,76
3899,note_on,59,0,1,,,,,,,,,,,0,,74,0
3900,note_on,1,0,1,,,,,,,,,,,0,,76,78
3900,note_on,63,0,2,,,,,,,,,,,1,,53,88
3929,note_on,29,0,1,,,,,,,,,,,0,,76,0
3930,note_on,1,0,1,,,,,,,,,,,0,,77,79
3959,note_on,59,0,2,,,,,,,,,,,1,,53,0
3959,note_on,29,0,1,,,,,,,,,,,0,,77,0
3960,note_on,1,0,1,,,,,,,,,,,0,,72,80
3960,note_on,1,0,2,,,,,,,,,,,1,,55,91
4019,note_on,59,0,2,,,,,,,,,,,1,,55,0
4019,note_on,59,0,1,,,,,,,,,,,0,,72,0
4020,note_on,1,0,1,,,,,,,,,,,0,,71,83
4020,note_on,1,0,2,,,,,,,,,,,1,,43,94
4079,note_on,59,0,1,,,,,,,,,,,0,,71,0
4079,note_on,59,0,2,,,,,,,,,,,1,,43,0
4080,note_on,1,0,1,,,,,,,,,,,0,,72,85
4080,note_on,1,0,2,,,,,,,,,,,1,,48,96
4139,note_on,59,0,1,,,,,,,,,,,0,,72,0
4140,note_on,1,0,1,,,,,,,,,,,0,,71,86
4169,note_on,29,0,1,,,,,,,,,,,0,,71,0
4170,note_on,1,0,1,,,,,,,,,,,0,,72,87
4199,note_on,29,0,1,,,,,,,,,,,0,,72,0
4200,note_on,1,0,1,,,,,,,,,,,0,,73,89
4200,note_on,120,0,2,,,,,,,,,,,1,,48,0
4229,note_on,29,0,1,,,,,,,,,,,0,,73,0
4230,note_on,1,0,1,,,,,,,,,,,0,,74,90
4259,note_on,29,0,1,,,,,,,,,,,0,,74,0
4260,note_on,1,0,1,,,,,,,,,,,0,,75,93
4289,note_on,29,0,1,,,,,,,,,,,0,,75,0
4290,note_on,1,0,1,,,,,,,,,,,0,,76,95
4319,note_on,29,0,1,,,,,,,,,,,0,,76,0
4320,note_on,1,0,1,,,,,,,,,,,0,,77,111
4320,note_on,120,0,2,,,,,,,,,,,1,,53,85
4320,set_tempo,4320,1,0,,,,,,,535714,,,,,,,
4349,note_on,29,0,2,,,,,,,,,,,1,,53,0
4350,note_on,1,0,2,,,,,,,,,,,1,,57,86
4379,note_on,29,0,2,,,,,,,,,,,1,,57,0
4380,note_on,1,0,2,,,,,,,,,,,1,,60,87
4409,note_on,29,0,2,,,,,,,,,,,1,,60,0
4410,note_on,1,0,2,,,,,,,,,,,1,,57,87
4439,note_on,29,0,2,,,,,,,,,,,1,,57,0
4440,note_on,120,0,1,,,,,,,,,,,0,,77,106
4440,note_on,1,0,2,,,,,,,,,,,1,,53,88
4445,note_on,5,0,1,,,,,,,,,,,0,,77,0
4469,note_on,29,0,2,,,,,,,,,,,1,,53,0
4470,note_on,1,0,2,,,,,,,,,,,1,,57,89
4499,note_on,54,0,1,,,,,,,,,,,0,,77,0
4499,note_on,29,0,2,,,,,,,,,,,1,,57,0
4500,note_on,1,0,1,,,,,,,,,,,0,,77,106
4500,note_on,1,0,2,,,,,,,,,,,1,,60,89
4529,note_on,29,0,2,,,,,,,,,,,1,,60,0
4530,note_on,1,0,2,,,,,,,,,,,1,,57,89
4559,note_on,29,0,2,,,,,,,,,,,1,,57,0
4559,note_on,59,0,1,,,,,,,,,,,0,,77,0
4560,note_on,1,0,2,,,,,,,,,,,1,,53,89
4560,note_on,1,0,1,,,,,,,,,,,0,,77,99
4589,note_on,29,0,1,,,,,,,,,,,0,,77,0
4590,note_on,1,0,1,,,,,,,,,,,0,,76,99
4619,note_on,29,0,1,,,,,,,,,,,0,,76,0
4620,note_on,1,0,1,,,,,,,,,,,0,,74,99
4649,note_on,29,0,1,,,,,,,,,,,0,,74,0
4650,note_on,1,0,1,,,,,,,,,,,0,,72,100
4679,note_on,29,0,1,,,,,,,,,,,0,,72,0
4680,note_on,1,0,1,,,,,,,,,,,0,,70,100
4681,note_on,121,0,2,,,,,,,,,,,1,,53,0
4709,note_on,29,0,1,,,,,,,,,,,0,,70,0
4710,note_on,1,0,1,,,,,,,,,,,0,,69,100
4739,note_on,29,0,1,,,,,,,,,,,0,,69,0
4740,note_on,1,0,1,,,,,,,,,,,0,,67,100
4769,note_on,29,0,1,,,,,,,,,,,0,,67,0
4770,note_on,1,0,1,,,,,,,,,,,0,,65,100
4799,note_on,29,0,1,,,,,,,,,,,0,,65,0
4800,note_on,119,0,2,,,,,,,,,,,1,,58,89
4800,note_on,1,0,1,,,,,,,,,,,0,,64,98
4829,note_on,29,0,2,,,,,,,,,,,1,,58,0
4830,note_on,1,0,2,,,,,,,,,,,1,,60,89
4859,note_on,29,0,2,,,,,,,,,,,1,,60,0
4859,note_on,59,0,1,,,,,,,,,,,0,,64,0
4860,note_on,1,0,2,,,,,,,,,,,1,,57,89
4860,note_on,1,0,1,,,,,,,,,,,0,,65,65
4889,note_on,29,0,2,,,,,,,,,,,1,,57,0
4890,note_on,1,0,2,,,,,,,,,,,1,,60,89
4919,note_on,59,0,1,,,,,,,,,,,0,,65,0
4919,note_on,29,0,2,,,,,,,,,,,1,,60,0
4920,note_on,1,0,2,,,,,,,,,,,1,,55,89
4920,note_on,1,0,1,,,,,,,,,,,0,,67,65
4949,note_on,29,0,2,,,,,,,,,,,1,,55,0
4950,note_on,1,0,2,,,,,,,,,,,1,,60,89
4979,note_on,59,0,1,,,,,,,,,,,0,,67,0
4979,note_on,29,0,2,,,,,,,,,,,1,,60,0
4980,note_on,1,0,1,,,,,,,,,,,0,,69,65
4980,note_on,1,0,2,,,,,,,,,,,1,,53,89
5009,note_on,29,0,2,,,,,,,,,,,1,,53,0
5010,note_on,1,0,2,,,,,,,,,,,1,,60,88
5039,note_on,29,0,2,,,,,,,,,,,1,,60,0
5039,note_on,59,0,1,,,,,,,,,,,0,,69,0
5040,note_on,1,0,2,,,,,,,,,,,1,,52,88
5040,note_on,1,0,1,,,,,,,,,,,0,,72,65
5160,note_on,120,0,1,,,,,,,,,,,0,,70,72
5164,note_on,4,0,1,,,,,,,,,,,0,,72,0
5220,note_on,180,0,2,,,,,,,,,,,1,,52,0
5223,note_on,59,0,1,,,,,,,,,,,0,,70,0
5280,note_on,60,0,2,,,,,,,,,,,1,,52,63
5280,note_on,57,0,1,,,,,,,,,,,0,,79,111
5309,note_on,29,0,2,,,,,,,,,,,1,,52,0
5310,note_on,1,0,2,,,,,,,,,,,1,,58,63
5339,note_on,29,0,2,,,,,,,,,,,1,,58,0
5340,note_on,1,0,2,,,,,,,,,,,1,,60,63
5369,note_on,29,0,2,,,,,,,,,,,1,,60,0
5370,note_on,1,0,2,,,,,,,,,,,1,,57,63
5399,note_on,29,0,2,,,,,,,,,,,1,,57,0
5400,note_on,120,0,1,,,,,,,,,,,0,,79,109
5400,note_on,1,0,2,,,,,,,,,,,1,,52,62
5403,note_on,3,0,1,,,,,,,,,,,0,,79,0
5429,note_on,29,0,2,,,,,,,,,,,1,,52,0
5430,note_on,1,0,2,,,,,,,,,,,1,,58,62
5459,note_on,56,0,1,,,,,,,,,,,0,,79,0
5459,note_on,29,0,2,,,,,,,,,,,1,,58,0
5460,note_on,1,0,2,,,,,,,,,,,1,,60,62
5460,note_on,1,0,1,,,,,,,,,,,0,,79,108
5489,note_on,29,0,2,,,,,,,,,,,1,,60,0
5490,note_on,1,0,2,,,,,,,,,,,1,,58,61
5519,note_on,59,0,1,,,,,,,,,,,0,,79,0
5519,note_on,29,0,2,,,,,,,,,,,1,,58,0
5520,note_on,1,0,2,,,,,,,,,,,1,,52,61
5520,note_on,1,0,1,,,,,,,,,,,0,,79,107
5549,note_on,29,0,1,,,,,,,,,,,0,,79,0
5550,note_on,1,0,1,,,,,,,,,,,0,,77,107
5579,note_on,29,0,1,,,,,,,,,,,0,,77,0
