tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity
34816,note_on,,,,,0,0,5,,,,4,81,96
34816,note_off,,,,,512,0,5,,,,4,79,0
34816,note_on,,,,,0,0,1,,,,0,72,96
34816,note_off,,,,,1024,0,1,,,,0,74,0
34816,note_off,,,,,512,0,4,,,,3,52,0
34816,note_on,,,,,0,0,4,,,,3,53,96
34816,note_off,,,,,1024,0,2,,,,1,65,0
34816,note_on,,,,,0,0,2,,,,1,65,96
35840,note_on,,,,,1024,0,5,,,,4,79,96
35840,note_on,,,,,1024,0,1,,,,0,72,96
35840,note_on,,,,,1024,0,4,,,,3,52,96
35840,note_on,,,,,1024,0,3,,,,2,60,96
35840,note_on,,,,,1024,0,2,,,,1,67,96
36045,note_off,,,,,205,0,2,,,,1,65,0
36045,note_off,,,,,205,0,5,,,,4,81,0
36045,note_off,,,,,205,0,1,,,,0,72,0
36045,note_off,,,,,205,0,4,,,,3,53,0
36045,note_off,,,,,205,0,3,,,,2,57,0
36864,note_off,,,,,819,0,5,,,,4,79,0
36864,note_off,,,,,819,0,4,,,,3,52,0
36864,note_on,,,,,0,0,4,,,,3,53,96
36864,note_on,,,,,0,0,5,,,,4,77,96
36864,note_on,,,,,0,0,3,,,,2,60,96
36864,note_off,,,,,819,0,2,,,,1,67,0
36864,note_on,,,,,0,0,2,,,,1,69,96
36864,note_on,,,,,0,0,1,,,,0,74,96
36864,note_off,,,,,819,0,1,,,,0,72,0
36864,note_off,,,,,819,0,3,,,,2,60,0
37888,note_off,,,,,1024,0,4,,,,3,53,0
37888,note_on,,,,,0,0,5,,,,4,76,96
37888,note_off,,,,,1024,0,5,,,,4,77,0
37888,note_on,,,,,0,0,4,,,,3,55,96
37888,note_on,,,,,0,0,2,,,,1,67,96
37888,note_off,,,,,1024,0,1,,,,0,74,0
37888,note_on,,,,,0,0,1,,,,0,76,96
37888,note_off,,,,,1024,0,2,,,,1,69,0
37888,note_off,,,,,1024,0,3,,,,2,60,0
37888,note_on,,,,,0,0,3,,,,2,59,96
38912,note_off,,,,,1024,0,3,,,,2,59,0
38912,note_off,,,,,1024,0,4,,,,3,55,0
38912,note_on,,,,,0,0,1,,,,0,77,96
38912,note_on,,,,,0,0,4,,,,3,57,96
38912,note_off,,,,,1024,0,2,,,,1,67,0
38912,note_off,,,,,1024,0,1,,,,0,76,0
38912,note_on,,,,,0,0,3,,,,2,60,96
38912,note_on,,,,,0,0,2,,,,1,65,96
39424,note_off,,,,,512,0,2,,,,1,65,0
39424,note_on,,,,,0,0,2,,,,1,67,96
39424,note_on,,,,,0,0,5,,,,4,74,96
39424,note_on,,,,,0,0,3,,,,2,62,96
39424,note_off,,,,,512,0,3,,,,2,60,0
39424,note_off,,,,,1536,0,5,,,,4,76,0
39424,note_on,,,,,0,0,4,,,,3,59,96
39424,note_off,,,,,512,0,4,,,,3,57,0
39936,note_on,,,,,0,0,2,,,,1,67,96
39936,note_off,,,,,512,0,2,,,,1,67,0
39936,note_off,,,,,512,0,4,,,,3,59,0
39936,note_on,,,,,0,0,1,,,,0,76,96
39936,note_off,,,,,1024,0,1,,,,0,77,0
39936,note_off,,,,,512,0,3,,,,2,62,0
39936,note_on,,,,,0,0,3,,,,2,64,96
39936,note_on,,,,,0,0,4,,,,3,60,96
40448,note_off,,,,,512,0,3,,,,2,64,0
40448,note_on,,,,,0,0,4,,,,3,52,96
40448,note_on,,,,,0,0,5,,,,4,72,96
40448,note_off,,,,,1024,0,5,,,,4,74,0
40448,note_on,,,,,0,0,3,,,,2,55,96
40448,note_off,,,,,512,0,4,,,,3,60,0
40960,note_on,,,,,0,0,3,,,,2,57,96
40960,note_off,,,,,512,0,5,,,,4,72,0
40960,note_off,,,,,1024,0,1,,,,0,76,0
40960,note_on,,,,,0,0,1,,,,0,74,96
40960,note_on,,,,,0,0,5,,,,4,81,96
40960,note_on,,,,,0,0,2,,,,1,65,96
40960,note_on,,,,,0,0,4,,,,3,53,96
40960,note_off,,,,,512,0,4,,,,3,52,0
40960,note_off,,,,,1024,0,2,,,,1,67,0
40960,note_off,,,,,512,0,3,,,,2,55,0
41472,note_on,,,,,0,0,5,,,,4,77,96
41472,note_on,,,,,0,0,4,,,,3,50,96
41472,note_off,,,,,512,0,4,,,,3,53,0
41472,note_off,,,,,512,0,5,,,,4,81,0
41472,note_off,,,,,512,0,3,,,,2,57,0
41472,note_on,,,,,0,0,3,,,,2,62,96
41984,note_off,,,,,1024,0,2,,,,1,65,0
41984,note_off,,,,,512,0,3,,,,2,62,0
41984,note_off,,,,,512,0,4,,,,3,50,0
41984,note_off,,,,,1024,0,1,,,,0,74,0
41984,note_on,,,,,0,0,3,,,,2,59,96
41984,note_on,,,,,0,0,1,,,,0,74,96
41984,note_on,,,,,0,0,5,,,,4,74,96
41984,note_off,,,,,512,0,5,,,,4,77,0
41984,note_on,,,,,0,0,2,,,,1,65,96
41984,note_on,,,,,0,0,4,,,,3,55,96
42496,note_off,,,,,512,0,5,,,,4,74,0
42496,note_on,,,,,0,0,5,,,,4,79,96
43008,note_on,,,,,0,0,2,,,,1,64,96
43008,note_on,,,,,0,0,1,,,,0,72,96
43008,note_off,,,,,1024,0,1,,,,0,74,0
43008,note_on,,,,,0,0,4,,,,3,48,96
43008,note_off,,,,,1024,0,3,,,,2,59,0
43008,note_on,,,,,0,0,3,,,,2,60,96
43008,note_off,,,,,1024,0,2,,,,1,65,0
43008,note_off,,,,,1024,0,4,,,,3,55,0
43520,note_off,,,,,1024,0,5,,,,4,79,0
43520,note_on,,,,,0,0,5,,,,4,76,96
44032,note_on,,,,,1024,0,4,,,,3,53,96
44032,note_on,,,,,1024,0,1,,,,0,69,96
44032,note_on,,,,,0,0,5,,,,4,72,96
44032,note_off,,,,,512,0,5,,,,4,76,0
44032,note_on,,,,,1024,0,2,,,,1,65,96
44032,note_on,,,,,1024,0,3,,,,2,60,96
44237,note_off,,,,,205,0,4,,,,3,48,0
44237,note_off,,,,,205,0,3,,,,2,60,0
44237,note_off,,,,,205,0,2,,,,1,64,0
44237,note_off,,,,,205,0,1,,,,0,72,0
44544,note_on,,,,,0,0,5,,,,4,77,96
44544,note_off,,,,,512,0,5,,,,4,72,0
45056,note_off,,,,,819,0,1,,,,0,69,0
45056,note_on,,,,,0,0,4,,,,3,46,96
45056,note_off,,,,,819,0,4,,,,3,53,0
45056,note_on,,,,,0,0,3,,,,2,58,96
45056,note_off,,,,,819,0,2,,,,1,65,0
45056,note_on,,,,,0,0,2,,,,1,65,96
