tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity
14640,note_on,,,,,24,0,1,,,0,72,107
14640,note_on,,,,,24,0,2,,,1,57,107
14688,note_off,,,,,48,0,1,,,0,64,64
14736,note_off,,,,,48,0,1,,,0,72,64
14736,note_off,,,,,96,0,2,,,1,57,64
14760,note_on,,,,,24,0,2,,,1,59,107
14760,note_on,,,,,24,0,1,,,0,64,107
14760,note_on,,,,,0,0,1,,,0,64,107
14856,note_off,,,,,96,0,2,,,1,59,64
14856,note_off,,,,,96,0,1,,,0,64,64
14880,note_on,,,,,24,0,2,,,1,60,107
14880,note_on,,,,,24,0,1,,,0,69,107
14976,note_off,,,,,96,0,1,,,0,69,64
14976,note_off,,,,,96,0,2,,,1,60,64
15000,note_on,,,,,24,0,2,,,1,62,107
15000,note_on,,,,,24,0,1,,,0,68,107
15048,note_off,,,,,48,0,2,,,1,52,64
15096,note_off,,,,,96,0,1,,,0,68,64
15120,note_on,,,,,24,0,1,,,0,69,107
15120,note_on,,,,,72,0,2,,,1,57,107
15216,note_off,,,,,96,0,2,,,1,62,64
15240,note_on,,,,,24,0,2,,,1,60,107
15336,note_off,,,,,96,0,2,,,1,60,64
15360,note_on,,,,,24,0,2,,,1,59,107
15408,note_off,,,,,48,0,2,,,1,57,64
15408,note_off,,,,,0,0,1,,,0,69,64
15408,note_off,,,,,288,0,1,,,0,64,64
15456,note_off,,,,,48,0,2,,,1,59,64
15480,note_on,,,,,24,0,2,,,1,60,107
15576,note_off,,,,,96,0,2,,,1,60,64
15600,note_on,,,,,24,0,2,,,1,57,107
15696,note_off,,,,,96,0,2,,,1,57,64
15720,note_on,,,,,24,0,2,,,1,60,107
15816,note_off,,,,,96,0,2,,,1,60,64
15840,note_on,,,,,432,0,1,,,0,64,107
15936,note_off,,,,,96,0,1,,,0,64,64
15960,note_on,,,,,24,0,1,,,0,69,107
16056,note_off,,,,,96,0,1,,,0,69,64
16080,note_on,,,,,24,0,1,,,0,72,107
16176,note_off,,,,,96,0,1,,,0,72,64
16200,note_on,,,,,24,0,1,,,0,76,107
16296,note_off,,,,,96,0,1,,,0,76,64
16320,note_on,,,,,24,0,1,,,0,69,107
16416,note_off,,,,,96,0,1,,,0,69,64
16440,note_on,,,,,24,0,1,,,0,72,107
16536,note_off,,,,,96,0,1,,,0,72,64
16560,note_on,,,,,24,0,1,,,0,76,107
16656,note_off,,,,,96,0,1,,,0,76,64
16680,note_on,,,,,24,0,1,,,0,81,107
16776,note_off,,,,,96,0,1,,,0,81,64
16800,note_on,,,,,24,0,1,,,0,76,107
16896,note_off,,,,,96,0,1,,,0,76,64
16920,note_on,,,,,24,0,1,,,0,72,107
17016,note_off,,,,,96,0,1,,,0,72,64
17040,note_on,,,,,24,0,1,,,0,76,107
17136,note_off,,,,,96,0,1,,,0,76,64
17160,note_on,,,,,24,0,1,,,0,72,107
17256,note_off,,,,,96,0,1,,,0,72,64
17280,note_on,,,,,24,0,1,,,0,69,107
17376,note_off,,,,,96,0,1,,,0,69,64
17400,note_on,,,,,24,0,1,,,0,72,107
17448,note_off,,,,,48,0,1,,,0,72,64
17460,note_on,,,,,12,0,1,,,0,71,107
17508,note_off,,,,,48,0,1,,,0,71,64
