tick,type,time,meta,track,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,port,program,channel,control,value,note,velocity
3718,note_on,22,0,1,,,,,,,,,0,,,81,0
3720,note_on,2,0,1,,,,,,,,,0,,,75,110
3742,note_on,22,0,1,,,,,,,,,0,,,75,0
3744,note_on,2,0,1,,,,,,,,,0,,,79,110
3766,note_on,118,0,2,,,,,,,,,1,,,48,0
3768,note_on,2,0,2,,,,,,,,,1,,,45,110
3776,note_on,32,0,1,,,,,,,,,0,,,79,0
3790,note_on,22,0,2,,,,,,,,,1,,,45,0
3792,note_on,2,0,2,,,,,,,,,1,,,47,110
3814,note_on,22,0,2,,,,,,,,,1,,,47,0
3816,note_on,2,0,2,,,,,,,,,1,,,54,110
3838,note_on,22,0,2,,,,,,,,,1,,,54,0
3840,note_on,2,0,2,,,,,,,,,1,,,54,110
3862,note_on,22,0,2,,,,,,,,,1,,,54,0
3864,note_on,2,0,2,,,,,,,,,1,,,51,110
3886,note_on,22,0,2,,,,,,,,,1,,,51,0
3888,note_on,2,0,2,,,,,,,,,1,,,52,110
3910,note_on,22,0,2,,,,,,,,,1,,,52,0
3912,note_on,2,0,2,,,,,,,,,1,,,60,110
3934,note_on,22,0,2,,,,,,,,,1,,,60,0
3936,note_on,160,0,1,,,,,,,,,0,,,67,110
3936,note_on,2,0,2,,,,,,,,,1,,,59,110
3958,note_on,22,0,2,,,,,,,,,1,,,59,0
3960,note_on,2,0,2,,,,,,,,,1,,,57,110
3982,note_on,22,0,2,,,,,,,,,1,,,57,0
3984,note_on,2,0,2,,,,,,,,,1,,,59,110
4006,note_on,22,0,2,,,,,,,,,1,,,59,0
4008,note_on,2,0,2,,,,,,,,,1,,,52,110
4030,note_on,22,0,2,,,,,,,,,1,,,52,0
4032,note_on,2,0,2,,,,,,,,,1,,,57,110
4054,note_on,118,0,1,,,,,,,,,0,,,67,0
4056,note_on,2,0,1,,,,,,,,,0,,,64,110
4078,note_on,22,0,1,,,,,,,,,0,,,64,0
4080,note_on,2,0,1,,,,,,,,,0,,,66,110
4102,note_on,22,0,1,,,,,,,,,0,,,66,0
4104,note_on,2,0,1,,,,,,,,,0,,,71,110
4126,note_on,94,0,2,,,,,,,,,1,,,57,0
4126,note_on,22,0,1,,,,,,,,,0,,,71,0
4128,note_on,2,0,1,,,,,,,,,0,,,71,110
4150,note_on,22,0,1,,,,,,,,,0,,,71,0
4152,note_on,2,0,1,,,,,,,,,0,,,67,110
4174,note_on,22,0,1,,,,,,,,,0,,,67,0
4176,note_on,2,0,1,,,,,,,,,0,,,69,110
4198,note_on,22,0,1,,,,,,,,,0,,,69,0
4200,note_on,2,0,1,,,,,,,,,0,,,79,110
4222,note_on,22,0,1,,,,,,,,,0,,,79,0
4224,note_on,2,0,1,,,,,,,,,0,,,78,110
4224,note_on,98,0,2,,,,,,,,,1,,,45,110
4246,note_on,22,0,1,,,,,,,,,0,,,78,0
4248,note_on,2,0,1,,,,,,,,,0,,,76,110
4270,note_on,22,0,1,,,,,,,,,0,,,76,0
4272,note_on,2,0,1,,,,,,,,,0,,,78,110
4294,note_on,22,0,1,,,,,,,,,0,,,78,0
4296,note_on,2,0,1,,,,,,,,,0,,,71,110
4318,note_on,22,0,1,,,,,,,,,0,,,71,0
4320,note_on,2,0,1,,,,,,,,,0,,,76,110
4342,note_on,118,0,2,,,,,,,,,1,,,45,0
4344,note_on,2,0,2,,,,,,,,,1,,,42,110
4352,note_on,32,0,1,,,,,,,,,0,,,76,0
4366,note_on,22,0,2,,,,,,,,,1,,,42,0
4368,note_on,2,0,2,,,,,,,,,1,,,43,110
4390,note_on,22,0,2,,,,,,,,,1,,,43,0
4392,note_on,2,0,2,,,,,,,,,1,,,48,110
4414,note_on,22,0,2,,,,,,,,,1,,,48,0
4416,note_on,2,0,2,,,,,,,,,1,,,48,110
4438,note_on,22,0,2,,,,,,,,,1,,,48,0
4440,note_on,2,0,2,,,,,,,,,1,,,45,110
4462,note_on,22,0,2,,,,,,,,,1,,,45,0
4464,note_on,2,0,2,,,,,,,,,1,,,47,110
4486,note_on,22,0,2,,,,,,,,,1,,,47,0
4488,note_on,2,0,2,,,,,,,,,1,,,57,110
4510,note_on,22,0,2,,,,,,,,,1,,,57,0
4512,note_on,160,0,1,,,,,,,,,0,,,64,110
4512,note_on,2,0,2,,,,,,,,,1,,,55,110
4534,note_on,22,0,2,,,,,,,,,1,,,55,0
4536,note_on,2,0,2,,,,,,,,,1,,,54,110
4558,note_on,22,0,2,,,,,,,,,1,,,54,0
4560,note_on,2,0,2,,,,,,,,,1,,,55,110
4582,note_on,22,0,2,,,,,,,,,1,,,55,0
4584,note_on,2,0,2,,,,,,,,,1,,,49,110
4606,note_on,22,0,2,,,,,,,,,1,,,49,0
4608,note_on,2,0,2,,,,,,,,,1,,,54,110
4630,note_on,118,0,1,,,,,,,,,0,,,64,0
4632,note_on,2,0,1,,,,,,,,,0,,,61,110
4654,note_on,22,0,1,,,,,,,,,0,,,61,0
4656,note_on,2,0,1,,,,,,,,,0,,,63,110
4678,note_on,22,0,1,,,,,,,,,0,,,63,0
4680,note_on,2,0,1,,,,,,,,,0,,,67,110
4702,note_on,22,0,1,,,,,,,,,0,,,67,0
4702,note_on,94,0,2,,,,,,,,,1,,,54,0
4704,note_on,2,0,1,,,,,,,,,0,,,67,110
4726,note_on,22,0,1,,,,,,,,,0,,,67,0
4728,note_on,2,0,1,,,,,,,,,0,,,64,110
4750,note_on,22,0,1,,,,,,,,,0,,,64,0
4752,note_on,2,0,1,,,,,,,,,0,,,66,110
4774,note_on,22,0,1,,,,,,,,,0,,,66,0
4776,note_on,2,0,1,,,,,,,,,0,,,76,110
4798,note_on,22,0,1,,,,,,,,,0,,,76,0
4800,note_on,98,0,2,,,,,,,,,1,,,47,110
4800,note_on,2,0,1,,,,,,,,,0,,,75,110
4822,note_on,22,0,1,,,,,,,,,0,,,75,0
4824,note_on,2,0,1,,,,,,,,,0,,,73,110
4846,note_on,22,0,1,,,,,,,,,0,,,73,0
4848,note_on,2,0,1,,,,,,,,,0,,,75,110
4870,note_on,22,0,1,,,,,,,,,0,,,75,0
4872,note_on,2,0,1,,,,,,,,,0,,,69,110
4894,note_on,22,0,1,,,,,,,,,0,,,69,0
4894,note_on,94,0,2,,,,,,,,,1,,,47,0
4896,note_on,2,0,2,,,,,,,,,1,,,52,110
4896,note_on,2,0,1,,,,,,,,,0,,,67,110
4918,note_on,22,0,1,,,,,,,,,0,,,67,0
4918,note_on,22,0,2,,,,,,,,,1,,,52,0
4920,note_on,2,0,2,,,,,,,,,1,,,54,110
4920,note_on,2,0,1,,,,,,,,,0,,,66,110
4942,note_on,22,0,2,,,,,,,,,1,,,54,0
4942,note_on,22,0,1,,,,,,,,,0,,,66,0
4944,note_on,2,0,2,,,,,,,,,1,,,55,110
4944,note_on,2,0,1,,,,,,,,,0,,,64,110
4966,note_on,22,0,2,,,,,,,,,1,,,55,0
4968,note_on,2,0,2,,,,,,,,,1,,,57,110
4990,note_on,22,0,2,,,,,,,,,1,,,57,0
4990,note_on,46,0,1,,,,,,,,,0,,,64,0
4992,note_on,2,0,2,,,,,,,,,1,,,59,110
5014,note_on,22,0,2,,,,,,,,,1,,,59,0
5016,note_on,2,0,2,,,,,,,,,1,,,61,110
5038,note_on,22,0,2,,,,,,,,,1,,,61,0
5040,note_on,2,0,2,,,,,,,,,1,,,63,110
5062,note_on,22,0,2,,,,,,,,,1,,,63,0
5064,note_on,2,0,2,,,,,,,,,1,,,64,110
5086,note_on,22,0,2,,,,,,,,,1,,,64,0
5088,note_on,2,0,2,,,,,,,,,1,,,63,110
5110,note_on,22,0,2,,,,,,,,,1,,,63,0
5112,note_on,2,0,2,,,,,,,,,1,,,61,110
5134,note_on,22,0,2,,,,,,,,,1,,,61,0
5136,note_on,2,0,2,,,,,,,,,1,,,59,110
5158,note_on,22,0,2,,,,,,,,,1,,,59,0
5160,note_on,2,0,2,,,,,,,,,1,,,57,110
5182,note_on,22,0,2,,,,,,,,,1,,,57,0
5184,note_on,2,0,2,,,,,,,,,1,,,55,110
5184,note_on,194,0,1,,,,,,,,,0,,,64,110
5206,note_on,22,0,1,,,,,,,,,0,,,64,0
5206,note_on,22,0,2,,,,,,,,,1,,,55,0
5208,note_on,2,0,2,,,,,,,,,1,,,54,110
5208,note_on,2,0,1,,,,,,,,,0,,,66,110
5230,note_on,22,0,2,,,,,,,,,1,,,54,0
5230,note_on,22,0,1,,,,,,,,,0,,,66,0
5232,note_on,2,0,2,,,,,,,,,1,,,52,110
5232,note_on,2,0,1,,,,,,,,,0,,,67,110
5254,note_on,22,0,2,,,,,,,,,1,,,52,0
5254,note_on,22,0,1,,,,,,,,,0,,,67,0
5256,note_on,2,0,1,,,,,,,,,0,,,69,110
5256,note_on,2,0,2,,,,,,,,,1,,,54,110
5278,note_on,22,0,1,,,,,,,,,0,,,69,0
5278,note_on,22,0,2,,,,,,,,,1,,,54,0
5280,note_on,2,0,1,,,,,,,,,0,,,71,110
5280,note_on,2,0,2,,,,,,,,,1,,,55,110
5302,note_on,22,0,2,,,,,,,,,1,,,55,0
5302,note_on,22,0,1,,,,,,,,,0,,,71,0
5304,note_on,2,0,2,,,,,,,,,1,,,57,110
5304,note_on,2,0,1,,,,,,,,,0,,,73,110
5326,note_on,22,0,1,,,,,,,,,0,,,73,0
5326,note_on,22,0,2,,,,,,,,,1,,,57,0
5328,note_on,2,0,1,,,,,,,,,0,,,75,110
