tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity
5632,note_on,,,,,0,0,2,,,,1,69,96
6144,note_off,,,,,512,0,2,,,,1,69,0
6144,note_on,,,,,0,0,2,,,,1,68,96
6144,note_off,,,,,1024,0,1,,,,0,75,0
6144,note_on,,,,,0,0,4,,,,3,52,96
6144,note_off,,,,,1024,0,5,,,,4,47,0
6144,note_on,,,,,0,0,5,,,,4,52,96
6144,note_on,,,,,0,0,3,,,,2,64,96
6144,note_off,,,,,512,0,3,,,,2,66,0
6144,note_on,,,,,0,0,1,,,,0,76,96
6144,note_off,,,,,1024,0,4,,,,3,47,0
8192,note_off,,,,,2048,0,1,,,,0,76,0
8192,note_on,,,,,0,0,2,,,,1,71,96
8192,note_on,,,,,0,0,4,,,,3,59,96
8192,note_off,,,,,2048,0,4,,,,3,52,0
8192,note_on,,,,,0,0,1,,,,0,78,96
8192,note_off,,,,,2048,0,3,,,,2,64,0
8192,note_on,,,,,0,0,5,,,,4,59,96
8192,note_off,,,,,2048,0,2,,,,1,68,0
8192,note_off,,,,,2048,0,5,,,,4,52,0
8192,note_on,,,,,0,0,3,,,,2,63,96
8704,note_off,,,,,512,0,5,,,,4,59,0
8704,note_on,,,,,0,0,4,,,,3,61,96
8704,note_off,,,,,512,0,4,,,,3,59,0
8704,note_on,,,,,0,0,3,,,,2,64,96
8704,note_off,,,,,512,0,3,,,,2,63,0
8704,note_on,,,,,0,0,5,,,,4,61,96
9216,note_on,,,,,0,0,4,,,,3,63,96
9216,note_off,,,,,512,0,4,,,,3,61,0
9216,note_off,,,,,1024,0,1,,,,0,78,0
9216,note_on,,,,,0,0,1,,,,0,78,96
9216,note_off,,,,,1024,0,2,,,,1,71,0
9216,note_off,,,,,512,0,5,,,,4,61,0
9216,note_on,,,,,0,0,2,,,,1,71,96
9216,note_off,,,,,512,0,3,,,,2,64,0
9216,note_on,,,,,0,0,3,,,,2,66,96
9216,note_on,,,,,0,0,5,,,,4,63,96
9728,note_off,,,,,512,0,4,,,,3,63,0
9728,note_off,,,,,512,0,5,,,,4,63,0
9728,note_on,,,,,0,0,5,,,,4,59,96
9728,note_on,,,,,0,0,2,,,,1,70,96
9728,note_off,,,,,512,0,2,,,,1,71,0
9728,note_off,,,,,512,0,3,,,,2,66,0
9728,note_on,,,,,0,0,3,,,,2,63,96
9728,note_on,,,,,0,0,4,,,,3,59,96
10240,note_off,,,,,512,0,4,,,,3,59,0
10240,note_on,,,,,0,0,1,,,,0,76,96
10240,note_off,,,,,512,0,3,,,,2,63,0
10240,note_off,,,,,512,0,5,,,,4,59,0
10240,note_on,,,,,0,0,5,,,,4,61,96
10240,note_off,,,,,1024,0,1,,,,0,78,0
10240,note_on,,,,,0,0,4,,,,3,61,96
10240,note_on,,,,,0,0,3,,,,2,64,96
10240,note_on,,,,,0,0,2,,,,1,68,96
10240,note_off,,,,,512,0,2,,,,1,70,0
10752,note_on,,,,,0,0,4,,,,3,59,96
10752,note_off,,,,,512,0,3,,,,2,64,0
10752,note_on,,,,,0,0,3,,,,2,63,96
10752,note_off,,,,,512,0,4,,,,3,61,0
10752,note_off,,,,,512,0,5,,,,4,61,0
10752,note_on,,,,,0,0,5,,,,4,59,96
11264,note_on,,,,,0,0,4,,,,3,58,96
11264,note_off,,,,,512,0,4,,,,3,59,0
11264,note_off,,,,,512,0,5,,,,4,59,0
11264,note_on,,,,,0,0,5,,,,4,58,96
11264,note_on,,,,,0,0,1,,,,0,76,96
11264,note_off,,,,,1024,0,2,,,,1,68,0
11264,note_on,,,,,0,0,2,,,,1,66,96
11264,note_off,,,,,512,0,3,,,,2,63,0
11264,note_on,,,,,0,0,3,,,,2,61,96
11264,note_off,,,,,1024,0,1,,,,0,76,0
11776,note_on,,,,,0,0,3,,,,2,57,96
11776,note_off,,,,,512,0,4,,,,3,58,0
11776,note_off,,,,,512,0,3,,,,2,61,0
11776,note_on,,,,,0,0,4,,,,3,54,96
11776,note_on,,,,,0,0,5,,,,4,54,96
11776,note_off,,,,,512,0,5,,,,4,58,0
12288,note_on,,,,,0,0,3,,,,2,59,96
12288,note_off,,,,,512,0,3,,,,2,57,0
12288,note_off,,,,,512,0,5,,,,4,54,0
12288,note_on,,,,,0,0,5,,,,4,59,96
12288,note_off,,,,,512,0,4,,,,3,54,0
12288,note_on,,,,,0,0,2,,,,1,66,96
12288,note_off,,,,,1024,0,2,,,,1,66,0
12288,note_on,,,,,0,0,1,,,,0,75,96
12288,note_on,,,,,0,0,4,,,,3,59,96
12288,note_off,,,,,1024,0,1,,,,0,76,0
12800,note_on,,,,,0,0,5,,,,4,56,96
12800,note_off,,,,,512,0,5,,,,4,59,0
12800,note_on,,,,,0,0,4,,,,3,56,96
12800,note_off,,,,,512,0,2,,,,1,66,0
12800,note_off,,,,,512,0,4,,,,3,59,0
12800,note_on,,,,,0,0,2,,,,1,68,96
13312,note_off,,,,,512,0,2,,,,1,68,0
13312,note_off,,,,,1024,0,1,,,,0,75,0
13312,note_on,,,,,0,0,1,,,,0,73,96
13312,note_off,,,,,512,0,4,,,,3,56,0
13312,note_on,,,,,0,0,5,,,,4,52,96
13312,note_off,,,,,1024,0,3,,,,2,59,0
13312,note_off,,,,,512,0,5,,,,4,56,0
13312,note_on,,,,,0,0,2,,,,1,68,96
13312,note_on,,,,,0,0,4,,,,3,52,96
13312,note_on,,,,,0,0,3,,,,2,59,96
13824,note_off,,,,,512,0,2,,,,1,68,0
13824,note_on,,,,,0,0,2,,,,1,64,96
13824,note_on,,,,,0,0,4,,,,3,49,96
13824,note_on,,,,,0,0,5,,,,4,49,96
13824,note_on,,,,,0,0,1,,,,0,75,96
13824,note_off,,,,,512,0,1,,,,0,73,0
13824,note_off,,,,,512,0,4,,,,3,52,0
13824,note_off,,,,,512,0,5,,,,4,52,0
14080,note_on,,,,,0,0,1,,,,0,76,96
14080,note_off,,,,,256,0,1,,,,0,75,0
14336,note_off,,,,,1024,0,3,,,,2,59,0
14336,note_off,,,,,512,0,5,,,,4,49,0
14336,note_on,,,,,0,0,2,,,,1,66,96
14336,note_on,,,,,0,0,5,,,,4,54,96
14336,note_off,,,,,512,0,2,,,,1,64,0
14336,note_on,,,,,0,0,3,,,,2,59,96
14336,note_off,,,,,256,0,1,,,,0,76,0
14336,note_on,,,,,0,0,4,,,,3,54,96
14336,note_off,,,,,512,0,4,,,,3,49,0
14336,note_on,,,,,0,0,1,,,,0,73,96
14848,note_off,,,,,512,0,5,,,,4,54,0
14848,note_on,,,,,0,0,5,,,,4,52,96
14848,note_on,,,,,0,0,4,,,,3,52,96
14848,note_off,,,,,512,0,4,,,,3,54,0
15360,note_on,,,,,0,0,5,,,,4,54,96
15360,note_off,,,,,1024,0,3,,,,2,59,0
15360,note_on,,,,,0,0,3,,,,2,58,96
15360,note_off,,,,,512,0,5,,,,4,52,0
15360,note_on,,,,,0,0,4,,,,3,54,96
15360,note_off,,,,,512,0,4,,,,3,52,0
15872,note_off,,,,,1536,0,2,,,,1,66,0
15872,note_on,,,,,0,0,2,,,,1,64,96
16384,note_off,,,,,2048,0,1,,,,0,73,0
16384,note_on,,,,,0,0,4,,,,3,47,96
16384,note_off,,,,,1024,0,4,,,,3,54,0
16384,note_on,,,,,0,0,2,,,,1,63,96
16384,note_off,,,,,512,0,2,,,,1,64,0
16384,note_on,,,,,0,0,3,,,,2,54,96
16384,note_off,,,,,1024,0,3,,,,2,58,0
16384,note_on,,,,,0,0,1,,,,0,71,96
16384,note_on,,,,,0,0,5,,,,4,47,96
16384,note_off,,,,,1024,0,5,,,,4,54,0
18432,note_off,,,,,2048,0,3,,,,2,54,0
18432,note_off,,,,,2048,0,4,,,,3,47,0
18432,note_on,,,,,0,0,4,,,,3,52,96
18432,note_off,,,,,2048,0,2,,,,1,63,0
18432,note_on,,,,,0,0,2,,,,1,64,96
18432,note_off,,,,,2048,0,1,,,,0,71,0
18432,note_on,,,,,0,0,3,,,,2,56,96
18432,note_on,,,,,0,0,1,,,,0,71,96
18432,note_off,,,,,2048,0,5,,,,4,47,0
18432,note_on,,,,,0,0,5,,,,4,52,96
18944,note_off,,,,,512,0,5,,,,4,52,0
18944,note_on,,,,,0,0,5,,,,4,54,96
18944,note_on,,,,,0,0,4,,,,3,54,96
18944,note_off,,,,,512,0,3,,,,2,56,0
18944,note_on,,,,,0,0,3,,,,2,57,96
18944,note_off,,,,,512,0,4,,,,3,52,0
19456,note_off,,,,,512,0,5,,,,4,54,0
19456,note_on,,,,,0,0,5,,,,4,56,96
19456,note_on,,,,,0,0,1,,,,0,71,96
19456,note_off,,,,,1024,0,1,,,,0,71,0
19456,note_off,,,,,512,0,4,,,,3,54,0
19456,note_on,,,,,0,0,2,,,,1,64,96
19456,note_off,,,,,512,0,3,,,,2,57,0
19456,note_on,,,,,0,0,3,,,,2,59,96
19456,note_off,,,,,1024,0,2,,,,1,64,0
19456,note_on,,,,,0,0,4,,,,3,56,96
19968,note_off,,,,,512,0,5,,,,4,56,0
19968,note_off,,,,,512,0,3,,,,2,59,0
19968,note_on,,,,,0,0,3,,,,2,56,96
19968,note_off,,,,,512,0,4,,,,3,56,0
19968,note_on,,,,,0,0,4,,,,3,52,96
19968,note_on,,,,,0,0,5,,,,4,52,96
20480,note_off,,,,,512,0,5,,,,4,52,0
20480,note_off,,,,,1024,0,1,,,,0,71,0
20480,note_off,,,,,512,0,4,,,,3,52,0
20480,note_on,,,,,0,0,4,,,,3,57,96
20480,note_on,,,,,0,0,2,,,,1,64,96
20480,note_off,,,,,1024,0,2,,,,1,64,0
20480,note_on,,,,,0,0,3,,,,2,57,96
20480,note_off,,,,,512,0,3,,,,2,56,0
20480,note_on,,,,,0,0,5,,,,4,57,96
20480,note_on,,,,,0,0,1,,,,0,73,96
20992,note_off,,,,,512,0,4,,,,3,57,0
20992,note_on,,,,,0,0,3,,,,2,61,96
20992,note_on,,,,,0,0,4,,,,3,56,96
20992,note_off,,,,,512,0,3,,,,2,57,0
20992,note_on,,,,,0,0,5,,,,4,56,96
20992,note_off,,,,,512,0,5,,,,4,57,0
21504,note_on,,,,,0,0,1,,,,0,73,96
21504,note_on,,,,,0,0,3,,,,2,66,96
21504,note_off,,,,,512,0,3,,,,2,61,0
21504,note_off,,,,,512,0,5,,,,4,56,0
21504,note_on,,,,,0,0,4,,,,3,54,96
21504,note_off,,,,,512,0,4,,,,3,56,0
21504,note_off,,,,,1024,0,2,,,,1,64,0
21504,note_on,,,,,0,0,5,,,,4,54,96
21504,note_on,,,,,0,0,2,,,,1,69,96
21504,note_off,,,,,1024,0,1,,,,0,73,0
22016,note_off,,,,,512,0,4,,,,3,54,0
22016,note_on,,,,,0,0,4,,,,3,52,96
22016,note_on,,,,,0,0,5,,,,4,52,96
22016,note_off,,,,,512,0,5,,,,4,54,0
22528,note_off,,,,,1024,0,2,,,,1,69,0
22528,note_off,,,,,1024,0,3,,,,2,66,0
22528,note_on,,,,,0,0,3,,,,2,66,96
22528,note_on,,,,,0,0,5,,,,4,51,96
22528,note_off,,,,,512,0,5,,,,4,52,0
22528,note_off,,,,,1024,0,1,,,,0,73,0
22528,note_on,,,,,0,0,4,,,,3,51,96
22528,note_off,,,,,512,0,4,,,,3,52,0
22528,note_on,,,,,0,0,2,,,,1,69,96
22528,note_on,,,,,0,0,1,,,,0,71,96
23040,note_on,,,,,0,0,3,,,,2,61,96
23040,note_on,,,,,0,0,4,,,,3,53,96
23040,note_off,,,,,512,0,3,,,,2,66,0
23040,note_off,,,,,512,0,5,,,,4,51,0
23040,note_off,,,,,512,0,4,,,,3,51,0
23040,note_on,,,,,0,0,2,,,,1,68,96
23040,note_off,,,,,512,0,2,,,,1,69,0
23040,note_on,,,,,0,0,5,,,,4,53,96
23552,note_on,,,,,0,0,5,,,,4,54,96
23552,note_off,,,,,512,0,4,,,,3,53,0
23552,note_on,,,,,0,0,4,,,,3,54,96
23552,note_on,,,,,0,0,2,,,,1,68,96
23552,note_off,,,,,512,0,5,,,,4,53,0
23552,note_off,,,,,512,0,2,,,,1,68,0
23552,note_off,,,,,1024,0,1,,,,0,71,0
23552,note_on,,,,,0,0,3,,,,2,61,96
23552,note_off,,,,,512,0,3,,,,2,61,0
23552,note_on,,,,,0,0,1,,,,0,69,96
24064,note_off,,,,,512,0,2,,,,1,68,0
24064,note_on,,,,,0,0,2,,,,1,66,96
24576,note_off,,,,,1024,0,3,,,,2,61,0
24576,note_on,,,,,0,0,3,,,,2,61,96
24576,note_on,,,,,0,0,1,,,,0,68,96
24576,note_off,,,,,1024,0,1,,,,0,69,0
24576,note_on,,,,,0,0,5,,,,4,49,96
24576,note_off,,,,,1024,0,5,,,,4,54,0
24576,note_on,,,,,0,0,4,,,,3,49,96
24576,note_on,,,,,0,0,2,,,,1,64,96
24576,note_off,,,,,512,0,2,,,,1,66,0
24576,note_off,,,,,1024,0,4,,,,3,54,0
26624,note_on,,,,,0,0,4,,,,3,56,96
26624,note_off,,,,,2048,0,4,,,,3,49,0
26624,note_off,,,,,2048,0,5,,,,4,49,0
26624,note_on,,,,,0,0,5,,,,4,56,96
26624,note_off,,,,,2048,0,3,,,,2,61,0
26624,note_on,,,,,0,0,3,,,,2,59,96
26624,note_on,,,,,0,0,1,,,,0,71,96
26624,note_off,,,,,2048,0,1,,,,0,68,0
26624,note_on,,,,,0,0,2,,,,1,63,96
26624,note_off,,,,,2048,0,2,,,,1,64,0
27136,note_off,,,,,512,0,3,,,,2,59,0
27136,note_off,,,,,512,0,5,,,,4,56,0
27136,note_on,,,,,0,0,5,,,,4,54,96
27136,note_on,,,,,0,0,3,,,,2,57,96
27136,note_on,,,,,0,0,4,,,,3,54,96
27136,note_off,,,,,512,0,4,,,,3,56,0
27648,note_on,,,,,0,0,4,,,,3,52,96
27648,note_on,,,,,0,0,1,,,,0,71,96
27648,note_off,,,,,1024,0,1,,,,0,71,0
27648,note_off,,,,,512,0,3,,,,2,57,0
27648,note_on,,,,,0,0,3,,,,2,56,96
27648,note_off,,,,,1024,0,2,,,,1,63,0
27648,note_on,,,,,0,0,2,,,,1,68,96
27648,note_on,,,,,0,0,5,,,,4,52,96
27648,note_off,,,,,512,0,4,,,,3,54,0
27648,note_off,,,,,512,0,5,,,,4,54,0
28160,note_on,,,,,0,0,5,,,,4,51,96
28160,note_off,,,,,512,0,5,,,,4,52,0
28160,note_on,,,,,0,0,2,,,,1,66,96
28160,note_on,,,,,0,0,4,,,,3,51,96
28160,note_off,,,,,512,0,4,,,,3,52,0
28160,note_off,,,,,512,0,2,,,,1,68,0
28672,note_off,,,,,512,0,2,,,,1,66,0
28672,note_on,,,,,0,0,1,,,,0,69,96
28672,note_on,,,,,0,0,3,,,,2,56,96
28672,note_off,,,,,1024,0,3,,,,2,56,0
28672,note_off,,,,,1024,0,1,,,,0,71,0
28672,note_on,,,,,0,0,2,,,,1,64,96
28672,note_on,,,,,0,0,5,,,,4,49,96
28672,note_off,,,,,512,0,5,,,,4,51,0
28672,note_off,,,,,512,0,4,,,,3,51,0
28672,note_on,,,,,0,0,4,,,,3,49,96
29184,note_off,,,,,512,0,5,,,,4,49,0
29184,note_on,,,,,0,0,5,,,,4,47,96
29184,note_off,,,,,512,0,2,,,,1,64,0
29184,note_on,,,,,0,0,2,,,,1,63,96
29184,note_off,,,,,512,0,4,,,,3,49,0
29184,note_on,,,,,0,0,4,,,,3,47,96
29184,note_off,,,,,512,0,3,,,,2,56,0
29184,note_on,,,,,0,0,3,,,,2,57,96
29696,note_on,,,,,0,0,4,,,,3,49,96
29696,note_off,,,,,1024,0,1,,,,0,69,0
29696,note_on,,,,,0,0,1,,,,0,69,96
29696,note_on,,,,,0,0,3,,,,2,56,96
29696,note_off,,,,,512,0,3,,,,2,57,0
29696,note_off,,,,,512,0,4,,,,3,47,0
29696,note_on,,,,,0,0,2,,,,1,64,96
29696,note_off,,,,,512,0,2,,,,1,63,0
29696,note_on,,,,,0,0,5,,,,4,49,96
29696,note_off,,,,,512,0,5,,,,4,47,0
30208,note_on,,,,,0,0,4,,,,3,51,96
30208,note_off,,,,,512,0,4,,,,3,49,0
30208,note_on,,,,,0,0,2,,,,1,66,96
30208,note_off,,,,,512,0,2,,,,1,64,0
30208,note_off,,,,,512,0,5,,,,4,49,0
30208,note_off,,,,,512,0,3,,,,2,56,0
30208,note_on,,,,,0,0,3,,,,2,54,96
30208,note_on,,,,,0,0,5,,,,4,51,96
30720,note_on,,,,,0,0,1,,,,0,68,96
30720,note_off,,,,,512,0,5,,,,4,51,0
30720,note_on,,,,,0,0,5,,,,4,52,96
30720,note_off,,,,,1024,0,1,,,,0,69,0
30720,note_off,,,,,512,0,4,,,,3,51,0
30720,note_on,,,,,0,0,2,,,,1,68,96
30720,note_on,,,,,0,0,3,,,,2,59,96
30720,note_off,,,,,512,0,3,,,,2,54,0
30720,note_on,,,,,0,0,4,,,,3,52,96
30720,note_off,,,,,512,0,2,,,,1,66,0
31232,note_off,,,,,512,0,4,,,,3,52,0
31232,note_off,,,,,512,0,2,,,,1,68,0
31232,note_on,,,,,0,0,4,,,,3,56,96
31232,note_on,,,,,0,0,2,,,,1,64,96
31232,note_on,,,,,0,0,5,,,,4,56,96
31232,note_off,,,,,512,0,5,,,,4,52,0
31744,note_off,,,,,512,0,4,,,,3,56,0
31744,note_on,,,,,0,0,4,,,,3,57,96
31744,note_on,,,,,0,0,1,,,,0,66,96
31744,note_on,,,,,0,0,3,,,,2,61,96
31744,note_off,,,,,1024,0,1,,,,0,68,0
31744,note_off,,,,,1024,0,3,,,,2,59,0
31744,note_off,,,,,512,0,5,,,,4,56,0
31744,note_on,,,,,0,0,5,,,,4,57,96
31744,note_on,,,,,0,0,2,,,,1,64,96
31744,note_off,,,,,512,0,2,,,,1,64,0
32256,note_off,,,,,512,0,5,,,,4,57,0
32256,note_on,,,,,0,0,5,,,,4,54,96
32256,note_off,,,,,512,0,4,,,,3,57,0
32256,note_on,,,,,0,0,4,,,,3,54,96
32256,note_off,,,,,512,0,1,,,,0,66,0
32256,note_on,,,,,0,0,1,,,,0,68,96
32512,note_off,,,,,256,0,1,,,,0,68,0
32512,note_on,,,,,0,0,1,,,,0,69,96
32768,note_off,,,,,512,0,4,,,,3,54,0
32768,note_off,,,,,256,0,1,,,,0,69,0
32768,note_on,,,,,0,0,1,,,,0,66,96
32768,note_on,,,,,0,0,4,,,,3,59,96
32768,note_off,,,,,512,0,5,,,,4,54,0
32768,note_on,,,,,0,0,5,,,,4,59,96
32768,note_off,,,,,1024,0,2,,,,1,64,0
32768,note_on,,,,,0,0,2,,,,1,64,96
32768,note_off,,,,,1024,0,3,,,,2,61,0
32768,note_on,,,,,0,0,3,,,,2,59,96
33280,note_off,,,,,512,0,5,,,,4,59,0
33280,note_on,,,,,0,0,5,,,,4,57,96
33280,note_off,,,,,512,0,2,,,,1,64,0
33280,note_on,,,,,0,0,2,,,,1,61,96
33280,note_off,,,,,512,0,4,,,,3,59,0
33280,note_on,,,,,0,0,4,,,,3,57,96
33792,note_on,,,,,0,0,2,,,,1,63,96
33792,note_off,,,,,512,0,5,,,,4,57,0
33792,note_off,,,,,512,0,2,,,,1,61,0
33792,note_on,,,,,0,0,5,,,,4,59,96
33792,note_off,,,,,512,0,4,,,,3,57,0
33792,note_on,,,,,0,0,4,,,,3,59,96
34304,note_off,,,,,512,0,5,,,,4,59,0
34304,note_off,,,,,1536,0,3,,,,2,59,0
34304,note_on,,,,,0,0,5,,,,4,47,96
34304,note_on,,,,,0,0,3,,,,2,57,96
34816,note_off,,,,,1024,0,4,,,,3,59,0
34816,note_on,,,,,0,0,4,,,,3,52,96
34816,note_on,,,,,0,0,5,,,,4,52,96
34816,note_off,,,,,512,0,5,,,,4,47,0
34816,note_off,,,,,512,0,3,,,,2,57,0
34816,note_off,,,,,2048,0,1,,,,0,66,0
34816,note_on,,,,,0,0,1,,,,0,64,96
34816,note_on,,,,,0,0,3,,,,2,56,96
34816,note_off,,,,,1024,0,2,,,,1,63,0
34816,note_on,,,,,0,0,2,,,,1,59,96
36864,note_off,,,,,2048,0,3,,,,2,56,0
36864,note_off,,,,,2048,0,5,,,,4,52,0
36864,note_off,,,,,2048,0,1,,,,0,64,0
36864,note_on,,,,,0,0,1,,,,0,71,96
36864,note_on,,,,,0,0,4,,,,3,52,96
36864,note_off,,,,,2048,0,4,,,,3,52,0
36864,note_on,,,,,0,0,5,,,,4,52,96
36864,note_on,,,,,0,0,3,,,,2,56,96
36864,note_on,,,,,0,0,2,,,,1,64,96
36864,note_off,,,,,2048,0,2,,,,1,59,0
37376,note_off,,,,,512,0,5,,,,4,52,0
37376,note_off,,,,,512,0,3,,,,2,56,0
37376,note_on,,,,,0,0,3,,,,2,57,96
37376,note_off,,,,,512,0,4,,,,3,52,0
37376,note_on,,,,,0,0,4,,,,3,54,96
37376,note_on,,,,,0,0,5,,,,4,54,96
37888,note_on,,,,,0,0,2,,,,1,64,96
37888,note_off,,,,,1024,0,1,,,,0,71,0
37888,note_on,,,,,0,0,1,,,,0,71,96
37888,note_off,,,,,512,0,4,,,,3,54,0
37888,note_on,,,,,0,0,4,,,,3,56,96
37888,note_on,,,,,0,0,3,,,,2,59,96
37888,note_off,,,,,512,0,3,,,,2,57,0
37888,note_on,,,,,0,0,5,,,,4,56,96
37888,note_off,,,,,512,0,5,,,,4,54,0
37888,note_off,,,,,1024,0,2,,,,1,64,0
38400,note_on,,,,,0,0,5,,,,4,52,96
38400,note_off,,,,,512,0,5,,,,4,56,0
38400,note_off,,,,,512,0,3,,,,2,59,0
38400,note_on,,,,,0,0,3,,,,2,56,96
38400,note_on,,,,,0,0,4,,,,3,52,96
38400,note_off,,,,,512,0,4,,,,3,56,0
38912,note_on,,,,,0,0,4,,,,3,57,96
38912,note_on,,,,,0,0,5,,,,4,57,96
38912,note_off,,,,,512,0,5,,,,4,52,0
38912,note_off,,,,,1024,0,1,,,,0,71,0
38912,note_on,,,,,0,0,1,,,,0,73,96
38912,note_off,,,,,1024,0,2,,,,1,64,0
38912,note_on,,,,,0,0,2,,,,1,64,96
38912,note_off,,,,,512,0,4,,,,3,52,0
38912,note_off,,,,,512,0,3,,,,2,56,0
38912,note_on,,,,,0,0,3,,,,2,57,96
39424,note_on,,,,,0,0,5,,,,4,59,96
39424,note_off,,,,,512,0,5,,,,4,57,0
39424,note_off,,,,,512,0,4,,,,3,57,0
39424,note_on,,,,,0,0,4,,,,3,59,96
39936,note_on,,,,,0,0,5,,,,4,57,96
39936,note_off,,,,,1024,0,3,,,,2,57,0
39936,note_on,,,,,0,0,3,,,,2,61,96
39936,note_off,,,,,1024,0,1,,,,0,73,0
39936,note_on,,,,,0,0,2,,,,1,66,96
39936,note_on,,,,,0,0,4,,,,3,57,96
